漢字	IPA	注释
□	tsʰy6	叹词，表示厌恶、斥责等
□	jy5	饭～：皮肤上的疣，俗称疾子
□	nai3	动词，踩，踏
□	lai2	“～舐”放在“滑”“白”等形容词后面表示程度较高，如“白～舐”：惨白
□	lai3	动词，用舌头舔
□	kʰai2	～水：到水井打水
□	ŋai3	量词，片，边
□	nɐi3	表示疑问，哪里：去～
□	tau5	长～挠：指物体很长
□	ŋau6	有～：不相上下
□	tsʰɐu6	动词，用力摇，推搡
□	ŋam3	动词，把物体倾斜
□	mɐm1	吃～～：小孩吃的糊或粥类
□	tsʰɐm6	猜□tsʰin6～：猜拳，剪刀石头布
□	kʰan3	搓麻将时三个相同或按顺序的子
□	tsʰin6	对猜拳游戏剪刀石头布的简单叫法
□	win1	～仔：客、货两用小汽车，来自英语van
□	nɐŋ3	那样，另一样
□	jɐŋ3	～～跳：暴跳如雷
□	jɐŋ5	动词，起脚踢
□	mɔŋ5	一截，一段
□	ŋɔŋ5	动物尸体腐败的剧臭味
□	jɔŋ3	抖
□	jaŋ3	动词，抖动布料、衣物等
□	tsʰeŋ6	石头剪刀布的简单叫法
□	kʰap7b	把口～～着：嘴巴开合
□	jap7b	发～：生气、恼火
□	jap7b	动词，把对象掖在裤腰等地方；卷起衣袖或裤腿
□	jap8	摇晃，摇摆，上下或前后摇摆；招手
□	kʰat8	量词，用于摊量不太大的糊状物
□	fit7b	楂～：决定，决策
□	ŋit7b	拟声词，门轴等转动的声音；木构件等受压发出的声音
□	nɵt7b	因烧焦而发出难闻的气味
□	ɵt7b	动词，拨，推
□	ɵt8	～嗉：嗳酸，胃内酸性液体逆流到口腔
□	fak7a	动词，计算
□	fak8	动词，枝状物猛地摆动或倒下
□	nak7a	动词，踩
□	ŋɔk7b	动词，用力地吸
□	jɔk7b	神踱～：呆滞的样子
□	nok7a	底部、最角落的位置
□	kʰa2	～势：富有
□	ɵt7b	拟声词，猪叫的声音
□	kʰek7a	动词，绊别人的脚；互拼
蚀	sɐt8	白～：白癜风
垩	ɔk7b	白～
堕	tœ6	白。动词，指柔软的物体下垂
鸟	tiu3	白，俗写作“屌”
由	ju3	白，任～,随便
流	lu1	白，流水
流	lu2	白，流失
研	ŋan3	白，动词，轧，滚压，碾压
哽	kʰɐŋ2	白，不能下咽
坐	tsʰo2	白，～低：坐下
州	tsu1	白，～背
阻	tsœ3	白
洲	tsu1	白
诱	ju5	白
幼	ju5	白
莠	ju2	白
酉	ju2	白
油	ju2	白
悠	ju2	白
忧	ju1	白
优	ju1	白
威	wɐi1	白
艇	tʰiaŋ2	白
使	sɐi3	白
平	pʰiaŋ2	白
柳	lu2	白
榴	lu2	白
馏	lu2	白
琉	lu2	白
留	lu2	白
刘	lu2	白
灸	ku5	白
龟	kʰi1	白
龟	kʰɐi1	白
裆	nɔŋ6	白
