				屹		ŋɐt21
				亦		jɪk21
				抑		ŋɪk55
				邑		jɐp55
				役		jɪk21
				易	難易	ji31
				易	變易又始也改也奪也轉也,姓	jɪk21
				奕		jɪk21
				疫		jɪk21
				羿		ŋɐi31
				益		jɪk55
				異		ji31
				逸		jɐt21
				裔		jɵy31
				意		ji33
				義		ȵi31
				蜴		jɪk21
				億		jɪk55
				誼		ȵi21
				毅		ŋɐi31
				薏		ji33
				憶		jɪk55
				翳		ʔɐi33
				翼		jɪk21
				翼		jɪk21
				藝		ŋɐi31
				繹		jɪk21
				譯		jɪk21
				議		ȵi23
				懿		ji33
				驛		jɪk21
				因		jɐn53
				茵		jɐn53
				音		jɐm53
				姻		jɐn53
				陰		jɐm53
				凐	冷	jyn53
				蔭		jɐm53
				吟		ȵɐm21
				吟	嘮叨	ŋɐm21
				垠		ŋɐn21
				淫		ȵɐm21
				寅		jɐn21
				婬		ȵɐm21
				欽		jɐm53
				銀		ŋɐn21
				膶		ȵɐn31
				膶		ȵɐn35
				霪		ȵɐm21
				齦		ŋɐn21
				尹		wɐn23
				引		jɐn23
				蚓		jɐn23
				飲	飲泣,飲恨,飲食	ȵɐm35
				隱		jɐn35
				癮		jɐn23
				印		jɐn33
				英		jɪŋ53
				嬰		jɪŋ53
				罌		ʔaŋ53
				瓔		jɪŋ53
				櫻		jɪŋ53
				鷹		jɪŋ53
				鸚		jɪŋ53
				迎		jɪŋ21
				盈		jɪŋ21
				螢		jɪŋ21
				營		jɪŋ21
				蠅		jɪŋ53
				贏		jɪŋ21
				郢		tɕʰɪŋ33
				影		jɪŋ35
				穎		wɪŋ23
				映		jɪŋ35
				硬		ŋaŋ31
				應		jɪŋ53
				應	“答應”義單說	ʔɪŋ33
				應		jɪŋ33
				雍		jʊŋ53
				擁		jʊŋ53
				擁		ʔʊŋ35
				壅		jʊŋ53
				永		wɪŋ23
				泳		wɪŋ23
				勇		jʊŋ23
				埇		tɕʰʊŋ53
				涌	河汊	tɕʰʊŋ53
				湧		jʊŋ35
				湧	人多，熱鬧	ȵʊŋ35
				用		jʊŋ31
				幽		jɐu53
				憂		jɐu53
				優		jɐu53
				尤		jɐu21
				由		jɐu21
				油		jɐu21
				郵		jɐu21
				猶		jɐu21
				遊	遊戲,遊說,遊覽	jɐu21
				游	游泳,游離,遊刃有餘,姓	jɐu21
				猷		jɐu21
				魷		jɐu21
				友		jɐu23
				有		jɐu23
				酉		jɐu23
				又		jɐu31
				右		jɐu31
				幼		jɐu33
				佑		jɐu31
				誘		jɐu33
				于		jy53
				汙		wu53
				汚		wu53
				余		jy21
				妤		jy21
				盂		jy21
				臾		jy21
				於		jy53
				禺		ȵy21
				娛		jy21
				魚		ȵy21
				逾		jy21
				腴		jy21
				渝		jy21
				愉		jy21
				瑜		jy21
				榆		jy21
				愚		ȵy21
				漁		ȵy21
				餘		jy21
				覦		jy21
				輿		jy21
				予	我也又姓	jy21
				予	給予,賜也又賦	jy23
				宇		jy23
				羽		jy23
				雨		jy23
				禹		jy23
				與		jy23
				語		jy23
				玉		ȵʊk21
				芋		wu31
				郁	鬱秀,馥鬱,濃鬱,香氣濃烈；文采豐盛	jʊk55
				育		jʊk21
				浴		jʊk21
				域		wɪk55
				欲		jʊk21
				遇		jy31
				喻		jy31
				裕		jy31
				鈺		ȵʊk21
				愈	病癒	jy23
				預	給別人準備,留著	jy31
				獄		jʊk21
				慾		jʊk21
				豫		jy31
				諭		jy31
				癒		jy31
				譽		jy31
				鬱	鬱悶,鬱積,鬱抑	wɐt55
				爩		wɐt55
				眢		jyn53
				冤		jun53
				涴		wɔ33
				淵		jun53
				鴛		jun53
				袁		jun21
				原		ȵun21
				員		jun21
				園		jun21
				圓		jun21
				猿		jun21
				源		ȵun21
				緣		jun21
				轅		jun21
				遠		jun23
				苑		jun35
				怨		jun33
				院		jun35
				願		ȵun31
				曱		tæt33
				約		jœk33
				月		ȵut21
				岳		ŋɔk21
				悅		jut21
				越		jut21
				粵		jut21
				粵		jyt21
				閱		jut21
				樂	快樂	lɔk21
				樂	音樂	ŋɔk21
				嶽		ŋɔk21
				躍		jœk33
				暈		wɐn21
				云	說話引文,文言助詞	wɐn21
				勻		jɐn21
				芸		wɐn21
				耘		wɐn21
				紜		wɐn21
				雲	白雲,雲南省的簡稱,比喻多,姓	wɐn21
				蕓		wɐn21
				允		wɐn23
				隕		wɐn23
				殞		wɐn23
				孕		jɐn31
				運		wɐn31
				韞		wɐn35
				韞		wɐn33
				蘊		wɐn33
				韻		wɐn31
				雜		tap21
				災		tɔi53
				哉		tɔi53
				栽		tɔi53
				仔		ti35
				仔		tɐi35
				仔		tsɐi35
				宰		tʰɔi35
				載	載重	tɔi33
				再		tɔi33
				在		tɔi31
				在	一般用於人是否活著	tɔi23
				簪		tsam53
				暫		tam31
				鏨		tsam23
				贊		tæn33
				讚		tæn33
				贓		tɔŋ53
				葬		tɔŋ33
				臟	身體的內部器官	tɔŋ31
				臟		tsɔŋ31
				遭		tɔu53
				糟		tɔu53
				鑿		tɔk21
				早		tɔu35
				蚤		tɔu35
				棗		tɔu35
				灶		tɔu33
				造		tɔu31
				噪		tʰɔu33
				燥		tʰɔu33
				躁		tʰɔu33
				泎		tɕak21
				則		tɐk55
				責		tɕak33
				擇		tɕak21
				澤		tɕak21
				賊		tʰɐk21
				增		tɐŋ53
				憎		tɐŋ53
				罾		tɐŋ53
				贈		tɐŋ31
				扎		tɕæt33
				紮		tɕæt33
				揸		tɕa53
				揸		ȵa53
				摣		tɕa53
				摣		ȵa53
				摣		tɕa21
				喳		tɕa53
				渣		tɕa53
				楂		tɕa53
				樝		tɕa53
				譇		tɕʰiɐ53
				札		tɕæt33
				甴		kæt21
				甴		kæt33
				閘		tɕap21
				牐		ɕap33
				煠	熬煮	ɕap21
				鍘	鍘刀	tɕap21
				眨		tɕam35
				乍		tɕa33
				炸		tɕa33
				痄		tɕa33
				蚱		tɕa33
				詐		tɕa33
				榨		tɕa33
				摘		tɕak21
				齋		tɕai53
				宅		tɕak21
				窄		tɕak33
				砦		tɕai31
				債		tɕai33
				寨		tɕai31
				沾		tɕim53
				粘		tɕim53
				詹		tɕim53
				氈		tɕin53
				瞻		tɕim53
				展		tɕin35
				斬		tɕam35
				盞		tɕæn35
				占	占卜	tɕim53
				占		tɕim33
				佔		tɕim33
				站	站立	tɕam31
				棧		tɕæn35
				湛		tɕam33
				戰		tɕin33
				蘸		tɕam33
				章		tɕœŋ53
				張		tɕœŋ53
				鄣		tɕœŋ53
				獐		tɕœŋ53
				彰		tɕœŋ53
				漳		tɕœŋ53
				嫜		tɕœŋ53
				璋		tɕœŋ53
				樟		tɕœŋ53
				蟑		tɕœŋ53
				麞		tɕœŋ53
				掌		tɕœŋ35
				漲		tɕœŋ35
				丈		tɕœŋ31
				仗	仗義、依仗、儀仗	tɕœŋ31
				仗	打仗	tɕœŋ33
				杖		tɕœŋ31
				帳		tɕœŋ33
				脹		tɕœŋ33
				障		tɕœŋ33
				嶂		tɕœŋ33
				幛		tɕœŋ33
				賬		tɕœŋ33
				瘴		tɕœŋ33
				招		tɕiu53
				爪		ȵau35
				找		tɕau35
				沼		tɕiu31
				召		tɕiu31
				兆		tɕiu31
				棹		tɕau31
				櫂		tɕau31
				照		tɕiu33
				罩		tɕau33
				趙		tɕiu31
				肇		tɕiu31
				㷹	油炸	tɕau33
				蜇		tɕit33
				遮		tɕiɐ53
				摺	摺疊、存摺	tɕip33
				折	折斷、骨折	tɕit33
				折	折本	ɕit21
				哲		tɕit33
				蟄	驚蟄	tɕɪk21
				轍		tɕit33
				者		tɕiɐ35
				褶	皺褶	tɕip33
				浙		tɕit33
				蔗		tɕiɐ33
				着		tɕœk33
				珍		tɕɐn53
				貞		tɕɪŋ53
				真		tɕɐn53
				砧		tɕɐm53
				針		tɕɐm53
				眞		tɕɐn53
				偵		tɕɪŋ53
				斟		tɕɐm53
				楨		tɕɪŋ53
				禎		tɕɪŋ53
				榛		tɕɐn53
				枕	枕巾,枕頭,枕藉	tɕɐm35
				疹		tɕɐn35
				診		tɕɐn35
				圳		tɕɐn33
				陣		tɕɐn31
				振		tɕɐn33
				朕		tɕɐm31
				賑		tɕɐn33
				震		tɕɐn33
				鎮		tɕɐn33
				鎭		tɕɐn33
				征		tɕɪŋ53
				爭		tɕaŋ53
				㬹		tɕaŋ53
				猙		tɕaŋ53
				蒸		tɕɪŋ53
				睜		tɕaŋ53
				箏		tɕaŋ53
				掟		tɪŋ33
				整		tɕɪŋ35
				正		tɕɪŋ33
				正	又讀，正宗，好	tɕiɐŋ33
				政		tɕɪŋ33
				症		tɕɪŋ33
				䂻		tɕaŋ31
				鄭		tɕɪŋ31
				𥊼		tɕʰaŋ33
				證		tɕɪŋ33
				之		tɕi53
				支		tɕi53
				汁		tɕɐp55
				芝		tɕi53
				枝		tɕi53
				知		tɕi53
				肢		tɕi53
				隻		tɕɪk33
				脂		tɕi53
				蜘		tɕi53
				織		tɕɪk55
				直		tɕɪk21
				侄		tɕɐt21
				姪		tɕɐt21
				值		tɕɪk21
				値		tɕɪk21
				執		tɕɐp55
				植		tɕɪk21
				殖		tɕɪk21
				職		tɕɪk55
				止		tɕi35
				只		tɕi35
				旨		tɕi35
				阯		tɕi35
				址		tɕi35
				芷		tɕi35
				帋		tɕi35
				沚		tɕi35
				祉		tɕi35
				指		tɕi35
				咫		tɕi35
				紙		tɕi35
				趾		tɕi35
				至		tɕi33
				志		tɕi33
				制		tɕɐi33
				炙		tɕɪk55
				治		tɕi31
				峙		tɕi23
				致		tɕi33
				秩		tit21
				痔		tɕi31
				窒		tɕɐt21
				智		tɕi33
				痣		tɕi33
				置		tɕi33
				稚		tɕi31
				䎺		tɕɐi33
				製		tɕɐi33
				誌		tɕi33
				滯		tɕɐi31
				滯		tɕɐi33
				滯		tɐi31
				質	質料,物質	tɕɐt55
				緻		tɕi33
				中	中間	tɕʊŋ53
				中	命中	tɕʊŋ33
				忠		tɕʊŋ53
				盅		tɕʊŋ53
				終		tɕʊŋ53
				鍾		tɕʊŋ53
				鐘		tɕʊŋ53
				冢		tɕʊŋ35
				塚		tɕʊŋ35
				腫		tɕʊŋ35
				種	種類	tɕʊŋ35
				種	種植	tɕʊŋ33
				踵		tɕʊŋ35
				仲		tɕʊŋ21
				重	重複	tɕʊŋ21
				重	輕重，重要	tɕʊŋ23
				眾		tɕʊŋ33
				衆		tɕʊŋ33
				舟		tɕɐu53
				州		tɕɐu53
				周		tɕɐu53
				洲		tɕɐu53
				週		tɕɐu53
				粥		tɕʊk55
				軸		tɕʊk21
				咒		tɕɐu33
				宙		tɕɐu31
				冑	甲胄	tɕɐu31
				胄	後裔	tɕɐu31
				晝		tɕɐu33
				皺		ȵɐu33
				驟		tɕɐu31
				朱		tɕy53
				珠		tɕy53
				硃		tɕy53
				蛛		tɕy53
				豬		tɕy53
				諸		tɕy53
				竹		tɕʊk55
				竺		tɕʊk55
				逐		tɕʊk21
				燭		tɕʊk55
				主		tɕy35
				煮		tɕy35
				囑		tɕʊk55
				矚		tɕʊk55
				助		tɕɔ31
				住		tɕy31
				注	注意,注射	tɕy33
				柱		tɕʰy23
				祝		tɕʊk55
				著	著衣	tɕy33
				著	睡著	tɕœk33
				著	顯著	tɕœk21
				蛀		tɕy33
				註	註冊,註明	tɕy33
				箸		tɕy31
				駐		tɕy33
				築		tɕʰʊk55
				鑄		tɕy33
				專	專門	tɕun53
				磚		tɕun53
				賺		tɕæn21
				賺	單用，徒勞無功	tɕæn35
				轉	轉回	tɕun35
				轉	轉動	tɕun33
				妝		tɕɔŋ53
				莊		tɕɔŋ53
				裝		tɕɔŋ53
				樁		tɕɔŋ53
				壯		tɕɔŋ33
				狀		tɕɔŋ31
				撞		tɕɔŋ31
				戇		ŋɔŋ33
				追		tɕɵy53
				椎	脊椎	tɕɵy53
				錐		ȵɵy53
				錐		tɕɵy53
				墜		tɕɵy31
				綴		tɕɵy31
				縋		tɕɵy31
				贅		tɕɵy31
				准	批准	tɕɐn35
				準		tɕɐn35
				捉		tɕɔk33
				桌		tɕɔk33
				卓		tɕœk33
				酌		tɕœk33
				斲		tɔk33
				斲		tɔk55
				斲		tœk55
				濁	渾濁	tɕɔk21
				孖		ma53
				孜		ti53
				咨		ti53
				姿		ti53
				滋		ti53
				資		ti53
				錙		tsi53
				諮		ti53
				子		ti35
				姊		ti35
				紫		tsi35
				自		ti31
				字		ti31
				字	時間單位，一個字爲五分鐘$	tsi31
				牸		ti31
				宗		tʊŋ53
				棕		tʊŋ53
				椶		tʊŋ53
				綜	織機綜	tʊŋ53
				蹤		tʊŋ53
				鬉		tʊŋ53
				總		tʊŋ35
				粽		tʊŋ33
				縱	縱橫	tʊŋ33
				鄒		tɐu53
				走	走廊	tɐu35
				走	走之底	tsɐu35
				奏		tɐu33
				租		tu53
				足		tʊk55
				卒	兵卒	tɐt55
				族		tsʊk21
				阻		tɕɔ35
				祖		tu35
				組		tu35
				鑽	動詞；木工具	tun33
				鑽	又音	tsun33
				嘴		tɵy35
				最		tɵy33
				罪		tɵy31
				醉		tɵy33
				尊		tun53
				遵		tɐn53
				樽		tɐn53
				僔		tɐn35
				昨		tsɔk21
				左		tɔ35
				作		tɔk33
				坐		tʰɔ23
				座		tɔ31
				做		tu33
				閪		hɐi53
