"單字"	"聲紐"	"呼"	"等"	"韻部"	"聲調"	"組"	"攝"	"聲母"	"韻母"	"聲調"	"注释"
"慕"	"明"	"開"	"一"	"模"	"去"	"幫"	"遇"	"m"	"ou"	6	
"墓"	"明"	"開"	"一"	"模"	"去"	"幫"	"遇"	"m"	"ou"	6	
"暮"	"明"	"開"	"一"	"模"	"去"	"幫"	"遇"	"m"	"ou"	6	
"募"	"明"	"開"	"一"	"模"	"去"	"幫"	"遇"	"m"	"ou"	6	
"怖"	"滂"	"開"	"一"	"模"	"去"	"幫"	"遇"	"bb"	"ou"	3	
"摟"	"來"	"合"	"三"	"虞"	"平"	"來"	"遇"	"l"	"au"	2	
"鏤"	"來"	"合"	"三"	"虞"	"平"	"來"	"遇"	"l"	"au"	6	
"趨"	"清"	"合"	"三"	"虞"	"平"	"精"	"遇"	"d"	"eoi"	1	"上江dui1"
"趨"	"清"	"合"	"三"	"虞"	"平"	"精"	"遇"	"t"	"eoi"	1	"上江tui1"
"鬚"	"心"	"合"	"三"	"虞"	"平"	"精"	"遇"	"sl"	"au"	1	"根~"
"需"	"心"	"合"	"三"	"虞"	"平"	"精"	"遇"	"sl"	"eoi"	1	"上江slui1"
"須"	"心"	"合"	"三"	"虞"	"平"	"精"	"遇"	"sl"	"eoi"	1	"上江slui1"
"娶"	"心"	"合"	"三"	"虞"	"平"	"精"	"遇"	"t"	"ou"	2	"下江異讀："
"娶"	"心"	"合"	"三"	"虞"	"平"	"精"	"遇"	"t"	"eoi"	2	"上江tui2"
"株"	"知"	"合"	"三"	"虞"	"平"	"知"	"遇"	"z"	"i"	1	
"列"	"知"	"合"	"三"	"虞"	"平"	"知"	"遇"	"l"	"it"	6	
"蛛"	"知"	"合"	"三"	"虞"	"平"	"知"	"遇"	"z"	"i"	1	
"廚"	"澄"	"合"	"三"	"虞"	"平"	"知"	"遇"	"c"	"i"	4	
"雛"	"崇"	"合"	"三"	"虞"	"平"	"莊"	"遇"	"c"	"o"	1	
"朱"	"章"	"合"	"三"	"虞"	"平"	"章"	"遇"	"z"	"i"	1	
"珠"	"章"	"合"	"三"	"虞"	"平"	"章"	"遇"	"z"	"i"	1	
"侏"	"章"	"合"	"三"	"虞"	"平"	"章"	"遇"	"z"	"i"	1	
"樞"	"昌"	"合"	"三"	"虞"	"平"	"章"	"遇"	"s"	"i"	1	
"殊"	"常"	"合"	"三"	"虞"	"平"	"章"	"遇"	"s"	"i"	4	
"茱"	"常"	"合"	"三"	"虞"	"平"	"章"	"遇"	"z"	"i"	1	
"輸"	"書"	"合"	"三"	"虞"	"平"	"章"	"遇"	"s"	"i"	1	
"嚅"	"日"	"合"	"三"	"虞"	"平"	"日"	"遇"	"j"	"i"	4	
"儒"	"日"	"合"	"三"	"虞"	"平"	"日"	"遇"	"j"	"i"	4	
"懦"	"日"	"合"	"三"	"虞"	"平"	"日"	"遇"	"n"	"e"	6	
"懦"	"日"	"合"	"三"	"虞"	"平"	"日"	"遇"	"n"	"o"	6	
"俱"	"見"	"合"	"三"	"虞"	"平"	"見"	"遇"	"g"	"eoi"	1	"上江gui1"
"拘"	"見"	"合"	"三"	"虞"	"平"	"見"	"遇"	"k"	"eoi"	1	"上江kui1"
"嶇"	"溪"	"合"	"三"	"虞"	"平"	"見"	"遇"	"k"	"eoi"	1	"上江kui1"
"軀"	"溪"	"合"	"三"	"虞"	"平"	"見"	"遇"	"k"	"eoi"	1	"上江kui1"
"驅"	"溪"	"合"	"三"	"虞"	"平"	"見"	"遇"	"k"	"eoi"	1	"上江kui1"
"摳"	"溪"	"合"	"三"	"虞"	"平"	"見"	"遇"	"k"	"eoi"	1	"上江kui1"
"區"	"溪"	"合"	"三"	"虞"	"平"	"見"	"遇"		"au"	1	"姓氏"
"區"	"溪"	"合"	"三"	"虞"	"平"	"見"	"遇"	"k"	"eoi"	1	"地~；上江kui1"
"隅"	"疑"	"合"	"三"	"虞"	"平"	"見"	"遇"	"ng"	"ung"	4	
"虞"	"疑"	"合"	"三"	"虞"	"平"	"見"	"遇"	"ng"		4	
"愚"	"疑"	"合"	"三"	"虞"	"平"	"見"	"遇"	"ng"	"eoi"	4	"上江ngui4"
"娛"	"疑"	"合"	"三"	"虞"	"平"	"見"	"遇"	"ng"		4	
"吁"	"曉"	"合"	"三"	"虞"	"平"	"影"	"遇"		"eoi"	1	"應答語；上江ui1"
"於"	"云"	"合"	"三"	"虞"	"平"	"影"	"遇"		"eoi"	1	"至~；姓氏；上江ui1"
"于"	"云"	"合"	"三"	"虞"	"平"	"影"	"遇"		"eoi"	1	"姓氏；上江ui1"
"汙"	"云"	"合"	"三"	"虞"	"平"	"影"	"遇"		"eoi"	1	
"迂"	"云"	"合"	"三"	"虞"	"平"	"影"	"遇"		"eoi"	1	
"芋"	"云"	"合"	"三"	"虞"	"平"	"影"	"遇"	"w"	"u"	6	
"盂"	"云"	"合"	"三"	"虞"	"平"	"影"	"遇"	"j"	"i"	4	
"萸"	"以"	"合"	"三"	"虞"	"平"	"以"	"遇"	"j"	"i"	4	
"逾"	"以"	"合"	"三"	"虞"	"平"	"以"	"遇"	"j"	"i"	6	
"瑜"	"以"	"合"	"三"	"虞"	"平"	"以"	"遇"	"j"	"i"	6	
"榆"	"以"	"合"	"三"	"虞"	"平"	"以"	"遇"	"j"	"i"	6	
"諛"	"以"	"合"	"三"	"虞"	"平"	"以"	"遇"	"j"	"i"	4	
"舀"	"以"	"合"	"三"	"虞"	"平"	"以"	"遇"	"nj"	"iu"	2	
"渝"	"以"	"合"	"三"	"虞"	"平"	"以"	"遇"	"j"	"i"	6	
"愉"	"以"	"合"	"三"	"虞"	"平"	"以"	"遇"	"j"	"i"	6	
"膚"	"幫"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"f"	"u"	1	
"夫"	"並"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"f"	"u"	1	
"符"	"並"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"f"	"u"	4	
"芙"	"並"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"f"	"u"	4	
"苻"	"並"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"f"	"u"	4	
"扶"	"並"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"f"	"u"	4	
"蕪"	"明"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"m"	"ou"	4	
"無"	"明"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"m"	"ou"	4	
"巫"	"明"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"m"	"ou"	1	
"誣"	"明"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"m"	"ou"	1	
"毋"	"明"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"m"	"ou"	2	
"鋪"	"滂"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"p"	"ou"	1	"~開"
"鋪"	"滂"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"p"	"ou"	3	"店~"
"孵"	"滂"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"f"	"u"	1	
"敷"	"滂"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"p"	"ou"	1	
"敷"	"滂"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"f"	"u"	1	
"俘"	"滂"	"合"	"三"	"虞"	"平"	"幫"	"遇"	"f"	"u"	1	
"瞿"	"群"	"合"	"三"	"虞"	"平"	"見"	"遇"	"k"	"eoi"	4	"上江kui4"
"句"	"群"	"合"	"三"	"虞"	"平"	"見"	"遇"	"g"	"eoi"	3	"上江gui3"
"縷"	"來"	"合"	"三"	"虞"	"上"	"來"	"遇"	"l"	"eoi"	2	"上江lui2"
"取"	"清"	"合"	"三"	"虞"	"上"	"精"	"遇"	"t"	"eoi"	2	"上江tui2"
"聚"	"從"	"合"	"三"	"虞"	"上"	"精"	"遇"	"t"	"ou"	2	
"聚"	"從"	"合"	"三"	"虞"	"上"	"精"	"遇"	"t"	"eoi"	2	"上江tui2"
"拄"	"知"	"合"	"三"	"虞"	"上"	"知"	"遇"	"c"	"i"	5	
"柱"	"澄"	"合"	"三"	"虞"	"上"	"知"	"遇"	"c"	"i"	5	
"數"	"生"	"合"	"三"	"虞"	"上"	"莊"	"遇"	"s"	"ou"	2	"~落"
"數"	"生"	"合"	"三"	"虞"	"上"	"莊"	"遇"	"s"	"ou"	3	"~量"
"主"	"章"	"合"	"三"	"虞"	"上"	"章"	"遇"	"z"	"i"	2	
"樹"	"常"	"合"	"三"	"虞"	"上"	"章"	"遇"	"s"	"i"	6	
"豎"	"常"	"合"	"三"	"虞"	"上"	"章"	"遇"	"s"	"i"	6	
"乳"	"日"	"合"	"三"	"虞"	"上"	"日"	"遇"	"nj"	"ui"	2	
"矩"	"見"	"合"	"三"	"虞"	"上"	"見"	"遇"	"g"	"eoi"	2	"上江gui2"
"煦"	"曉"	"合"	"三"	"虞"	"上"	"影"	"遇"	"h"	"eoi"	2	"上江hui2"
"噢"	"影"	"合"	"三"	"虞"	"上"	"影"	"遇"		"ooau"	3	"上江ou3"
"栩"	"云"	"合"	"三"	"虞"	"上"	"影"	"遇"	"h"	"eoi"	2	"上江hui2"
"雨"	"云"	"合"	"三"	"虞"	"上"	"影"	"遇"	"j"	"i"	5	
"羽"	"云"	"合"	"三"	"虞"	"上"	"影"	"遇"	"j"	"i"	5	
"宇"	"云"	"合"	"三"	"虞"	"上"	"影"	"遇"	"j"	"i"	5	
"禹"	"云"	"合"	"三"	"虞"	"上"	"影"	"遇"	"j"	"i"	5	
"愈"	"以"	"合"	"三"	"虞"	"上"	"以"	"遇"	"j"	"i"	6	
"斧"	"幫"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"f"	"u"	2	
"脯"	"幫"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"p"	"ou"	2	
"俯"	"幫"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"f"	"u"	2	
"父"	"幫"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"f"	"u"	6	
"府"	"幫"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"f"	"u"	2	
"甫"	"幫"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"p"	"ou"	2	
"腐"	"並"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"f"	"u"	6	
"輔"	"並"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"f"	"u"	6	
"武"	"明"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"f"	"u"	5	
"武"	"明"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"m"	"ou"	5	
"侮"	"明"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"f"	"u"	5	
"侮"	"明"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"m"	"ou"	5	
"鵡"	"明"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"f"	"u"	5	
"鵡"	"明"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"m"	"ou"	5	
"舞"	"明"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"m"	"ou"	5	
"撫"	"滂"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"m"	"ou"	5	
"撫"	"滂"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"f"	"u"	5	
"剖"	"滂"	"合"	"三"	"虞"	"上"	"幫"	"遇"	"p"	"au"	2	
"屢"	"來"	"合"	"三"	"虞"	"去"	"來"	"遇"	"l"	"eoi"	5	"上江lui5"
"足"	"精"	"合"	"三"	"虞"	"去"	"精"	"遇"	"d"	"uk"	1	
"駐"	"知"	"合"	"三"	"虞"	"去"	"知"	"遇"	"c"	"i"	6	"上江zi6"
"逗"	"澄"	"合"	"三"	"虞"	"去"	"知"	"遇"	"dd"	"au"	3	
"逗"	"澄"	"合"	"三"	"虞"	"去"	"知"	"遇"	"d"	"au"	6	
"逗"	"澄"	"合"	"三"	"虞"	"去"	"知"	"遇"	"dd"	"au"	1	
"住"	"澄"	"合"	"三"	"虞"	"去"	"知"	"遇"	"c"	"i"	6	"上江zi6"
"註"	"章"	"合"	"三"	"虞"	"去"	"章"	"遇"	"z"	"i"	3	
"蛀"	"章"	"合"	"三"	"虞"	"去"	"章"	"遇"	"z"	"i"	3	
"鑄"	"章"	"合"	"三"	"虞"	"去"	"章"	"遇"	"z"	"i"	3	
"注"	"章"	"合"	"三"	"虞"	"去"	"章"	"遇"	"z"	"i"	3	
"孺"	"日"	"合"	"三"	"虞"	"去"	"日"	"遇"	"j"	"i"	4	
"遇"	"疑"	"合"	"三"	"虞"	"去"	"見"	"遇"	"ng"	"eoi"	6	"上江ngui6"
"寓"	"疑"	"合"	"三"	"虞"	"去"	"見"	"遇"	"ng"	"eoi"	6	"上江ngui6"
"嫗"	"影"	"合"	"三"	"虞"	"去"	"影"	"遇"		"aau"	3	
"喻"	"以"	"合"	"三"	"虞"	"去"	"以"	"遇"	"j"	"i"	6	
"諭"	"以"	"合"	"三"	"虞"	"去"	"以"	"遇"	"j"	"i"	6	
"籲"	"以"	"合"	"三"	"虞"	"去"	"以"	"遇"	"j"	"i"	6	
"裕"	"以"	"合"	"三"	"虞"	"去"	"以"	"遇"	"j"	"i"	6	
"付"	"幫"	"合"	"三"	"虞"	"去"	"幫"	"遇"	"f"	"u"	6	
"搏"	"幫"	"合"	"三"	"虞"	"去"	"幫"	"遇"	"bb"	"ok"	3	
"傅"	"幫"	"合"	"三"	"虞"	"去"	"幫"	"遇"	"f"	"u"	6	
"賦"	"幫"	"合"	"三"	"虞"	"去"	"幫"	"遇"	"f"	"u"	3	
"附"	"並"	"合"	"三"	"虞"	"去"	"幫"	"遇"	"f"	"u"	6	
"駙"	"並"	"合"	"三"	"虞"	"去"	"幫"	"遇"	"f"	"u"	6	
"務"	"明"	"合"	"三"	"虞"	"去"	"幫"	"遇"	"m"	"ou"	6	
"霧"	"明"	"合"	"三"	"虞"	"去"	"幫"	"遇"	"m"	"ou"	6	
"婺"	"明"	"合"	"三"	"虞"	"去"	"幫"	"遇"	"m"	"ou"	6	
"仆"	"滂"	"合"	"三"	"虞"	"去"	"幫"	"遇"	"b"	"uk"	6	"上江bbuk6"
"赴"	"滂"	"合"	"三"	"虞"	"去"	"幫"	"遇"	"f"	"u"	6	
"具"	"群"	"合"	"三"	"虞"	"去"	"見"	"遇"	"k"	"eoi"	6	"上江gui6"
"懼"	"群"	"合"	"三"	"虞"	"去"	"見"	"遇"	"k"	"eoi"	6	"上江gui6"
"帶"	"端"	"開"	"一"	"泰"	"去"	"端"	"蟹"	"dd"	"aai"	3	
"汰"	"透"	"開"	"一"	"泰"	"去"	"端"	"蟹"	"t"	"aai"	3	
"太"	"透"	"開"	"一"	"泰"	"去"	"端"	"蟹"	"t"	"aai"	3	
"泰"	"透"	"開"	"一"	"泰"	"去"	"端"	"蟹"	"t"	"aai"	3	
"大"	"定"	"開"	"一"	"泰"	"去"	"端"	"蟹"	"d"	"aai"	6	"上江ddaai6"
"兌"	"定"	"合"	"一"	"泰"	"去"	"端"	"蟹"	"d"	"ui"	6	"上江ddui6"
"奈"	"泥"	"開"	"一"	"泰"	"去"	"端"	"蟹"	"n"	"oi"	6	
"籟"	"來"	"開"	"一"	"泰"	"去"	"來"	"蟹"	"l"	"aai"	6	
"賴"	"來"	"開"	"一"	"泰"	"去"	"來"	"蟹"	"l"	"aai"	6	
"癩"	"來"	"開"	"一"	"泰"	"去"	"來"	"蟹"	"l"	"aai"	3	
"最"	"精"	"合"	"一"	"泰"	"去"	"精"	"蟹"	"d"	"ui"	3	
"蔡"	"清"	"開"	"一"	"泰"	"去"	"精"	"蟹"	"t"	"oi"	3	
"蓋"	"見"	"開"	"一"	"泰"	"去"	"見"	"蟹"	"g"	"oi"	3	
"膾"	"見"	"合"	"一"	"泰"	"去"	"見"	"蟹"	"k"	"ui"	3	
"檜"	"見"	"合"	"一"	"泰"	"去"	"見"	"蟹"	"k"	"ui"	3	
"丐"	"見"	"開"	"一"	"泰"	"去"	"見"	"蟹"	"k"	"oi"	3	
"磕"	"溪"	"開"	"一"	"泰"	"去"	"見"	"蟹"	"h"	"aap"	3	
"轄"	"溪"	"開"	"一"	"泰"	"去"	"見"	"蟹"	"h"	"at"	6	
"外"	"疑"	"合"	"一"	"泰"	"去"	"見"	"蟹"	"w"	"ai"	6	"下江白讀：~公"
"外"	"疑"	"合"	"一"	"泰"	"去"	"見"	"蟹"	"ngw"	"ai"	6	"文讀：~面；上江ngai6"
"艾"	"疑"	"開"	"一"	"泰"	"去"	"見"	"蟹"	"ng"	"oi"	6	
"渙"	"曉"	"合"	"一"	"泰"	"去"	"影"	"蟹"	"w"	"un"	6	
"會"	"匣"	"合"	"一"	"泰"	"去"	"影"	"蟹"	"w"	"ai"	6	"~不~"
"會"	"匣"	"合"	"一"	"泰"	"去"	"影"	"蟹"	"w"	"ui"	6	"~合"
"繪"	"匣"	"合"	"一"	"泰"	"去"	"影"	"蟹"	"k"	"ui"	3	
"害"	"匣"	"開"	"一"	"泰"	"去"	"影"	"蟹"	"h"	"oi"	6	
"藹"	"影"	"開"	"一"	"泰"	"去"	"影"	"蟹"		"oi"	2	
"貝"	"幫"	"開"	"一"	"泰"	"去"	"幫"	"蟹"	"bb"	"ui"	3	
"沛"	"幫"	"開"	"一"	"泰"	"去"	"幫"	"蟹"	"p"	"ui"	3	
"狽"	"幫"	"開"	"一"	"泰"	"去"	"幫"	"蟹"	"bb"	"ui"	3	
"沫"	"明"	"開"	"一"	"泰"	"去"	"幫"	"蟹"	"m"	"ut"	6	
"喙"	"曉"	"合"	"三"	"廢"	"去"	"影"	"蟹"	"f"	"ui"	2	
"穢"	"影"	"合"	"三"	"廢"	"去"	"影"	"蟹"	"w"	"ai"	3	
"廢"	"幫"	"合"	"三"	"廢"	"去"	"幫"	"蟹"	"f"	"ei"	3	
"吠"	"並"	"合"	"三"	"廢"	"去"	"幫"	"蟹"	"f"	"ei"	6	
"肺"	"滂"	"合"	"三"	"廢"	"去"	"幫"	"蟹"	"f"	"ei"	3	
"寨"	"崇"	"開"	"二"	"夬"	"去"	"莊"	"蟹"	"s"	"aai"	6	"上江caai4"
"快"	"溪"	"合"	"二"	"夬"	"去"	"見"	"蟹"	"f"	"aai"	3	
"話"	"匣"	"合"	"二"	"夬"	"去"	"影"	"蟹"	"w"	"aa"	6	
"喝"	"影"	"開"	"二"	"夬"	"去"	"影"	"蟹"	"h"	"ot"	3	
"喝"	"影"	"開"	"二"	"夬"	"去"	"影"	"蟹"	"h"	"aap"	3	
"敗"	"並"	"開"	"二"	"夬"	"去"	"幫"	"蟹"	"b"	"aai"	6	"上江bbaai6"
"邁"	"明"	"開"	"二"	"夬"	"去"	"幫"	"蟹"	"m"	"aai"	6	
"叉"	"初"	"開"	"二"	"佳"	"平"	"莊"	"蟹"	"c"	"aa"	1	
"查"	"崇"	"開"	"二"	"佳"	"平"	"莊"	"蟹"	"c"	"aa"	4	
"柴"	"崇"	"開"	"二"	"佳"	"平"	"莊"	"蟹"	"s"	"aai"	4	"上江caai4"
"蝸"	"見"	"合"	"二"	"佳"	"平"	"見"	"蟹"	"w"	"o"	1	
"佳"	"見"	"開"	"二"	"佳"	"平"	"見"	"蟹"	"g"	"aai"	1	
"街"	"見"	"開"	"二"	"佳"	"平"	"見"	"蟹"	"g"	"aai"	1	
"媧"	"見"	"合"	"二"	"佳"	"平"	"見"	"蟹"	"w"	"o"	1	
"鞋"	"匣"	"開"	"二"	"佳"	"平"	"影"	"蟹"	"h"	"aai"	4	
"蛙"	"影"	"合"	"二"	"佳"	"平"	"影"	"蟹"	"w"	"aa"	1	
"哇"	"影"	"開"	"二"	"佳"	"平"	"影"	"蟹"	"w"	"aa"	1	
"娃"	"影"	"開"	"二"	"佳"	"平"	"影"	"蟹"	"w"	"aa"	1	
"牌"	"並"	"開"	"二"	"佳"	"平"	"幫"	"蟹"	"b"	"aai"	4	"上江bbaai4"
"枴"	"見"	"合"	"二"	"佳"	"上"	"見"	"蟹"	"kw"	"aai"	2	
"夥"	"匣"	"合"	"二"	"佳"	"上"	"影"	"蟹"	"f"	"o"	3	
"解"	"匣"	"開"	"二"	"佳"	"上"	"影"	"蟹"	"g"	"aai"	3	"~送"
"解"	"匣"	"開"	"二"	"佳"	"上"	"影"	"蟹"	"h"	"aai"	6	"姓氏"
"解"	"匣"	"開"	"二"	"佳"	"上"	"影"	"蟹"	"g"	"aai"	2	"~釋"
"蟹"	"匣"	"開"	"二"	"佳"	"上"	"影"	"蟹"	"h"	"aai"	5	
"矮"	"影"	"開"	"二"	"佳"	"上"	"影"	"蟹"		"aai"	2	
"擺"	"幫"	"開"	"二"	"佳"	"上"	"幫"	"蟹"	"bb"	"aai"	2	
"買"	"明"	"開"	"二"	"佳"	"上"	"幫"	"蟹"	"m"	"aai"	6	
"拐"	"群"	"開"	"二"	"佳"	"上"	"見"	"蟹"	"kw"	"aai"	2	
"債"	"莊"	"開"	"二"	"佳"	"去"	"莊"	"蟹"	"z"	"aai"	3	
"掛"	"見"	"合"	"二"	"佳"	"去"	"見"	"蟹"	"gw"	"aa"	3	
"懈"	"見"	"開"	"二"	"佳"	"去"	"見"	"蟹"	"h"	"aai"	6	
"卦"	"見"	"合"	"二"	"佳"	"去"	"見"	"蟹"	"gw"	"aa"	3	
"邂"	"匣"	"開"	"二"	"佳"	"去"	"影"	"蟹"	"h"	"aai"	6	
"畫"	"匣"	"合"	"二"	"佳"	"去"	"影"	"蟹"	"w"	"aak"	6	"動詞"
"畫"	"匣"	"合"	"二"	"佳"	"去"	"影"	"蟹"	"w"	"aa"	6	"名詞"
"賣"	"明"	"開"	"二"	"佳"	"去"	"幫"	"蟹"	"m"	"aai"	6	
"派"	"滂"	"開"	"二"	"佳"	"去"	"幫"	"蟹"	"p"	"aai"	1	"武術派別：北~"
"派"	"滂"	"開"	"二"	"佳"	"去"	"幫"	"蟹"	"p"	"aai"	2	
"齋"	"莊"	"開"	"二"	"皆"	"平"	"莊"	"蟹"	"z"	"aai"	1	
"階"	"見"	"開"	"二"	"皆"	"平"	"見"	"蟹"	"g"	"aai"	1	
"楷"	"見"	"開"	"二"	"皆"	"平"	"見"	"蟹"	"g"	"aai"	1	
"偕"	"見"	"開"	"二"	"皆"	"平"	"見"	"蟹"	"h"	"aai"	1	
"皆"	"見"	"開"	"二"	"皆"	"平"	"見"	"蟹"	"g"	"aai"	1	
"乖"	"見"	"合"	"二"	"皆"	"平"	"見"	"蟹"	"gw"	"aai"	1	
"匯"	"溪"	"合"	"二"	"皆"	"平"	"見"	"蟹"	"w"	"ui"	6	
"骸"	"匣"	"開"	"二"	"皆"	"平"	"影"	"蟹"	"h"	"oi"	4	
"淮"	"匣"	"合"	"二"	"皆"	"平"	"影"	"蟹"	"w"	"aai"	4	
"槐"	"匣"	"合"	"二"	"皆"	"平"	"影"	"蟹"	"kw"	"ai"	4	
"槐"	"匣"	"合"	"二"	"皆"	"平"	"影"	"蟹"	"w"	"aai"	4	
"懷"	"匣"	"合"	"二"	"皆"	"平"	"影"	"蟹"	"w"	"aai"	4	
"諧"	"匣"	"開"	"二"	"皆"	"平"	"影"	"蟹"	"ng"	"ai"	6	
"排"	"並"	"開"	"二"	"皆"	"平"	"幫"	"蟹"	"p"	"aai"	2	
"排"	"並"	"開"	"二"	"皆"	"平"	"幫"	"蟹"	"b"	"aai"	4	
"霾"	"明"	"開"	"二"	"皆"	"平"	"幫"	"蟹"	"m"	"aai"	4	
"埋"	"明"	"開"	"二"	"皆"	"平"	"幫"	"蟹"	"m"	"aai"	4	
"駭"	"匣"	"開"	"二"	"皆"	"上"	"影"	"蟹"	"h"	"oi"	5	
"挨"	"影"	"開"	"二"	"皆"	"上"	"影"	"蟹"		"aai"	1	
"殺"	"生"	"開"	"二"	"皆"	"去"	"莊"	"蟹"	"s"	"aat"	3	
"介"	"見"	"開"	"二"	"皆"	"去"	"見"	"蟹"	"g"	"aai"	3	
"誡"	"見"	"開"	"二"	"皆"	"去"	"見"	"蟹"	"g"	"aai"	3	
"壞"	"見"	"合"	"二"	"皆"	"去"	"見"	"蟹"	"w"	"aai"	6	
"怪"	"見"	"合"	"二"	"皆"	"去"	"見"	"蟹"	"gw"	"aai"	3	
"屆"	"見"	"開"	"二"	"皆"	"去"	"見"	"蟹"	"g"	"aai"	3	
"芥"	"見"	"開"	"二"	"皆"	"去"	"見"	"蟹"	"g"	"aai"	3	
"尬"	"見"	"開"	"二"	"皆"	"去"	"見"	"蟹"	"g"	"aai"	3	
"界"	"見"	"開"	"二"	"皆"	"去"	"見"	"蟹"	"g"	"aai"	3	
"戒"	"見"	"開"	"二"	"皆"	"去"	"見"	"蟹"	"gw"	"aai"	6	
"戒"	"見"	"開"	"二"	"皆"	"去"	"見"	"蟹"	"g"	"aai"	3	
"劾"	"溪"	"開"	"二"	"皆"	"去"	"見"	"蟹"	"h"	"at"	6	
"械"	"匣"	"開"	"二"	"皆"	"去"	"影"	"蟹"	"h"	"aai"	6	
"拜"	"幫"	"開"	"二"	"皆"	"去"	"幫"	"蟹"	"bb"	"aai"	3	
"扒"	"幫"	"開"	"二"	"皆"	"去"	"幫"	"蟹"	"kw"	"aa"	4	
"扒"	"幫"	"開"	"二"	"皆"	"去"	"幫"	"蟹"	"b"	"aa"	4	"上江paa4"
"憊"	"並"	"開"	"二"	"皆"	"去"	"幫"	"蟹"	"p"	"aai"	3	
"湃"	"滂"	"開"	"二"	"皆"	"去"	"幫"	"蟹"	"bb"	"aai"	3	
"厲"	"來"	"開"	"三"	"祭A"	"去"	"來"	"蟹"	"l"	"ai"	6	
"厲"	"來"	"開"	"三"	"祭A"	"去"	"來"	"蟹"	"l"	"ei"	6	
"例"	"來"	"開"	"三"	"祭A"	"去"	"來"	"蟹"	"l"	"ai"	6	
"蠣"	"來"	"開"	"三"	"祭A"	"去"	"來"	"蟹"	"l"	"ai"	6	
"勵"	"來"	"開"	"三"	"祭A"	"去"	"來"	"蟹"	"l"	"ai"	6	
"際"	"精"	"開"	"三"	"祭A"	"去"	"精"	"蟹"	"d"	"ai"	3	
"祭"	"精"	"開"	"三"	"祭A"	"去"	"精"	"蟹"	"d"	"ai"	3	
"脆"	"清"	"合"	"三"	"祭A"	"去"	"精"	"蟹"	"t"	"ui"	3	
"歲"	"心"	"合"	"三"	"祭A"	"去"	"精"	"蟹"	"t"	"ui"	6	"上江dui6"
"制"	"章"	"開"	"三"	"祭A"	"去"	"章"	"蟹"	"z"	"ai"	3	
"贅"	"章"	"合"	"三"	"祭A"	"去"	"章"	"蟹"	"z"	"ui"	3	"入~"
"贅"	"章"	"合"	"三"	"祭A"	"去"	"章"	"蟹"	"c"	"ui"	6	"累~；上江zui6"
"製"	"章"	"開"	"三"	"祭A"	"去"	"章"	"蟹"	"z"	"ai"	3	
"掣"	"昌"	"開"	"三"	"祭A"	"去"	"章"	"蟹"	"z"	"ai"	3	
"逝"	"常"	"開"	"三"	"祭A"	"去"	"章"	"蟹"	"s"	"ai"	6	
"噬"	"常"	"開"	"三"	"祭A"	"去"	"章"	"蟹"	"s"	"ai"	6	
"誓"	"常"	"開"	"三"	"祭A"	"去"	"章"	"蟹"	"s"	"ai"	6	
"說"	"書"	"合"	"三"	"祭A"	"去"	"章"	"蟹"	"s"	"ui"	3	"遊~"
"說"	"書"	"合"	"三"	"祭A"	"去"	"章"	"蟹"	"s"	"ut"	3	"下江異讀：~話"
"說"	"書"	"合"	"三"	"祭A"	"去"	"章"	"蟹"	"s"	"it"	3	"~話"
"世"	"書"	"開"	"三"	"祭A"	"去"	"章"	"蟹"	"s"	"ai"	3	
"蛻"	"書"	"合"	"三"	"祭A"	"去"	"章"	"蟹"	"t"	"ui"	3	
"稅"	"書"	"合"	"三"	"祭A"	"去"	"章"	"蟹"	"s"	"ui"	3	
