漢字	注釋	清流城關	清流林畬	清流長校(長校村)	清流長校(江坊村)	寧化石壁
犬		kʰuiŋ³¹	─	kʰuãi²⁴	kʰuãi²⁴	kʰien³¹³
縣		viŋ⁴³/vĩ⁴³	iẽ⁵⁵	vãi⁵⁵	vãi⁴⁴	vien⁴⁵
決		kue³¹	keʔ²	kueʔ⁵⁴	kueʔ⁵³	kieʔ⁵⁴
訣		kue³¹	keʔ²	kueʔ⁵⁴	kueʔ⁵³	kieʔ⁵⁴
缺		kʰue³¹	kʰeʔ²	kʰueʔ⁵⁴	kʰueʔ⁵³	kʰieʔ⁵⁴
血		fe³¹	feʔ²	feʔ⁵⁴	feʔ⁵³	fieʔ⁵⁴
穴		feʔ⁵⁴	feʔ²	ʃieʔ⁵⁴	ʃieʔ⁵³	fie⁴⁵
吞		tʰɛ̃³³	tʰiŋ³³	─	─	tʰeŋ³⁵³
跟		kɛ̃³³	kɛ̃³³	─	kəŋ²²	keŋ³⁵³
根		kɛ̃³³	kɛ̃³³	kuãi³³	kəŋ²²	keŋ³⁵³
痕		hɛ̃¹³	hɛ̃²¹	həŋ²¹	həŋ²¹	heŋ¹¹³
恩		ɛ̃³³	ɛ̃³³	əŋ³³	əŋ²²	ŋeŋ³⁵³；eŋ³⁵³
懇		kʰɛ̃³¹	kʰɛ̃³¹	kʰəŋ²⁴	kʰəŋ²⁴	kʰeŋ³¹³
墾		kʰɛ̃³¹	kʰɛ̃³¹	kʰəŋ²⁴	kʰəŋ²⁴	kʰeŋ³¹³
齦		─	ŋɛ̃²¹	─	─	─
很		─	─	─	həŋ²⁴	heŋ³¹³
恨		hɛ̃⁴³	hɛ̃⁵⁵	həŋ⁵⁵	həŋ⁴⁴	heŋ⁴⁵
彬		pɤŋ³³	piŋ³³	piŋ³³	piŋ²²	piŋ³⁵³
賓		pɤŋ³³	piŋ³³	piŋ³³	piŋ²²	piŋ³⁵³
檳		pɤŋ³³	piŋ³³	piŋ³³	piŋ²²	piŋ³⁵³
貧		pʰɤŋ¹³	pʰiŋ²¹	pʰiŋ²¹	pʰiŋ²¹	pʰiŋ¹¹³
頻		─	pʰiŋ²¹	pʰiŋ²¹	pʰiŋ²¹	pʰiŋ¹¹³
閩		mɤŋ¹³	miŋ²¹	biŋ²¹	biŋ²¹	miŋ¹¹³
民		mɤŋ¹³	miŋ²¹	biŋ²¹	biŋ²¹	miŋ¹¹³
鄰		lɤŋ¹³	liŋ²¹	─	liŋ²¹	liŋ¹¹³
鱗		lɤŋ¹³	liŋ²¹	─	─	liŋ¹¹³
燐		─	─	─	─	liŋ¹¹³
津		tsɤŋ³³	tsiŋ³³	tsiŋ³³	tsiŋ²²	tsiŋ³⁵³
親		tsʰɤŋ³³	tsʰiŋ³³	tsʰiŋ³³	tsʰiŋ²²	tsʰiŋ³⁵³
秦		tʃʰɤŋ¹³	tsʰiŋ²¹	tʃʰiŋ²¹	tʃʰiŋ²¹	kʰiŋ¹¹³
辛		sɤŋ³³	siŋ³³	─	─	siŋ³⁵³
新		sɤŋ³³	siŋ³³	siŋ³³	siŋ²²	siŋ³⁵³
薪		sɤŋ³³	siŋ³³	─	─	siŋ³⁵³
珍		tʃɤŋ³³	tsiŋ³³	tʃiŋ³³	tʃiŋ²²	tseŋ³⁵³
陳		tʃʰɤŋ¹³	tsʰiŋ²¹	tʃʰiŋ²¹	tʃʰiŋ²¹	tsʰeŋ¹¹³
塵		tʃʰɤŋ¹³	tsʰiŋ²¹	tʃʰiŋ²¹	tʃʰiŋ²¹	tsʰeŋ¹¹³
榛		─	─	─	─	tseŋ³⁵³
真		tʃɤŋ³³	tsiŋ³³	tʃiŋ³³	tʃiŋ²²	tseŋ³⁵³
神		ʃɤŋ¹³	siŋ²¹	ʃiŋ²¹	ʃiŋ²¹	seŋ¹¹³
身		ʃɤŋ³³	siŋ³³	ʃiŋ³³	ʃiŋ²²	seŋ³⁵³
申		ʃɤŋ³³	siŋ³³	ʃiŋ³³	ʃiŋ²²	seŋ³⁵³
伸		tʃʰɤŋ³³；ʃɤŋ³³	─	kʰuãi³³；ʃiŋ³³；tʃʰəŋ³³	kʰuãi²²；ʃiŋ²²	tsʰeŋ³⁵³；seŋ³⁵³
娠		─	─	─	─	seŋ³⁵³
辰		tʃʰɤŋ¹³	siŋ²¹	tʃʰiŋ²¹	tʃʰiŋ²¹	seŋ¹¹³
晨		ʃɤŋ¹³	─	─	ʃiŋ²¹	seŋ¹¹³
臣		tʃʰɤŋ¹³	tsʰiŋ²¹	tʃʰiŋ²¹	tʃʰiŋ²¹	tsʰeŋ¹¹³
人		ŋɤŋ¹³/gɤŋ¹³	ŋiŋ²¹	giŋ²¹	giŋ²¹	ŋiŋ¹¹³；ŋ¹¹³
仁		ŋɤŋ¹³/gɤŋ¹³	iŋ²¹桃仔~；ŋiŋ²¹忠孝~義、~慈	iŋ²¹	iŋ²¹	iŋ¹¹³
巾		kɛ̃³³	kɛ̃³³	─	kiŋ²²	keŋ³⁵³
銀		ŋɛ̃¹³	ŋɛ̃²¹	guiŋ²¹	guiŋ²¹	ŋeŋ¹¹³
因		iɤŋ³³	iŋ³³	iŋ³³	iŋ²²	iŋ³⁵³
姻		iɤŋ³³	iŋ³³	─	iŋ²²	iŋ³⁵³
寅		iŋ³¹	i²¹	i²¹	i²¹	i¹¹³
憫		─	miŋ³¹	─	─	miŋ³¹³
敏		mɤŋ³¹	miŋ³¹	─	biŋ²⁴	miŋ³¹³
盡		tsʰɤŋ⁴³	tsʰiŋ⁵⁵	tsʰiŋ⁵⁵	tsʰiŋ⁴⁴	tsʰiŋ⁴⁵
診		tʃɤŋ³¹	tsiŋ³¹	tʃiŋ²⁴	tʃiŋ²⁴	tseŋ³¹³
疹		tʃɤŋ³¹	─	tʃiŋ²⁴	tʃiŋ²⁴	─
腎		ʃɤŋ⁴³	─	─	ʃiŋ⁴⁴	seŋ⁴⁵
忍		ŋɤŋ³¹/gɤŋ³¹	ŋiŋ³¹	─	giŋ²⁴	ŋiŋ³¹³；ŋ³¹³
緊		kɤŋ³¹	kiŋ³¹	kiŋ²⁴	kiŋ²⁴	kiŋ³¹³
引		iɤŋ³¹	iŋ³¹	iŋ²⁴	iŋ²⁴	iŋ³¹³
殯		pɤŋ³³	piŋ²⁴	piŋ⁴⁵	piŋ⁵⁵	piŋ³⁵³
鬢		─	piŋ²⁴	─	piŋ⁵⁵	piŋ³⁵³
吝		─	─	─	liŋ³³	─
進		tsɤŋ²⁴	tsiŋ²⁴	tsiŋ⁴⁵	tsiŋ⁵⁵	tsiŋ³¹³
晉		tsɤŋ²⁴	─	─	─	tsiŋ³¹³
親		tsʰɤŋ³³	─	─	─	tsʰiŋ³⁵³
信		sɤŋ²⁴	siŋ²⁴	siŋ⁴⁵	siŋ⁵⁵	siŋ³¹³
訊		sɤŋ²⁴	siŋ²⁴	siŋ⁴⁵	siŋ⁵⁵	siŋ³¹³
鎮		tʃɤŋ²⁴	tsiŋ²⁴	─	tʃiŋ⁵⁵	tseŋ³¹³
趁		tʃʰɤŋ²⁴	tsʰiŋ²⁴	─	tʃʰiŋ⁵⁵	─
陣		tʃʰɤŋ⁴³	tsʰiŋ⁵⁵	tʃʰiŋ⁵⁵	tʃʰiŋ⁴⁴	tsʰeŋ⁴⁵
襯		tʃʰɤŋ²⁴/tsʰɤŋ²⁴	─	─	─	tsʰeŋ³¹³
振		─	tsiŋ³¹	tʃiŋ⁴⁵	tʃiŋ⁵⁵	tseŋ³¹³
震		tʃɤŋ³¹	tsiŋ³¹	tʃiŋ²⁴	─	tseŋ³¹³
慎		ʃɤŋ⁴³	siŋ⁵⁵	─	ʃiŋ⁴⁴	seŋ⁴⁵
刃		─	─	─	ləŋ⁴⁴	─
認		ŋɤŋ⁴³/gɤŋ⁴³	ŋiŋ⁵⁵	─	giŋ⁴⁴	ŋiŋ⁴⁵；ŋ⁴⁵
靭		ŋuɤŋ⁴³	─	─	guãi⁴⁴；ləŋ⁴⁴	─
僅		─	─	─	kiŋ²⁴	tsiŋ³¹³
印		iɤŋ²⁴	iŋ²⁴	iŋ⁴⁵	iŋ⁵⁵	iŋ³¹³
筆		pi³¹	piʔ²	piʔ⁵⁴	piʔ⁵³	piʔ⁵⁴
畢		pi³¹	piʔ²	piʔ⁵⁴	piʔ⁵³	piʔ⁵⁴
必		pi³¹	pʰi⁵⁵	─	─	piʔ⁵⁴
匹		pʰi³¹	pʰiʔ²	pʰiʔ⁵⁴	pʰiʔ⁵³	pʰiʔ⁵⁴
弼		─	─	─	─	piʔ⁵⁴
密		miʔ⁵⁴	bi⁵⁵	biʔ³¹	biʔ³¹	miʔ⁵⁴
蜜		miʔ⁵⁴	bi⁵⁵	biʔ³¹	biʔ³¹	miʔ⁵⁴
栗		liʔ⁵⁴	li⁵⁵	tiʔ³¹	tiʔ³¹	li⁴⁵
七		tsʰi³¹	tsʰiʔ²	─	tsʰiʔ⁵³	tsʰiʔ⁵⁴
漆		tsʰi³¹	tsʰiʔ²	─	tsʰiʔ⁵³	tsʰiʔ⁵⁴
疾		tsʰiʔ⁵⁴	tsiʔ²	tsʰiʔ³¹	tsʰiʔ³¹	tsʰi⁴⁵
悉		si³¹	─	─	─	siʔ⁵⁴
膝		tsʰi³¹	tsʰiʔ²	tsʰiʔ⁵⁴	tsʰiʔ⁵³	tsʰiʔ⁵⁴
姪		tʃʰieʔ⁵⁴	tsʰɿ⁵⁵	tʃʰɿʔ³¹	tʃʰɿʔ³¹	tsʰɿ⁴⁵
秩		tʃʰieʔ⁵⁴	tsʰɿ⁵⁵	─	tʃʰɿ⁴⁴	tsʰɿ⁴⁵
蝨		sɤ³¹	seʔ²	─	səʔ⁵³	səʔ⁵⁴
質		tʃie³¹	tsɿʔ²	tʃɿʔ⁵⁴	tʃɿʔ⁵³	tsɿʔ⁵⁴
實		ʃieʔ⁵⁴	sɿ⁵⁵	ʃɿʔ³¹	ʃɿʔ³¹	sɿ⁴⁵
失		ʃie³¹	sɿʔ²	ʃɿʔ⁵⁴	ʃɿʔ⁵³	sɿʔ⁵⁴
室		ʃie³¹	sɿʔ²	ʃɿʔ⁵⁴	ʃɿʔ⁵³	sɿʔ⁵⁴
日		giʔ⁵⁴	gi⁵⁵	giʔ⁵⁴	giʔ⁵³	ŋiʔ⁵⁴
吉		ki³¹	kiʔ²	kiʔ⁵⁴	kiʔ⁵³	kiʔ⁵⁴
乙		ie³¹	ieʔ²	ieʔ⁵⁴	ieʔ⁵³	ieʔ⁵⁴
一		ie³¹	ieʔ²；iʔ²	iʔ⁵⁴	iʔ⁵³	iʔ⁵⁴
逸		─	i⁵⁵	─	i⁵⁵	─
斤		kɛ̃³³	kiŋ³³	kiŋ³³	kiŋ²²	keŋ³⁵³
筋		kɛ̃³³	kɛ̃³³	kuãi³³；kiŋ³³	kuãi²²~骨；kiŋ²²~絡	keŋ³⁵³；kiŋ³⁵³
勤		kʰɤŋ¹³	kʰiẽ²¹	kʰiŋ²¹	kʰiŋ²¹	kʰeŋ¹¹³；kʰiŋ¹¹³
芹		kʰɤŋ¹³	kʰiŋ²¹	kʰiŋ²¹	kʰiŋ²¹	kʰiŋ¹¹³
欣		ʃiŋ³³	siŋ³³	ʃiŋ³³	ʃiŋ²²	hiŋ³⁵³
殷		iɤŋ³³	─	iŋ³³	iŋ²²	─
謹		kɤŋ³¹	kiŋ³¹	─	kiŋ²⁴	kiŋ³¹³
近		kʰɛ̃³³；kʰɤŋ⁴³鄰~	kʰiẽ³¹好~；kʰiŋ⁵⁵接~	kʰuãi³³好~；kʰiŋ⁵⁵接~	kʰuãi²²好~；kʰiŋ⁴⁴接~	kʰeŋ³⁵³好~；kʰiŋ⁴⁵附~
隱		iɤŋ³¹	iŋ³¹	iŋ²⁴	iŋ²⁴	iŋ³¹³
乞		kʰɤ³¹	─	─	tsʰiʔ⁵³	kʰəʔ⁵⁴
奔		─	pɛ̃³³	pəŋ³³	pəŋ²²	peŋ³⁵³
噴		pʰɛ̃²⁴	pʰiŋ²⁴	pʰəŋ⁴⁵	pʰəŋ⁵⁵	pʰeŋ³⁵³
盆		pʰɛ̃¹³	pʰɛ̃²¹	pʰəŋ²¹	pʰəŋ²¹	pʰeŋ¹¹³
門		mɛ̃¹³	miŋ²¹	bəŋ²¹	bəŋ²¹	meŋ¹¹³
敦		─	─	─	tuəŋ²²	teŋ³⁵³
墩		─	─	─	təŋ²²	─
屯		─	tʰiŋ²¹	─	tʰəŋ²¹	tʰeŋ¹¹³；tʰueŋ¹¹³
論	論語	─	─	─	luəŋ²¹	leŋ¹¹³
崙		luɛ̃¹³	luĩ²¹	─	ləŋ²¹	leŋ¹¹³
尊		tsuɛ̃³³	tsuĩ³³~tsiŋ³³	─	tsəŋ²²	tseŋ³⁵³
村		tsʰuɛ̃³³	tsʰuĩ³³~tsʰiŋ³³	tsʰəŋ³³	tsʰəŋ²²	tsʰeŋ³⁵³
存		tsʰuɛ̃¹³	tsʰiŋ²¹	tsʰəŋ²¹	tsʰəŋ²¹	tsʰeŋ¹¹³
孫		suɛ̃³³	siŋ³³	səŋ³³	səŋ²²	seŋ³⁵³
昆		─	kʰuĩ³³	─	─	kʰeŋ³⁵³
崑		─	kʰuĩ³³	─	kʰuəŋ²²	kʰeŋ³⁵³
坤		kʰuɛ̃³³	kʰuĩ³³	─	kʰuəŋ²²	kʰeŋ³⁵³
昏		fɛ̃³³	fiŋ³³	fəŋ³³	fəŋ²²	feŋ³⁵³
婚		fɛ̃³³	fiŋ³³	─	fəŋ²²	feŋ³⁵³
魂		fɛ̃¹³	fiŋ²¹	fəŋ²¹	fəŋ²¹	feŋ¹¹³
餛		─	─	─	fəŋ²¹	─
渾		─	fiŋ²¹	fəŋ²¹	fəŋ²¹	veŋ¹¹³
溫		vɛ̃³³	viŋ³³	vəŋ³³	vəŋ²²	veŋ³⁵³
瘟		vɛ̃³³	viŋ³³	vəŋ³³	vəŋ²²	veŋ³⁵³
本		pɛ̃³¹	piŋ³¹	pəŋ²⁴	pəŋ²⁴	peŋ³¹³
笨		pɛ̃²⁴	piŋ²⁴	pəŋ⁴⁵	pəŋ⁵⁵	peŋ³¹³
囤		─	tʰiŋ²¹	tʰəŋ²¹	tʰuəŋ²¹	─
盾		tuɛ̃³¹	tiŋ³¹	─	─	─
損		suɛ̃³¹	suĩ³¹~siŋ³¹	─	səŋ²⁴	seŋ³¹³
滾		kuɛ̃³¹	kuĩ³¹	─	kuəŋ²⁴	keŋ³¹³
綑		kʰuɛ̃³¹	kʰuĩ³¹	kʰuəŋ²⁴	kʰuəŋ²⁴	kʰeŋ³¹³
混	相混	fɛ̃⁴³	fiŋ²⁴	fəŋ⁴⁵	fəŋ⁵⁵	feŋ⁴⁵
穩		vɛ̃³¹	viŋ³¹	vəŋ²⁴	vəŋ²⁴	veŋ³¹³
噴		pʰɛ̃²⁴	─	─	─	─
悶		mɤŋ²⁴	─	bəŋ⁵⁵	bəŋ⁴⁴	meŋ⁴⁵
頓		─	tiŋ²⁴	təŋ⁴⁵	təŋ⁵⁵	teŋ³¹³
褪		─	tʰuẽ²⁴~衣裳	─	─	─
鈍		─	tiŋ²⁴	təŋ⁴⁵	təŋ⁵⁵	tʰeŋ⁴⁵
嫩		lɛ̃⁴³	liŋ⁵⁵	ləŋ⁵⁵	ləŋ⁴⁴	leŋ⁴⁵
論	議論	luɛ̃⁴³	luĩ⁵⁵~liŋ⁵⁵	ləŋ⁵⁵	ləŋ⁴⁴	leŋ⁴⁵
寸		tsʰuɛ̃²⁴	tsʰiŋ²⁴	─	tsʰəŋ⁵⁵	tsʰeŋ³¹³
棍		kuɛ̃²⁴	kuĩ²⁴	─	─	keŋ³¹³
困		kʰuɛ̃²⁴	kʰuĩ²⁴	kʰuəŋ⁴⁵	kʰuəŋ⁵⁵	kʰun³¹³
不		─	─	pəʔ⁵⁴	pəʔ⁵³	pəʔ⁵⁴
勃		─	─	poʔ⁵⁴	poʔ⁵³	─
沒		mɤʔ⁵⁴/bɤʔ⁵⁴	bɵ⁵⁵/be⁵⁵	boʔ³¹	boʔ³¹	─
突		tʰɤ³¹	tʰuʔ²	tʰuʔ⁵⁴	tʰuʔ⁵³	tʰəʔ⁵⁴
卒		tsɤ³¹	tsiʔ²	tsəʔ⁵⁴	tsəʔ⁵³	tsəʔ⁵⁴
骨		kuɤ³¹	kuiʔ²	kuəʔ⁵⁴	kuəʔ⁵³	kəʔ⁵⁴
窟		kʰuɤ³¹	kʰuiʔ²	─	kʰuəʔ⁵³	─
忽		─	fu⁵⁵	─	fəʔ⁵³	─
核		fɤʔ⁵⁴	heʔ²	fəʔ³¹(果核)；həʔ³¹審~、~對	fəʔ³¹(果核)；həʔ³¹審~、~對	─
倫		luɛ̃¹³	luĩ²¹~liŋ²¹	ləŋ²¹	ləŋ²¹	─
輪		luɛ̃¹³	liŋ²¹	ləŋ²¹	ləŋ²¹	leŋ¹¹³
遵		tsuɛ̃³³	tsiŋ³³	─	─	tseŋ³⁵³
荀		─	siŋ²¹	siŋ²¹	siŋ²¹	siŋ¹¹³
旬		─	siŋ²¹	siŋ²¹	siŋ²¹	siŋ¹¹³
循		─	siŋ²¹	─	─	hiŋ¹¹³
巡		ʃyn¹³	siŋ²¹	siŋ²¹	siŋ²¹	hiŋ¹¹³
椿		tʃʰɤŋ³³	─	─	─	tsʰeŋ³⁵³
春		tʃʰɤŋ³³	tsʰiŋ³³	kʰuiŋ³³	kʰuiŋ²²	tsʰeŋ³⁵³
脣		fɤŋ¹³	siŋ²¹	fiŋ²¹	fiŋ²¹	fiŋ¹¹³嘴~；tsʰeŋ¹¹³
純		fɤŋ¹³	siŋ²¹	fiŋ²¹	fiŋ²¹	tsʰeŋ¹¹³
醇		─	─	fiŋ²¹	fiŋ²¹	─
均		kuɤŋ³³	kiŋ³³	─	kuiŋ²²	kiŋ³⁵³
鈞		kuɤŋ³³	─	─	─	kiŋ³⁵³
勻		vɤŋ¹³	ŋɛ̃²¹	─	viŋ²¹	iŋ¹¹³
筍		sɤŋ³¹	siŋ³¹	siŋ²⁴	siŋ²⁴	siŋ³¹³
榫		sɤŋ³¹	siŋ³¹	siŋ²⁴	siŋ²⁴	siŋ³¹³
準		tʃɤŋ³¹	tsiŋ³¹	kuiŋ²⁴	kuiŋ²⁴	tseŋ³¹³
准		tʃɤŋ³¹	tsiŋ³¹	kuiŋ²⁴	kuiŋ²⁴	tseŋ³¹³
蠢		tʃʰɤŋ³¹	tsʰiŋ³¹	─	kʰuiŋ²⁴	tsʰeŋ³¹³
盾	矛盾	tuɛ̃²⁴	─	─	təŋ⁵⁵	teŋ³¹³
窘		─	─	─	─	kiəŋ³¹³
菌		kʰuɤŋ³¹	kʰiŋ³¹	─	kʰuiŋ²²	kʰiŋ³¹³；kʰiŋ³⁵³
允		vɤŋ³¹	iŋ³¹	─	viŋ²⁴	viŋ³¹³
尹		iɤŋ³¹	─	─	─	─
俊		─	tsiŋ²⁴	─	tsiŋ⁵⁵	tsiŋ⁵³
迅		─	siŋ²⁴	siŋ⁴⁵	siŋ⁵⁵	siŋ³¹³
殉		─	─	─	─	siŋ⁵³
順		fɤŋ⁴³	siŋ⁵⁵	fiŋ⁵⁵	fiŋ⁴⁴	seŋ⁴⁵
舜		fɤŋ⁴³	siŋ²⁴	fiŋ⁵⁵	fiŋ⁴⁴	seŋ⁴⁵
潤		vɤŋ⁴³	ŋiŋ²⁴(受潮)；liŋ⁵⁵溼~	viŋ⁵⁵	viŋ⁴⁴	viŋ⁴⁵
閏		vɤŋ⁴³	luĩ⁵⁵~liŋ⁵⁵	viŋ⁵⁵	viŋ⁴⁴	viŋ⁴⁵
律		li³¹	li⁵⁵	teʔ³¹	teʔ³¹	liʔ⁵⁴
率	速率	─	li⁵⁵	teʔ³¹	teʔ³¹	liʔ⁵⁴
戌		ʃy³¹	seʔ²	─	─	siʔ⁵⁴
恤		si³¹	si⁵⁵	─	─	siʔ⁵⁴
术		─	─	tʃiəuʔ⁵⁴	tʃiəuʔ⁵³	sɿ⁴⁵
率	率領	─	─	─	sua⁵⁵	─
出		tʃʰie³¹	tsʰeʔ²	─	kʰuiʔ⁵³	tsʰɿʔ⁵⁴
術		fiʔ⁵⁴	si⁵⁵	fiʔ³¹	fiʔ³¹	sɿ⁴⁵
述		─	su⁵⁵	─	─	sɿ⁴⁵
橘		ki³¹	─	kiʔ⁵⁴	kiʔ⁵³	─
分		fɛ̃³³	piŋ³³～開來；fiŋ³³平~	pəŋ³³；fəŋ³³	pəŋ²²；fəŋ²²	peŋ³⁵³；feŋ³⁵³
芬		fɛ̃³³	fiŋ³³	fəŋ³³	fəŋ²²	feŋ³⁵³
紛		─	fiŋ³³	─	─	feŋ³⁵³
焚		─	fiŋ²¹	─	─	feŋ¹¹³
墳		fɛ̃¹³	fiŋ²¹	fəŋ²¹	fəŋ²¹	feŋ¹¹³
文		vɛ̃¹³	viŋ²¹	vəŋ²¹	vəŋ²¹	veŋ¹¹³
紋		vɛ̃¹³	viŋ²¹	vəŋ²¹	vəŋ²¹	veŋ¹¹³
蚊		mɛ̃³³	miŋ³³	məŋ³³	bəŋ²²	meŋ³⁵³
聞		vɛ̃¹³	viŋ²¹	vəŋ²¹	vəŋ²¹	veŋ¹¹³
君		kuɤŋ³³	kiŋ³³	kuiŋ³³	kuiŋ²²	kiŋ³⁵³
軍		kuɤŋ³³	kiŋ³³	kuiŋ³³	kuiŋ²²	kiŋ³⁵³
群		kʰuɤŋ¹³	kʰiŋ²¹	kʰuiŋ²¹	kʰuiŋ²¹	kʰiŋ¹¹³
裙		kʰuɤŋ¹³	kʰiŋ²¹	kʰuiŋ²¹	kʰuiŋ²¹	kʰiŋ¹¹³
勳		ʃyn³³	siŋ³³	sãi²²	sãi²²	─
薰		ʃyn³³	siŋ³³	fəŋ²⁴	─	─
葷		fɛ̃³³	fiŋ³³	fəŋ³³	fəŋ²²	feŋ³⁵³
雲		vɤŋ¹³	iŋ²¹	viŋ²¹	viŋ²¹	viŋ¹¹³
粉		fɛ̃³¹	fiŋ³¹	fəŋ²⁴	fəŋ²⁴	feŋ³¹³
憤		─	fiŋ²⁴	─	fəŋ⁴⁴	─
吻		─	─	─	─	veŋ³¹³
糞		pɛ̃²⁴	piŋ²⁴	pəŋ⁴⁵	pəŋ⁵⁵	peŋ³¹³；feŋ³¹³
奮		fɛ̃²⁴	fiŋ²⁴	fəŋ⁴⁵	fəŋ⁵⁵	─
份		fɛ̃⁴³	fiŋ⁵⁵	fəŋ⁵⁵	fəŋ⁴⁴	feŋ⁴⁵
問		mɛ̃⁴³	viŋ²⁴訪~；viŋ⁵⁵過~	bəŋ⁴⁵/məŋ⁴⁵	bəŋ⁵⁵/məŋ⁵⁵	veŋ⁴⁵
郡		kuɤŋ²⁴	kiŋ²⁴	tsiŋ⁴⁵	tsiŋ⁵⁵	─
訓		fɤŋ²⁴	fiŋ²⁴	fiŋ⁴⁵	fiŋ⁵⁵	fiŋ³¹³
熨		vi³¹	iŋ²⁴	viʔ⁵⁴	viʔ⁵³	viʔ⁵⁴
韻		vɤŋ⁴³	iŋ⁵⁵	─	viŋ⁴⁴	viŋ⁴⁵
運		vɤŋ⁴³	iŋ²⁴	viŋ⁵⁵	viŋ⁴⁴	viŋ⁴⁵
暈		iɤŋ³³頭腦~；vɤŋ³³~頭轉向	iŋ³³；fiŋ³³	iŋ³³	iŋ²²	viŋ³⁵³
彿		─	fu⁵⁵	─	─	fəʔ⁵⁴
佛		fɤʔ⁵⁴	fi⁵⁵拜~、彌勒~；fɵ⁵⁵~祖、敗~	fəʔ³¹	fəʔ³¹	fə⁴⁵
物		vɤ³¹	veʔ²人~、動~；u⁵⁵~品	─	vəʔ⁵³	vəʔ⁵⁴
勿		─	u⁵⁵	─	─	─
屈		kʰui³¹~kʰy³¹	kʰiuʔ²	kʰioʔ⁵⁴	kʰioʔ⁵³	kʰiʔ⁵⁴
掘		kʰueʔ⁵⁴	─	─	─	─
倔		─	keʔ²	─	─	─
幫		põ³³	poŋ³³	─	poŋ²²	poŋ³⁵³
旁		pʰõ¹³	pʰoŋ²¹	─	pʰoŋ²¹	pʰoŋ¹¹³
忙		mõ¹³	moŋ²¹	moŋ²¹	moŋ²¹	moŋ¹¹³
芒		mõ¹³	moŋ²¹；mioŋ²¹~草	moŋ²¹	─	moŋ¹¹³
茫		mõ¹³	moŋ²¹	moŋ²¹	moŋ²¹	moŋ¹¹³
當	當時	tõ³³	toŋ³³	toŋ³³	toŋ²²	toŋ³⁵³
湯		tʰõ³³	tʰoŋ³³	tʰoŋ³³	tʰoŋ²²	tʰoŋ³⁵³
堂		tʰõ¹³	tʰoŋ²¹	tʰoŋ²¹	tʰoŋ²¹	tʰoŋ¹¹³
棠		─	tʰoŋ²¹	tʰoŋ²¹	tʰoŋ²¹	tʰoŋ¹¹³
螳		─	tʰoŋ²¹	─	─	tʰoŋ¹¹³
唐		tʰõ¹³	tʰoŋ²¹	tʰoŋ²¹	tʰoŋ²¹	tʰoŋ¹¹³
糖		tʰõ¹³	tʰoŋ²¹	tʰoŋ²¹	tʰoŋ²¹	tʰoŋ¹¹³
塘		tʰõ¹³	tʰoŋ²¹	tʰoŋ²¹	tʰoŋ²¹	tʰoŋ¹¹³
囊		─	naŋ²¹/nã²¹	─	─	loŋ¹¹³
郎		lõ¹³	loŋ²¹	loŋ²¹	loŋ²¹	loŋ¹¹³
廊		lõ¹³	loŋ²¹	loŋ²¹	loŋ²¹	loŋ¹¹³
狼		─	loŋ²¹	loŋ²¹	loŋ²¹	loŋ¹¹³
贓		tsõ³³	─	─	─	─
倉		tsʰõ³³	tsʰoŋ³³	─	tsʰoŋ²²	tsʰoŋ³⁵³
蒼		─	tsʰoŋ³³	─	tsʰoŋ²²	tsʰoŋ³⁵³
藏	隱藏	tsʰõ¹³	tsʰoŋ²¹	─	tsʰoŋ²¹	─
桑		sõ³³	saŋ³³	soŋ³³	soŋ²²	soŋ³⁵³
喪	婚喪	sõ³³	soŋ³³	─	─	soŋ³⁵³
崗		kõ³³	koŋ³³	koŋ³³	koŋ²²	koŋ³⁵³
剛		─	─	koŋ³³	koŋ²²	koŋ³⁵³
綱		kõ³³	koŋ³³	─	─	koŋ³⁵³
鋼		─	─	─	koŋ⁵⁵	koŋ³⁵³
缸		kõ³³	koŋ³³	koŋ³³	koŋ²²	koŋ³⁵³
康		kʰõ³³	kʰoŋ³³	kʰoŋ³³	kʰoŋ²²	kʰoŋ³⁵³
糠		kʰõ³³	kʰoŋ³³	kʰoŋ³³	kʰoŋ²²	kʰoŋ³⁵³
昂		─	ŋaŋ²¹	ŋaŋ²⁴	ŋaŋ²⁴	─
行	銀行	hõ¹³	hoŋ²¹	hoŋ²¹一~、銀~；haŋ²¹(走)	hoŋ²¹一~、銀~；haŋ²¹(走)	hoŋ¹¹³
航		hã¹³	hoŋ²¹	─	─	─
杭		hõ¹³	hoŋ²¹	hoŋ²¹	hoŋ²¹	hoŋ¹¹³
榜		põ³¹	poŋ³¹	poŋ²⁴	poŋ²⁴	poŋ³¹³
莽		─	moŋ³¹	maŋ²⁴	maŋ²⁴	mɑŋ³¹³
蟒		mã¹³	─	─	─	─
黨		tõ³¹	toŋ³¹	toŋ²⁴	toŋ²⁴	toŋ³¹³
擋		tõ³¹	toŋ³¹	─	─	toŋ³¹³
躺		─	─	─	─	tʰoŋ³¹³
蕩		─	toŋ²⁴	tʰaŋ⁵⁵	tʰaŋ⁴⁴	─
朗		─	loŋ³¹晴~；laŋ³¹~讀	loŋ²⁴	loŋ²⁴	loŋ³¹³
嗓		─	─	─	─	soŋ³¹³
慷		─	kʰaŋ³¹	─	kʰoŋ²²	─
