繁體	简体	拼音	/IPa/	[IPA]	注释
紗	纱	sa1	sa˦˥	sᴀ˦˥	
砂	砂	sa1	sa˦˥	sᴀ˦˥	
莎	莎	sa1	sa˦˥	sᴀ˦˥	
娑	娑	sa1	sa˦˥	sᴀ˦˥	~拖
薩	萨	sa1	sa˦˥	sᴀ˦˥	
杉	杉	sa1	sa˦˥	sᴀ˦˥	
山	山	sa1	sa˦˥	sᴀ˦˥	~药
殺	杀	sa2	sa˨˩	sᴀ˨˩	
剎	刹	sa2	sa˨˩	sᴀ˨˩	
煞	煞	sa2	sa˨˩	sᴀ˨˩	
靸	靸	sa2	sa˨˩	sᴀ˨˩	
灑	洒	sa2	sa˨˩	sᴀ˨˩	~饭
灑	洒	sa3	sa˦˧	sᴀ˦˧	
洒	洒	sa3	sa˦˧	sᴀ˦˧	
傻	傻	sa3	sa˦˧	sᴀ˦˧	文读
撒	撒	sa3	sa˦˧	sᴀ˦˧	
薩	萨	sa3	sa˦˧	sᴀ˦˧	~达姆
嗩	唢	sa3	sa˦˧	sᴀ˦˧	
捨	舍	sa4	sa˨˦	sᴀ˨˦	~丢
啥	啥	sa4	sa˨˦	sᴀ˨˦	
咖	咖	ga1	ka˦˥	ɟ̊ᴀ˦˥	~喱
戛	戛	ga2	ka˨˩	ɟ̊ᴀ˨˩	
夾	夹	ga2	ka˨˩	ɟ̊ᴀ˨˩	白读
胳	胳	ga2	ka˨˩	ɟ̊ᴀ˨˩	~肢窝
尬	尬	ga3	ka˦˧	ɟ̊ᴀ˦˧	
朒	朒	ga3	ka˦˧	ɟ̊ᴀ˦˧	
卡	卡	ga3	ka˦˧	ɟ̊ᴀ˦˧	篮球或足球比赛中的防守动作
伽	伽	ga3	ka˦˧	ɟ̊ᴀ˦˧	~玛，希腊字母γ
該	该	ga3	ka˦˧	ɟ̊ᴀ˦˧	“该是好”的合音，向对方询问对自身观点的接受度
界	界	ga4	ka˨˦	ɟ̊ᴀ˨˦	搭~，指谈话内容切中主题
㮟	㮟	ka1	kʰa˦˥	cʰᴀ˦˥	
揩	揩	ka1	kʰa˦˥	cʰᴀ˦˥	~油，占便宜
卡	卡	ka1	kʰa˦˥	cʰᴀ˦˥	~拿，指刁难
嵌	嵌	ka1	kʰa˦˥	cʰᴀ˦˥	~牙齿；~进去
咖	咖	ka1	kʰa˦˥	cʰᴀ˦˥	~啡
喀	喀	ka1	kʰa˦˥	cʰᴀ˦˥	~斯特
跨	跨	ka2	kʰa˨˩	cʰᴀ˨˩	~过去
掐	掐	ka2	kʰa˨˩	cʰᴀ˨˩	白读
卡	卡	ka3	kʰa˦˧	cʰᴀ˦˧	
胩	胩	ka3	kʰa˦˧	cʰᴀ˦˧	
胯	胯	ka4	kʰa˨˦	cʰᴀ˨˦	白读
軋	轧	nga1	ŋa˦˥	ɲᶡᴀ˦˥	白读
壓	压	nga1	ŋa˦˥	ɲᶡᴀ˦˥	用东西~着
砑	砑	nga4	ŋa˨˦	ɲᶡᴀ˨˦	白读
壓	压	nga4	ŋa˨˦	ɲᶡᴀ˨˦	用手~
哈	哈	ha1	xa˦˥	çᴀ˦˥	文读
下	下	ha1	xa˦˥	çᴀ˦˥	一~~，指一会儿
薅	薅	ha1	xa˦˥	çᴀ˦˥	白读
𨉣	𨉣	ha1	xa˦˥	çᴀ˦˥	点头~腰
瘕	瘕	ha1	xa˦˥	çᴀ˦˥	~病，喉病
疨	疨	ha1	xa˦˥	çᴀ˦˥	嗓子~，即喉咙沙哑
還	还	ha2	xa˨˩	çᴀ˨˩	白读2
奤	奤	ha3	xa˦˧	çᴀ˦˧	即“傻”
傻	傻	ha3	xa˦˧	çᴀ˦˧	白读
好	好	ha3	xa˦˧	çᴀ˦˧	疑问语气助词，向对方询问对自身观点的接受度
哈	哈	ha3	xa˦˧	çᴀ˦˧	疑问语气助词，即“好”；姓
下	下	ha4	xa˨˦	çᴀ˨˦	一~，指全部
阿	阿	a1	a˦˥	ɦᴀ˦˥	~姨；~哥~妹
婀	婀	a1	a˦˥	ɦᴀ˦˥	
啊	啊	a1	a˦˥	ɦᴀ˦˥	
鴉	鸦	a1	a˦˥	ɦᴀ˦˥	~片
那	那	a1	a˦˥	ɦᴀ˦˥	白读2
他	他	a1	a˦˥	ɦᴀ˦˥	白读2
她	她	a1	a˦˥	ɦᴀ˦˥	白读2
它	它	a1	a˦˥	ɦᴀ˦˥	白读2
那	那	a4	a˨˦	ɦᴀ˨˦	白读1
吧	吧	bia1	pia˦˥	b̥ɨᴀ˦˥	~吧嗒
癟	瘪	bia3	pia˦˧	b̥ɨᴀ˦˧	白读
		pia1	pʰia˦˥	pʰɨᴀ˦˥	~下去，指凹陷；~兮兮
劈	劈	pia2	pʰia˨˩	pʰɨᴀ˨˩	~脚，指脚骨折
劈	劈	pia3	pʰia˦˧	pʰɨᴀ˦˧	~一字腿，瑜伽动作；~~脚，跛脚
啪	啪	pia3	pʰia˦˧	pʰɨᴀ˦˧	白读
癟	瘪	pia3	pʰia˦˧	pʰɨᴀ˦˧	旧~~；黄~~
提	提	dia1	tia˦˥	d̥ɨᴀ˦˥	白读
嗲	嗲	dia1	tia˦˥	d̥ɨᴀ˦˥	文读
黏	黏	nia1	nia˦˥	nᵈɨᴀ˦˥	白读
黏	粘	nia1	nia˦˥	nᵈɨᴀ˦˥	白读
嗲	嗲	nia1	nia˦˥	nᵈɨᴀ˦˥	白读
嫐	嫐	nia1	nia˦˥	nᵈɨᴀ˦˥	黏人
家	家	nia1	nia˦˥	nᵈɨᴀ˦˥	人~
苶	苶	nia2	nia˨˩	nᵈɨᴀ˨˩	~皮；~落
孽	孽	nia2	nia˨˩	nᵈɨᴀ˨˩	~障儿，指熊孩子
日	日	nia2	nia˨˩	nᵈɨᴀ˨˩	~白
入	入	nia2	nia˨˩	nᵈɨᴀ˨˩	~胀，指让人受不了
苶	苶	nia3	nia˦˧	nᵈɨᴀ˦˧	把衣服~下来
壓	压	nia4	nia˨˦	nᵈɨᴀ˨˦	~路机
家	家	jia1	tɕia˦˥	tɕɨᴀ˦˥	
傢	家	jia1	tɕia˦˥	tɕɨᴀ˦˥	一~伙，指一小会儿
稼	稼	jia1	tɕia˦˥	tɕɨᴀ˦˥	
加	加	jia1	tɕia˦˥	tɕɨᴀ˦˥	
枷	枷	jia1	tɕia˦˥	tɕɨᴀ˦˥	
伽	伽	jia1	tɕia˦˥	tɕɨᴀ˦˥	
迦	迦	jia1	tɕia˦˥	tɕɨᴀ˦˥	
咖	咖	jia1	tɕia˦˥	tɕɨᴀ˦˥	
嘉	嘉	jia1	tɕia˦˥	tɕɨᴀ˦˥	
夾	夹	jia1	tɕia˦˥	tɕɨᴀ˦˥	~克衫
夾	夹	jia2	tɕia˨˩	tɕɨᴀ˨˩	文读
罱	罱	jia2	tɕia˨˩	tɕɨᴀ˨˩	~泥，即“夹疑”，表示怀疑
甲	甲	jia2	tɕia˨˩	tɕɨᴀ˨˩	
澀	涩	jia2	tɕia˨˩	tɕɨᴀ˨˩	~~贵阳话、口音~，表示生涩；~二憨，形容人愚蠢；~核桃，形容人小气
濇	濇	jia2	tɕia˨˩	tɕɨᴀ˨˩	~抠、~核桃，即小气
𠎸	𠎸	jia2	tɕia˨˩	tɕɨᴀ˨˩	形容人差劲或不讲义气
嗇	啬	jia2	tɕia˨˩	tɕɨᴀ˨˩	形容人差劲或不讲义气；~抠，即小气
假	假	jia3	tɕia˦˧	tɕɨᴀ˦˧	
賈	贾	jia3	tɕia˦˧	tɕɨᴀ˦˧	姓
架	架	jia4	tɕia˨˦	tɕɨᴀ˨˦	
駕	驾	jia4	tɕia˨˦	tɕɨᴀ˨˦	
嫁	嫁	jia4	tɕia˨˦	tɕɨᴀ˨˦	
價	价	jia4	tɕia˨˦	tɕɨᴀ˨˦	
恰	恰	qia2	tɕʰia˨˩	tɕʰɨᴀ˨˩	
洽	洽	qia2	tɕʰia˨˩	tɕʰɨᴀ˨˩	
掐	掐	qia2	tɕʰia˨˩	tɕʰɨᴀ˨˩	文读
匣	匣	qia2	tɕʰia˨˩	tɕʰɨᴀ˨˩	
喫	吃	qia2	tɕʰia˨˩	tɕʰɨᴀ˨˩	~䏵；~亏
卡	卡	qia3	tɕʰia˦˧	tɕʰɨᴀ˦˧	大拇指和食指张至最大时可衡量的长度
跒	跒	qia3	tɕʰia˦˧	tɕʰɨᴀ˦˧	
下	下	xia1	ɕia˦˥	ɕɨᴀ˦˥	地~
蝦	虾	xia1	ɕia˦˥	ɕɨᴀ˦˥	
瑕	瑕	xia1	ɕia˦˥	ɕɨᴀ˦˥	
霞	霞	xia2	ɕia˨˩	ɕɨᴀ˨˩	
暇	暇	xia2	ɕia˨˩	ɕɨᴀ˨˩	
瞎	瞎	xia2	ɕia˨˩	ɕɨᴀ˨˩	
辖	辖	xia2	ɕia˨˩	ɕɨᴀ˨˩	
斜	斜	xia2	ɕia˨˩	ɕɨᴀ˨˩	~路，指斜坡
邪	邪	xia2	ɕia˨˩	ɕɨᴀ˨˩	~路，指不规路
黠	黠	xia2	ɕia˨˩	ɕɨᴀ˨˩	
嚇	吓	xia2	ɕia˨˩	ɕɨᴀ˨˩	~唬
下	下	xia4	ɕia˨˦	ɕɨᴀ˨˦	
夏	夏	xia4	ɕia˨˦	ɕɨᴀ˨˦	
廈	厦	xia4	ɕia˨˦	ɕɨᴀ˨˦	~门
鴉	鸦	ia1	ia˦˥	ɦɨᴀ˦˥	
呀	呀	ia1	ia˦˥	ɦɨᴀ˦˥	文读
丫	丫	ia1	ia˦˥	ɦɨᴀ˦˥	
椏	桠	ia1	ia˦˥	ɦɨᴀ˦˥	
鴨	鸭	ia2	ia˨˩	ɦɨᴀ˨˩	
押	押	ia2	ia˨˩	ɦɨᴀ˨˩	
壓	压	ia2	ia˨˩	ɦɨᴀ˨˩	~岁
牙	牙	ia2	ia˨˩	ɦɨᴀ˨˩	
伢	伢	ia2	ia˨˩	ɦɨᴀ˨˩	
蚜	蚜	ia2	ia˨˩	ɦɨᴀ˨˩	
呀	呀	ia2	ia˨˩	ɦɨᴀ˨˩	白读
涯	涯	ia2	ia˨˩	ɦɨᴀ˨˩	
爺	爷	ia2	ia˨˩	ɦɨᴀ˨˩	老~车
啞	哑	ia3	ia˦˧	ɦɨᴀ˦˧	
鴉	鸦	ia3	ia˦˧	ɦɨᴀ˦˧	~片烟；~片花
雅	雅	ia3	ia˦˧	ɦɨᴀ˦˧	
也	也	ia3	ia˦˧	ɦɨᴀ˦˧	归归~，即杜鹃
亞	亚	ia4	ia˨˦	ɦɨᴀ˨˦	
壓	压	ia4	ia˨˦	ɦɨᴀ˨˦	
軋	轧	ia4	ia˨˦	ɦɨᴀ˨˦	文读
砑	砑	ia4	ia˨˦	ɦɨᴀ˨˦	文读
雅	雅	ia4	ia˨˦	ɦɨᴀ˨˦	湘~村
抓	抓	zua1	tsua˦˥	tsuᴀ˦˥	
臜	臜	zua1	tsua˦˥	tsuᴀ˦˥	文读
苴	苴	zua1	tsua˦˥	tsuᴀ˦˥	白读
吒	吒	zua1	tsua˦˥	tsuᴀ˦˥	
啄	啄	zua2	tsua˨˩	tsuᴀ˨˩	
撾	挝	zua2	tsua˨˩	tsuᴀ˨˩	外~，即外加、连带
膼	膼	zua2	tsua˨˩	tsuᴀ˨˩	用脚踢
蚱	蚱	zua2	tsua˨˩	tsuᴀ˨˩	
砸	砸	zua2	tsua˨˩	tsuᴀ˨˩	~药罐；~丢
抓	抓	zua3	tsua˦˧	tsuᴀ˦˧	~起，指手僵硬的状态
唰	唰	cua3	tsʰua˦˧	tsʰuᴀ˦˧	
刷	刷	sua2	sua˨˩	suᴀ˨˩	
耍	耍	sua3	sua˦˧	suᴀ˦˧	
廈	厦	sua3	sua˦˧	suᴀ˦˧	
灑	洒	sua3	sua˦˧	suᴀ˦˧	潇~
挼	挼	zrua2	zua˨˩	zuᴀ˨˩	搓揉
瓜	瓜	gua1	kua˦˥	ɟ̊uᴀ˦˥	
刮	刮	gua2	kua˨˩	ɟ̊uᴀ˨˩	
括	括	gua2	kua˨˩	ɟ̊uᴀ˨˩	
颳	颳	gua2	kua˨˩	ɟ̊uᴀ˨˩	
剮	剐	gua2	kua˨˩	ɟ̊uᴀ˨˩	
剮	剐	gua3	kua˦˧	ɟ̊uᴀ˦˧	扒衣服
寡	寡	gua3	kua˦˧	ɟ̊uᴀ˦˧	
拐	拐	gua3	kua˦˧	ɟ̊uᴀ˦˧	~走
卦	卦	gua4	kua˨˦	ɟ̊uᴀ˨˦	
掛	挂	gua4	kua˨˦	ɟ̊uᴀ˨˦	
褂	褂	gua4	kua˨˦	ɟ̊uᴀ˨˦	
啩	啩	gua4	kua˨˦	ɟ̊uᴀ˨˦	
誇	夸	kua1	kʰua˦˥	cʰuᴀ˦˥	
垮	垮	kua3	kʰua˦˧	cʰuᴀ˦˧	
掛	挂	kua3	kʰua˦˧	cʰuᴀ˦˧	丧眉~脸；衣裳~起；~裤子
侃	侃	kua3	kʰua˦˧	cʰuᴀ˦˧	屄~卵~，形容人胡搅蛮缠
髂	髂	kua4	kʰua˨˦	cʰuᴀ˨˦	
䯊	䯊	kua4	kʰua˨˦	cʰuᴀ˨˦	
跨	跨	kua4	kʰua˨˦	cʰuᴀ˨˦	
胯	胯	kua4	kʰua˨˦	cʰuᴀ˨˦	文读
绔	绔	kua4	kʰua˨˦	cʰuᴀ˨˦	
袴	袴	kua4	kʰua˨˦	cʰuᴀ˨˦	
花	花	hua1	xua˦˥	çuᴀ˦˥	
化	化	hua1	xua˦˥	çuᴀ˦˥	叫~子
華	华	hua2	xua˨˩	çuᴀ˨˩	
劃	划	hua2	xua˨˩	çuᴀ˨˩	~船
搳	搳	hua2	xua˨˩	çuᴀ˨˩	
滑	滑	hua2	xua˨˩	çuᴀ˨˩	
猾	猾	hua2	xua˨˩	çuᴀ˨˩	
嘩	哗	hua3	xua˦˧	çuᴀ˦˧	
華	华	hua4	xua˨˦	çuᴀ˨˦	姓；~山
畫	画	hua4	xua˨˦	çuᴀ˨˦	
劃	划	hua4	xua˨˦	çuᴀ˨˦	笔~；~分；~钱
話	话	hua4	xua˨˦	çuᴀ˨˦	
化	化	hua4	xua˨˦	çuᴀ˨˦	
蛙	蛙	ua1	ua˦˥	ɦuᴀ˦˥	
窪	洼	ua1	ua˦˥	ɦuᴀ˦˥	山~~，即山谷
哇	哇	ua1	ua˦˥	ɦuᴀ˦˥	打~~，指随便说话不负责任；~~叫，拟声词
媧	娲	ua1	ua˦˥	ɦuᴀ˦˥	
挖	挖	ua1	ua˦˥	ɦuᴀ˦˥	
𢰸	𢰸	ua1	ua˦˥	ɦuᴀ˦˥	~亡，指做事过分，毫无底线
腌	腌	ua1	ua˦˥	ɦuᴀ˦˥	文读
娃	娃	ua2	ua˨˩	ɦuᴀ˨˩	
襪	袜	ua2	ua˨˩	ɦuᴀ˨˩	
瓦	瓦	ua3	ua˦˧	ɦuᴀ˦˧	
搲	搲	ua3	ua˦˧	ɦuᴀ˦˧	用瓢~
㧚	㧚	ua3	ua˦˧	ɦuᴀ˦˧	
碗	碗	ua3	ua˦˧	ɦuᴀ˦˧	~儿糕
哇	哇	ua3	ua˦˧	ɦuᴀ˦˧	语气词，表示惊讶；唤牛、马停住的命令
窪	洼	ua4	ua˨˦	ɦuᴀ˨˦	
哇	哇	ua4	ua˨˦	ɦuᴀ˨˦	文读
鴰	鸹	ua4	ua˨˦	ɦuᴀ˨˦	老~，即乌鸦
凹	凹	ua4	ua˨˦	ɦuᴀ˨˦	
波	波	bo1	po˦˥	b̥ɔ˦˥	
玻	玻	bo1	po˦˥	b̥ɔ˦˥	
菠	菠	bo1	po˦˥	b̥ɔ˦˥	
鉢	钵	bo2	po˨˩	b̥ɔ˨˩	
撥	拨	bo2	po˨˩	b̥ɔ˨˩	
鈸	钹	bo2	po˨˩	b̥ɔ˨˩	
脖	脖	bo2	po˨˩	b̥ɔ˨˩	
餑	饽	bo2	po˨˩	b̥ɔ˨˩	文读
博	博	bo2	po˨˩	b̥ɔ˨˩	
膊	膊	bo2	po˨˩	b̥ɔ˨˩	
縛	缚	bo2	po˨˩	b̥ɔ˨˩	
餺	馎	bo2	po˨˩	b̥ɔ˨˩	
薄	薄	bo2	po˨˩	b̥ɔ˨˩	
剝	剥	bo2	po˨˩	b̥ɔ˨˩	
駁	驳	bo2	po˨˩	b̥ɔ˨˩	
雹	雹	bo2	po˨˩	b̥ɔ˨˩	~子
簸	簸	bo3	po˦˧	b̥ɔ˦˧	
跛	跛	bo3	po˦˧	b̥ɔ˦˧	文读
播	播	bo4	po˨˦	b̥ɔ˨˦	
薄	薄	bo4	po˨˦	b̥ɔ˨˦	~荷
撥	拨	bo4	po˨˦	b̥ɔ˨˦	~款
坡	坡	po1	pʰo˦˥	pʰɔ˦˥	
潑	泼	po2	pʰo˨˩	pʰɔ˨˩	
撥	拨	po2	pʰo˨˩	pʰɔ˨˩	挑~
婆	婆	po2	pʰo˨˩	pʰɔ˨˩	
颇	颇	po3	pʰo˦˧	pʰɔ˦˧	
剖	剖	po3	pʰo˦˧	pʰɔ˦˧	
破	破	po4	pʰo˨˦	pʰɔ˨˦	
剖	剖	po4	pʰo˨˦	pʰɔ˨˦	~开；~鱼
磨	磨	mo1	mo˦˥	mᵇɔ˦˥	~时间
摩	摩	mo1	mo˦˥	mᵇɔ˦˥	
摹	摹	mo1	mo˦˥	mᵇɔ˦˥	
摸	摸	mo1	mo˦˥	mᵇɔ˦˥	
模	模	mo1	mo˦˥	mᵇɔ˦˥	~仿；~拟；~糊；楷~；字~；~特
麼	么	mo1	mo˦˥	mᵇɔ˦˥	什~；这~；那~
磨	磨	mo2	mo˨˩	mᵇɔ˨˩	
蘑	蘑	mo2	mo˨˩	mᵇɔ˨˩	
魔	魔	mo2	mo˨˩	mᵇɔ˨˩	
末	末	mo2	mo˨˩	mᵇɔ˨˩	
沫	沫	mo2	mo˨˩	mᵇɔ˨˩	
茉	茉	mo2	mo˨˩	mᵇɔ˨˩	
莫	莫	mo2	mo˨˩	mᵇɔ˨˩	
模	模	mo2	mo˨˩	mᵇɔ˨˩	
膜	膜	mo2	mo˨˩	mᵇɔ˨˩	
寞	寞	mo2	mo˨˩	mᵇɔ˨˩	
牟	牟	mo2	mo˨˩	mᵇɔ˨˩	释迦~尼
無	无	mo2	mo˨˩	mᵇɔ˨˩	南~，佛教用语
麼	么	mo2	mo˨˩	mᵇɔ˨˩	文读
麼	麽	mo2	mo˨˩	mᵇɔ˨˩	
麼	庅	mo2	mo˨˩	mᵇɔ˨˩	
么	么	mo2	mo˨˩	mᵇɔ˨˩	
嚒	嚒	mo2	mo˨˩	mᵇɔ˨˩	文读
抹	抹	mo3	mo˦˧	mᵇɔ˦˧	
磨	磨	mo4	mo˨˦	mᵇɔ˨˦	推~杠
多	多	do1	to˦˥	d̥ɔ˦˥	
哆	哆	do1	to˦˥	d̥ɔ˦˥	
朵	朵	do1	to˦˥	d̥ɔ˦˥	耳~
奪	夺	do2	to˨˩	d̥ɔ˨˩	
鐸	铎	do2	to˨˩	d̥ɔ˨˩	
度	度	do2	to˨˩	d̥ɔ˨˩	揣~
掇	掇	do2	to˨˩	d̥ɔ˨˩	文读
搠	搠	do2	to˨˩	d̥ɔ˨˩	白读
咄	咄	do2	to˨˩	d̥ɔ˨˩	
戳	戳	do2	to˨˩	d̥ɔ˨˩	白读
篤	笃	do2	to˨˩	d̥ɔ˨˩	矮~~，蔑称，指矮子
朵	朵	do3	to˦˧	d̥ɔ˦˧	量词
躲	躲	do3	to˦˧	d̥ɔ˦˧	
舵	舵	do4	to˨˦	d̥ɔ˨˦	
馱	驮	do4	to˨˦	d̥ɔ˨˦	~起，指安放；一~，量词；~子，即底座
惰	惰	do4	to˨˦	d̥ɔ˨˦	
墮	堕	do4	to˨˦	d̥ɔ˨˦	
剁	剁	do4	to˨˦	d̥ɔ˨˦	
跺	跺	do4	to˨˦	d̥ɔ˨˦	
拖	拖	to1	tʰo˦˥	tʰɔ˦˥	
雀	雀	to1	tʰo˦˥	tʰɔ˦˥	~巴，指最后一名
馱	驮	to2	tʰo˨˩	tʰɔ˨˩	
托	托	to2	tʰo˨˩	tʰɔ˨˩	
託	讬	to2	tʰo˨˩	tʰɔ˨˩	
飥	饦	to2	tʰo˨˩	tʰɔ˨˩	
砣	砣	to2	tʰo˨˩	tʰɔ˨˩	
陀	陀	to2	tʰo˨˩	tʰɔ˨˩	
駝	驼	to2	tʰo˨˩	tʰɔ˨˩	
坨	坨	to2	tʰo˨˩	tʰɔ˨˩	
佗	佗	to2	tʰo˨˩	tʰɔ˨˩	
它	它	to2	tʰo˨˩	tʰɔ˨˩	~~，泛指团状物或特指拳头
頭	头	to2	tʰo˨˩	tʰɔ˨˩	对~，指合适、般配
脫	脱	to2	tʰo˨˩	tʰɔ˨˩	
妥	妥	to3	tʰo˦˧	tʰɔ˦˧	
唾	唾	to3	tʰo˦˧	tʰɔ˦˧	
脫	脱	to3	tʰo˦˧	tʰɔ˦˧	~肛
囉	啰	lo1	lo˦˥	l̃ɔ˦˥	
籮	箩	lo1	lo˦˥	l̃ɔ˦˥	一挝~，指一大堆
嘍	喽	lo1	lo˦˥	l̃ɔ˦˥	白读3
咯	咯	lo1	lo˦˥	l̃ɔ˦˥	白读2
了	了	lo1	lo˦˥	l̃ɔ˦˥	白读3
搙	搙	lo1	lo˦˥	l̃ɔ˦˥	
雀	雀	lo1	lo˦˥	l̃ɔ˦˥	~巴，指最后一名
挪	挪	lo1	lo˦˥	l̃ɔ˦˥	~动
羅	罗	lo2	lo˨˩	l̃ɔ˨˩	
鑼	锣	lo2	lo˨˩	l̃ɔ˨˩	
籮	箩	lo2	lo˨˩	l̃ɔ˨˩	
蘿	萝	lo2	lo˨˩	l̃ɔ˨˩	
騾	骡	lo2	lo˨˩	l̃ɔ˨˩	
螺	螺	lo2	lo˨˩	l̃ɔ˨˩	
腡	脶	lo2	lo˨˩	l̃ɔ˨˩	
洛	洛	lo2	lo˨˩	l̃ɔ˨˩	
落	落	lo2	lo˨˩	l̃ɔ˨˩	
駱	骆	lo2	lo˨˩	l̃ɔ˨˩	
酪	酪	lo2	lo˨˩	l̃ɔ˨˩	
絡	络	lo2	lo˨˩	l̃ɔ˨˩	
烙	烙	lo2	lo˨˩	l̃ɔ˨˩	
咯	咯	lo2	lo˨˩	l̃ɔ˨˩	文读
樂	乐	lo2	lo˨˩	l̃ɔ˨˩	快~
諾	诺	lo2	lo˨˩	l̃ɔ˨˩	~言
若	若	lo2	lo˨˩	l̃ɔ˨˩	王~飞
挪	挪	lo2	lo˨˩	l̃ɔ˨˩	
儺	傩	lo2	lo˨˩	l̃ɔ˨˩	
難	难	lo2	lo˨˩	l̃ɔ˨˩	阿~
裸	裸	lo3	lo˦˧	l̃ɔ˦˧	
倮	倮	lo3	lo˦˧	l̃ɔ˦˧	
諾	诺	lo3	lo˦˧	l̃ɔ˦˧	唯唯~~
謱	謱	lo3	lo˦˧	l̃ɔ˦˧	~謰，指说话啰嗦或做事裹搅
嘍	喽	lo3	lo˦˧	l̃ɔ˦˧	白读1
了	了	lo3	lo˦˧	l̃ɔ˦˧	白读2
咯	咯	lo3	lo˦˧	l̃ɔ˦˧	白读1
糯	糯	lo4	lo˨˦	l̃ɔ˨˦	
摞	摞	lo4	lo˨˦	l̃ɔ˨˦	
諾	诺	lo4	lo˨˦	l̃ɔ˨˦	
作	作	zo2	tso˨˩	tsɔ˨˩	
昨	昨	zo2	tso˨˩	tsɔ˨˩	
著	著	zo2	tso˨˩	tsɔ˨˩	归~
著	着	zo2	tso˨˩	tsɔ˨˩	文读
桌	桌	zo2	tso˨˩	tsɔ˨˩	
卓	卓	zo2	tso˨˩	tsɔ˨˩	
茁	茁	zo2	tso˨˩	tsɔ˨˩	
琢	琢	zo2	tso˨˩	tsɔ˨˩	
捉	捉	zo2	tso˨˩	tsɔ˨˩	
鐲	镯	zo2	tso˨˩	tsɔ˨˩	
酌	酌	zo2	tso˨˩	tsɔ˨˩	
撮	撮	zo2	tso˨˩	tsɔ˨˩	白读1
佐	佐	zo2	tso˨˩	tsɔ˨˩	~料
左	左	zo3	tso˦˧	tsɔ˦˧	
佐	佐	zo3	tso˦˧	tsɔ˦˧	
這	这	zo3	tso˦˧	tsɔ˦˧	“这个”合音
坐	坐	zo4	tso˨˦	tsɔ˨˦	
座	座	zo4	tso˨˦	tsɔ˨˦	
佐	佐	zo4	tso˨˦	tsɔ˨˦	扎~
搓	搓	co1	tsʰo˦˥	tsʰɔ˦˥	
蹉	蹉	co1	tsʰo˦˥	tsʰɔ˦˥	
初	初	co1	tsʰo˦˥	tsʰɔ˦˥	~~，指刚开始的时候
撮	撮	co2	tsʰo˨˩	tsʰɔ˨˩	文读
拙	拙	co2	tsʰo˨˩	tsʰɔ˨˩	
輟	辍	co2	tsʰo˨˩	tsʰɔ˨˩	
戳	戳	co2	tsʰo˨˩	tsʰɔ˨˩	文读
綽	绰	co2	tsʰo˨˩	tsʰɔ˨˩	
促	促	co2	tsʰo˨˩	tsʰɔ˨˩	短~；急~
齪	龊	co2	tsʰo˨˩	tsʰɔ˨˩	
濁	浊	co2	tsʰo˨˩	tsʰɔ˨˩	霉~，即倒霉
作	作	co2	tsʰo˨˩	tsʰɔ˨˩	~业
昨	昨	co2	tsʰo˨˩	tsʰɔ˨˩	~天
鑿	凿	co2	tsʰo˨˩	tsʰɔ˨˩	
嗾	嗾	co3	tsʰo˦˧	tsʰɔ˦˧	~狗
挫	挫	co4	tsʰo˨˦	tsʰɔ˨˦	
銼	锉	co4	tsʰo˨˦	tsʰɔ˨˦	
唑	唑	co4	tsʰo˨˦	tsʰɔ˨˦	
錯	错	co4	tsʰo˨˦	tsʰɔ˨˦	
措	措	co4	tsʰo˨˦	tsʰɔ˨˦	
鑿	凿	co4	tsʰo˨˦	tsʰɔ˨˦	~子
莎	莎	so1	so˦˥	sɔ˦˥	喀秋~
娑	娑	so1	so˦˥	sɔ˦˥	
蓑	蓑	so1	so˦˥	sɔ˦˥	
簑	簑	so1	so˦˥	sɔ˦˥	
梭	梭	so1	so˦˥	sɔ˦˥	
唆	唆	so1	so˦˥	sɔ˦˥	
嗦	嗦	so1	so˦˥	sɔ˦˥	
掇	掇	so1	so˦˥	sɔ˦˥	撺~，即教唆
搠	搠	so1	so˦˥	sɔ˦˥	撺~，即教唆
趖	趖	so1	so˦˥	sɔ˦˥	
桫	桫	so1	so˦˥	sɔ˦˥	
說	说	so2	so˨˩	sɔ˨˩	
率	率	so2	so˨˩	sɔ˨˩	
蟀	蟀	so2	so˨˩	sɔ˨˩	
索	索	so2	so˨˩	sɔ˨˩	
朔	朔	so2	so˨˩	sɔ˨˩	
溯	溯	so2	so˨˩	sɔ˨˩	追~；追本~源
搠	搠	so2	so˨˩	sɔ˨˩	文读
𣷥	𣷥	so2	so˨˩	sɔ˨˩	
碩	硕	so2	so˨˩	sɔ˨˩	
勺	勺	so2	so˨˩	sɔ˨˩	
芍	芍	so2	so˨˩	sɔ˨˩	
縮	缩	so2	so˨˩	sɔ˨˩	
鎖	锁	so3	so˦˧	sɔ˦˧	
瑣	琐	so3	so˦˧	sɔ˦˧	
朔	朔	so3	so˦˧	sɔ˦˧	阳~
碩	硕	so3	so˦˧	sɔ˦˧	肥~；丰~
若	若	zro2	zo˨˩	zɔ˨˩	
弱	弱	zro2	zo˨˩	zɔ˨˩	
歌	歌	go1	ko˦˥	ɟ̊ɔ˦˥	
哥	哥	go1	ko˦˥	ɟ̊ɔ˦˥	
鍋	锅	go1	ko˦˥	ɟ̊ɔ˦˥	
戈	戈	go1	ko˦˥	ɟ̊ɔ˦˥	
