"繁體"	"简体"	"音標"	"註釋"	"聲"	"韻"	"調"
"餛"	"馄"	"xwə̞n˨˩"	"餛飩"	"x"	"wə̞n"	"˨˩"
"混"	"混"	"xwə̞n˩˧"	""	"x"	"wə̞n"	"˩˧"
"渾"	"浑"	"xwə̞n˨˩"	""	"x"	"wə̞n"	"˨˩"
"渾"	"浑"	"kʰwə̞n˨˩"	"白讀，表示一整個的意思"	"kʰ"	"wə̞n"	"˨˩"
"溫"	"温"	"wə̞n˦˥"	""	"ø"	"wə̞n"	"˦˥"
"瘟"	"瘟"	"wə̞n˦˥"	""	"ø"	"wə̞n"	"˦˥"
"穩"	"稳"	"wə̞n˦˩"	""	"ø"	"wə̞n"	"˦˩"
"綸"	"纶"	"l̃ə̞n˦˥"	"白讀，表示用手搓"	"l̃"	"ə̞n"	"˦˥"
"綸"	"纶"	"l̃ə̞n˨˩"	""	"l̃"	"ə̞n"	"˨˩"
"倫"	"伦"	"l̃ə̞n˨˩"	""	"l̃"	"ə̞n"	"˨˩"
"淪"	"沦"	"l̃ə̞n˨˩"	""	"l̃"	"ə̞n"	"˨˩"
"輪"	"轮"	"l̃ə̞n˨˩"	"輪胎"	"l̃"	"ə̞n"	"˨˩"
"遵"	"遵"	"t͡sə̞n˦˥"	""	"t͡s"	"ə̞n"	"˦˥"
"俊"	"俊"	"t͡ɕy̑in˩˧"	""	"t͡ɕ"	"y̑in"	"˩˧"
"竣"	"竣"	"t͡ɕy̑in˩˧"	""	"t͡ɕ"	"y̑in"	"˩˧"
"峻"	"峻"	"t͡ɕy̑in˩˧"	""	"t͡ɕ"	"y̑in"	"˩˧"
"皴"	"皴"	"t͡ɕy̑in˦˥"	""	"t͡ɕ"	"y̑in"	"˦˥"
"荀"	"荀"	"ɕy̑in˨˩"	""	"ɕ"	"y̑in"	"˨˩"
"詢"	"询"	"ɕy̑in˩˧"	""	"ɕ"	"y̑in"	"˩˧"
"筍"	"笋"	"sə̞n˦˩"	""	"s"	"ə̞n"	"˦˩"
"迅"	"迅"	"ɕy̑in˩˧"	""	"ɕ"	"y̑in"	"˩˧"
"浚"	"浚"	"t͡ɕy̑in˩˧"	""	"t͡ɕ"	"y̑in"	"˩˧"
"旬"	"旬"	"ɕy̑in˨˩"	""	"ɕ"	"y̑in"	"˨˩"
"循"	"循"	"ɕy̑in˨˩"	""	"ɕ"	"y̑in"	"˨˩"
"巡"	"巡"	"ɕy̑in˨˩"	""	"ɕ"	"y̑in"	"˨˩"
"殉"	"殉"	"ɕy̑in˩˧"	""	"ɕ"	"y̑in"	"˩˧"
"椿"	"椿"	"t͡sʰwə̞n˦˥"	""	"t͡sʰ"	"wə̞n"	"˦˥"
"諄"	"谆"	"t͡sə̞n˦˥"	""	"t͡s"	"ə̞n"	"˦˥"
"肫"	"肫"	"t͡sə̞n˦˥"	""	"t͡s"	"ə̞n"	"˦˥"
"準"	"准"	"t͡swə̞n˦˩"	""	"t͡s"	"wə̞n"	"˦˩"
"准"	"准"	"t͡swə̞n˦˩"	""	"t͡s"	"wə̞n"	"˦˩"
"春"	"春"	"t͡sʰwə̞n˦˥"	""	"t͡sʰ"	"wə̞n"	"˦˥"
"蠢"	"蠢"	"t͡sʰwə̞n˦˩"	""	"t͡sʰ"	"wə̞n"	"˦˩"
"唇"	"唇"	"swə̞n˨˩"	""	"s"	"wə̞n"	"˨˩"
"順"	"顺"	"swə̞n˩˧"	""	"s"	"wə̞n"	"˩˧"
"舜"	"舜"	"swə̞n˩˧"	""	"s"	"wə̞n"	"˩˧"
"瞬"	"瞬"	"soŋ˦˩"	"白讀，如：一～間"	"s"	"oŋ"	"˦˩"
"瞬"	"瞬"	"swə̞n˩˧"	""	"s"	"wə̞n"	"˩˧"
"純"	"纯"	"swə̞n˨˩"	""	"s"	"wə̞n"	"˨˩"
"蒓"	"蒓"	"swə̞n˨˩"	""	"s"	"wə̞n"	"˨˩"
"醇"	"醇"	"swə̞n˨˩"	""	"s"	"wə̞n"	"˨˩"
"醇"	"醇"	"t͡sʰwə̞n˨˩"	"又音"	"t͡sʰ"	"wə̞n"	"˨˩"
"𩀋"	"𩀋"	"zwə̞n˨˩"	""	"z"	"wə̞n"	"˨˩"
"𣯍"	"𣯍"	"zwə̞n˦˩"	""	"z"	"wə̞n"	"˦˩"
"潤"	"润"	"zwə̞n˩˧"	""	"z"	"wə̞n"	"˩˧"
"閏"	"闰"	"zwə̞n˩˧"	""	"z"	"wə̞n"	"˩˧"
"均"	"均"	"t͡ɕy̑in˦˥"	""	"t͡ɕ"	"y̑in"	"˦˥"
"鈞"	"钧"	"t͡ɕy̑in˦˥"	""	"t͡ɕ"	"y̑in"	"˦˥"
"菌"	"菌"	"t͡ɕy̑in˩˧"	""	"t͡ɕ"	"y̑in"	"˩˧"
"窘"	"窘"	"t͡ɕy̑in˦˩"	""	"t͡ɕ"	"y̑in"	"˦˩"
"郡"	"郡"	"t͡ɕy̑in˩˧"	""	"t͡ɕ"	"y̑in"	"˩˧"
"隕"	"陨"	"ɥin˦˩"	""	"j"	"y̑in"	"˦˩"
"勻"	"匀"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"允"	"允"	"ɥin˦˩"	""	"j"	"y̑in"	"˦˩"
"尹"	"尹"	"ɥin˦˩"	""	"j"	"y̑in"	"˦˩"
"分"	"分"	"fə̞n˦˥"	""	"f"	"ə̞n"	"˦˥"
"粉"	"粉"	"fə̞n˦˩"	""	"f"	"ə̞n"	"˦˩"
"糞"	"粪"	"fə̞n˩˧"	""	"f"	"ə̞n"	"˩˧"
"奮"	"奋"	"fə̞n˩˧"	""	"f"	"ə̞n"	"˩˧"
"芬"	"芬"	"fə̞n˦˥"	""	"f"	"ə̞n"	"˦˥"
"紛"	"纷"	"fə̞n˦˥"	""	"f"	"ə̞n"	"˦˥"
"墳"	"坟"	"fə̞n˨˩"	""	"f"	"ə̞n"	"˨˩"
"焚"	"焚"	"fə̞n˨˩"	""	"f"	"ə̞n"	"˨˩"
"憤"	"愤"	"fə̞n˩˧"	""	"f"	"ə̞n"	"˩˧"
"忿"	"忿"	"fə̞n˩˧"	""	"f"	"ə̞n"	"˩˧"
"份"	"份"	"fə̞n˩˧"	""	"f"	"ə̞n"	"˩˧"
"文"	"文"	"wə̞n˨˩"	""	"ø"	"wə̞n"	"˨˩"
"紋"	"纹"	"wə̞n˨˩"	""	"ø"	"wə̞n"	"˨˩"
"蚊"	"蚊"	"wə̞n˨˩"	""	"ø"	"wə̞n"	"˨˩"
"聞"	"闻"	"wə̞n˨˩"	""	"ø"	"wə̞n"	"˨˩"
"吻"	"吻"	"wə̞n˦˩"	""	"ø"	"wə̞n"	"˦˩"
"刎"	"刎"	"wə̞n˦˩"	""	"ø"	"wə̞n"	"˦˩"
"問"	"问"	"wə̞n˩˧"	"問題"	"ø"	"wə̞n"	"˩˧"
"君"	"君"	"t͡ɕy̑in˦˥"	""	"t͡ɕ"	"y̑in"	"˦˥"
"軍"	"军"	"t͡ɕy̑in˦˥"	""	"t͡ɕ"	"y̑in"	"˦˥"
"皸"	"皸"	"t͡sʰə̞n˦˥"	"～裂"	"t͡sʰ"	"ə̞n"	"˦˥"
"群"	"群"	"t͡ɕʰy̑in˨˩"	""	"t͡ɕʰ"	"y̑in"	"˨˩"
"裙"	"裙"	"t͡ɕʰy̑in˨˩"	""	"t͡ɕʰ"	"y̑in"	"˨˩"
"郡"	"郡"	"t͡ɕy̑in˩˧"	""	"t͡ɕ"	"y̑in"	"˩˧"
"熏"	"熏"	"ɕy̑in˦˥"	""	"ɕ"	"y̑in"	"˦˥"
"勛"	"勛"	"ɕy̑in˦˥"	""	"ɕ"	"y̑in"	"˦˥"
"薰"	"薰"	"ɕy̑in˦˥"	""	"ɕ"	"y̑in"	"˦˥"
"葷"	"荤"	"xwə̞n˦˥"	""	"x"	"wə̞n"	"˦˥"
"訓"	"训"	"ɕy̑in˩˧"	""	"ɕ"	"y̑in"	"˩˧"
"殟"	"殟"	"ɥin˦˥"	"品嘗（酒等）"	"j"	"y̑in"	"˦˥"
"熨"	"熨"	"ɥin˩˧"	""	"j"	"y̑in"	"˩˧"
"鄆"	"郓"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"雲"	"云"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"韻"	"韵"	"ɥin˩˧"	""	"j"	"y̑in"	"˩˧"
"慍"	"愠"	"ɥin˩˧"	""	"j"	"y̑in"	"˩˧"
"蘊"	"蕴"	"ɥin˩˧"	""	"j"	"y̑in"	"˩˧"
"運"	"运"	"ɥin˩˧"	""	"j"	"y̑in"	"˩˧"
"暈"	"晕"	"ɥin˩˧"	"暈車"	"j"	"y̑in"	"˩˧"
"䪬"	"䪬"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"昢"	"昢"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"哱"	"哱"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"㛘"	"㛘"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"馞"	"馞"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"不"	"不"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"鵓"	"鹁"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"挬"	"挬"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"艴"	"艴"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"孛"	"孛"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"桲"	"桲"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"㶿"	"㶿"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"誖"	"誖"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"㪍"	"㪍"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"浡"	"浡"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"郣"	"郣"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"悖"	"悖"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"馞"	"馞"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"𡋯"	"𡋯"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"餑"	"饽"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"渤"	"渤"	"poʔ˧"	""	"pʰ"	"oʔ"	"˧"
"勃"	"勃"	"poʔ˧"	""	"pʰ"	"oʔ"	"˧"
"脖"	"脖"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"䄶"	"䄶"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"殁"	"殁"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"𤣻"	"𤣻"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"莈"	"莈"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"沒"	"没"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"咄"	"咄"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"柮"	"柮"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"腯"	"腯"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"揬"	"揬"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"葖"	"葖"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"鶟"	"鶟"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"堗"	"堗"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"鈯"	"鈯"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"凸"	"凸"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"𣔻"	"𣔻"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"鍎"	"鍎"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"宊"	"宊"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"䠈"	"䠈"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"𠫓"	"𠫓"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"突"	"突"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"𥾛"	"𥾛"	"t͡sʰoʔ˧"	""	"t͡sʰ"	"oʔ"	"˧"
"猝"	"猝"	"t͡sʰoʔ˧"	""	"t͡sʰ"	"oʔ"	"˧"
"椊"	"椊"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"䚝"	"䚝"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"𬺋"	"𬺋"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"𪘧"	"𬺋"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"𩩠"	"𩩠"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"崪"	"崪"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"稡"	"稡"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"倅"	"倅"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"縎"	"縎"	"koʔ˧"	""	"k"	"oʔ"	"˧"
"䮩"	"䮩"	"koʔ˧"	""	"k"	"oʔ"	"˧"
"啒"	"啒"	"koʔ˧"	""	"k"	"oʔ"	"˧"
"淈"	"淈"	"koʔ˧"	""	"k"	"oʔ"	"˧"
"愲"	"愲"	"koʔ˧"	""	"k"	"oʔ"	"˧"
"蓇"	"蓇"	"koʔ˧"	""	"k"	"oʔ"	"˧"
"尳"	"尳"	"koʔ˧"	""	"k"	"oʔ"	"˧"
"㾶"	"㾶"	"koʔ˧"	""	"k"	"oʔ"	"˧"
"榾"	"榾"	"koʔ˧"	""	"k"	"oʔ"	"˧"
"䓛"	"䓛"	"koʔ˧"	""	"k"	"oʔ"	"˧"
"㒴"	"㒴"	"koʔ˧"	""	"k"	"oʔ"	"˧"
"骨"	"骨"	"koʔ˧"	""	"k"	"oʔ"	"˧"
"扢"	"扢"	"koʔ˧"	""	"k"	"oʔ"	"˧"
"胐"	"胐"	"kʰoʔ˧"	""	"kʰ"	"oʔ"	"˧"
"㩿"	"㩿"	"kʰoʔ˧"	""	"kʰ"	"oʔ"	"˧"
"㧾"	"㧾"	"kʰoʔ˧"	""	"kʰ"	"oʔ"	"˧"
"矻"	"矻"	"kʰoʔ˧"	""	"kʰ"	"oʔ"	"˧"
"窟"	"窟"	"kʰoʔ˧"	""	"kʰ"	"oʔ"	"˧"
"仡"	"仡"	"kʰæ̠ʔ˧"	"～佬族"	"kʰ"	"æ̠ʔ"	"˧"
"籺"	"籺"	"xæ̠ʔ˧"	""	"x"	"æ̠ʔ"	"˧"
"齕"	"龁"	"xæ̠ʔ˧"	""	"x"	"æ̠ʔ"	"˧"
"紇"	"纥"	"xæ̠ʔ˧"	"回紇"	"x"	"æ̠ʔ"	"˧"
"麧"	"麧"	"xæ̠ʔ˧"	""	"x"	"æ̠ʔ"	"˧"
"𥝖"	"𥝖"	"xæ̠ʔ˧"	""	"x"	"æ̠ʔ"	"˧"
"搰"	"搰"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"鶻"	"鶻"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"抇"	"抇"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"㨡"	"㨡"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"㾁"	"㾁"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"𥇰"	"𥇰"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"匫"	"匫"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"寣"	"寣"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"芴"	"芴"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"䩐"	"䩐"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"曶"	"曶"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"㦌"	"㦌"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"惚"	"惚"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"䬍"	"䬍"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"忽"	"忽"	"xoʔ˧"	""	"x"	"oʔ"	"˧"
"訥"	"讷"	"l̃oʔ˧"	""	"l̃"	"oʔ"	"˧"
"㕯"	"㕯"	"l̃oʔ˧"	""	"l̃"	"oʔ"	"˧"
"抐"	"抐"	"l̃oʔ˧"	""	"l̃"	"oʔ"	"˧"
"硉"	"硉"	"l̃oʔ˧"	""	"l̃"	"oʔ"	"˧"
"㪐"	"㪐"	"l̃oʔ˧"	""	"l̃"	"oʔ"	"˧"
"寽"	"寽"	"l̃oʔ˧"	""	"l̃"	"oʔ"	"˧"
"繂"	"繂"	"l̃oʔ˧"	""	"l̃"	"oʔ"	"˧"
"膟"	"膟"	"l̃oʔ˧"	""	"l̃"	"oʔ"	"˧"
"䔞"	"䔞"	"l̃oʔ˧"	""	"l̃"	"oʔ"	"˧"
"葎"	"葎"	"l̃oʔ˧"	""	"l̃"	"oʔ"	"˧"
"𠷈"	"𠷈"	"l̃oʔ˧"	""	"l̃"	"oʔ"	"˧"
"律"	"律"	"l̃oʔ˧"	""	"l̃"	"oʔ"	"˧"
"𠭴"	"𠭴"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"𦦖"	"𦦖"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"窣"	"窣"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"㲞"	"㲞"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"蟀"	"蟀"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"䢦"	"䢦"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"𧍓"	"𧍓"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"𠞩"	"𠞩"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"𧜠"	"𧜠"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"𠌭"	"𠌭"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"𧗿"	"𧗿"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"咰"	"咰"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"率"	"率"	"l̃oʔ˧"	""	"l̃"	"oʔ"	"˧"
"率"	"率"	"soʔ˧"	"老派文讀，如效率"	"s"	"oʔ"	"˧"
"㤕"	"㤕"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"絀"	"绌"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"窋"	"窋"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"䂐"	"䂐"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"㑁"	"㑁"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"逫"	"逫"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"泏"	"泏"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"茁"	"茁"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"炢"	"炢"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"黜"	"黜"	"t͡sʰoʔ˧"	""	"t͡sʰ"	"oʔ"	"˧"
"怵"	"怵"	"t͡sʰoʔ˧"	""	"t͡sʰ"	"oʔ"	"˧"
"炪"	"炪"	"t͡sʰoʔ˧"	""	"t͡sʰ"	"oʔ"	"˧"
"𱌮"	"𱌮"	"t͡sʰoʔ˧"	""	"t͡sʰ"	"oʔ"	"˧"
"齣"	"𱌮"	"t͡sʰoʔ˧"	""	"t͡sʰ"	"oʔ"	"˧"
"䟣"	"䟣"	"t͡sʰoʔ˧"	""	"t͡sʰ"	"oʔ"	"˧"
"𤝞"	"𤝞"	"t͡sʰoʔ˧"	""	"t͡sʰ"	"oʔ"	"˧"
"欪"	"欪"	"t͡sʰoʔ˧"	""	"t͡sʰ"	"oʔ"	"˧"
"出"	"出"	"t͡sʰoʔ˧"	""	"t͡sʰ"	"oʔ"	"˧"
"術"	"术"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"述"	"述"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"沭"	"沭"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"秫"	"秫"	"soʔ˧"	""	"s"	"oʔ"	"˧"
"䤎"	"䤎"	"t͡ɕy̑oʔ˧"	""	"t͡ɕ"	"y̑oʔ"	"˧"
"繘"	"繘"	"t͡ɕy̑oʔ˧"	""	"t͡ɕ"	"y̑oʔ"	"˧"
"橘"	"橘"	"t͡ɕy̑oʔ˧"	""	"t͡ɕ"	"y̑oʔ"	"˧"
"焌"	"焌"	"t͡ɕʰy̑oʔ˧"	""	"t͡ɕʰ"	"y̑oʔ"	"˧"
"捽"	"捽"	"t͡ɕʰy̑oʔ˧"	""	"t͡ɕʰ"	"y̑oʔ"	"˧"
"崒"	"崒"	"t͡ɕy̑oʔ˧"	""	"t͡ɕ"	"y̑oʔ"	"˧"
"誶"	"誶"	"t͡ɕy̑oʔ˧"	""	"t͡ɕ"	"y̑oʔ"	"˧"
"踤"	"踤"	"t͡ɕy̑oʔ˧"	""	"t͡ɕ"	"y̑oʔ"	"˧"
"啐"	"啐"	"t͡ɕy̑oʔ˧"	""	"t͡ɕ"	"y̑oʔ"	"˧"
"㰵"	"㰵"	"t͡ɕy̑oʔ˧"	"動詞，表示吮吸"	"t͡ɕ"	"y̑oʔ"	"˧"
"卒"	"卒"	"t͡soʔ˧"	""	"t͡s"	"oʔ"	"˧"
"䱣"	"䱣"	"t͡ɕy̑oʔ˧"	""	"t͡ɕ"	"y̑oʔ"	"˧"
"獝"	"獝"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"䘏"	"䘏"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"恤"	"恤"	"ɕi̯e̠ʔ˧"	"最老派文讀"	"ɕ"	"i̯e̠ʔ"	"˧"
"恤"	"恤"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"戌"	"戌"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"訹"	"訹"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"珬"	"珬"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"䳳"	"䳳"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"賉"	"賉"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"㖅"	"㖅"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"銊"	"銊"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"欰"	"欰"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"帗"	"帗"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"紱"	"绂"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"黻"	"黻"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"綍"	"綍"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"紼"	"绋"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"芾"	"芾"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"韍"	"韨"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"翇"	"翇"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"柫"	"柫"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"冹"	"冹"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"笰"	"笰"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"甶"	"甶"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"弗"	"弗"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"怫"	"怫"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"坲"	"坲"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"岪"	"岪"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"𡶒"	"𡶒"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"咈"	"咈"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"䞞"	"䞞"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"刜"	"刜"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"炥"	"炥"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"佛"	"佛"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"拂"	"拂"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"嶏"	"嶏"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"茀"	"茀"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"祓"	"祓"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"艴"	"艴"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"䭮"	"䭮"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"髴"	"髴"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"彿"	"彿"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"乀"	"乀"	"foʔ˧"	""	"f"	"oʔ"	"˧"
"兀"	"兀"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"杌"	"杌"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"屼"	"屼"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"矹"	"矹"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"鼿"	"鼿"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"䑢"	"䑢"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"㽾"	"㽾"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"馧"	"馧"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"殟"	"殟"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"腽"	"腽"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"淴"	"淴"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"榅"	"榅"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"揾"	"揾"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"物"	"物"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"芴"	"芴"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"岉"	"岉"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"伆"	"伆"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"昒"	"昒"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"沕"	"沕"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"勿"	"勿"	"woʔ˧"	""	"Ø"	"woʔ"	"˧"
"欻"	"欻"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"㗵"	"㗵"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"烼"	"烼"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"詘"	"詘"	"t͡ɕʰy̑oʔ˧"	""	"t͡ɕʰ"	"y̑oʔ"	"˧"
"屈"	"屈"	"t͡ɕʰy̑oʔ˧"	""	"t͡ɕʰ"	"y̑oʔ"	"˧"
"厥"	"厥"	"t͡ɕy̑oʔ˧"	""	"t͡ɕ"	"y̑oʔ"	"˧"
"孒"	"孒"	"t͡ɕy̑oʔ˧"	""	"t͡ɕ"	"y̑oʔ"	"˧"
"鶌"	"鶌"	"t͡ɕy̑oʔ˧"	""	"t͡ɕ"	"y̑oʔ"	"˧"
