字頭	呼	等	韻部	聲調	組	聲紐	攝	聲母	韻母	聲調	備註
僕	開	一	東	入	幫	並	通	b	uk	9	~人，見《玉林市志》
瀑	開	一	豪	去	幫	並	效	b	eou	6	
曝	開	一	豪	去	幫	並	效	b	eou	6	
泊	開	一	唐	入	幫	並	宕	b	ok	10	
斐	合	三	微	上	幫	滂	止	f	i	2	
賠	合	一	灰	平	幫	並	蟹	b	ui	4	
臏	開	三	真A	上	幫	並	臻	b	an	5	
脖	合	一	魂	入	幫	並	臻	b	ot	10	
渤	合	一	魂	入	幫	並	臻	b	ot	10	
腐	合	三	虞	上	幫	並	遇	f	u	6	
叛	開	一	寒	去	幫	並	山	p	un	3	
跑	開	二	肴	平	幫	並	效	p	ou	2	
悖	合	一	灰	去	幫	並	蟹	b	ui	6	
佩	合	一	灰	去	幫	並	蟹	p	ui	3	
佩	合	一	灰	去	幫	並	蟹	bb	ui	3	州~：地名。鬱林「四鎮」之一，原名「州背」。因其位于鬱林州州城之背，故名。後易名，民間沿用原讀法
蓬	開	一	東	平	幫	並	通	p	ung	1	質地鬆軟、蓬鬆
肥	合	三	微	平	幫	並	止	f	i	4	
箔	開	一	唐	入	幫	並	宕	b	ok	10	
闢	開	三	清A	入	幫	並	梗	p	ik	7	
飄	開	三	宵A	平	幫	滂	效	p	iu	1	
庄	開	二	耕	平	幫	並	梗	z	ong	1	
礴	開	一	唐	入	幫	並	宕	b	ok	10	
附	合	三	虞	去	幫	並	遇	f	u	6	
蟠	合	三	元	平	幫	並	山	b	un	4	
徬	開	一	唐	去	幫	並	宕	b	ong	6	
膀	開	一	唐	平	幫	並	宕	b	ong	4	~胱
咆	開	二	肴	平	幫	並	效	b	ou	4	
亮	開	三	陽	去	來	來	宕	l	aa	6	又讀
捕	開	一	模	去	幫	並	遇	b	u	4	見1959年字表及《玉林市志》
步	開	一	模	去	幫	並	遇	b	u	6	
袱	開	三	東	入	幫	並	通	f	uk	9	
翡	合	三	微	去	幫	並	止	f	i	1	見《玉林话研究》
被	開	三	支B	上	幫	並	止	b	i	5	棉~
胼	開	四	先	平	幫	並	山	b	in	4	
膀								bb	ong	2	肩~
部	開	一	模	上	幫	並	遇	b	u	6	
鏷	開	一	沃	入	幫	並	通	b	uk	9	
磅	開	一	唐	平	幫	滂	宕	b	ong	6	
滂	開	一	唐	平	幫	滂	宕	b	ong	4	
胖	開	一	寒	去	幫	滂	山	b	un	5	
砰	開	二	耕	平	幫	滂	梗	b	ang	4	
量	開	三	陽	平	來	來	宕	l	aa	4	動詞
量	開	三	陽	去	來	來	宕	l	aa	6	名詞
埠	開	二	模	去	幫	並	遇	b	u	6	
簿	開	一	模	上	幫	並	遇	b	u	5	字~
脯	開	一	模	平	幫	並	遇	b	u	4	胸~
葡	開	一	模	平	幫	並	遇	b	u	4	
蒲	開	一	模	平	幫	並	遇	b	u	4	
輔	合	三	虞	上	幫	並	遇	p	u	2	
媽	開	一	模	上	幫	明	遇	m	o	1	
麻	開	二	麻	平	幫	明	假	m	o	4	
痲	開	二	麻	平	幫	明	假	m	o	4	
馬	開	二	麻	上	幫	明	假	m	o	5	
瑪	開	二	麻	上	幫	明	假	m	o	5	
碼	開	二	麻	上	幫	明	假	m	o	5	
罵	開	二	麻	上	幫	明	假	m	o	6	
埋	開	二	皆	平	幫	明	蟹	m	oi	4	
霾	開	二	皆	平	幫	明	蟹	m	oi	4	
買	開	二	佳	上	幫	明	蟹	m	oi	5	
輛	開	三	陽	去	來	來	宕	l	aa	2	
諒	開	三	陽	去	來	來	宕	l	aa	6	
賣	開	二	佳	去	幫	明	蟹	m	oi	6	
邁	開	二	夬	去	幫	明	蟹	m	oi	6	
瞞	開	一	寒	平	幫	明	山	m	un	1	
饅	開	一	寒	平	幫	明	山	m	on	6	
蠻	開	二	刪	平	幫	明	山	m	on	4	
滿	開	一	寒	上	幫	明	山	m	un	5	
曼	合	三	元	去	幫	明	山	m	on	6	
蔓	合	三	元	去	幫	明	山	m	on	6	
幔	開	一	寒	去	幫	明	山	m	on	6	
漫	開	一	寒	去	幫	明	山	m	on	6	
慢	開	二	刪	去	幫	明	山	m	on	6	
芒	合	三	陽	平	幫	明	宕	m	ong	4	
芒	合	三	陽	平	幫	明	宕	m	ong	1	同「杧」。~果：一種熱帶水果。
忙	開	一	唐	平	幫	明	宕	m	ong	4	
掠	開	三	陽	去	來	來	宕	l	aa	6	
茫	開	一	唐	平	幫	明	宕	m	ong	4	
莽	開	一	唐	上	幫	明	宕	m	ong	5	
蟒	開	一	唐	上	幫	明	宕	m	ong	5	
貓	開	三	宵B	平	幫	明	效	m	eu	1	
毛	開	一	豪	平	幫	明	效	m	eou	4	
毛	開	一	豪	平	幫	明	效	m	eou	1	發~：發霉|雨~：微小的、可隨風飘的雨滴
矛	合	三	尤	平	幫	明	流	m	ou	4	
矛	合	三	尤	平	幫	明	流	m	au	4	又讀
茅	開	二	肴	平	幫	明	效	m	ou	4	
茅	開	三	尤	平	幫	明	流	m	au	4	又讀
髦	開	一	豪	平	幫	明	效	m	eou	1	
卯	開	二	肴	上	幫	明	效	m	ou	5	
卯	開	二	肴	上	幫	明	效	m	au	5	又讀
茂	開	一	侯	去	幫	明	流	m	ou	6	又讀
茂	開	一	侯	去	幫	明	流	m	au	6	
冒	開	一	豪	去	幫	明	效	m	eou	6	
耄	開	一	豪	去	幫	明	效	m	eou	6	
帽	開	一	豪	去	幫	明	效	m	eou	6	
貿	開	一	侯	去	幫	明	流	m	au	6	
貿	開	一	侯	去	幫	明	流	m	ou	6	又讀
貌	開	二	肴	去	幫	明	效	m	au	6	
貌	開	二	肴	去	幫	明	效	m	ou	6	又讀
麼	開	一	歌	上	幫	明	果	m	eo	1	
沒	合	一	魂	入	幫	明	臻	m	ot	10	
珮	合	一	灰	去	幫	並	蟹	bb	ui	3	
玫	合	一	灰	平	幫	明	蟹	m	ui	4	
被	開	三	支B	去	幫	並	止	b	i	6	~動
枚	合	一	灰	平	幫	明	蟹	m	ui	1	
莓	合	一	灰	平	幫	明	蟹	m	ui	4	
梅	合	一	灰	平	幫	明	蟹	m	ui	4	
備	開	三	脂B	去	幫	並	止	b	i	6	
媒	合	一	灰	平	幫	明	蟹	m	ui	4	
煤	合	一	灰	平	幫	明	蟹	m	ui	4	
每	合	一	灰	上	幫	明	蟹	m	ui	5	
鼻	開	三	脂A	去	幫	並	止	b	i	6	
妹	合	一	灰	去	幫	明	蟹	m	oi	6	姐~
妹	合	一	灰	去	幫	明	蟹	m	ui	6	moi6的異讀
妹	合	一	灰	去	幫	明	蟹	m	ui	1	形容詞，文靜的，像女孩子一樣的。
昧	合	一	灰	去	幫	明	蟹	m	ui	6	
婢	開	三	支A	上	幫	並	止	b	i	5	
避	開	三	支A	去	幫	並	止	b	i	6	
皮	開	三	支B	平	幫	並	止	b	i	4	
門	合	一	魂	平	幫	明	臻	m	un	4	
悶	合	一	魂	去	幫	明	臻	m	un	6	
萌	開	二	耕	平	幫	明	梗	m	ang	4	
蒙	開	一	東	平	幫	明	通	m	ung	1	動詞
蒙	開	一	東	平	幫	明	通	m	ung	4	~古
盟	開	三	庚	平	幫	明	梗	m	ang	4	
濛	開	一	東	平	幫	明	通	m	ung	1	~~雨：細雨
檬	開	一	東	平	幫	明	通	m	ung	1	
檬	開	一	東	平	幫	明	通	m	ung	4	見《玉林市志》
朦	開	一	東	平	幫	明	通	m	ung	4	
矇	開	一	東	平	幫	明	通	m	ung	4	
曚								m	ung	1	（日將出前）天微明：天~~光
略	開	三	陽	入	來	來	宕	l	aa	6	
猛	開	二	庚	上	幫	明	梗	m	ang	5	~住：可勁儿地，拼命地
倆	開	三	陽	上	來	來	宕	l	aa	5	
長	開	三	陽	平	知	澄	宕	z	aa	4	~短
懵	開	一	東	上	幫	明	通	m	ung	2	
場	開	三	陽	平	知	澄	宕	z	aa	4	
夢	開	三	東	去	幫	明	通	m	ung	6	
枇	開	三	脂A	平	幫	並	止	b	i	4	
迷	開	四	齊	平	幫	明	蟹	m	ai	4	
謎	開	四	齊	去	幫	明	蟹	m	ai	6	
疲	開	三	支B	平	幫	並	止	b	i	4	
琵	開	三	脂A	平	幫	並	止	b	i	4	
脾	開	三	支A	平	幫	並	止	b	i	4	~氣
脾	開	三	支A	平	幫	並	止	p	i	1	器官
邳	開	三	脂B	平	幫	並	止	b	i	4	
米	開	四	齊	上	幫	明	蟹	m	ai	5	~飯
圮	開	三	脂B	上	幫	並	止	b	i	5	
覓	開	四	青	入	幫	明	梗	m	ik	9	
密	開	三	真B	入	幫	明	臻	m	at	9	
蜜	開	三	真A	入	幫	明	臻	m	at	9	
謐	開	三	真A	入	幫	明	臻	m	at	9	
眠	開	四	先	平	幫	明	山	m	in	4	
棉	開	三	仙A	平	幫	明	山	m	in	4	
綿	開	三	仙A	平	幫	明	山	m	in	4	
免	開	三	仙B	上	幫	明	山	m	in	5	
勉	開	三	仙B	上	幫	明	山	m	in	5	
冕	開	三	仙B	上	幫	明	山	m	in	5	
緬	開	三	仙A	上	幫	明	山	m	in	5	
面	開	三	仙A	去	幫	明	山	m	in	6	
麵	開	四	先	去	幫	明	山	m	in	6	
麪								m	in	6	
苗	開	三	宵B	平	幫	明	效	m	iu	1	
描	開	三	宵B	平	幫	明	效	m	iu	1	
秒	開	三	宵A	上	幫	明	效	m	iu	5	
渺	開	三	宵A	上	幫	明	效	m	iu	5	
妙	開	三	宵A	去	幫	明	效	m	eu	6	
廟	開	三	宵B	去	幫	明	效	m	eu	6	
咩	開	三	支A	上	幫	明	止	m	e	2	
滅	開	三	仙A	入	幫	明	山	m	et	10	
蔑	開	四	先	入	幫	明	山	m	et	10	
篾	開	四	先	入	幫	明	山	m	et	10	
民	開	三	真A	平	幫	明	臻	m	an	4	
皿	開	三	庚	上	幫	明	梗	m	ing	5	
敏	開	三	真B	上	幫	明	臻	m	an	5	
閩	開	三	真B	平	幫	明	臻	m	an	5	
憫	開	三	真B	上	幫	明	臻	m	an	5	
名	開	三	清A	平	幫	明	梗	m	ing	4	
明	開	三	庚	平	幫	明	梗	m	ing	4	
冥	開	四	青	平	幫	明	梗	m	ing	5	見《玉林话研究》
鳴	開	三	庚	平	幫	明	梗	m	ing	4	
銘	開	四	青	平	幫	明	梗	m	ing	4	
螟	開	四	青	平	幫	明	梗	m	ing	5	
命	開	三	庚	去	幫	明	梗	m	ing	6	
謬	開	三	幽	去	幫	明	流	m	au	3	
摸	開	一	模	平	幫	明	遇	m	eo	1	
摸	開	一	鐸	入	幫	明	宕	m	ok	8	約~：大概
摹	開	一	模	平	幫	明	遇	m	eo	1	臨~
哺	開	一	模	去	幫	並	遇	b	u	6	
苻	合	三	虞	平	幫	並	遇	f	u	4	
膜	開	一	鐸	入	幫	明	宕	m	ok	10	
摩	開	一	歌	平	幫	明	果	m	eo	1	音譯用：~托|~斯
摩	開	一	歌	平	幫	明	果	m	eo	4	~擦
磨	開	一	歌	平	幫	明	果	m	eo	4	動詞
磨	開	二	歌	去	幫	明	果	m	eo	6	名詞
駙	合	三	虞	去	幫	並	遇	f	u	6	
魔	開	一	歌	平	幫	明	果	m	eo	1	
抹	開	一	寒	入	幫	明	山	m	ot	10	
末	開	一	寒	入	幫	明	山	m	ot	10	
茉	合	一	桓	入	幫	明	山	m	ot	10	
沫	開	一	泰	去	幫	明	蟹	m	ot	10	
莫	開	一	唐	入	幫	明	宕	m	ok	10	
漠	開	一	唐	入	幫	明	宕	m	ok	10	
寞	開	一	唐	入	幫	明	宕	m	ok	10	
墨	開	一	登	入	幫	明	曾	m	ak	9	
默	開	一	登	入	幫	明	曾	m	ak	9	
匍	開	一	模	平	幫	並	遇	b	u	4	
謀	合	三	尤	平	幫	明	流	m	au	4	
某	開	一	侯	上	幫	明	流	m	au	5	
無	合	三	虞	平	幫	明	遇	f	u	4	文讀
牡	開	一	侯	上	幫	明	流	m	eou	5	
武	合	三	虞	上	幫	明	遇	f	u	5	
武	合	三	虞	上	幫	明	遇	m	u	5	異讀
畝	開	一	侯	上	幫	明	流	m	au	5	
木	開	一	東	入	幫	明	通	m	uk	9	
目	合	三	東	入	幫	明	通	m	uk	9	
沐	開	一	東	入	幫	明	通	m	uk	9	
牧	合	三	東	入	幫	明	通	m	uk	9	
侮	合	三	虞	上	幫	明	遇	f	u	5	
舞	合	三	虞	上	幫	明	遇	f	u	5	
鵡	合	三	虞	上	幫	明	遇	f	u	5	
幕	開	一	唐	入	幫	明	宕	m	ok	10	白讀
睦	合	三	東	入	幫	明	通	m	uk	9	
摹	開	一	模	平	幫	明	遇	m	u	1	~仿
模	開	一	模	平	幫	明	遇	m	u	1	
穆	合	三	東	入	幫	明	通	m	uk	9	
襪	合	三	元	入	幫	明	山	m	ot	10	
晚	合	三	元	上	幫	明	山	m	on	5	
萬	合	三	元	去	幫	明	山	m	on	6	
亡	合	三	陽	平	幫	明	宕	m	ong	4	
網	合	三	陽	上	幫	明	宕	m	ong	5	
□								m	ong	1	帶黏性的半透明網狀物：lou4-6zou1~(蛛網)|豬腸~(豬網油)
魍	合	三	陽	上	幫	明	宕	m	ong	5	
妄	合	三	陽	去	幫	明	宕	m	ong	5	
忘	合	三	陽	平	幫	明	宕	m	ong	4	
望	合	三	陽	平	幫	明	宕	m	ong	6	
眉	開	三	脂B	平	幫	明	止	m	i	4	
楣	開	三	脂B	平	幫	明	止	m	i	4	
美	開	三	脂B	上	幫	明	止	m	i	5	
寐	開	三	脂A	去	幫	明	止	m	i	6	
媚	開	三	脂B	去	幫	明	止	m	i	4	
文	合	三	文	平	幫	明	臻	m	an	4	
文	合	三	文	平	幫	明	臻	m	an	1	貨幣單位，一圓錢
蚊	合	三	文	平	幫	明	臻	m	an	1	驅~
蚊	合	三	文	平	幫	明	臻	m	an	4	白讀：~子|~蠅|~煙香
紋	合	三	文	平	幫	明	臻	m	an	4	
聞	合	三	文	平	幫	明	臻	m	an	4	
刎	合	三	文	上	幫	明	臻	m	an	5	
吻	合	三	文	上	幫	明	臻	m	an	5	
問	合	三	文	去	幫	明	臻	m	an	6	
謨	開	一	模	平	幫	明	遇	m	u	1	引自《廣西玉林話音系》（周成松，2003）
募	開	一	模	去	幫	明	遇	m	u	6	
墓	開	一	模	去	幫	明	遇	m	u	6	
慕	開	一	模	去	幫	明	遇	m	u	6	
暮	開	一	模	去	幫	明	遇	m	u	6	
勿	合	三	文	入	幫	明	臻	m	at	9	
巫	合	三	虞	平	幫	明	遇	m	u	1	
物	合	三	文	入	幫	明	臻	m	at	9	
誣	合	三	虞	平	幫	明	遇	m	u	1	
腸	開	三	陽	平	知	澄	宕	z	aa	4	
臭	開	三	尤	去	章	昌	流	c	au	3	
挽	合	三	元	上	幫	明	山	w	on	2	
輓	合	三	元	上	幫	明	山	w	on	2	
蟆	開	二	麻	平	幫	明	假	m	o	4	
鰻	開	一	寒	平	幫	明	山	m	on	4	
魅	開	三	脂B	去	幫	明	止	m	i	6	
眇	開	三	宵A	上	幫	明	效	m	iu	5	
繆	合	三	尤	平	幫	明	流	m	au	4	綢~
繆	合	三	尤	平	幫	明	流	m	au	6	~誤
岷	開	三	真B	平	幫	明	臻	m	an	4	
緡	開	三	真B	平	幫	明	臻	m	an	4	
丈	開	三	陽	上	知	澄	宕	z	aa	5	
舞	合	三	虞	上	幫	明	遇	m	u	5	異讀
惘	合	三	陽	上	幫	明	宕	m	ong	5	
咪	開	三	支A	上	幫	明	止	m	i	1	
紊	合	三	文	去	幫	明	臻	m	an	6	
舞	合	三	虞	上	幫	明	遇	m	u	2	白讀。搞，折騰，搗鼓
務	合	三	虞	去	幫	明	遇	m	u	6	
霧	合	三	虞	去	幫	明	遇	m	u	6	
答	開	一	覃	入	端	端	咸	dd	op	8	
歹	開	一	咍	上	端	端	蟹	dd	oi	2	
帶	開	一	泰	去	端	端	蟹	dd	oi	3	
戴	開	一	咍	去	端	端	蟹	dd	oi	3	
丹	開	一	寒	平	端	端	山	dd	on	1	
耽	開	一	覃	平	端	端	咸	dd	om	1	
單	開	一	寒	平	端	端	山	dd	on	1	
擔	開	一	談	平	端	端	咸	dd	om	1	動詞
擔	開	一	談	去	端	端	咸	dd	om	3	名詞；量詞。一副擔子一次挑起的量爲一~|一個木傀戲班爲一~
膽	開	一	談	上	端	端	咸	dd	om	2	
旦	開	一	寒	去	端	端	山	dd	on	3	
當	開	一	唐	平	端	端	宕	dd	ong	1	
當	開	一	唐	去	端	端	宕	dd	ong	3	
擋	開	一	唐	去	端	端	宕	dd	ong	2	
檔	開	一	唐	平	端	端	宕	dd	ong	2	檔案
檔								dd	ong	3	大排檔
黨	開	一	唐	上	端	端	宕	dd	ong	2	
刀	開	一	豪	平	端	端	效	dd	eou	1	
倒	開	一	豪	上	端	端	效	dd	eou	2	打~
倒	開	一	豪	去	端	端	效	dd	eou	3	傾~、顛~
倒								t	eu	2	訓讀：~水
島	開	一	豪	上	端	端	效	dd	eou	2	
搗	開	一	豪	上	端	端	效	dd	eou	2	
擣	開	一	豪	上	端	端	效	dd	eou	2	
禱	開	一	豪	上	端	端	效	dd	eou	2	
到	開	一	豪	去	端	端	效	dd	eou	3	
得	開	一	登	入	端	端	曾	dd	ak	7	
德	開	一	登	入	端	端	曾	dd	ak	7	
的	開	四	青	入	端	端	梗	dd	ik	7	
登	開	一	登	平	端	端	曾	dd	ang	1	
燈	開	一	登	平	端	端	曾	dd	ang	1	
等	開	一	登	上	端	端	曾	dd	ang	2	
凳	開	一	登	去	端	端	曾	dd	ang	3	
低	開	四	齊	平	端	端	蟹	dd	ai	1	
滴	開	四	青	入	端	端	梗	dd	ik	7	
邸	開	四	齊	上	端	端	蟹	dd	ai	2	㕔~
抵	開	四	齊	上	端	端	蟹	dd	ai	2	
底	開	四	齊	上	端	端	蟹	dd	ai	2	
牴	開	四	齊	上	端	端	蟹	dd	ai	2	
帝	開	四	齊	去	端	端	蟹	dd	ai	3	
蒂	開	一	泰	去	端	端	蟹	dd	ai	3	
諦	開	四	齊	去	端	端	蟹	dd	ai	3	
顛	開	四	先	平	端	端	山	dd	in	1	
巔	開	四	先	平	端	端	山	dd	in	1	
癲	開	四	先	平	端	端	山	dd	in	1	
典	開	四	先	上	端	端	山	dd	im	2	
碘	開	四	先	上	端	端	山	dd	im	2	
點	開	四	添	上	端	端	咸	dd	im	2	
店	開	四	添	去	端	端	咸	dd	im	3	
惦	開	四	添	去	端	端	咸	dd	en	3	
刁	開	四	蕭	平	端	端	效	dd	iu	1	
叼	開	四	蕭	平	端	端	效	dd	iu	1	
凋	開	四	蕭	平	端	端	效	dd	iu	1	
貂	開	四	蕭	平	端	端	效	dd	iu	1	
雕	開	四	蕭	平	端	端	效	dd	iu	1	
鵰	開	四	蕭	平	端	端	效	dd	iu	1	
弔	開	四	蕭	去	端	端	效	dd	iu	3	
吊	開	四	蕭	去	端	端	效	dd	iu	3	
釣	開	四	蕭	去	端	端	效	dd	iu	3	
叮	開	四	青	平	端	端	梗	dd	ing	1	
釘	開	四	青	平	端	端	梗	dd	ing	1	名詞：鐵~
釘	開	四	青	去	端	端	梗	dd	ing	3	動詞：~起身|着~（被釘上棺材板了，婉稱死）
頂	開	四	青	上	端	端	梗	dd	ing	2	
鼎	開	四	青	上	端	端	梗	dd	ing	2	
冬	合	一	冬	平	端	端	通	dd	ung	1	
東	開	一	東	平	端	端	通	dd	ung	1	
鶇	開	一	東	平	端	端	通	dd	ung	1	
董	開	一	東	上	端	端	通	dd	ung	2	
懂	開	一	東	上	端	端	通	dd	ung	2	
凍	開	一	東	去	端	端	通	dd	ung	3	
毋	合	三	虞	平	幫	明	遇	f	u	4	
兜	開	一	侯	平	端	端	流	dd	au	1	
抖	開	一	侯	上	端	端	流	dd	au	2	
陡	開	一	侯	上	端	端	流	dd	au	2	
蚪	開	一	侯	上	端	端	流	dd	au	2	
斗	開	一	侯	上	端	端	流	dd	au	2	
鬥	開	一	侯	去	端	端	流	dd	au	3	
督	合	一	冬	入	端	端	通	dd	uk	7	
蕪	合	三	虞	平	幫	明	遇	f	u	4	
婺	合	三	虞	去	幫	明	遇	m	u	6	
都	開	一	模	平	端	端	遇	dd	u	1	
篤	合	一	冬	入	端	端	通	dd	uk	7	
堵	開	一	模	上	端	端	遇	dd	u	2	
端	合	一	寒	平	端	端	山	dd	yun	1	
短	合	一	寒	上	端	端	山	dd	yun	2	
斷	合	一	桓	去	端	端	山	dd	yun	3	決~，判~
堆	合	一	灰	平	端	端	蟹	dd	ui	1	
對	合	一	灰	去	端	端	蟹	dd	ui	3	
敦	合	一	魂	平	端	端	臻	dd	an	1	
敦	合	一	魂	平	端	端	臻	dd	yun	1	又讀
噸	合	一	魂	平	端	端	臻	dd	an	1	
頓	合	一	魂	去	端	端	臻	dd	an	3	
多	開	一	歌	平	端	端	果	dd	eo	1	
朵	合	一	歌	上	端	端	果	dd	oe	2	
躲	合	一	戈	上	端	端	果	dd	oe	2	
跺	合	一	戈	去	端	端	果	dd	oe	3	
鳥	開	四	蕭	上	端	端	效	dd	eu	1	白讀
鳥	開	四	蕭	上	端	端	效	dd	iu	2	肏，男子性交的動作。現在一般作「屌」
啄	開	一	東	入	端	端	通	dd	ok	8	
唸	開	四	先	去	端	端	山	n	im	6	
墊	開	四	添	去	端	端	咸	d	im	5	「簟」之訓讀
棟	開	一	東	去	端	端	通	d	ung	6	
鍛	合	一	寒	去	端	端	山	d	yun	6	
咄	合	一	魂	入	端	端	臻	dd	oet	8	大聲講話
熾	開	三	之	去	章	昌	止	z	ik	7	見《玉林话研究》
掣	開	三	祭A	去	章	昌	蟹	z	ai	3	
仗	開	三	陽	去	知	澄	宕	z	aa	3	打~
仗	開	三	陽	去	知	澄	宕	z	aa	6	炮~
殫	開	一	寒	平	端	端	山	dd	on	1	
柢	開	四	齊	平	端	端	蟹	dd	ai	2	
玷	開	四	添	上	端	端	咸	dd	im	3	
仃	開	四	青	平	端	端	梗	dd	ing	1	同時也是「停」的二簡字，民間仍流傳
糜	開	三	支B	平	幫	明	止	m	i	4	
搭	開	一	談	入	端	透	咸	dd	op	8	
叨	開	一	豪	平	端	透	效	dd	eou	1	
訂	開	四	青	去	端	端	梗	dd	ing	3	
腆	開	四	先	上	端	透	山	dd	im	2	
係	開	四	齊	去	見	見	蟹	0	ai	6	
杖	開	三	陽	上	知	澄	宕	z	aa	5	
達	開	一	寒	入	端	定	山	d	ot	10	
貸	開	一	咍	去	端	透	蟹	d	oi	6	
蝶	開	四	添	入	端	定	咸	d	ep	10	
踏	開	一	覃	入	端	透	咸	d	op	10	「蹋」的訓讀
突	合	一	魂	入	端	定	臻	d	at	9	
蜀	開	三	鍾	入	章	常	通	z	uk	7	
盪	開	一	唐	去	端	透	宕	d	ong	6	玩
盪	開	一	唐	去	端	透	宕	d	ong	4	空~~
他	開	一	歌	平	端	透	果	t	o	1	
它	開	一	歌	平	端	透	果	t	o	1	
塌	開	一	談	入	端	透	咸	t	op	8	
塔	開	一	談	入	端	透	咸	t	op	8	
榻	開	一	談	入	端	透	咸	t	op	8	
胎	開	一	咍	平	端	透	蟹	t	oi	1	
太	開	一	泰	去	端	透	蟹	t	oi	3	
汰	開	一	泰	去	端	透	蟹	t	oi	3	
泰	開	一	泰	去	端	透	蟹	t	oi	3	
態	開	一	咍	去	端	透	蟹	t	oi	3	
貪	開	一	覃	平	端	透	咸	t	om	1	
攤	開	一	寒	平	端	透	山	t	on	1	
灘	開	一	寒	平	端	透	山	t	on	1	
癱	開	一	寒	平	端	透	山	t	on	1	
忐	開	一	覃	上	端	透	咸	t	om	2	
坦	開	一	寒	上	端	透	山	t	on	2	
毯	開	一	談	上	端	透	咸	t	on	2	
炭	開	一	寒	去	端	透	山	t	on	3	
探	開	一	覃	平	端	透	咸	t	om	3	
碳	開	一	寒	上	端	透	山	t	on	3	
嘆	開	一	寒	去	端	透	山	t	on	3	
歎	開	一	寒	去	端	透	山	t	on	3	
倘	開	一	唐	上	端	透	宕	t	ong	2	
淌	開	一	唐	上	端	透	宕	t	ong	2	
躺	開	一	唐	上	端	透	宕	t	ong	2	
燙	開	一	唐	去	端	透	宕	t	ong	3	
滔	開	一	豪	平	端	透	效	t	eou	1	
饕	開	一	豪	平	端	透	效	t	eou	1	
討	開	一	豪	上	端	透	效	t	eou	2	
套	開	一	豪	上	端	透	效	t	eou	3	
忑	開	一	德	入	端	透	曾	t	ak	7	
剔	開	四	青	入	端	透	梗	t	ik	7	
梯	開	四	齊	平	端	透	蟹	t	ai	1	
踢	開	四	青	入	端	透	梗	t	ik	7	
體	開	四	齊	上	端	透	蟹	t	ai	2	
剃	開	四	齊	去	端	透	蟹	t	ai	3	
涕	開	四	齊	上	端	透	蟹	t	ai	3	
惕	開	四	青	入	端	透	梗	t	ik	7	
屜	開	四	齊	去	端	透	蟹	t	ai	3	
替	開	四	齊	去	端	透	蟹	t	ai	3	
天	開	四	先	平	端	透	山	t	in	1	
添	開	四	添	平	端	透	咸	t	im	1	
舔	開	四	添	上	端	透	咸	t	im	2	
挑	開	四	蕭	平	端	透	效	t	iu	1	
帖	開	四	添	入	端	透	咸	t	ip	7	
貼	開	四	添	入	端	透	咸	t	ip	7	
鐵	開	四	先	入	端	透	山	t	it	7	
餮	開	四	屑	入	端	透	山	t	ip	7	
聽	開	四	青	平	端	透	梗	t	ing	3	
廳	開	四	青	平	端	透	梗	t	ing	1	
通	開	一	東	平	端	透	通	t	ung	1	
桶	開	一	東	上	端	透	通	t	ung	2	
統	合	一	冬	去	端	透	通	t	ung	2	
痛	開	一	東	去	端	透	通	t	ung	3	
偷	開	一	侯	平	端	透	流	t	au	1	
透	開	一	侯	去	端	透	流	t	au	3	
禿	開	一	東	入	端	透	通	t	uk	7	
睹	開	一	模	上	端	端	遇	dd	u	2	
賭	開	一	模	上	端	端	遇	dd	u	2	
妒	開	一	模	去	端	端	遇	dd	u	3	
腿	合	一	灰	上	端	透	蟹	t	ui	2	
退	合	一	灰	去	端	透	蟹	t	ui	3	
吞	開	一	痕	平	端	透	臻	t	an	1	
托	開	一	唐	入	端	透	宕	t	ok	8	
拖	開	一	歌	去	端	透	果	t	eo	1	
拖	開	一	歌	去	端	透	果	t	eo	3	
託	開	一	唐	入	端	透	宕	t	ok	8	
妥	合	一	歌	上	端	透	果	t	oe	2	
橢	合	一	歌	上	端	透	果	t	oe	2	
拓	開	一	唐	入	端	透	宕	t	ok	8	
唾	合	一	歌	去	端	透	果	t	oe	3	
瘓	合	一	寒	上	端	透	山	w	un	6	
町	開	四	青	平	端	透	梗	t	ing	1	
廠	開	三	陽	上	章	昌	宕	c	ong	2	
絛	開	一	豪	平	端	透	效	t	eou	1	
靦	開	四	先	上	端	透	山	m	in	5	
眺	開	四	蕭	去	端	透	效	t	iu	3	
汀	開	四	青	平	端	透	梗	t	ing	1	
湍	合	一	寒	平	端	透	山	t	yun	1	
岱	開	一	咍	去	端	定	蟹	d	oi	6	
殆	開	一	咍	上	端	定	蟹	dd	ai	1	
誕	開	一	寒	上	端	定	山	dd	on	3	廟~
蹬	開	一	登	去	端	定	曾	dd	ang	1	
掉	開	四	蕭	上	端	定	效	d	iu	6	
跌	開	四	先	入	端	定	山	dd	it	7	
鼕	合	一	冬	平	端	定	通	dd	ung	1	
豚	合	一	魂	平	端	定	臻	j	yun	4	
龖	開	一	合	入	端	定	咸	d	op	10	
龘	開	一	合	入	端	定	咸	d	op	10	
大	開	一	泰	去	端	定	蟹	d	oi	6	
代	開	一	咍	去	端	定	蟹	d	oi	6	
待	開	一	咍	上	端	定	蟹	d	oi	6	
怠	開	一	咍	上	端	定	蟹	d	oi	6	
袋	開	一	咍	去	端	定	蟹	d	oi	6	
但	開	一	寒	去	端	定	山	d	on	6	
淡	開	一	談	平	端	定	咸	d	om	5	
