字頭	聲紐	韻部	小韻	調類	字義	擬音(聲母)	擬音(韻母)	擬音(聲調)	粵拼(聲母)	粵拼(韻母)	粵拼(聲調)
炱	透	栽	臺	陽平	煤也火煙所生塵也	tʰ	ɔi	21	t	oi	4
苔	透	栽	臺	陽平	水草	tʰ	ɔi	21	t	oi	4
檯	透	栽	臺	陽平	木名	tʰ	ɔi	21	t	oi	4
擡	透	栽	臺	陽平	扛也舉也	tʰ	ɔi	21	t	oi	4
薹	透	栽	臺	陽平	大須草	tʰ	ɔi	21	t	oi	4
才	淸	栽	才	陽平	能也功也略也	tsʰ	ɔi	21	c	oi	4
材	淸	栽	才	陽平	人之可用者曰賢木之可用者曰材料	tsʰ	ɔi	21	c	oi	4
財	淸	栽	才	陽平	寶也又貨也	tsʰ	ɔi	21	c	oi	4
裁	淸	栽	才	陽平	裁衣又裁度裁製	tsʰ	ɔi	21	c	oi	4
纔	淸	栽	才	陽平	暫也僅也又剛纔方纔	tsʰ	ɔi	21	c	oi	4
𦆵	淸	栽	才	陽平	同上(暫也僅也又剛纔方纔)	tsʰ	ɔi	21	c	oi	4
孩	曉	栽	孩	陽平	小童子也	h	ɔi	21	h	oi	4
頦	曉	栽	孩	陽平	頤也頷也	h	ɔi	21	h	oi	4
駭	曉	栽	孩	陽平	驚駭	h	ɔi	21	h	oi	4
骸	曉	栽	孩	陽平	骸骨	h	ɔi	21	h	oi	4
呆	我	栽	呆	陽平	蠢也	ŋ	ɔi	21	ng	oi	4
騃	我	栽	呆	陽平	同上(蠢也)	ŋ	ɔi	21	ng	oi	4
宰	精	栽	宰	陰上	主宰烹宰又邑宰家宰	ts	ɔi	35	z	oi	2
載	精	栽	宰	陰上	年也	ts	ɔi	35	z	oi	2
海	曉	栽	海	陰上	江海	h	ɔi	35	h	oi	2
愷	曉	栽	海	陰上	愷悌樂易也	h	ɔi	35	h	oi	2
豈	曉	栽	海	陰上	同上(愷悌樂易也)	h	ɔi	35	h	oi	2
塏	曉	栽	海	陰上	高爽也	h	ɔi	35	h	oi	2
鎧	曉	栽	海	陰上	甲也	h	ɔi	35	h	oi	2
凱	曉	栽	海	陰上	和樂也善也又征勝而旋曰凱旋歌曰凱歌	h	ɔi	35	h	oi	2
剴	曉	栽	海	陰上	切也割也	h	ɔi	35	h	oi	2
嵦	曉	栽	海	陰上	高燥貌	h	ɔi	35	h	oi	2
闓	曉	栽	海	陰上	闢也又闓也	h	ɔi	35	h	oi	2
醢	曉	栽	海	陰上	肉醬曰醢	h	ɔi	35	h	oi	2
采	淸	栽	采	陰上	文采又采取	tsʰ	ɔi	35	c	oi	2
採	淸	栽	采	陰上	取也	tsʰ	ɔi	35	c	oi	2
綵	淸	栽	采	陰上	文色也繪也	tsʰ	ɔi	35	c	oi	2
彩	淸	栽	采	陰上	光彩	tsʰ	ɔi	35	c	oi	2
棌	淸	栽	采	陰上	木名	tsʰ	ɔi	35	c	oi	2
寀	淸	栽	采	陰上	寮寀	tsʰ	ɔi	35	c	oi	2
藹	亞	栽	藹	陰上	和藹又人臣盡力之美	ʔ	ɔi	35		oi	2
靄	亞	栽	藹	陰上	雲集貌	ʔ	ɔi	35		oi	2
靉	亞	栽	藹	陰上	雲盛貌	ʔ	ɔi	35		oi	2
僾	亞	栽	藹	陰上	彷彿貌	ʔ	ɔi	35		oi	2
曖	亞	栽	藹	陰上	曖昧暗也不明也	ʔ	ɔi	35		oi	2
改	見	栽	改	陰上	更也易也	k	ɔi	35	g	oi	2
殆	透	栽	殆	陽上	危也又語詞	tʰ	ɔi	23	t	oi	5
載	精	栽	載	陰去	裝載又載籍	ts	ɔi	33	z	oi	3
蓋	見	栽	蓋	陰去	覆也掩也又起語詞	k	ɔi	33	g	oi	3
盖	見	栽	蓋	陰去	同上(覆也掩也又起語詞)	k	ɔi	33	g	oi	3
葢	見	栽	蓋	陰去	同上(覆也掩也又起語詞)	k	ɔi	33	g	oi	3
槩	溪	栽	槩	陰去	大略也又一概節概氣概	kʰ	ɔi	33	k	oi	3
慨	溪	栽	槩	陰去	慷慨又感慨	kʰ	ɔi	33	k	oi	3
溉	溪	栽	槩	陰去	灌也注也	kʰ	ɔi	33	k	oi	3
嘅	溪	栽	槩	陰去	嘆詞	kʰ	ɔi	33	k	oi	3
丐	溪	栽	槩	陰去	乞丐	kʰ	ɔi	33	k	oi	3
蔡	淸	栽	蔡	陰去	國名又大龜也又姓	tsʰ	ɔi	33	c	oi	3
菜	淸	栽	蔡	陰去	蔬菜	tsʰ	ɔi	33	c	oi	3
賽	心	栽	賽	陰去	比併也又報賽	s	ɔi	33	s	oi	3
塞	心	栽	賽	陰去	邊界也	s	ɔi	33	s	oi	3
愛	亞	栽	愛	陰去	愛慕寵愛	ʔ	ɔi	33		oi	3
爱	亞	栽	愛	陰去	同上(愛慕寵愛)	ʔ	ɔi	33		oi	3
代	端	栽	代	陽去	世代又替代	t	ɔi	22	d	oi	6
岱	端	栽	代	陽去	泰山衆山之宗	t	ɔi	22	d	oi	6
袋	端	栽	代	陽去	布袋	t	ɔi	22	d	oi	6
黛	端	栽	代	陽去	粉黛眉黛	t	ɔi	22	d	oi	6
玳	端	栽	代	陽去	玳瑁	t	ɔi	22	d	oi	6
貸	端	栽	代	陽去	借也資也又音太	t	ɔi	22	d	oi	6
待	端	栽	代	陽去	俟也	t	ɔi	22	d	oi	6
靆	端	栽	代	陽去	雲靉靆	t	ɔi	22	d	oi	6
瑇	端	栽	代	陽去	瑇瑁	t	ɔi	22	d	oi	6
内	泥	栽	内	陽去	裏也	n	ɔi	22	n	oi	6
柰	泥	栽	内	陽去	無柰即無如之何	n	ɔi	22	n	oi	6
奈	泥	栽	内	陽去	同上(無柰即無如之何)	n	ɔi	22	n	oi	6
耐	泥	栽	内	陽去	耐久忍耐	n	ɔi	22	n	oi	6
外	我	栽	外	陽去	内外表也	ŋ	ɔi	22	ng	oi	6
碍	我	栽	外	陽去	窒碍妨碍阻碍	ŋ	ɔi	22	ng	oi	6
礙	我	栽	外	陽去	同上(窒碍妨碍阻碍)	ŋ	ɔi	22	ng	oi	6
閡	我	栽	外	陽去	同上又隔閡又音亥(窒碍妨碍阻碍)	ŋ	ɔi	22	ng	oi	6
害	曉	栽	害	陽去	傷害妨害	h	ɔi	22	h	oi	6
亥	曉	栽	害	陽去	辰名	h	ɔi	22	h	oi	6
賚	來	栽	賚	陽去	賜予也	l	ɔi	22	l	oi	6
耒	來	栽	賚	陽去	耒耜	l	ɔi	22	l	oi	6
誄	來	栽	賚	陽去	禱祝詞與祭詞俱曰誄	l	ɔi	22	l	oi	6
在	精	栽	在	陽去	居也存也	ts	ɔi	22	z	oi	6
再	精	栽	在	陽去	又也乃也	ts	ɔi	22	z	oi	6
兼	見	兼	兼	陰平	并也統也	k	im	53	g	im	1
蒹	見	兼	兼	陰平	蒹葭草名	k	im	53	g	im	1
鶼	見	兼	兼	陰平	比翼鳥	k	im	53	g	im	1
鰜	見	兼	兼	陰平	比目魚	k	im	53	g	im	1
占	照	兼	占	陰平	驗也測也候也	tʃ	im	53	zh	im	1
沾	照	兼	占	陰平	漬也濡也又沾恩	tʃ	im	53	zh	im	1
霑	照	兼	占	陰平	霑足雨之多也	tʃ	im	53	zh	im	1
黏	照	兼	占	陰平	穀名	tʃ	im	53	zh	im	1
覘	照	兼	占	陰平	闚視也	tʃ	im	53	zh	im	1
粘	照	兼	占	陰平	糊也	tʃ	im	53	zh	im	1
詹	照	兼	占	陰平	姓亦竹名	tʃ	im	53	zh	im	1
𦧕	照	兼	占	陰平	同上(姓亦竹名)	tʃ	im	53	zh	im	1
䠨	照	兼	占	陰平	仰視	tʃ	im	53	zh	im	1
襜	照	兼	占	陰平	整也	tʃ	im	53	zh	im	1
譫	照	兼	占	陰平	多言也	tʃ	im	53	zh	im	1
幨	照	兼	占	陰平	帖也	tʃ	im	53	zh	im	1
瞻	照	兼	占	陰平	瞻仰	tʃ	im	53	zh	im	1
秥	照	兼	占	陰平	秥米	tʃ	im	53	zh	im	1
奄	以	兼	奄	陰平	急也遽也又國名	j	im	53	j	im	1
淹	以	兼	奄	陰平	漬也滯也	j	im	53	j	im	1
渰	以	兼	奄	陰平	同上(漬也滯也)	j	im	53	j	im	1
閹	以	兼	奄	陰平	閹宦	j	im	53	j	im	1
崦	以	兼	奄	陰平	崦嵭	j	im	53	j	im	1
醃	以	兼	奄	陰平	漬藏物	j	im	53	j	im	1
腌	以	兼	奄	陰平	用鹽腌物	j	im	53	j	im	1
僉	淸	兼	僉	陰平	咸也皆也共也	tsʰ	im	53	c	im	1
㑒	淸	兼	僉	陰平	同上(咸也皆也共也)	tsʰ	im	53	c	im	1
簽	淸	兼	僉	陰平	竹簾又簽書	tsʰ	im	53	c	im	1
憸	淸	兼	僉	陰平	利也	tsʰ	im	53	c	im	1
纖	淸	兼	僉	陰平	細微也	tsʰ	im	53	c	im	1
籤	淸	兼	僉	陰平	神籤驗也又竹籌	tsʰ	im	53	c	im	1
殲	淸	兼	僉	陰平	滅也盡也	tsʰ	im	53	c	im	1
瀸	淸	兼	僉	陰平	汲也	tsʰ	im	53	c	im	1
𠠃	淸	兼	僉	陰平	竊也割也	tsʰ	im	53	c	im	1
摻	淸	兼	僉	陰平	與攕同又音覽	tsʰ	im	53	c	im	1
添	透	兼	添	陰平	益也加也	tʰ	im	53	t	im	1
謙	曉	兼	謙	陰平	讓也敬也	h	im	53	h	im	1
拈	泥	兼	拈	陰平	鳥占切以手持物也	n	im	53	n	im	1
尖	精	兼	尖	陰平	小也	ts	im	53	z	im	1
廉	來	兼	廉	陽平	清廉不貪	l	im	21	l	im	4
簾	來	兼	廉	陽平	編竹作帷	l	im	21	l	im	4
𢅏	來	兼	廉	陽平	同上(編竹作帷)	l	im	21	l	im	4
濂	來	兼	廉	陽平	溪名	l	im	21	l	im	4
鐮	來	兼	廉	陽平	鐵鐮	l	im	21	l	im	4
臁	來	兼	廉	陽平	脛臁	l	im	21	l	im	4
匳	來	兼	廉	陽平	鏡匣又妝匳	l	im	21	l	im	4
帘	來	兼	廉	陽平	酒望子即招牌也	l	im	21	l	im	4
𥖝	來	兼	廉	陽平	礪石赤色	l	im	21	l	im	4
𦆆	來	兼	廉	陽平	絲繒	l	im	21	l	im	4
蘞	來	兼	廉	陽平	草名詩蘞蔓于野	l	im	21	l	im	4
黔	溪	兼	黔	陽平	黑髮也即黔首	kʰ	im	21	k	im	4
鈐	溪	兼	黔	陽平	鐵鈐	kʰ	im	21	k	im	4
鉗	溪	兼	黔	陽平	同上(鐵鈐)	kʰ	im	21	k	im	4
箝	溪	兼	黔	陽平	箝天下之口	kʰ	im	21	k	im	4
柑	溪	兼	黔	陽平	木銜馬口	kʰ	im	21	k	im	4
𩬚	溪	兼	黔	陽平	去髮之刑	kʰ	im	21	k	im	4
乾	溪	兼	黔	陽平	乾坤又卦名	kʰ	im	21	k	im	4
嫌	以	兼	嫌	陽平	憎也疑也	j	im	21	j	im	4
鹽	以	兼	嫌	陽平	煮海爲鹽	j	im	21	j	im	4
塩	以	兼	嫌	陽平	同上(煮海爲鹽)	j	im	21	j	im	4
簷	以	兼	嫌	陽平	屋簷	j	im	21	j	im	4
檐	以	兼	嫌	陽平	同上(屋簷)	j	im	21	j	im	4
嚴	日	兼	嚴	陽平	威嚴端莊也	ȵ	im	21	nj	im	4
䉷	日	兼	嚴	陽平	弋射所蔽	ȵ	im	21	nj	im	4
釅	日	兼	嚴	陽平	酒醋味厚	ȵ	im	21	nj	im	4
髯	日	兼	嚴	陽平	鬚髯	ȵ	im	21	nj	im	4
炎	日	兼	嚴	陽平	熱也又火光也	ȵ	im	21	nj	im	4
蟾	審	兼	蟾	陽平	月影爲蟾光炎	ʃ	im	21	sh	im	4
贍	審	兼	蟾	陽平	足也賙也又繼食也	ʃ	im	21	sh	im	4
甜	透	兼	甜	陽平	甘甜	tʰ	im	21	t	im	4
恬	透	兼	甜	陽平	安也靜也	tʰ	im	21	t	im	4
湉	透	兼	甜	陽平	水靜也	tʰ	im	21	t	im	4
潛	淸	兼	潛	陽平	伏也藏也	tsʰ	im	21	c	im	4
鮎	泥	兼	鮎	陽平	鳥潛切魚名	n	im	21	n	im	4
檢	見	兼	檢	陰上	巡察也搜也	k	im	35	g	im	2
撿	見	兼	檢	陰上	搜尋也	k	im	35	g	im	2
掩	以	兼	掩	陰上	避蓋也	j	im	35	j	im	2
揜	以	兼	掩	陰上	同上(避蓋也)	j	im	35	j	im	2
弇	以	兼	掩	陰上	蓋也	j	im	35	j	im	2
埯	以	兼	掩	陰上	土復物也	j	im	35	j	im	2
魘	以	兼	掩	陰上	氣窒心亂而神惓則魘	j	im	35	j	im	2
黶	以	兼	掩	陰上	面有黑子	j	im	35	j	im	2
靨	以	兼	掩	陰上	瘡靨	j	im	35	j	im	2
厭	以	兼	掩	陰上	消沮閉藏貌	j	im	35	j	im	2
諂	穿	兼	諂	陰上	䛕媚也	tʃʰ	im	35	ch	im	2
讇	穿	兼	諂	陰上	同上(䛕媚也)	tʃʰ	im	35	ch	im	2
閃	審	兼	閃	陰上	躲避也	ʃ	im	35	sh	im	2
陝	審	兼	閃	陰上	陝西地名	ʃ	im	35	sh	im	2
險	曉	兼	險	陰上	危險	h	im	35	h	im	2
獫	曉	兼	險	陰上	長喙犬也	h	im	35	h	im	2
玁	曉	兼	險	陰上	玁狁北狄也	h	im	35	h	im	2
點	端	兼	點	陰上	吏點星點圈點	t	im	35	d	im	2
点	端	兼	點	陰上	同上(吏點星點圈點)	t	im	35	d	im	2
冉	日	兼	冉	陽上	姓	ȵ	im	23	nj	im	5
掞	日	兼	冉	陽上	削也又掞藻	ȵ	im	23	nj	im	5
苒	日	兼	冉	陽上	荏苒柔喏貌又草盛貌	ȵ	im	23	nj	im	5
染	日	兼	冉	陽上	染色	ȵ	im	23	nj	im	5
儼	日	兼	冉	陽上	莊敬也	ȵ	im	23	nj	im	5
𠑊	日	兼	冉	陽上	同上(莊敬也)	ȵ	im	23	nj	im	5
琰	日	兼	冉	陽上	璧也美色也又琰之銳者	ȵ	im	23	nj	im	5
剡	日	兼	冉	陽上	銳利也又削也	ȵ	im	23	nj	im	5
扊	日	兼	冉	陽上	扊扅	ȵ	im	23	nj	im	5
斂	來	兼	斂	陽上	收斂聚斂	l	im	23	l	im	5
殮	來	兼	斂	陽上	以衣殮死者	l	im	23	l	im	5
忝	透	兼	忝	陽上	忝辱也	tʰ	im	23	t	im	5
劍	見	兼	劍	陰去	兵器也其名曰龍泉太阿干將莫鋣曰巨闕辟閭	k	im	33	g	im	3
剣	見	兼	劍	陰去	同上(兵器也其名曰龍泉太阿干將莫鋣曰巨闕辟閭)	k	im	33	g	im	3
玷	端	兼	玷	陰去	玉之瑕	t	im	33	d	im	3
坫	端	兼	玷	陰去	屏也障也酒肆也	t	im	33	d	im	3
店	端	兼	玷	陰去	店肆	t	im	33	d	im	3
墊	端	兼	玷	陰去	下也愛也	t	im	33	d	im	3
阽	端	兼	玷	陰去	阽危	t	im	33	d	im	3
僭	精	兼	僭	陰去	越分也爭也	ts	im	33	z	im	3
暹	精	兼	僭	陰去	日光也升也進也	ts	im	33	z	im	3
塹	精	兼	僭	陰去	坑塹	ts	im	33	z	im	3
壍	精	兼	僭	陰去	同上(坑塹)	ts	im	33	z	im	3
槧	精	兼	僭	陰去	斬木爲槧	ts	im	33	z	im	3
厭	以	兼	厭	陰去	足也又厭棄	j	im	33	j	im	3
饜	以	兼	厭	陰去	飽飫也又貪婪謂無饜	j	im	33	j	im	3
檿	以	兼	厭	陰去	山桑	j	im	33	j	im	3
占	照	兼	占	陰去	霸占擅據也	tʃ	im	33	zh	im	3
欠	曉	兼	欠	陰去	少也	h	im	33	h	im	3
騐	日	兼	騐	陽去	徵騐效騐應騐考騐證騐	ȵ	im	22	nj	im	6
驗	日	兼	騐	陽去	同上(徵騐效騐應騐考騐證騐)	ȵ	im	22	nj	im	6
艶	日	兼	騐	陽去	美也	ȵ	im	22	nj	im	6
豔	日	兼	騐	陽去	同上(美也)	ȵ	im	22	nj	im	6
灩	日	兼	騐	陽去	瀲灩水滿貌	ȵ	im	22	nj	im	6
焰	日	兼	騐	陽去	火光	ȵ	im	22	nj	im	6
燄	日	兼	騐	陽去	同上(火光)	ȵ	im	22	nj	im	6
爓	日	兼	騐	陽去	火爓	ȵ	im	22	nj	im	6
歛	來	兼	歛	陽去	聚斂	l	im	22	l	im	6
輦	來	兼	歛	陽去	人步挽車	l	im	22	l	im	6
臉	來	兼	歛	陽去	腮臉	l	im	22	l	im	6
瀲	來	兼	歛	陽去	瀲灩水滿貌	l	im	22	l	im	6
漸	精	兼	漸	陽去	次也徐也稍也漬也	ts	im	22	z	im	6
念	泥	兼	念	陽去	思念懷念	n	im	22	n	im	6
儉	見	兼	儉	陽去	慳儉	k	im	22	g	im	6
劫	見	劫	劫	陰入	劫掠強取也奪也剽掠也勢脅也	k	ip	3	g	ip	3
刦	見	劫	劫	陰入	同上(劫掠強取也奪也剽掠也勢脅也)	k	ip	3	g	ip	3
慊	曉	劫	慊	陰入	快也足也慰也	h	ip	3	h	ip	3
怯	曉	劫	慊	陰入	畏也懦也懾也	h	ip	3	h	ip	3
歉	曉	劫	慊	陰入	不足也	h	ip	3	h	ip	3
愜	曉	劫	慊	陰入	快也適也	h	ip	3	h	ip	3
脅	曉	劫	慊	陰入	迫脅	h	ip	3	h	ip	3
恊	曉	劫	慊	陰入	同心也和合也	h	ip	3	h	ip	3
勰	曉	劫	慊	陰入	同心之和也又音思	h	ip	3	h	ip	3
挾	曉	劫	慊	陰入	懷也持也藏也與也帶也掖也	h	ip	3	h	ip	3
攝	審	劫	攝	陰入	兼攝總持也管束也	ʃ	ip	3	sh	ip	3
挕	審	劫	攝	陰入	同上(兼攝總持也管束也)	ʃ	ip	3	sh	ip	3
涉	審	劫	攝	陰入	徒行過水曰涉又干涉	ʃ	ip	3	sh	ip	3
曄	審	劫	攝	陰入	電光也	ʃ	ip	3	sh	ip	3
燁	審	劫	攝	陰入	同上(電光也)	ʃ	ip	3	sh	ip	3
懾	審	劫	攝	陰入	怖也心服也喪氣也怯也	ʃ	ip	3	sh	ip	3
饁	以	劫	饁	陰入	以食餉作田之人也	j	ip	3	j	ip	3
接	精	劫	接	陰入	相續也運也受也待也	ts	ip	3	z	ip	3
揖	精	劫	接	陰入	短揖以進舟名	ts	ip	3	z	ip	3
浹	精	劫	接	陰入	浹洽通徹也	ts	ip	3	z	ip	3
睫	精	劫	接	陰入	目睫目旁毛也	ts	ip	3	z	ip	3
捷	精	劫	接	陰入	勝也	ts	ip	3	z	ip	3
輒	照	劫	輒	陰入	急然也專也即也就也	tʃ	ip	3	zh	ip	3
摺	照	劫	輒	陰入	摺曡	tʃ	ip	3	zh	ip	3
褶	照	劫	輒	陰入	衣也	tʃ	ip	3	zh	ip	3
襵	照	劫	輒	陰入	同上(衣也)	tʃ	ip	3	zh	ip	3
慴	照	劫	輒	陰入	同上(衣也)	tʃ	ip	3	zh	ip	3
帖	透	劫	帖	陰入	簡帖券帖	tʰ	ip	3	t	ip	3
貼	透	劫	帖	陰入	粘貼附也	tʰ	ip	3	t	ip	3
怗	透	劫	帖	陰入	安也服也定也靜也	tʰ	ip	3	t	ip	3
妾	淸	劫	妾	陰入	次妻曰妾	tsʰ	ip	3	c	ip	3
牒	端	劫	牒	陽入	札也簡也又官府移文謂之牒	t	ip	2	d	ip	6
渫	端	劫	牒	陽入	間渫軍中間也即今細作也	t	ip	2	d	ip	6
喋	端	劫	牒	陽入	多言便莅	t	ip	2	d	ip	6
蝶	端	劫	牒	陽入	蝴蝶	t	ip	2	d	ip	6
蹀	端	劫	牒	陽入	踐履也	t	ip	2	d	ip	6
鍱	端	劫	牒	陽入	鍋鍱錫鍱	t	ip	2	d	ip	6
疊	端	劫	牒	陽入	重曡積也累也又震曡	t	ip	2	d	ip	6
叠	端	劫	牒	陽入	同上(重曡積也累也又震曡)	t	ip	2	d	ip	6
艓	端	劫	牒	陽入	小舟	t	ip	2	d	ip	6
揲	端	劫	牒	陽入	摺揲	t	ip	2	d	ip	6
屧	端	劫	牒	陽入	履中薦	t	ip	2	d	ip	6
諜	端	劫	牒	陽入	間諜	t	ip	2	d	ip	6
韘	端	劫	牒	陽入	射決也	t	ip	2	d	ip	6
碟	端	劫	牒	陽入	碗碟	t	ip	2	d	ip	6
楪	端	劫	牒	陽入	木楪	t	ip	2	d	ip	6
獵	來	劫	獵	陽入	逐取禽獸也	l	ip	2	l	ip	6
躐	來	劫	獵	陽入	踐履也踰等也不循次謂躐等	l	ip	2	l	ip	6
鬣	來	劫	獵	陽入	馬領毛曰鬣魚龍頷旁小鬃亦曰鬣又豕曰剛鬣	l	ip	2	l	ip	6
聶	泥	劫	聶	陽入	細切肉也又姓	n	ip	2	n	ip	6
躡	泥	劫	聶	陽入	登也踏也	n	ip	2	n	ip	6
鑷	泥	劫	聶	陽入	取魚器也	n	ip	2	n	ip	6
捏	泥	劫	聶	陽入	捏誣	n	ip	2	n	ip	6
涅	泥	劫	聶	陽入	染皂物	n	ip	2	n	ip	6
捻	泥	劫	聶	陽入	用指捻物	n	ip	2	n	ip	6
籋	泥	劫	聶	陽入	箝也又與攝同	n	ip	2	n	ip	6
業	日	劫	業	陽入	事業功業產業凡切治者皆業也又既也	ȵ	ip	2	nj	ip	6
鄴	日	劫	業	陽入	鄴架即書架也	ȵ	ip	2	nj	ip	6
葉	以	劫	葉	陽入	樹葉國家至末世曰中葉	j	ip	2	j	ip	6
津	精	津	津	陰平	濟渡處又津液	ts	ɵn	53	z	eon	1
遵	精	津	津	陰平	循也率也	ts	ɵn	53	z	eon	1
樽	精	津	津	陰平	酒樽	ts	ɵn	53	z	eon	1
鐏	精	津	津	陰平	同上(酒樽)	ts	ɵn	53	z	eon	1
罇	精	津	津	陰平	同上(酒樽)	ts	ɵn	53	z	eon	1
尊	精	津	津	陰平	同上(酒樽)	ts	ɵn	53	z	eon	1
蓁	精	津	津	陰平	美盛貌	ts	ɵn	53	z	eon	1
溱	精	津	津	陰平	水名	ts	ɵn	53	z	eon	1
榛	精	津	津	陰平	木名	ts	ɵn	53	z	eon	1
臻	精	津	津	陰平	至也	ts	ɵn	53	z	eon	1
荀	心	津	荀	陰平	姓	s	ɵn	53	s	eon	1
恂	心	津	荀	陰平	信實嚴謹之貌	s	ɵn	53	s	eon	1
洵	心	津	荀	陰平	信也	s	ɵn	53	s	eon	1
殉	心	津	荀	陰平	從葬曰殉	s	ɵn	53	s	eon	1
詢	心	津	荀	陰平	咨詢問也	s	ɵn	53	s	eon	1
徇	心	津	荀	陰平	順也歸也又以身從物曰徇	s	ɵn	53	s	eon	1
郇	心	津	荀	陰平	郇伯郇侯	s	ɵn	53	s	eon	1
逡	心	津	荀	陰平	逡巡退卻之貌	s	ɵn	53	s	eon	1
珣	心	津	荀	陰平	玉名	s	ɵn	53	s	eon	1
峋	心	津	荀	陰平	嶙峋山厓重深貌	s	ɵn	53	s	eon	1
屯	照	津	屯	陰平	厚屯難也屈也	tʃ	ɵn	53	zh	eon	1
迍	照	津	屯	陰平	迍邅	tʃ	ɵn	53	zh	eon	1
肫	照	津	屯	陰平	懇至貌	tʃ	ɵn	53	zh	eon	1
諄	照	津	屯	陰平	詳語貌又懇誠也	tʃ	ɵn	53	zh	eon	1
啍	照	津	屯	陰平	啍啍重語貌	tʃ	ɵn	53	zh	eon	1
春	穿	津	春	陰平	四季之首	tʃʰ	ɵn	53	ch	eon	1
椿	穿	津	春	陰平	木名父曰椿母曰萱	tʃʰ	ɵn	53	ch	eon	1
膥	穿	津	春	陰平	鳥之卵	tʃʰ	ɵn	53	ch	eon	1
敦	端	津	敦	陰平	篤厚也	t	ɵn	53	d	eon	1
惇	端	津	敦	陰平	同上(篤厚也)	t	ɵn	53	d	eon	1
憝	端	津	敦	陰平	大惡也	t	ɵn	53	d	eon	1
湍	透	津	湍	陰平	湯春切波流瀠洄	tʰ	ɵn	53	t	eon	1
巡	淸	津	巡	陽平	巡視行也遍也又逡巡退卻也	tsʰ	ɵn	21	c	eon	4
秦	淸	津	巡	陽平	國名又姓	tsʰ	ɵn	21	c	eon	4
𨪦	淸	津	巡	陽平	鐵𨪦	tsʰ	ɵn	21	c	eon	4
螓	淸	津	巡	陽平	似蟬而小	tsʰ	ɵn	21	c	eon	4
揗	淸	津	巡	陽平	以手相安慰曰揗	tsʰ	ɵn	21	c	eon	4
循	淸	津	巡	陽平	順也又遵循撫循又循良	tsʰ	ɵn	21	c	eon	4
馴	淸	津	巡	陽平	善也漸也	tsʰ	ɵn	21	c	eon	4
旬	淸	津	巡	陽平	十日曰一旬	tsʰ	ɵn	21	c	eon	4
紃	淸	津	巡	陽平	組紃	tsʰ	ɵn	21	c	eon	4
倫	來	津	倫	陽平	五倫又次序也又倫類等也	l	ɵn	21	l	eon	4
綸	來	津	倫	陽平	比其類而合之也又經綸絲綸	l	ɵn	21	l	eon	4
掄	來	津	倫	陽平	掄選	l	ɵn	21	l	eon	4
淪	來	津	倫	陽平	沉淪	l	ɵn	21	l	eon	4
輪	來	津	倫	陽平	車輪	l	ɵn	21	l	eon	4
崘	來	津	倫	陽平	崐崘山名	l	ɵn	21	l	eon	4
遴	來	津	倫	陽平	慎選也	l	ɵn	21	l	eon	4
鄰	來	津	倫	陽平	比也近也類也	l	ɵn	21	l	eon	4
粼	來	津	倫	陽平	水清石見之貌	l	ɵn	21	l	eon	4
磷	來	津	倫	陽平	薄也	l	ɵn	21	l	eon	4
鱗	來	津	倫	陽平	魚鱗	l	ɵn	21	l	eon	4
麟	來	津	倫	陽平	麒麟牡曰麒牝曰麟	l	ɵn	21	l	eon	4
僯	來	津	倫	陽平	車之左任曰僯	l	ɵn	21	l	eon	4
驎	來	津	倫	陽平	馬黑色曰驎	l	ɵn	21	l	eon	4
轔	來	津	倫	陽平	轔轔車聲也	l	ɵn	21	l	eon	4
潾	來	津	倫	陽平	水聲	l	ɵn	21	l	eon	4
粦	來	津	倫	陽平	野火	l	ɵn	21	l	eon	4
䑳	來	津	倫	陽平	舟也	l	ɵn	21	l	eon	4
燐	來	津	倫	陽平	鬼火	l	ɵn	21	l	eon	4
嶙	來	津	倫	陽平	嶙峋	l	ɵn	21	l	eon	4
璘	來	津	倫	陽平	玉文	l	ɵn	21	l	eon	4
蜦	來	津	倫	陽平	黑色蛇也	l	ɵn	21	l	eon	4
純	審	津	純	陽平	純粹又不雜也	ʃ	ɵn	21	sh	eon	4
淳	審	津	純	陽平	厚也樸也	ʃ	ɵn	21	sh	eon	4
醇	審	津	純	陽平	酒醋味厚曰醇	ʃ	ɵn	21	sh	eon	4
焞	審	津	純	陽平	盛大也	ʃ	ɵn	21	sh	eon	4
鶉	審	津	純	陽平	鳥名	ʃ	ɵn	21	sh	eon	4
蓴	審	津	純	陽平	甘菜又音團	ʃ	ɵn	21	sh	eon	4
唇	審	津	純	陽平	口唇	ʃ	ɵn	21	sh	eon	4
脣	審	津	純	陽平	同上(口唇)	ʃ	ɵn	21	sh	eon	4
漘	審	津	純	陽平	河邊	ʃ	ɵn	21	sh	eon	4
犉	審	津	純	陽平	黃牛黑脣曰犉	ʃ	ɵn	21	sh	eon	4
贐	精	津	贐	陰上	送行之禮曰贐	ts	ɵn	35	z	eon	2
藎	精	津	贐	陰上	忠愛曰藎臣	ts	ɵn	35	z	eon	2
燼	精	津	贐	陰上	火燭之灰也燒後曰燼	ts	ɵn	35	z	eon	2
儘	精	津	贐	陰上	皆也	ts	ɵn	35	z	eon	2
準	照	津	準	陰上	準則平也擬也	tʃ	ɵn	35	zh	eon	2
隼	照	津	準	陰上	鷙鳥	tʃ	ɵn	35	zh	eon	2
