繁体	简体	IPA	注释	来源		#說明：	
氐	氐	ti3		蘇州同音字彙1892			
剃	剃	tʰi5		蘇州同音字彙1892			
爹	爹	tiɑ1	阿~	蘇州同音字彙1892			
屌	屌	tiɐɵ3		蘇州同音字彙1892			
窵	窎	tiɐɵ5		蘇州同音字彙1892			
吊	吊	tiɐɵ5		蘇州同音字彙1892			
眺	眺	tʰiɐɵ5		蘇州同音字彙1892			
跳	跳	tʰiɐɵ5		蘇州同音字彙1892			
跌	跌	tiɪʔ7		蘇州同音字彙1892			
摘	摘	tiɪʔ7		蘇州同音字彙1892			
踢	踢	tʰiɪʔ7		蘇州同音字彙1892			
銕	铁	tʰiɪʔ7		蘇州同音字彙1892			
𰔺	𫽢	toʔ7	吳語。動詞。扔；隆起；扣擊；打；用言語回擊對方；斷定；用指戳。	蘇州同音字彙1892			
厾	厾	toʔ7	吳語。扔：~脫，扔掉	蘇州同音字彙1892			
漉	漉	toʔ7		蘇州同音字彙1892			
熝	熝	toʔ7		蘇州同音字彙1892			
煆	煆	tœ̃5	疑爲“煅”	蘇州同音字彙1892			
煆	煆	ho5	~~熱	蘇州同音常用字彙			
鍛	锻	tœ̃5	~煉	蘇州同音字彙1892			
斷	断	tœ̃5	決~	蘇州同音字彙1892			
籪	簖	tœ̃5	蟹~	蘇州同音字彙1892			
猭	猭	tʰœ̃5		蘇州同音字彙1892			
豕	豕	tʰœ̃5	疑爲“彖”	蘇州同音字彙1892			
佟	佟	toŋ1		蘇州同音字彙1892			
董	董	toŋ3	~事	蘇州同音字彙1892			
懂	懂	toŋ3	倷阿~	蘇州同音字彙1892			
桶	桶	tʰoŋ3		蘇州同音字彙1892			
襠	裆	tɔŋ1		蘇州同音字彙1892			
擋	挡	tɔŋ3		蘇州同音字彙1892			
躺	躺	tʰɔŋ3		蘇州同音字彙1892			
淌	淌	tʰɔŋ3		蘇州同音字彙1892			
之	之	ʦɿ1		蘇州同音字彙1892			
諮	咨	ʦɿ1		蘇州同音字彙1892			
仔	仔	ʦɿ3	~細	蘇州同音字彙1892			
紙	纸	ʦɿ3	~頭：紙的總稱	蘇州同音字彙1892			
籽	籽	ʦɿ3	~種	蘇州同音字彙1892			
疵	疵	ʦʰɿ1		蘇州同音字彙1892			
眵	眵	ʦʰɿ1	眼~	蘇州同音字彙1892			
跐	跐	ʦʰɿ3		蘇州同音字彙1892			
齒	齿	ʦʰɿ3		蘇州同音字彙1892			
厠	厕	ʦʰɿ5	~所	蘇州同音字彙1892			
齋	斋	tsɑ1	白讀：采芝~	蘇州同音字彙1892			
債	债	tsɑ5	欠~還錢	蘇州同音字彙1892			
笊	笊	tsɑ3	白讀	蘇州同音常用字彙			
笊	笊	tsɑ5	白讀	蘇州同音常用字彙			
差	差	ʦʰɑ1	白讀：~使	蘇州同音字彙1892			
釵	钗	ʦʰɑ1		蘇州同音常用字彙			
蔡	蔡	ʦʰɑ5	姓	蘇州同音字彙1892			
塠	塠	ʦe1		蘇州同音字彙1892			
者	者	ʦe3	文讀：作~	蘇州同音字彙1892			
宰	宰	ʦe3	~牛	蘇州同音字彙1892			
載	载	ʦe3		蘇州同音字彙1892			
啐	啐	ʦʰe5	~來~去	蘇州同音字彙1892			
燦	灿	ʦʰe5		蘇州同音字彙1892			
𣈄	𣈄	ʦʰe5		蘇州同音字彙1892			
紮	扎	tsaʔ7	~~緊	蘇州同音常用字彙			
窄	窄	tsaʔ7	狹~	蘇州同音常用字彙			
紥	扎	tsɑʔ7		蘇州同音字彙1892			
札	札	tsɑʔ7		蘇州同音字彙1892			
只	只	tsɑʔ7	白讀：一~老黄牛	蘇州同音字彙1892			
隻	只	tsɑʔ7		蘇州同音字彙1892			
扎	扎	tsɑʔ7		蘇州同音字彙1892			
摘	摘	tsɑʔ7		蘇州同音字彙1892			
仄	仄	tsɑʔ7		蘇州同音字彙1892			
窄	窄	tsɑʔ7		蘇州同音字彙1892			
榨	榨	tsɑʔ7		蘇州同音字彙1892			
拆	拆	tsʰɑʔ7	~蝕	蘇州同音字彙1892			
坼	坼	tsʰɑʔ7	白讀	蘇州同音常用字彙			
尺	尺	tsʰɑʔ7	白讀：公~	蘇州同音字彙1892			
冊	册	tsʰɑʔ7	白讀：書一~	蘇州同音字彙1892			
赤	赤	tsʰɑʔ7	白讀：~豆	蘇州同音字彙1892			
察	察	tsʰɑʔ7		蘇州同音字彙1892			
插	插	tsʰɑʔ7		蘇州同音字彙1892			
䃰	䃰	tsʰɑʔ7		蘇州同音字彙1892			
鍤	锸	tsʰɑʔ7		蘇州同音字彙1892			
測	测	tsʰɑʔ7		蘇州同音字彙1892			
策	策	tsʰɑʔ7	白讀：計~	蘇州同音字彙1892			
擦	擦	tsʰɑʔ7		蘇州同音字彙1892			
爭	争	tsaŋ1		蘇州同音字彙1892			
争	争	tsaŋ1	白讀：~天奪地	蘇州同音常用字彙			
諍	诤	tsaŋ5		蘇州同音字彙1892			
撑	撑	ʦʰaŋ1	白讀：臂膊~子，胳膊肘兒	蘇州同音字彙1892			
抓	抓	ʦɐɵ1		蘇州同音字彙1892			
醩	糟	ʦɐɵ1		蘇州同音字彙1892			
找	找	ʦɐɵ3	~頭	蘇州同音字彙1892			
蚤	蚤	ʦɐɵ3		蘇州同音字彙1892			
搔	搔	ʦɐɵ3		蘇州同音字彙1892			
瘙	瘙	ʦɐɵ5		蘇州同音字彙1892			
竈	灶	ʦɐɵ5		蘇州同音字彙1892			
灶	灶	ʦɐɵ5		蘇州同音字彙1892			
操	操	ʦʰɐɵ1	體~	蘇州同音字彙1892			
吵	吵	ʦʰɐɵ3	~鬧	蘇州同音字彙1892			
鈔	钞	ʦʰɐɵ5	~票	蘇州同音字彙1892			
躁	躁	ʦʰɐɵ5		蘇州同音字彙1892			
只	只	ʦəʔ7	~有	蘇州同音字彙1892			
敕	敕	ʦʰəʔ7		蘇州同音字彙1892			
棦	棦	ʦən1		蘇州同音字彙1892			
睜	睁	ʦən1		蘇州同音字彙1892			
珍	珍	ʦən1		蘇州同音字彙1892			
墫	墫	ʦən1		蘇州同音字彙1892			
忖	忖	ʦʰən3		蘇州同音字彙1892			
陬	陬	ʦəʏ1		蘇州同音字彙1892			
輈	辀	ʦəʏ1		蘇州同音字彙1892			
鯫	鲰	ʦəʏ1		蘇州同音字彙1892			
湊	凑	ʦʰəʏ5	~巧	蘇州同音字彙1892			
虀	齑	tsi1	鹹~	蘇州同音常用字彙			
鯽	鲫	tsi1	白讀	蘇州同音字彙1892			
癠	癠	tsi5		蘇州同音字彙1892			
凄	凄	ʦʰi1		蘇州同音字彙1892			
蛆	蛆	ʦʰi1		蘇州同音字彙1892			
且	且	ʦʰi3	文讀：而~	蘇州同音字彙1892			
娶	娶	ʦʰi3		蘇州同音字彙1892			
姊	姊	ʦiɑ3	白讀	蘇州同音字彙1892			
姐	姐	ʦiɑ3	白讀：~~	蘇州同音字彙1892			
螿	螀	ʦiaŋ1	寒~，寒蟬	蘇州同音字彙1892			
獎	奖	ʦiaŋ3		蘇州同音字彙1892			
搶	抢	ʦʰiaŋ3		蘇州同音字彙1892			
䟹	䟹	ʦʰiaŋ5	疑爲“蹡”	蘇州同音字彙1892			
戧	戗	ʦʰiaŋ5	~主意	蘇州同音常用字彙			
嗆	呛	ʦʰiaŋ5	咳~	蘇州同音常用字彙			
噍	噍	ʦiɐɵ1		蘇州同音字彙1892			
鐎	鐎	ʦiɐɵ1		蘇州同音字彙1892			
燋	燋	ʦiɐɵ5		蘇州同音字彙1892			
俏	俏	ʦʰiɐɵ5		蘇州同音字彙1892			
卽	即	ʦiɪʔ7		蘇州同音字彙1892			
癤	疖	ʦiɪʔ7	瘡~	蘇州同音字彙1892			
跡	迹	ʦiɪʔ7		蘇州同音字彙1892			
㭍	柒	ʦʰiɪʔ7	“七”的大寫	蘇州同音字彙1892			
趨	趋	ʦʰiɪʔ7		蘇州同音字彙1892			
楂	楂	tso1	~糕	蘇州同音常用字彙			
揸	揸	tso1		蘇州同音字彙1892			
渣	渣	tso1		蘇州同音字彙1892			
遮	遮	tso1	~蓋	蘇州同音字彙1892			
笮	笮	tso5		蘇州同音常用字彙			
咋	咋	tso5		蘇州同音字彙1892			
痄	痄	tso5		蘇州同音字彙1892			
醡	榨	tso5		蘇州同音字彙1892			
榨	榨	tso5	~床	蘇州同音常用字彙			
蔗	蔗	tso5	甘~	蘇州同音字彙1892			
樜	柘	tso5		蘇州同音字彙1892			
扠	叉	ʦʰo1	兩手~腰	蘇州同音字彙1892			
义	义	ʦʰo1	應爲“叉”	蘇州同音字彙1892			
鯧	鲳	ʦʰo1	白讀	蘇州同音常用字彙			
姹	姹	ʦʰo3		蘇州同音字彙1892			
杈	杈	ʦʰo5		蘇州同音字彙1892			
岔	岔	ʦʰo5	三~路口	蘇州同音字彙1892			
錯	错	ʦʰo5	~誤	蘇州同音常用字彙			
琢	琢	ʦoʔ7		蘇州同音字彙1892			
戳	戳	ʦʰoʔ7		蘇州同音字彙1892			
攢	攒	ʦœ̃1	《洪武正韻》：祖官切	蘇州同音字彙1892			
纘	缵	ʦœ̃1		蘇州同音字彙1892			
攛	撺	ʦʰœ̃1		蘇州同音字彙1892			
参	参	ʦʰœ̃1		蘇州同音字彙1892			
飱	飧	ʦʰœ̃1	疑爲“餐”	蘇州同音字彙1892			
䱗	䱗	ʦʰœ̃1	~鰷魚	蘇州同音常用字彙			
棕	棕	ʦoŋ1	~墊	蘇州同音常用字彙			
踪	踪	ʦoŋ1	~跡	蘇州同音字彙1892			
驄	骢	ʦoŋ1		蘇州同音字彙1892			
縱	纵	ʦoŋ1		蘇州同音字彙1892			
粽	粽	ʦoŋ5	~子	蘇州同音字彙1892			
怱	匆	ʦʰoŋ1		蘇州同音字彙1892			
葱	葱	ʦʰoŋ1	胡~	蘇州同音字彙1892			
章	章	ʦɔŋ1	白讀：姓	蘇州同音字彙1892			
樟	樟	ʦɔŋ1	白讀：香~木（用來製作木箱的高級木材）	蘇州同音字彙1892			
獐	獐	ʦɔŋ1	白讀：~頭鼠目	蘇州同音字彙1892			
髒	脏	ʦɔŋ5		蘇州同音字彙1892			
障	障	ʦɔŋ5		蘇州同音字彙1892			
撐	撑	ʦʰaŋ1	~篙子	蘇州同音常用字彙			
菖	菖	ʦʰɔŋ1	白讀：~蒲	蘇州同音字彙1892			
創	创	ʦʰɔŋ1	~脫：浪費，白費	蘇州同音字彙1892			
創	创	ʦʰɔŋ5	~辦	鄉音字類			
瑲	玱	ʦʰɔŋ1		蘇州同音字彙1892			
閶	阊	ʦʰɔŋ1	白讀：~門	蘇州同音字彙1892			
艙	舱	ʦʰɔŋ1	船~	蘇州同音字彙1892			
唱	唱	ʦʰɔŋ5	白讀：~歌	蘇州同音字彙1892			
伐	伐	vɑʔ8		蘇州同音字彙1892			
乏	乏	vɑʔ8		蘇州同音字彙1892			
罰	罚	vɑʔ8		蘇州同音字彙1892			
閥	阀	vɑʔ8		蘇州同音字彙1892			
坆	坆	vən2	疑爲“坟”	蘇州同音字彙1892			
忿	忿	vən6		蘇州同音字彙1892			
分	分	vən6	二~之一；守本~	蘇州同音字彙1892			
份	份	vən6	公~	蘇州同音字彙1892			
阜	阜	vəʏ6		蘇州同音字彙1892			
逢	逢	voŋ2		蘇州同音字彙1892			
𫯠	奉	voŋ6		蘇州同音字彙1892			
腐	腐	vu4		蘇州同音字彙1892			
務	务	vu6		蘇州同音字彙1892			
淮	淮	ɦuɑ2	白讀：~上	蘇州同音常用字彙			
槐	槐	ɦuɑ2	白讀：~樹	蘇州同音字彙1892			
懷	怀	ɦuɑ2	白讀	蘇州同音字彙1892			
壞	坏	ɦuɑ6	白讀	蘇州同音字彙1892			
滙	汇	ɦue2		蘇州同音字彙1892			
桅	桅	ɦue2		蘇州同音字彙1892			
蛔	蛔	ɦue2	~蟲	蘇州同音字彙1892			
鮰	鮰	ɦue2		蘇州同音常用字彙			
煨	煨	ue1		蘇州同音字彙1892			
帷	帷	ɦue2		蘇州同音字彙1892			
迴	回	ɦue2		蘇州同音字彙1892			
葦	苇	ɦue4		蘇州同音字彙1892			
薈	荟	ue3		蘇州同音字彙1892			
委	委	ue3		蘇州同音字彙1892			
爲	为	ɦue6		蘇州同音字彙1892			
緯	纬	ɦue6		蘇州同音字彙1892			
畏	畏	ue5		蘇州同音字彙1892			
穢	秽	ue5	汚~	蘇州同音字彙1892			
猾	猾	ɦuɑʔ8		蘇州同音字彙1892			
𪟖	𠛾	ɦuɑʔ8	疑爲“劃”	蘇州同音字彙1892			
刎	刎	ɦuɑʔ8		蘇州同音字彙1892			
餛	馄	ɦuən2	~飩	蘇州同音字彙1892			
飩	饨	dən2	餛~	蘇州同音常用字彙			
混	混	huən5	~日脚	蘇州同音字彙1892			
穩	稳	uən5		蘇州同音字彙1892			
浣	浣	ɦuœ̃4		蘇州同音字彙1892			
緩	缓	uœ̃3		蘇州同音字彙1892			
緩	缓	ɦuœ̃4	中州韻	蘇州同音常用字彙			
黃	黄	ɦuɔŋ2		蘇州同音字彙1892			
磺	磺	ɦuɔŋ2	硫~	蘇州同音字彙1892			
遑	遑	ɦuɔŋ2		蘇州同音字彙1892			
旺	旺	ɦuɔŋ4		蘇州同音字彙1892			
爺	爷	ɦiɑ2		蘇州同音字彙1892			
涯	涯	ɦiɑ2		蘇州同音字彙1892			
睚	睚	ɦiɑ2		蘇州同音字彙1892			
野	野	ɦiɑ4	白讀：荒山~裡	蘇州同音字彙1892			
冶	冶	ɦiɑ4	白讀：~坊	蘇州同音常用字彙			
鴉	鸦	ɦiɑ4	據《集韻》：語下切	蘇州同音常用字彙			
夜	夜	ɦiɑ6		蘇州同音字彙1892			
煬	炀	ɦiaŋ2		蘇州同音字彙1892			
窰	窑	ɦiɐɵ2		蘇州同音字彙1892			
窯	窑	ɦiɐɵ2	磚~	蘇州同音常用字彙			
舀	舀	ɦiɐɵ4	~一碗水	蘇州同音字彙1892			
係	系	ɦi2	本應讀陽去	蘇州同音字彙1892			
咦	咦	ɦi2		蘇州同音字彙1892			
易	易	ɦi6	容~	蘇州同音字彙1892			
逸	逸	ɦiɪʔ8		蘇州同音字彙1892			
歝	斁	ɦiɪʔ8		蘇州同音字彙1892			
𠲔	𠲔	ɦiɪʔ8		蘇州同音字彙1892			
蜴	蜴	ɦiɪʔ8		蘇州同音字彙1892			
恊	恊	ɦiɪʔ8		蘇州同音字彙1892			
弋	弋	ɦiɪʔ8		蘇州同音字彙1892			
遊	游	ɦiʏ2		蘇州同音字彙1892			
佑	佑	ɦiʏ6		蘇州同音字彙1892			
幼	幼	ɦiʏ6		蘇州同音字彙1892			
元	元	ɦiœ̃2		蘇州同音字彙1892			
芫	芫	ɦiœ̃2		蘇州同音字彙1892			
圓	圆	ɦiœ̃2	事寬則~	蘇州同音字彙1892			
寃	冤	iœ̃1		蘇州同音字彙1892			
鴛	鸳	iœ̃1	~鴦	蘇州同音字彙1892			
瘀	瘀	y1		蘇州同音字彙1892			
於	于	y1		蘇州同音常用字彙			
餘	余	ɦy2		蘇州同音字彙1892			
雨	雨	ɦy4		蘇州同音字彙1892			
圩	圩	y1	聲調據《字彙》：雲俱切，音于。岸也	蘇州同音常用字彙			
與	与	ɦy4	~分	蘇州同音字彙1892			
䘖	御	ɦy6		蘇州同音字彙1892			
御	御	ɦy6		蘇州同音字彙1892			
禦	御	ɦy4		蘇州同音字彙1892			
鉞	钺	ɦyɪʔ8		蘇州同音字彙1892			
匙	匙	zɿ2		蘇州同音字彙1892			
鰣	鲥	zɿ2	白讀	蘇州同音常用字彙			
甆	瓷	zɿ2	~器。同”瓷“	蘇州同音常用字彙			
柿	柿	zɿ4	~子	蘇州同音常用字彙			
耜	耜	zɿ4	~頭	蘇州同音常用字彙			
嗣	嗣	zɿ6	後~	蘇州同音常用字彙			
巳	巳	zɿ6		蘇州同音字彙1892			
士	士	zɿ6		蘇州同音字彙1892			
市	市	zɿ6		蘇州同音字彙1892			
仕	仕	zɿ6		蘇州同音字彙1892			
自	自	zɿ6		蘇州同音字彙1892			
祀	祀	zɿ6		蘇州同音字彙1892			
是	是	zɿ6		蘇州同音字彙1892			
蒔	莳	zɿ6	白讀：~秧	蘇州同音常用字彙			
氏	氏	zɿ6	理論應讀陽上	蘇州同音字彙1892			
柴	柴	zɑ2	①席~，指亂七八糟，忙乱。②姓	蘇州同音字彙1892			
惹	惹	zɑ4	肚皮~，拉肚子	蘇州同音字彙1892			
石	石	zɑʔ8	白讀：①~湖。②姓	蘇州同音字彙1892			
煠	煠	zɑʔ8	油~檜	蘇州同音常用字彙			
宅	宅	zɑʔ8	白讀	蘇州同音常用字彙			
煠	煠	zaʔ8	用水或用油把食物煮一下：~蟹	蘇州同音字彙1892			
嘗	尝	zɔŋ2	白讀：~~看	蘇州同音常用字彙			
上	上	zɔŋ4	白讀：~當|~一埭	蘇州同音字彙1892			
尚	尚	zɔŋ6	白讀：和~	蘇州同音字彙1892			
奔	奔	pən1	~去	鄉音字類			
祊	祊	pən1		鄉音字類			
崩	崩	pən1	山~	鄉音字類			
绷	绷	pən1		鄉音字類			
堋	堋	pən1		鄉音字類			
弸	弸	pən1		鄉音字類			
畚	畚	pən3	撮垃圾：垃圾~~脫。今讀陰平。	鄉音字類			
本	本	pən3		鄉音字類			
伻	伻	pʰən1		鄉音字類			
怦	怦	pʰən1		鄉音字類			
抨	抨	pʰən1		鄉音字類			
匉	匉	pʰən1		鄉音字類			
砰	砰	pʰən1	石聲	鄉音字類			
烹	烹	pʰən1		鄉音字類			
澎	澎	pʰən1		鄉音字類			
噴	喷	pʰən1	~水	鄉音字類			
荓	荓	pʰən1		鄉音字類			
朋	朋	bən2		鄉音字類			
鵬	鹏	bən2		鄉音字類			
鬅	鬅	bən2		鄉音字類			
棚	棚	bən2		鄉音字類			
彭	彭	bən2		鄉音字類			
蟛	蟛	bən2		鄉音字類			
坌	坌	bən2	應讀陽去	鄉音字類			
笨	笨	bən6		鄉音字類			
悶	闷	mən1	氣~	蘇州同音常用字彙			
燜	焖	mən1	燜~	蘇州同音常用字彙			
門	门	mən2		鄉音字類			
捫	扪	mən2		鄉音字類			
璊	璊	mən2		鄉音字類			
樠	樠	mən2		鄉音字類			
盟	盟	mən2		鄉音字類			
萌	萌	mən2		鄉音字類			
氓	氓	mən2		鄉音字類			
甍	甍	mən2		鄉音字類			
蝱	蝱	mən2		鄉音字類			
猛	猛	mən3		鄉音字類			
孟	孟	mən4		鄉音字類			
悶	闷	mən4		鄉音字類			
分	分	fən1		鄉音字類			
饙	饙	fən1		鄉音字類			
餴	餴	fən1		鄉音字類			
紛	纷	fən1		鄉音字類			
芬	芬	fən1	~芳	鄉音字類			
朆	朆	fən1	~吃飯唻	蘇州同音常用字彙			
粉	粉	fən3		鄉音字類			
糞	粪	fən5		鄉音字類			
奮	奋	fən5	~勉	鄉音字類			
僨	偾	fən5		鄉音字類			
紋	纹	vən2		鄉音字類			
蚊	蚊	vən2		鄉音字類			
蚊	蚊	mən2	白讀：~子	蘇州同音常用字彙			
雯	雯	vən2		鄉音字類			
聞	闻	vən2	百~不如一見	鄉音字類			
文	文	vən2		鄉音字類			
焚	焚	vən2		鄉音字類			
棼	棼	vən2		鄉音字類			
枌	枌	vən2		鄉音字類			
汾	汾	vən2		鄉音字類			
妢	妢	vən2		鄉音字類			
鼖	鼖	vən2		鄉音字類			
羵	羵	vən2		鄉音字類			
豶	豮	vən2		鄉音字類			
蕡	蕡	vən2		鄉音字類			
墳	坟	vən2	~墓	鄉音字類			
濆	濆	vən2		鄉音字類			
幩	幩	vən2		鄉音字類			
氛	氛	vən2		鄉音字類			
吻	吻	vən4		鄉音字類			
刎	刎	vən4		鄉音字類			
忿	忿	vən4		鄉音字類			
憤	愤	vən4		鄉音字類			
紊	紊	vən6		鄉音字類			
抆	抆	vən6		鄉音字類			
汶	汶	vən6		鄉音字類			
問	问	vən6	文讀	鄉音字類			
絻	絻	vən6		鄉音字類			
登	登	tən1		鄉音字類			
豋	登	tən1		鄉音字類			
燈	灯	tən1	~柱	鄉音字類			
簦	簦	tən1		鄉音字類			
惇	惇	tən1		鄉音字類			
埻	埻	tən1		鄉音字類			
噸	吨	tən1		蘇州同音常用字彙			
墩	墩	tən1		鄉音字類			
敦	敦	tən1		鄉音字類			
躉	趸	tən3	一~當買下來	鄉音字類			
等	等	tən3		鄉音字類			
磴	磴	tən5		鄉音字類			
鐙	镫	tən5		鄉音字類			
頓	顿	tən5		鄉音字類			
吞	吞	tʰən1		鄉音字類			
暾	暾	tʰən1	温~水	鄉音字類			
燉	燉	tʰən1		鄉音字類			
涒	涒	tʰən1		鄉音字類			
焞	焞	tʰən1		鄉音字類			
畽	畽	tʰən3		鄉音字類			
氽	氽	tʰən3	~辣水面浪	蘇州同音常用字彙			
幐	幐	dən2		鄉音字類			
縢	縢	dən2		鄉音字類			
謄	謄	dən2		鄉音字類			
騰	腾	dən2		鄉音字類			
藤	藤	dən2	~條	鄉音字類			
滕	滕	dən2		鄉音字類			
豚	豚	dən2		鄉音字類			
臀	臀	dən2	坐~	鄉音字類			
盾	盾	dən4		鄉音字類			
沌	沌	dən4	混~	鄉音字類			
囤	囤	dən4	放置穀物的器具：米~	鄉音字類			
楯	楯	dən4		鄉音字類			
輴	輴	dən4		鄉音字類			
遯	遁	dən6		鄉音字類			
鈍	钝	dən6		鄉音字類			
鄧	邓	dən6	姓	鄉音字類			
瞪	瞪	dən2	類推音	蘇州同音常用字彙			
瞪	瞪	dən6	類推音	蘇州同音常用字彙			
能	能	nən2	~幹	鄉音字類			
獰	狞	nən2		鄉音字類			
嫩	嫩	nən6		鄉音字類			
鱗	鳞	lən2	白讀：魚~爿	蘇州同音常用字彙			
崙	崙	lən2	崑~山	鄉音字類			
論	论	lən2		鄉音字類			
掄	抡	lən2		鄉音字類			
倫	伦	lən2		鄉音字類			
淪	沦	lən2		鄉音字類			
䑳	䑳	lən2		鄉音字類			
輪	轮	lən2	~盤	鄉音字類			
綸	纶	lən2		鄉音字類			
圇	囵	lən2	囫~吞	鄉音字類			
棱	棱	lən2		鄉音字類			
楞	楞	lən2		鄉音字類			
冷	冷	lən4		鄉音字類			
曾	曾	ʦən1	~孫	鄉音字類			
增	增	ʦən1		鄉音字類			
繒	缯	ʦən1		鄉音字類			
憎	憎	ʦən1		鄉音字類			
矰	矰	ʦən1		鄉音字類			
罾	罾	ʦən1	扳~	鄉音字類			
蓁	蓁	ʦən1		鄉音字類			
溱	溱	ʦən1		鄉音字類			
臻	臻	ʦən1		鄉音字類			
榛	榛	ʦən1	~子	鄉音字類			
罇	罇	ʦən1		鄉音字類			
尊	尊	ʦən1	~長	鄉音字類			
樽	樽	ʦən1		鄉音字類			
遵	遵	ʦən1	~命	鄉音字類			
嶟	嶟	ʦən1		鄉音字類			
争	争	ʦən1		蘇州同音常用字彙			
爭	争	ʦən1		鄉音字類			
錚	铮	ʦən1		鄉音字類			
箏	筝	ʦən1		鄉音字類			
猙	狰	ʦən1		鄉音字類			
簪	簪	ʦən1		鄉音字類			
鬙	鬙	ʦən1		鄉音字類			
螓	螓	ʦən1		鄉音字類			
琤	琤	ʦən1		鄉音字類			
崢	峥	ʦən1		鄉音字類			
崝	崝	ʦən1		鄉音字類			
撙	撙	ʦən3		鄉音字類			
掙	挣	ʦən3		鄉音字類			
怎	怎	ʦən3	~樣	鄉音字類			
捘	捘	ʦən3		鄉音字類			
譖	谮	ʦən5		鄉音字類			
諍	诤	ʦən5		鄉音字類			
甑	甑	ʦən5		鄉音字類			
村	村	ʦʰən1	~荘	鄉音字類			
邨	村	ʦʰən1		鄉音字類			
橕	撑	ʦʰən1		鄉音字類			
瞠	瞠	ʦʰən1		鄉音字類			
傖	伧	ʦʰən1	寒~	鄉音字類			
挣	挣	ʦʰən1	~扎。據《集韻：初耕切，音鐺	蘇州同音常用字彙			
挣	挣	ʦən5	據《字彙》：側迸切，音諍	蘇州同音常用字彙			
寸	寸	ʦʰən5	~金地	鄉音字類			
櫬	榇	ʦʰən5		鄉音字類			
襯	衬	ʦʰən5	~裡短衫	鄉音字類			
讖	谶	ʦʰən5		鄉音字類			
生	生	sən1	文讀：一條~路	鄉音字類			
牲	牲	sən1		鄉音字類			
甥	甥	sən1		鄉音字類			
笙	笙	sən1		鄉音字類			
甡	甡	sən1		鄉音字類			
飧	飧	sən1		鄉音字類			
蓀	荪	sən1		鄉音字類			
孫	孙	sən1	~子	鄉音字類			
猻	狲	sən1		蘇州同音常用字彙			
僧	僧	sən1	~道	鄉音字類			
森	森	sən1		鄉音字類			
眚	眚	sən3		鄉音字類			
損	损	sən3	折~	鄉音字類			
滲	渗	sən5	~漏	蘇州同音常用字彙			
巽	巽	sən5		鄉音字類			
潠	潠	sən5		鄉音字類			
遜	逊	sən5		鄉音字類			
噀	噀	sən5		鄉音字類			
存	存	zən2		鄉音字類			
蹲	蹲	zən2		鄉音字類			
棖	枨	zən2		鄉音字類			
掁	掁	zən2		鄉音字類			
岑	岑	zən2		鄉音字類			
涔	涔	zən2		鄉音字類			
層	层	zən2		鄉音字類			
橙	橙	zən2	文讀	鄉音字類			
嶒	嶒	zən2		鄉音字類			
蹭	蹭	zən2	又讀	鄉音字類			
琛	琛	zən2		鄉音字類			
綝	綝	zən2		鄉音字類			
僔	僔	zən4		鄉音字類			
噂	噂	zən4		鄉音字類			
贈	赠	zən6	又讀	鄉音字類			
庚	庚	kən1		鄉音字類			
鶊	鹒	kən1	文讀：鶬~（黑枕黃鸝）	鄉音字類			
賡	赓	kən1		鄉音字類			
粳	粳	kən1		鄉音字類			
更	更	kən1		鄉音字類			
秔	秔	kən1		鄉音字類			
羹	羹	kən1		鄉音字類			
耕	耕	kən1		鄉音字類			
根	根	kən1		鄉音字類			
梗	梗	kən3		鄉音字類			
哽	哽	kən3		鄉音字類			
綆	绠	kən3		鄉音字類			
骾	鲠	kən3		鄉音字類			
耿	耿	kən3	姓	鄉音字類			
亙	亘	kən5		鄉音字類			
絚	絚	kən5		鄉音字類			
緪	縆	kən5		鄉音字類			
艮	艮	kən5		鄉音字類			
更	更	kən5		鄉音字類			
硜	硁	kʰən1		鄉音字類			
牼	牼	kʰən1		鄉音字類			
阬	阬	kʰən1		鄉音字類			
懇	恳	kʰən3	相~	鄉音字類			
墾	垦	kʰən3	開~	鄉音字類			
脝	脝	hən1	膨~	蘇州同音常用字彙			
亨	亨	hən1	~通	鄉音字類			
很	很	hən3		鄉音字類			
擤	擤	hən3	~鼻涕	蘇州同音常用字彙			
蘅	蘅	ɦən2		鄉音字類			
衡	衡	ɦən2	權~	鄉音字類			
桁	桁	ɦən2		鄉音字類			
珩	珩	ɦən2		鄉音字類			
痕	痕	ɦən2	~跡	鄉音字類			
拫	拫	ɦən2		鄉音字類			
恒	恒	ɦən2	有~	鄉音字類			
恨	恨	ɦən6		鄉音字類			
恩	恩	ən1		鄉音字類			
濱	滨	piɪn1		鄉音字類			
嬪	嫔	piɪn1		鄉音字類			
儐	傧	piɪn1		鄉音字類			
瀕	濒	piɪn1		鄉音字類			
豳	豳	piɪn1		鄉音字類			
