"t0序"	"t0用字"	"记音"	"备注"
"2824"	"訣"	"ʨye2"	""
"2825"	"犬"	"ʨʰyɛn3"	""
"2826"	"缺"	"ʨʰye2"	""
"2827"	"血"	"ɕye2"	""
"2828"	"玄"	"ɕyɛn2"	""
"2829"	"懸"	"ɕyɛn2"	""
"2830"	"縣"	"ɕiɛn5"	""
"2831"	"眩"	"ɕyɛn5"	""
"2832"	"穴"	"ɕye2"	""
"2833"	"淵"	"yɛn1"	""
"2834"	"吞"	"tʰən1"	""
"2835"	"跟"	"kən1"	""
"2836"	"根"	"kən1"	""
"2837"	"懇"	"kʰən3"	""
"2838"	"墾"	"kʰən3"	""
"2839"	"齦"	"kʰən3"	""
"2840"	"痕"	"xən2"	""
"2840"	"痕"	"kən5"	""
"2841"	"很"	"xən3"	""
"2842"	"狠"	"xən3"	""
"2843"	"恨"	"xən5"	""
"2844"	"恩"	"ŋən1"	""
"2845"	"彬"	"pin1"	""
"2846"	"斌"	"pin1"	""
"2847"	"賓"	"pin1"	""
"2848"	"檳"	"pin1"	""
"2849"	"濱"	"pin1"	""
"2850"	"殯"	"pin5"	""
"2851"	"鬢"	"pin5"	""
"2852"	"筆"	"pi2"	""
"2853"	"潷"	"pi2"	""
"2854"	"畢"	"pi2"	""
"2855"	"必"	"pi2"	""
"2856"	"匹"	"pʰi2"	""
"2857"	"䏘"	"pʰi2"	""
"2858"	"貧"	"pʰin2"	""
"2859"	"苹"	"pʰin2"	""
"2860"	"頻"	"pʰin2"	""
"2861"	"弼"	"pʰi2"	""
"2862"	"閩"	"min3"	""
"2863"	"民"	"min2"	""
"2864"	"憫"	"min3"	""
"2865"	"敏"	"min3"	""
"2866"	"抿"	"min3"	""
"2867"	"泯"	"min3"	""
"2868"	"密"	"mi2"	""
"2869"	"蜜"	"mi2"	""
"2870"	"鄰"	"lin2"	""
"2871"	"鱗"	"lin2"	""
"2872"	"燐"	"lin2"	""
"2873"	"疄"	"lin2"	""
"2874"	"吝"	"lin5"	""
"2875"	"栗"	"li2"	""
"2876"	"津"	"ʨin1"	""
"2877"	"儘"	"ʨin3"	""
"2878"	"進"	"ʨin5"	""
"2879"	"晉"	"ʨin5"	""
"2880"	"親"	"ʨʰin1"	""
"2881"	"親"	"ʨʰin5"	""
"2882"	"瀙"	"ʨʰin1"	""
"2883"	"七"	"ʨʰi2"	""
"2884"	"漆"	"ʨʰi2"	""
"2885"	"秦"	"ʨʰin2"	""
"2886"	"盡"	"ʨin5"	""
"2887"	"疾"	"ʨi2"	""
"2888"	"辛"	"ɕin1"	""
"2889"	"新"	"ɕin1"	""
"2890"	"薪"	"ɕin1"	""
"2891"	"信"	"ɕin5"	""
"2892"	"訊"	"ɕyn5"	""
"2893"	"悉"	"ɕi2"	""
"2894"	"膝"	"ʨʰi2"	""
"2895"	"蟋"	"ɕi2"	""
"2896"	"珍"	"ʦən1"	""
"2897"	"鎮"	"ʦən5"	""
"2898"	"趁"	"ʦʰən5"	""
"2899"	"陳"	"ʦʰən2"	""
"2900"	"塵"	"ʦʰən2"	""
"2901"	"陣"	"ʦən5"	""
"2902"	"姪"	"ʦɿ2"	""
"2903"	"秩"	"ʦɿ2"	""
"2904"	"榛"	"ʦən1"	""
"2905"	"臻"	"ʦən1"	""
"2906"	"襯"	"ʦʰən5"	""
"2907"	"瑟"	"ɕie2"	""
"2908"	"蝨"	"ɕie2"	""
"2909"	"真"	"ʦən1"	""
"2910"	"診"	"ʦən1"	""
"2911"	"疹"	"ʦən3"	""
"2912"	"振"	"ʦən3"	""
"2913"	"震"	"ʦən3"	""
"2913"	"震"	"tʰən3"	""
"2914"	"質"	"ʦɿ2"	""
"2915"	"神"	"sən2"	""
"2916"	"實"	"sɿ2"	""
"2917"	"身"	"sən1"	""
"2918"	"申"	"sən1"	""
"2919"	"伸"	"sən1"	""
"2920"	"绅"	"sən1"	""
"2921"	"娠"	"sən1"	""
"2922"	"失"	"sɿ2"	""
"2923"	"室"	"sɿ2"	""
"2924"	"辰"	"sən2"	""
"2925"	"晨"	"sən2"	""
"2926"	"臣"	"ʦʰən2"	""
"2927"	"腎"	"sən5"	""
"2928"	"愼"	"sən5"	""
"2929"	"人"	"zən2"	""
"2930"	"仁"	"zən2"	""
"2931"	"忍"	"zən3"	""
"2932"	"刃"	"zən5"	""
"2933"	"認"	"zən5"	""
"2934"	"靭"	"zən5"	""
"2935"	"日"	"zɿ2"	""
"2936"	"巾"	"ʨin1"	""
"2937"	"緊"	"ʨin3"	""
"2938"	"吉"	"ʨi2"	""
"2939"	"僅"	"ʨin3"	""
"2940"	"銀"	"in2"	""
"2941"	"釁"	"ɕin5"	""
"2942"	"因"	"in1"	""
"2943"	"姻"	"in1"	""
"2944"	"洇"	"in1"	""
"2945"	"印"	"in5"	""
"2946"	"乙"	"i2"	""
"2947"	"一"	"i2"	""
"2948"	"寅"	"in2"	""
"2949"	"引"	"in3"	""
"2950"	"逸"	"i2"	""
"2951"	"斤"	"ʨin1"	""
"2952"	"筋"	"ʨin1"	""
"2952"	"筋"	"kən1"	""
"2953"	"謹"	"ʨin3"	""
"2954"	"槿"	"ʨin3"	""
"2955"	"勁"	"ʨin5"	""
"2956"	"訖"	"ʨʰi2"	""
"2957"	"乞"	"ʨʰi2"	""
"2958"	"勤"	"ʨʰin2"	""
"2959"	"芹"	"ʨʰin2"	""
"2960"	"近"	"ʨin5"	""
"2961"	"欣"	"ɕin1"	""
"2962"	"殷"	"in1"	""
"2963"	"隱"	"in3"	""
"2964"	"癮"	"in3"	""
"2965"	"奔"	"pən1"	""
"2966"	"錛"	"pən1"	""
"2967"	"本"	"pən3"	""
"2968"	"畚"	"pən3"	""
"2969"	"逩"	"pən5"	""
"2970"	"不"	"pu2"	""
"2971"	"噴"	"pʰən1"	""
"2972"	"噴"	"pfʰən5"	""
"2973"	"盆"	"pʰən2"	""
"2974"	"笨"	"pən5"	""
"2975"	"勃"	"po2"	""
"2976"	"𡋯"	"po2"	""
"2977"	"餑"	"po2"	""
"2978"	"脖"	"po2"	""
"2979"	"門"	"mən2"	""
"2980"	"悶"	"mən1"	""
"2980"	"悶"	"mən5"	""
"2981"	"没"	"mo2"	""
"2982"	"敦"	"tən1"	""
"2983"	"墩"	"tən1"	""
"2984"	"頓"	"tən5"	""
"2985"	"扽"	"tən5"	""
"2986"	"暾"	"tʰən1"	""
"2987"	"氽"	"tʰən3"	""
"2988"	"褪"	"tʰən5"	""
"2988"	"褪"	"tʰuei5"	""
"2989"	"屯"	"tʰən2"	""
"2990"	"豚"	"tʰən2"	""
"2991"	"飩"	"tʰən2"	""
"2992"	"臀"	"tʰən2"	""
"2993"	"囤"	"tʰən2"	""
"2994"	"沌"	"tʰən5"	""
"2995"	"盾"	"tən5"	""
"2996"	"鈍"	"tən5"	""
"2997"	"遁"	"tən5"	""
"2998"	"突"	"tʰu2"	""
"2999"	"凸"	"tʰu2"	""
"3000"	"嫩"	"lən5"	""
"3001"	"論"	"lən1"	""
"3002"	"崙"	"lən1"	""
"3003"	"論"	"lən5"	""
"3004"	"尊"	"ʦən1"	""
"3005"	"撙"	"ʦən3"	""
"3006"	"卒"	"ʨiu2"	""
"3007"	"村"	"ʦʰən1"	""
"3008"	"忖"	"ʦʰən3"	""
"3009"	"寸"	"ʦʰən5"	""
"3010"	"猝"	"ʨʰiu2"	""
"3011"	"存"	"ʦʰən2"	""
"3012"	"蹲"	"tən1"	""
"3013"	"孫"	"sən1"	""
"3014"	"損"	"sən3"	""
"3015"	"遜"	"ɕyn5"	""
"3016"	"昆"	"kʰuən1"	""
"3017"	"崑"	"kʰuən1"	""
"3018"	"滚"	"kuən3"	""
"3019"	"棍"	"kuən5"	""
"3020"	"骨"	"kuo2"	""
"3020"	"骨"	"ku2"	""
"3021"	"坤"	"kʰuən1"	""
"3022"	"綑"	"kʰuən3"	""
"3023"	"困"	"kʰuən5"	""
"3024"	"睏"	"kʰuən5"	""
"3025"	"窟"	"kʰu2"	""
"3026"	"杌"	"vu2"	""
"3027"	"昏"	"xuən1"	""
"3028"	"婚"	"xuən1"	""
"3029"	"忽"	"fu2"	""
"3030"	"魂"	"xuən2"	""
"3031"	"餛"	"xuən2"	""
"3032"	"渾"	"xuən2"	""
"3033"	"混"	"xuən2"	""
"3033"	"混"	"xuən3"	""
"3034"	"𣝗"	"xua2"	""
"3035"	"温"	"uən1"	""
"3036"	"瘟"	"uən1"	""
"3037"	"穩"	"uən3"	""
"3038"	"倫"	"lən2"	""
"3039"	"淪"	"lən2"	""
"3040"	"輪"	"lən2"	""
"3041"	"綸"	"lən2"	""
"3042"	"律"	"lu2"	""
"3043"	"率"	"luei2"	""
"3044"	"遵"	"ʦən1"	""
"3045"	"俊"	"ʨyn5"	""
"3046"	"峻"	"ʨyn5"	""
"3047"	"駿"	"ʨyn5"	""
"3048"	"皴"	"ʦʰən1"	""
"3049"	"焌"	"ʦʰo2"	""
"3050"	"黢"	"ʨʰy1"	""
"3051"	"荀"	"ɕin2"	""
"3052"	"詢"	"ɕyn2"	""
"3053"	"筍"	"ɕyn3"	""
"3054"	"榫"	"ɕyn5"	""
"3055"	"迅"	"ɕyn5"	""
"3056"	"濬"	"ɕyn5"	""
"3057"	"戌"	"ɕiu2"	""
"3058"	"恤"	"ɕye2"	""
"3059"	"旬"	"ɕyn2"	""
"3060"	"循"	"ɕin2"	""
"3061"	"巡"	"ɕin2"	""
"3062"	"馴"	"ɕyn5"	""
"3063"	"殉"	"ɕyn5"	""
"3064"	"椿"	"ʦʰən1"	""
"3065"	"术"	"su5"	""
"3066"	"率"	"so2"	""
"3066"	"率"	"suai5"	""
"3067"	"蟀"	"so2"	""
"3067"	"蟀"	"suai5"	""
"3068"	"摔"	"suai1"	""
"3068"	"摔"	"ʦuai1"	""
"3069"	"肫"	"ʦən1"	""
"3070"	"準"	"ʦən3"	""
"3071"	"准"	"ʦən3"	""
"3072"	"圳"	"ʦən5"	""
"3073"	"春"	"ʦʰən1"	""
"3074"	"蠢"	"ʦʰuən3"	""
"3075"	"出"	"ʦʰu2"	""
"3076"	"脣"	"suən2"	""
"3077"	"盾"	"suən3"	""
"3078"	"吮"	"suən3"	""
"3079"	"順"	"suən5"	""
"3080"	"術"	"su5"	""
"3081"	"述"	"su2"	""
"3082"	"秫"	"su2"	""
"3083"	"舜"	"suən5"	""
"3084"	"純"	"suən2"	""
"3085"	"蒓"	"suən2"	""
"3086"	"醇"	"suən2"	""
"3087"	"淳"	"suən2"	""
"3088"	"鹑"	"suən2"	""
"3089"	"潤"	"zuən5"	""
"3090"	"閏"	"zuən5"	""
"3091"	"均"	"ʨyn1"	""
"3092"	"鈞"	"ʨyn1"	""
"3093"	"橘"	"ʨiu2"	""
"3094"	"窘"	"ʨyn3"	""
"3095"	"菌"	"ʨyn5"	""
"3096"	"匀"	"yn1"	""
"3097"	"允"	"iʊŋ3"	""
"3098"	"尹"	"yn3"	""
"3099"	"分"	"fən1"	""
"3100"	"吩"	"fən1"	""
"3101"	"饙"	"fən1"	""
"3102"	"粉"	"fən3"	""
"3103"	"糞"	"fən5"	""
"3104"	"奮"	"fən5"	""
"3105"	"弗"	"fu2"	""
"3106"	"芬"	"fən1"	""
"3107"	"紛"	"fən1"	""
"3108"	"彿"	"fu2"	""
"3109"	"焚"	"fən2"	""
"3110"	"墳"	"fən2"	""
"3111"	"豶"	"fən2"	""
"3112"	"憤"	"fən5"	""
"3113"	"忿"	"fən5"	""
"3114"	"份"	"fən5"	""
"3115"	"佛"	"fu2"	""
"3116"	"文"	"uən2"	""
"3117"	"紋"	"uən2"	""
"3118"	"蚊"	"uən2"	""
"3119"	"聞"	"uən2"	""
"3120"	"吻"	"uən3"	""
"3121"	"刎"	"uən3"	""
"3122"	"問"	"uən5"	""
"3123"	"璺"	"uən5"	""
"3124"	"物"	"vu2"	""
"3125"	"勿"	"vu2"	""
"3126"	"君"	"ʨyn1"	""
"3127"	"軍"	"ʨyn1"	""
"3128"	"皲"	"ʨyn1"	""
"3129"	"屈"	"ʨʰiu2"	""
"3130"	"羣"	"ʨʰyn2"	""
"3131"	"裙"	"ʨʰyn2"	""
"3132"	"郡"	"ʨyn5"	""
"3133"	"掘"	"ʨio2"	""
"3134"	"倔"	"ʨio2"	""
"3135"	"熏"	"ɕyn1"	""
"3136"	"勳"	"ɕyn1"	""
"3137"	"薰"	"ɕyn1"	""
"3138"	"葷"	"ɕyn1"	""
"3139"	"訓"	"ɕyn5"	""
"3140"	"熨"	"yn5"	""
"3141"	"云"	"yn2"	""
"3142"	"雲"	"yn2"	""
"3143"	"耘"	"yn2"	""
"3144"	"韻"	"yn5"	""
"3145"	"運"	"yn5"	""
"3146"	"暈"	"yn5"	""
"3147"	"幫"	"pɑŋ1"	""
"3148"	"榜"	"pɑŋ3"	""
"3149"	"謗"	"pɑŋ5"	""
"3150"	"博"	"po2"	""
"3151"	"膊"	"po2"	""
"3152"	"搏"	"po2"	""
"3153"	"滂"	"pʰɑŋ2"	""
"3154"	"泊"	"pʰie2"	""
"3155"	"旁"	"pʰɑŋ2"	""
"3156"	"螃"	"pʰɑŋ2"	""
"3157"	"膀"	"pʰɑŋ2"	""
"3158"	"傍"	"pɑŋ5"	""
"3159"	"薄"	"po2"	""
"3160"	"泊"	"pie2"	""
"3161"	"箔"	"pie2"	""
"3162"	"忙"	"mɑŋ2"	""
"3163"	"芒"	"mɑŋ2"	""
"3164"	"茫"	"mɑŋ2"	""
"3165"	"莽"	"mɑŋ3"	""
"3166"	"蟒"	"mɑŋ3"	""
"3167"	"莫"	"mo2"	""
"3168"	"膜"	"mo2"	""
"3169"	"幕"	"mo2"	""
"3170"	"寞"	"mo2"	""
"3171"	"摸"	"mo1"	""
"3172"	"漠"	"mo2"	""
"3173"	"當"	"tɑŋ1"	""
"3174"	"襠"	"tɑŋ1"	""
"3175"	"黨"	"tɑŋ3"	""
"3176"	"擋"	"tɑŋ3"	""
"3177"	"當"	"tɑŋ5"	""
"3178"	"檔"	"tɑŋ5"	""
"3179"	"湯"	"tʰɑŋ1"	""
"3180"	"倘"	"tʰɑŋ3"	""
"3181"	"躺"	"tʰɑŋ3"	""
"3182"	"燙"	"tʰɑŋ5"	""
"3183"	"趟"	"tʰɑŋ5"	""
"3184"	"託"	"tʰo2"	""
"3185"	"托"	"tʰo2"	""
"3186"	"拓"	"tʰo2"	""
"3187"	"箨"	"tʰo2"	""
"3188"	"堂"	"tʰɑŋ2"	""
"3189"	"棠"	"tʰɑŋ2"	""
"3190"	"螳"	"tʰɑŋ2"	""
"3191"	"唐"	"tʰɑŋ2"	""
"3192"	"糖"	"tʰɑŋ2"	""
"3193"	"塘"	"tʰɑŋ2"	""
"3194"	"膛"	"tʰɑŋ2"	""
"3195"	"蕩"	"tɑŋ5"	""
"3196"	"盪"	"tɑŋ5"	""
"3197"	"宕"	"tɑŋ5"	""
"3198"	"鐸"	"to2"	""
"3199"	"踱"	"to2"	""
"3200"	"凙"	"to2"	""
"3201"	"度"	"to2"	""
"3202"	"囊"	"lɑŋ2"	""
"3203"	"曩"	"lɑŋ3"	""
"3204"	"諾"	"lo2"	""
"3205"	"郎"	"lɑŋ2"	""
"3206"	"廊"	"lɑŋ2"	""
"3207"	"狼"	"lɑŋ2"	""
"3208"	"蜋"	"lɑŋ2"	""
"3209"	"榔"	"lɑŋ2"	""
"3210"	"朗"	"lɑŋ3"	""
"3211"	"浪"	"lɑŋ5"	""
"3212"	"落"	"lo2"	""
"3213"	"烙"	"lo2"	""
"3214"	"駱"	"lo2"	""
"3215"	"酪"	"lo2"	""
"3216"	"洛"	"lo2"	""
"3217"	"絡"	"lo2"	""
"3218"	"樂"	"lo2"	""
"3219"	"贓"	"ʦɑŋ1"	""
"3220"	"髒"	"ʦɑŋ1"	""
"3221"	"葬"	"ʦɑŋ5"	""
"3222"	"作"	"ʦo2"	""
"3223"	"倉"	"ʦʰɑŋ1"	""
"3224"	"蒼"	"ʦʰɑŋ1"	""
"3225"	"舱"	"ʦʰɑŋ1"	""
"3226"	"沧"	"ʦʰɑŋ1"	""
"3227"	"錯"	"ʦʰo5"	""
"3228"	"藏"	"ʦʰɑŋ2"	""
"3228"	"藏"	"ʨʰiɑŋ2"	""
"3229"	"藏"	"ʦɑŋ5"	""
"3230"	"臓"	"ʦɑŋ5"	""
"3231"	"鑿"	"ʦo2"	""
"3232"	"昨"	"ʦo2"	""
"3233"	"柞"	"ʦo2"	""
"3234"	"桑"	"sɑŋ1"	""
"3235"	"喪"	"sɑŋ1"	""
"3236"	"磉"	"sɑŋ3"	""
"3237"	"嗓"	"sɑŋ3"	""
"3238"	"搡"	"sɑŋ3"	""
"3239"	"喪"	"sɑŋ5"	""
"3240"	"索"	"so2"	""
"3241"	"岡"	"kɑŋ1"	""
"3242"	"崗"	"kɑŋ1"	""
"3243"	"剛"	"kɑŋ1"	""
"3243"	"剛"	"ʨiɑŋ1"	""
"3244"	"綱"	"kɑŋ1"	""
"3245"	"鋼"	"kɑŋ1"	""
"3246"	"缸"	"kɑŋ1"	""
"3247"	"鋼"	"kɑŋ5"	""
"3248"	"各"	"ko2"	""
"3249"	"閣"	"ko2"	""
"3250"	"擱"	"ko2"	""
"3250"	"擱"	"kʰo1"	""
"3251"	"胳"	"ko2"	""
"3252"	"康"	"kʰɑŋ1"	""
"3253"	"糠"	"kʰɑŋ1"	""
"3254"	"慷"	"kʰɑŋ1"	""
"3255"	"抗"	"kʰɑŋ5"	""
"3256"	"炕"	"kʰɑŋ5"	""
"3257"	"囥"	"kʰɑŋ5"	""
"3258"	"昂"	"ŋɑŋ2"	""
"3259"	"鄂"	"ŋo2"	""
"3260"	"鱷"	"ŋo2"	""
"3261"	"腭"	"ŋo2"	""
"3262"	"愕"	"ŋo2"	""
"3263"	"郝"	"xo2"	""
"3264"	"蠚"	"xo2"	""
"3265"	"壑"	"xo2"	""
"3266"	"行"	"xɑŋ2"	""
"3267"	"航"	"xɑŋ2"	""
"3268"	"杭"	"xɑŋ2"	""
"3269"	"笐"	"xɑŋ2"	""
"3270"	"鶴"	"xo2"	""
"3271"	"骯"	"ŋɑŋ1"	""
"3272"	"惡"	"ŋo2"	""
"3273"	"娘"	"ȵiɑŋ2"	""
"3274"	"釀"	"ȵiɑŋ5"	""
"3274"	"釀"	"lɑŋ5"	""
"3275"	"良"	"liɑŋ2"	""
"3276"	"涼"	"liɑŋ2"	""
"3277"	"量"	"liɑŋ2"	""
"3278"	"糧"	"liɑŋ2"	""
"3279"	"梁"	"liɑŋ2"	""
"3280"	"粱"	"liɑŋ2"	""
"3281"	"兩"	"liɑŋ3"	""
"3283"	"亮"	"liɑŋ5"	""
"3284"	"諒"	"liɑŋ5"	""
"3285"	"輛"	"liɑŋ5"	""
"3286"	"量"	"liɑŋ5"	""
"3287"	"晾"	"lɑŋ5"	""
"3288"	"略"	"io2"	""
"3289"	"掠"	"io2"	""
"3290"	"將"	"ʨiɑŋ1"	""
"3291"	"漿"	"ʨiɑŋ1"	""
"3292"	"蔣"	"ʨiɑŋ3"	""
"3293"	"獎"	"ʨiɑŋ3"	""
"3294"	"槳"	"ʨiɑŋ3"	""
"3295"	"醬"	"ʨiɑŋ5"	""
"3296"	"將"	"ʨiɑŋ5"	""
"3297"	"爵"	"ʨio2"	""
"3298"	"雀"	"ʨʰio2"	""
"3299"	"槍"	"ʨʰiɑŋ1"	""
"3300"	"搶"	"ʨʰiɑŋ3"	""
"3301"	"嗆"	"ʨʰiɑŋ5"	""
"3302"	"鵲"	"ʨʰio2"	""
"3303"	"牆"	"ʨʰiɑŋ2"	""
"3304"	"薔"	"ʨʰiɑŋ2"	""
"3305"	"匠"	"ʨiɑŋ5"	""
"3306"	"嚼"	"ʨio2"	""
"3307"	"相"	"ɕiɑŋ1"	""
"3308"	"箱"	"ɕiɑŋ1"	""
"3309"	"廂"	"ɕiɑŋ1"	""
"3310"	"湘"	"ɕiɑŋ1"	""
"3311"	"襄"	"ɕiɑŋ1"	""
"3312"	"鑲"	"ɕiɑŋ1"	""
"3313"	"想"	"ɕiɑŋ3"	""
"3314"	"鯗"	"ɕiɑŋ3"	""
"3315"	"相"	"ɕiɑŋ5"	""
"3316"	"削"	"ɕye2"	""
"3317"	"詳"	"ɕiɑŋ2"	""
"3318"	"祥"	"ɕiɑŋ2"	""
"3319"	"翔"	"ɕiɑŋ2"	""
"3320"	"象"	"ɕiɑŋ5"	""
"3321"	"像"	"ʨʰiɑŋ5"	""
"3321"	"像"	"ɕiɑŋ5"	""
"3322"	"橡"	"ɕiɑŋ5"	""
"3323"	"蟓"	"ɕiɑŋ5"	""
"3324"	"張"	"ʦɑŋ1"	""
"3325"	"長"	"ʦɑŋ3"	""
"3326"	"漲"	"ʦɑŋ3"	""
"3327"	"帳"	"ʦɑŋ5"	""
"3328"	"賬"	"ʦɑŋ5"	""
"3329"	"脹"	"ʦɑŋ3"	""
"3330"	"着"	"ʦo2"	""
"3330"	"着"	"ʦʰo2"	""
"3330"	"着"	"ʦɑu2"	""
"3330"	"着"	"tɑu3"	""
"3331"	"暢"	"ʦʰɑŋ5"	""
"3332"	"悵"	"ʦʰɑŋ5"	""
"3333"	"長"	"ʦʰɑŋ2"	""
"3334"	"腸"	"ʦʰɑŋ2"	""
"3335"	"場"	"ʦʰɑŋ2"	""
"3336"	"丈"	"ʦɑŋ5"	""
"3337"	"仗"	"ʦɑŋ5"	""
"3338"	"杖"	"ʦɑŋ5"	""
"3340"	"莊"	"ʦuɑŋ1"	""
"3341"	"裝"	"ʦuɑŋ1"	""
"3342"	"壯"	"ʦuɑŋ5"	""
"3343"	"瘡"	"ʦʰuɑŋ1"	""
"3344"	"闖"	"ʦʰuɑŋ3"	""
"3345"	"創"	"ʦʰuɑŋ5"	""
"3346"	"牀"	"ʦʰuɑŋ2"	""
"3347"	"狀"	"ʦuɑŋ5"	""
"3348"	"霜"	"suɑŋ1"	""
"3349"	"孀"	"suɑŋ1"	""
"3350"	"爽"	"suɑŋ3"	""
"3351"	"章"	"ʦɑŋ1"	""
"3352"	"樟"	"ʦɑŋ1"	""
"3353"	"蟑"	"ʦɑŋ1"	""
"3354"	"彰"	"ʦɑŋ1"	""
"3355"	"獐"	"ʦɑŋ1"	""
"3356"	"漳"	"ʦɑŋ1"	""
"3357"	"掌"	"ʦɑŋ3"	""
"3358"	"障"	"ʦɑŋ5"	""
"3359"	"瘴"	"ʦɑŋ5"	""
"3360"	"酌"	"ʦo2"	""
"3361"	"斫"	"ʦo2"	""
"3362"	"昌"	"ʦʰɑŋ1"	""
"3363"	"菖"	"ʦʰɑŋ1"	""
"3364"	"娼"	"ʦʰɑŋ1"	""
"3365"	"鯧"	"ʦʰɑŋ1"	""
"3366"	"猖"	"ʦʰɑŋ1"	""
"3367"	"敞"	"ʦʰɑŋ3"	""
"3368"	"廠"	"ʦʰɑŋ3"	""
"3369"	"唱"	"ʦʰɑŋ5"	""
"3370"	"倡"	"ʦʰɑŋ5"	""
"3371"	"綽"	"ʦʰo2"	""
"3372"	"㪕"	"ʦʰo2"	""
"3373"	"焯"	"ʦʰo2"	""
"3374"	"商"	"sɑŋ1"	""
"3375"	"傷"	"sɑŋ1"	""
"3376"	"賞"	"sɑŋ3"	""
"3377"	"晌"	"sɑŋ3"	""
"3377"	"晌"	"sɑu3"	""
"3378"	"餉"	"sɑŋ5"	""
"3379"	"常"	"sɑŋ2"	""
"3380"	"嘗"	"sɑŋ2"	""
"3381"	"裳"	"sɑŋ2"	""
"3382"	"償"	"sɑŋ2"	""
"3383"	"嫦"	"sɑŋ2"	""
"3384"	"上"	"sɑŋ3"	""
"3385"	"尚"	"sɑŋ5"	""
"3386"	"上"	"sɑŋ5"	""
"3387"	"勺"	"so2"	""
"3387"	"勺"	"sɑu2"	""
"3388"	"芍"	"sɑu2"	""
"3389"	"瓤"	"zɑŋ2"	""
"3390"	"穰"	"zɑŋ2"	""
"3391"	"壤"	"zɑŋ3"	""
"3392"	"攘"	"zɑŋ3"	""
"3393"	"嚷"	"zɑŋ3"	""
"3394"	"讓"	"zɑŋ5"	""
"3395"	"若"	"zo2"	""
"3396"	"箬"	"zo2"	""
"3397"	"弱"	"zo2"	""
"3398"	"疆"	"ʨiɑŋ1"	""
"3399"	"僵"	"ʨiɑŋ1"	""
"3400"	"薑"	"ʨiɑŋ1"	""
"3401"	"礓"	"ʨiɑŋ1"	""
"3402"	"繮"	"kɑŋ1"	""
"3403"	"姜"	"ʨiɑŋ1"	""
"3404"	"脚"	"ʨio2"	""
"3405"	"羌"	"ʨʰiɑŋ1"	""
"3406"	"卻"	"ʨʰio2"	""
"3407"	"強"	"ʨʰiɑŋ2"	""
"3408"	"強"	"ʨʰiɑŋ3"	""
"3409"	"仰"	"iɑŋ3"	""
"3410"	"虐"	"ȵio2"	""
"3411"	"瘧"	"ȵio2"	""
"3412"	"香"	"ɕiɑŋ1"	""
"3413"	"鄉"	"ɕiɑŋ1"	""
"3414"	"享"	"ɕiɑŋ3"	""
"3415"	"響"	"ɕiɑŋ3"	""
"3416"	"向"	"ɕiɑŋ5"	""
"3417"	"央"	"iɑŋ1"	""
"3418"	"秧"	"iɑŋ1"	""
"3419"	"鴦"	"iɑŋ1"	""
"3420"	"殃"	"iɑŋ1"	""
"3421"	"約"	"io2"	""
"3422"	"羊"	"iɑŋ2"	""
"3423"	"洋"	"iɑŋ2"	""
"3424"	"烊"	"iɑŋ2"	""
"3425"	"楊"	"iɑŋ2"	""
"3426"	"陽"	"iɑŋ2"	""
"3427"	"揚"	"iɑŋ2"	""
"3428"	"瘍"	"iɑŋ2"	""
"3429"	"蛘"	"iɑŋ2"	""
"3430"	"養"	"iɑŋ3"	""
"3431"	"癢"	"iɑŋ3"	""
"3432"	"樣"	"iɑŋ5"	""
"3433"	"漾"	"iɑŋ5"	""
"3434"	"藥"	"io2"	""
"3435"	"鑰"	"io2"	""
"3436"	"躍"	"io2"	""
"3436"	"躍"	"iɑu5"	""
"3437"	"光"	"kuɑŋ1"	""
"3438"	"廣"	"kuɑŋ3"	""
"3439"	"桄"	"kuɑŋ5"	""
"3440"	"郭"	"kua2"	""
"3441"	"曠"	"kʰuɑŋ5"	""
"3442"	"壙"	"kʰuɑŋ5"	""
"3443"	"廓"	"kʰua2"	""
"3444"	"擴"	"kʰua2"	""
"3445"	"荒"	"xuɑŋ1"	""
"3446"	"慌"	"xuɑŋ1"	""
"3447"	"謊"	"xuɑŋ3"	""
"3448"	"霍"	"xuo2"	""
"3449"	"藿"	"xuo2"	""
"3450"	"劐"	"xuo2"	""
"3451"	"黄"	"xuɑŋ2"	""
"3452"	"簧"	"xuɑŋ2"	""
"3453"	"皇"	"xuɑŋ2"	""
"3454"	"蝗"	"xuɑŋ2"	""
"3455"	"蟥"	"xuɑŋ2"	""
"3456"	"凰"	"xuɑŋ2"	""
"3457"	"惶"	"xuɑŋ2"	""
"3458"	"晃"	"xuɑŋ3"	""
"3459"	"鑊"	"xuo2"	""
"3460"	"獲"	"xuo2"	""
"3461"	"汪"	"uɑŋ1"	""
"3462"	"蠖"	"uo2"	""
"3463"	"方"	"fɑŋ1"	""
"3464"	"肪"	"fɑŋ1"	""
"3465"	"坊"	"fɑŋ1"	""
"3466"	"倣"	"fɑŋ3"	""
"3467"	"放"	"fɑŋ5"	""
"3468"	"芳"	"fɑŋ1"	""
"3469"	"妨"	"fɑŋ2"	""
"3470"	"紡"	"fɑŋ3"	""
"3471"	"仿"	"fɑŋ3"	""
"3472"	"彷"	"fɑŋ3"	""
"3472"	"彷"	"pʰɑŋ2"	""
"3473"	"訪"	"fɑŋ3"	""
"3474"	"房"	"fɑŋ2"	""
"3475"	"防"	"fɑŋ2"	""
"3476"	"縛"	"fu2"	""
