字	IPA	原文	客拼	源	備注		到格拉夫覈校，2024年12月更新		
袒	tʰan3	t'an3	tan3	客法辭典					
毯	tʰan3	t'an3	tan3	客法辭典					
嗿	tʰam3	t'am3	tam3	客法辭典					
醓	tʰam3	t'am3	tam3	客法辭典					
襢	tʰan3	t'an3	tan3	客法辭典					
炭	tʰan5	t'an5	tan5	客法辭典					
探	tʰam3	t'am3	tam3	客法辭典					
探	tʰam5	t'am5	tam5	客法辭典					
僋	tʰam5	t'am5	tam5	客法辭典					
嘆	tʰan5	t'an5	tan5	客法辭典					
撢	tʰam3	t'am3	tam3	客法辭典					
歎	tʰan5	t'an5	tan5	客法辭典					
賧	tʰam5	t'am5	tam5	客法辭典					
湯	tʰoŋ1	t'ong1	tong1	客法辭典					
唐	tʰoŋ2	t'ong2	tong2	客法辭典					
堂	tʰo2	t'o2	to2	客法辭典					
堂	tʰoŋ2	t'ong2	tong2	客法辭典					
棠	tʰoŋ2	t'ong2	tong2	客法辭典					
傏	tʰoŋ2	t'ong2	tong2	客法辭典					
塘	tʰoŋ2	t'ong2	tong2	客法辭典					
煻	tʰoŋ2	t'ong2	tong2	客法辭典					
膛	tʰoŋ2	t'ong2	tong2	客法辭典					
踼	tʰoŋ3	t'ong3	tong3	客法辭典					
螗	tʰoŋ2	t'ong2	tong2	客法辭典					
糖	tʰoŋ2	t'ong2	tong2	客法辭典					
螳	tʰoŋ2	t'ong2	tong2	客法辭典					
餹	tʰoŋ2	t'ong2	tong2	客法辭典					
鏜	tʰoŋ2	t'ong2	tong2	客法辭典					
帑	nu2	nou2	nu2	客法辭典					
倘	tʰoŋ3	t'ong3	tong3	客法辭典					
淌	tʃʰoŋ3	chong3	chong3	客法辭典					
躺	tʰoŋ3	t'ong3	tong3	客法辭典					
儻	tʰoŋ3	t'ong3	tong3	客法辭典					
曭	toŋ3	tong3	dong3	客法辭典					
趟	tʰoŋ5	t'ong5	tong5	客法辭典	【重定向】				
𨌩	tʰoŋ5	t'ong5	tong5	客法辭典	【替字】本字爲「趟」。				
燙	tʰoŋ5	t'ong5	tong5	客法辭典					
鐋	tʰoŋ5	t'ong5	tong5	客法辭典					
掏	tʰau1	t'ao1	tau1	客法辭典					
絛	tʰau1	t'ao1	tau1	客法辭典					
搯	tʰau1	t'ao1	tau1	客法辭典					
滔	tʰau1	t'ao1	tau1	客法辭典					
慆	tʰau1	t'ao1	tau1	客法辭典					
槄	tʰau1	t'ao1	tau1	客法辭典					
縚	tʰau1	t'ao1	tau1	客法辭典					
謟	tʰau1	t'ao1	tau1	客法辭典					
濤	tʰau2	t'ao2	tau2	客法辭典					
韜	tʰau1	t'ao1	tau1	客法辭典					
饕	tʰau1	t'ao1	tau1	客法辭典					
饕	hau2	hao2	hau2	客法辭典					
匋	tʰau2	t'ao2	tau2	客法辭典					
匋	iau2	yao2	iau2	客法辭典					
迯	tʰau2	t'ao2	tau2	客法辭典					
咷	tʰau2	t'ao2	tau2	客法辭典					
咷	tʰiau5	t'iao5	tiau5	客法辭典					
逃	tʰau2	t'ao2	tau2	客法辭典					
洮	tʰau2	t'ao2	tau2	客法辭典					
桃	tʰau2	t'ao2	tau2	客法辭典					
陶	tʰau2	t'ao2	tau2	客法辭典					
陶	iau2	yao2	iau2	客法辭典					
萄	tʰau2	t'ao2	tau2	客法辭典					
啕	tʰau2	t'ao2	tau2	客法辭典					
淘	tʰau2	t'ao2	tau2	客法辭典					
祹	tʰau2	t'ao2	tau2	客法辭典					
裪	tʰau2	t'ao2	tau2	客法辭典					
綯	tʰau2	t'ao2	tau2	客法辭典					
鞉	tʰau2	t'ao2	tau2	客法辭典					
醄	tʰau2	t'ao2	tau2	客法辭典					
駣	tʰau2	t'ao2	tau2	客法辭典					
騊	tʰau2	t'ao2	tau2	客法辭典					
鼗	tʰau2	t'ao2	tau2	客法辭典					
討	tʰau3	t'ao3	tau3	客法辭典					
討	tʰo3	t'o3	to3	客法辭典					
套	tʰau5	t'ao5	tau5	客法辭典					
忑	tʰit7	t'it7	tid7	客法辭典					
忒	tʰiet7	t'iet7	tied7	客法辭典					
忒	tʰiet8	t'iet8	tied8	客法辭典					
特	tʰit8	t'it8	tid8	客法辭典					
慝	nit8	nit8	nid8	客法辭典					
疼	tuŋ5	toung5	dung5	客法辭典					
滕	tʰen2	t'en2	ten2	客法辭典					
螣	tʰen2	t'en2	ten2	客法辭典					
縢	tʰen2	t'en2	ten2	客法辭典					
謄	tʰen2	t'en2	ten2	客法辭典					
謄	tʰen5	t'en5	ten5	客法辭典					
藤	tʰen2	t'en2	ten2	客法辭典					
儯	tʰen2	t'en2	ten2	客法辭典					
騰	tʰen2	t'en2	ten2	客法辭典					
籐	tʰen2	t'en2	ten2	客法辭典					
霯	ten5	ten5	den5	客法辭典					
剔	tʰit7	t'it7	tid7	客法辭典					
梯	tʰoi1	t'oi1	toi1	客法辭典					
踢	tʰet7	t'et7	ted7	客法辭典					
踢	tʰiak7	t'iac7	tiag7	客法辭典					
踢	tem3	tem3	dem3	客法辭典					
擿	tʃʰit7	chit7	chid7	客法辭典					
擿	tʰit7	t'it7	tid7	客法辭典					
苐	tʰi5	t'i5	ti5	客法辭典					
荑	tʰi2	t'i2	ti2	客法辭典					
提	tʰi2	t'i2	ti2	客法辭典					
啼	tʰai2	t'ai2	tai2	客法辭典					
罤	tʰi2	t'i2	ti2	客法辭典					
稊	tʰi2	t'i2	ti2	客法辭典					
渧	ti5	ti5	di5	客法辭典					
嗁	tʰai2	t'ai2	tai2	客法辭典					
綈	tʰi2	t'i2	ti2	客法辭典					
醍	tʰi2	t'i2	ti2	客法辭典					
蹄	tʰai2	t'ai2	tai2	客法辭典					
蹏	tʰai2	t'ai2	tai2	客法辭典					
題	tʰi2	t'i2	ti2	客法辭典					
鵜	tʰi2	t'i2	ti2	客法辭典					
騠	tʰi2	t'i2	ti2	客法辭典					
鶗	tʰi2	t'i2	ti2	客法辭典					
鯷	tʰi2	t'i2	ti2	客法辭典					
骵	tʰi3	t'i3	ti3	客法辭典					
體	tʰi3	t'i3	ti3	客法辭典					
屉	tʰi5	t'i5	ti5	客法辭典					
剃	tʰi5	t'i5	ti5	客法辭典					
剃	tʰai5	t'ai5	tai5	客法辭典					
剃	tʰe5	t'e5	te5	客法辭典					
洟	i2	y2	i2	客法辭典					
逖	tʰit8	t'it8	tid8	客法辭典					
涕	tʰi5	t'i5	ti5	客法辭典					
悌	tʰi5	t'i5	ti5	客法辭典					
逷	tʰit8	t'it8	tid8	客法辭典					
惕	tʰit7	t'it7	tid7	客法辭典					
屜	tʰi5	t'i5	ti5	客法辭典					
替	tʰi5	t'i5	ti5	客法辭典					
替	tʰai5	t'ai5	tai5	客法辭典					
惖	tʰit7	t'it7	tid7	客法辭典					
裼	sit7	sit7	sid7	客法辭典					
褅	ti5	ti5	di5	客法辭典					
鬄	tʰi5	t'i5	ti5	客法辭典					
嚔	tʃʰɿ5	tche5	chii5	客法辭典					
嚔	tʃʰi5	tch'i5	chi5	客法辭典					
嚔	tʰi5	t'i5	ti5	客法辭典					
趯	iok7	yoc7	iog7	客法辭典					
天	tʰien1	t'ien1	tien1	客法辭典					
添	tʰiam1	t'iam1	tiam1	客法辭典					
田	tʰien2	t'ien2	tien2	客法辭典					
屇	kiai5	kiai5	giai5	客法辭典					
畋	tʰien2	t'ien2	tien2	客法辭典					
恬	tʰiam2	t'iam2	tiam2	客法辭典					
甜	tʰiam2	t'iam2	tiam2	客法辭典					
湉	tʰiam2	t'iam2	tiam2	客法辭典					
填	tʰien2	t'ien2	tien2	客法辭典					
搷	tʰien2	t'ien2	tien2	客法辭典					
磌	tʰien2	t'ien2	tien2	客法辭典					
闐	tʰien2	t'ien2	tien2	客法辭典					
忝	tʰiam3	t'iam3	tiam3	客法辭典					
殄	tʰien3	t'ien3	tien3	客法辭典					
捵	tien3	tien3	dien3	客法辭典					
淟	tʰien3	t'ien3	tien3	客法辭典					
琠	tʰien5	t'ien5	tien5	客法辭典					
腆	tien3	tien3	dien3	客法辭典					
舔	tʰiam3	t'iam3	tiam3	客法辭典					
餂	tʰiam3	t'iam3	tiam3	客法辭典					
覥	tʰien3	t'ien3	tien3	客法辭典					
靦	tʰien3	t'ien3	tien3	客法辭典					
掭	tʰiam5	t'iam5	tiam5	客法辭典					
瑱	tʰien5	t'ien5	tien5	客法辭典					
睼	tʰi5	t'i5	ti5	客法辭典					
舚	tʰam1	t'am1	tam1	客法辭典					
佻	tʰiau1	t'iao1	tiau1	客法辭典					
挑	tʰiau1	t'iao1	tiau1	客法辭典					
庣	tʰiau1	t'iao1	tiau1	客法辭典					
恌	tʰiau1	t'iao1	tiau1	客法辭典					
芀	tʰiau2	t'iao2	tiau2	客法辭典					
岧	tʰiau2	t'iao2	tiau2	客法辭典					
岹	tʰiau2	t'iao2	tiau2	客法辭典					
迢	tʰiau1	t'iao1	tiau1	客法辭典					
條	tʰiau2	t'iao2	tiau2	客法辭典					
笤	tʰiau2	t'iao2	tiau2	客法辭典					
蜩	tʰiau2	t'iao2	tiau2	客法辭典					
髫	tʰiau2	t'iao2	tiau2	客法辭典					
鞗	tʰiau2	t'iao2	tiau2	客法辭典					
儵	ʃuk7	chouc7	shug7	客法辭典					
齠	tʰiau2	t'iao2	tiau2	客法辭典					
誂	tʰiau2	t'iao2	tiau2	客法辭典					
嬥	tʰiau2	t'iao2	tiau2	客法辭典					
脁	tʰiau1	t'iao1	tiau1	客法辭典					
眺	tiau5	tiao5	diau5	客法辭典					
跳	tʰiau2	t'iao2	tiau2	客法辭典					
跳	tʰiau3	t'iao3	tiau3	客法辭典					
跳	tʰiau5	t'iao5	tiau5	客法辭典					
糶	tʰiau5	t'iao5	tiau5	客法辭典					
帖	tʰiap7	t'iap7	tiab7	客法辭典					
怗	tʰiap7	t'iap7	tiab7	客法辭典					
貼	tap7	tap7	dab7	客法辭典					
貼	tiap7	tiap7	diab7	客法辭典					
貼	tʰiap7	t'iap7	tiab7	客法辭典					
跕	tʰiap7	t'iap7	tiab7	客法辭典					
跕	tem5	tem5	dem5	客法辭典					
鉄	tʰiet7	t'iet7	tied7	客法辭典					
僣	tʰiet7	t'iet7	tied7	客法辭典					
僣	tsiam5	tsiam5	ziam5	客法辭典					
鐵	tʰiet7	t'iet7	tied7	客法辭典					
呫	tʰiap7	t'iap7	tiab7	客法辭典					
飻	tʰiet7	t'iet7	tied7	客法辭典					
餮	tʰiet7	t'iet7	tied7	客法辭典					
汀	tʰin1	t'in1	tin1	客法辭典					
桯	tʰin1	t'in1	tin1	客法辭典					
聽	tʰaŋ1	t'ang1	tang1	客法辭典					
聽	tʰen1	t'en1	ten1	客法辭典					
聽	tʰin5	t'in5	tin5	客法辭典					
廳	tʰaŋ1	t'ang1	tang1	客法辭典					
廳	tʰen1	t'en1	ten1	客法辭典					
廳	tʰaŋ5	t'ang5	tang5	客法辭典					
廳	tʰaŋ3	t'ang3	tang3	客法辭典					
廷	tʰin2	t'in2	tin2	客法辭典					
莛	tʰin2	t'in2	tin2	客法辭典					
亭	tʰin2	t'in2	tin2	客法辭典					
庭	tʰin2	t'in2	tin2	客法辭典					
停	tʰin2	t'in2	tin2	客法辭典					
葶	tʰin2	t'in2	tin2	客法辭典					
蜓	tʰin2	t'in2	tin2	客法辭典					
婷	tʰin2	t'in2	tin2	客法辭典					
霆	tʰin2	t'in2	tin2	客法辭典					
圢	tʰaŋ2	t'ang2	tang2	客法辭典					
侹	tʰin3	t'in3	tin3	客法辭典					
挺	tʰin3	t'in3	tin3	客法辭典					
挺	tʰiaŋ3	t'eang3	tiang3	客法辭典					
珽	tʰin3	t'in3	tin3	客法辭典					
梃	tʰin3	t'in3	tin3	客法辭典					
梃	tʰiaŋ3	t'eang3	tiang3	客法辭典					
脡	tʰin3	t'in3	tin3	客法辭典					
艇	tʰiaŋ5	t'eang5	tiang5	客法辭典					
艇	tʰin3	t'in3	tin3	客法辭典					
炵	tʰuŋ1	t'oung1	tung1	客法辭典					
通	tʰuŋ1	t'oung1	tung1	客法辭典					
痌	tʰuŋ2	t'oung2	tung2	客法辭典					
蓪	tʰuŋ1	t'oung1	tung1	客法辭典					
冂	kuen3	kouen3	guen3	客法辭典					
仝	tʰuŋ2	t'oung2	tung2	客法辭典					
同	tʰuŋ2	t'oung2	tung2	客法辭典					
彤	tʰuŋ2	t'oung2	tung2	客法辭典					
桐	tʰuŋ2	t'oung2	tung2	客法辭典					
烔	tʰuŋ2	t'oung2	tung2	客法辭典					
衕	tʰuŋ5	t'oung5	tung5	客法辭典					
童	tʰuŋ2	t'oung2	tung2	客法辭典					
絧	tʰuŋ2	t'oung2	tung2	客法辭典					
詷	tʰuŋ2	t'oung2	tung2	客法辭典					
僮	tʰuŋ2	t'oung2	tung2	客法辭典					
銅	tʰuŋ2	t'oung2	tung2	客法辭典					
潼	tʰuŋ2	t'oung2	tung2	客法辭典					
潼	kʰui5	k'oui5	kui5	客法辭典					
曈	tʰuŋ2	t'oung2	tung2	客法辭典					
犝	tʰuŋ2	t'oung2	tung2	客法辭典					
朣	tʰuŋ2	t'oung2	tung2	客法辭典					
氃	tʰuŋ2	t'oung2	tung2	客法辭典					
燑	tʰuŋ2	t'oung2	tung2	客法辭典					
瞳	tʰuŋ2	t'oung2	tung2	客法辭典					
穜	tʰuŋ2	t'oung2	tung2	客法辭典					
鮦	tʰuŋ2	t'oung2	tung2	客法辭典					
捅	tʰuŋ3	t'oung3	tung3	客法辭典					
桶	tʰuŋ3	t'oung3	tung3	客法辭典					
筒	tʰuŋ2	t'oung2	tung2	客法辭典					
統	tʰuŋ3	t'oung3	tung3	客法辭典					
筩	tʰuŋ2	t'oung2	tung2	客法辭典					
痛	tʰuŋ5	t'oung5	tung5	客法辭典					
慟	tʰuŋ5	t'oung5	tung5	客法辭典					
偷	tʰeu1	t'eou1	teu1	客法辭典					
鍮	tʰeu1	t'eou1	teu1	客法辭典					
投	tʰeu2	t'eou2	teu2	客法辭典					
投	tʰeu5	t'eou5	teu5	客法辭典					
骰	tʰeu2	t'eou2	teu2	客法辭典					
骰	heu2	heou2	heu2	客法辭典					
骰	set7	set7	sed7	客法辭典					
頭	tʰeu2	t'eou2	teu2	客法辭典					
紏	teu3	teou3	deu3	客法辭典					
紏	kiu5	kiou5	giu5	客法辭典					
哣	tʰeu5	t'eou5	teu5	客法辭典					
透	tʰeu5	t'eou5	teu5	客法辭典					
透	tʰeu3	t'eou3	teu3	客法辭典					
凸	tʰut7	t'out7	tud7	客法辭典					
禿	tʰut7	t'out7	tud7	客法辭典					
突	tʰut7	t'out7	tud7	客法辭典					
堗	tʰut7	t'out7	tud7	客法辭典					
痜	tʰut7	t'out7	tud7	客法辭典					
鵚	tʰut7	t'out7	tud7	客法辭典					
荼	tʰu2	t'ou2	tu2	客法辭典					
徒	tʰu2	t'ou2	tu2	客法辭典					
途	tʰu2	t'ou2	tu2	客法辭典					
途	tʰu5	t'ou5	tu5	客法辭典					
屠	tʰu2	t'ou2	tu2	客法辭典					
揬	tut7	tout7	dud7	客法辭典					
揬	tʰut7	t'out7	tud7	客法辭典					
稌	tʰu2	t'ou2	tu2	客法辭典					
腯	tʰun3	t'oun3	tun3	客法辭典					
腯	tʰut7	t'out7	tud7	客法辭典					
瘏	tʰu1	t'ou1	tu1	客法辭典					
塗	tʰu2	t'ou2	tu2	客法辭典					
酴	tʰu2	t'ou2	tu2	客法辭典					
圖	tʰu2	t'ou2	tu2	客法辭典					
駼	tʰu2	t'ou2	tu2	客法辭典					
土	tʰu3	t'ou3	tu3	客法辭典					
吐	tʰu5	t'ou5	tu5	客法辭典					
兎	tʰu5	t'ou5	tu5	客法辭典					
兔	tʰu5	t'ou5	tu5	客法辭典					
菟	tʰu5	t'ou5	tu5	客法辭典					
湍	tʰam1	t'am1	tam1	客法辭典					
摶	tʰon2	t'on2	ton2	客法辭典					
蓴	sun2	soun2	sun2	客法辭典					
團	tʰon2	t'on2	ton2	客法辭典					
漙	tʰon2	t'on2	ton2	客法辭典					
慱	tʰon2	t'on2	ton2	客法辭典					
疃	tʰon3	t'on3	ton3	客法辭典					
疃	tʰuŋ1	t'oung1	tung1	客法辭典					
彖	tʃʰon5	chon5	chon5	客法辭典					
褖	tʃʰon5	chon5	chon5	客法辭典					
推	tʰoi1	t'oi1	toi1	客法辭典					
推	tui3	toui3	dui3	客法辭典					
推	tʰui1	t'oui1	tui1	客法辭典					
推	tʰui2	t'oui2	tui2	客法辭典					
推	tsʰui1	ts'oui1	cui1	客法辭典					
隤	tʰui3	t'oui3	tui3	客法辭典					
頹	tʰui1	t'oui1	tui1	客法辭典					
魋	tʰui2	t'oui2	tui2	客法辭典					
腿	tʰui3	t'oui3	tui3	客法辭典					
骽	tʰui3	t'oui3	tui3	客法辭典					
侻	tʰot7	t'ot7	tod7	客法辭典					
退	tʰoi5	t'oi5	toi5	客法辭典					
退	tʰui5	t'oui5	tui5	客法辭典					
蛻	tʰui5	t'oui5	tui5	客法辭典					
煺	tʰui5	t'oui5	tui5	客法辭典					
褪	tʰun5	t'oun5	tun5	客法辭典					
駾	tʰui5	t'oui5	tui5	客法辭典					
吞	tʰun1	t'oun1	tun1	客法辭典					
焞	tun1	toun1	dun1	客法辭典					
暾	tun1	toun1	dun1	客法辭典					
屯	tʰun2	t'oun2	tun2	客法辭典					
坉	tun3	toun3	dun3	客法辭典					
庉	tʰun5	t'oun5	tun5	客法辭典					
忳	tʰun2	t'oun2	tun2	客法辭典					
軘	tʰun2	t'oun2	tun2	客法辭典					
豚	tun3	toun3	dun3	客法辭典					
飩	tʰun2	t'oun2	tun2	客法辭典					
魨	tʰun2	t'oun2	tun2	客法辭典					
臀	tʰun2	t'oun2	tun2	客法辭典					
畽	tʰon3	t'on3	ton3	客法辭典					
畽	tʰuŋ1	t'oung1	tung1	客法辭典					
托	tʰok7	t'oc7	tog7	客法辭典					
拖	tʰo1	t'o1	to1	客法辭典					
拖	tʰo5	t'o5	to5	客法辭典					
拕	tʰo1	t'o1	to1	客法辭典					
侂	tʰok7	t'oc7	tog7	客法辭典					
沰	tuk8	touc8	dug8	客法辭典					
莌	tʰot7	t'ot7	tod7	客法辭典					
託	tʰok7	t'oc7	tog7	客法辭典					
袥	tʰok7	t'oc7	tog7	客法辭典					
飥	tʰok7	t'oc7	tog7	客法辭典					
脫	tʰot7	t'ot7	tod7	客法辭典					
佗	tʰo2	t'o2	to2	客法辭典					
陁	tʰo2	t'o2	to2	客法辭典					
陀	tʰo2	t'o2	to2	客法辭典					
岮	tʰo2	t'o2	to2	客法辭典					
柁	tʰo5	t'o5	to5	客法辭典					
砤	tʰo2	t'o2	to2	客法辭典					
砣	tʰo2	t'o2	to2	客法辭典					
堶	tʰo2	t'o2	to2	客法辭典					
酡	tʰo2	t'o2	to2	客法辭典					
跎	tʰo2	t'o2	to2	客法辭典					
詑	i2	y2	i2	客法辭典					
馱	tʰo2	t'o2	to2	客法辭典					
鉈	tʰo2	t'o2	to2	客法辭典					
駄	tʰo2	t'o2	to2	客法辭典					
駞	tʰo2	t'o2	to2	客法辭典					
駝	tʰo2	t'o2	to2	客法辭典					
橐	tʰok7	t'oc7	tog7	客法辭典					
鴕	tʰo2	t'o2	to2	客法辭典					
驒	tʰo2	t'o2	to2	客法辭典					
鼉	tʰo2	t'o2	to2	客法辭典					
妥	tʰo3	t'o3	to3	客法辭典					
楕	tʰo3	t'o3	to3	客法辭典					
撱	tʰo3	t'o3	to3	客法辭典					
橢	tʰo3	t'o3	to3	客法辭典					
軃	to3	to3	do3	客法辭典					
柝	tʰok8	t'oc8	tog8	客法辭典					
唾	tʰui5	t'oui5	tui5	客法辭典					
涶	tʰui5	t'oui5	tui5	客法辭典					
毻	tʰo3	t'o3	to3	客法辭典					
籜	tʰok8	t'oc8	tog8	客法辭典					
穵	vat7	vat7	vad7	客法辭典					
穵	va1	va1	va1	客法辭典					
挖	va1	va1	va1	客法辭典					
挖	vat7	vat7	vad7	客法辭典					
窊	va1	va1	va1	客法辭典					
媧	vo1	vo1	vo1	客法辭典					
蛙	va1	va1	va1	客法辭典					
蛙	koi2	koi2	goi2	客法辭典					
搲	va1	va1	va1	客法辭典					
溛	va1	va1	va1	客法辭典					
漥	va1	va1	va1	客法辭典					
鼃	va1	va1	va1	客法辭典					
娃	va1	va1	va1	客法辭典					
娃	ŋa2	nga2	nga2	客法辭典					
譁	fa2	fa2	fa2	客法辭典					
瓦	ŋa3	nga3	nga3	客法辭典					
袜	mat7	mat7	mad7	客法辭典					
嗢	vut7	vout7	vud7	客法辭典					
襪	mat7	mat7	mad7	客法辭典					
韈	mat7	mat7	mad7	客法辭典					
哇	va1	va1	va1	客法辭典					
咼	vo1	vo1	vo1	客法辭典					
歪	fe3	fe3	fe3	客法辭典	【替字】				
歪	vai1	vai1	vai1	客法辭典					
喎	vo1	vo1	vo1	客法辭典					
外	ŋoi3	ngoe'3	ngoi3	客法辭典					
剜	van3	van3	van3	客法辭典					
捥	van3	van3	van3	客法辭典					
帵	van1	van1	van1	客法辭典					
睕	van3	van3	van3	客法辭典					
豌	van3	van3	van3	客法辭典					
彎	van1	van1	van1	客法辭典					
灣	van1	van1	van1	客法辭典					
丸	ian2	yan2	ian2	客法辭典					
刓	ŋan2	ngan2	ngan2	客法辭典					
芄	ian2	yan2	ian2	客法辭典					
完	van2	van2	van2	客法辭典					
完	ian2	yan2	ian2	客法辭典					
玩	ŋan5	ngan5	ngan5	客法辭典					
紈	ian2	yan2	ian2	客法辭典					
捖	van2	van2	van2	客法辭典					
頑	ŋan2	ngan2	ngan2	客法辭典					
頑	ŋuan2	ngouan2	nguan2	客法辭典					
宛	iaŋ1	yang1	iang1	客法辭典					
挽	van3	van3	van3	客法辭典					
挽	van1	van1	van1	客法辭典					
盌	von3	von3	von3	客法辭典					
梚	tʰu2	t'ou2	tu2	客法辭典					
晚	van1	van1	van1	客法辭典					
晥	fon3	fon3	fon3	客法辭典					
脘	kuon3	kouon3	guon3	客法辭典					
惋	van3	van3	van3	客法辭典					
婉	van3	van3	van3	客法辭典					
椀	von3	von3	von3	客法辭典					
皖	fon3	fon3	fon3	客法辭典					
碗	von3	von3	von3	客法辭典					
輓	van3	van3	van3	客法辭典					
綰	kuon3	kouon3	guon3	客法辭典					
踠	van3	van3	van3	客法辭典					
万	van5	van5	van5	客法辭典					
忨	ŋan5	ngan5	ngan5	客法辭典					
萬	van5	van5	van5	客法辭典					
腕	von3	von3	von3	客法辭典					
翫	ŋan5	ngan5	ngan5	客法辭典					
贃	tsʰon5	ts'on5	con5	客法辭典					
尪	voŋ1	vong1	vong1	客法辭典					
汪	voŋ1	vong1	vong1	客法辭典					
汪	moŋ1	mong1	mong1	客法辭典					
亾	moŋ2	mong2	mong2	客法辭典					
亡	moŋ2	mong2	mong2	客法辭典					
王	voŋ2	vong2	vong2	客法辭典					
王	voŋ5	vong5	vong5	客法辭典					
忹	im5	ym5	im5	客法辭典					
忹	nim5	nim5	nim5	客法辭典					
枉	noŋ5	nong5	nong5	客法辭典					
枉	voŋ3	vong3	vong3	客法辭典					
罔	mioŋ3	meong3	miong3	客法辭典					
罔	voŋ3	vong3	vong3	客法辭典					
徃	voŋ1	vong1	vong1	客法辭典					
往	voŋ1	vong1	vong1	客法辭典					
惘	voŋ3	vong3	vong3	客法辭典					
網	mioŋ3	meong3	miong3	客法辭典					
輞	voŋ3	vong3	vong3	客法辭典					
誷	voŋ3	vong3	vong3	客法辭典					
魍	voŋ3	vong3	vong3	客法辭典					
妄	voŋ3	vong3	vong3	客法辭典					
妄	moŋ3	mong3	mong3	客法辭典					
迋	voŋ5	vong5	vong5	客法辭典					
忘	voŋ5	vong5	vong5	客法辭典					
旺	voŋ5	vong5	vong5	客法辭典					
望	moŋ5	mong5	mong5	客法辭典					
危	ŋui2	ngoui2	ngui2	客法辭典					
威	vi1	vy1	vi1	客法辭典					
威	vui1	voui1	vui1	客法辭典					
逶	vi1	vy1	vi1	客法辭典					
逶	vui1	voui1	vui1	客法辭典					
偎	voi1	voe'1	voi1	客法辭典					
隈	voi1	voe'1	voi1	客法辭典					
葳	vi1	vy1	vi1	客法辭典					
葳	vui1	voui1	vui1	客法辭典					
渨	voi1	voe'1	voi1	客法辭典					
椳	voi1	voe'1	voi1	客法辭典					
微	mi2	mi2	mi2	客法辭典					
煨	voi1	voe'1	voi1	客法辭典					
溦	mi2	mi2	mi2	客法辭典					
蝛	vi1	vy1	vi1	客法辭典					
蝛	vui1	voui1	vui1	客法辭典					
癐	kʰuai5	k'ouai5	kuai5	客法辭典					
巍	ŋui2	ngoui2	ngui2	客法辭典					
囗	vi2	vy2	vi2	客法辭典					
囗	vui2	voui2	vui2	客法辭典					
圩	hi1	hi1	hi1	客法辭典					
圩	i2	y2	i2	客法辭典					
為	vi2	vy2	vi2	客法辭典					
為	vui2	voui2	vui2	客法辭典					
為	vi5	vy5	vi5	客法辭典					
為	vui5	voui5	vui5	客法辭典					
韋	vi2	vy2	vi2	客法辭典					
韋	vui2	voui2	vui2	客法辭典					
桅	mi2	mi2	mi2	客法辭典					
桅	ŋui2	ngoui2	ngui2	客法辭典					
唯	vi2	vy2	vi2	客法辭典					
唯	vui2	voui2	vui2	客法辭典					
惟	vi2	vy2	vi2	客法辭典					
惟	vui2	voui2	vui2	客法辭典					
嵬	ŋui2	ngoui2	ngui2	客法辭典					
幃	vi2	vy2	vi2	客法辭典					
幃	vui2	voui2	vui2	客法辭典					
圍	vi2	vy2	vi2	客法辭典					
圍	vui2	voui2	vui2	客法辭典					
爲	vi2	vy2	vi2	客法辭典					
爲	vui2	voui2	vui2	客法辭典					
違	vi2	vy2	vi2	客法辭典					
違	vui2	voui2	vui2	客法辭典					
維	vi2	vy2	vi2	客法辭典					
維	vui2	voui2	vui2	客法辭典					
闈	vi2	vy2	vi2	客法辭典					
闈	vui2	voui2	vui2	客法辭典					
尾	mi1	mi1	mi1	客法辭典					
尾	mui1	moui1	mui1	客法辭典					
委	vi1	vy1	vi1	客法辭典					
委	vui1	voui1	vui1	客法辭典					
娓	mi3	mi3	mi3	客法辭典					
萎	vi3	vy3	vi3	客法辭典					
萎	vui3	voui3	vui3	客法辭典					
偽	ŋui3	ngoui3	ngui3	客法辭典					
偉	vi3	vy3	vi3	客法辭典					
偉	vui3	voui3	vui3	客法辭典					
葦	vi3	vy3	vi3	客法辭典					
葦	vui3	voui3	vui3	客法辭典					
猥	voi1	voe'1	voi1	客法辭典					
瑋	vi3	vy3	vi3	客法辭典					
瑋	vui3	voui3	vui3	客法辭典					
暐	vi3	vy3	vi3	客法辭典					
暐	vui3	voui3	vui3	客法辭典					
痿	vi3	vy3	vi3	客法辭典					
痿	vui3	voui3	vui3	客法辭典					
煒	vi3	vy3	vi3	客法辭典					
煒	vui3	voui3	vui3	客法辭典					
蔿	vi3	vy3	vi3	客法辭典					
蔿	vui3	voui3	vui3	客法辭典					
諉	vi3	vy3	vi3	客法辭典					
諉	vui3	voui3	vui3	客法辭典					
緯	vi3	vy3	vi3	客法辭典					
緯	vui3	voui3	vui3	客法辭典					
薳	vi1	vy1	vi1	客法辭典					
薳	vui1	voui1	vui1	客法辭典					
韙	vi3	vy3	vi3	客法辭典					
韙	vui3	voui3	vui3	客法辭典					
韡	vi3	vy3	vi3	客法辭典					
韡	vui3	voui3	vui3	客法辭典					
亹	mi3	mi3	mi3	客法辭典					
亹	tʰau3	t'ao3	tau3	客法辭典					
未	vi5	vy5	vi5	客法辭典					
未	vui5	voui5	vui5	客法辭典					
位	vi5	vy5	vi5	客法辭典					
位	vui5	voui5	vui5	客法辭典					
味	mi5	mi5	mi5	客法辭典					
畏	vi5	vy5	vi5	客法辭典					
畏	vui5	voui5	vui5	客法辭典					
