#漢字	音標
秛	pʰi3
耚	pʰi1
旇	pʰi1
旇	pʰi6
翍	pʰi1
鮍	pʰi1
肧	pʰi1
衃	pʰi1
醅	pʰi1
䬌	pʰi1
胚	pʰi1
𤬃	pʰi1
𩵣	pʰi1
㾦	pʰi1
坯	pʰi1
抔	pʰeu2
抔	pʰeu3
抔	pʰi1
鈚	pʰi1
鈚	pʰi2
批	pʰi1
砒	pʰi1
𠜱	pʰi1
磇	pʰi1
𪄆	pʰi1
鈹	pʰi2
罷	pʰai6
罷	pʰi2
罷	pʰi6
犤	pʰai2
犤	pʰi2
皮	pʰi2
郫	pʰai2
郫	pʰi2
疲	pʰi2
魮	pʰi2
阰	pʰi2
芘	pʰi2
芘	pʰi6
肶	pʰi2
毗	pʰi2
毘	pʰi2
𦊁	pʰi2
蚍	pʰi2
𣬈	pʰi2
𨈚	pʰi2
豼	pʰi2
琵	pʰi2
𦳈	pʰi2
㮰	pʰi2
㮰	pʰiet8
膍	pʰi2
貔	pʰi2
𧑜	pʰi2
𧖈	pʰi2
仳	pʰi2
仳	pʰi3
仳	pʰi6
鵧	pʰi2
𪌈	pʰi2
陴	pʰi2
𡌨	pʰi2
埤	pʰi2
啤	pʰi2
𦜉	pʰi2
脾	pʰi2
蜱	pʰi2
螷	pʰen6
螷	pʰi2
𧓎	pʰi2
蠯	pʰai2
蠯	pʰen6
蠯	pʰi2
𩫫	pʰi2
邳	pʰi2
岯	pʰi2
䲹	pʰi2
裴	pʰi2
棓	feu5
棓	pʰi2
棓	pʰɔŋ6
徘	pʰi2
輫	pʰai2
輫	pʰi2
陪	pʰi2
培	pʰi2
婄	pʰeu3
婄	pʰi2
毰	pʰi2
𤗏	pʰi2
𩑢	pʰai2
𩑢	pʰi2
䣙	pʰen3
䣙	pʰi2
𨛬	pʰi2
賠	pʰi2
錇	pʰi2
笓	pʰi2
㼰	pʰi2
鼙	pʰi2
鄙	pʰi3
痞	pʰi3
吡	pʰi3
吡	pʰit8
庀	pʰi3
䚹	pʰi3
諀	pʰi3
𢻹	pʰi3
𢻹	pʰi6
𡺮	pʰi3
𡺮	pʰi6
嚭	pʰi3
紴	po1
紴	pʰi3
濞	pʰi3
淠	pʰi3
𦤢	pʰi3
䑄	pʰi3
䑄	pʰi6
㿙	pʰi3
嚊	pʰi3
屁	pʰi3
䊧	fui5
䊧	fɨi5+
䊧	pʰi3
㵨	pʰi3
譬	pʰi3
浿	pʰai3
浿	pʰi3
霈	pʰi3
朏	fui3
朏	fɨi3+
朏	pʰi3
胐	kʰut7
胐	pʰi3
配	pʰi3
嶏	fut7
嶏	fɨt7
嶏	pʰi3
潎	pʰi3
潎	pʰiet7
䫌	pʰi3
𠞇	pʰi3
睥	pʰi3
𣹮	pʰi3
媲	pʰi3
䠘	pʰi3
被	pʰi6
𢁦	pʰi6
圮	pʰi6
䤏	pʰi6
殍	fu1
殍	pʰi6
殍	pʰieu6
庳	pʰi6
婢	pʰi6
牝	pʰi6
牝	pʰin6
𤰇	pʰi6
俻	pʰi6
𤰈	pʰi6
備	pʰi6
㣁	pʰi6
𣖾	pʰi6
犕	pʰi6
㸢	pʰi6
糒	pʰi6
鞴	fuk8
鞴	fuʔ8+
鞴	pʰi6
鞴	pʰu6
奰	pʰi6
贔	pʰi6
𡚤	pʰi6
𩇯	fui5
𩇯	fɨi5+
𩇯	pʰi6
䨽	fui3
䨽	fɨi3+
䨽	pʰi6
絥	fuk8
絥	fuʔ8+
絥	pʰi6
韍	fut7
韍	fɨt7
韍	pʰi6
㢰	pʰi6
鞁	pʰi6
髲	pʰi6
鐾	pʰi6
避	pʰi6
坒	pʰi6
坒	pʰit8
䫁	pʰi6
𤹝	pʰi6
襣	pʰi6
軷	pʰi6
軷	pʰot8
旆	pʰi6
琲	pʰi6
痱	fui5
痱	fɨi5+
痱	pʰi6
𢳁	pʰi6
孛	pʰi6
孛	pʰɨt8
邶	pʰi6
苝	pʰi6
悖	pʰi6
悖	pʰɨt8
鄁	pʰi6
偝	pʰi6
焙	pʰi6
㻗	pʰi6
佩	pʰi6
珮	pʰi6
𢂤	lut7
𢂤	lɨt7
𢂤	pʰi6
㡀	pʰi6
敝	pʰi6
弊	pʰi6
𡚁	pʰi6
幣	pʰi6
獘	pʰi6
斃	pʰi6
𠈺	pʰi6
陛	pʰi6
㙄	pʰi6
𤙞	pʰi6
䯗	pʰi6
𣘥	pʰi6
薜	pet7
薜	pʰi6
𥴬	pʰi6
𨢡	pʰi6
𨫔	pʰi6
𨫔	ɕiet7
微	mi1-
微	ui5=
眯	mi1
咪	mi1
𦗕	mi3
𦗕	mi5
靡	mi3
蘼	mi3
蘼	mi5
𡬍	mi3
𪎓	mi3
𨇻	mi3
美	mi3
渼	mi3
媄	mi3
媺	mi3
鎂	mi3
𤛎	mi3
𤛎	min3
芈	mi3
羋	mi3
侎	mi3
弭	mi3
敉	mi3
葞	mi3
渳	mi3
㥝	mi3
瞇	mi3
濔	mi3
瀰	mi3
瀰	mi5
瀰	ȵi3
䦵	mi3
䦵	ȵi3
䖹	mi3
蝆	iɔŋ3
蝆	mi3
尾	mi3-
尾	ui3=
每	mi3
每	mi6
挴	mi3
浼	mi3
䜸	mi3
燘	fui3
燘	fɨi3+
燘	mi3
潣	mi3
潣	min3
米	mi3
洣	mi3
脒	mi3
䋛	mi3
蔝	mi3
䱊	mi3
眉	mi5
郿	mi5
郿	mi6
葿	mi5
嵋	mi5
睂	mi5
猸	mi5
湄	mi5
瑂	mi5
楣	mi5
矀	mi5
矀	ui5
攗	mi5
蘪	mi5
𤃱	mi5
鶥	mi5
黴	mi5
黴	mi6
麋	mi5
㵟	mi5
㵟	ui5
䉠	mi5
䉠	ui5
覹	mi5
𪎭	mi5
糜	mi5
縻	mi5
㸏	mi5=
㸏	mie1-
㸏	mie5-
醿	mi5
䊳	mi5
𪎕	mi5
冞	mi5
𢏏	mi5
弥	mi5
𥹄	mi5
䍘	mi5
𨤐	mi5
擟	mi5
麊	mi5
彌	mi5
𥎖	mi5
獼	mi5
㜷	mi5
镾	mi5
㣆	mi5
𥸀	mi5
䥸	mi5
𥉓	mi5
𥉓	miet7
莓	mi5
玫	mi5
枚	mi5
脄	mi5
梅	mi5
脢	mi5
脢	mi6
䍙	mi5
䍙	mi6
䍙	u3
媒	mi5
腜	mi5
䊈	mi5
煤	mi5
禖	mi5
酶	mi5
塺	mi5
塺	mo6
霉	mi5
鋂	mi5
䤂	mi5
玟	mi5
玟	min5
迷	mi5
𡝡	mi5
𡝠	mi5
𧠠	mi5
醚	mi5
䤍	mi5
麛	mi5
𪓬	mi5
媢	mau3
媢	mau6
媢	mi6
媢	muk7
媢	muʔ7+
寐	mi6
鬽	mi6
媚	mi6
煝	mi6
魅	mi6
蝞	mi6
篃	mi6
嚜	mi6
䉋	mi6
沬	mi6
沬	ui6
昧	mi6
枺	mi6
眜	mi6
眜	mot7
㭑	mi6
瑁	mau6
瑁	mi6
瑁	muk7
瑁	muʔ7+
䆀	mi6
妹	mi6
眛	mi6
痗	fui3
痗	fɨi3+
痗	mi6
袂	mi6
謎	mi6
㩢	mat7
㩢	mi6
㩢	miet7
堤	ti1
堤	ti3
低	ti1
奃	ti1
袛	ti1
䧑	ti1
㓳	ti1
羝	ti1
隄	ti1
隄	tʰi2
𥿄	ti1
趆	ti1
趆	ti5
䐎	ti1
䐎	tʰi2
𡰖	ti1
𡰖	tʰi2
磾	ti1
鍉	ti1
鞮	ti1
柢	ti1
柢	ti3
柢	ti5
腣	ti1
腣	ti5
䬫	ti1
䬫	tʰi2
䚣	ti1
䚣	tʰi2
邸	ti3
抵	ti3
底	ti3
弤	ti3
牴	ti3
㪆	ti3
軧	ti3
觝	ti3
詆	ti3
詆	tʰi2
詆	tʰit7
䏄	ti3
䠠	ti5
骶	ti5
𤬵	ti5
帝	ti5
偙	ti5
𦨢	ti5
𢰂	ti5
𢰂	tʰi6
蒂	ti5
䟡	ti5
僀	ti5
摕	tai5
摕	ti5
摕	tʰi6
摕	tʰiet8
䩚	ti5
蔕	ti5
碲	ti5
諦	ti5
螮	ti5
啑	sat7
啑	ti5
渧	ti5
蝭	ti5
蝭	tʰi2
嚏	ti5
嚔	ti5
蝃	ti5
蝃	tsot7
睇	tʰi1
睇	tʰi6
梯	tʰi1
㔸	tʰi1
𨁃	tʰi1
䖙	tʰi1
䖙	tʰi2
𩤽	tʰi1
𠥸	tʰi1
鷈	tʰi1
提	tʰi2
提	tʰia2
𡰄	tʰi2
締	tʰi2
締	tʰi6
銻	tʰi2
厗	tʰi2
𦯔	tʰi2
㖒	tʰi2
啼	tʰi2
罤	tʰi2
崹	tʰi2
稊	tʰi2
𢔭	tʰi2
瑅	tʰi2
𣖅	tʰi2
𧋘	tʰi2
嗁	tʰi2
㡗	tʰi2
㡗	ɕi1
𣹲	tʰi2
綈	tʰi2
䨑	tʰi2
蕛	tʰi2
𥉘	tʰi2
䬾	tʰi2
緹	tʰi2
緹	tʰi3
趧	tʰi2
醍	tʰi2
醍	tʰi3
𧡨	tʰi2
𧡨	tʰi6
蹄	tʰi2
鴺	i5
鴺	tʰi2
蹏	tʰi2
題	tʰi2
題	tʰi6
𨪉	tʰi2
鮷	tʰi2
鵜	tʰi2
騠	tʰi2
𪂿	tʰi2
𪂿	tʰi6
䱱	tʰi2
鶙	tʰi2
𥶛	tʰi2
𥶛	tʰi6
鷤	tʰan2
鷤	tʰi2
鷤	tʰi6
荑	i5
荑	tʰi2
桋	i5
桋	tʰi2
銕	tʰi2
銕	tʰiet7
鮧	i5
鮧	tʰi2
体	tʰi3
𣈡	tʰi3
軆	tʰi3
䪆	tʰi3
體	tʰi3
挮	tʰi3
涕	tʰi3
达	tʰi3
楴	tʰi3
暜	tʰi3
𣧂	tʰi3
戻	tʰi3
剃	tʰi3
洟	i5
洟	tʰi3
𥫵	tʰi3
屜	tʰi3
替	tʰi3
𢝹	tʰi3
𡲕	tʰi3
𧛒	tʰi3
𣤖	tʰi3
殢	tʰi3
殢	ɕi5
𤾕	tʰi3
㬱	tʰi3
䎮	tʰi3
鬀	tʰi3
鬀	tʰi6
腿	tʰi3-
腿	tʰui3
地	tʰi6
墬	tʰi6
袋	tʰai6=
袋	tʰi6-
弟	tʰi6
娣	tʰi6
㼵	tʰi6
遞	tʰi6
䑯	tʰi6
悌	tʰi6
逮	tʰai6
逮	tʰi6
軑	tʰai6
軑	tʰi6
髢	tʰi6
杕	tʰi6
第	tʰi6
釱	tʰai6
釱	tʰi6
棣	tʰi6
禘	tʰi6
遰	tʰi6
𧫚	tʰi6
㣇	i6
㣇	tʰi6
墆	tʰi6
墆	tʰiet8
悝	kʰui1
悝	li3
李	li3
里	li3
𨛋	li3
俚	li3
哩	li3
浬	li3
娌	li3
理	li3
㾖	li3
㾖	li5
裡	li3
裏	li3
鋰	li3
鯉	li3
㸚	li3
㸚	li6
峛	li3
邐	li3
履	li3
累	li3-
累	li6-
累	lui3=
累	lui6
盠	li3
盠	li5
蠡	li3
蠡	li5
蠡	lo5
劙	li3
劙	li5
劙	li6
鱺	li3
礼	li3
豊	li3
澧	li3
禮	li3
𥴡	li3
醴	li3
𣀷	li3
𣀷	li5
鱧	li3
欚	li3
𦫈	li3
𩽵	li3
吕	li3
呂	li3
郘	li3
侣	li3
侶	li3
𢈚	li3
梠	li3
㭚	li3
旅	li3
祣	li3
絽	li3
鋁	li3
膂	li3
𥰠	li3
儢	li3
穭	li3
僂	leu5
僂	leu6
僂	li3
𨻻	leu5
𨻻	li3
蔞	leu5
蔞	li3
蔞	li5
慺	leu5
慺	li3
慺	li5
謱	leu3
謱	leu5
謱	li3
嶁	leu3
嶁	li3
漊	leu3
漊	li3
簍	leu3
簍	leu5
簍	li3
𦳭	li3
㜢	li3
褸	leu5
褸	li3
縷	li3
𪈜	li3
离	li5
攡	li5
漓	li5
𢟢	li5
璃	li5
樆	li5
䅻	li5
褵	li5
罹	li5
篱	li5
縭	li5
醨	li5
謧	li5
離	li5
離	li6
鵹	li5
蘺	li5
𪅆	li5
灕	li5
㰚	li5
𢥗	li5
孋	li5
䍦	li5
𪖂	li5
𧕮	li5
穲	li5
籬	li5
驪	li5
鸝	li5
麗	li5
麗	li6
酈	li5
酈	lit7
䕻	li5
䕻	li6
倈	li5
厘	li5
𠩬	li5
狸	li5
𣮉	lai5
𣮉	li5
喱	li5
剺	li5
𠭰	li5
筣	li5
艃	li5
孷	li5
嫠	li5
貍	li5
犛	lai5
犛	li5
犛	mau5
𣁟	li5
𢟤	li5
𢟤	li6
𩭇	li5
釐	li5
斄	lai5
斄	li5
氂	li5
氂	mau5
梩	li5
刕	li5
梨	li5
棃	li5
犂	li5
蜊	li5
蔾	li5
蟍	li5
𠠍	li5
䴻	li5
𢤂	li5
鯬	li5
鑗	li5
秜	li5
雷	li5-
雷	lui5=
犁	li5
𨛫	li5
黎	li5
㦒	li5
𨿯	li5
𦃇	li5
藜	li5
邌	li5
𤛿	li5
𥌛	li5
黧	li5
廲	li5
𩧋	li5
瓈	li5
璷	li5
蘆	li5
蘆	lu5
㠠	li5
廬	li5
臚	li5
䰕	li5
䰕	lu5
閭	li5
䕡	li5
𤁵	li5
𢣻	li5
藘	li5
櫚	li5
𥶆	li5
驢	li5
䮉	li5
櫖	li5
櫖	li6
爈	li5
瞜	leu5
瞜	li5
婁	leu5
婁	li5
𡝤	leu5
𡝤	li5
䣚	leu5
䣚	li5
㺏	li5
膢	leu5
膢	li5
䝏	leu5
䝏	li5
䱾	leu5
䱾	li5
摟	leu1
摟	leu3
摟	li5
㟺	li5
瘻	leu6
瘻	li5
鏤	leu6
鏤	li5
氀	li5
𤗬	li5
鷜	leu5
鷜	li5
琍	li6
利	li6
𥝤	li6
俐	li6
莅	li6
猁	li6
涖	li6
痢	li6
蒞	li6
䇐	li6
䇐	lit7
䇐	lui6
䬆	li6
䬆	lit7
鬁	li6
䚕	li6
吏	li6
荔	li6
珕	li6
詈	li6
𥶾	li6
㿛	li6
淚	li6-
淚	lui6=
類	li6-
類	lui6
例	li6
砅	li6
𢂥	li6
栵	li6
栵	liet7
㾐	li6
厲	li6
勵	li6
巁	li6
癘	li6
濿	li6
𢤆	li6
櫔	li6
蠇	li6
犡	lai6
犡	li6
禲	li6
礪	li6
蠣	li6
糲	lai6
糲	lat7
糲	li6
𩧃	li6
洌	li6
洌	liet7
䅀	li6
䅀	liet7
䮋	li6
鮤	li6
鮤	liet7
𥣭	li6
𧸱	li6
𠠫	li6
丽	li6
沴	li6
戾	li6
戾	liet7
栛	li6
㑦	li6
䓞	li6
唳	li6
唳	liet7
悷	li6
蜧	li6
綟	li6
綟	liet7
隷	li6
𣛒	li6
隸	li6
𩘡	li6
𤃀	li6
𣟌	li6
𥃏	li6
儷	li6
𧢮	li6
捩	li6
捩	liet8
蜦	li6
蜦	lun5
蜦	lɨn5
𦊼	li6
慮	li6
勴	li6
𡾅	li6
濾	li6
𩥆	li6
𥶌	li6
鑢	li6
𠣊	li6
屢	li6
𡀿	li6
泪	li6-
泪	lui6=
丌	tɕi1
姬	i5
姬	tɕi1
基	tɕi1
稘	tɕi1
䇫	tɕi1
箕	tɕi1
錤	tɕi1
錤	tɕʰi2
諅	tɕi1
諅	tɕʰi6
朞	tɕi1
諆	tɕi1
萁	tɕi1
萁	tɕʰi2
姬	tɕi1
机	tɕi1
肌	tɕi1
飢	tɕi1
虮	tɕi1
刏	kui5
刏	tɕi1
刏	tɕʰi2
僟	tɕi1
𦺬	tɕi1
嘰	tɕi1
璣	tɕi1
機	tɕi1
禨	tɕi1
禨	tɕi5
𧗇	tɕi1
磯	tɕi1
䟇	tɕi1
譏	tɕi1
鐖	tɕi1
饑	tɕi1
鞿	tɕi1
幾	tɕi1
幾	tɕi3
榿	tɕi1
榿	tɕʰi1
蘄	tɕi1
蘄	tɕʰi2
蘄	tɕʰin2
攲	tɕi1
攲	tɕi3
攲	tɕʰi1
畸	tɕi1
躸	tɕi1
羇	tɕi1
羈	tɕi1
掎	tɕi1
掎	tɕi3
掎	tɕʰi3
㱦	tɕi1
㱦	tɕi3
㱦	tɕʰi1
奇	tɕi1
奇	tɕʰi2
竒	tɕi1
竒	tɕʰi2
几	tɕi1
几	tɕi3
𧆌	tɕi1
䂑	tɕi1
隮	tɕi1
隮	tɕi5
賷	tɕi1
櫅	tɕi1
䪡	tɕi1
躋	tɕi1
躋	tɕi5
𩐒	tɕi1
齏	tɕi1
𧅱	tɕi1
擠	tɕi1
擠	tɕi3
齌	tɕi1
齌	tɕʰi1
齌	tɕʰi6
𨥳	tɕi1
𨥳	tɕʰi2
𢥎	tɕi1
麡	tsʰai2
麡	tɕi1
麡	tɕʰi2
卟	tɕi1
卟	tɕʰi3
𥝌	tɕi1
𥝌	ŋai6
乩	tɕi1
枅	tɕi1
笄	tɕi1
㮷	tɕi1
稽	tɕi1
稽	tɕʰi3
𨪴	tɕi1
雞	tɕi1
鷄	tɕi1
䗗	tɕi1
庋	kui3
庋	tɕi3
剞	tɕi3
踦	tɕi3
踦	tɕʰi1
㞆	tɕi3
㞆	tɕʰi3
䢳	tɕi3
㞦	tɕi3
𤜝	tɕi3
㞛	tɕi3
麂	tɕi3
𪊨	tɕi3
䂹	set7
䂹	tɕi3
己	tɕi3
𠮯	tɕi3
妀	tɕi3
穖	tɕi3
蟣	tɕi3
蟣	tɕʰi2
𩴆	tɕi3
𩴆	tɕʰi2
䍤	tɕi3
濟	tɕi3
濟	tɕi5
癠	tɕi3
癠	tɕʰi2
癠	tɕʰi6
夘	tɕi3
𧂐	tɕi5
紀	tɕi5
旡	tsen1
旡	tɕi5
𣢆	tɕi5
既	tɕi5
旣	tɕi5
蔇	tɕi5
暨	tɕi5
暨	tɕʰi6
曁	tɕi5
曁	tɕit7
曁	tɕʰi6
洎	tɕi5
洎	tɕʰi6
兾	tɕi5
穊	tɕi5
冀	tɕi5
覬	tɕi5
懻	tɕi5
𩥉	tɕi5
驥	tɕi5
記	tɕi5
徛	tɕi5
徛	tɕʰi6
寄	tɕi5
䐀	tɕi5
季	kui5
季	tɕi5
祭	tɕi5
際	tɕi5
穄	tɕi5
穧	tɕi5
穧	tɕʰi6
鰶	tɕi5
𩯰	tɕi5
𩯰	tɕiet7
𩯷	tɕi5
㦣	tɕi5
㦣	ui6
㦣	ȵi6
彐	tɕi5
𣯅	tɕi5
罽	tɕi5
蘮	tɕi5
瀱	tɕi5
𦇧	tɕi5
訐	tɕi5
訐	tɕiet7
猘	tɕi5
䶓	tɕi5
霽	tɕi5
䰏	tɕi5
轚	tɕi5
轚	tɕit7
計	tɕi5
𨜒	tɕi5
㲅	tɕi5
髻	tɕi5
薊	tɕi5
檕	tɕi5
檕	tɕʰi1
檵	tɕi5
繫	tɕi5
繫	ɕi6
繼	tɕi5
蘻	tɕi5
係	tɕi5
觭	tɕʰi1
觭	tɕʰi3
䗁	tɕʰi1
䗁	tɕʰi6
㩻	kui5
㩻	tɕʰi1
㥓	tɕʰi1
㥓	tɕʰi3
𤘌	tɕʰi1
𦖊	tɕʰi1
崎	tɕʰi1
崎	tɕʰi2
碕	tɕʰi1
碕	tɕʰi2
碕	tɕʰi3
䫥	kʰui3
䫥	tɕʰi1
䫥	ui3
娸	tɕʰi1
欺	tɕʰi1
僛	tɕʰi1
䫏	tɕʰi1
魌	tɕʰi1
𠐾	tɕʰi1
𪅾	tɕʰi1
𪀩	tɕʰi1
䶞	tɕʰi1
䶞	tɕʰi2
抾	tɕʰi1
抾	tɕʰiet7
妻	tɕʰi1
凄	tɕʰi1
萋	tɕʰi1
淒	tɕʰi1
悽	tɕʰi1
緀	tɕʰi1
緀	tɕʰi3
霋	tɕʰi1
鶈	tɕʰi1
𤳤	tɕʰi1
嵠	tɕʰi1
溪	tɕʰi1
磎	tɕʰi1
螇	tɕʰi1
螇	ɕi5
谿	tɕʰi1
鸂	tɕʰi1
祁	tɕʰi2
其	tɕʰi2
畁	tɕʰi2
畁	tɕʰi6
期	tɕʰi2
亓	tɕʰi2
𢍁	tɕʰi2
𢍁	tɕʰi6
𢃛	tɕʰi2
淇	tɕʰi2
琪	tɕʰi2
棊	tɕʰi2
棋	tɕʰi2
祺	tɕʰi2
碁	tɕʰi2
蜝	tɕʰi2
綦	tɕʰi2
蜞	tɕʰi2
䑴	tɕʰi2
旗	tɕʰi2
綨	tɕʰi2
璂	tɕʰi2
𧯯	tɕʰi2
踑	tɕʰi2
禥	tɕʰi2
藄	tɕʰi2
𦪆	tɕʰi2
𤪌	tɕʰi2
騏	tɕʰi2
櫀	tɕʰi2
䳢	tɕʰi2
鯕	tɕʰi2
麒	tɕʰi2
𨙸	tɕʰi2
芪	tɕʰi2
岐	tɕʰi2
歧	tɕʰi2
祇	tɕʰi2
𦭲	tɕʰi2
𠁭	tɕʰi2
疧	tɕʰi2
蚑	tɕʰi2
蚑	tɕʰi3
䉻	tɕʰi2
𨱜	tɕʰi2
䞚	tɕʰi2
䞚	tɕʰi3
軝	tɕʰi2
跂	tɕʰi2
跂	tɕʰi3
𩉬	tɕʰi2
𢻚	tɕʰi2
䲬	tɕʰi2
㙨	tɕʰi2
畿	tɕʰi2
𦠄	tɕʰi2
圻	tɕʰi2
圻	ŋien5
圻	ȵin5
岓	tɕʰi2
祈	tɕʰi2
蚚	fui6
蚚	fɨi6+
蚚	tɕʰi2
旂	tɕʰi2
頎	tɕʰi2
𧰙	tɕʰi2
玂	tɕʰi2
𪙧	tɕʰi2
弜	tɕʰi2
弜	tɕʰiɔŋ6
鵸	tɕʰi2
𢺷	tɕʰi2
㩽	tɕʰi2
琦	tɕʰi2
鬾	tɕʰi2
鬾	tɕʰi6
騎	tɕʰi2
騎	tɕʰi6
錡	tɕʰi2
錡	tɕʰi6
錡	ȵi6
埼	tɕʰi2
隨	sui5=
隨	tɕʰi2-
𨥦	tɕʰi2
齊	tsai1
齊	tɕʰi2
䶒	tɕʰi2
懠	tɕʰi2
懠	tɕʰi6
臍	tɕʰi2
蠐	tɕʰi2
𪗍	tɕʰi2
婍	tɕʰi3
綺	tɕʰi3
㾨	i1
㾨	tɕʰi3
企	tɕʰi3
邔	tɕʰi3
芑	tɕʰi3
屺	tɕʰi3
玘	tɕʰi3
杞	tɕʰi3
起	tɕʰi3
豈	tɕʰi3
䔇	fui6
䔇	fɨi6+
䔇	tɕʰi3
亟	tɕit7
亟	tɕʰi3
䀈	tɕʰi3
䀈	ɕi3
唭	tɕʰi3
气	tɕʰi3
汽	tɕʰi3
炁	tɕʰi3
盵	tɕʰi3
氣	tɕʰi3
𢺵	tɕʰi3
𨑤	tɕʰi3
弃	tɕʰi3
㞓	tɕʰi3
夡	tɕʰi3
棄	tɕʰi3
蟿	tɕʰi3
器	tɕʰi3
愒	kʰai3
愒	tɕʰi3
愒	tɕʰiet7
𡳅	tɕʰi3
甈	tɕʰi3
甈	ȵi6
䔾	tɕʰi3
憩	tɕʰi3
皉	tɕʰi3
摖	tɕʰi3
砌	tɕʰi3
䀙	tɕʰi3
𦕀	tɕʰi3
䏅	tɕʰi3
切	tɕʰi3
切	tɕʰiet7
启	tɕʰi3
啟	tɕʰi3
啓	tɕʰi3
棨	tɕʰi3
䏿	tɕʰi3
晵	tɕʰi3
晵	tɕʰien3
䡔	tɕʰi3
㒅	tɕʰi3
綮	tɕʰi3
䭬	tɕʰi3
闙	tɕʰi3
恝	kat7
恝	tɕʰi3
契	tɕʰi3
契	tɕʰiet7
契	tɕʰit7
栔	tɕʰi3
栔	tɕʰiet7
䁈	tu3
䁈	tɕʰi3
𦩣	tɕʰi3
𡢖	kʰai3
𡢖	tɕʰi3
𢢞	tɕʰi3
䫔	tɕʰi3
䫔	tɕʰiet7
罊	kʰiet7
罊	tɕʰi3
妓	tɕʰi6
技	tɕʰi6
跽	tɕʰi6
忌	tɕʰi6
梞	tɕʰi6
惎	tɕʰi6
𥭜	tɕʰi6
䋟	tɕʰi6
誋	tɕʰi6
鵋	tɕʰi6
鱀	tɕʰi6
帺	tɕʰi6
𨙬	tɕʰi6
䤒	tɕʰi6
芰	tɕʰi6
䝸	tɕʰi6
輢	i3
輢	i5
輢	tɕʰi6
垍	tɕʰi6
臮	tɕʰi6
塈	tɕʰi6
塈	ɕi3
墍	tɕʰi6
墍	ɕi3
𣽍	tɕʰi6
悸	kʰui6
悸	tɕʰi6
偈	tɕʰi6
偈	tɕʰiet8
𩶆	tɕʰi6
鱭	tɕʰi6
劑	tsui1
劑	tɕʰi6
𨣧	tɕʰi6
𪊆	tɕʰi6
䶩	tɕʰi6
嚌	tɕʰi6
咿	ȵi1
聻	ȵi3
伱	n3-
伱	nen3-
伱	ȵi3=
你	n3-
你	nen3-
你	ȵi3=
伲	ȵi3
抳	ȵi3
狔	ȵi3
旎	ȵi3
柅	ȵi3
柅	ȵi5
孴	it7
孴	ȵi3
擬	ȵi3
薿	ȵi3
薿	ȵit7
𥣖	ȵi3
儗	hai3
儗	ŋai6
儗	ȵi3
螘	ȵi3
螘	ȵi6
顗	ȵi3
薾	ȵi3
檷	ȵi3
禰	ȵi3
嬭	lai3
嬭	ȵi3
坭	ȵi3
苨	ȵi3
𦰫	ȵi3
𩋪	ȵi3
鑈	ȵi3
鑈	ȵiet7
𩍦	ȵi3
𩯨	ȵi3
㪒	ȵi3
㪒	ȵi5
䘽	ȵi3
䘽	ȵi5
䘽	ȵiet7
觬	ȵi3
觬	ȵi5
掜	lai5
掜	ȵi3
晲	ȵi3
堄	ȵi3
堄	ȵi6
霓	ȵi5
呢	ȵi5
妮	ȵi5
尼	ȵi5
怩	ȵi5
蚭	ȵi5
跜	ȵi5
䝚	ȵi5
鈮	ȵi5
𩚯	ȵi5
溰	ȵi5
沂	ȵi5
宐	ȵi5
宜	ȵi0
宜	ȵi5
㝖	ȵi5
𠣨	ȵi5
儀	ȵi5
䣡	ȵi5
𥫃	ȵi5
𥫃	ȵi6
𥪺	ȵi5
鸃	ȵi5
䴊	ȵi5
轙	ȵi5
轙	ȵi6
狋	tɕʰyon2
狋	ȵi5
疑	ȵi5
嶷	ȵi5
嶷	ȵit7
觺	ȵi5
觺	ȵit7
泥	ȵi5
屔	ȵi5
埿	pʰan6
埿	ȵi5
埿	ȵi6
𠆵	ȵi5
郳	ȵi5
倪	ȵi5
猊	ȵi5
婗	ȵi5
棿	ȵi5
蜺	ȵi5
蜺	ȵiet7
輗	ȵi5
貎	ȵi5
鯢	ȵi5
麑	ȵi5
齯	ȵi5
𣕁	i1
𣕁	ȵi5
䣵	ȵi6
䣵	ɵ6
𦡸	ȵi6
䁊	uot7
䁊	ȵi6
䰙	ȵi6
㠖	ȵi6
檥	ȵi6
礒	ȵi6
蟻	ȵi0
蟻	ȵi6
艤	ȵi6
齮	ȵi6
羛	ȵi6
羛	ɕi1
豙	ȵi6
㘈	ȵi6
㘈	ȵit7
㽈	ȵi6
䰯	ȵi6
顡	ui3
顡	ȵi6
𢖫	ȵi6
毅	ȵi6
藙	ȵi6
䉨	ȵi6
𧅙	ȵi6
竩	ȵi6
義	ȵi6
誼	ȵi6
𩈭	ȵi6
議	ȵi6
劓	ȵi6
乂	ȵi6
刈	ȵi6
㲼	ȵi6
㣻	ȵi6
䖊	ȵi6
𩾘	ȵi6
䢃	ȵi6
埶	ȵi6
蓺	ȵi6
槸	ȵi6
褹	lai6
褹	ȵi6
藝	ȵi6
䆿	ȵi6
囈	ȵi6
㓷	ȵi6
𢤇	ȵi6
迡	ȵi6
濘	ȵi6
濘	ȵin6
睨	ȵi6
𧡎	ȵi6
盻	pʰan3
盻	ȵi6
盻	ɕi6
𢏗	ȵi6
羿	ȵi6
𦐧	ȵi6
詣	ȵi6
㶼	ŋai1
㶼	ɕi1
𣢑	ɕi1
娭	ɕi1
𠩺	ɕi1
