			中山石岐話			中山環城話			南蓢白話			珠海唐家話												
	母		m	u	2	m	u	2	m	u	2	m	u	2										
	鬥		t	ɐu	3	t	ɐu	3	t	ɐu	3	t	ɐu	3										
	透		tʰ	ɐu	3	tʰ	ɐu	3	tʰ	ɐu	3	tʰ	ɐu	3										
	豆		t	ɐu	3	t	ɐu	3	t	ɐu	3	t	ɐu	3										
	竇		t	ɐu	3	t	ɐu	3	t	ɐu	3	t	ɐu	3										
	荳																							
	陋		l	ɐu	3	l	ɐu	3	l	ɐu	3	l	ɐu	3										
	漏		l	ɐu	3	l	ɐu	3	l	ɐu	3	l	ɐu	3										
	奏		ts	ɐu	3	ts	ɐu	3	ts	ɐu	3	ts	ɐu	3										
	湊		tsʰ	ɐu	3	tsʰ	ɐu	3	tsʰ	ɐu	3	tsʰ	ɐu	3										
	嗽		s	ɐu	3	s	ɐu	3	s	ɐu	3	s	ɐu	3										
	搆																							
	構		k	ɐu	3	k	ɐu	3	k	ɐu	3	k	ɐu	3										
	購		k	ɐu	3	k	ɐu	3	k	ɐu	3	k	ɐu	3										
	寇		kʰ	ɐu	3	kʰ	ɐu	3	kʰ	ɐu	3	kʰ	ɐu	3										
	蔻		kʰ	ɐu	3	kʰ	ɐu	3	kʰ	ɐu	3	kʰ	ɐu	3										
	逅		h	ɐu	3	h	ɐu	3	h	ɐu	3	h	ɐu	3										
	候		h	ɐu	3	h	ɐu	3	h	ɐu	3	h	ɐu	3										
	姆		m	u	2	m	u	2	m	u	2	m	u	2										
	姆		m	u	1	m	u	1	m	u	1	m	u	1	阿姆									
	茂		m	ɐu	3	m	ɐu	3	m	ɐu	3	m	ɐu	3										
	貿		m	ɐu	3	m	ɐu	3	m	ɐu	3	m	ɐu	3										
	戊		m	u	3	m	u	3	m	u	3	m	u	3										
	幽		j	ɐu	1	j	ɐu	1	j	ɐu	1	j	ɐu	1										
	彪		p	iu	1	p	iu	1	p	iu	1	p	iu	1										
	糾		t	ɐu	2	t	ɐu	2	t	ɐu	2	t	ɐu	2										
	赳		k	ɐu	2	k	ɐu	2	k	ɐu	2	k	ɐu	2										
	幼		j	ɐu	3	j	ɐu	3	j	ɐu	3	j	ɐu	3										
	謬		m	ɐu	3	m	ɐu	3	m	ɐu	3	m	ɐu	3										
	淋		l	ɐm	4	l	ɐm	4	l	ɐm	4	l	ɐm	4										
	琳		l	ɐm	4	l	ɐm	4	l	ɐm	4	l	ɐm	4										
	臨		l	ɐm	4	l	ɐm	4	l	ɐm	4	l	ɐm	4										
	霖		l	ɐm	4	l	ɐm	4	l	ɐm	4	l	ɐm	4										
	林		l	ɐm	4	l	ɐm	4	l	ɐm	4	l	ɐm	4										
	浸		ts	ɐm	3	ts	ɐm	3	ts	ɐm	3	ts	ɐm	3										
	侵		tsʰ	ɐm	1	tsʰ	ɐm	1	tsʰ	ɐm	1	tsʰ	ɐm	1										
	心		s	ɐm	1	s	ɐm	1	s	ɐm	1	s	ɐm	1										
	尋		tsʰ	ɐm	4	tsʰ	ɐm	4	tsʰ	ɐm	4	tsʰ	ɐm	4										
	針		ts	ɐm	1	ts	ɐm	1	ts	ɐm	1	ts	ɐm	1										
	斟		ts	ɐm	1	ts	ɐm	1	ts	ɐm	1	ts	ɐm	1										
	忱		s	ɐm	4	s	ɐm	4	s	ɐm	4	s	ɐm	4										
	深		s	ɐm	1	s	ɐm	1	s	ɐm	1	s	ɐm	1										
	任		j	ɐm	3	j	ɐm	3	j	ɐm	3	j	ɐm	3	信任									
	任		j	ɐm	4	j	ɐm	4	j	ɐm	4	j	ɐm	4	姓任									
	壬		j	ɐm	4	j	ɐm	4	j	ɐm	4	j	ɐm	4										
	淫		j	ɐm	4	j	ɐm	4	j	ɐm	4	j	ɐm	4										
	撢																							
	霪		j	ɐm	4	j	ɐm	4	j	ɐm	4	j	ɐm	4										
	寢		tsʰ	ɐm	2	tsʰ	ɐm	2	tsʰ	ɐm	2	tsʰ	ɐm	2										
	甚		s	ɐm	3	s	ɐm	3	s	ɐm	3	s	ɐm	3										
	審		s	ɐm	2	s	ɐm	2	s	ɐm	2	s	ɐm	2										
	葚		s	ɐm	3	s	ɐm	3	s	ɐm	3	s	ɐm	3										
	飪		j	ɐm	3	j	ɐm	3	j	ɐm	3	j	ɐm	3										
	稔		n	ɐm	2	n	ɐm	2	n	ɐm	2	n	ɐm	2										
	沁		s	ɐm	3	s	ɐm	3	s	ɐm	3	s	ɐm	3										
	笠		l	ɐp	5	l	ɐp	5	l	ɐp	5	l	ɐp	5										
	粒		n	ɐp	5	n	ɐp	5	n	ɐp	5	n	ɐp	5										
	立		l	ɐp	6	l	ɐp	6	l	ɐp	6	l	ɐp	6										
	緝		tsʰ	ɐp	5	tsʰ	ɐp	5	tsʰ	ɐp	5	tsʰ	ɐp	5										
	集		ts	ɐp	6	ts	ɐp	6	ts	ɐp	6	ts	ɐp	6										
	輯		tsʰ	ɐp	5	tsʰ	ɐp	5	tsʰ	ɐp	5	tsʰ	ɐp	5										
	襲		ts	ɐp	6	ts	ɐp	6	ts	ɐp	6	ts	ɐp	6										
	習		ts	ɐp	6	ts	ɐp	6	ts	ɐp	6	ts	ɐp	6										
	汁		ts	ɐp	5	ts	ɐp	5	ts	ɐp	5	ts	ɐp	5										
	執		ts	ɐp	5	ts	ɐp	5	ts	ɐp	5	ts	ɐp	5										
	什		ts	ap	6										什錦									
	什		s	ɐm	3										什麼									
	十		s	ɐp	6	s	ɐp	6	s	ɐp	6	s	ɐp	6										
	拾		s	ɐp	6	s	ɐp	6	s	ɐp	6	s	ɐp	6										
	褶		ts	ip	6	ts	ip	6	ts	ip	6	ts	ip	5										
	溼		s	ɐp	5	s	ɐp	5	s	ɐp	5	s	ɐp	5										
	濕		s	ɐp	5	s	ɐp	5	s	ɐp	5	s	ɐp	5										
	入		j	ɐp	6	j	ɐp	6	j	ɐp	6	j	ɐp	6										
	廿		j	a	3																			
	廿		ŋ	ɐp	6	ŋ	ɐp	6	ŋ	ɐp	6	ŋ	ɐp	6										
	揖		j	ɐp	5	j	ɐp	5	j	ɐp	5	j	ɐp	5										
	湛		ts	am	3	ts	am	3	ts	am	3	ts	am	3										
	沉		tsʰ	ɐm	4	tsʰ	ɐm	4	tsʰ	ɐm	4	tsʰ	ɐm	4										
	沈		s	ɐm	2	s	ɐm	2	s	ɐm	2	s	ɐm	2										
	枕		ts	ɐm	2	ts	ɐm	2	ts	ɐm	2	ts	ɐm	2	名詞									
	枕		ts	ɐm	3	ts	ɐm	3	ts	ɐm	3	ts	ɐm	3	動詞									
	涔		s	ɐm	4	s	ɐm	4	s	ɐm	4	s	ɐm	4										
	森		s	ɐm	1	s	ɐm	1	s	ɐm	1	s	ɐm	1										
	參		s	ɐm	1	s	ɐm	1	s	ɐm	1	s	ɐm	1	人參									
	參		tsʰ	am	1	tsʰ	am	1	tsʰ	am	1	tsʰ	am	1	參加									
	參		tsʰ	ɐm	1	tsʰ	ɐm	1	tsʰ	ɐm	1	tsʰ	ɐm	1	參差									
	參																							
	金		k	ɐm	1	k	ɐm	1	k	ɐm	1	k	ɐm	1										
	襟		kʰ	ɐm	1	kʰ	ɐm	1	kʰ	ɐm	1	kʰ	ɐm	1										
	今		k	ɐm	1	k	ɐm	1	k	ɐm	1	k	ɐm	1										
	禁		k	ɐm	3	k	ɐm	3	k	ɐm	3	k	ɐm	3	禁止									
	禁		kʰ	ɐm	1	kʰ	ɐm	1	kʰ	ɐm	1	kʰ	ɐm	1										
	欽		kʰ	ɐm	1	kʰ	ɐm	1	kʰ	ɐm	1	kʰ	ɐm	1										
	吟		j	ɐm	4	j	ɐm	4	j	ɐm	4	j	ɐm	4										
	陰		j	ɐm	1	j	ɐm	1	j	ɐm	1	j	ɐm	1										
	瘖																							
	音		j	ɐm	1	j	ɐm	1	j	ɐm	1	j	ɐm	1										
	擒		kʰ	ɐm	4	kʰ	ɐm	4	kʰ	ɐm	4	kʰ	ɐm	4										
	琴		kʰ	ɐm	4	kʰ	ɐm	4	kʰ	ɐm	4	kʰ	ɐm	4										
	凜		l	ɐm	2	l	ɐm	2	l	ɐm	2	l	ɐm	2										
	禽		kʰ	ɐm	4	kʰ	ɐm	4	kʰ	ɐm	4	kʰ	ɐm	4										
	朕		ts	ɐm	3	ts	ɐm	3	ts	ɐm	3	ts	ɐm	3										
	錦		k	ɐm	2	k	ɐm	2	k	ɐm	2	k	ɐm	2										
	飲		j	ɐm	2	j	ɐm	2	j	ɐm	2	j	ɐm	2										
	稟		p	ɐn	2	p	ɐn	2	p	ɐn	2	p	ɐn	2										
	品		pʰ	ɐn	2	pʰ	ɐn	2	pʰ	ɐn	2	pʰ	ɐn	2										
	品		p	ɐn	2	p	ɐn	2	p	ɐn	2	p	ɐn	2										
	闖		tsʰ	ɔŋ	2	tsʰ	ɔŋ	2	tsʰ	ɔŋ	2	tsʰ	ɔŋ	2										
	滲		s	ɐm	3	s	ɐm	3	s	ɐm	3	s	ɐm	3										
	蔭		j	ɐm	3	j	ɐm	3	j	ɐm	3	j	ɐm	3										
	蟄		ts	ɐt	6	ts	ɐt	6	ts	ɐt	6	ts	ɐt	6										
	澀		k	ip	6	k	ip	6	k	ip	6	k	ip	5	(訓)澀味									
	澀		s	ɐp	5	s	ɐp	5	s	ɐp	5	s	ɐp	5										
	汲		kʰ	ɐp	5	kʰ	ɐp	5	kʰ	ɐp	5	kʰ	ɐp	5										
	急		k	ɐp	5	k	ɐp	5	k	ɐp	5	k	ɐp	5										
	給		kʰ	ɐp	5	kʰ	ɐp	5	kʰ	ɐp	5	kʰ	ɐp	5										
	級		kʰ	ɐp	5	kʰ	ɐp	5	kʰ	ɐp	5	kʰ	ɐp	5										
	泣		j	ɐp	5	j	ɐp	5	j	ɐp	5	j	ɐp	5										
	泣		l	ɐp	5	l	ɐp	5	l	ɐp	5	l	ɐp	5										
	岌		kʰ	ɐp	5	kʰ	ɐp	5	kʰ	ɐp	5	kʰ	ɐp	5										
	吸		kʰ	ɐp	5	kʰ	ɐp	5	kʰ	ɐp	5	kʰ	ɐp	5										
	邑		j	ɐp	5	j	ɐp	5	j	ɐp	5	j	ɐp	5										
	苙		l	ɐp	5	l	ɐp	5	l	ɐp	5	l	ɐp	5										
	及		k	ɐp	6	k	ɐp	6	k	ɐp	6	k	ɐp	6										
	及		kʰ	ɐp	6	kʰ	ɐp	6	kʰ	ɐp	6	kʰ	ɐp	6										
	擔		t	am	1	t	am	1	t	am	1	t	am	1	擔水									
	擔		t	am	3	t	am	3	t	am	3	t	am	3	重擔									
	淡		t	am	3	t	am	3	t	am	3	t	am	3	冷淡									
	淡		tʰ	am	2	tʰ	am	2	tʰ	am	2	tʰ	am	2	好淡									
	談		tʰ	am	4	tʰ	am	4	tʰ	am	4	tʰ	am	4										
	痰		tʰ	am	4	tʰ	am	4	tʰ	am	4	tʰ	am	4										
	澹		t	am	3	t	am	3	t	am	3	t	am	3										
	藍		l	am	4	l	am	4	l	am	4	l	am	4										
	籃		l	am	4	l	am	4	l	am	4	l	am	4										
	慚		tsʰ	am	4	tsʰ	am	4	tsʰ	am	4	tsʰ	am	4										
	三		s	am	1	s	am	1	s	am	1	s	am	1										
	柑		k	ɔm	1	k	ɐm	1	k	am	1	k	ɐm	1										
	甘		k	ɔm	1	k	ɐm	1	k	am	1	k	ɐm	1										
	酣		h	ɔm	1	h	am	1	h	am	1	h	ɐm	4										
	膽		t	am	2	t	am	2	t	am	2	t	am	2										
	毯		tʰ	am	2	tʰ	am	2	tʰ	am	2	tʰ	am	2										
	攬		l	am	2	l	am	2	l	am	2	l	am	2										
	覽		l	am	2	l	am	2	l	am	2	l	am	2										
	欖		l	am	2	l	am	2	l	am	2	l	am	2										
	橄		k	ɔm	2	k	ɐm	2	k	am	2	k	ɐm	2										
	敢		k	ɔm	2	k	ɐm	2	k	am	2	k	ɐm	2										
	喊		h	am	3	h	am	3	h	am	3	h	am	3										
	暫		ts	am	3	ts	am	3	ts	am	3	ts	am	3										
	瞰		k	ɔm	2	k	ɐm	2	k	am	2	k	ɐm	2										
	榻		tʰ	ap	6	tʰ	ap	6	tʰ	ap	6	tʰ	ap	5										
	搭		t	ap	6	t	ap	6	t	ap	6	t	ap	5										
	塔		tʰ	ap	6	tʰ	ap	6	tʰ	ap	6	tʰ	ap	5										
	蹋		t	ap	6	t	ap	6	t	ap	6	t	ap	6										
	臘		l	ap	6	l	ap	6	l	ap	6	l	ap	6										
	蠟		l	ap	6	l	ap	6	l	ap	6	l	ap	6										
	砝		f	at	6	f	at	6	f	at	6	f	at	5										
	閘		ts	ap	6	ts	ap	6	ts	ap	6	ts	ap	6										
	嗑		h	ɐp	5	h	ɐp	5	h	ɐp	5	h	ɐp	5										
	闔		h	ɔp	6																			
	嚴		ŋ	im	4	ŋ	im	4	ŋ	im	4	ŋ	im	4										
	儼																							
	欠		h	im	3	h	im	3	h	im	3	h	im	3										
	脅		h	ip	6	h	ip	6	h	ip	6	h	ip	5										
	劫		k	ip	6	k	ip	6	k	ip	6	k	ip	5										
	怯		h	ip	6	h	ip	6	h	ip	6	h	ip	5										
	業		ŋ	ip	6	ŋ	ip	6	ŋ	ip	6	ŋ	ip	6										
	帆		f	an	4	f	an	4	f	an	4	f	an	4										
	凡		f	an	4	f	an	4	f	an	4	f	an	4										
	氾		f	an	3	f	an	3	f	an	3	f	an	3	氾濫									
	氾		f	an	4	f	an	4	f	an	4	f	an	4	姓氾									
	犯		f	an	3	f	an	3	f	an	3	f	an	3										
	範		f	an	3	f	an	3	f	an	3	f	an	3										
	范		f	an	3	f	an	3	f	an	3	f	an	3										
	泛		f	an	3	f	an	3	f	an	3	f	an	3										
	法		f	at	6	f	at	6	f	at	6	f	at	5										
	乏		f	ɐt	6	f	ɐt	6	f	ɐt	6	f	ɐt	6										
	衫		s	am	1	s	am	1	s	am	1	s	am	1										
	監		k	am	1	k	am	1	k	am	1	k	am	1	監獄									
	監		k	am	3	k	am	3	k	am	3	k	am	3	太監									
	鑑		k	am	3	k	am	3	k	am	3	k	am	3										
	鑒		k	am	3	k	am	3	k	am	3	k	am	3										
	嵌		kʰ	am	2	kʰ	am	2	kʰ	am	2	kʰ	am	2										
	巖		ŋ	am	4	ŋ	am	4	ŋ	am	4	ŋ	am	4										
	銜		h	ɔm	4	h	ɐm	4	h	am	4	h	ɐm	4										
	艦		l	am	3	l	am	3	l	am	3	l	am	3										
	檻		kʰ	am	2	kʰ	am	2	kʰ	am	2	kʰ	am	2										
	濫		l	am	3	l	am	3	l	am	3	l	am	2										
	甲		k	ap	6	k	ap	6	k	ap	6	k	ap	5										
	匣		h	ap	6	h	ap	6	h	ap	6	h	ap	6										
	鴨			ap	6		ap	6		ap	6		ap	5										
	壓			at	6		at	6		at	6		at	5										
	押			at	6		at	6		at	6		at	5										
	喃		n	am	4	n	am	4	n	am	4	n	am	4										
	攙		tsʰ	am	1	tsʰ	am	1	tsʰ	am	1	tsʰ	am	1										
	饞		tsʰ	am	4	tsʰ	am	4	tsʰ	am	4	tsʰ	am	4										
	杉		tsʰ	am	3	tsʰ	am	3	tsʰ	am	3	tsʰ	am	3										
	摻		tsʰ	am	1	tsʰ	am	1	tsʰ	am	1	tsʰ	am	1										
	緘		k	am	1	k	am	1	k	am	1	k	am	1										
	鹹		h	am	4	h	am	4	h	am	4	h	am	4										
	咸		h	am	4	h	am	4	h	am	4	h	am	4										
	黯			ɔm	2		ɐm	2		am	2		ɐm	2										
	斬		ts	am	2	ts	am	2	ts	am	2	ts	am	2										
	減		k	am	2	k	am	2	k	am	2	k	am	2										
	站		ts	am	3	ts	am	3	ts	am	3	ts	am	3										
	蘸		ts	am	3	ts	am	3	ts	am	3	ts	am	3										
	陷		h	ɔm	3	h	ɐm	3	h	am	3	h	ɐm	3										
	陷		h	am	3																			
	眨		ts	am	2	ts	am	2	ts	am	2	ts	am	2										
	插		tsʰ	ap	6	tsʰ	ap	6	tsʰ	ap	6	tsʰ	ap	5										
	夾		k	ap	6	k	ap	6	k	ap	6	k	ap	5										
	夾		k	ɛp	6										白讀									
	夾		k	ip	6	k	ip	6	k	ip	6	k	ip	6	夾子									
	掐		h	ɐp	5	h	ɐp	5	h	ɐp	5	h	ɐp	5										
	恰		h	ɐp	5	h	ɐp	5	h	ɐp	5	h	ɐp	5										
	洽		h	ɐp	5	h	ɐp	5	h	ɐp	5	h	ɐp	5										
	峽		h	ɐp	6	h	ɐp	6	h	ɐp	6	h	ɐp	6										
	狹		h	ɐp	6	h	ɐp	6	h	ɐp	6	h	ɐp	6										
	凹		n	ɐp	5	n	ɐp	5	n	ɐp	5	n	ɐp	5										
	凹			au	1										文讀									
	廉		l	im	4	l	im	4	l	im	4	l	im	4										
	鐮		l	im	4	l	im	4	l	im	4	l	im	4										
	簾		l	im	4	l	im	4	l	im	4	l	im	4										
	尖		ts	im	1	ts	im	1	ts	im	1	ts	im	1										
	漸		ts	im	3	ts	im	3	ts	im	3	ts	im	3										
	鹼		k	an	2	k	an	2	k	an	2	k	an	2										
	臉		l	im	2	l	im	2	l	im	2	l	im	2										
	籤		tsʰ	im	1	tsʰ	im	1	tsʰ	im	1	tsʰ	im	1										
	潛		tsʰ	im	4	tsʰ	im	4	tsʰ	im	4	tsʰ	im	4										
	纖		tsʰ	im	1	tsʰ	im	1	tsʰ	im	1	tsʰ	im	1										
	詹		ts	im	1	ts	im	1	ts	im	1	ts	im	1										
	瞻		ts	im	1	ts	im	1	ts	im	1	ts	im	1										
	蟾		s	im	4	s	im	4	s	im	4	s	im	4										
	占		ts	im	1	ts	im	1	ts	im	1	ts	im	1	占卜									
	占		ts	im	3	ts	im	3	ts	im	3	ts	im	3	占領									
	冉		ŋ	im	2	ŋ	im	2	ŋ	im	2	ŋ	im	2										
	鹽			im	4		im	4		im	4		im	4										
	閻			im	4		im	4		im	4		im	4										
	簷		s	im	4	s	im	4	s	im	4	s	im	4										
	撿		k	im	2	k	im	2	k	im	2	k	im	2										
	斂		l	im	2	l	im	2	l	im	2	l	im	2										
	陝		s	im	2	s	im	2	s	im	2	s	im	2										
	閃		s	im	2	s	im	2	s	im	2	s	im	2										
	染		ŋ	im	2	ŋ	im	2	ŋ	im	2	ŋ	im	2										
	厭			im	3		im	3		im	3		im	3										
	殮		l	im	2	l	im	2	l	im	2	l	im	2										
	塹		tsʰ	im	3	tsʰ	im	3	tsʰ	im	3	tsʰ	im	3										
	焰			im	3		im	3		im	3		im	3										
	豔			im	3		im	3		im	3		im	3										
	獵		l	ip	6	l	ip	6	l	ip	6	l	ip	6										
	接		ts	ip	6	ts	ip	6	ts	ip	6	ts	ip	5										
	睫		ts	it	6	ts	it	6	ts	it	6	ts	it	5										
	妾		tsʰ	ip	6	tsʰ	ip	6	tsʰ	ip	6	tsʰ	ip	5										
	捷		ts	it	6	ts	it	6	ts	it	6	ts	it	6										
	懾		s	ip	6	s	ip	6	s	ip	6	s	ip	5										
	涉		s	ip	6	s	ip	6	s	ip	6	s	ip	5										
	攝		s	ip	6	s	ip	6	s	ip	6	s	ip	5										
	囁		ts	ip	6	ts	ip	6	ts	ip	6	ts	ip	5										
	靨			im	2		im	2		im	2		im	2										
	葉			ip	6		ip	6		ip	6		ip	6										
	粘		n	im	1	n	im	1	n	im	1	n	im	1										
	粘		n	im	4	n	im	4	n	im	4	n	im	4										
	粘		ts	im	1	ts	im	1	ts	im	1	ts	im	1										
	黏		n	im	1	n	im	1	n	im	1	n	im	1										
	沾		ts	im	1	ts	im	1	ts	im	1	ts	im	1										
	淹			im	1		im	1		im	1		im	1										
	淹			im	2																			
	醃			ip	6		ip	6		ip	6		ip	5										
	醃			im	1																			
	炎			im	4		im	4		im	4		im	4										
	拑		kʰ	im	4	kʰ	im	4	kʰ	im	4	kʰ	im	4										
	鉗		kʰ	im	4	kʰ	im	4	kʰ	im	4	kʰ	im	4										
	諂		tsʰ	im	2	tsʰ	im	2	tsʰ	im	2	tsʰ	im	2										
	檢		k	im	2	k	im	2	k	im	2	k	im	2										
	瞼		k	im	2	k	im	2	k	im	2	k	im	2										
	广		ŋ	im	2	ŋ	im	2	ŋ	im	2	ŋ	im	2										
	險		h	im	2	h	im	2	h	im	2	h	im	2										
	掩			im	2		im	2		im	2		im	2										
	奄			im	1		im	1		im	1		im	1	奄奄一息									
	奄			im	2		im	2		im	2		im	2	奄有									
	貶		p	in	2	p	in	2	p	in	2	p	in	2										
	儉		k	im	3	k	im	3	k	im	3	k	im	3										
	芡		h	im	3	h	im	3	h	im	3	h	im	3										
	驗		ŋ	im	3	ŋ	im	3	ŋ	im	3	ŋ	im	3										
	俺			im	3																			
	躡		n	ip	6	n	ip	6	n	ip	6	n	ip	6										
	聶		n	ip	6	n	ip	6	n	ip	6	n	ip	6										
	輒		ts	ip	6	ts	ip	6	ts	ip	6	ts	ip	5										
	霎		s	ap	6	s	ap	6	s	ap	6	s	ap	5										
	佔		ts	im	3	ts	im	3	ts	im	3	ts	im	3										
	添		tʰ	im	1	tʰ	im	1	tʰ	im	1	tʰ	im	1										
	恬		tʰ	im	4	tʰ	im	4	tʰ	im	4	tʰ	im	4										
	甜		tʰ	im	4	tʰ	im	4	tʰ	im	4	tʰ	im	4										
	拈		n	im	1	n	im	1	n	im	1	n	im	1										
	兼		k	im	1	k	im	1	k	im	1	k	im	1										
	謙		h	im	1	h	im	1	h	im	1	h	im	1										
	嫌		h	im	4	h	im	4	h	im	4	h	im	4										
	玷		t	im	3	t	im	3	t	im	3	t	im	3										
	點		t	im	2	t	im	2	t	im	2	t	im	2										
	歉		h	im	3	h	im	3	h	im	3	h	im	3										
	店		t	im	3	t	im	3	t	im	3	t	im	3										
	墊		ts	in	3	ts	in	3	ts	in	3	ts	in	3										
	墊		t	in	3	t	in	3	t	in	3	t	in	3										
	念		n	im	3	n	im	3	n	im	3	n	im	3										
	帖		tʰ	ip	6	tʰ	ip	6	tʰ	ip	6	tʰ	ip	5										
	蝶		t	ip	6	t	ip	6	t	ip	6	t	ip	6										
	貼		tʰ	ip	6	tʰ	ip	6	tʰ	ip	6	tʰ	ip	5										
	疊		t	ip	6	t	ip	6	t	ip	6	t	ip	6										
	喋		t	ip	6	t	ip	6	t	ip	6	t	ip	6										
	浹		ts	ip	6	ts	ip	6	ts	ip	6	ts	ip	5										
	頰		k	ap	6	k	ap	6	k	ap	6	k	ap	5										
	莢		kʰ	ap	6	kʰ	ap	6	kʰ	ap	6	kʰ	ap	5										
	愜		h	ip	6	h	ip	6	h	ip	6	h	ip	5										
	挾		h	ip	6	h	ip	6	h	ip	6	h	ip	5										
	俠		h	ɐp	6	h	ɐp	6	h	ɐp	6	h	ɐp	6										
	協		h	ip	6	h	ip	6	h	ip	6	h	ip	5										
	耽		t	am	1	t	am	1	t	am	1	t	am	1										
	探		tʰ	am	3	tʰ	am	3	tʰ	am	3	tʰ	am	3										
	貪		tʰ	am	1	tʰ	am	1	tʰ	am	1	tʰ	am	1										
	譚		tʰ	am	4	tʰ	am	4	tʰ	am	4	tʰ	am	4										
	眈		t	am	1	t	am	1	t	am	1	t	am	1										
	潭		tʰ	am	4	tʰ	am	4	tʰ	am	4	tʰ	am	4										
	南		n	am	4	n	am	4	n	am	4	n	am	4										
	楠		n	am	4	n	am	4	n	am	4	n	am	4										
	男		n	am	4	n	am	4	n	am	4	n	am	4										
	嵐		l	am	4	l	am	4	l	am	4	l	am	4										
	婪		l	am	4	l	am	4	l	am	4	l	am	4										
	蠶		tsʰ	am	4	tsʰ	am	4	tsʰ	am	4	tsʰ	am	4										
	弇			im	2		im	2		im	2		im	2										
	堪		kʰ	ɔm	1	kʰ	ɐm	1	kʰ	am	1	kʰ	ɐm	1										
	龕			ɔm	1		ɐm	1		am	1		ɐm	1										
	函		h	ɔm	4	h	ɐm	4	h	am	4	h	ɐm	4										
	涵		h	ɔm	4	h	ɐm	4	h	am	4	h	ɐm	4										
	含		h	ɔm	4	h	ɐm	4	h	am	4	h	ɐm	4										
	庵			ɔm	1		ɐm	1		am	1		ɐm	1										
	諳			ɔm	1		ɐm	1		am	1		ɐm	1										
	纜		l	am	3	l	am	3	l	am	3	l	am	3										
	慘		tsʰ	am	2	tsʰ	am	2	tsʰ	am	2	tsʰ	am	2										
	感		k	ɔm	2	k	ɐm	2	k	am	2	k	ɐm	2										
	坎		kʰ	am	2	kʰ	am	2	kʰ	am	2	kʰ	am	2										
	撼		h	ɔm	3	h	ɐm	3	h	am	3	h	ɐm	3										
	勘		h	ɔm	3																			
	憾		h	ɔm	3	h	ɐm	3	h	am	3	h	ɐm	3										
	暗			ɔm	3		ɐm	3		am	3		ɐm	3										
	答		t	ap	6	t	ap	6	t	ap	6	t	ap	5										
	踏		t	ap	6	t	ap	6	t	ap	6	t	ap	6										
	沓		tʰ	ap	6	tʰ	ap	6	tʰ	ap	6	tʰ	ap	6										
	納		n	ap	6	n	ap	6	n	ap	6	n	ap	6										
	摺		ts	ip	6	ts	ip	6	ts	ip	6	ts	ip	5										
	拉		l	ai	1	l	ai	1	l	ai	1	l	ai	1										
	雜		ts	ap	6	ts	ap	6	ts	ap	6	ts	ap	6										
	卅		s	a	4																			
	鴿		k	ɔp	6	k	ɐp	6	k	ap	6	k	ɐp	5										
	閤																							
	閤																							
	閤																							
	蛤		k	ap	6	k	ap	6	k	ap	6	k	ap	5	蛤拐									
	蛤		k	ɔp	6	k	ɐp	6				k	ɐp	5	蛤蚧									
	蛤		h	a	1	h	a	1	h	a	1	h	a	1	蛤蟆									
	哈		h	a	1	h	a	1	h	a	1	h	a	1										
	盒		h	ɔp	6	h	ɐp	6	h	ap	6	h	ɐp	6										
	合		h	ɔp	6	h	ɐp	6	h	ap	6	h	ɐp	6										
	合		k	ɔp	6										一合									
	圇		l	ɵn	4	l	ɐn	4	l	ɐn	4	l	ɐn	4										
	圾		s	ap	6	s	ap	6	s	ap	6	s	ap	5										
	歹		t	ai	2	t	ai	2	t	ai	2	t	ai	2										
	圳		ts	ɐn	3	ts	ɐn	3	ts	ɐn	3	ts	ɐn	3										
	劍		k	im	3	k	im	3	k	im	3	k	im	3										
	享		h	œŋ	2	h	iɔŋ	2	h	iɔŋ	2	h	œŋ	2										
	踩		tsʰ	ai	2	tsʰ	ai	2	tsʰ	ai	2	tsʰ	ai	2										
	踮		t	im	3	t	im	3	t	im	3	t	im	3										
	螂		l	ɔŋ	4	l	ɔŋ	4	l	ɔŋ	4	l	ɔŋ	4										
	踴																							
	鴕		tʰ	ɔ	4	tʰ	ɔ	4	tʰ	ɔ	4	tʰ	ɔ	4										
	糕		k	ou	1	k	ɐu	1	k	ɐu	1	k	ɐu	1										
	柿		tsʰ	i	2	tsʰ	i	2	tsʰ	i	2	tsʰ	i	3										
	糬																							
	糯		n	ɔ	3	n	ɔ	3	n	ɔ	3	n	ɔ	3										
	妞		n	ɐu	2	n	ɐu	2	n	ɐu	2	n	ɐu	2										
	焙		p	ui	3	p	ui	3	p	ui	3	p	ui	3										
	妳																							
	妮		n	i	4	n	i	4	n	i	4	n	i	4										
	歪		w	ai	1	w	ai	1	w	ai	1	w	ai	1										
	疤		p	a	1	p	a	1	p	a	1	p	a	1										
	污			u	1		u	1		u	1		u	1										
	汽		h	i	3	h	i	3	h	i	3	h	i	3										
	粑		p	a	1	p	a	1	p	a	1	p	a	1										
	桕																							
	棕		ts	ʊŋ	1	ts	ʊŋ	1	ts	ʊŋ	1	ts	ʊŋ	1										
	撇		pʰ	it	6	pʰ	it	6	pʰ	it	6	pʰ	it	5										
	撒		s	at	6	s	at	6	s	at	6	s	at	5										
	撐		tsʰ	aŋ	1	tsʰ	aŋ	1	tsʰ	aŋ	1	tsʰ	aŋ	3										
	囫		f	ɐt	5	f	ɐt	5	f	ɐt	5	f	ɐt	5										
	囡		n	am	4																			
