漢字	聲部	韻部	調類	聲-值	韻-值	調-值	釋義
騠	透	威	陽平	tʰ	ɐi	2	駿馬
鮧	透	威	陽平	tʰ	ɐi	2	大鮎魚名
鴺	透	威	陽平	tʰ	ɐi	2	山雞
鵜	透	威	陽平	tʰ	ɐi	2	水鳥
麑	我	威	陽平	ŋ	ɐi	2	鹿子
黎	來	威	陽平	l	ɐi	2	衆也又黑也又姓
鼷	曉	威	陽平	h	ɐi	2	小鼠春秋鼷鼠食郊牛角
齊	清	威	陽平	tsʰ	ɐi	2	整齊不參差也又國名
齊	照	皆	陰平	tʃ	ai	1	竹佳切莊也恭也潔也洗心曰齊
仔	精	威	陰上	ts	ɐi	3	兒子也又仔肩
仔	精	師	陰上	ts	ɿ	3	仔肩任也
体	透	威	陰上	tʰ	ɐi	3	同上(身體質也又體道)
使	審	威	陰上	ʃ	ɐi	3	深底切使唤
使	心	師	陰上	s	ɿ	3	令也役也
使	心	師	陰去	s	ɿ	5	役也又使臣
偉	云	威	陰上	w	ɐi	3	大也奇也
匭	古	威	陰上	kʷ	ɐi	3	匣也函也
卉	云	威	陰上	w	ɐi	3	草木總名
啓	溪	威	陰上	kʰ	ɐi	3	開也發也又書啓
喟	云	威	陰上	w	ɐi	3	歎聲
垝	古	威	陰上	kʷ	ɐi	3	壞也
委	云	威	陰上	w	ɐi	3	委曲委任委靡委積委隨又差委
宄	古	威	陰上	kʷ	ɐi	3	士宄在外曰宄在内曰奸
底	端	威	陰上	t	ɐi	3	平也定也致也又底木
弤	端	威	陰上	t	ɐi	3	天子之彫弓
抵	端	威	陰上	t	ɐi	3	抵尼又致也
晷	古	威	陰上	kʷ	ɐi	3	日影也又姓
枲	心	威	陰上	s	ɐi	3	卷耳菜名麻屬
柢	端	威	陰上	t	ɐi	3	根柢本也
棨	溪	威	陰上	kʰ	ɐi	3	木名
毁	云	威	陰上	w	ɐi	3	毀壞毀謗
洒	心	威	陰上	s	ɐi	3	雪其恥也
洒	審	家	陰上	ʃ	a	3	散水也落也
煒	云	威	陰上	w	ɐi	3	盛赤也光明也
燬	云	威	陰上	w	ɐi	3	火燒壞也
瑋	云	威	陰上	w	ɐi	3	瑰瑋美玉也
痿	云	威	陰上	w	ɐi	3	痿痹
矮	亞	威	陰上		ɐi	3	不高也
砥	端	威	陰上	t	ɐi	3	礪石
簋	古	威	陰上	kʷ	ɐi	3	宗廟盛黍稷之器
綮	溪	威	陰上	kʰ	ɐi	3	支戟也又肯綮筋肉結處
緯	云	威	陰上	w	ɐi	3	經緯橫曰經直曰緯
萎	云	威	陰上	w	ɐi	3	草木總名
葦	云	威	陰上	w	ɐi	3	蘆葦
虺	云	威	陰上	w	ɐi	3	虺蛇又仲虺湯之臣也又音灰詩我馬虺尵
虺	非	魁	陰平	f	ui	1	虺隤馬罷病不能升高之病又音委
詆	端	威	陰上	t	ɐi	3	毀也又音低
詭	古	威	陰上	kʷ	ɐi	3	異也詐也戾也
諉	云	威	陰上	w	ɐi	3	推諉
軌	古	威	陰上	kʷ	ɐi	3	法也又車之跡
邸	端	威	陰上	t	ɐi	3	客舍
韙	云	威	陰上	w	ɐi	3	是也
韡	云	威	陰上	w	ɐi	3	華盛貌又光明也
體	透	威	陰上	tʰ	ɐi	3	身體質也又體道
鬼	古	威	陰上	kʷ	ɐi	3	鬼神陰之靈也
娣	透	威	陽上	tʰ	ɐi	4	兄弟之妻曰娣從妻而歸亦曰娣
揆	困	威	陽上	kʷʰ	ɐi	4	度也又百揆官也
泚	清	威	陽上	tsʰ	ɐi	4	汗出貌
澧	來	威	陽上	l	ɐi	4	水名
睥	滂	威	陽上	pʰ	ɐi	4	睥睨竊視欲奪之也
睨	我	威	陽上	ŋ	ɐi	4	邪視
睽	困	威	陽上	kʷʰ	ɐi	4	乖異也又違別
禮	來	威	陽上	l	ɐi	4	禮儀
米	明	威	陽上	m	ɐi	4	穀米
艤	我	威	陽上	ŋ	ɐi	4	船名
芈	明	威	陽上	m	ɐi	4	楚姓
薺	清	威	陽上	tsʰ	ɐi	4	甘菜
蟻	我	威	陽上	ŋ	ɐi	4	蛾蟻
跬	困	威	陽上	kʷʰ	ɐi	4	舉足半步也
醴	來	威	陽上	l	ɐi	4	甘酒
世	審	威	陰去	ʃ	ɐi	5	代也三十年爲一世
僓	古	威	陰去	kʷ	ɐi	5	心亂也又音頽
制	照	威	陰去	tʃ	ɐi	5	節也禁也
剃	透	威	陰去	tʰ	ɐi	5	剃頭
势	審	威	陰去	ʃ	ɐi	5	同上(權力也)
勢	審	威	陰去	ʃ	ɐi	5	權力也
噦	云	威	陰去	w	ɐi	5	車聲徐行有節也又室深廣也
嚏	透	威	陰去	tʰ	ɐi	5	人之傷風鬱氣而成也
壻	心	威	陰去	s	ɐi	5	女之夫曰壻
媿	困	威	陰去	kʷʰ	ɐi	5	同上(慚愧)
季	古	威	陰去	kʷ	ɐi	5	晚也末也又一年四季
尉	云	威	陰去	w	ɐi	5	太尉官名侯也
帝	端	威	陰去	t	ɐi	5	三王五帝君王之美稱也
廢	非	威	陰去	f	ɐi	5	絕也棄也
悸	古	威	陰去	kʷ	ɐi	5	帶下垂也又心動也
愧	困	威	陰去	kʷʰ	ɐi	5	慚愧
慰	云	威	陰去	w	ɐi	5	安慰
懠	精	威	陰去	ts	ɐi	5	怒也
掣	照	威	陰去	tʃ	ɐi	5	掣肘滯隔不進也
揥	透	威	陰去	tʰ	ɐi	5	所以摘髮
晣	照	威	陰去	tʃ	ɐi	5	小星明也又音昔
曀	亞	威	陰去		ɐi	5	隂而風也
替	透	威	陰去	tʰ	ɐi	5	代也又衰也
桂	古	威	陰去	kʷ	ɐi	5	桂花
沸	非	威	陰去	f	ɐi	5	火煮水滚又泉湧出曰沸
涕	透	威	陰去	tʰ	ɐi	5	泣涕
濊	云	威	陰去	w	ɐi	5	汪濊深廣之貌
濟	精	威	陰去	ts	ɐi	5	周濟又通也
畏	云	威	陰去	w	ɐi	5	懼也敬也
癸	古	威	陰去	kʷ	ɐi	5	干名
砌	清	威	陰去	tsʰ	ɐi	5	堦基也
祭	精	威	陰去	ts	ɐi	5	祀也薦也
禘	端	威	陰去	t	ɐi	5	祭名王者五年一舉
穄	精	威	陰去	ts	ɐi	5	谷也似黍而小
穢	云	威	陰去	w	ɐi	5	污穢又蕪穢又雜蘼
細	心	威	陰去	s	ɐi	5	小也微也密也
締	透	威	陰去	tʰ	ɐi	5	結而不解也
縊	亞	威	陰去		ɐi	5	懸樑自縊
繫	見	威	陰去	k	ɐi	5	結也束縛也
繫	曉	威	陽去	h	ɐi	6	因繫羈繫音計
繼	見	威	陰去	k	ɐi	5	續也紹也
翳	亞	威	陰去		ɐi	5	障翳
翽	云	威	陰去	w	ɐi	5	羽聲
肺	非	威	陰去	f	ɐi	5	肺肺肝
芾	非	威	陰去	f	ɐi	5	蔽芾木盛也
芾	非	賓入	陰入	f	ɐt	7	芾冕諸侯服也
蒂	端	威	陰去	t	ɐi	5	根蒂並蒂
蔚	云	威	陰去	w	ɐi	5	草名
蔚	云	賓入	陰入	w	ɐt	7	邱隅岑蔚又音畏
蔽	幫	威	陰去	p	ɐi	5	遮隔也
薈	云	威	陰去	w	ɐi	5	草盛
薈	困	魁	陰上	kʷʰ	ui	3	聚會之義
薊	見	威	陰去	k	ɐi	5	地名
蝃	端	威	陰去	t	ɐi	5	蝃蝀虹也
製	照	威	陰去	tʃ	ɐi	5	造也作也
計	見	威	陰去	k	ɐi	5	謀也數也
諦	端	威	陰去	t	ɐi	5	審也
諱	非	威	陰去	f	ɐi	5	忌諱又護短曰諱又名也生曰名死曰諱
貰	審	威	陰去	ʃ	ɐi	5	貸也恕也
貱	幫	威	陰去	p	ɐi	5	益也移此以與彼也
貴	古	威	陰去	kʷ	ɐi	5	富貴在尊位也
費	非	威	陰去	f	ɐi	5	費用又姓
閉	幫	威	陰去	p	ɐi	5	閉塞
際	精	威	陰去	ts	ɐi	5	交會也又邊畔也
霽	精	威	陰去	ts	ɐi	5	雨止而日光也
髻	見	威	陰去	k	ɐi	5	束髮爲髻
鬀	透	威	陰去	tʰ	ɐi	5	削髮也
位	云	威	陽去	w	ɐi	6	列也職也
例	來	威	陽去	l	ɐi	6	法則也
係	曉	威	陽去	h	ɐi	6	戀也又聯也是也
值	照	威	陽去	tʃ	ɐi	6	遇也當也又音直作價值
值	照	英入	陽入	tʃ	ik	8	適也遇又音滯
僞	我	威	陽去	ŋ	ɐi	6	詐也又假也
儷	來	威	陽去	l	ɐi	6	伉儷即匹偶
勵	來	威	陽去	l	ɐi	6	勉勵
匱	古	威	陽去	kʷ	ɐi	6	乏也又匣也
厲	來	威	陽去	l	ɐi	6	嚴厲猛也危也病也
吠	非	威	陽去	f	ɐi	6	犬聲
嘒	云	威	陽去	w	ɐi	6	微也詩嘒彼小星又音畏
噬	審	威	陽去	ʃ	ɐi	6	齧也
幣	幫	威	陽去	p	ɐi	6	帛也又錢也
弊	幫	威	陽去	p	ɐi	6	惡也奸也
弟	端	威	陽去	t	ɐi	6	兄弟又善事兄長曰弟
彗	云	威	陽去	w	ɐi	6	妖星連上俱又音遂
恚	云	威	陽去	w	ɐi	6	忿恨
惠	云	威	陽去	w	ɐi	6	思也順也慈也賜予也
慧	云	威	陽去	w	ɐi	6	聰敏
拽	以	威	陽去	j	ɐi	6	拖也
敝	幫	威	陽去	p	ɐi	6	壞也
斃	幫	威	陽去	p	ɐi	6	死也
曳	以	威	陽去	j	ɐi	6	牽引也
杕	端	威	陽去	t	ɐi	6	特也孤特之意
枻	以	威	陽去	j	ɐi	6	楫也
栵	來	威	陽去	l	ɐi	6	木成行者
棣	端	威	陽去	t	ɐi	6	花名
櫃	古	威	陽去	kʷ	ɐi	6	書櫃
毅	我	威	陽去	ŋ	ɐi	6	強忍也
滯	照	威	陽去	tʃ	ɐi	6	阻滯不通也
濿	來	威	陽去	l	ɐi	6	以衣渡水即詩云深則厲之義也
犡	來	威	陽去	l	ɐi	6	牛白脊也
狴	幫	威	陽去	p	ɐi	6	犴狴牢獄也
癘	來	威	陽去	l	ɐi	6	疫疾
礪	來	威	陽去	l	ɐi	6	磨礪砥礪
禲	來	威	陽去	l	ɐi	6	無後之鬼也
秇	我	威	陽去	ŋ	ɐi	6	文籍
稗	幫	威	陽去	p	ɐi	6	草似木者
第	端	威	陽去	t	ɐi	6	第宅又次第
筮	審	威	陽去	ʃ	ɐi	6	卜筮
篲	云	威	陽去	w	ɐi	6	竹掃帚
糲	來	威	陽去	l	ɐi	6	麤米
系	曉	威	陽去	h	ɐi	6	世系緒也繼也
羿	我	威	陽去	ŋ	ɐi	6	古之善射者
胃	云	威	陽去	w	ɐi	6	脾胃又宿名
苐	端	威	陽去	t	ɐi	6	但也
荔	來	威	陽去	l	ɐi	6	荔枝
蓻	我	威	陽去	ŋ	ɐi	6	種植
蕙	云	威	陽去	w	ɐi	6	似蘭而香
蕢	古	威	陽去	kʷ	ɐi	6	竹器
藝	我	威	陽去	ŋ	ɐi	6	才能也又樹藝
蝟	云	威	陽去	w	ɐi	6	蝟蛄小而有尾
衛	云	威	陽去	w	ɐi	6	捍也防也又國名又姓
袂	明	威	陽去	m	ɐi	6	衣袙
詣	我	威	陽去	ŋ	ɐi	6	造也至也
誓	審	威	陽去	ʃ	ɐi	6	盟誓又誓命
謂	云	威	陽去	w	ɐi	6	告也言也
謎	明	威	陽去	m	ɐi	6	隱語也
譌	我	威	陽去	ŋ	ɐi	6	詐也又音訛
譌	我	科	陽平	ŋ	ɔ	2	妖言也
譓	云	威	陽去	w	ɐi	6	多謀智也辨察也
跪	古	威	陽去	kʷ	ɐi	6	拜跪
跽	古	威	陽去	kʷ	ɐi	6	同上(拜跪)
蹶	古	威	陽去	kʷ	ɐi	6	行急遽也
逓	端	威	陽去	t	ɐi	6	迢逓更也傳也遠也
逝	審	威	陽去	ʃ	ɐi	6	往也去也
遞	端	威	陽去	t	ɐi	6	同上(迢逓更也傳也遠也)
酈	來	威	陽去	l	ɐi	6	姓
陛	幫	威	陽去	p	ɐi	6	升堂之階級稱皇帝曰陛下
隸	來	威	陽去	l	ɐi	6	皂卒也又附屬
餽	古	威	陽去	kʷ	ɐi	6	迭也
饋	古	威	陽去	kʷ	ɐi	6	進食也
魏	我	威	陽去	ŋ	ɐi	6	國名
麗	來	威	陽去	l	ɐi	6	緌也謂帶以束身也又音离
丕	滂	幾	陰平	pʰ	i	1	大也
之	照	幾	陰平	tʃ	i	1	於也往也又語助詞
伊	以	幾	陰平	j	i	1	彼也又姓
伾	滂	幾	陰平	pʰ	i	1	有力也
依	以	幾	陰平	j	i	1	依憑又據也又依稀
俙	曉	幾	陰平	h	i	1	依俙彷彿
僖	曉	幾	陰平	h	i	1	樂也又魯僖公
僛	曉	幾	陰平	h	i	1	傾倒之狀
卑	幫	幾	陰平	p	i	1	卑賤也
卮	照	幾	陰平	tʃ	i	1	酒杯
吚	以	幾	陰平	j	i	1	強笑貌又吚唔又吚喔
呞	穿	幾	陰平	tʃʰ	i	1	口張開也
嗤	穿	幾	陰平	tʃʰ	i	1	笑也
嘻	曉	幾	陰平	h	i	1	嘻笑
噫	以	幾	陰平	j	i	1	心不平聲
嚱	曉	幾	陰平	h	i	1	吹嚱口聲
圻	見	幾	陰平	k	i	1	郊圻
基	見	幾	陰平	k	i	1	基業又木也
奇	見	幾	陰平	k	i	1	易奇偶奇
奇	溪	幾	陽平	kʰ	i	2	奇異
妃	非	幾	陰平	f	i	1	妃嬪
姬	見	幾	陰平	k	i	1	周姓又美女
媸	穿	幾	陰平	tʃʰ	i	1	妍媸
嬉	曉	幾	陰平	h	i	1	嬉獻又笑又和悅也
尸	審	幾	陰平	ʃ	i	1	主也
屍	審	幾	陰平	ʃ	i	1	在牀曰屍在棺曰柩
崎	溪	幾	陰平	kʰ	i	1	崎嶇言險也
巘	曉	幾	陰平	h	i	1	山相對而危險
希	曉	幾	陰平	h	i	1	少也又希望
幾	見	幾	陰平	k	i	1	微也又事之方動
幾	見	幾	陰上	k	i	3	問多少之詞人物少曰無幾
悲	幫	幾	陰平	p	i	1	哀也
扉	非	幾	陰平	f	i	1	戶也
披	滂	幾	陰平	pʰ	i	1	開也分也散也又荷衣曰披
支	照	幾	陰平	tʃ	i	1	持也分也又支离又支干又宗支
施	審	幾	陰平	ʃ	i	1	設施又施捨
施	穿	幾	陰上	tʃʰ	i	3	遺也
晞	曉	幾	陰平	h	i	1	乾也明也
朞	見	幾	陰平	k	i	1	週年曰朞
期	見	幾	陰平	k	i	1	同上(週年曰朞)
期	溪	幾	陽平	kʰ	i	2	會也限也望也
枝	照	幾	陰平	tʃ	i	1	枝幹
栀	照	幾	陰平	tʃ	i	1	梔子核可染物
機	見	幾	陰平	k	i	1	樞機又巧術也
欷	曉	幾	陰平	h	i	1	欷歔嘆聲也
欹	曉	幾	陰平	h	i	1	傾斜也
欹	溪	幾	陰平	kʰ	i	1	傾斜也
欺	曉	幾	陰平	h	i	1	欺詐誣也
漪	以	幾	陰平	j	i	1	水上文
熙	曉	幾	陰平	h	i	1	光明也
熹	曉	幾	陰平	h	i	1	盛也
犄	溪	幾	陰平	kʰ	i	1	牛名
犧	曉	幾	陰平	h	i	1	犧牲
猗	以	幾	陰平	j	i	1	美盛貌又嘆聲
璣	見	幾	陰平	k	i	1	珠璣玉名
畸	溪	幾	陰平	kʰ	i	1	畸零又殘田
畿	見	幾	陰平	k	i	1	玉者之都
痴	穿	幾	陰平	tʃʰ	i	1	痴呆
癡	穿	幾	陰平	tʃʰ	i	1	同上愚也(痴呆)
睎	曉	幾	陰平	h	i	1	望也視也
知	照	幾	陰平	tʃ	i	1	覺也識也明也
碑	幫	幾	陰平	p	i	1	石碑
碕	溪	幾	陰平	kʰ	i	1	同上(崎嶇言險也)
碕	溪	幾	陽平	kʰ	i	2	曲岸頭
磯	見	幾	陰平	k	i	1	石爲水激
禧	曉	幾	陰平	h	i	1	福也
稀	曉	幾	陰平	h	i	1	踈也少也
笞	穿	幾	陰平	tʃʰ	i	1	捶擊也
箕	見	幾	陰平	k	i	1	竹器
絁	審	幾	陰平	ʃ	i	1	絲布
絺	曉	幾	陰平	h	i	1	葛之精者
綦	見	幾	陰平	k	i	1	隆盛也又彌也
緋	非	幾	陰平	f	i	1	終色也一曰赤練
羆	幫	幾	陰平	p	i	1	熊羆祥獸
羇	見	幾	陰平	k	i	1	旅寓也或作羈
羈	見	幾	陰平	k	i	1	係也又馬絡首
羲	曉	幾	陰平	h	i	1	伏羲皇帝
肌	見	幾	陰平	k	i	1	同上(膚體)
肢	照	幾	陰平	tʃ	i	1	四肢
胝	穿	幾	陰平	tʃʰ	i	1	皮厚也
脂	照	幾	陰平	tʃ	i	1	膏也又胭脂
芝	照	幾	陰平	tʃ	i	1	芝麻又芝蘭
萁	見	幾	陰平	k	i	1	豆枝
蓍	審	幾	陰平	ʃ	i	1	蒿草可筮者
蚩	穿	幾	陰平	tʃʰ	i	1	無知貌
蜘	照	幾	陰平	tʃ	i	1	蜘蛛
蜚	非	幾	陰平	f	i	1	古飛字聲名顯播也
蟣	見	幾	陰平	k	i	1	蟣蝨
衣	以	幾	陰平	j	i	1	衣服也
被	滂	幾	陰平	pʰ	i	1	被髮
被	滂	幾	陽上	pʰ	i	4	寒天所蓋者
被	幫	幾	陽去	p	i	6	及也
裶	非	幾	陰平	f	i	1	曳衣也又衣長貌
褫	穿	幾	陰平	tʃʰ	i	1	奪也
觭	溪	幾	陰平	kʰ	i	1	偏邪
詩	審	幾	陰平	ʃ	i	1	吟咏也又詩禮
譆	曉	幾	陰平	h	i	1	痛而呼之也
譏	見	幾	陰平	k	i	1	譏誚毀謗也又譏察
豨	曉	幾	陰平	h	i	1	豕也
豾	滂	幾	陰平	pʰ	i	1	貍子
醫	以	幾	陰平	j	i	1	治病者
醯	曉	幾	陰平	h	i	1	醋也
陂	幫	幾	陰平	p	i	1	澤水急流
陂	幫	科	陰平	p	ɔ	1	陂陀不平又音卑
霏	非	幾	陰平	f	i	1	雨雪之貌
非	非	幾	陰平	f	i	1	不是也
飛	非	幾	陰平	f	i	1	飛鳥
饑	見	幾	陰平	k	i	1	餓也又穀不孰曰饑
駓	滂	幾	陰平	pʰ	i	1	桃花馬
騑	非	幾	陰平	f	i	1	馬行不止
鳲	審	幾	陰平	ʃ	i	1	鳲鳩俗讀作痴
鴟	穿	幾	陰平	tʃʰ	i	1	鴟鴞惡鳥攫鳥子而食者
鷖	以	幾	陰平	j	i	1	鳧鷖水鳥
𢁫	曉	幾	陰平	h	i	1	望也
𣲫	以	幾	陰平	j	i	1	水名
𦠄	見	幾	陰平	k	i	1	膚體
㵟	明	幾	陽平	m	i	2	小雨
䳢	溪	幾	陽平	kʰ	i	2	小雁
仳	滂	幾	陽平	pʰ	i	2	離別也
伎	溪	幾	陽平	kʰ	i	2	舒遲貌又音技
伎	見	幾	陽去	k	i	6	伎倆又音其
儀	日	幾	陽平	ɲ	i	2	法也又禮儀威儀
兒	日	幾	陽平	ɲ	i	2	兒子
其	溪	幾	陽平	kʰ	i	2	指人指物之詞
剞	溪	幾	陽平	kʰ	i	2	剞劂
匙	審	幾	陽平	ʃ	i	2	鎖匙荼匙
匜	以	幾	陽平	j	i	2	酒杯
厘	來	幾	陽平	l	i	2	厘毫
呢	泥	幾	陽平	n	i	2	呢喃燕語
唲	日	幾	陽平	ɲ	i	2	強笑語又音哇吐也又小兒言也
坻	穿	幾	陽平	tʃʰ	i	2	水中高地
埤	滂	幾	陽平	pʰ	i	2	附也
塒	審	幾	陽平	ʃ	i	2	鑿牆以爲雞棲
墀	穿	幾	陽平	tʃʰ	i	2	丹墀
夷	以	幾	陽平	j	i	2	平也傷也滅也又夷狄
姨	以	幾	陽平	j	i	2	妻之姊妹曰姨
媲	滂	幾	陽平	pʰ	i	2	比美曰媲
媺	明	幾	陽平	m	i	2	好也
嫠	來	幾	陽平	l	i	2	寡婦也
宜	日	幾	陽平	ɲ	i	2	合也又當也
尼	泥	幾	陽平	n	i	2	尼姑又尼山
尼	泥	英入	陰入	n	ik	7	止也沮也
岐	溪	幾	陽平	kʰ	i	2	岐山又岐路
嵋	明	幾	陽平	m	i	2	峨嵋山
嶷	日	幾	陽平	ɲ	i	2	九嶷山名
弥	明	幾	陽平	m	i	2	同上(益也滿也又彌縫)
彌	明	幾	陽平	m	i	2	益也滿也又彌縫
彝	以	幾	陽平	j	i	2	常也
微	明	幾	陽平	m	i	2	薄也又非也
怡	以	幾	陽平	j	i	2	和悅也
怩	泥	幾	陽平	n	i	2	忸怩慙色
扅	以	幾	陽平	j	i	2	扊扅門閂也
持	穿	幾	陽平	tʃʰ	i	2	執持又扶持
摛	來	幾	陽平	l	i	2	舒布也
旂	溪	幾	陽平	kʰ	i	2	交龍爲旂
旗	溪	幾	陽平	kʰ	i	2	旌旗
旹	審	幾	陽平	ʃ	i	2	同上(辰名又時刻)
時	審	幾	陽平	ʃ	i	2	辰名又時刻
枇	滂	幾	陽平	pʰ	i	2	枇杷果名
栘	以	幾	陽平	j	i	2	唐棣
栭	日	幾	陽平	ɲ	i	2	屋内柱也
梨	來	幾	陽平	l	i	2	沙梨
棊	溪	幾	陽平	kʰ	i	2	同上(圍棋)
棋	溪	幾	陽平	kʰ	i	2	圍棋
楣	明	幾	陽平	m	i	2	門楣
毗	滂	幾	陽平	pʰ	i	2	輔也又厚也
毗	幫	幾	陰去	p	i	5	輔也
池	穿	幾	陽平	tʃʰ	i	2	池沼
沂	以	幾	陽平	j	i	2	水名
洏	日	幾	陽平	ɲ	i	2	漣洏涕流貌
洟	以	幾	陽平	j	i	2	鼻涕
淇	溪	幾	陽平	kʰ	i	2	水名
淝	非	幾	陽平	f	i	2	地名又水名
湄	明	幾	陽平	m	i	2	水邊
漓	來	幾	陽平	l	i	2	雨水淋漓也
瀰	明	幾	陽平	m	i	2	大水也又音伱
狸	來	幾	陽平	l	i	2	同上(狐貍)
獼	明	幾	陽平	m	i	2	獼猴
琦	溪	幾	陽平	kʰ	i	2	玉名
琪	溪	幾	陽平	kʰ	i	2	玉名
琵	滂	幾	陽平	pʰ	i	2	琵琶
璃	來	幾	陽平	l	i	2	琉璃
瓈	來	幾	陽平	l	i	2	玻瓈
疑	日	幾	陽平	ɲ	i	2	狐疑不定也
疧	溪	幾	陽平	kʰ	i	2	疴也又音邸
疲	滂	幾	陽平	pʰ	i	2	倦也
痍	以	幾	陽平	j	i	2	瘡痍
皮	滂	幾	陽平	pʰ	i	2	革也又皮膚
眉	明	幾	陽平	m	i	2	眼毛
碁	溪	幾	陽平	kʰ	i	2	同上(圍棋)
祁	溪	幾	陽平	kʰ	i	2	舒遲也又大也又姓
祇	溪	幾	陽平	kʰ	i	2	神祗又音止
祈	溪	幾	陽平	kʰ	i	2	求也
祺	溪	幾	陽平	kʰ	i	2	吉祥
离	來	幾	陽平	l	i	2	麗也明也又猛獸也
移	以	幾	陽平	j	i	2	遷也易也轉也
篪	穿	幾	陽平	tʃʰ	i	2	塤篪又樂器
籬	來	幾	陽平	l	i	2	藩籬
籬	來	幾	陽平	l	i	2	竹籬
粃	滂	幾	陽平	pʰ	i	2	同上(精粺)
粺	滂	幾	陽平	pʰ	i	2	精粺
縭	來	幾	陽平	l	i	2	袂也婦人之褘
縻	明	幾	陽平	m	i	2	繫也
纚	來	幾	陽平	l	i	2	詩紼纚維之
罷	滂	幾	陽平	pʰ	i	2	病也倦也
罷	幫	家	陽去	p	a	6	休也廢也止也
罹	來	幾	陽平	l	i	2	遭也
耆	溪	幾	陽平	kʰ	i	2	耆老
而	日	幾	陽平	ɲ	i	2	語助詞
肥	非	幾	陽平	f	i	2	不瘦也潤也
脾	滂	幾	陽平	pʰ	i	2	脾胃
脾	幫	幾	陰上	p	i	3	大服曰脾
腓	非	幾	陽平	f	i	2	足壯也又䏿也詩小人所腓又病也百舟具腓又庇也牛羊腓字之
膍	滂	幾	陽平	pʰ	i	2	厚也
芪	溪	幾	陽平	kʰ	i	2	藥名
薇	明	幾	陽平	m	i	2	薇蕨菜名
蘄	溪	幾	陽平	kʰ	i	2	蘄艾又求也與祁同
蘼	明	幾	陽平	m	i	2	薔蘼花
蚳	穿	幾	陽平	tʃʰ	i	2	姓
蛇	以	幾	陽平	j	i	2	委蛇自得之貌
蛇	審	遮	陽平	ʃ	ɛ	2	𡯥屬
蜞	溪	幾	陽平	kʰ	i	2	蟛蜞
裨	滂	幾	陽平	pʰ	i	2	益也又姓
褵	來	幾	陽平	l	i	2	同上(袂也婦人之褘)
訑	穿	幾	陽平	tʃʰ	i	2	自足不嗜善言之貌
詒	以	幾	陽平	j	i	2	贈也遺也
詖	滂	幾	陽平	pʰ	i	2	言不止也
謧	來	幾	陽平	l	i	2	謾言欺也
貍	來	幾	陽平	l	i	2	狐貍
貔	滂	幾	陽平	pʰ	i	2	貔貅猛獸名
貤	穿	幾	陽平	tʃʰ	i	2	貤贈移與爵賞也
貽	以	幾	陽平	j	i	2	遺也
踟	穿	幾	陽平	tʃʰ	i	2	踟蹰
軝	溪	幾	陽平	kʰ	i	2	車輚也
輀	日	幾	陽平	ɲ	i	2	喪車也
遲	穿	幾	陽平	tʃʰ	i	2	緩也又迎也又陵遲
郿	明	幾	陽平	m	i	2	地名
醨	來	幾	陽平	l	i	2	薄酒
醿	明	幾	陽平	m	i	2	酴醿酒名
釐	來	幾	陽平	l	i	2	釐正又釐戥
陴	滂	幾	陽平	pʰ	i	2	城上女牆
離	來	幾	陽平	l	i	2	別也
頎	溪	幾	陽平	kʰ	i	2	長貌
頤	以	幾	陽平	j	i	2	口旁也
飴	以	幾	陽平	j	i	2	味之甘者
馳	穿	幾	陽平	tʃʰ	i	2	馳驅又馳騖
騎	溪	幾	陽平	kʰ	i	2	跨也又音驥
騎	見	幾	陰去	k	i	5	馬軍曰騎又音其
騏	溪	幾	陽平	kʰ	i	2	黑馬
驪	來	幾	陽平	l	i	2	馬之純黑者
鬐	溪	幾	陽平	kʰ	i	2	馬鬣
魑	來	幾	陽平	l	i	2	魑魅鬼也
鮞	日	幾	陽平	ɲ	i	2	魚子
鰣	審	幾	陽平	ʃ	i	2	魚名
鴯	日	幾	陽平	ɲ	i	2	燕子
鸝	來	幾	陽平	l	i	2	黃鳥
麋	明	幾	陽平	m	i	2	鹿之大者
麒	溪	幾	陽平	kʰ	i	2	麒麟仁獸
𠌯	來	幾	陽平	l	i	2	侏𠌯夷語也
𤠞	滂	幾	陽平	pʰ	i	2	同上(貔貅猛獸名)
𥀷	滂	幾	陽平	pʰ	i	2	軍中鼓
侈	穿	幾	陰上	tʃʰ	i	3	大也又奢也
俾	幫	幾	陰上	p	i	3	使也
倚	以	幾	陰上	j	i	3	托也持也又偏則也
几	以	幾	陰上	j	i	3	几席
匪	非	幾	陰上	f	i	3	非也
只	照	幾	陰上	tʃ	i	3	樂只君子
只	照	賓入	陰入	tʃ	ɐt	7	專也又語詞
否	滂	幾	陰上	pʰ	i	3	塞也暴之反
否	非	修	陰上	f	ɐu	3	不然之詞
咫	照	幾	陰上	tʃ	i	3	卜尺八寸曰咫
喜	曉	幾	陰上	h	i	3	歡喜
圮	見	幾	陰上	k	i	3	敗也毀也
址	照	幾	陰上	tʃ	i	3	基址
埼	以	幾	陰上	j	i	3	依也
妣	幫	幾	陰上	p	i	3	父曰考母曰妣
始	穿	幾	陰上	tʃʰ	i	3	初也原也
屎	審	幾	陰上	ʃ	i	3	糞也
屺	見	幾	陰上	k	i	3	岵屺
己	見	幾	陰上	k	i	3	我也又私己
帋	照	幾	陰上	tʃ	i	3	帋帛
弛	穿	幾	陰上	tʃʰ	i	3	放也棄也廢也
彼	幫	幾	陰上	p	i	3	彼此
徵	照	幾	陰上	tʃ	i	3	五音之一
