id	ini	fn	pt	单字	IPA	注释、
1772	tʃ	ɐm	35	枕	tʃɐm35	枕枕头（动）
1773	tʃ	ɐp	055	執	tʃɐp5	执行
1774	tʃ	ɐp	055	汁	tʃɐp5	果汁
1775	ʃ	ɐm	213	深	ʃɐm213	深入
1776	ʃ	ɐm	35	沈	ʃɐm35	沈阳
1777	ʃ	ɐm	35	嬸	ʃɐm35	叔之妻
1778	ʃ	ɐm	35	審	ʃɐm35	审问
1779	ʃ	ɐp	055	濕	ʃɐp5	湿润
1780	ʃ	ɐm	22	甚	ʃɐm22	甚至
1781	ʃ	ɐp	022	十	ʃɐp2	第十
1782	ʃ	ɐp	022	拾	ʃɐp2	拾金不昧
1783		iɐm	22	壬	iɐm22	天干第九
1784		iɐm	22	任	iɐm22	姓
1785		iɐm	22	任	iɐm22	责任
1786		iɐm	22	紝	iɐm22	缝纴
1787		iɐp	022	入	iɐp2	进入
1788	k	ɐm	35	今	kɐm35	今天
1789	k	ɐm	213	金	kɐm213	金银
1790	k	ɐm	33	禁	kɐm33	禁不住
1791	kʰ	ɐm	213	襟	kʰɐm213	连襟
1792	k	ɐm	35	錦	kɐm35	锦绣
1793	k	ɐm	33	禁	kɐm33	禁止
1794	k	ɐp	055	急	kɐp5	急忙
1795	kʰ	ɐp	055	級	kʰɐp5	年级
1796	kʰ	ɐp	055	給	kʰɐp5	供给，给予
1797		iɐm	213	欽	iɐm213	钦差
1798	k	ɐm	22	撳	kɐm22	手用力捏住，往下按
1799		iɐp	055	泣	iɐp5	哭泣
1800	kʰ	ɐm	21	琴	kʰɐm21	弹琴
1801	kʰ	ɐm	21	禽	kʰɐm21	家禽
1802	kʰ	ɐm	21	擒	kʰɐm21	擒拿
1804	k	ɐp	022	及	kɐp2	及时
1805		iɐm	21	吟	iɐm21	吟诗
1806	kʰ	ɐp	055	吸	kʰɐp5	呼吸
1807		iɐm	213	音	iɐm213	音乐
1808		iɐm	213	陰	iɐm213	阴天
1809		iɐm	35	飲	iɐm35	米汤（名）
1810		iɐm	35	飲	iɐm35	饮酒（动）
1811		iɐm	213	蔭	iɐm213	屋子很荫
1812		iɐp	055	揖	iɐp5	作揖
1813		iɐm	21	淫	iɐm21	淫荡
1814	t	an	213	單	tan213	单独
1815	t	an	213	丹	tan213	人丹
1816	tʰ	an	35	疸	tʰan35	黄疸
1817	t	an	33	旦	tan33	元旦
1818	tʰ	an	213	灘	tʰan213	沙滩
1819	tʰ	an	213	攤	tʰan213	摊开
1820	tʰ	an	35	癱	tʰan35	瘫痪
1821	tʰ	an	35	坦	tʰan35	坦白
1822	tʰ	an	33	嘆	tʰan33	叹气
1823	tʰ	an	33	炭	tʰan33	木炭
1824	tʰ	an	21	彈	tʰan21	弹琴
1825	tʰ	an	21	檀	tʰan21	檀香
1826	tʰ	an	21	壇	tʰan21	天坛
1827	t	an	33	誕	tan33	诞生
1828	t	an	22	彈	tan22	子弹
1829	t	an	22	但	tan22	但是
1830	t	an	22	蛋	tan22	鸡蛋
1831	t	at	022	達	tat2	达到
1832	l	an	21	難	lan21	很难
1833	l	an	22	難	lan22	患难
1834	l	at	022	捺	lat2	撇捺
1835	l	an	21	蘭	lan21	兰花
1836	l	an	21	攔	lan21	拦住
1837	l	an	21	欄	lan21	栏杆
1838	l	an	21	欄	lan21	猪栏
1839	l	an	33	懶	lan33	懒惰
1840	l	an	22	爛	lan22	腐烂
1841	l	at	022	辣	lat2	泼辣；辣椒
1842	tʃ	an	33	贊	tʃan33	赞助
1843	tʃ	an	22	灒	tʃan22	溅水，灒水（打铁器）
1844	tʃʰ	an	213	餐	tʃʰan213	快餐
1845	tʃʰ	an	33	燦	tʃʰan33	灿烂
1846	tʃʰ	at	033	擦	tʃʰat3	擦洗
1847	tʃʰ	an	21	殘	tʃʰan21	残疾
1848	ʃ	an	213	珊	ʃan213	珊瑚
1849	ʃ	an	33	散	ʃan33	分散
1850	ʃ	an	33	傘	ʃan33	雨伞
1851	ʃ	an	35	散	ʃan35	松散
1852	ʃ	at	033	撒	ʃat3	撒手，撒种
1853	ʃ	at	033	薩	ʃat3	菩萨
1854	k	øn	213	干	køn213	天干地支
1855	k	øn	213	乾	køn213	干湿
1856	k	øn	213	竿	køn213	竹竿
1857	k	øn	213	肝	køn213	猪肝
1858	k	øn	213	桿	køn213	枪杆
1859	k	øn	35	稈	køn35	禾秆
1860	k	øn	35	趕	køn35	赶走
1861	k	øn	33	幹	køn33	干部
1862	k	øt	033	割	køt3	收割
1863	k	øt	033	葛	køt3	诸葛亮
1864	h	øn	33	看	høn33	看守，看牛
1865	h	øn	35	刊	høn35	报刊
1866	h	øn	33	看	høn33	看见
1867	h	øt	033	渴	høt3	口渴
1868		øn	22	岸	øn22	口岸
1869	h	øn	21	鼾	høn21	鼾声
1870	h	øn	35	罕	høn35	罕见
1871	h	øn	33	漢	høn33	汉族
1872	h	øt	033	喝	høt3	喝酒
1873	h	øn	21	寒	høn21	寒冷
1874	h	øn	21	韓	høn21	韩国
1875	h	øn	33	旱	høn33	干旱
1876	h	øn	22	焊	høn22	电焊
1877	h	øn	22	汗	høn22	出汗
1878	h	øn	21	翰	høn21	翰林；人名用字
1879		øn	213	安	øn213	安全
1880		øn	213	鞍	øn213	马鞍
1881		øn	33	按	øn33	按照
1882		øn	33	案	øn33	档案
1883	p	an	22	扮	pan22	打扮
1884	p	at	033	八	pat3	第八
1885	pʰ	an	33	盼	pʰan33	盼望
1886	p	an	22	辦	pan22	办法
1887	p	in	22	瓣	pin22	花瓣
1888	p	at	022	拔	pat2	选拔
1889	m	at	033	抹	mat3	抹布
1890	tʃ	an	35	盞	tʃan35	灯盏
1891	tʃ	at	033	札	tʃat3	札记
1892	tʃ	at	033	紮	tʃat3	驻扎
1893	tʃʰ	an	35	鏟	tʃʰan35	铲草
1894	tʃʰ	at	033	察	tʃʰat3	观察
1895	ʃ	an	213	山	ʃan213	山顶
1896	tʃʰ	an	35	産	tʃʰan35	生产
1897	ʃ	at	033	殺	ʃat3	自杀
1898	ʃ	at	033	煞	ʃat3	凶神恶煞；煞费苦心
1899	k	an	213	艱	kan213	艰苦
1900	k	an	213	間	kan213	中间
1901	k	an	35	簡	kan35	简单
1902	k	an	35	柬	kan35	请柬
1903	k	an	35	揀	kan35	拣菜
1904	k	an	33	間	kan33	间断
1905	ŋ	an	33	眼	ŋan33	眼镜
1906	h	an	21	閑	han21	空闲
1907	h	an	22	限	han22	限制
1908	h	en	21	莧	hen21	苋菜
1909	tʃ	at	033	軋	tʃat3	被车轧；轧钢厂
1910	p	an	213	班	pan213	班级
1911	p	an	213	斑	pan213	雀斑
1912	p	an	213	頒	pan213	颁布
1913	p	an	35	扳	pan35	扳手，枪的扳机
1914	p	an	35	板	pan35	石板
1915	p	an	35	版	pan35	出版
1916	pʰ	an	213	攀	pʰan213	高攀
1917	m	an	21	蠻	man21	野蛮
1918	m	an	22	慢	man22	快慢
1919	tʃ	an	35	棧	tʃan35	客栈
1920	tʃ	ap	022	鍘	tʃap2	铡刀
1921	ʃ	an	213	删	ʃan213	删除
1922	ʃ	an	33	疝	ʃan33	疝气
1923	k	an	213	奸	kan213	奸臣
1925	ŋ	an	21	顔	ŋan21	颜色
1926	ŋ	an	22	雁	ŋan22	大雁
1928	h	ɐt	022	轄	hɐt2	管辖
1929		an	33	晏	an33	天晚
1930	p	in	213	鞭	pin213	皮鞭
1931	pʰ	in	213	編	pʰin213	编辑
1932	p	in	33	變	pin33	改变
1933	p	it	022	别	pit2	分别
1935	pʰ	in	213	篇	pʰin213	一篇
1936	pʰ	in	213	偏	pʰin213	偏僻
1937	pʰ	in	33	騙	pʰin33	欺骗
1938	pʰ	in	21	便	pʰin21	便宜
1939	p	in	22	辨	pin22	分辨
1940	p	in	22	辯	pin22	辩论
1942	p	in	22	便	pin22	方便
1943	p	it	022	别	pit2	区别
1944	m	in	21	綿	min21	海绵
1945	m	in	21	棉	min21	棉花
1946	m	in	35	免	min35	免除
1947	m	in	35	勉	min35	勉强
1948	m	in	35	娩	min35	分娩
1949	m	in	35	緬	min35	缅甸
1950	m	in	22	面	min22	面子
1951	m	it	022	滅	mit2	消灭
1952	tʃ	an	35	碾	tʃan35	碾米
1953	l	in	21	連	lin21	大连；连长
1954	l	yn	21	聯	lyn21	联系；对联
1955	l	et	022	列	let2	排列
1956	l	it	055	裂	lit5	分裂
1957	l	et	022	烈	let2	烈士
1958	tʃ	in	213	煎	tʃin213	煎药
1959	tʃ	in	35	剪	tʃin35	铰剪
1960	tʃ	in	33	箭	tʃin33	射箭
1961	tʃ	an	22	濺	tʃan22	溅水
1962	tʃʰ	in	213	遷	tʃʰin213	迁移
1963	tʃʰ	in	35	淺	tʃʰin35	深浅
1964	tʃʰ	in	21	錢	tʃʰin21	钱财
1965	tʃʰ	in	35	踐	tʃʰin35	实践
1966	tʃ	in	22	賤	tʃin22	犯贱
1967	tʃ	in	22	餞	tʃin22	饯行
1968	ʃ	in	213	仙	ʃin213	神仙
1969	ʃ	in	213	鮮	ʃin213	新鲜
1970	ʃ	in	35	鮮	ʃin35	朝鲜
1971	ʃ	in	35	癬	ʃin35	脚癣
1972	ʃ	in	33	綫	ʃin33	线索
1973	ʃ	it	033	薛	ʃit3	姓
1974	ʃ	it	033	泄	ʃit3	泄漏，排泄
1975	ʃ	in	22	羨	ʃin22	羡慕
1976	tʃ	in	35	展	tʃin35	发展
1977	tʃ	it	033	哲	tʃit3	哲学
1978	tʃ	it	033	蜇	tʃit3	蝎子蜇人；海蜇
1979	tʃʰ	it	033	徹	tʃʰit3	彻底
1980	tʃʰ	it	033	撤	tʃʰit3	撤退
1981	tʃʰ	in	21	纏	tʃʰin21	纠缠
1982	tʃ	it	033	轍	tʃit3	南辕北辙
1983	tʃ	in	213	氈	tʃin213	油毛毡
1984	tʃ	in	33	戰	tʃin33	战斗
1985	tʃʰ	an	33	顫	tʃʰan33	颤抖
1986	tʃ	it	033	折	tʃit3	折断；折扣
1987	tʃ	it	033	浙	tʃit3	浙江
1988	ʃ	it	022	舌	ʃit2	舌头
1989	ʃ	in	33	搧	ʃin33	扇扇子；（动）
1990	ʃ	in	33	扇	ʃin33	扇子（名）
1991	tʃʰ	it	033	設	tʃʰit3	设计
1992	ʃ	in	21	蟬	ʃin21	蝉蜕，知了
1993	ʃ	in	21	禪	ʃin21	禅让
1994	ʃ	in	22	善	ʃin22	善良
1995	ʃ	in	33	鱔	ʃin33	鳝鱼，黄鳝
1996	ʃ	in	22	單	ʃin22	姓
1997	ʃ	in	22	膳	ʃin22	膳食
1998	ʃ	in	21	禪	ʃin21	禅宗
1999	tʃ	it	033	折	tʃit3	折本；摔折手臂
2000		in	21	然	in21	居然
2001		in	21	燃	in21	燃烧
2002		it	022	熱	it2	热烈
2003	tʃʰ	in	35	遣	tʃʰin35	遣责
2004	kʰ	in	21	乾	kʰin21	乾坤
2005	kʰ	in	21	虔	kʰin21	虔诚
2006	k	in	22	件	kin22	一件
2007	k	it	022	傑	kit2	杰出
2008	ŋ	an	22	諺	ŋan22	谚语
2010		in	21	延	in21	延安
2011		in	21	筵	in21	筵席
2012		in	35	演	in35	演出
2013	k	in	33	建	kin33	建设
2014	kʰ	it	033	揭	kʰit3	揭发
2015	k	in	22	鍵	kin22	关键
2016	k	in	22	健	kin22	健康
2017	kʰ	it	033	竭	kʰit3	竭尽全力
2018		in	21	言	in21	语言
2019	h	in	213	軒	hin213	人名用字（轩辕）
2020	h	in	213	掀	hin213	掀开
2021	h	in	33	憲	hin33	宪法
2022	h	in	33	獻	hin33	贡献
2023	h	it	033	歇	hit3	歇一下
2024	kʰ	it	033	蝎	kʰit3	蝎子
2026		in	33	堰	in33	都江堰
2027	p	in	213	邊	pin213	旁边
2028	pʰ	in	213	蝙	pʰin213	蝙蝠
2029	p	en	35	扁	pen35	扁担
2030	p	en	35	匾	pen35	牌匾
2031	pʰ	in	33	遍	pʰin33	遍地
2032	pʰ	in	33	遍	pʰin33	一遍
2034	pʰ	in	33	片	pʰin33	片面
2035	pʰ	it	033	撇	pʰit3	撇开
2036	p	in	213	辮	pin213	辫子
2037	m	in	21	眠	min21	安眠
2038	m	in	22	麵	min22	面条
2039	m	et	022	篾	met2	竹篾
2040	t	en	213	顛	ten213	颠倒
2041	t	en	213	癲	ten213	癫狗
2042	t	en	35	典	ten35	词典
2043	tʰ	en	213	天	tʰen213	晴天
2044	tʰ	et	033	鐵	tʰet3	钢铁
2045	tʰ	en	21	田	tʰen21	田地
2046	tʰ	en	21	填	tʰen21	填空
2047	t	en	22	電	ten22	电灯
2048	t	en	22	殿	ten22	殿堂
2049	t	en	22	佃	ten22	佃户
2050	t	en	22	墊	ten22	垫钱；座垫
2051	l	en	21	年	len21	过年
2052	l	en	35	撚	len35	以指捻碎；捻线
2054	l	en	35	捏	len35	捏紧
2055	l	en	21	憐	len21	可怜
2056	l	en	21	蓮	len21	莲花
2057	l	en	22	練	len22	练习
2058	l	en	213	楝	len213	苦楝树
2059	l	en	22	鏈	len22	项链
2060	tʃʰ	in	213	箋	tʃʰin213	信笺
2061	tʃ	in	33	薦	tʃin33	推荐
2062	tʃ	it	033	節	tʃit3	节约
2063	tʃʰ	in	213	千	tʃʰin213	千万
2064	tʃʰ	it	033	切	tʃʰit3	切开
2065	tʃʰ	in	21	前	tʃʰin21	从前
2066	tʃ	it	022	截	tʃit2	截断
2067	ʃ	in	213	先	ʃin213	先进
2068	ʃ	iu	213	屑	ʃiu213	不屑一顾（动）
2069	ʃ	iu	213	屑	ʃiu213	木屑（名）
2070	k	in	213	肩	kin213	肩膀
2071	k	in	213	堅	kin213	坚强
2072	k	an	35	繭	kan35	蚕茧
2073	k	an	35	趼	kan35	老茧（手脚掌上）
2074	k	in	33	見	kin33	见识
2075	k	it	033	結	kit3	结果
2076	k	it	033	潔	kit3	清洁
2077	h	en	213	牽	hen213	牵牛花
2078		in	21	研	in21	研究
2079		in	21	硯	in21	砚台
2080	h	in	35	顯	hin35	明显
2081		in	21	賢	in21	贤惠
2082		in	21	弦	in21	琴弦
2083	h	in	22	現	hin22	出现
2084		en	213	煙	en213	香烟
2085		in	33	燕	in33	燕京；姓
2086		in	33	燕	in33	燕子
2088		in	33	宴	in33	宴会
2089		it	055	噎	it5	噎住
2090	p	øn	213	般	pøn213	一般
2091	p	øn	213	搬	pøn213	搬家
2092	p	øn	33	半	pøn33	半天
2093	p	øn	22	絆	pøn22	绊倒
2094	p	øt	033	缽	pøt3	衣钵
2095	p	øt	022	撥	pøt2	拨款
2096	pʰ	øn	213	潘	pʰøn213	姓
2097	pʰ	iə̯ŋ	33	拚	pʰiə̯ŋ33	拼命
2098	pʰ	øn	33	判	pʰøn33	审判
2099	pʰ	øt	033	潑	pʰøt3	泼水
2100	pʰ	øn	21	盤	pʰøn21	算盘
2101	p	øn	22	伴	pøn22	伙伴
2102	p	øn	22	拌	pøn22	搅拌
2103	pʰ	øn	22	叛	pʰøn22	叛徒
2104	m	øn	21	瞞	møn21	隐瞒
2105	m	an	22	饅	man22	馒头
2106	m	an	22	鰻	man22	鳗鱼
2107	m	øn	33	滿	møn33	满意，装满
2108	m	an	22	漫	man22	漫画
2109	m	øt	022	末	møt2	末尾
2110	m	øt	022	沫	møt2	泡沫
2111	m	at	033	抹	mat3	抹布
2112	t	yn	213	端	tyn213	端午
2113	t	yn	35	短	tyn35	长短
2114	tʰ	yn	33	斷	tʰyn33	断绝，线断了
2115	t	yn	22	鍛	tyn22	锻炼
2116	tʰ	yt	033	脱	tʰyt3	摆脱
2117	tʰ	yn	21	團	tʰyn21	团结
2118	tʰ	yn	21	糰	tʰyn21	糕团
2119	t	yn	22	斷	tyn22	决断，断案
2120	t	yn	22	段	tyn22	阶段
2121	t	yn	22	緞	tyn22	绸缎
2122	t	yn	22	椴	tyn22	椴木
2123	t	yt	022	奪	tyt2	夺权
2124	l	yn	33	暖	lyn33	暖和
2125	l	yn	33	鸞	lyn33	鸾凤
2126	l	yn	35	卵	lyn35	鸡卵（鸡蛋）
2127	l	yn	22	亂	lyn22	混乱
2128	l	yt	022	捋	lyt2	捋袖
2129	tʃ	yn	33	鑽	tʃyn33	电钻（名）
2130	tʃ	yn	33	鑽	tʃyn33	钻洞（动）
2131	tʃʰ	yn	33	竄	tʃʰyn33	东窜西窜
2132		iøt	033	撮	iøt3	一撮胡子
2133	ʃ	yn	213	酸	ʃyn213	酸味
2134	ʃ	yn	33	算	ʃyn33	计算
2135	ʃ	yn	33	蒜	ʃyn33	蒜头
2136	k	un	213	官	kun213	当官
2137	k	un	213	棺	kun213	棺材
2138	k	un	213	觀	kun213	参观
2139	k	un	33	冠	kun33	冠军
2140	k	un	35	管	kun35	管理
2141	k	un	35	館	kun35	图书馆
2142	k	un	33	貫	kun33	贯彻
2143	k	un	33	灌	kun33	灌溉
2144	k	un	33	罐	kun33	罐头
2145	k	un	33	觀	kun33	道观
2146	k	un	33	冠	kun33	衣冠
2147	kʰ	ut	033	括	kʰut3	包括
2148	f	un	213	寛	fun213	宽敞
2149	f	un	35	款	fun35	汇款
2150	f	ut	033	闊	fut3	开阔
2151		uan	35	玩	uan35	玩具，游玩
2152	f	un	213	歡	fun213	喜欢
2153		un	22	唤	un22	呼唤
2154		un	22	焕	un22	焕然一新
2155	f	ut	033	豁	fut3	豁然，豁嘴
2156		yn	21	完	yn21	完全
2157		yn	213	丸	yn213	药丸
2158		un	21	緩	un21	缓慢
2159		un	35	皖	un35	皖南事变
2160		un	22	换	un22	交换
2161		ut	022	活	ut2	生活
2162		un	35	豌	un35	豌豆
2163		un	35	碗	un35	饭碗
2164		un	35	腕	un35	手腕
2166		uan	21	頑	uan21	顽皮
2167		uan	22	幻	uan22	幻想
2168		uat	022	滑	uat2	滑稽
2169		uat	022	猾	uat2	狡猾
2170		uat	033	挖	uat3	挖地
2171	tʃʰ	yn	33	篡	tʃʰyn33	篡位
2172	ʃ	øn	213	閂	ʃøn213	门闩
2173	ʃ	øn	213	拴	ʃøn213	拴住（捆绑）
2174	tʃʰ	at	033	刷	tʃʰat3	牙刷
2175	k	uan	213	關	kuan213	关门
2176	k	uan	33	慣	kuan33	习惯
2177	k	uat	033	刮	kuat3	搜刮
2178		uan	21	還	uan21	还有
2179		uan	21	還	uan21	还原，还钱
2180		uan	21	環	uan21	环境
2181		uan	22	患	uan22	忧患；患病
2182		uan	213	彎	uan213	弯曲
2183		uan	213	灣	uan213	海湾
2184	l	yn	35	戀	lyn35	恋爱
2185	l	yt	022	劣	lyt2	恶劣
2186	tʃʰ	yn	21	全	tʃʰyn21	全部
2187	tʃʰ	yn	21	泉	tʃʰyn21	泉水
2188	tʃ	yt	022	絶	tʃyt2	绝对
2189	ʃ	yn	213	宣	ʃyn213	宣传
2190	ʃ	yn	35	選	ʃyn35	选举
2191	ʃ	yt	033	雪	ʃyt3	下雪
2192	ʃ	yn	21	旋	ʃyn21	旋转
2193	tʃ	yn	35	轉	tʃyn35	转送，转学
2194	tʃ	yn	33	轉	tʃyn33	转圆圈
2195	tʃ	yt	055	啜	tʃyt5	啜奶
2196	tʃʰ	yn	21	傳	tʃʰyn21	传达
2197	tʃ	yn	33	篆	tʃyn33	篆书
2198	tʃ	yn	35	傳	tʃyn35	自传
2199	tʃ	yn	213	專	tʃyn213	专门
2200	tʃ	yn	213	磚	tʃyn213	砖头
2202	tʃʰ	yn	213	川	tʃʰyn213	四川
2203	tʃʰ	yn	213	穿	tʃʰyn213	穿着
2204	tʃʰ	yn	35	喘	tʃʰyn35	哮喘
2205	tʃʰ	yn	33	串	tʃʰyn33	串通
2206	ʃ	yn	21	船	ʃyn21	轮船
2207	ʃ	yt	033	説	ʃyt3	小说
2208		yn	33	軟	yn33	软硬
2209	k	yn	35	捲	kyn35	卷起（动）
2210	k	yn	33	眷	kyn33	眷属
2211	k	yn	35	卷	kyn35	试卷（名）
2212	k	yn	213	絹	kyn213	手绢
2213	h	yn	213	圈	hyn213	圆圈
2214	kʰ	yn	21	拳	kʰyn21	拳头
2215	kʰ	yn	21	權	kʰyn21	权力
2216	kʰ	yn	21	顴	kʰyn21	颧骨
2217	h	yn	213	圈	hyn213	猪圈
2218	k	yn	33	倦	kyn33	疲倦
2219		yn	21	圓	yn21	圆圈
2220		yn	21	員	yn21	人员
2221		yn	35	院	yn35	院子
2222		yn	21	緣	yn21	缘分
2223		yn	21	沿	yn21	沿路
2224		yn	21	鉛	yn21	铅笔
2225	k	yn	213	捐	kyn213	捐款
2226		yt	022	悦	yt2	愉悦
2227		yt	022	閲	yt2	阅读
2228	f	an	213	藩	fan213	曾国藩
2229	f	an	35	反	fan35	反对
2230	f	an	33	販	fan33	贩卖
2231	f	at	033	髮	fat3	头发
2232	f	at	033	發	fat3	发财
2233	f	an	213	翻	fan213	翻转
2234	f	an	213	番	fan213	几番
2235	f	an	21	煩	fan21	麻烦
2236	f	an	21	礬	fan21	明矾
2237	f	an	21	繁	fan21	繁华
2238	f	an	22	飯	fan22	吃饭
2239	f	at	022	伐	fat2	讨伐
2240	f	at	022	筏	fat2	竹筏
2241	f	at	022	罰	fat2	罚款
2242	m	an	33	晚	man33	晚上
2243		uan	35	挽	uan35	挽留，挽手
2244	m	an	22	萬	man22	一万
2245	m	an	22	蔓	man22	瓜蔓
2246	m	ɐt	022	襪	mɐt2	袜子
2247	h	yn	33	勸	hyn33	规劝
2248	k	yn	33	券	kyn33	国库券，证券
2249	k	uɐt	022	掘	kuɐt2	挖掘
2250		yn	21	元	yn21	元旦
2251		yn	21	原	yn21	原来
2252		yn	21	源	yn21	来源
2253		yn	35	阮	yn35	姓
2254		yn	22	願	yn22	愿望
2255		yt	022	月	yt2	月亮
2256	ʃ	yn	213	喧	ʃyn213	喧闹
2257		yn	213	冤	yn213	冤枉
2258		yn	33	怨	yn33	埋怨
2259		yn	21	袁	yn21	姓
2260		yn	21	轅	yn21	辕门；轩辕
2261		yn	21	園	yn21	花园
2262		yn	21	援	yn21	援助
2263		yn	33	遠	yn33	远近
2264		yt	022	越	yt2	越来越
2265		yt	033	曰	yt3	子曰
2266		yt	022	粵	yt2	粤菜
2267	kʰ	yt	33	决	kʰyt33	决定
2268	kʰ	yt	33	訣	kʰyt33	口诀
2269	h	yn	35	犬	hyn35	狗
2270	kʰ	yt	033	缺	kʰyt3	缺钱，缺口
2271	h	yt	033	血	hyt3	流血
2272		yn	21	玄	yn21	玄妙
2273		yn	21	懸	yn21	悬崖
2274		yn	35	縣	yn35	行政单位
2275		yn	21	眩	yn21	眩目，晕眩
2276		yt	022	穴	yt2	穴位
2277		yn	213	淵	yn213	深渊
2278	tʰ	ɐn	213	吞	tʰɐn213	吞口水
2279	k	ɐn	213	跟	kɐn213	跟随
2280	k	ɐn	213	根	kɐn213	树根
2281	h	ɐn	35	懇	hɐn35	恳求
2282	h	ɐn	35	墾	hɐn35	开垦
2283	kʰ	ɐŋ	35	啃	kʰɐŋ35	啃树皮
2284	h	ɐn	21	痕	hɐn21	痕迹
2285	h	ɐn	35	很	hɐn35	很多
2286	h	ɐn	22	恨	hɐn22	仇恨
2287		ɐn	213	恩	ɐn213	恩德
2288	p	ɐn	213	彬	pɐn213	文质彬彬
2289	p	ɐn	213	賓	pɐn213	贵宾
2290	p	ɐn	213	檳	pɐn213	槟榔
2291	p	ɐn	33	殯	pɐn33	出殡
2292	p	ɐn	33	鬢	pɐn33	鬂角
2293	p	ɐt	055	筆	pɐt5	毛笔
2294	p	ɐt	055	畢	pɐt5	毕业
2295	p	it	055	必	pit5	必须
2296	pʰ	ɐt	055	匹	pʰɐt5	匹配；一匹布
2297	pʰ	iə̯ŋ	21	蘋	pʰiə̯ŋ21	苹果
2298	pʰ	ɐn	21	頻	pʰɐn21	频繁
2299	pʰ	ɐn	21	貧	pʰɐn21	贫农
2300	p	ek	055	弼	pek5	弼马温，任弼时
2301	m	ɐn	33	閩	mɐn33	福建简称
2302	m	ɐn	21	民	mɐn21	人民
2303	m	ɐn	33	憫	mɐn33	怜悯
2304	m	ɐn	33	敏	mɐn33	灵敏
2305	m	ɐn	35	抿	mɐn35	小口喝酒
2306	m	ɐt	022	密	mɐt2	秘密
2307	m	ɐt	022	蜜	mɐt2	蜂蜜
2308	l	ɐn	21	鄰	lɐn21	邻居
2309	l	ɐn	21	鱗	lɐn21	鱼鳞
2310	l	ɐn	21	磷	lɐn21	磷肥
2311	l	ɐt	022	栗	lɐt2	栗子
2312	tʃ	ɐn	213	津	tʃɐn213	天津
2313	tʃ	ɐn	22	儘	tʃɐn22	尽早
2314	tʃ	ɐn	33	進	tʃɐn33	前进
2315	tʃ	ɐn	33	晋	tʃɐn33	魏晋；山西简称
2316	tʃʰ	ɐn	213	親	tʃʰɐn213	亲戚
2317	tʃʰ	ɐn	33	親	tʃʰɐn33	亲家
2318	tʃʰ	ɐt	055	七	tʃʰɐt5	第七
2319	tʃʰ	ɐt	055	漆	tʃʰɐt5	油漆
2320	tʃʰ	ɐn	21	秦	tʃʰɐn21	秦国；姓
2321	tʃ	ɐn	22	盡	tʃɐn22	尽力；尽头
2322	tʃ	ɐt	022	疾	tʃɐt2	疾病
2323	ʃ	ɐn	213	薪	ʃɐn213	薪水
2324	ʃ	ɐn	213	辛	ʃɐn213	辛苦
2325	ʃ	ɐn	213	新	ʃɐn213	新旧
2326	ʃ	ɐn	33	信	ʃɐn33	相信
2327	ʃ	ɐn	33	訊	ʃɐn33	通讯
2328	ʃ	ek	055	悉	ʃek5	熟悉
2329	tʃʰ	ɐt	055	膝	tʃʰɐt5	膝盖
2330	tʃ	ɐn	213	珍	tʃɐn213	珍珠
2331	tʃ	ɐn	33	鎮	tʃɐn33	镇压
2332	tʃʰ	ɐn	33	趁	tʃʰɐn33	趁机
2333	tʃʰ	ɐn	21	陳	tʃʰɐn21	陈年
2334	tʃʰ	ɐn	21	塵	tʃʰɐn21	灰尘
2335	tʃ	ɐn	22	陣	tʃɐn22	阵雨
2336	tʃ	ɐt	022	侄	tʃɐt2	侄子
2337	t	et	022	秩	tet2	秩序
2339	tʃ	ɐn	213	臻	tʃɐn213	聂荣臻
2340	tʃʰ	ɐn	33	襯	tʃʰɐn33	衬衫
2341	ʃ	ɐt	055	蝨	ʃɐt5	虱子
2342	tʃ	ɐn	213	真	tʃɐn213	真假
2343	tʃʰ	ɐn	35	診	tʃʰɐn35	急诊
2344	tʃʰ	ɐn	35	疹	tʃʰɐn35	麻疹
2345	tʃ	ɐn	33	振	tʃɐn33	振动
2346	tʃ	ɐn	33	震	tʃɐn33	地震
2347	tʃ	ɐt	055	質	tʃɐt5	质量
2348	ʃ	ɐn	21	神	ʃɐn21	精神
2349	ʃ	ɐt	022	實	ʃɐt2	老实
2350	ʃ	ɐn	213	身	ʃɐn213	身体
2351	ʃ	ɐn	213	申	ʃɐn213	申请
2352	ʃ	ɐn	213	伸	ʃɐn213	伸手
2353	ʃ	ɐn	21	娠	ʃɐn21	妊娠
2354	ʃ	ɐt	055	失	ʃɐt5	失去
2355	ʃ	ɐt	055	室	ʃɐt5	室内
2356	ʃ	ɐn	21	辰	ʃɐn21	时辰
2357	ʃ	ɐn	21	晨	ʃɐn21	早晨
2358	ʃ	ɐn	21	臣	ʃɐn21	大臣
2359	ʃ	ɐn	22	腎	ʃɐn22	肾脏，肾虚
2360	ʃ	ɐn	22	慎	ʃɐn22	慎重
2361		iɐn	21	人	iɐn21	人民
2362		iɐn	21	仁	iɐn21	仁义
2363		iɐn	35	忍	iɐn35	忍住
2364		iɐn	22	刃	iɐn22	刀刃
2365		iɐn	22	認	iɐn22	认得
2366		iɐn	22	韌	iɐn22	坚韧
2367		iɐt	022	日	iɐt2	日期
2368	k	ɐn	213	巾	kɐn213	毛巾
2369	k	ɐn	35	緊	kɐn35	紧张
