序号	例字	注释	古晋	揭西
2636	尺		ʧʰak2	ʧʰak2
2637	赤		ʧʰak2	ʧʰak2
2638	射		ʃak5	ʃak5
2639	聲		ʃaŋ44	ʃaŋ44
2640	聖		ʃin52	ʃin52
2641	適		ʃit2	ʃit2
2642	釋		ʃit2	ʃit2
2643	成		ʃin24	ʃin24
2644	城		ʃaŋ24	ʃaŋ24
2645	誠		ʃin24	ʃaŋ24
2646	盛		ʃin52	ʃin52
2647	盛		ʃak5	ʃak5
2648	頸		kiaŋ31	kiaŋ31
2649	勁		kin52	kin52
2650	輕		kʰiaŋ44	kʰiaŋ44
2651	益		ʒak2	ʒak2
2652	贏		ʒaŋ24	ʒaŋ24
2653	腋		hiap2	hiap2
2654	譯		ʒit5	ʒit5
2655	易		ʒit2	ʒit5
2656	壁		piak2	piak2
2657	姘		pʰin52	pʰin52
2658	劈		pʰiak2	pʰiak2
2659	瓶		tut5	pʰin24
2660	屏		pʰin24	pʰin24
2661	萍		pʰin24	pʰin24
2662	並		pin52	pin52
2663	丁		ten44	ten44
2664	釘		ten44	ten44
2665	頂		tin31	tin31
2666	鼎		tin31	tin31
2667	釘		ten44	ten44
2668	的		tit2	tit2
2669	滴		tit2	tit2
2670	聽		tʰen44	tʰen44
2671	廳		tʰen44	tʰen44
2672	聽		tʰen44	tʰen44
2673	剔		tʰit2	tʰit2
2674	踢		tʰet2	tʰet2
2675	亭		tʰin24	tʰin24
2676	停		tʰin24	tʰin24
2677	庭		tʰin24	tʰin24
2678	挺		tʰin31	tʰin31
2679	艇		tʰin31	tʰin31
2680	敵		tʰit5	tʰit5
2681	寧		nen24	nen24
2682	寧		nen24	nen24
2683	靈		lin24	lin24
2684	零		len24	len24
2685	鈴		laŋ24	laŋ24
2686	齡		laŋ24	laŋ24
2687	另		len24	len24
2688	歷		let5	let5
2689	曆		lat5	let5
2690	績		ʦit2	ʦit2
2691	青		ʦʰiaŋ44	ʦʰiaŋ44
2692	蜻		ʦʰin44	ʦʰin44
2693	戚		ʦʰit2	ʦʰit2
2694	星		sen44	sen44
2695	腥		siaŋ44	sen44
2696	醒		siaŋ31	siaŋ31
2697	析		sit2	sit2
2698	錫		siak2	siak2
2699	經		kin44	kin44
2700	經		kin44	kin44
2701	激		kit2	kit2
2702	吃		ʃit5	ʃit5
2703	形		hin24	hin24
2704	刑		hin24	hin24
2705	礦		kʰoŋ52	kʰoŋ52
2706	横		baŋ34	vaŋ24
2707	宏		fen24	fen24
2708	獲		fat5	vet2
2709	劃		bat5	vat5
2710	兄		hiuŋ44	hiuŋ44
2711	榮		ʒin24	ʒin24
2712	永		ʒun31	ʒun31
2713	咏		ʒun31	ʒun31
2714	營		ʒaŋ24	ʒaŋ24
2715	穎		ʒin31	ʒin31
2716	役		ʒit5	ʒit5
2717	疫		ʒit5	ʒit5
2718	卜		pu31	pu31
2719	撲		pʰuk2	pʰuk2
2720	仆		pʰuk2	pʰuk2
2721	篷		pʰuŋ24	pʰuŋ24
2722	蓬		pʰuŋ24	pʰuŋ24
2723	木		muk2	muk2
2724	沐		muk2	muk2
2725	東		tuŋ44	tuŋ44
2726	董		tuŋ31	tuŋ31
2727	懂		tuŋ31	tuŋ31
2728	凍		tuŋ52	tuŋ52
2729	棟		tuŋ52	tuŋ52
2730	通		tʰuŋ44	tʰuŋ44
2731	捅		tʰuŋ31	tʰuŋ31
2732	桶		tʰuŋ44	tʰuŋ44
2733	痛		tʰuŋ52	tʰuŋ52
2734	秃		tʰut5	tʰut5
2735	同		tʰuŋ24	tʰuŋ24
2736	銅		tʰuŋ24	tʰuŋ24
2737	桐		tʰuŋ24	tʰuŋ24
2738	筒		tʰuŋ31	tʰuŋ31
2739	童		tʰuŋ24	tʰuŋ24
2740	瞳		tʰuŋ24	tʰuŋ24
2741	動		tʰuŋ31	tʰuŋ31
2742	獨		tʰuk5	tʰuk5
2743	讀		tʰuk5	tʰuk5
2744	籠		luŋ24	luŋ24
2745	聾		luŋ24	luŋ24
2746	嚨		len24	len24
2747	鹿		luk5	luk5
2748	禄		luk5	luk5
2749	棕		ʦuŋ44	ʦuŋ44
2750	總		ʦuŋ31	ʦuŋ31
2751	粽		ʦuŋ52	ʦuŋ52
2752	葱		ʦʰuŋ44	ʦʰuŋ44
2753	聰		ʦʰuŋ44	ʦʰuŋ44
2754	怱		ʦʰuŋ44	ʦʰuŋ44
2755	囱		ʦʰuŋ44	ʦʰuŋ44
2756	叢		ʦʰuŋ24	ʦʰuŋ24
2757	族		ʦʰuk5	ʦʰuk5
2758	送		suŋ52	suŋ52
2759	速		suk2	suk2
2760	公		kuŋ44	kuŋ44
2761	工		kuŋ44	kuŋ44
2762	功		kuŋ44	kuŋ44
2763	攻		kuŋ44	kuŋ44
2764	蚣		kuŋ44	kuŋ44
2765	貢		kuŋ52	kuŋ52
2766	谷		kuk2	kuk2
2767	穀		kuk2	kuk2
2768	空		kʰuŋ44	kʰuŋ44
2769	孔		kʰuŋ31	kʰuŋ31
2770	空		kʰuŋ44	kʰuŋ44
2771	控		kʰuŋ52	kʰuŋ52
2772	哭		kiau52	kiau52
2773	烘		pen44	pen44
2774	紅		fuŋ24	fuŋ24
2775	洪		fuŋ24	fuŋ24
2776	鴻		pʰuŋ24	fuŋ24
2777	翁		buŋ44	vuŋ44
2778	屋		buk2	vuk2
2779	冬		tuŋ44	tuŋ44
2780	督		tuk2	tuk2
2781	統		tʰuŋ31	tʰuŋ31
2782	毒		tʰuk5	tʰuk5
2783	農		nuŋ24	nuŋ24
2784	膿		nuŋ24	nuŋ24
2785	宗		ʦuŋ44	ʦuŋ44
2786	綜		ʦuŋ44	ʦuŋ44
2787	鬆		suŋ44	suŋ44
2788	宋		suŋ52	suŋ52
2789	風		fuŋ44	fuŋ44
2790	瘋		fuŋ44	fuŋ44
2791	楓		fuŋ44	fuŋ44
2792	諷		fuŋ31	fuŋ31
2793	福		fuk2	fuk2
2794	腹		fuk2	fuk2
2795	複		fuk2	fuk2
2796	豐		fuŋ44	fuŋ44
2797	覆		fuk2	fuk2
2798	馮		pʰuŋ24	fuŋ24
2799	鳳		fuŋ24	fuŋ24
2800	伏		fuk5	fuk5
2801	服		fuk5	fuk5
2802	袱		fuk5	fuk5
2803	復		fuk5	fuk5
2804	隆		luŋ24	luŋ24
2805	六		liuk2	liuk2
2806	陸		luk5	luk5
2807	宿		siuk2	siuk2
2808	中		ʧuŋ44	ʧuŋ44
2809	忠		ʧuŋ44	ʧuŋ44
2810	衷		ʧuŋ44	ʧuŋ44
2811	中		ʧuŋ52	ʧuŋ52
2812	竹		ʧuk2	ʧuk2
2813	築		ʧuk2	ʧuk2
2814	畜		ʧuk2	ʧuk2
2815	蟲		ʧʰuŋ24	ʧʰuŋ24
2816	縮		suk2	suk2
2817	終		ʧuŋ44	ʧuŋ44
2818	衆		ʧuŋ52	ʧuŋ52
2819	粥		moi24	moi24
2820	祝		ʧuk2	ʧuk2
2821	充		ʧʰuŋ44	ʧʰuŋ44
2822	銃		ʧʰuŋ52	
2823	叔		ʃuk2	ʃuk2
2824	淑		ʃuk2	ʃuk2
2825	熟		ʃuk5	ʃuk5
2826	絨		ʒuŋ24	ʒuŋ24
2827	肉		ŋiuk2	ŋiuk2
2828	弓		kuŋ44	kuŋ44
2829	躬		kuŋ44	kuŋ44
2830	宫		kuŋ44	kuŋ44
2831	菊		kʰiok2	kʰiok2
2832	麴			kʰiok2
2833	窮		kʰiuŋ24	kʰiuŋ24
2834	熊		ʒuŋ24	ʒuŋ24
2835	雄		hiuŋ24	hiuŋ24
2836	融		ʒuŋ24	ʒuŋ24
2837	育		ʒok2	ʒok2
2838	封		fuŋ44	fuŋ44
2839	蜂		pʰuŋ44	fuŋ44
2840	峰		fuŋ44	fuŋ44
2841	鋒		fuŋ44	fuŋ44
2842	捧		puŋ31	pʰuŋ31
2843	逢		fuŋ24	fuŋ24
2844	縫		fuŋ24	fuŋ24
2845	縫		lak2	lak2
2846	濃		nuŋ24	nuŋ24
2847	龍		niuŋ24	niuŋ24
2848	録		liuk5	liuk5
2849	緑		liuk5	liuk5
2850	蹤		ʦuŋ44	ʦuŋ44
2851	足		ʦiuk2	ʦiuk2
2852	從		ʦʰuŋ24	ʦʰuŋ24
2853	從		ʦʰuŋ24	ʦʰuŋ24
2854	粟		siuk2	siuk2
2855	松		ʦʰiuŋ24	suŋ44
2856	頌		suŋ52	suŋ52
2857	俗		siuk5	siuk5
2858	續		siuk5	siuk5
2859	寵		ʧʰuŋ31	ʧʰuŋ31
2860	重		ʧʰuŋ24	ʧʰuŋ24
2861	重		ʧʰuŋ44	ʧʰuŋ44
2862	鐘		ʧuŋ44	ʧuŋ44
2863	鍾		ʧuŋ44	ʧuŋ44
2864	盅		ʧuŋ44	ʧuŋ44
2865	種		ʧuŋ31	ʧuŋ31
2866	腫		ʧuŋ31	ʧuŋ31
2867	種		ʧuŋ52	ʧuŋ52
2868	燭		ʧuk2	ʧuk2
2869	衝		ʧʰuŋ44	ʧʰuŋ44
2870	觸		ʧʰuk5	ʧʰuk2
2871	贖		ʃuk5	ʃuk5
2872	束		ʃuk5	ʃuk2
2873	屬		ʃuk5	ʃuk5
2874	茸		ʒuŋ24	ʒuŋ24
2875	辱		ʒuk2	ʒuk2
2876	恭		kiuŋ44	kiuŋ44
2877	供		kiuŋ44	kiuŋ44
2878	鞏			kuŋ31
2879	供		kiuŋ44	kiuŋ44
2880	恐		kuŋ31	kʰiuŋ31
2881	曲		kʰiok2	kʰiok2
