id	ini	fn	pt	middeng	middiao	midini	midkaihe	midyun	单字	ipa调值	ipa调号	注释
348	l	ui	21	三	去	來	開	魚	慮	lui21	lui3	考～
349	l	ui	21	三	去	來	開	魚	濾	lui21	lui3	过～
350	ʦʰ	ui	33	三	平	清	開	魚	蛆	ʦʰui33	ʦʰui1a	蛆虫，生～
351	ɬ	ui	451	三	去	心	開	魚	絮	ɬui451	ɬui5	棉～
352	ʦʰ	y	213	三	平	邪	開	魚	徐	ʦʰy213	ʦʰy2	姓
353	ʦʰ	ui	21	三	上	邪	開	魚	序	ʦʰui21	ʦʰui3	顺～
354	ʦʰ	ui	21						敍	ʦʰui21	ʦʰui3	倒～
355	s	ui	451						緖	sui451	sui5	情～；光～
356	ʦ	y	33	三	平	知	開	魚	豬	ʦy33	ʦy1a	～肉
357	ʦ	y	451	三	入	澄	開	藥	著	ʦy451	ʦy5	～名，显～
358	ʦʰ	y	213	三	平	澄	開	魚	除	ʦʰy213	ʦʰy2	～法
359	ʦʰ	y	21	三	平	澄	開	魚	儲	ʦʰy21	ʦʰy3	～蓄
361	ʦʰ	y	21	三	去	澄	開	魚	箸	ʦʰy21	ʦʰy3	筷子
362	ʦ	ɔ	21	三	上	莊	開	魚	阻	ʦɔ21	ʦɔ3	～止，～力
363	ʦʰ	ɔ	33	三	平	初	開	魚	初	ʦʰɔ33	ʦʰɔ1a	当～，～中
365	ʦʰ	ɔ	21	三	上	初	開	魚	礎	ʦʰɔ21	ʦʰɔ3	基～
366	ʦʰ	ɔ	21	三	平	崇	開	魚	鋤	ʦʰɔ21	ʦʰɔ3	～草，～禾日当午
367	ʦʰ	ɔ	21	三	去	崇	開	魚	助	ʦʰɔ21	ʦʰɔ3	帮～
368	ɬ	ɔ	33	三	平	生	開	魚	梳	ɬɔ33	ɬɔ1a	梳子[名]；梳头[动]
369	ɬ	ɔ	33	三	平	生	開	魚	疏	ɬɔ33	ɬɔ1a	～远；稀疏
370	ɬ	ɔ	33	三	平	生	開	魚	疏	ɬɔ33	ɬɔ1a	生～
371	ɬ	ɔ	33	三	平	生	開	魚	蔬	ɬɔ33	ɬɔ1a	～菜
372	ɬ	ɔ	21	三	上	生	開	魚	所	ɬɔ21	ɬɔ3	～以；派出～
373	ɬ	ɔ	33	三	平	生	開	魚	疏	ɬɔ33	ɬɔ1a	注～
374	ʦ	y	33	三	平	章	開	魚	諸	ʦy33	ʦy1a	姓；～如此类
375	ʦ	y	21	三	上	章	開	魚	煮	ʦy21	ʦy3	～饭
376	ʦʰ	y	451	三	去	昌	開	魚	處	ʦʰy451	ʦʰy5	～理
377	ʦʰ	y	451	三	去	昌	開	魚	處	ʦʰy451	ʦʰy5	～所
378	s	y	33	三	平	書	開	魚	書	sy33	sy1a	读～
379	s	y	33	三	平	書	開	魚	舒	sy33	sy1a	～服
380	s	y	21	三	上	書	開	魚	暑	sy21	sy3	～假
381	s	y	21	三	上	書	開	魚	鼠	sy21	sy3	老～
382	s	a	451	三	去	書	開	魚	庶	sa451	sa5	～民
384	s	y	21	三	去	禪	開	魚	署	sy21	sy3	～名
385	s	y	213	三	去	禪	開	魚	薯	sy213	sy2	番～
386	ȵ	y	213	三	平	日	開	魚	如	ȵy213	ȵy2	～果，假～
387	k	y	33	三	平	見	開	魚	居	ky33	ky1a	～民
388	k	y	33	三	平	昌	開	麻	車	ky33	ky1a	象棋，～马炮
389	k	y	21	三	上	見	開	魚	舉	ky21	ky3	～报，～重
390	k	y	451	三	去	見	開	魚	據	ky451	ky5	收～
391	k	y	451	三	去	見	開	魚	鋸	ky451	ky5	电～
392	n	au	21	三	平	溪	開	魚	墟	nau21	nau3	～日
393	s	i	451	三	去	溪	開	魚	去	si451	si5	来～，过～
394	kʰ	y	21	三	平	群	開	魚	渠	kʰy21	kʰy3	水～，～道
395	kʰ	y	21	三	平	群	開	魚	佢	kʰy21	kʰy3	他，第三人称
396	kʰ	y	21	三	上	羣	合	魚	巨	kʰy21	kʰy3	～大
397	kʰ	y	21	三	上	群	開	魚	拒	kʰy21	kʰy3	～绝
398	kʰ	y	21	三	上	群	開	魚	距	kʰy21	kʰy3	～离
399	ȵ	y	213	三	平	疑	開	魚	魚	ȵy213	ȵy2	金～
400	ȵ	y	213	三	平	疑	開	魚	漁	ȵy213	ȵy2	～业，～夫
401	ȵ	y	21	三	上	疑	開	魚	語	ȵy21	ȵy3	～文
402	j	y	21	三	去	疑	開	魚	御	jy21	jy3	～用文人
403	j	y	21	三	去	疑	開	魚	禦	jy21	jy3	防～
405	ʦʰ	a	33	三	平	曉	開	魚	嘘	ʦʰa33	ʦʰa1a	吹～
406	h	y	21	三	上	曉	開	魚	許	hy21	hy3	允～；姓
407	j	y	33	三	平	影	合	魚	於	jy33	jy1a	在～
408	v	u	33	三	平	影	開	魚	淤	vu33	vu1a	～泥
409	j	y	213	三	平	以	開	魚	余	jy213	jy2	姓
410	j	y	213	三	平	以	開	魚	餘	jy213	jy2	多～
411	j	y	21	三	上	以	開	魚	與	jy21	jy3	参～，给～，～众不同
412	j	y	21	三	上	以	開	魚	予	jy21	jy3	给～
413	j	y	21	三	去	以	開	魚	譽	jy21	jy3	荣～
414	j	y	21	三	去	以	開	魚	預	jy21	jy3	～报，～备
415	j	y	213	三	去	以	開	魚	豫	jy213	jy2	犹～
416	f	u	33	三	平	非	合	虞	夫	fu33	fu1a	～妻，车～
417	f	u	33	三	平	非	合	虞	膚	fu33	fu1a	皮～
419	f	u	21	三	上	非	合	虞	府	fu21	fu3	政～
420	f	u	21	三	上	非	合	虞	腑	fu21	fu3	五脏六～
421	f	u	21	三	上	非	合	虞	俯	fu21	fu3	～卧撑，～视
422	pʰ	u	21	三	上	非	合	虞	甫	pʰu21	pʰu3	杜～
423	pʰ	u	213	一	平	並	合	模	脯	pʰu213	pʰu2	菜～（萝卜干）
424	f	u	21	三	上	非	合	虞	斧	fu21	fu3	～头
425	f	u	451	三	去	非	合	虞	付	fu451	fu5	应～
426	f	u	451	三	去	非	合	虞	咐	fu451	fu5	吩～
427	f	u	451	三	去	非	合	虞	賦	fu451	fu5	天～
428	f	u	21	三	去	非	合	虞	傅	fu21	fu3	师～[文]
429	f	u	451	三	去	非	合	虞	傅	fu451	fu5	姓[白]
430	f	u	33	三	平	敷	合	虞	敷	fu33	fu1a	～衍，～药
431	f	u	33	三	平	敷	合	虞	俘	fu33	fu1a	～虏
432	f	u	33	三	平	敷	合	虞	孵	fu33	fu1a	孵小鸡
434	f	u	21	三	上	敷	合	虞	撫	fu21	fu3	～养，安～
435	m	ɔi	213	三	上	敷	合	虞	殕	mɔi213	mɔi2	食物长毛变质，臭～
436	f	u	451	三	去	敷	合	虞	赴	fu451	fu5	奔～，～汤蹈火
437	p	ok	045	三	去	敷	合	虞	訃	pok45	pok7	～告
438	f	u	213	三	平	奉	合	虞	符	fu213	fu2	～合，鬼画～
439	f	u	213	三	平	奉	合	虞	扶	fu213	fu2	～贫，～手[文]
440	f	u	213	三	平	奉	合	虞	扶	fu213	fu2	搀扶，～起来[白]
441	f	u	213	三	平	奉	合	虞	芙	fu213	fu2	～蓉
442	f	u	21	三	上	奉	合	虞	父	fu21	fu3	～亲
443	f	u	21	三	上	奉	合	虞	釜	fu21	fu3	破～沉舟
444	f	u	21	三	上	奉	合	虞	腐	fu21	fu3	～败
445	f	u	21	三	上	奉	合	虞	腐	fu21	fu3	豆～
446	f	u	451	三	上	奉	合	虞	輔	fu451	fu5	～导，～助
447	f	u	21	三	去	奉	合	虞	附	fu21	fu3	～近，～带
448	m	ɔ	213	三	平	微	合	虞	無	mɔ213	mɔ2	没有，～中生有[文]
449	m	ɔ	213	三	平	微	合	虞	無	mɔ213	mɔ2	没有，～事[白]
450	m	ɔ	45	三	平	微	合	虞	巫	mɔ45	mɔ1b	姓；～婆
451	m	ɔ	213	三	平	微	合	虞	誣	mɔ213	mɔ2	～陷，～告
452	v	u	21	三	上	微	合	虞	武	vu21	vu3	～器，～术
453	m	u	21	三	上	微	合	虞	舞	mu21	mu3	跳～
454	m	u	21	三	上	微	合	虞	舞	mu21	mu3	拨弄，摆弄[白，动]
455	m	u	21	三	上	微	合	虞	侮	mu21	mu3	～辱
456	v	u	21	三	上	微	合	虞	鵡	vu21	vu3	鹦～
457	m	u	451	三	去	微	合	虞	務	mu451	mu5	任～，～农
458	m	u	451	三	去	微	合	虞	霧	mu451	mu5	大～
459	l	ɐi	213	三	上	來	合	虞	縷	lɐi213	lɐi2	千丝万～
460	l	ui	21	三	去	來	合	虞	屢	lui21	lui3	～次，～教不改
461	ʦʰ	y	33	三	平	清	合	虞	趨	ʦʰy33	ʦʰy1a	～势
462	ʦʰ	ui	21	三	上	清	開	虞	取	ʦʰui21	ʦʰui3	～钱
464	tʰ	ui	451	三	去	清	合	虞	趣	tʰui451	tʰui5	兴～
465	ʦʰ	ui	21	三	上	從	合	虞	聚	ʦʰui21	ʦʰui3	～会
466	ʦʰ	ui	21	三	上	從	合	虞	聚	ʦʰui21	ʦʰui3	捡～（收拢）[白]
467	ɬ	ui	33	三	平	心	合	虞	須	ɬui33	ɬui1a	必～
468	ɬ	u	33	三	平	心	合	虞	鬚	ɬu33	ɬu1a	胡～
469	ɬ	ui	33	三	平	心	合	虞	需	ɬui33	ɬui1a	～要
470	ʦʰ	ok	021	三	去	邪	合	虞	續	ʦʰok21	ʦʰok8a	连～，继～
471	ʦ	y	33	三	平	知	合	虞	誅	ʦy33	ʦy1a	天～地灭
472	ʦ	y	33	三	平	知	合	虞	蛛	ʦy33	ʦy1a	蜘～
473	ʦ	y	33	三	平	知	合	虞	株	ʦy33	ʦy1a	守～待兔
474	ʦʰ	y	21	三	去	知	合	虞	駐	ʦʰy21	ʦʰy3	～扎
475	ʦ	y	451	三	去	知	合	虞	註	ʦy451	ʦy5	～释
477	ʦʰ	y	213	三	平	澄	合	虞	橱	ʦʰy213	ʦʰy2	碗～
478	ʦʰ	y	33	三	上	澄	合	虞	柱	ʦʰy33	ʦʰy1a	柱子
479	ʦʰ	y	21	三	去	澄	合	虞	住	ʦʰy21	ʦʰy3	～宿
480	ȵ	əu	451	三	平	崇	合	虞	雛	ȵəu451	ȵəu5	～形
481	ɬ	ɔn	451	三	去	生	合	虞	數	ɬɔn451	ɬɔn5	～落，～星星[动]
482	ɬ	u	451	三	去	生	合	虞	數	ɬu451	ɬu5	～字，～学
483	ʦ	y	33	三	平	章	合	虞	朱	ʦy33	ʦy1a	姓
484	ʦ	y	33	三	平	章	合	虞	珠	ʦy33	ʦy1a	珍～
485	ʦ	y	21	三	上	章	合	虞	主	ʦy21	ʦy3	～人，地～
486	ʦ	y	451	三	去	章	合	虞	注	ʦy451	ʦy5	～意
487	ʦʰ	y	33	三	去	章	合	虞	蛀	ʦʰy33	ʦʰy1a	～虫
488	ʦ	y	451	三	去	章	合	虞	鑄	ʦy451	ʦy5	～铁，～钢
489	kʰ	y	33	三	平	昌	合	虞	樞	kʰy33	kʰy1a	中～，～纽
490	s	y	33	三	平	書	合	虞	輸	sy33	sy1a	～赢
491	ɬ	ɐp	045	三	去	書	合	虞	戍	ɬɐp45	ɬɐp7	～边
492	s	y	33	三	平	書	合	虞	輸	sy33	sy1a	运～
493	s	y	213	三	平	禪	合	虞	殊	sy213	sy2	特～
494	s	y	21	三	上	禪	合	虞	豎	sy21	sy3	横～
495	s	y	21	三	去	禪	合	虞	樹	sy21	sy3	～立，种～
496	j	y	213	三	平	日	合	虞	儒	jy213	jy2	～家思想
497	ȵ	ui	21	三	上	日	合	虞	乳	ȵui21	ȵui3	哺～，母～[文]
498	ȵ	ɐp	045	三	上	日	合	虞	乳	ȵɐp45	ȵɐp7	食～（吃奶），麦～精[训]
499	kʰ	y	33	三	平	見	合	虞	拘	kʰy33	kʰy1a	～留
500	kʰ	y	21	三	平	見	合	虞	俱	kʰy21	kʰy3	～备，～乐部
501	k	ui	21	三	上	見	合	虞	矩	kui21	kui3	规～，～形
502	k	y	451	三	去	見	合	虞	句	ky451	ky5	～号
503	kʰ	y	33	三	平	溪	合	虞	區	kʰy33	kʰy1a	地～，～别
504	kʰ	y	33	三	平	溪	合	虞	驅	kʰy33	kʰy1a	先～，～动
505	kʰ	y	21	三	去	群	合	虞	具	kʰy21	kʰy3	～体
506	kʰ	y	21	三	去	群	合	虞	懼	kʰy21	kʰy3	恐～
507	j	y	213	三	平	疑	合	虞	愚	jy213	jy2	～蠢，～公移山
508	ʔ	ŋ̍	213	三	平	疑	合	虞	虞	ʔŋ̍213	ʔŋ̍2	姓，～姬
509	j	y	213						娛	jy213	jy2	～乐
510	j	y	21	三	去	疑	合	虞	遇	jy21	jy3	遭～，相～，～到
511	j	y	21	三	去	疑	合	虞	寓	jy21	jy3	～言；公～
512	j	y	33	三	平	影	合	虞	迂	jy33	jy1a	～回，～腐
513	j	y	33	三	平	雲	合	虞	于	jy33	jy1a	姓；等～
515	s	ui	21	三	上	雲	合	虞	雨	sui21	sui3	落～，谷～，～水
516	j	y	21	三	上	雲	合	虞	宇	jy21	jy3	～宙
518	j	y	21	三	上	雲	合	虞	羽	jy21	jy3	～毛球
519	v	u	451	三	去	雲	合	虞	芋	vu451	vu5	芋头
520	j	y	213	三	平	以	合	虞	逾	jy213	jy2	超过，～期
522	j	y	21	三	上	以	合	虞	愈	jy21	jy3	病～
523	j	y	21	三	去	以	合	虞	喻	jy21	jy3	比～
524	j	y	21	三	去	以	合	虞	裕	jy21	jy3	富～
525	ŋ	ɔn	451	一	平	端	開	咍	獃	ŋɔn451	ŋɔn5	书～子，发～[文]
526	ŋ	ɔn	451	一	平	端	開	咍	獃	ŋɔn451	ŋɔn5	发～[白]
527	t	ai	451	一	去	端	開	咍	戴	tai451	tai5	姓；～帽
528	tʰ	ɔi	33	一	平	透	開	咍	胎	tʰɔi33	tʰɔi1a	双胞～，～盘
529	tʰ	ɔi	213	一	平	定	開	咍	台	tʰɔi213	tʰɔi2	天台
530	tʰ	ai	451	一	去	透	開	咍	態	tʰai451	tʰai5	～度，心～
531	tʰ	ai	451	一	去	透	開	咍	貸	tʰai451	tʰai5	～款
532	tʰ	ɔi	213	一	平	定	開	咍	臺	tʰɔi213	tʰɔi2	～湾
533	tʰ	ɔi	213	一	平	定	開	咍	苔	tʰɔi213	tʰɔi2	青～，舌～
534	tʰ	ɔi	213	一	平	定	開	咍	抬	tʰɔi213	tʰɔi2	两个人抬
535	tʰ	ɔi	21	一	上	定	開	咍	待	tʰɔi21	tʰɔi3	等～，～人接物
536	tʰ	ɔi	213	一	上	定	開	咍	怠	tʰɔi213	tʰɔi2	～慢，～工
538	tʰ	ɔi	21	一	去	定	開	咍	代	tʰɔi21	tʰɔi3	～替，～表
539	tʰ	i	21	一	去	定	開	咍	逮	tʰi21	tʰi3	～捕
540	tʰ	ɔi	21	一	去	定	開	咍	袋	tʰɔi21	tʰɔi3	袋子
541	n	ai	33	一	上	泥	開	咍	乃	nai33	nai1a	安～近；人名用字
542	n	ai	21	一	去	泥	開	咍	耐	nai21	nai3	～力，～心，忍～
543	l	ɔi	213	一	平	來	開	咍	來	lɔi213	lɔi2	过～，～去
544	ʦ	ɔi	33	一	平	精	開	咍	災	ʦɔi33	ʦɔi1a	水～
545	ʦ	ɔi	33	一	去	精	開	咍	栽	ʦɔi33	ʦɔi1a	种，～培
546	ʦ	ɔi	21	一	上	精	開	咍	宰	ʦɔi21	ʦɔi3	～相
547	ʦ	ɔi	451	一	去	精	開	咍	載	ʦɔi451	ʦɔi5	一年半～
548	ʦ	ɔi	451	一	去	精	開	咍	再	ʦɔi451	ʦɔi5	～来
550	ʦʰ	ai	33	一	平	清	開	咍	猜	ʦʰai33	ʦʰai1a	～谜
551	ʦʰ	ɔi	21	一	上	清	開	咍	彩	ʦʰɔi21	ʦʰɔi3	～色
552	ʦʰ	ɔi	21	一	上	清	開	咍	採	ʦʰɔi21	ʦʰɔi3	～集
553	ʦʰ	ɔi	21	一	上	清	開	咍	睬	ʦʰɔi21	ʦʰɔi3	理睬
554	ʦʰ	ɔi	451	一	去	清	開	咍	菜	ʦʰɔi451	ʦʰɔi5	煮～，青～
555	ʦʰ	ɔi	213	一	平	從	開	咍	才	ʦʰɔi213	ʦʰɔi2	人～，～气，秀～
556	ʦʰ	ɔi	213	一	平	從	開	咍	材	ʦʰɔi213	ʦʰɔi2	材，药～，～料
557	ʦʰ	ɔi	213	一	平	從	開	咍	財	ʦʰɔi213	ʦʰɔi2	财，发～
558	ʦʰ	ɔi	213	一	平	從	開	咍	裁	ʦʰɔi213	ʦʰɔi2	裁，～纸，剪～
559	tʰ	ɔi	213	一	平	從	開	咍	纔	tʰɔi213	tʰɔi2	刚～
560	ʦʰ	ɔi	21	一	上	從	開	咍	在	ʦʰɔi21	ʦʰɔi3	实～，现～[文]
561	ʦʰ	ɔi	33	一	上	從	開	咍	在	ʦʰɔi33	ʦʰɔi1a	存在，还～[白]
562	ʦ	ɔi	451	一	去	精	開	咍	載	ʦɔi451	ʦɔi5	满～而归
563	ɬ	ɔi	33	一	平	心	開	咍	腮	ɬɔi33	ɬɔi1a	～腺炎，～红
564	ɬ	ɔi	33	一	平	心	開	咍	鰓	ɬɔi33	ɬɔi1a	鱼鳃
565	ɬ	ɔi	451	一	去	心	開	咍	賽	ɬɔi451	ɬɔi5	比～
566	k	ɔi	33	一	平	見	開	咍	該	kɔi33	kɔi1a	应～
567	k	ɔi	21	一	上	見	開	咍	改	kɔi21	kɔi3	修～，～正
568	k	ɔi	451	一	去	見	開	咍	概	kɔi451	kɔi5	大～，～括
569	kʰ	ɔi	451	一	去	見	開	咍	溉	kʰɔi451	kʰɔi5	灌～
570	h	ɔi	33	一	平	溪	開	咍	開	hɔi33	hɔi1a	公～，～门
571	ŋ	ɔi	21	一	上	溪	開	咍	凱	ŋɔi21	ŋɔi3	～旋
572	kʰ	ɔi	451	一	去	溪	開	咍	慨	kʰɔi451	kʰɔi5	慷～，感～
573	kʰ	am	21	一	入	溪	開	德	咳	kʰam21	kʰam3	～嗽，止～糖浆
574	ŋ	ɔi	213	一	平	疑	開	咍	呆	ŋɔi213	ŋɔi2	～板
575	ŋ	ɔi	21	一	去	疑	開	咍	礙	ŋɔi21	ŋɔi3	妨～
576	h	ɔi	21	一	上	曉	開	咍	海	hɔi21	hɔi3	大～
577	h	ɔi	213	一	平	匣	開	咍	孩	hɔi213	hɔi2	～童
578	h	ɔi	21	一	上	匣	開	咍	亥	hɔi21	hɔi3	辛～革命
579	ʔ	ɔi	33	一	平	影	開	咍	哀	ʔɔi33	ʔɔi1a	悲～
580	ʔ	ai	33	一	平	影	開	咍	埃	ʔai33	ʔai1a	尘～，～及
582	p	ei	451	一	去	幫	開	泰	貝	pei451	pei5	宝～
583	p	ei	451	一	去	幫	開	泰	貝	pei451	pei5	川～，～壳
584	pʰ	ei	451	一	去	滂	開	泰	沛	pʰei451	pʰei5	充～
585	t	ai	451	一	去	端	開	泰	帶	tai451	tai5	鞋～
586	tʰ	ai	451	一	去	透	開	泰	太	tʰai451	tʰai5	老～婆
587	tʰ	ai	451	一	去	透	開	泰	泰	tʰai451	tʰai5	～山
588	tʰ	ai	21	一	去	定	開	歌	大	tʰai21	tʰai3	大小
590	l	ai	21	一	去	來	開	泰	賴	lai21	lai3	依～，无～；姓
591	l	ai	21	一	去	來	開	泰	癩	lai21	lai3	～蛤蟆[文]
592	l	ai	451	一	去	來	開	泰	癩	lai451	lai5	～哥（癞疮）[白]
593	ʦʰ	ɔi	451	一	去	清	開	泰	蔡	ʦʰɔi451	ʦʰɔi5	姓
594	k	ɔi	451	一	去	見	開	泰	蓋	kɔi451	kɔi5	～被[动]；盖子[名]
595	k	ɔi	451	一	去	見	開	泰	丐	kɔi451	kɔi5	～帮
596	ʔ	ai	451	一	去	疑	開	泰	艾	ʔai451	ʔai5	姓；～滋病
597	ŋ	ɛ	451	一	去	疑	開	泰	艾	ŋɛ451	ŋɛ5	艾草
598	h	ɔi	21	一	去	匣	開	泰	害	hɔi21	hɔi3	～人
599	ʔ	ɔi	21	一	去	影	開	泰	藹	ʔɔi21	ʔɔi3	和～，宋～龄
601	pʰ	ai	213	二	平	並	開	皆	排	pʰai213	pʰai2	～队
602	h	oŋ	33	二	平	明	開	皆	埋	hoŋ33	hoŋ1a	～伏
603	ʦ	ai	33	二	平	莊	開	皆	齋	ʦai33	ʦai1a	食～（吃斋）
604	ʦʰ	ɔi	213	二	平	崇	開	皆	豺	ʦʰɔi213	ʦʰɔi2	～狼
605	k	ai	33	二	平	見	開	皆	皆	kai33	kai1a	～大欢喜
606	k	ai	33	二	平	見	開	皆	階	kai33	kai1a	台～，～级
607	k	ai	451	二	去	見	開	皆	介	kai451	kai5	～绍，中～
608	k	ai	451	二	去	見	開	皆	界	kai451	kai5	世～
609	k	ai	451	二	去	見	開	皆	芥	kai451	kai5	～菜
610	k	ai	451	二	去	見	開	皆	尬	kai451	kai5	尴～
611	k	ai	451	二	去	見	開	皆	疥	kai451	kai5	～疮
612	k	ai	451	二	去	見	開	皆	屆	kai451	kai5	第一～
613	k	ai	451	二	去	見	開	皆	戒	kai451	kai5	～烟，猪八～
614	k	ai	33	二	上	溪	開	皆	楷	kai33	kai1a	～书，～模
615	h	ai	213	二	平	匣	開	皆	諧	hai213	hai2	和～
616	h	ɔi	21	二	上	匣	開	皆	駭	hɔi21	hɔi3	惊～，～人听闻
617	h	ai	21	二	去	匣	開	皆	械	hai21	hai3	机～
618	ʔ	ai	213	二	平	影	開	皆	挨	ʔai213	ʔai2	～打，～近
619	p	ai	21	二	上	幫	開	佳	擺	pai21	pai3	摇～
620	pʰ	ai	451	二	去	滂	開	佳	派	pʰai451	pʰai5	正～，～出所
621	pʰ	ai	213	二	平	並	開	佳	牌	pʰai213	pʰai2	～坊，～匾[文]
622	pʰ	ai	213	二	平	並	開	佳	牌	pʰai213	pʰai2	打～[白，训]
623	pʰ	ai	213						㵺	pʰai213	pʰai2	竹排
625	pʰ	ai	21	二	去	並	開	佳	稗	pʰai21	pʰai3	～草
626	m	ai	21	二	上	明	開	佳	買	mai21	mai3	～卖
627	m	ai	33	二	去	明	開	佳	賣	mai33	mai1a	买～
628	n	ai	451	二	上	娘	開	佳	奶	nai451	nai5	二～，～牛
629	ʦ	ai	451	二	去	莊	開	佳	債	ʦai451	ʦai5	欠～
630	ʦʰ	a	45	二	平	初	開	佳	釵	ʦʰa45	ʦʰa1b	宝～
631	ʦʰ	ai	33	二	平	初	開	麻	差	ʦʰai33	ʦʰai1a	出～
632	ʦʰ	ai	213	二	平	崇	開	佳	柴	ʦʰai213	ʦʰai2	姓；火～
633	s	ia	33	二	平	生	開	佳	篩	sia33	sia1a	～选，～米
634	s	a	21	二	上	生	開	佳	灑	sa21	sa3	潇～，～水
635	k	ai	33	二	平	見	開	佳	佳	kai33	kai1a	～人，～节
636	k	ai	33	二	平	見	開	佳	街	kai33	kai1a	～路
637	k	ai	21	二	上	見	開	佳	解	kai21	kai3	～释，讲～[文]
638	k	ai	21	二	上	見	開	佳	解	kai21	kai3	～开[白]
639	h	ai	21	二	去	見	開	佳	懈	hai21	hai3	松～，坚持不～
640	ŋ	ai	213	二	平	疑	開	佳	涯	ŋai213	ŋai2	天～
641	ŋ	ai	213	二	平	疑	開	佳	崖	ŋai213	ŋai2	悬～
642	ŋ	ai	213	二	平	疑	開	佳	捱	ŋai213	ŋai2	难～，～苦
643	h	ai	213	二	平	匣	開	佳	鞋	hai213	hai2	布～
644	k	ai	21	二	上	見	開	佳	解	kai21	kai3	懂了，理～，了～
645	h	ai	21	二	上	匣	開	佳	蟹	hai21	hai3	老～
646	ʔ	ai	21	二	上	影	開	佳	矮	ʔai21	ʔai3	高矮
647	pʰ	ai	21	二	去	並	開	夬	敗	pʰai21	pʰai3	失～
648	m	an	21	二	去	明	開	夬	邁	man21	man3	豪～，～步
649	tʰ	ai	21	二	去	崇	開	夬	寨	tʰai21	tʰai3	山～，大～
650	p	i	451	三a	去	幫	開	祭	蔽	pi451	pi5	隐～
651	pʰ	i	21	三a	去	並	開	祭	弊	pʰi21	pʰi3	作～
652	pʰ	i	21	三a	去	並	開	祭	幣	pʰi21	pʰi3	人民～
653	p	i	21	三a	去	並	開	祭	斃	pi21	pi3	枪～
654	l	ɛ	33	三	去	來	開	祭	例	lɛ33	lɛ1a	举～，～外
655	l	i	21	三	去	來	開	祭	厲	li21	li3	严～，～害
656	l	i	21	三	去	來	開	祭	勵	li21	li3	鼓～
657	ʦ	ɛ	451	三	去	精	開	祭	祭	ʦɛ451	ʦɛ5	～祀
658	ʦ	ɛ	451	三	去	精	開	祭	際	ʦɛ451	ʦɛ5	国～
659	ʦʰ	ɛ	21						滞	ʦʰɛ21	ʦʰɛ3	停～，湿～（中医）
660	ʦ	ɛ	451	三	去	章	開	祭	制	ʦɛ451	ʦɛ5	～度
661	ʦ	ɛ	451	三	去	章	開	祭	製	ʦɛ451	ʦɛ5	～造
662	s	ɛ	451	三	去	書	開	祭	世	sɛ451	sɛ5	～界
663	s	ɛ	451	三	去	書	開	祭	世	sɛ451	sɛ5	出～
664	s	ɛ	451	三	去	書	開	祭	勢	sɛ451	sɛ5	～力，有权有～
665	ʦ	ɛ	451	三	去	禪	開	祭	誓	ʦɛ451	ʦɛ5	发～
666	s	ɛ	21	三	去	禪	開	祭	逝	sɛ21	sɛ3	～世
667	ŋ	ɛ	21	三a	去	疑	開	祭	藝	ŋɛ21	ŋɛ3	～术，文～晚会
668	p	i	33	四	平	幫	開	齊	蓖	pi33	pi1a	～麻
669	p	i	451	四	去	幫	開	齊	閉	pi451	pi5	关～
670	m	iɛt	33	四	去	幫	開	齊	箅	miɛt33	miɛt1a	蒸笼中的竹屉
671	pʰ	ɛ	33	四	平	滂	開	齊	批	pʰɛ33	pʰɛ1a	～评，大～
672	pʰ	ɛ	33	四	平	滂	開	齊	批	pʰɛ33	pʰɛ1a	螺丝～
673	p	i	451	四	上	並	開	齊	陛	pi451	pi5	～下
674	m	i	213	四	平	明	開	齊	迷	mi213	mi2	入～，～路
675	m	i	21	四	上	明	開	齊	米	mi21	mi3	大米
676	p	i	213	四	平	明	開	齊	謎	pi213	pi2	～语，猜～
677	tʰ	ɛ	33	四	平	端	開	齊	低	tʰɛ33	tʰɛ1a	高～
678	tʰ	i	213	三	平	禪	開	齊	堤	tʰi213	tʰi2	河～，～坝
679	t	ɛ	21	四	上	端	開	齊	底	tɛ21	tɛ3	水～
680	t	ɛ	21	四	上	端	開	齊	抵	tɛ21	tɛ3	～押
681	t	ɛ	21	四	上	端	開	齊	抵	tɛ21	tɛ3	用手抵挡
682	t	i	451	四	去	端	開	齊	帝	ti451	ti5	皇～
683	tʰ	ɔi	33	四	平	透	開	齊	梯	tʰɔi33	tʰɔi1a	楼～
684	t	i	451	四	去	端	開	齊	蒂	ti451	ti5	花～，并～莲
685	tʰ	i	21	四	上	透	開	齊	體	tʰi21	tʰi3	～育，身～
686	tʰ	ɛ	451	四	去	透	開	齊	替	tʰɛ451	tʰɛ5	代～，～身
687	tʰ	ɛ	451	四	上	透	開	齊	涕	tʰɛ451	tʰɛ5	～泪纵横
688	tʰ	ɛ	451	四	去	透	開	齊	剃	tʰɛ451	tʰɛ5	～头
689	tʰ	ɔ	45	四	去	透	開	齊	屜	tʰɔ45	tʰɔ1b	抽～
690	tʰ	i	213	四	平	定	開	齊	題	tʰi213	tʰi2	～目，难～
691	tʰ	i	213	四	平	定	開	齊	提	tʰi213	tʰi2	～问，～醒
692	tʰ	i	213	四	平	定	開	齊	蹄	tʰi213	tʰi2	马～
693	tʰ	i	213	四	平	定	開	齊	啼	tʰi213	tʰi2	哭哭～～[文]
