繁體	简体	吳拼	備注
軟	软	ȵyø̃²⁴	
遠	远	ɦyø̃²⁴	
眷	眷	tɕyø̃⁴⁴	親眷
絹	绢	tɕyø̃⁴⁴	
勸	劝	tɕʰyø̃⁴⁴	
桊	桊	tɕʰyø̃⁴⁴	牛鼻桊：牛鼻上穿繩的地方
怨	怨	yø̃⁴⁴	
倦	倦	dʑyø̃¹³	
願	愿	ȵyø̃¹³	
院	院	ɦyø̃¹³	
縣	县	ɦyø̃¹³	
眩	眩	ɦyø̃¹³	
浜	浜	pã⁵³	河浜
繃	绷	pã⁵³	繃場面：敷衍局面
烹	烹	pʰã⁵³	火烹：火勢很旺
爭	争	tsã⁵³	
睜	睁	tsã⁵³	
棦	棦	tsã⁵³	樹棦
掙	挣	tsã⁵³	
㬹	㬹	tsã⁵³	手㬹肢頭：肘
撐	撑	tsʰã⁵³	
生	生	sã⁵³	先生
牲	牲	sã⁵³	
甥	甥	sã⁵³	
省	省	sã⁵³	省晚青：間插別的農作物
更	更	kã⁵³	五更
粳	粳	kã⁵³	粳米
庚	庚	kã⁵³	
羹	羹	kã⁵³	
䢚	䢚	kã⁵³	鑽，動詞：䢚來䢚去
耕	耕	kã⁵³	
梗	梗	kã⁵³	作梗：搬弄是非
坑	坑	kʰã⁵³	
夯	夯	hã⁵³	打夯
亨	亨	hã⁵³	亨得利，店名
棚	棚	bã²²	
朋	朋	bã²²	
膨	膨	bã²²	
彭	彭	bã²²	
行	行	ɦã²²	行爲
打	打	tã³⁵	
省	省	sã³⁵	節省
㹙	㹙	ã³⁵	牛犢
甏	甏	bã²⁴	蓄甏：口小肚大的陶製盛器
猛	猛	mã²⁴	
艋	艋	mã²⁴	泥艋：漁民在海灘上捕捉小貝類用的工具
冷	冷	lã²⁴	
杏	杏	ɦã²⁴	
伯	伯	pã⁴⁴	阿伯：鄉下人稱夫兄。老頭伯：對老年人的尊稱
碰	碰	pʰã⁴⁴	碰巧：剛巧
脹	胀	tsã⁴⁴	
掌	掌	tsʰã⁴⁴	
𢳧	𢳧	kʰã⁴⁴	丟、扔：𢳧掉
坑	坑	kʰã⁴⁴	屙坑：廁所
蚌	蚌	bã¹³	蚌殼
掽	掽	bã¹³	掽着，碰着
𦗭	𦗭	bã¹³	聾𦗭：聾子
孟	孟	mã¹³	
蜢	蜢	mã¹³	谷蜢：螞蚱
鋥	锃	dzã¹³	鋥亮
䂻	䂻	dzã¹³	緊塞、硬鑽：䂻緊
哽	哽	ɡã¹³	哽牢：阻塞住
硬	硬	ŋã¹³	
漿	浆	tɕiã⁵³	
張	张	tɕiã⁵³	
蔣	蒋	tɕiã⁵³	
將	将	tɕiã⁵³	將來
疆	疆	tɕiã⁵³	
僵	僵	tɕiã⁵³	
繮	缰	tɕiã⁵³	
姜	姜	tɕiã⁵³	
薑	薑	tɕiã⁵³	
槍	枪	tɕʰiã⁵³	
羌	羌	tɕʰiã⁵³	
腔	腔	tɕʰiã⁵³	
相	相	ɕiã⁵³	互相
箱	箱	ɕiã⁵³	
廂	厢	ɕiã⁵³	
湘	湘	ɕiã⁵³	
鑲	镶	ɕiã⁵³	
襄	襄	ɕiã⁵³	
香	香	ɕiã⁵³	
鄉	乡	ɕiã⁵³	
央	央	iã⁵³	
秧	秧	iã⁵³	
殃	殃	iã⁵³	
良	良	liã²²	
涼	凉	liã²²	
量	量	liã²²	
糧	粮	liã²²	
樑	梁	liã²²	
粱	粱	liã²²	
強	强	dʑiã²²	
長	长	dʑiã²²	長短
腸	肠	dʑiã²²	
場	场	dʑiã²²	
杖	杖	dʑiã²²	
詳	详	dʑiã²²	
祥	祥	dʑiã²²	
鮎	鲇	ȵiã²²	鮎魚
娘	娘	ȵiã²²	
孃	娘	ȵiã²²	
羊	羊	ɦiã²²	
洋	洋	ɦiã²²	
烊	烊	ɦiã²²	融化
煬	炀	ɦiã²²	
楊	杨	ɦiã²²	
陽	阳	ɦiã²²	
揚	扬	ɦiã²²	
瘍	疡	ɦiã²²	
樣	样	ɦiã²²	
牆	墙	ɦiã²²	
墻	墙	ɦiã²²	
垟	垟	ɦiã²²	田垟：田野
槳	桨	tɕiã³⁵	划船工具
強	强	tɕʰiã³⁵	勉強
搶	抢	tɕʰiã³⁵	
廠	厂	tɕʰiã³⁵	
想	想	ɕiã³⁵	
鯗	鲞	ɕiã³⁵	
享	享	ɕiã³⁵	
響	响	ɕiã³⁵	
餉	饷	ɕiã³⁵	
晌	晌	ɕiã³⁵	
養	养	iã³⁵	
兩	两	liã²⁴	兩個。斤兩
丈	丈	dʑiã²⁴	
犟	犟	dʑiã²⁴	倔：犟煞老頭：指小孩性格倔強
仰	仰	ȵiã²⁴	
壤	壤	ȵiã²⁴	
嚷	嚷	ȵiã²⁴	
攘	攘	ȵiã²⁴	
像	像	ɦiã²⁴	
橡	橡	ɦiã²⁴	
象	象	ɦiã²⁴	
癢	痒	ɦiã²⁴	
䑆	䑆	ɦiã²⁴	想吐，噁心䑆䑆
醬	酱	tɕiã⁴⁴	
將	将	tɕiã⁴⁴	大將
賬	账	tɕiã⁴⁴	
帳	帐	tɕiã⁴⁴	
雀	雀	tɕiã⁴⁴	麻雀
腳	脚	tɕiã⁴⁴	拐腳。蹺腳
嗆	呛	tɕʰiã⁴⁴	咳嗽
𪉨	𪉨	tɕʰiã⁴⁴	用滷醃製的鹹蟹
相	相	ɕiã⁴⁴	相貌
向	向	ɕiã⁴⁴	
映	映	iã⁴⁴	放映
亮	亮	liã¹³	
諒	谅	liã¹³	
輛	辆	liã¹³	
量	量	liã¹³	數量
弶	弶	dʑiã¹³	老鼠弶：捕捉老鼠的工具
杖	杖	dʑiã¹³	手杖
𠼢	𠼢	dʑiã¹³	象聲詞
釀	酿	ȵiã¹³	
讓	让	ȵiã¹³	
孃	娘	ȵiã¹³	阿娘：祖母
樣	样	ɦiã¹³	
匠	匠	ɦiã¹³	
瀁	瀁	ɦiã¹³	水晃動的樣子
光	光	kuã⁵³	光火：發火
橫	横	ɦuã²²	橫𠡒：不講道理
橫	横	ɦuã²²	
潢	潢	ɦuã²²	灘潢頭：海邊礁石地
梗	梗	kuã³⁵	根：一梗甘蔗
挖	挖	uã⁴⁴	名詞。挖耳：挖耳勺
幫	帮	pɔ̃⁵³	
邦	邦	pɔ̃⁵³	
磅	磅	pɔ̃⁵³	
滂	滂	pʰɔ̃⁵³	
方	方	fɔ̃⁵³	
肪	肪	fɔ̃⁵³	
芳	芳	fɔ̃⁵³	
妨	妨	fɔ̃⁵³	
防	防	fɔ̃⁵³	
當	当	tɔ̃⁵³	應當
襠	裆	tɔ̃⁵³	連襠褲
湯	汤	tʰɔ̃⁵³	
耥	耥	tʰɔ̃⁵³	耥耙，除草農具
髒	脏	tsɔ̃⁵³	
莊	庄	tsɔ̃⁵³	
裝	装	tsɔ̃⁵³	
章	章	tsɔ̃⁵³	
蟑	蟑	tsɔ̃⁵³	蟑螂
樟	樟	tsɔ̃⁵³	
樁	桩	tsɔ̃⁵³	木樁
鱆	鱆	tsɔ̃⁵³	鱆魚
倉	仓	tsʰɔ̃⁵³	
蒼	苍	tsʰɔ̃⁵³	
瘡	疮	tsʰɔ̃⁵³	
昌	昌	tsʰɔ̃⁵³	
窗	窗	tsʰɔ̃⁵³	
艙	舱	tsʰɔ̃⁵³	
桑	桑	sɔ̃⁵³	
喪	丧	sɔ̃⁵³	
霜	霜	sɔ̃⁵³	
孀	孀	sɔ̃⁵³	
商	商	sɔ̃⁵³	
償	偿	sɔ̃⁵³	
雙	双	sɔ̃⁵³	
傷	伤	sɔ̃⁵³	
剛	刚	kɔ̃⁵³	
岡	冈	kɔ̃⁵³	
崗	岗	kɔ̃⁵³	
綱	纲	kɔ̃⁵³	
缸	缸	kɔ̃⁵³	
江	江	kɔ̃⁵³	
肛	肛	kɔ̃⁵³	
槓	杠	kɔ̃⁵³	
康	康	kʰɔ̃⁵³	
糠	糠	kʰɔ̃⁵³	
匡	匡	kʰɔ̃⁵³	
骯	肮	ɔ̃⁵³	
旁	旁	bɔ̃²²	
傍	傍	bɔ̃²²	
龐	庞	bɔ̃²²	
防	防	bɔ̃²²	防止
滂	滂	bɔ̃²²	滂沱
忙	忙	mɔ̃²²	
芒	芒	mɔ̃²²	麥芒
莽	莽	mɔ̃²²	
蟒	蟒	mɔ̃²²	
盲	盲	mɔ̃²²	
虻	虻	mɔ̃²²	牛虻
房	房	vɔ̃²²	
亡	亡	vɔ̃²²	逃亡
堂	堂	dɔ̃²²	
棠	棠	dɔ̃²²	海棠花
螳	螳	dɔ̃²²	
唐	唐	dɔ̃²²	
糖	糖	dɔ̃²²	
塘	塘	dɔ̃²²	
蕩	荡	dɔ̃²²	放蕩
搪	搪	dɔ̃²²	搪爐子：用溼泥修補爐子
溏	溏	dɔ̃²²	溏心：中間不凝結
囊	囊	nɔ̃²²	
郎	郎	lɔ̃²²	
廊	廊	lɔ̃²²	
螂	螂	lɔ̃²²	
朗	朗	lɔ̃²²	
狼	狼	lɔ̃²²	
琅	琅	lɔ̃²²	
榔	榔	lɔ̃²²	榔頭：鐵錘
藏	藏	dzɔ̃²²	
常	常	dzɔ̃²²	
牀	床	dzɔ̃²²	
裳	裳	dzɔ̃²²	
嘗	尝	dzɔ̃²²	
扛	扛	ɡɔ̃²²	擡：扛木頭
昂	昂	ɦɔ̃²²	
行	行	ɦɔ̃²²	銀行
航	航	ɦɔ̃²²	
杭	杭	ɦɔ̃²²	
項	项	ɦɔ̃²²	
降	降	ɦɔ̃²²	投降
榜	榜	pɔ̃³⁵	
綁	绑	pɔ̃³⁵	
紡	纺	fɔ̃³⁵	
仿	仿	fɔ̃³⁵	
黨	党	tɔ̃³⁵	
擋	挡	tɔ̃³⁵	擋牢：擋住
倘	倘	tʰɔ̃³⁵	
躺	躺	tʰɔ̃³⁵	
掌	掌	tsɔ̃³⁵	
闖	闯	tsʰɔ̃³⁵	
嗓	嗓	sɔ̃³⁵	
爽	爽	sɔ̃³⁵	
賞	赏	sɔ̃³⁵	
講	讲	kɔ̃³⁵	
港	港	kɔ̃³⁵	
慷	慷	kʰɔ̃³⁵	
棒	棒	bɔ̃²⁴	
螃	螃	bɔ̃²⁴	螃蟹
網	网	mɔ̃²⁴	
望	望	mɔ̃²⁴	望潮：鱆魚的一種，體形較小
巷	巷	ɦɔ̃²⁴	
絎	绗	ɦɔ̃²⁴	疏縫：絎針。細長的縫棉衣用的針
謗	谤	pɔ̃⁴⁴	
胖	胖	pʰɔ̃⁴⁴	
放	放	fɔ̃⁴⁴	
訪	访	fɔ̃⁴⁴	
當	当	tɔ̃⁴⁴	
檔	档	tɔ̃⁴⁴	檔案
燙	烫	tʰɔ̃⁴⁴	
趟	趟	tʰɔ̃⁴⁴	
葬	葬	tsɔ̃⁴⁴	
壯	壮	tsɔ̃⁴⁴	
障	障	tsɔ̃⁴⁴	
瘴	瘴	tsɔ̃⁴⁴	
創	创	tsʰɔ̃⁴⁴	
唱	唱	tsʰɔ̃⁴⁴	
倡	倡	tsʰɔ̃⁴⁴	
暢	畅	tsʰɔ̃⁴⁴	
搡	搡	sɔ̃⁴⁴	用力錘：搡年糕
磉	磉	sɔ̃⁴⁴	磉盤：柱礎
槓	杠	kɔ̃⁴⁴	槓棍：擡物用棍子
降	降	kɔ̃⁴⁴	下降
抗	抗	kʰɔ̃⁴⁴	
囥	囥	kʰɔ̃⁴⁴	藏
炕	炕	kʰɔ̃⁴⁴	
望	望	mɔ̃¹³	
夢	梦	mɔ̃¹³	做亂夢：做夢
忘	忘	mɔ̃¹³	
妄	妄	mɔ̃¹³	
望	望	vɔ̃¹³	
妄	妄	vɔ̃¹³	
忘	忘	vɔ̃¹³	
宕	宕	dɔ̃¹³	
趤	趤	dɔ̃¹³	逛：趤馬路。趤街。
浪	浪	lɔ̃¹³	
㫰	㫰	lɔ̃¹³	晾乾
𧻴	𧻴	lɔ̃¹³	𧻴趤公子：遊手好閒的人
閬	阆	lɔ̃¹³	稀
藏	藏	dzɔ̃¹³	西藏
臟	脏	dzɔ̃¹³	內臟
幢	幢	dzɔ̃¹³	
撞	撞	dzɔ̃¹³	
尚	尚	zɔ̃¹³	
上	上	zɔ̃¹³	上面
戇	戆	ɡɔ̃¹³	戇大：傻子
㽘	㽘	ɡɔ̃¹³	田㽘：菜畦
㯯	㯯	ɡɔ̃¹³	鑊㯯：鍋內蒸食物用具
光	光	kuɔ̃⁵³	
匡	匡	kʰuɔ̃⁵³	
筐	筐	kʰuɔ̃⁵³	
眶	眶	kʰuɔ̃⁵³	
荒	荒	huɔ̃⁵³	
慌	慌	huɔ̃⁵³	
汪	汪	uɔ̃⁵³	
狂	狂	ɡuɔ̃²²	
逛	逛	ɡuɔ̃²²	
黃	黄	ɦuɔ̃²²	
簧	簧	ɦuɔ̃²²	
皇	皇	ɦuɔ̃²²	
蝗	蝗	ɦuɔ̃²²	螞蝗
王	王	ɦuɔ̃²²	
潢	潢	ɦuɔ̃²²	
璜	璜	ɦuɔ̃²²	裝璜
隍	隍	ɦuɔ̃²²	城隍廟
凰	凰	ɦuɔ̃²²	
㾮	㾮	ɦuɔ̃²²	㾮病：瘟疫
鰉	鳇	ɦuɔ̃²²	鰉魚，魚名
廣	广	kuɔ̃³⁵	
礦	矿	kʰuɔ̃³⁵	
謊	谎	huɔ̃³⁵	
晃	晃	huɔ̃³⁵	晃動
枉	枉	uɔ̃³⁵	
往	往	uɔ̃³⁵	
桄	桄	kuɔ̃⁴⁴	刮一桄耳光：打一記耳光
曠	旷	kʰuɔ̃⁴⁴	曠課
況	况	huɔ̃⁴⁴	
逛	逛	ɡuɔ̃¹³	遊逛：遊趤
旺	旺	ɦuɔ̃¹³	
惶	惶	ɦuɔ̃¹³	惶恐：害羞
搬	搬	pø̃⁵³	
潘	潘	pʰø̃⁵³	
泮	泮	pʰø̃⁵³	
端	端	tø̃⁵³	
鑽	钻	tsø̃⁵³	動詞
專	专	tsø̃⁵³	
磚	砖	tsø̃⁵³	
鮎	鲇	tsø̃⁵³	青鮎魚
穿	穿	tsʰø̃⁵³	
川	川	tsʰø̃⁵³	
汆	汆	tsʰø̃⁵³	汆一汆：生菜在開水口稍煮
喘	喘	tsʰø̃⁵³	氣喘病
篡	篡	tsʰø̃⁵³	篡位
竄	窜	tsʰø̃⁵³	
酸	酸	sø̃⁵³	
閂	闩	sø̃⁵³	門閂
拴	拴	sø̃⁵³	
盤	盘	bø̃²²	
瞞	瞒	mø̃²²	
饅	馒	mø̃²²	
鰻	鳗	mø̃²²	鰻魚
㒼	㒼	mø̃²²	密而無縫
團	团	dø̃²²	
糰	糰	dø̃²²	
鸞	鸾	lø̃²²	
螺	螺	lø̃²²	遊螄螺：蝸屬，形似螺螄
全	全	dzø̃²²	
泉	泉	dzø̃²²	
傳	传	dzø̃²²	傳達
椽	椽	dzø̃²²	椽木
蟬	蝉	zø̃²²	
禪	禅	zø̃²²	
單	单	zø̃²²	姓
旋	旋	zø̃²²	
船	船	zø̃²²	
漩	漩	zø̃²²	
短	短	tø̃³⁵	
轉	转	tsø̃³⁵	轉送
選	选	sø̃³⁵	
陝	陕	sø̃³⁵	
拌	拌	bø̃²⁴	拌一拌：攪和一下
滿	满	mø̃²⁴	
斷	断	dø̃²⁴	斷絕
暖	暖	nø̃²⁴	暖和
媛	媛	nø̃²⁴	女兒，也寫作囡
卵	卵	lø̃²⁴	卵子：男陰
篆	篆	dzø̃²⁴	篆刻
撰	撰	dzø̃²⁴	
善	善	zø̃²⁴	
膳	膳	zø̃²⁴	
半	半	pø̃⁴⁴	
判	判	pʰø̃⁴⁴	
斷	断	tø̃⁴⁴	決斷
鍛	锻	tø̃⁴⁴	鍛煉
戰	战	tsø̃⁴⁴	
顫	颤	tsø̃⁴⁴	
鑽	钻	tsø̃⁴⁴	鑽子，名詞
串	串	tsʰø̃⁴⁴	量詞：一串
篡	篡	tsʰø̃⁴⁴	篡奪
算	算	sø̃⁴⁴	
蒜	蒜	sø̃⁴⁴	大蒜
宣	宣	sø̃⁴⁴	
喧	喧	sø̃⁴⁴	
諠	喧	sø̃⁴⁴	
絆	绊	bø̃¹³	
叛	叛	bø̃¹³	
段	段	dø̃¹³	
緞	缎	dø̃¹³	
椴	椴	dø̃¹³	
漫	漫	mø̃¹³	水漫金山
亂	乱	lø̃¹³	
傳	传	dzø̃¹³	傳記。傳念：記掛
羨	羡	zø̃¹³	
旋	旋	zø̃¹³	名詞
鱔	鳝	zø̃¹³	鱔魚
奔	奔	pɐŋ⁵³	
崩	崩	pɐŋ⁵³	
噴	喷	pʰɐŋ⁵³	
烹	烹	pʰɐŋ⁵³	
分	分	fɐŋ⁵³	
芬	芬	fɐŋ⁵³	
紛	纷	fɐŋ⁵³	
敦	敦	tɐŋ⁵³	
墩	墩	tɐŋ⁵³	
蹬	蹬	tɐŋ⁵³	
登	登	tɐŋ⁵³	
燈	灯	tɐŋ⁵³	
燉	燉	tɐŋ⁵³	燉蛋：蒸蛋
蹲	蹲	tɐŋ⁵³	蹲點
膯	膯	tɐŋ⁵³	肚脹、不消化
吞	吞	tʰɐŋ⁵³	
遵	遵	tsɐŋ⁵³	
尊	尊	tsɐŋ⁵³	
臻	臻	tsɐŋ⁵³	
曾	曾	tsɐŋ⁵³	姓
增	增	tsɐŋ⁵³	
憎	憎	tsɐŋ⁵³	
罾	罾	tsɐŋ⁵³	板罾：抓魚工具
磳	磳	tsɐŋ⁵³	
甑	甑	tsɐŋ⁵³	
爭	争	tsɐŋ⁵³	
箏	筝	tsɐŋ⁵³	風箏
村	村	tsʰɐŋ⁵³	
參	参	sɐŋ⁵³	人參
森	森	sɐŋ⁵³	
孫	孙	sɐŋ⁵³	
僧	僧	sɐŋ⁵³	
笙	笙	sɐŋ⁵³	
生	生	sɐŋ⁵³	
猻	狲	sɐŋ⁵³	活猻
牲	牲	sɐŋ⁵³	
跟	跟	kɐŋ⁵³	
根	根	kɐŋ⁵³	
亨	亨	hɐŋ⁵³	
哼	哼	hɐŋ⁵³	
恩	恩	ɐŋ⁵³	
盆	盆	bɐŋ²²	
門	门	mɐŋ²²	
蚊	蚊	mɐŋ²²	蚊蟲：蚊子
聞	闻	mɐŋ²²	
文	文	vɐŋ²²	
墳	坟	vɐŋ²²	
焚	焚	vɐŋ²²	
紋	纹	vɐŋ²²	
聞	闻	vɐŋ²²	
蚊	蚊	vɐŋ²²	
憤	愤	vɐŋ²²	
忿	忿	vɐŋ²²	
屯	屯	dɐŋ²²	
豚	豚	dɐŋ²²	河豚魚
飩	饨	dɐŋ²²	餛飩
囤	囤	dɐŋ²²	
沌	沌	dɐŋ²²	
盾	盾	dɐŋ²²	
騰	腾	dɐŋ²²	
藤	藤	dɐŋ²²	
疼	疼	dɐŋ²²	
能	能	nɐŋ²²	
論	论	lɐŋ²²	
侖	仑	lɐŋ²²	
輪	轮	lɐŋ²²	
楞	楞	lɐŋ²²	
菱	菱	lɐŋ²²	老菱：菱角
棱	棱	lɐŋ²²	菠棱：菠菜
岑	岑	dzɐŋ²²	岑港：地名
存	存	dzɐŋ²²	
曾	曾	dzɐŋ²²	曾經
層	层	dzɐŋ²²	
澄	澄	dzɐŋ²²	澄清
橙	橙	dzɐŋ²²	橙子
痕	痕	ɦɐŋ²²	
恆	恒	ɦɐŋ²²	
衡	衡	ɦɐŋ²²	
本	本	pɐŋ³⁵	
畚	畚	pɐŋ³⁵	
粉	粉	fɐŋ³⁵	
等	等	tɐŋ³⁵	
戥	戥	tɐŋ³⁵	戥子：小秤
氽	氽	tʰɐŋ³⁵	人、物在水上漂
忖	忖	tsʰɐŋ³⁵	儂忖忖看：你想想看
損	损	sɐŋ³⁵	
艮	艮	kɐŋ³⁵	
耿	耿	kɐŋ³⁵	
肯	肯	kʰɐŋ³⁵	
墾	垦	kʰɐŋ³⁵	
懇	恳	kʰɐŋ³⁵	
很	很	hɐŋ³⁵	
狠	狠	hɐŋ³⁵	
笨	笨	bɐŋ²⁴	
刎	刎	vɐŋ²⁴	
吻	吻	vɐŋ²⁴	
悶	闷	ʔmɐŋ⁴⁴	發悶
奮	奋	fɐŋ⁴⁴	
糞	粪	fɐŋ⁴⁴	
頓	顿	tɐŋ⁴⁴	
凳	凳	tɐŋ⁴⁴	
鐙	镫	tɐŋ⁴⁴	
瞪	瞪	tɐŋ⁴⁴	瞪眼
扽	扽	tɐŋ⁴⁴	扽扽齊
肫	肫	tɐŋ⁴⁴	脹肫：喫得過多而胃部不適
澄	澄	tɐŋ⁴⁴	
褪	褪	tʰɐŋ⁴⁴	
襯	衬	tsʰɐŋ⁴⁴	
寸	寸	tsʰɐŋ⁴⁴	
滲	渗	sɐŋ⁴⁴	
遜	逊	sɐŋ⁴⁴	
更	更	kɐŋ⁴⁴	更加
啃	啃	kʰɐŋ⁴⁴	啃骨頭
問	问	mɐŋ¹³	
悶	闷	mɐŋ¹³	
份	份	vɐŋ¹³	一份
問	问	vɐŋ¹³	
鈍	钝	dɐŋ¹³	
鄧	邓	dɐŋ¹³	
嫩	嫩	nɐŋ¹³	
論	论	lɐŋ¹³	議論
贈	赠	dzɐŋ¹³	
恨	恨	ɦɐŋ¹³	
兵	兵	piŋ⁵³	
賓	宾	piŋ⁵³	
檳	槟	piŋ⁵³	
彬	彬	piŋ⁵³	
冰	冰	piŋ⁵³	
濱	滨	piŋ⁵³	
拼	拼	pʰiŋ⁵³	
姘	姘	pʰiŋ⁵³	
乒	乒	pʰiŋ⁵³	
丁	丁	tiŋ⁵³	
釘	钉	tiŋ⁵³	
靪	靪	tiŋ⁵³	補靪
疔	疔	tiŋ⁵³	瘡
仃	仃	tiŋ⁵³	老木仃東：反應很遲鈍
廳	厅	tʰiŋ⁵³	
汀	汀	tʰiŋ⁵³	
聽	听	tʰiŋ⁵³	聽話
拎	拎	ʔliŋ⁵³	提：拎起來
金	金	tɕiŋ⁵³	
經	经	tɕiŋ⁵³	
針	针	tɕiŋ⁵³	
今	今	tɕiŋ⁵³	
禁	禁	tɕiŋ⁵³	
襟	襟	tɕiŋ⁵³	衣襟
津	津	tɕiŋ⁵³	
巾	巾	tɕiŋ⁵³	
斤	斤	tɕiŋ⁵³	
筋	筋	tɕiŋ⁵³	
謹	谨	tɕiŋ⁵³	
徵	征	tɕiŋ⁵³	
驚	惊	tɕiŋ⁵³	
蒸	蒸	tɕiŋ⁵³	
莖	茎	tɕiŋ⁵³	
陘	陘	tɕiŋ⁵³	
京	京	tɕiŋ⁵³	
荊	荆	tɕiŋ⁵³	
擎	擎	tɕiŋ⁵³	擎天柱
精	精	tɕiŋ⁵³	
晶	晶	tɕiŋ⁵³	
正	正	tɕiŋ⁵³	正月
貞	贞	tɕiŋ⁵³	
偵	侦	tɕiŋ⁵³	
砧	砧	tɕiŋ⁵³	砧板
甑	甑	tɕiŋ⁵³	飯甑，木製圓筒形蒸物器具
侵	侵	tɕʰiŋ⁵³	
寢	寝	tɕʰiŋ⁵³	
欽	钦	tɕʰiŋ⁵³	
親	亲	tɕʰiŋ⁵³	
稱	称	tɕʰiŋ⁵³	
卿	卿	tɕʰiŋ⁵³	
清	清	tɕʰiŋ⁵³	
蟶	蛏	tɕʰiŋ⁵³	蟶子。海塗裏貝類動物
輕	轻	tɕʰiŋ⁵³	
青	青	tɕʰiŋ⁵³	
蜻	蜻	tɕʰiŋ⁵³	蜻蜓
頃	顷	tɕʰiŋ⁵³	
傾	倾	tɕʰiŋ⁵³	
鯖	鲭	tɕʰiŋ⁵³	鯖魚
心	心	ɕiŋ⁵³	
深	深	ɕiŋ⁵³	
辛	辛	ɕiŋ⁵³	
新	新	ɕiŋ⁵³	
薪	薪	ɕiŋ⁵³	
欣	欣	ɕiŋ⁵³	
升	升	ɕiŋ⁵³	
勝	胜	ɕiŋ⁵³	勝任
興	兴	ɕiŋ⁵³	興旺
聲	声	ɕiŋ⁵³	
星	星	ɕiŋ⁵³	
腥	腥	ɕiŋ⁵³	腥氣
馨	馨	ɕiŋ⁵³	
伸	伸	ɕiŋ⁵³	伸懶腰
身	身	ɕiŋ⁵³	擔雙身：懷孕
音	音	iŋ⁵³	
陰	阴	iŋ⁵³	
因	因	iŋ⁵³	
姻	姻	iŋ⁵³	
殷	殷	iŋ⁵³	
應	应	iŋ⁵³	應該
鷹	鹰	iŋ⁵³	
蠅	蝇	iŋ⁵³	蒼蠅
鶯	莺	iŋ⁵³	
鸚	鹦	iŋ⁵³	
櫻	樱	iŋ⁵³	
英	英	iŋ⁵³	
嬰	婴	iŋ⁵³	
纓	缨	iŋ⁵³	
窨	窨	iŋ⁵³	窨𡍲頭：太陽照不到的地方
貧	贫	biŋ²²	
頻	频	biŋ²²	
憑	凭	biŋ²²	
平	平	biŋ²²	
評	评	biŋ²²	
坪	坪	biŋ²²	
屏	屏	biŋ²²	
瓶	瓶	biŋ²²	
閔	闵	miŋ²²	
閩	闽	miŋ²²	
民	民	miŋ²²	
憫	悯	miŋ²²	
敏	敏	miŋ²²	
抿	抿	miŋ²²	
萌	萌	miŋ²²	
鳴	鸣	miŋ²²	
明	明	miŋ²²	
盟	盟	miŋ²²	
皿	皿	miŋ²²	器皿
名	名	miŋ²²	
銘	铭	miŋ²²	
亭	亭	diŋ²²	
廷	廷	diŋ²²	
停	停	diŋ²²	
庭	庭	diŋ²²	
蜓	蜓	diŋ²²	蜻蜓
林	林	liŋ²²	
淋	淋	liŋ²²	
臨	临	liŋ²²	
鄰	邻	liŋ²²	
鱗	鳞	liŋ²²	
磷	磷	liŋ²²	
陵	陵	liŋ²²	
凌	凌	liŋ²²	
菱	菱	liŋ²²	
伶	伶	liŋ²²	
翎	翎	liŋ²²	
疄	疄	liŋ²²	田攏，菜畦
琴	琴	dʑiŋ²²	
禽	禽	dʑiŋ²²	
擒	擒	dʑiŋ²²	
沉	沉	dʑiŋ²²	
臣	臣	dʑiŋ²²	
陳	陈	dʑiŋ²²	
塵	尘	dʑiŋ²²	
秦	秦	dʑiŋ²²	
盡	尽	dʑiŋ²²	
勤	勤	dʑiŋ²²	
芹	芹	dʑiŋ²²	
仍	仍	dʑiŋ²²	
扔	扔	dʑiŋ²²	
承	承	dʑiŋ²²	
丞	丞	dʑiŋ²²	
乘	乘	dʑiŋ²²	乘法
擎	擎	dʑiŋ²²	
鯨	鲸	dʑiŋ²²	
成	成	dʑiŋ²²	
城	城	dʑiŋ²²	
誠	诚	dʑiŋ²²	
呈	呈	dʑiŋ²²	
靖	靖	dʑiŋ²²	
情	情	dʑiŋ²²	
晴	晴	dʑiŋ²²	
吟	吟	ȵiŋ²²	
任	任	ȵiŋ²²	姓
壬	壬	ȵiŋ²²	
銀	银	ȵiŋ²²	
凝	凝	ȵiŋ²²	
迎	迎	ȵiŋ²²	
寧	宁	ȵiŋ²²	安寧
人	人	ȵiŋ²²	
仁	仁	ȵiŋ²²	蝦仁
繩	绳	ʑiŋ²²	
塍	塍	ʑiŋ²²	田塍：田間小路
晴	晴	ʑiŋ²²	
鱘	鲟	ʑiŋ²²	鱘魚
寅	寅	ɦiŋ²²	
淫	淫	ɦiŋ²²	
甚	甚	ɦiŋ²²	
尋	寻	ɦiŋ²²	
盈	盈	ɦiŋ²²	
贏	赢	ɦiŋ²²	
形	形	ɦiŋ²²	
型	型	ɦiŋ²²	
營	营	ɦiŋ²²	
塋	茔	ɦiŋ²²	
螢	萤	ɦiŋ²²	
滎	荥	ɦiŋ²²	滎陽
行	行	ɦiŋ²²	行私
晴	晴	ɦiŋ²²	
繩	绳	ɦiŋ²²	
稟	禀	piŋ³⁵	
丙	丙	piŋ³⁵	
炳	炳	piŋ³⁵	
秉	秉	piŋ³⁵	
餅	饼	piŋ³⁵	
品	品	pʰiŋ³⁵	
頂	顶	tiŋ³⁵	
鼎	鼎	tiŋ³⁵	
