攝號	聲母字母	小韵	反切上字	反切下字	汉字	半圈字（多全濁上聲）
30	k	iái	格	隘	介懈繲解廨界玠戒疥誡魪价䯰芥届犗悈㠹㝏恝𦡙𡯗	
30	k͑	iái	克	隘	𩋧揩	
30	h	iái	黑	隘	邂械薤瀣齘譮𢗊繲懈㒠𢖆解	
31		iāo				
31	Ø	iāo	衣	燒	幺怮要腰喓邀葽妖䄏訞夭枖宎坳䫜咬鴞䙅	
31	c̹	iāo	則	腰	焦膲蕉椒鐎𪚰噍僬嶕鷦	
31	c̹͑	iāo	測	腰	鍬篍幧	
31	k	iāo	格	腰	交澆驍梟徼僥驕憍嬌穚鷮矯蛟鮫咬敎郊膠茭嵺轇茭嵺轇鵁艽憿蟂	
31	k͑	iāo	克	腰	趫橇驕敲骹墝鄗蹺	
31	p	iāo	百	腰	標飆杓猋幖熛髟贆鑣穮麃臕儦瀌	
31	p͑	iāo	魄	腰	翲漂飄彯僄慓剽摽嘌	
31	t	iāo	德	腰	貂琱鵰刁凋𦨣彫弴刀	
31	t͑	iāo	忒	腰	挑祧佻𣂥覜朓條	
31	s	iāo	色	腰	蕭簫瀟彇宵痟逍銷消霄綃哨翛蛸揱蟰繍肖箾硝脩艘騷蚤𩘹梢	
31	x	iāo	石	腰	梢捎蛸鞘旓髾筲弰颵	
31	h	iāo	黑	腰	哮膮嘵囂嚻熇枵歊毊獢鴞呺□驍梟虓烋詨髇々涍嘐庨	
31		iâo				
31	Ø	iâo	衣	韶	堯嶢垚僥遙姚軺䍃搖謡繇颻瑤窯傜蘨鯀珧陶褕鷂嗂愮㑾揄榆銚洮佻肴爻淆崤殽筊々姣鏖䥝爊鰩	
31	c̹͑	iâo	測	堯	樵譙憔燋蕉𥛲	
31	k͑	iâo	克	堯	喬橋僑翹荍劭招轎蟜蹻嶠	
31	p͑	iâo	魄	堯	瓢薸剽	
31	t͑	iâo	忒	堯	條鞗芀苕鰷調佻迢髫齠蜩跳	
31	m	iâo	麥	堯	苗描緢猫	
31	h	iâo	黑	堯	爻淆崤殽筊□姣肴洨	
31		iào				
31	Ø	iào	衣	少	杳窈窅夭溔鷕䴠殀芍眑宎穾窔舀䁘拗皛㵿齩	
31	c̹	iào	則	夭	巢勦湫剿樔剿	
31	c̹͑	iào	測	夭	悄愀	
31	k	iào	格	夭	皎皦曒矯蹻蟜敽糾璬繳譑狡姣擾絞膠妖筊挍攪校	
31	k͑	iào	克	夭	巧	
31	p	iào	百	夭	表褾㟽標𡂟	
31	p͑	iào	魄	夭	剽醥縹瞟膘鰾麃皫摽蔈慓殍𠬪藨苞	
31	t	iào	德	夭	蔦挑窕掉鳥𢁕	佻嬥
31	t͑	iào	忒	夭	窕朓眺挑趒䠷窱嬥	
31	m	iào	麥	夭	眇秒渺緲淼杪篎彯藐	
31	n	iào	搦	夭	鳥褭㒟嫋嬲蔦裊嬈	
31	s	iào	色	夭	小篠謏溲	
31	x	iào	石	夭	稍	
31	h	iào	黑	夭	曉皛㵿	
31		iáo				
31	Ø	iáo	衣	少	穾要約袎靿拗鷂姚燿𧇠皬樂澆顤𪖐	
31	c̹	iáo	則	要	譙噍醮燋僬趭爝釂𥡤皭灂𥛲	
31	c̹͑	iáo	測	要	峭哨悄篍㴥俏譙	
31	k	iáo	格	要	叫噭徼撟矯橋嶠轎穚敎校較覺窖挍鉸榷譥	
31	k͑	iáo	克	要	竅𢶡敲礉骹巧	
31	p	iáo	百	要	票嫖驃	
31	p͑	iáo	魄	要	摽勡剽漂慓僄彯爂俵裱	
31	t	iáo	德	要	弔蔦釣調掉藋蓧銚糴	
31	t͑	iáo	忒	要	跳窕頫覜窱糶眺	
31	m	iáo	麥	要	妙廟篎	
31	n	iáo	搦	要	溺	
31	s	iáo	色	要	肖鞘笑嘯	
31	x	iáo	石	要	哨削稍	
31	h	iáo	黑	要	效傚佼斆効校孝嗃歊膮	
32		iām				
32	Ø	iām	衣	方	央泱鴦秧殃鉠霙雵	
32	c̹	iām	則	央	將蔣漿螿槳	
32	c̹͑	iām	測	央	搶鏘槍蹌蹡斨將鶬嶈牄	
32	k	iām	格	央	江杠矼釭扛姜僵薑韁橿疆彊礓玒傹殭	
32	k͑	iām	克	央	羌腔蜣慶椌悾控矼	
32	s	iām	色	央	襄驤相緗湘廂箱纕瓖	
32	h	iām	黑	央	香鄉膷饗享畗舡肛	
32		iâm				
32	Ø	iâm	衣	房	陽楊揚颺羊痒鍚洋暘佯徉場霷禓煬昜瑒㦹	
32	c̹͑	iâm	測	陽	詳祥庠翔牆檣戕嬙蘠	
32	k͑	iâm	克	陽	强彊	
32	n	iâm	搦	陽	娘	
32	s	iâm	色	陽	祥庠翔詳	
32	h	iâm	黑	陽	降缸洚訌虹瓨	
32		iàm				
32	Ø	iàm	衣	紡	養痒懩癢瀁鞅怏佒詇䬬柍	
32	c̹	iàm	則	養	槳奬蔣	
32	c̹͑	iàm	測	養	磢𡻯搶𠞮	
32	k	iàm	格	養	講港耩襁繈鏹	
32	k͑	iàm	克	養	彊疆滰勥	
32	s	iàm	色	養	想鮝像	象橡潒襐蟓嶑
32	h	iàm	黑	養	響蠁饗享曏向貺	項缿
32		iám				
32	Ø	iám	衣	訪	漾樣恙養煬颺羕瀁㨾怏㿮䬬詇眻	
32	c̹	iám	則	漾	匠將醬	
32	c̹͑	iám	測	漾	蹌堫䎫蹡	
32	k	iám	格	漾	絳洚虹降強倞弶	
32	n	iám	搦	漾	釀䖆𥽬	
32	s	iám	色	漾	相	
32	h	iám	黑	漾	向嚮曏珦𧬰蠁䦳萫	
33		iēu				
33	Ø	iēu	衣	收	憂優耰麀幽呦怮嚘瀀𥣯滺悠逌攸㗀㱊	
33	c̹	iēu	則	攸	啾湫揫愁緧酋𦃈陬諏鯫掫	
33	c̹͑	iēu	測	攸	秋楸鰍鞦鶖篍趥	
33	k	iēu	格	攸	鳩捄樛九艽	
33	k͑	iēu	克	攸	丘區驅龜々	
33	p	iēu	百	攸	彪滮漉髟	
33	t	iēu	德	攸	丟	
33	s	iēu	色	攸	脩修羞	
33	x	iēu	石	攸	收	
33	h	iēu	黑	攸	休貅庥髹咻烋	
33		iêu				
33	Ø	iêu	衣	酬	尤肬郵訧由繇油悠攸游遊逰抭蝣槱蘨宂猶蕕卣斿猷庮輶牛鮋脩繇䌛□蘨甹㼶楡條䱔	
33	c̹͑	iêu	測	尤	酋遒逎蝤慒囚泅	
33	k͑	iêu	克	尤	求絿捄球裘觩俅毬銶賕仇逑頄叴虯艽鼽馗蟉觓莍裘	
33	l	iêu	勒	尤	畱驑橊鏐𨖻飂流瀏𪅳旒癅劉瑠疁懰憀戮勠裗	
33	m	iêu	麥	尤	繆	
33	n	iêu	搦	尤	牛	
33	s	iêu	色	尤	囚泅酋遒□逎蝤慒秠	
33		ièu				
33	Ø	ièu	衣	丑	有右友酉牗莠誘槱琇羑卣丣攸庮輶脩黝幽眑岰怮泑懮	
33	c̹	ièu	則	有	酒	
33	k	ièu	格	有	九久玖韭糾赳灸朻䊆	臼舅咎䛮麔舊
33	k͑	ièu	克	有	糗	
33	l	ièu	勒	有	柳罶瀏𨋖嬼茆懰蟉漻𩖴	
33	n	ièu	搦	有	紐鈕杻狃忸㝅	
33	s	ièu	色	有	滫醙	
33	x	ièu	石	有	首手守	受綬
33	h	ièu	黑	有	朽	
33		iéu				
33	Ø	iéu	衣	臭	宥侑囿右又祐柚槱猶狖鼬褎蜼有酭褏柼幼	誘
33	c̹	iéu	則	宥	僦就鷲𪆩	
33	k	iéu	格	宥	救究灸廐疚舊柩匶	
33	k͑	iéu	克	宥	糗	
33	l	iéu	勒	宥	溜廇𩞷畱𩅸遛塯𥥹鷚飂漻翏戮瀏	
33	m	iéu	麥	宥	謬繆	
33	n	iéu	搦	宥	糅狃	
33	s	iéu	色	宥	袖岫秀宿繡琇	
33	x	iéu	石	宥	獸狩守首收授壽售綬䛵	
33	h	iéu	黑	宥	齅糗嘼畜	
34		iēn				
34	Ø	iēn	衣	詹	殷黫嘕煙咽歅燕蔫嫣鄢焉菸淹閹崦懕猒醃	
34	c̹	iēn	則	煙	箋湔戔韀濺籛鬋韉轃臻煎諓尖蔪漸熸瀐湛殱殲纎𣝕𣚙	
34	c̹͑	iēn	測	煙	千阡□芊𠨩遷韆潺孱籖僉槧	
34	ch	iēn	者	煙	氈旃饘鸇𧾍栴酏旜邅驙鱣詹瞻譫占霑詀	
34	c͑h	iēn	撦	煙	燀嘽𠈰幨襜袩惉𤎥覘	
34	k	iēn	格	煙	堅鞬𢳚犍䭈鈃姦菅閒蕑艱豜枅肩鵳甄兼縑蒹鶼鰜緘瑊椷鑑□麉	
34	k͑	iēn	克	煙	汧攑蹇雃𪊑攓慳掔鬝顅牽岍开愆褰搴謙嵁嵌藖	
34	p	iēn	百	煙	邊籩編鞭箯鯿蝙砭	
34	p͑	iēn	魄	煙	偏翩猵扁艑蹁篇	
34	t	iēn	德	煙	顚瘨巔蹎𩥄滇傎𠑘槇癲	
34	t͑	iēn	忒	煙	天添沾酟	
34	s	iēn	色	煙	先褼𥑻蹮僊廯鮮𠑣𨇤䉳西銛纎𩆧摻憸暹綅鉆𩆷襳譣櫼摲𮖽	
34	x	iēn	石	煙	羶挻埏苫痁顫煽扇	
34	h	iēn	黑	煙	軒鶱掀嘕仚靬祆杴蘝忺	
34		ién				
34	Ø	ién	衣	禅	顏□言䇾甗妍研延筵䀽綖蜒郔莚埏焉沿廵緣蝝鹽餤惔阽𨶒檐炎嚴䉷巖喦碞麙巗壧鉛噞	
34	c̹͑	ién	測	顏	前媊錢𤅬𩱕漸□	
34	c͑h	ién	撦	顏	蟬埏鋋澶單嬋撣儃纏廛躔瀍蟾□禪	
34	k͑	ién	克	顏	乾犍騝虔揵鍵腱箝黚黔鈐鍼拑鉗鰬	
34	p͑	ién	魄	顏	便騈緶胼骿𧓍輧楩平諞	
34	t͑	ién	忒	顏	田畋佃𥧑鈿磌闐嵮滇嗔甜恬𧰊	
34	l	ién	勒	顏	連蓮零憐聯漣廉磏蘝鎌帘簾匳濂熑獫歛	
34	m	ién	麥	顏	眠緜櫋謾矏	
34	n	ién	搦	顏	年言甗顏□妍研炎喦碞麙巗壧嚴䉷噞巖言黏鮎䬯	
34	s	ién	色	顏	涎燖𦢨	
34	x	ién	石	顏	單蟾𣖉樿蟬埏鋋澶嬋撣儃	
34	h	ién	黑	顏	閒憪閑嫺鷴𥊺瞯覸賢弦絃蚿舷誸嫌謙咸鹹函諴銜癎眩行	
34		ièn				
34	Ø	ièn	衣	展	眼奄晻渰掩崦黶檿魘懨閹弇埯䣍偃鰋鼴蝘堰鄢鶠㫃衍演兗綖蜒戭縯渷羨琰剡燄灎儼覃錟淡巘讞々甗瓛广隒噞䎦	
34	c̹	ièn	則	眼	翦𧪈揃錢煎前戩踐棧㮍帴	踐餞俴諓漸蔪斬䎒
34	c̹͑	ièn	測	眼	淺鯫	
34	ch	ièn	者	眼	展輾樿䄠皽琖𧝑颭	
34	c͑h	ièn	撦	眼	諂讇蕆幝燀繟嘽闡	
34	k	ièn	格	眼	柬𡘸暕襇蹇建謇寋楗鞬搴繭𥜲𠠅趼豜檢撿瞼臉減鹻簡	楗鍵揵件腱鞬儉芡
34	k͑	ièn	克	眼	遣慊歉嗛	
34	p	ièn	百	眼	扁匾惼褊諞貶颭	扁辮艑辨辯
34	p͑	ièn	魄	眼	鴘	
34	t	ièn	德	眼	典點玷	簟扂橝驔殄沴塡紾蜓娗典癲
34	t͑	ièn	忒	眼	腆靦琠㥏淟蚕忝餂	
34	l	ièn	勒	眼	輦璉連斂㶑蘞羷溓臉摙	
34	m	ièn	麥	眼	免湎緬沔黽冕俛勉娩葂㝃勔丏眄𣧟	
34	n	ièn	搦	眼	姌巘甗獻讞瓛儼广隒噞撚涊輦輾蹍跈趁齞淰㚩	
34	s	ièn	色	眼	銑毨洗跣獮鮮癬先䉳洒省尟燹	
34	x	ièn	石	眼	閃陝覢剡淰㴸善	膳墠鱔僤單鄯壇蟬潬熯
34	h	ièn	黑	眼	憲顯韅險譣玁豏㺌喊闞㯺顑豃檻轞濫艦䘆幰䦘	峴晛俔睍限僴撊
34		ién				
34	Ø	ién	衣	戰	堰郾鼴宴醼燕嚥嬿晏曣㬫匽蔫羨衍狿硯彥唁甗讞豜綖掾埏緣豔爓灔驗噞釅諺矸厭饜奄弇渰淹晏鷃鴈贗々莚延俺裺	
34	c̹	ién	則	彥	荐臶栫箭煎濺搢鬋戩賤餞諓僭薦袸	
34	c̹͑	ién	測	彥	倩茜棈縓綪輤槧塹	
34	ch	ién	者	彥	戰顫單禪𩥇展䄠占纒邅綻颭	
34	c͑h	ién	撦	彥	繟襜䪜韂覘沾襝	
34	k	ién	格	彥	見諫澗覸襇間鐧鑑建劒兼健楗監	
34	k͑	ién	克	彥	牽譴繾遣涀菣歉傔儉欠欦俔䈴	
34	p	ién	百	彥	變徧便辯卞汴昪抃閞弁忭拚笲汳砭窆𥐗匥	
34	p͑	ién	魄	彥	片辨騗㸤	
34	t	ién	德	彥	電殿甸澱鈿瑱奠佃娫闐塡淀涎店玷坫墊	
34	t͑	ién	忒	彥	忝瑱繟㮇餂	
34	l	ién	勒	彥	練鍊楝揀歛㶑獫蘝殮	
34	m	ién	麥	彥	面㴐偭眄瞑麪泯々	
34	n	ién	搦	彦	彦唁甗讞驗噞釅諺矸硯晛輾念々黏廿	
34	s	ién	色	彥	霰先線羨	
34	x	ién	石	彥	善繕墠膳擅禪譱鄯壇樿單扇煽贍閃掞痁苫	
34	h	ién	黑	彥	獻憲韅鼸見莧晛縣寰陷闞濫檻	
35		iuē				
35	h	iuē	黑	靴	鞾	
35		iuê				
35	k͑	iuê	克	瘸	茄瘸	
35		iuĕ				
35	Ø	iuĕ	衣	說	月軏刖越鉞樾曰粵悅閱衛䋐𧑅䬂狘熭蚎	
35	c̹	iuĕ	則	月	絕蕝橇茁㔃	
35	k	iuĕ	格	月	厥蹶蕨蟨劂鷢瘚趹蚗駃潏𧤾橜掘玦觼觖訣決鴂譎抉橛拙	
35	k͑	iuĕ	克	月	闕闋缺屈𦁐	
35	l	iuĕ	勒	月	劣律嵂𨫏㠥率膟捋鋝	
35	s	iuĕ	色	月	雪薛	
35	h	iuĕ	黑	月	血烕吷泬穴𡟬𣧵𦐋決□	
36		iūm				
36	Ø	iūm	衣	翁	邕噰壅灉饔雍廱癰罋甕維	
36	k	iūm	格	雍	扃坰駉絅	
36	k͑	iūm	克	雍	穹銎𥳎芎鞠傾𨻺	
36	h	iūm	黑	雍	胷兇跫洶凶訩匈詾哅兄	
36		iûm				
36	Ø	iûm	衣	洪	融瀜肜容蓉庸墉𪅟鏞鄘傭𢧳溶䡥瑢鎔榕□顒喁禺滎瑩營塋縈螢熒嵤々鰅遇傛𤛑褣	
36	k͑	iûm	克	融	窮藭蛩蛬𦨰䅃笻卭𦭭竆瓊惸𡞦瓗藑睘	
36	h	iûm	黑	融	雄熊	
36		iùm				
36	Ø	iùm	衣	蓊	擁壅勇涌踊甬俑慂埇蛹臾溶悀桶永濙瑩筩傛	
36	k	iùm	格	勇	囧憬璟熲炅	
36	k͑	iùm	克	勇	頃褧檾絅	
36	h	iùm	黑	勇	詾跫迥炯泂詗烓洶	
36		iúm				
36	Ø	iúm	衣	甕	用雍壅饔維灉澭𩌋𧜇𩏨詠醟禜泳𧝸	
36	k͑	iúm	克	用	䛪䠻㑋恐	
36	h	iúm	黑	用	哅夐詗矎𣢝𩈡匈嗅	
37		iūn				
37	Ø	iūn	衣	村	氳煴奫蘊轀馧	
37	c̹͑	iūn	測	氳	逡皴踆㕙悛蹲僎鷷遵竣捘墫逡	
37	k	iūn	格	氳	鈞㽦均𥘩君麇軍麏麕皸頵旬	
37	k͑	iūn	克	氳	囷蜠箘	
37	s	iūn	色	氳	荀珣詢洵郇恂峋	
37	h	iūn	黑	氳	熏薰臐焄獯勲曛醺葷纁	
37		iûn				
37	Ø	iûn	衣	存	筠縜奫勻畇雲沄妘紜芸耘云員鄖荺溳熉蕓	
37	k͑	iûn	克	雲	羣裙窘葷訓麇	
37	l	iûn	勒	雲	淪倫綸輪掄蜦	
37	s	iûn	色	雲	巡徇循馴紃迿揗旬	
37		iùn				
37	Ø	iùn	衣	忖	隕殞尹允狁愪縜鈗蜳蘊惲韞緼愠醖温輼䡝輑	
37	k	iùn	格	隕	窘菌箘囷僒蜠攟	
37	k͑	iùn	克	隕	稛麇	
37	s	iùn	色	隕	筍簨隼栒	
37		iún				
37	Ø	iún	衣	寸	運䩵暈韻員鄆餫袀韵醞縕熅蘊慍榲𪍝均	
37	c̹͑	iún	測	運	俊餕畯晙𠬍駿狻	
37	k	iún	格	運	郡□捃攈攟皸菌	
37	l	iún	勒	運	論	
37	s	iún	色	運	峻浚𤀹駿恂鵔鵕筍迿徇殉	
37	h	iún	黑	運	訓䇾𤑕	
38		oāi				
38	x	oāi	石	衰	衰榱𤸬	
38		oâi				
38	h	oâi	黑	懷	懷淮櫰胚槐瑰褢	
38		oài				
38	h	oài	黑	夥	夥	
38		oái				
38	h	oái	黑	壞	壞澅	
39		oēi				
39	p	oēi	百	威	悲杯桮陂羆藣𥓓𤰞錍椑禆	
39	p͑	oēi	魄	威	邳丕伾秠駓豾銔怌醅衃坏肧披鈹□旇翍□魾	
39	g	oēi	額	灰	痿逶委倭萎䴧威蝛葳隈煨畏椳䋿偎蜲痿烓	
39	h	oēi	黑	威	麾撝墮睢觹鑴暉煇褘徽揮幑翬楎灰豗𧉇	
39		oêi				
39	p͑	oêi	魄	危	裴培陪阫徘倍坏裵䣙	
39	g	oêi	額	回	爲帷韋圍幃闈違湋稦危峗巍犩嵬桅維惟遺濰壝蠵隗	
39	m	oêi	麥	危	眉嵋麋蘪湄楣枚脢梅莓禖䍙媒鋂每煤塺酶𡴕玫侮𥇮郿糜𦗕𪎭醾縻劘麛𢇲黴	
39	h	oêi	黑	危	回洄徊槐瘣佪攜畦觽巂䥴酅蠵蚘𨏳茴	
39		oèi				
39	p	oèi	百	偉		琲倍痱
39	p͑	oèi	魄	偉	岯伾秠	
39	g	oèi	額	偉	偉委骩蔿薳洧鮪痏韙𩋾煒暐葦猥椳唯𧤖萎蘤䦱愇颹踓磈䔺芛隗嵬頠姽硊□䫥	
39	m	oèi	麥	偉	美浼痗脢每媺漼璀皠眯洒綷	
39	h	oèi	黑	偉	悔毀燬虺卉譭䃣烜虫𧉇蘬𤈦賄㒑毇	廆瘣
39		oéi				
39	p	oéi	百	僞	貝伂狽沛北輩斾茷佩背邶倍焙孛琲拻誖軷㫲㔨	
39	p͑	oéi	魄	僞	霈肺配朏𡚱伂浿沸	
39	g	oéi	額	偽	僞餧委薈穢濊獩懀魏犩磑爲位胃謂渭彚蝟緯衛熭轊遺㥜緭煟槥𤑒彗壝彙圍璏尉慰蔚罻畏恚霨	
39	m	oéi	麥	偽	昧眛妹沬韎痗瑁沕媢魅魋每脢脄媢媒篃	
39	h	oéi	黑	僞	諱卉𧬨蜼毀翽噦誨靧悔晦喙𣨶顪睢慧轊惠蕙嘒暳憓譓恚烓隋會繪潰闠回匯繢䜋瞶聵䔇迴	
40		oām				
40	ch	oām	者	荒	莊妝裝樁	
40	c͑h	oām	撦	荒	䆫摐鏦憃創瘡	
40	x	oām	石	荒	雙艭霜驦鷞孀𢥠瀧	
40	h	oām	黑	雙	荒肓衁㡆芒慌	
40		oâm				
40	c͑h	oâm	撦	黃	撞幢漎從橦淙牀	
40	h	oâm	黑	撞	黃潢簧璜皇煌遑艎篁隍凰徨蝗惶湟堭騜瑝喤䍿餭	
40		oàm				
40	ch	oàm	者	恍	奘	
40	c͑h	oàm	撦	恍	搶𠞮𡻯磢	
40	x	oàm	石	恍	𠁊騻鷞𡑽漺㼽𢥠	
40	h	oàm	黑	𠁊	恍𣉪㬻幌晃煌榥洸滉皩櫎皇潢𦬺怳	
40		oám				
40	ch	oám	者	況	壯憃艟䡴憧幢撞狀漴淙	
40	c͑h	oám	撦	況	創愴倉凔䚎𥈄刱	
40	x	oám	石	況	㦼淙	
40	h	oám	黑	壯	況兄貺况□軦𣍦皇晃晄爌煌熿	
41		oān				
41	x	oān	石	𣟴	𣟴𢩠	
41		oân				
41	h	oân	黑	還	還環鐶鬟鍰寰圜𩙽䴉澴轘患湲丸桓紈儇闤	
41		oàn				
41	h	oàn	黑	漶	緩睅晥莞䁔浣捖鋎輐魭澣漶	
41		oán				
41	h	oán	黑	患	環患轘宦擐豢幻還弮絭	
42		oēn				
42	h	oēn	黑	昏	昏棔婚㖧閽惛暋痻葷	
42		oên				
42	h	oên	黑	魂	魂沄緷渾昆溷緄	
42		oèn				
42	h	oèn	黑	混	混焜倱棍緷顐輥	
42		oén				
42	h	oén	黑	溷	惛慁溷𢒤顐	
43		uāi				
43	Ø	uāi	午	災	蛙娃哇歪	
43	k	uāi	格	歪	媧緺蝸騧乖	
43	k͑	uāi	克	歪	𠇗𥫀□䦱	
43		uài				
43	k	uài	格	拐	柺夬掛	
43		uái				
43	Ø	uái	午	在	外聵	
43	k	uái	格	外	怪壞夬澮獪𥑋卦	
43	k͑	uái	克	外	快噲蒯蕢喟駃翽塊凷	
44		uēi				
44	Ø	uēi			痿逶委倭萎䴧威蝛葳隈䋿煨椳畏偎蜲烓𣨙	
44	k	uēi	格	痿	歸嬀潙規𨾚摫龜騩珪閨袿窐邽櫰佹蠲瞡瑰傀	
44	k͑	uēi	克	痿	恢虧闚窺詼魁悝睽奎刲蘬巋𧢦𦺕睽盔𧇾𩏣聧	
44		uêi				
44	Ø	uêi			爲帷蠵韋圍幃闈違維惟遺濰壝湋褘	
44	k͑	uêi	克	爲	葵揆鄈逵馗夔騤戣犪𩓚	
44		uèi				
44	Ø	uèi			委骫蔿薳洧鮪痏韙韡偉煒暐葦猥椳唯𧤖萎蘤䦱愇颹踓壝磈䔺芛嵔瑋	
44	k	uèi	格	委	鬼詭垝傀軌簋𠷳匭宄氿癸恑祪䤥湀巋𣷾厬庪揆跪	
44	k͑	uèi	克	委	跬企頍巋𩓚魁磈傀	
44		uéi				
44	Ø	uéi			餧委薈穢濊獩懀霨爲位胃謂渭彚蝟緯衛熭轊遺㥜緭煟櫘𧁜彗壝彙圍璏尉慰蔚罻畏恚躗	
44	k	uéi	格	位	媿貴桂筀䳏鱖劌蹶劂瞶撅嶡闑臬騤攰庪庋膾儈澮鄶禬會獪檜旝憒劊廥𥢶䯤鬠璯慖幗禬	
44	k͑	uéi	克	位	鐀匱饋簣蕢喟巋觖䙡塊堁𥢶	
45		uām				
45	Ø	uām	午	方	汪尩尪㟅	
45	ch	uām	者	汪	樁莊妝裝	
45	c͑h	uām	撦	汪	鏦䆫摐憃創瘡	
45	k	uām	格	汪	光洸僙胱垙廣珖𩧉	
45	k͑	uām	克	汪	筐匡眶洭恇劻	
45	x	uām	石	汪	霜瀧雙艭驦鷞孀𢥠	
45		uâm				
45	Ø	uâm	午	房	王	
45	c͑h	uâm	撦	王	牀撞幢漎從橦淙床	
45	k͑	uâm	克	王	狂	
45		uàm				
45	Ø	uàm	午	紡	往枉暀	
45	ch	uàm	者	往	奘	
45	c͑h	uàm	撦	往	磢搶𰄾𡻯㼽	
45	k	uàm	格	往	廣	
45	k͑	uàm	克	往	俇□壙	
45	x	uàm	石	往	𢥠𠁊騻鷞𡑽漺㼽	
45		uám				
45	Ø	uám	午	訪	王旺迋皇煌爌熿晃𦕤	
45	ch	uám	者	旺	憃艟䡴憧幢撞狀壯漴淙	
45	c͑h	uám	撦	旺	刱創愴倉凔䚎𥈄	
45	k	uám	格	旺	誑㤮俇䀠廣	
45	k͑	uám	克	旺	曠壙纊懬狂	
45	x	uám	石	旺	淙㦼	
46		uān				
46	Ø	uān	午	貪	彎灣	
46	k	uān	格	彎	關癏鰥綸擐	
46		uân				
46	Ø	uân	午	𭐀	頑	
46	k͑	uân	克	頑	瘸	
46		uàn				
46	Ø	uàn	□	毯	顉盌	
46		uán				
46	Ø	uán	午	嘆	腕𢫪玩翫忨魭䡇妧串輐丱	
46	k	uán	格	腕	慣卝	
47		uēm				
47	k	uēm	格	觥	肱広觥	
47	k͑	uēm	克	觥	鞃	
47		uèm				
47	k	uèm	格	礦	礦𪍿懭獷	
48		uēn				
48	Ø	uēn	午	詹	溫縕轀蘊瑥褞	
48	ch	uēn	者	温	專甎顓篿𥶸鱄	
48	c͑h	uēn	撦	溫	穿川巛	
48	k	uēn	格	溫	昆晜琨崐鯤鵾褌蜫䖵	
48	k͑	uēn	克	溫	坤髡昆晜琨崐鯤鵾褌蜫	
48	p	uēn	百	溫	奔賁犇	
48	p͑	uēn	魄	溫	歕噴	
48	f	uēn	弗	溫	分饙氛棼衯鳻鶡芬𣬩紛雰帉𦐈棻	
48		uên				
48	c͑h	uên	撦	盆	船遄篅椽傳膞輲輇	
48	p͑	uên	魄	汾	盆湓	
48	j	uên	日	盆	𤲬撋犉瓀碝壖蠕臑輲	
48	f	uên	弗	盆	氛豶焚賁幩黂墳羵棼鼖朌頒汾濆蕡枌妢	
48	m	uên	麥	盆	門璊捫虋亹樠	
48		uèn				
48	Ø	uèn	午	展	穩𡘫蘊惲韞縕慍醞溫轀䡝	
48	ch	uèn	者	穩	轉膞鱄剸瑑	篆縳摶譔𦠆籑
48	c͑h	uèn	撦	穩	舛喘荈端𧍒	
48	k	uèn	格	穩	衮蓘緄鯀昆混䃂錕縳緷㯻掍睔	
48	k͑	uèn	克	穩	捆閫捆悃稇齫壼	
48	p	uèn	百	穩	本畚笨𣄏軬輽	
48	j	uèn	日	穩	阮輭蝡碝愞𠟺堧臑膞䆓沅𦓎□	
48	f	uèn	弗	穩	粉分憤坋墳羵濆鼢扮蚡魵弅忿	
48		uén				
48	Ø	uén	午	戰	醞縕熅蘊愠榅𪍝	
48	ch	uén	者	煴	饌撰僎襈□傳瑑轉剸囀	
48	c͑h	uén	撦	煴	釧丳穿竁串	
48	k	uén	格	煴	棍	
48	k͑	uén	克	煴	困閫梱壼	
48	p	uén	百	煴	坌湓奔	
48	p͑	uén	魄	熅	噴	
48	j	uén	日	煴	愞𤲬	
48	f	uén	弗	煴	糞僨奮賁蕡拚瀵分憤噀	
48	m	uén	麥	煴	悶	
49		uōn				
49	Ø	uōn			剜蜿豌涴眢	
49	c̹	uōn	則	剜	鑚攅	
49	c̹͑	uōn	測	剜	攛	
49	k	uōn	格	剜	官棺觀冠倌涫菅莞貫	
49	k͑	uōn	克	剜	寛髖	
49	p	uōn	百	剜	般㮽𤳖𤳗䈲	
49	p͑	uōn	魄	剜	潘拌	
49	t	uōn	德	剜	端剬褍𧤗	
49	t͑	uōn	忒	剜	湍煓貒	
49	s	uōn	色	剜	酸𩆑狻	
49	h	uōn	黑	剜	歡𩦘讙貛	
49		uôn				
49	Ø	uôn			刓岏羱忨蚖頑	
49	c̹͑	uôn	測	刓	攅櫕𥣪鄼菆巑	
49	p͑	uôn	魄	刓	盤磐蟠般瘢胖鞶䌓弁磻幋縏瀊𨃞審潘媻搫䰉	
49	t͑	uôn	忒	刓	團漙慱摶鷒剸篿𪆃鶉揣	
49	l	uôn	肋	刓	鸞鑾欒巒圝灤羉	
49	m	uôn	麥	刓	漫鏝𩆓瞞鬗蹣槾饅曼蔓縵鄤謾樠悗鞔鬘鰻	
49	n	uôn	搦	刓	渜濡	
49	h	uôn	黑	刓	桓紈峘洹貆荁芄汍完萑瓛豲丸萑䴟	
49		uòn				
49	Ø	uòn			盌綰攌婉琬畹惌涴菀踠蜿婠	菀宛
49	c̹	uòn	則	盌	纂纉鄼欑䂎鐏儧	瓚
49	k	uòn	格	盌	管館盥痯斡輨錧悺	
49	k͑	uòn	克	盌	窽梡款	
49	p	uòn	百	盌	䬳	伴並
