小韻號	小韻細分	首字	反切	聲母	呼	等	重紐	韻（平賅上去入）	韻（平賅上去）	聲調	攝	廣韻韻目	平水韻目	切韻拼音	古韻羅馬字	有女羅馬字	白一平轉寫	unt切韻擬音L	unt切韻擬音J	msoeg中古擬音V8	潘悟雲擬音
2946		映	於敬	影	開	三	B	庚	庚	去	梗	去聲43映	去聲24敬	qyaengh	qiengh	yanq	'jaengH	ʔɹàŋ	ʔɹàŋ	ʔi˞ aŋʰ	ʔɣiæŋ˥˩
2947		敬	居慶	見	開	三	B	庚	庚	去	梗	去聲43映	去聲24敬	kyaengh	kiengh	kyanq	kjaengH	kɹàŋ	kɹàŋ	ki˞ aŋʰ	kɣiæŋ˥˩
2948		競	渠敬	羣	開	三	B	庚	庚	去	梗	去聲43映	去聲24敬	gyaengh	giengh	gyanq	gjaengH	ɡɹàŋ	ɡɹàŋ	ɡi˞ aŋʰ	ɡɣiæŋ˥˩
2949		慶	丘敬	溪	開	三	B	庚	庚	去	梗	去聲43映	去聲24敬	khyaengh	khiengh	qyanq	khjaengH	kʰɹàŋ	kʰɹàŋ	kʰi˞ aŋʰ	kʰɣiæŋ˥˩
2950		更	古孟	見	開	二		庚	庚	去	梗	去聲43映	去聲24敬	kaengh	krangh	keanq	kaengH	qàˤŋ	qàˤŋ	qa˞ ŋʰ	kɣæŋ˥˩
2951		命	眉病	明		三	B	庚	庚	去	梗	去聲43映	去聲24敬	myaengh	miengh	myanq	mjaengH	mɹàŋ	mɹàŋ	mi˞ aŋʰ	mɣiæŋ˥˩
2952		病	皮命	並		三	B	庚	庚	去	梗	去聲43映	去聲24敬	byaengh	biengh	byanq	bjaengH	bɹàŋ	bɹàŋ	bi˞ aŋʰ	bɣiæŋ˥˩
2953		孟	莫更	明		二		庚	庚	去	梗	去聲43映	去聲24敬	maengh	mrangh	meanq	maengH	ᵯàˤŋ	màˤŋ	ma˞ ŋʰ	mɣæŋ˥˩
2954		蝗	戶孟	匣	合	二		庚	庚	去	梗	去聲43映	去聲24敬	ghwaengh	ghruangh	hoanq	hwaengH	ʁwàˤŋ	ʁwàˤŋ	ʁʷa˞ ŋʰ	ɦʷɣæŋ˥˩
2955		柄	陂病	幫		三	B	庚	庚	去	梗	去聲43映	去聲24敬	pyaengh	piengh	pyanq	pjaengH	pɹàŋ	pɹàŋ	pi˞ aŋʰ	pɣiæŋ˥˩
2956		詠	爲命	云	合	三	B	庚	庚	去	梗	去聲43映	去聲24敬	uaengh	yengh	hwanq	hjwaengH	wɹàŋ	wɹàŋ	wi˞ aŋʰ	ɦʷɣiæŋ˥˩
2957		行	下更	匣	開	二		庚	庚	去	梗	去聲43映	去聲24敬	ghaengh	ghrangh	heanq	haengH	ʁàˤŋ	ʁàˤŋ	ʁa˞ ŋʰ	ɦɣæŋ˥˩
2958		瀴	於孟	影	開	二		庚	庚	去	梗	去聲43映	去聲24敬	qaengh	qrangh	eanq	'aengH	ʡàˤŋ	ʡàˤŋ	ʔa˞ ŋʰ	ʔɣæŋ˥˩
2959		㵾	楚敬	初	開	三		庚	庚	去	梗	去聲43映	去聲24敬	tsrhyaengh	chriengh	chyanq	tsrhjaengH	tʂʰàŋ	tʂʰàŋ	tʂʰɻaŋʰ	tʂʰɣiæŋ˥˩
2960		倀	猪孟	知	開	二		庚	庚	去	梗	去聲43映	去聲24敬	traengh	trangh	teanq	traengH	ʈàˤŋ	ʈàˤŋ	ʈa˞ ŋʰ	ʈɣæŋ˥˩
2961		牚	他孟	徹	開	二		庚	庚	去	梗	去聲43映	去聲24敬	trhaengh	thrangh	theanq	trhaengH	ʈʰàˤŋ	ʈʰàˤŋ	ʈʰa˞ ŋʰ	ʈʰɣæŋ˥˩
2962		榜	北孟	幫		二		庚	庚	去	梗	去聲43映	去聲24敬	paengh	prangh	peanq	paengH	ᵱàˤŋ	pàˤŋ	pa˞ ŋʰ	pɣæŋ˥˩
2963		鋥	除更	澄	開	二		庚	庚	去	梗	去聲43映	去聲24敬	draengh	drangh	deanq	draengH	ɖàˤŋ	ɖàˤŋ	ɖa˞ ŋʰ	ɖɣæŋ˥˩
2964		生	所敬	生	開	三		庚	庚	去	梗	去聲43映	去聲24敬	sryaengh	sriengh	shyanq	srjaengH	ʂàŋ	ʂàŋ	ʂɻaŋʰ	ʂɣiæŋ˥˩
2965		迎	魚敬	疑	開	三	B	庚	庚	去	梗	去聲43映	去聲24敬	ngyaengh	ngiengh	ngyanq	ngjaengH	ŋɹàŋ	ŋɹàŋ	ŋi˞ aŋʰ	ŋɣiæŋ˥˩
2966		膨	蒲孟	並		二		庚	庚	去	梗	去聲43映	去聲24敬	baengh	brangh	beanq	baengH	ᵬàˤŋ	bàˤŋ	ba˞ ŋʰ	bɣæŋ˥˩
2967		䛭	許更	曉	開	二		庚	庚	去	梗	去聲43映	去聲24敬	haengh	hrangh	xeanq	xaengH	χàˤŋ	χàˤŋ	χa˞ ŋʰ	hɣæŋ˥˩
2968		𥥈	烏橫	影	合	二		庚	庚	去	梗	去聲43映	去聲24敬	qwaengh	qruangh	oanq	'waengH	ʡwàˤŋ	ʡwàˤŋ	ʔʷa˞ ŋʰ	ʔʷɣæŋ˥˩
2969		諍	側迸	莊	開	二		耕	耕	去	梗	去聲44諍	去聲24敬	tsreengh	crengh	traenq	tsreangH	tʂèˤŋ	tʂèˤŋ	tʂɜ˞ ŋʰ	tʂɣɛŋ˥˩
2970		迸	北諍	幫		二		耕	耕	去	梗	去聲44諍	去聲24敬	peengh	prengh	paenq	peangH	ᵱèˤŋ	pèˤŋ	pɜ˞ ŋʰ	pɣɛŋ˥˩
2971		𠊧	蒲迸	並		二		耕	耕	去	梗	去聲44諍	去聲24敬	beengh	brengh	baenq	beangH	ᵬèˤŋ	bèˤŋ	bɜ˞ ŋʰ	bɣɛŋ˥˩
2972		䙬	鷖迸	影	開	二		耕	耕	去	梗	去聲44諍	去聲24敬	qeengh	qrengh	aenq	'eangH	ʡèˤŋ	ʡèˤŋ	ʔɜ˞ ŋʰ	ʔɣɛŋ˥˩
2973		鞕	五爭	疑	開	二		耕	耕	去	梗	去聲44諍	去聲24敬	ngeengh	ngrengh	ngaenq	ngeangH	ɴèˤŋ	ɴèˤŋ	ɴɜ˞ ŋʰ	ŋɣɛŋ˥˩
2974		轟	呼迸	曉	合	二		耕	耕	去	梗	去聲44諍	去聲24敬	hweengh	hruengh	xoenq	xweangH	χwèˤŋ	χwèˤŋ	χʷɜ˞ ŋʰ	hʷɣɛŋ˥˩
2975		勁	居正	見	開	三	A	清	清	去	梗	去聲45勁	去聲24敬	kiaengh	kjengh	kienq	kjiengH	kjàŋ	kjàŋ	kiaŋʰ	kiᴇŋ˥˩
2976		倩	七政	清	開	三		清	清	去	梗	去聲45勁	去聲24敬	tshiaengh	chiengh	cienq	tshjengH	tsʰjàŋ	tsʰjàŋ	tsʰiaŋʰ	tsʰiᴇŋ˥˩
2977		政	之盛	章	開	三		清	清	去	梗	去聲45勁	去聲24敬	tjiaengh	cjengh	tjenq	tsyengH	tɕàŋ	tɕàŋ	tçiaŋʰ	tɕiᴇŋ˥˩
2978		聖	式正	書	開	三		清	清	去	梗	去聲45勁	去聲24敬	sjiaengh	sjengh	sjenq	syengH	ɕàŋ	ɕàŋ	çiaŋʰ	ɕiᴇŋ˥˩
2979		鄭	直正	澄	開	三		清	清	去	梗	去聲45勁	去聲24敬	driaengh	driengh	dienq	drjengH	ɖàŋ	ɖàŋ	ɖiaŋʰ	ɖiᴇŋ˥˩
2980		遉	丑鄭	徹	開	三		清	清	去	梗	去聲45勁	去聲24敬	trhiaengh	thriengh	thienq	trhjengH	ʈʰàŋ	ʈʰàŋ	ʈʰiaŋʰ	ʈʰiᴇŋ˥˩
2981		性	息正	心	開	三		清	清	去	梗	去聲45勁	去聲24敬	siaengh	siengh	sienq	sjengH	sjàŋ	sjàŋ	siaŋʰ	siᴇŋ˥˩
2982		令	力政	來	開	三		清	清	去	梗	去聲45勁	去聲24敬	liaengh	liengh	lienq	ljengH	làŋ	làŋ	ɭiaŋʰ	liᴇŋ˥˩
2983		聘	匹正	滂		三	A	清	清	去	梗	去聲45勁	去聲24敬	phiaengh	phjengh	phienq	phjiengH	pʰjàŋ	pʰjàŋ	pʰiaŋʰ	pʰiᴇŋ˥˩
2984		敻	休正	曉	合	三	A	清	清	去	梗	去聲45勁	去聲24敬	hwiaengh	hjyengh	xvenq	xjwiengH	xjwàŋ	xjwàŋ	xʷiaŋʰ	hʷiᴇŋ˥˩
2985		摒	畀政	幫		三	A	清	清	去	梗	去聲45勁	去聲24敬	piaengh	pjengh	pienq	pjiengH	pjàŋ	pjàŋ	piaŋʰ	piᴇŋ˥˩
2986		偋	防正	並		三	A	清	清	去	梗	去聲45勁	去聲24敬	biaengh	bjengh	bienq	bjiengH	bjàŋ	bjàŋ	biaŋʰ	biᴇŋ˥˩
2987		淨	疾政	從	開	三		清	清	去	梗	去聲45勁	去聲24敬	dziaengh	ziengh	dzienq	dzjengH	dzjàŋ	dzjàŋ	dziaŋʰ	dziᴇŋ˥˩
2988		盛	承正	常	開	三		清	清	去	梗	去聲45勁	去聲24敬	djiaengh	zjengh	zjenq	dzyengH	dʑàŋ	dʑàŋ	dʝiaŋʰ	dʑiᴇŋ˥˩
2989		詺	彌正	明		三	A	清	清	去	梗	去聲45勁	去聲24敬	miaengh	mjengh	mienq	mjiengH	mjàŋ	mjàŋ	miaŋʰ	miᴇŋ˥˩
2990		輕	墟正	溪	開	三	A	清	清	去	梗	去聲45勁	去聲24敬	khiaengh	khjengh	qienq	khjiengH	kʰjàŋ	kʰjàŋ	kʰiaŋʰ	kʰiᴇŋ˥˩
2991		𣢝	許令	曉	開	三	A	清	清	去	梗	去聲45勁	去聲24敬	hiaengh	hjengh	xienq	xjiengH	xjàŋ	xjàŋ	xiaŋʰ	hiᴇŋ˥˩
2992		精	子姓	精	開	三		清	清	去	梗	去聲45勁	去聲24敬	tsiaengh	ciengh	zienq	tsjengH	tsjàŋ	tsjàŋ	tsiaŋʰ	tsiᴇŋ˥˩
2993		徑	古定	見	開	四		青	青	去	梗	去聲46徑	去聲25徑	kengh	kengh	kenq	kengH	qèŋ	qèŋ	qɛŋʰ	keŋ˥˩
2994		寗	乃定	泥	開	四		青	青	去	梗	去聲46徑	去聲25徑	nengh	nengh	nenq	nengH	nèŋ	nèŋ	nɛŋʰ	neŋ˥˩
2995		腥	蘇佞	心	開	四		青	青	去	梗	去聲46徑	去聲25徑	sengh	sengh	senq	sengH	sèŋ	sèŋ	sɛŋʰ	seŋ˥˩
2996		脛	胡定	匣	開	四		青	青	去	梗	去聲46徑	去聲25徑	ghengh	ghengh	henq	hengH	ʁèŋ	ʁèŋ	ʁɛŋʰ	ɦeŋ˥˩
2997		定	徒徑	定	開	四		青	青	去	梗	去聲46徑	去聲25徑	dengh	dengh	denq	dengH	dèŋ	dèŋ	dɛŋʰ	deŋ˥˩
2998		矴	丁定	端	開	四		青	青	去	梗	去聲46徑	去聲25徑	tengh	tengh	tenq	tengH	tèŋ	tèŋ	tɛŋʰ	teŋ˥˩
2999		罄	苦定	溪	開	四		青	青	去	梗	去聲46徑	去聲25徑	khengh	khengh	qenq	khengH	qʰèŋ	qʰèŋ	qʰɛŋʰ	kʰeŋ˥˩
3000		聽	他定	透	開	四		青	青	去	梗	去聲46徑	去聲25徑	thengh	thengh	thenq	thengH	tʰèŋ	tʰèŋ	tʰɛŋʰ	tʰeŋ˥˩
3001		靘	千定	清	開	四		青	青	去	梗	去聲46徑	去聲25徑	tshengh	chengh	cenq	tshengH	tsʰèŋ	tsʰèŋ	tsʰɛŋʰ	tsʰeŋ˥˩
3002		䒌	莫定	明		四		青	青	去	梗	去聲46徑	去聲25徑	mengh	mengh	menq	mengH	ᵯèŋ	mèŋ	mɛŋʰ	meŋ˥˩
3003		鎣	烏定	影	合	四		青	青	去	梗	去聲46徑	去聲25徑	qwengh	quengh	uenq	'wengH	ʡwèŋ	ʡwèŋ	ʔʷɛŋʰ	ʔʷeŋ˥˩
3004		零	郎定	來	開	四		青	青	去	梗	去聲46徑	去聲25徑	lengh	lengh	lenq	lengH	ɫèŋ	ɫèŋ	lɛŋʰ	leŋ˥˩
3005		證	諸應	章	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	tjyngh	cjingh	tjonq	tsyingH	tɕɨ̀ŋ	tɕɨ̀ŋ	tçiɯŋʰ	tɕɨŋ˥˩
3006		孕	以證	以	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	jyngh	jingh	jonq	yingH	jɨ̀ŋ	jɨ̀ŋ	jiɯŋʰ	jɨŋ˥˩
3007		乗	實證	船	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	zjyngh	zsjingh	djonq	zyingH	ʑɨ̀ŋ	ʑɨ̀ŋ	ʝiɯŋʰ	ʑɨŋ˥˩
3008		認	而證	日	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	njyngh	njingh	ronq	nyingH	ɲɨ̀ŋ	ɲɨ̀ŋ	ɲiɯŋʰ	ȵɨŋ˥˩
3009		應	於證	影	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	qyngh	qingh	ionq	'ingH	ʔɨ̀ŋ	ʔɨ̀ŋ	ʔɯŋʰ	ʔɨŋ˥˩
3010		甑	子孕	精	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	tsyngh	cingh	zionq	tsingH	tsjɨ̀ŋ	tsjɨ̀ŋ	tsiɯŋʰ	tsɨŋ˥˩
3011		興	許應	曉	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	hyngh	hingh	xionq	xingH	xɨ̀ŋ	xɨ̀ŋ	xɯŋʰ	hɨŋ˥˩
3012		勝	詩證	書	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	sjyngh	sjingh	sjonq	syingH	ɕɨ̀ŋ	ɕɨ̀ŋ	çiɯŋʰ	ɕɨŋ˥˩
3013		瞪	丈證	澄	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	dryngh	dringh	dionq	dringH	ɖɨ̀ŋ	ɖɨ̀ŋ	ɖiɯŋʰ	ɖɨŋ˥˩
3014		𩜁	里甑	來	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	lyngh	lingh	lionq	lingH	lɨ̀ŋ	lɨ̀ŋ	ɭiɯŋʰ	lɨŋ˥˩
3015		凭	皮證	並		三		蒸	蒸	去	曾	去聲47證	去聲25徑	byingh	bingh	bionq	bingH	bɹɨ̀ŋ	bɹɨ̀ŋ	bi˞ ɯŋʰ	bɨŋ˥˩
3016		稱	昌孕	昌	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	tjhyngh	chjingh	tconq	tsyhingH	tɕʰɨ̀ŋ	tɕʰɨ̀ŋ	tçʰiɯŋʰ	tɕʰɨŋ˥˩
3017		凝	牛𩜁	疑	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	ngyngh	ngingh	ngionq	ngingH	ŋɨ̀ŋ	ŋɨ̀ŋ	ŋɯŋʰ	ŋɨŋ˥˩
3018		丞	常證	常	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	djyngh	zjingh	zjonq	dzyingH	dʑɨ̀ŋ	dʑɨ̀ŋ	dʝiɯŋʰ	dʑɨŋ˥˩
3019		覴	丑證	徹	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	trhyngh	thringh	thionq	trhingH	ʈʰɨ̀ŋ	ʈʰɨ̀ŋ	ʈʰiɯŋʰ	ʈʰɨŋ˥˩
3020		殑	其𩜁	羣	開	三		蒸	蒸	去	曾	去聲47證	去聲25徑	gyngh	gingh	gionq	gingH	ɡɨ̀ŋ	ɡɨ̀ŋ	ɡɯŋʰ	ɡɨŋ˥˩
3021		嶝	都鄧	端	開	一		登	登	去	曾	去聲48嶝	去聲25徑	teongh	tongh	tonq	tongH	tə̀ŋ	tə̀ŋ	tʌŋʰ	təŋ˥˩
3022		贈	昨亙	從	開	一		登	登	去	曾	去聲48嶝	去聲25徑	dzeongh	zongh	dzonq	dzongH	dzə̀ŋ	dzə̀ŋ	dzʌŋʰ	dzəŋ˥˩
3023		亘	古鄧	見	開	一		登	登	去	曾	去聲48嶝	去聲25徑	keongh	kongh	konq	kongH	qə̀ŋ	qə̀ŋ	qʌŋʰ	kəŋ˥˩
3024		蹭	千鄧	清	開	一		登	登	去	曾	去聲48嶝	去聲25徑	tsheongh	chongh	conq	tshongH	tsʰə̀ŋ	tsʰə̀ŋ	tsʰʌŋʰ	tsʰəŋ˥˩
3025		鄧	徒亙	定	開	一		登	登	去	曾	去聲48嶝	去聲25徑	deongh	dongh	donq	dongH	də̀ŋ	də̀ŋ	dʌŋʰ	dəŋ˥˩
3026		𢅴	武亙	明		一		登	登	去	曾	去聲48嶝	去聲25徑	meongh	mongh	monq	mongH	ᵯə̀ŋ	mə̀ŋ	mʌŋʰ	məŋ˥˩
3027		𥦜	方隥	幫		一		登	登	去	曾	去聲48嶝	去聲25徑	peongh	pongh	ponq	pongH	ᵱə̀ŋ	pə̀ŋ	pʌŋʰ	pəŋ˥˩
3028		倗	父鄧	並		一		登	登	去	曾	去聲48嶝	去聲25徑	beongh	bongh	bonq	bongH	ᵬə̀ŋ	bə̀ŋ	bʌŋʰ	bəŋ˥˩
3029		踜	魯鄧	來	開	一		登	登	去	曾	去聲48嶝	去聲25徑	leongh	longh	lonq	longH	ɫə̀ŋ	ɫə̀ŋ	lʌŋʰ	ləŋ˥˩
3030		增	子鄧	精	開	一		登	登	去	曾	去聲48嶝	去聲25徑	tseongh	congh	zonq	tsongH	tsə̀ŋ	tsə̀ŋ	tsʌŋʰ	tsəŋ˥˩
3031		𡬙	思贈	心	開	一		登	登	去	曾	去聲48嶝	去聲25徑	seongh	songh	sonq	songH	sə̀ŋ	sə̀ŋ	sʌŋʰ	səŋ˥˩
3032		𤃶	台鄧	透	開	一		登	登	去	曾	去聲48嶝	去聲25徑	theongh	thongh	thonq	thongH	tʰə̀ŋ	tʰə̀ŋ	tʰʌŋʰ	tʰəŋ˥˩
3033		宥	于救	云		三		尤	尤	去	流	去聲49宥	去聲26宥	uh	iuh	hiow	hjuwH	wù	wù	wuʰ	ɦɨu˥˩
3034		救	居祐	見		三		尤	尤	去	流	去聲49宥	去聲26宥	kuh	kiuh	kiow	kjuwH	kù	kj̈ù	kuʰ	kɨu˥˩
3035		胄	直祐	澄		三		尤	尤	去	流	去聲49宥	去聲26宥	druh	driuh	diow	drjuwH	ɖù	ɖù	ɖuʰ	ɖɨu˥˩
3036		晝	陟救	知		三		尤	尤	去	流	去聲49宥	去聲26宥	truh	triuh	tiow	trjuwH	ʈù	ʈù	ʈuʰ	ʈɨu˥˩
3037		狩	舒救	書		三		尤	尤	去	流	去聲49宥	去聲26宥	sjuh	sjuh	sjow	syuwH	ɕù	ɕù	çuʰ	ɕɨu˥˩
3038		臭	尺救	昌		三		尤	尤	去	流	去聲49宥	去聲26宥	tjhuh	chjuh	tcow	tsyhuwH	tɕʰù	tɕʰù	tçʰuʰ	tɕʰɨu˥˩
3039		岫	似祐	邪		三		尤	尤	去	流	去聲49宥	去聲26宥	zuh	zsiuh	sziow	zjuwH	zjù	zjù	zuʰ	zɨu˥˩
3040		齅	許救	曉		三		尤	尤	去	流	去聲49宥	去聲26宥	huh	hiuh	xiow	xjuwH	xù	xj̈ù	xuʰ	hɨu˥˩
3041		呪	職救	章		三		尤	尤	去	流	去聲49宥	去聲26宥	tjuh	cjuh	tjow	tsyuwH	tɕù	tɕù	tçuʰ	tɕɨu˥˩
3042		舊	巨救	羣		三		尤	尤	去	流	去聲49宥	去聲26宥	guh	giuh	giow	gjuwH	ɡù	ɡj̈ù	ɡuʰ	ɡɨu˥˩
3043		𤸃	所祐	生		三		尤	尤	去	流	去聲49宥	去聲26宥	sruh	sriuh	show	srjuwH	ʂù	ʂù	ʂɻuʰ	ʂɨu˥˩
3044		皺	側救	莊		三		尤	尤	去	流	去聲49宥	去聲26宥	tsruh	criuh	trow	tsrjuwH	tʂù	tʂù	tʂɻuʰ	tʂɨu˥˩
3045		副	敷救	滂		三		尤	尤	去	流	去聲49宥	去聲26宥	phuh	phiuh	phiow	phjuwH	pʰù	pʰʋù	pʰuʰ	pʰɨu˥˩
3046		簉	初救	初		三		尤	尤	去	流	去聲49宥	去聲26宥	tsrhuh	chriuh	chow	tsrhjuwH	tʂʰù	tʂʰù	tʂʰɻuʰ	tʂʰɨu˥˩
3047		富	方副	幫		三		尤	尤	去	流	去聲49宥	去聲26宥	puh	piuh	piow	pjuwH	pù	pʋù	puʰ	pɨu˥˩
3048		畜	丑救	徹		三		尤	尤	去	流	去聲49宥	去聲26宥	trhuh	thriuh	thiow	trhjuwH	ʈʰù	ʈʰù	ʈʰuʰ	ʈʰɨu˥˩
3049		溜	力救	來		三		尤	尤	去	流	去聲49宥	去聲26宥	luh	liuh	liow	ljuwH	lù	lù	ɭuʰ	lɨu˥˩
3050		秀	息救	心		三		尤	尤	去	流	去聲49宥	去聲26宥	suh	siuh	siow	sjuwH	sjù	sjù	suʰ	sɨu˥˩
3051		僦	即就	精		三		尤	尤	去	流	去聲49宥	去聲26宥	tsuh	ciuh	ziow	tsjuwH	tsjù	tsjù	tsuʰ	tsɨu˥˩
3052		驟	鋤祐	崇		三		尤	尤	去	流	去聲49宥	去聲26宥	dzruh	zriuh	drow	dzrjuwH	dʐù	dʐù	dʐɻuʰ	dʐɨu˥˩
3053		就	疾僦	從		三		尤	尤	去	流	去聲49宥	去聲26宥	dzuh	ziuh	dziow	dzjuwH	dzjù	dzjù	dzuʰ	dzɨu˥˩
3054		糅	女救	孃		三		尤	尤	去	流	去聲49宥	去聲26宥	nruh	nriuh	niow	nrjuwH	ɳù	ɳù	ɳuʰ	ɳɨu˥˩
3055		復	扶富	並		三		尤	尤	去	流	去聲49宥	去聲26宥	buh	biuh	biow	bjuwH	bù	bʋù	buʰ	bɨu˥˩
3056		狖	余救	以		三		尤	尤	去	流	去聲49宥	去聲26宥	juh	juh	jow	yuwH	jù	jù	juʰ	jɨu˥˩
3057		授	承呪	常		三		尤	尤	去	流	去聲49宥	去聲26宥	djuh	zjuh	zjow	dzyuwH	dʑù	dʑù	dʝuʰ	dʑɨu˥˩
3058		輮	人又	日		三		尤	尤	去	流	去聲49宥	去聲26宥	njuh	njuh	row	nyuwH	ɲù	ɲù	ɲuʰ	ȵɨu˥˩
3059		莓	亡救	明		三		尤	尤	去	流	去聲49宥	去聲26宥	muh	miuh	miow	mjuwH	ᵯù	mù	muʰ	mɨu˥˩
3060		𪖐	牛救	疑		三		尤	尤	去	流	去聲49宥	去聲26宥	nguh	ngiuh	ngiow	ngjuwH	ŋù	ŋj̈ù	ŋuʰ	ŋɨu˥˩
3061		𪖛	丘救	溪		三		尤	尤	去	流	去聲49宥	去聲26宥	khuh	khiuh	qiow	khjuwH	kʰù	kʰj̈ù	kʰuʰ	kʰɨu˥˩
3062		䞭	七溜	清		三		尤	尤	去	流	去聲49宥	去聲26宥	tshuh	chiuh	ciow	tshjuwH	tsʰjù	tsʰjù	tsʰuʰ	tsʰɨu˥˩
3063		𠋫	胡遘	匣		一		侯	侯	去	流	去聲50候	去聲26宥	ghouh	ghuh	how	huwH	ʁù	ʁù	ʁᵒuʰ	ɦu˥˩
3064		𡨥	苦候	溪		一		侯	侯	去	流	去聲50候	去聲26宥	khouh	khuh	qow	khuwH	qʰù	qʰù	qʰᵒuʰ	kʰu˥˩
3065		茂	莫候	明		一		侯	侯	去	流	去聲50候	去聲26宥	mouh	muh	mow	muwH	ᵯù	mù	mᵒuʰ	mu˥˩
3066		仆	匹候	滂		一		侯	侯	去	流	去聲50候	去聲26宥	phouh	phuh	phow	phuwH	ᵱʰù	pʰù	pʰᵒuʰ	pʰu˥˩
3067		豆	徒候	定		一		侯	侯	去	流	去聲50候	去聲26宥	douh	duh	dow	duwH	dù	dù	dᵒuʰ	du˥˩
3068		鬥	都豆	端		一		侯	侯	去	流	去聲50候	去聲26宥	touh	tuh	tow	tuwH	tù	tù	tᵒuʰ	tu˥˩
3069		槈	奴豆	泥		一		侯	侯	去	流	去聲50候	去聲26宥	nouh	nuh	now	nuwH	nù	nù	nᵒuʰ	nu˥˩
3070		瘶	蘇奏	心		一		侯	侯	去	流	去聲50候	去聲26宥	souh	suh	sow	suwH	sù	sù	sᵒuʰ	su˥˩
3071		奏	則候	精		一		侯	侯	去	流	去聲50候	去聲26宥	tsouh	cuh	zow	tsuwH	tsù	tsù	tsᵒuʰ	tsu˥˩
3072		透	他候	透		一		侯	侯	去	流	去聲50候	去聲26宥	thouh	thuh	thow	thuwH	tʰù	tʰù	tʰᵒuʰ	tʰu˥˩
3073		漚	烏候	影		一		侯	侯	去	流	去聲50候	去聲26宥	qouh	quh	ow	'uwH	ʡù	ʡù	ʔᵒuʰ	ʔu˥˩
3074		遘	古候	見		一		侯	侯	去	流	去聲50候	去聲26宥	kouh	kuh	kow	kuwH	qù	qù	qᵒuʰ	ku˥˩
3075		輳	倉奏	清		一		侯	侯	去	流	去聲50候	去聲26宥	tshouh	chuh	cow	tshuwH	tsʰù	tsʰù	tsʰᵒuʰ	tsʰu˥˩
3076		陋	盧候	來		一		侯	侯	去	流	去聲50候	去聲26宥	louh	luh	low	luwH	ɫù	ɫù	lᵒuʰ	lu˥˩
3077		蔻	呼漏	曉		一		侯	侯	去	流	去聲50候	去聲26宥	houh	huh	xow	xuwH	χù	χù	χᵒuʰ	hu˥˩
3078		䏽	蒲候	並		一		侯	侯	去	流	去聲50候	去聲26宥	bouh	buh	bow	buwH	ᵬù	bù	bᵒuʰ	bu˥˩
3079		偶	五遘	疑		一		侯	侯	去	流	去聲50候	去聲26宥	ngouh	nguh	ngow	nguwH	ɴù	ɴù	ɴᵒuʰ	ŋu˥˩
3080		㔌	才奏	從		一		侯	侯	去	流	去聲50候	去聲26宥	dzouh	zuh	dzow	dzuwH	dzù	dzù	dzᵒuʰ	dzu˥˩
3081		幼	伊謬	影	開	三		幽	幽	去	流	去聲51幼	去聲26宥	qiwh	qyh	yw	'jiwH	ʔìw	ʔìw	ʔiuʰ	ʔiu˥˩
3082		謬	靡幼	明		三		幽	幽	去	流	去聲51幼	去聲26宥	myiwh	myh	myw	mjiwH	mɹìw	mɹìw	miuʰ	miu˥˩
3083		䠗	丘謬	溪	開	三		幽	幽	去	流	去聲51幼	去聲26宥	khiwh	khyh	qyw	khjiwH	kʰìw	kʰìw	kʰiuʰ	kʰiu˥˩
3084		𧾻	巨幼	羣	開	三		幽	幽	去	流	去聲51幼	去聲26宥	giwh	gyh	gyw	gjiwH	ɡìw	ɡìw	ɡiuʰ	ɡiu˥˩
3085		沁	七鴆	清	開	三		侵	侵	去	深	去聲52沁	去聲27沁	tshimh	chimh	cimm	tshimH	tsʰìm	tsʰìm	tsʰimʰ	tsʰim˥˩
3086		浸	子鴆	精	開	三		侵	侵	去	深	去聲52沁	去聲27沁	tsimh	cimh	zimm	tsimH	tsìm	tsìm	tsimʰ	tsim˥˩
3087		妊	汝鴆	日	開	三		侵	侵	去	深	去聲52沁	去聲27沁	njimh	njimh	rimm	nyimH	ɲìm	ɲìm	ɲimʰ	ȵim˥˩
3088		鴆	直禁	澄	開	三		侵	侵	去	深	去聲52沁	去聲27沁	drimh	drimh	dymm	drimH	ɖìm	ɖìm	ɖimʰ	ɖim˥˩
3089		枕	之任	章	開	三		侵	侵	去	深	去聲52沁	去聲27沁	tjimh	cjimh	tjimm	tsyimH	tɕìm	tɕìm	tçimʰ	tɕim˥˩
3090		𦧈	巨禁	羣	開	三	B	侵	侵	去	深	去聲52沁	去聲27沁	gyimh	gimh	gymm	gimH	ɡɹìm	ɡɹìm	ɡɯmʰ	ɡɣim˥˩
