"汉字"	"拼音"	"IPA"	"注释"	""	"声调"	"调值"	"编号"	"缺音字"	"说明：整理自《闽南方言大词典》《漳州市志•方言》"
"恩"	"in1"	"in44"	""	""	""	""	""	""	""
"彬"	"pin1"	"pin44"	""	""	""	""	""	""	""
"賓"	"pin1"	"pin44"	""	""	""	""	""	""	""
"檳"	"pin1"	"pin44"	""	""	""	""	""	""	""
"殯"	"pin5"	"pin21"	""	""	""	""	""	""	""
"殯"	"pin1"	"pin44"	""	""	""	""	""	""	""
"貧"	"pin2"	"pin13"	""	""	""	""	""	""	""
"頻"	"pin2"	"pin13"	""	""	""	""	""	""	""
"牝"	"pin6"	"pin22"	""	""	""	""	""	""	""
"閩"	"ban2"	"ban13"	"白"	""	""	""	""	""	""
"閩"	"bin2"	"bin13"	"文"	""	""	""	""	""	""
"民"	"bin2"	"bin13"	""	""	""	""	""	""	""
"泯"	"bin2"	"bin13"	""	""	""	""	""	""	""
"泯"	"bin3"	"bin53"	""	""	""	""	""	""	""
"敏"	"bin3"	"bin53"	""	""	""	""	""	""	""
"憫"	"bin3"	"bin53"	""	""	""	""	""	""	""
"鄰"	"lin2"	"lin13"	""	""	""	""	""	""	""
"鱗"	"lan2"	"lan13"	"白"	""	""	""	""	""	""
"鱗"	"lin2"	"lin13"	"文"	""	""	""	""	""	""
"磷"	"lin2"	"lin13"	""	""	""	""	""	""	""
"吝"	"lin6"	"lin22"	""	""	""	""	""	""	""
"津"	"tsin1"	"tsin44"	""	""	""	""	""	""	""
"盡"	"tsin6"	"tsin22"	""	""	""	""	""	""	""
"進"	"tsin5"	"tsin21"	""	""	""	""	""	""	""
"晉"	"tsin5"	"tsin21"	""	""	""	""	""	""	""
"親"	"tsheenn1"	"tsʰɛ̃44"	"白"	""	""	""	""	""	""
"親"	"tshin1"	"tsʰin44"	"文"	""	""	""	""	""	""
"秦"	"tsin2"	"tsin13"	""	""	""	""	""	""	""
"辛"	"sin1"	"sin44"	""	""	""	""	""	""	""
"新"	"sin1"	"sin44"	""	""	""	""	""	""	""
"薪"	"sin1"	"sin44"	""	""	""	""	""	""	""
"信"	"sin5"	"sin21"	""	""	""	""	""	""	""
"訊"	"sin5"	"sin21"	""	""	""	""	""	""	""
"珍"	"tin1"	"tin44"	""	""	""	""	""	""	""
"珍"	"tsin1"	"tsin44"	""	""	""	""	""	""	""
"鎮"	"tin5"	"tin21"	""	""	""	""	""	""	""
"趁"	"than5"	"tʰan21"	"白"	""	""	""	""	""	""
"趁"	"thin5"	"tʰin21"	"文"	""	""	""	""	""	""
"陳"	"tan2"	"tan13"	"白"	""	""	""	""	""	""
"陳"	"tin2"	"tin13"	"文"	""	""	""	""	""	""
"塵"	"thun2"	"tʰun13"	"白"	""	""	""	""	""	""
"塵"	"tin2"	"tin13"	"文"	""	""	""	""	""	""
"陣"	"tsun6"	"tsun22"	"白"	""	""	""	""	""	""
"陣"	"tin6"	"tin22"	"文"	""	""	""	""	""	""
"榛"	"tsin1"	"tsin44"	""	""	""	""	""	""	""
"臻"	"tsin1"	"tsin44"	""	""	""	""	""	""	""
"襯"	"tshan5"	"tsʰan21"	"白"	""	""	""	""	""	""
"襯"	"tshin5"	"tsʰin21"	"文"	""	""	""	""	""	""
"真"	"tsin1"	"tsin44"	""	""	""	""	""	""	""
"診"	"tsin3"	"tsin53"	""	""	""	""	""	""	""
"疹"	"tsin3"	"tsin53"	""	""	""	""	""	""	""
"振"	"tin3"	"tin53"	""	""	""	""	""	""	""
"振"	"tsin3"	"tsin53"	""	""	""	""	""	""	""
"震"	"tsin3"	"tsin53"	""	""	""	""	""	""	""
"娠"	"sin1"	"sin44"	""	""	""	""	""	""	""
"神"	"sin2"	"sin13"	""	""	""	""	""	""	""
"身"	"sin1"	"sin44"	""	""	""	""	""	""	""
"申"	"tshun1"	"tsʰun44"	"白"	""	""	""	""	""	""
"申"	"sin1"	"sin44"	"文"	""	""	""	""	""	""
"伸"	"tshun1"	"tsʰun44"	"白"	""	""	""	""	""	""
"伸"	"sin1"	"sin44"	"文"	""	""	""	""	""	""
"辰"	"sin2"	"sin13"	""	""	""	""	""	""	""
"晨"	"sin2"	"sin13"	""	""	""	""	""	""	""
"臣"	"sin2"	"sin13"	""	""	""	""	""	""	""
"腎"	"sian6"	"sian22"	"白"	""	""	""	""	""	""
"腎"	"sin6"	"sin22"	"文"	""	""	""	""	""	""
"慎"	"sin6"	"sin22"	""	""	""	""	""	""	""
"人"	"dzin2"	"dzin13"	""	""	""	""	""	""	""
"仁"	"dzin2"	"dzin13"	""	""	""	""	""	""	""
"忍"	"dzim3"	"dzim53"	""	""	""	""	""	""	""
"認"	"dzin6"	"dzin22"	""	""	""	""	""	""	""
"刃"	"dzin6"	"dzin22"	""	""	""	""	""	""	""
"刃"	"dzim6"	"dzim22"	""	""	""	""	""	""	""
"巾"	"kin1"	"kin44"	""	""	""	""	""	""	""
"緊"	"kin3"	"kin53"	""	""	""	""	""	""	""
"僅"	"kin3"	"kin53"	""	""	""	""	""	""	""
"僅"	"kin6"	"kin22"	""	""	""	""	""	""	""
"銀"	"gin2"	"ɡin13"	""	""	""	""	""	""	""
"釁"	"hin5"	"hin21"	""	""	""	""	""	""	""
"釁"	"hun5"	"hun21"	""	""	""	""	""	""	""
"因"	"in1"	"in44"	""	""	""	""	""	""	""
"姻"	"in1"	"in44"	""	""	""	""	""	""	""
"印"	"in5"	"in21"	""	""	""	""	""	""	""
"寅"	"in2"	"in13"	""	""	""	""	""	""	""
"引"	"inn3"	"ĩ53"	"白"	""	""	""	""	""	""
"引"	"in3"	"in53"	"文"	""	""	""	""	""	""
"斤"	"kin1"	"kin44"	""	""	""	""	""	""	""
"筋"	"kin1"	"kin44"	""	""	""	""	""	""	""
"謹"	"kin3"	"kin53"	""	""	""	""	""	""	""
"勁"	"king5"	"kiŋ21"	""	""	""	""	""	""	""
"勤"	"khin2"	"kʰin13"	""	""	""	""	""	""	""
"芹"	"khin2"	"kʰin13"	""	""	""	""	""	""	""
"近"	"kin6"	"kin22"	""	""	""	""	""	""	""
"欣"	"him1"	"him44"	""	""	""	""	""	""	""
"殷"	"in1"	"in44"	""	""	""	""	""	""	""
"隱"	"in3"	"in53"	""	""	""	""	""	""	""
"筆"	"pit7"	"pit32"	""	""	""	""	""	""	""
"畢"	"pit7"	"pit32"	""	""	""	""	""	""	""
"必"	"pit7"	"pit32"	""	""	""	""	""	""	""
"匹"	"phit7"	"pʰit32"	""	""	""	""	""	""	""
"匹"	"phik7"	"pʰik32"	""	""	""	""	""	""	""
"弼"	"pit8"	"pit121"	""	""	""	""	""	""	""
"密"	"ba6"	"ba22"	"俗"	""	""	""	""	""	""
"密"	"bat8"	"bat121"	"白"	""	""	""	""	""	""
"密"	"bit8"	"bit121"	"文"	""	""	""	""	""	""
"蜜"	"bit8"	"bit121"	""	""	""	""	""	""	""
"昵"	"lit8"	"lit121"	""	""	""	""	""	""	""
"栗"	"lat8"	"lat121"	"白"	""	""	""	""	""	""
"栗"	"lit8"	"lit121"	"文"	""	""	""	""	""	""
"七"	"tshit7"	"tsʰit32"	""	""	""	""	""	""	""
"漆"	"tshat7"	"tsʰat32"	"白"	""	""	""	""	""	""
"漆"	"tshit7"	"tsʰit32"	"文"	""	""	""	""	""	""
"疾"	"tsit8"	"tsit121"	""	""	""	""	""	""	""
"悉"	"sik7"	"sik32"	"白"	""	""	""	""	""	""
"悉"	"sit7"	"sit32"	"文"	""	""	""	""	""	""
"膝"	"sit7"	"sit32"	""	""	""	""	""	""	""
"窒"	"that7"	"tʰat32"	"白"	""	""	""	""	""	""
"窒"	"tit7"	"tit32"	"文"	""	""	""	""	""	""
"窒"	"tsit7"	"tsit32"	"文"	""	""	""	""	""	""
"侄"	"tit8"	"tit121"	""	""	""	""	""	""	""
"秩"	"tiat8"	"tiat121"	""	""	""	""	""	""	""
"瑟"	"sik7"	"sik32"	"白"	""	""	""	""	""	""
"瑟"	"sit7"	"sit32"	"文"	""	""	""	""	""	""
"虱"	"siat7"	"siat32"	"白"	""	""	""	""	""	""
"虱"	"sit7"	"sit32"	"文"	""	""	""	""	""	""
"質"	"tsit7"	"tsit32"	""	""	""	""	""	""	""
"實"	"tsat8"	"tsat121"	"白"	""	""	""	""	""	""
"實"	"sit8"	"sit121"	"文"	""	""	""	""	""	""
"失"	"sit7"	"sit32"	""	""	""	""	""	""	""
"室"	"sik7"	"sik32"	"白"	""	""	""	""	""	""
"室"	"sit7"	"sit32"	"文"	""	""	""	""	""	""
"日"	"dzit8"	"dzit121"	""	""	""	""	""	""	""
"吉"	"kit7"	"kit32"	""	""	""	""	""	""	""
"詰"	"khiat7"	"kʰiat32"	""	""	""	""	""	""	""
"一"	"it7"	"it32"	""	""	""	""	""	""	""
"乙"	"it7"	"it32"	""	""	""	""	""	""	""
"逸"	"ik8"	"ik121"	"白"	""	""	""	""	""	""
"逸"	"it8"	"it121"	"文"	""	""	""	""	""	""
"訖"	"git7"	"ɡit32"	""	""	""	""	""	""	""
"乞"	"khit7"	"kʰit32"	""	""	""	""	""	""	""
"迄"	"hit7"	"hit32"	""	""	""	""	""	""	""
"迄"	"git7"	"ɡit32"	""	""	""	""	""	""	""
"奔"	"phun1"	"pʰun44"	""	""	""	""	""	""	""
"本"	"pun3"	"pun53"	""	""	""	""	""	""	""
"噴"	"phun5"	"pʰun21"	""	""	""	""	""	""	""
"盆"	"phun2"	"pʰun13"	""	""	""	""	""	""	""
"笨"	"pun6"	"pun22"	""	""	""	""	""	""	""
"門"	"muinn2"	"muĩ13"	"白"	""	""	""	""	""	""
"門"	"bun2"	"bun13"	"文"	""	""	""	""	""	""
"悶"	"bun6"	"bun22"	""	""	""	""	""	""	""
"敦"	"tun1"	"tun44"	""	""	""	""	""	""	""
"墩"	"tun1"	"tun44"	""	""	""	""	""	""	""
"頓"	"tuinn5"	"tuĩ21"	"白"	""	""	""	""	""	""
"頓"	"tun5"	"tun21"	"文"	""	""	""	""	""	""
"褪"	"thuinn5"	"tʰuĩ21"	"白"	""	""	""	""	""	""
"褪"	"thun5"	"tʰun21"	"文"	""	""	""	""	""	""
"褪"	"the5"	"tʰe21"	""	""	""	""	""	""	""
"褪"	"thue5"	"tʰue21"	""	""	""	""	""	""	""
"屯"	"thun2"	"tʰun13"	""	""	""	""	""	""	""
"豚"	"thun2"	"tʰun13"	""	""	""	""	""	""	""
"飩"	"tun5"	"tun21"	""	""	""	""	""	""	""
"飩"	"tun6"	"tun22"	""	""	""	""	""	""	""
"臀"	"thun2"	"tʰun13"	""	""	""	""	""	""	""
"囤"	"tun6"	"tun22"	""	""	""	""	""	""	""
"囤"	"thun2"	"tʰun13"	""	""	""	""	""	""	""
"沌"	"tun6"	"tun22"	""	""	""	""	""	""	""
"盾"	"tun3"	"tun53"	""	""	""	""	""	""	""
"鈍"	"tun1"	"tun44"	""	""	""	""	""	""	""
"鈍"	"tun6"	"tun22"	""	""	""	""	""	""	""
"遁"	"tun6"	"tun22"	""	""	""	""	""	""	""
"嫩"	"lun6"	"lun22"	""	""	""	""	""	""	""
"崙"	"lun2"	"lun13"	""	""	""	""	""	""	""
"崙"	"lun6"	"lun22"	""	""	""	""	""	""	""
"侖"	"lun2"	"lun13"	""	""	""	""	""	""	""
"論"	"lun6"	"lun22"	""	""	""	""	""	""	""
"尊"	"tsun1"	"tsun44"	""	""	""	""	""	""	""
"村"	"tshuan1"	"tsʰuan44"	"白"	""	""	""	""	""	""
"村"	"tshun1"	"tsʰun44"	"文"	""	""	""	""	""	""
"忖"	"tshun3"	"tsʰun53"	""	""	""	""	""	""	""
"寸"	"tshun5"	"tsʰun21"	""	""	""	""	""	""	""
"存"	"tsun2"	"tsun13"	""	""	""	""	""	""	""
"蹲"	"tun1"	"tun44"	""	""	""	""	""	""	""
"孫"	"suinn1"	"suĩ44"	"白"	""	""	""	""	""	""
"孫"	"sun1"	"sun44"	"文"	""	""	""	""	""	""
"損"	"suinn3"	"suĩ53"	"白"	""	""	""	""	""	""
"損"	"sun3"	"sun53"	"文"	""	""	""	""	""	""
"遜"	"sun5"	"sun21"	""	""	""	""	""	""	""
"昆"	"khun1"	"kʰun44"	""	""	""	""	""	""	""
"崑"	"khun1"	"kʰun44"	""	""	""	""	""	""	""
"滾"	"kun3"	"kun53"	""	""	""	""	""	""	""
"棍"	"kun5"	"kun21"	""	""	""	""	""	""	""
"坤"	"khun1"	"kʰun44"	""	""	""	""	""	""	""
"捆"	"khun3"	"kʰun53"	""	""	""	""	""	""	""
"困"	"khun5"	"kʰun21"	""	""	""	""	""	""	""
"昏"	"huinn1"	"huĩ44"	"白"	""	""	""	""	""	""
"昏"	"hun1"	"hun44"	"文"	""	""	""	""	""	""
"婚"	"hun1"	"hun44"	""	""	""	""	""	""	""
"魂"	"hun2"	"hun13"	""	""	""	""	""	""	""
"餛"	"hun2"	"hun13"	""	""	""	""	""	""	""
"混"	"hun6"	"hun22"	""	""	""	""	""	""	""
"渾"	"hun2"	"hun13"	""	""	""	""	""	""	""
"温"	"un1"	"un44"	""	""	""	""	""	""	""
"瘟"	"un1"	"un44"	""	""	""	""	""	""	""
"穩"	"un3"	"un53"	""	""	""	""	""	""	""
"倫"	"lun2"	"lun13"	""	""	""	""	""	""	""
"淪"	"lun2"	"lun13"	""	""	""	""	""	""	""
"輪"	"lun2"	"lun13"	""	""	""	""	""	""	""
"遵"	"tsun1"	"tsun44"	""	""	""	""	""	""	""
"俊"	"tsun5"	"tsun21"	""	""	""	""	""	""	""
"竣"	"tsun5"	"tsun21"	""	""	""	""	""	""	""
"皴"	"tshun1"	"tsʰun44"	""	""	""	""	""	""	""
"荀"	"sun2"	"sun13"	""	""	""	""	""	""	""
"詢"	"sun1"	"sun44"	""	""	""	""	""	""	""
"詢"	"sun2"	"sun13"	""	""	""	""	""	""	""
"筍"	"sun3"	"sun53"	""	""	""	""	""	""	""
"迅"	"sin5"	"sin21"	""	""	""	""	""	""	""
"浚"	"tsun5"	"tsun21"	""	""	""	""	""	""	""
"旬"	"sun2"	"sun13"	""	""	""	""	""	""	""
"循"	"sun2"	"sun13"	""	""	""	""	""	""	""
"巡"	"sun2"	"sun13"	""	""	""	""	""	""	""
"殉"	"sun6"	"sun22"	""	""	""	""	""	""	""
"椿"	"thun1"	"tʰun44"	""	""	""	""	""	""	""
"諄"	"tsun1"	"tsun44"	""	""	""	""	""	""	""
"肫"	"tsun1"	"tsun44"	""	""	""	""	""	""	""
"準"	"tsun3"	"tsun53"	""	""	""	""	""	""	""
"准"	"tsun3"	"tsun53"	""	""	""	""	""	""	""
"春"	"tshun1"	"tsʰun44"	""	""	""	""	""	""	""
"蠢"	"thun3"	"tʰun53"	"白"	""	""	""	""	""	""
"蠢"	"tshun3"	"tsʰun53"	"文"	""	""	""	""	""	""
"唇"	"tun2"	"tun13"	"白"	""	""	""	""	""	""
"唇"	"sun2"	"sun13"	"文"	""	""	""	""	""	""
"順"	"sun6"	"sun22"	""	""	""	""	""	""	""
"舜"	"sun5"	"sun21"	""	""	""	""	""	""	""
"瞬"	"sun5"	"sun21"	""	""	""	""	""	""	""
"純"	"sun2"	"sun13"	""	""	""	""	""	""	""
"醇"	"sun2"	"sun13"	""	""	""	""	""	""	""
"潤"	"lun6"	"lun22"	""	""	""	""	""	""	""
"閏"	"lun6"	"lun22"	""	""	""	""	""	""	""
"均"	"kun1"	"kun44"	""	""	""	""	""	""	""
"鈞"	"kin1"	"kin44"	""	""	""	""	""	""	""
"菌"	"khun3"	"kʰun53"	""	""	""	""	""	""	""
"窘"	"kun6"	"kun22"	""	""	""	""	""	""	""
"窘"	"khun3"	"kʰun53"	""	""	""	""	""	""	""
"隕"	"un3"	"un53"	""	""	""	""	""	""	""
"匀"	"in2"	"in13"	""	""	""	""	""	""	""
"允"	"in3"	"in53"	""	""	""	""	""	""	""
"尹"	"in3"	"in53"	""	""	""	""	""	""	""
"分"	"hun6"	"hun22"	""	""	""	""	""	""	""
"分"	"pun1"	"pun44"	"白"	""	""	""	""	""	""
"分"	"hun1"	"hun44"	"文"	""	""	""	""	""	""
"粉"	"hun3"	"hun53"	""	""	""	""	""	""	""
"糞"	"pun5"	"pun21"	"白"	""	""	""	""	""	""
"糞"	"hun5"	"hun21"	"文"	""	""	""	""	""	""
"奮"	"hun5"	"hun21"	""	""	""	""	""	""	""
"芬"	"hun1"	"hun44"	""	""	""	""	""	""	""
"紛"	"hun1"	"hun44"	""	""	""	""	""	""	""
"忿"	"hun5"	"hun21"	""	""	""	""	""	""	""
"墳"	"hun2"	"hun13"	""	""	""	""	""	""	""
"焚"	"hun2"	"hun13"	""	""	""	""	""	""	""
"憤"	"hun3"	"hun53"	""	""	""	""	""	""	""
"憤"	"hun5"	"hun21"	""	""	""	""	""	""	""
"份"	"hun6"	"hun22"	""	""	""	""	""	""	""
"文"	"bun2"	"bun13"	""	""	""	""	""	""	""
"紋"	"bun2"	"bun13"	""	""	""	""	""	""	""
"蚊"	"bun2"	"bun13"	""	""	""	""	""	""	""
"聞"	"bun2"	"bun13"	""	""	""	""	""	""	""
"吻"	"bun3"	"bun53"	""	""	""	""	""	""	""
"刎"	"bun3"	"bun53"	""	""	""	""	""	""	""
"問"	"muinn6"	"muĩ22"	"白"	""	""	""	""	""	""
"問"	"bun6"	"bun22"	"文"	""	""	""	""	""	""
"君"	"kun1"	"kun44"	""	""	""	""	""	""	""
"軍"	"kun1"	"kun44"	""	""	""	""	""	""	""
"群"	"kun2"	"kun13"	""	""	""	""	""	""	""
"裙"	"kun2"	"kun13"	""	""	""	""	""	""	""
"郡"	"kun6"	"kun22"	""	""	""	""	""	""	""
"熏"	"hun1"	"hun44"	""	""	""	""	""	""	""
"勛"	"hun1"	"hun44"	""	""	""	""	""	""	""
"薰"	"hun1"	"hun44"	""	""	""	""	""	""	""
"葷"	"hun1"	"hun44"	""	""	""	""	""	""	""
"訓"	"hun5"	"hun21"	""	""	""	""	""	""	""
"熨"	"ut7"	"ut32"	""	""	""	""	""	""	""
"雲"	"hun2"	"hun13"	"白"	""	""	""	""	""	""
"雲"	"in2"	"in13"	"文"	""	""	""	""	""	""
"雲"	"un2"	"un13"	"雲霄"	""	""	""	""	""	""
"云"	"in2"	"in13"	""	""	""	""	""	""	""
"韻"	"un6"	"un22"	""	""	""	""	""	""	""
"運"	"un6"	"un22"	""	""	""	""	""	""	""
"暈"	"un6"	"un22"	""	""	""	""	""	""	""
"不"	"put7"	"put32"	""	""	""	""	""	""	""
"勃"	"put8"	"put121"	""	""	""	""	""	""	""
"脖"	"put8"	"put121"	""	""	""	""	""	""	""
"沒"	"but8"	"but121"	""	""	""	""	""	""	""
"突"	"tut8"	"tut121"	""	""	""	""	""	""	""
"突"	"thut8"	"tʰut121"	""	""	""	""	""	""	""
"卒"	"tsut7"	"tsut32"	""	""	""	""	""	""	""
"猝"	"tsut7"	"tsut32"	""	""	""	""	""	""	""
"骨"	"kut7"	"kut32"	""	""	""	""	""	""	""
"窟"	"khut7"	"kʰut32"	""	""	""	""	""	""	""
"忽"	"hut7"	"hut32"	""	""	""	""	""	""	""
"核"	"hut8"	"hut121"	"白"	""	""	""	""	""	""
"核"	"hik8"	"hik121"	"文"	""	""	""	""	""	""
"律"	"lut8"	"lut121"	""	""	""	""	""	""	""
"率"	"lut8"	"lut121"	""	""	""	""	""	""	""
"戌"	"sut7"	"sut32"	""	""	""	""	""	""	""
"恤"	"sut7"	"sut32"	""	""	""	""	""	""	""
"絀"	"thut7"	"tʰut32"	""	""	""	""	""	""	""
"絀"	"tut7"	"tut32"	""	""	""	""	""	""	""
"蟀"	"sut7"	"sut32"	""	""	""	""	""	""	""
"率"	"sut7"	"sut32"	""	""	""	""	""	""	""
"出"	"tshut7"	"tsʰut32"	""	""	""	""	""	""	""
"術"	"sut8"	"sut121"	""	""	""	""	""	""	""
"述"	"sut8"	"sut121"	""	""	""	""	""	""	""
"秫"	"tsut8"	"tsut121"	"白"	""	""	""	""	""	""
"秫"	"sut8"	"sut121"	"文"	""	""	""	""	""	""
"橘"	"kit7"	"kit32"	""	""	""	""	""	""	""
"弗"	"hut7"	"hut32"	""	""	""	""	""	""	""
"拂"	"put7"	"put32"	"白"	""	""	""	""	""	""
"拂"	"hut7"	"hut32"	"文"	""	""	""	""	""	""
"佛"	"hut8"	"hut121"	""	""	""	""	""	""	""
"物"	"mih8"	"miʔ121"	"白"	""	""	""	""	""	""
"物"	"but8"	"but121"	"文"	""	""	""	""	""	""
"勿"	"but8"	"but121"	""	""	""	""	""	""	""
"屈"	"khut7"	"kʰut32"	""	""	""	""	""	""	""
"掘"	"kut8"	"kut121"	""	""	""	""	""	""	""
"倔"	"kut8"	"kut121"	""	""	""	""	""	""	""
"氯"	"lik8"	"lik121"	"白"	""	""	""	""	""	""
"氯"	"liak8"	"liak121"	"文"	""	""	""	""	""	""
"幫"	"png1"	"pŋ44"	"白"	""	""	""	""	""	""
"幫"	"poong1"	"pɔŋ44"	"文"	""	""	""	""	""	""
"幫"	"pang1"	"paŋ44"	"文"	""	""	""	""	""	""
"榜"	"png3"	"pŋ53"	"白"	""	""	""	""	""	""
"榜"	"poong3"	"pɔŋ53"	"文"	""	""	""	""	""	""
"謗"	"poong5"	"pɔŋ21"	""	""	""	""	""	""	""
"滂"	"poong2"	"pɔŋ13"	""	""	""	""	""	""	""
"旁"	"poong2"	"pɔŋ13"	""	""	""	""	""	""	""
"傍"	"png6"	"pŋ22"	"白"	""	""	""	""	""	""
"傍"	"poong6"	"pɔŋ22"	"文"	""	""	""	""	""	""
"忙"	"bang2"	"baŋ13"	"白"	""	""	""	""	""	""
"忙"	"boong2"	"bɔŋ13"	"文"	""	""	""	""	""	""
"芒"	"bang2"	"baŋ13"	"白"	""	""	""	""	""	""
"芒"	"boong2"	"bɔŋ13"	"文"	""	""	""	""	""	""
"茫"	"bang2"	"baŋ13"	"白"	""	""	""	""	""	""
"茫"	"boong2"	"bɔŋ13"	"文"	""	""	""	""	""	""
"莽"	"boong3"	"bɔŋ53"	""	""	""	""	""	""	""
"當"	"tng1"	"tŋ44"	"白"	""	""	""	""	""	""
"當"	"toong1"	"tɔŋ44"	"文"	""	""	""	""	""	""
"黨"	"toong3"	"tɔŋ53"	""	""	""	""	""	""	""
"擋"	"toong5"	"tɔŋ21"	"俗"	""	""	""	""	""	""
"擋"	"toong3"	"tɔŋ53"	""	""	""	""	""	""	""
"當"	"tng5"	"tŋ21"	"白"	""	""	""	""	""	""
"當"	"toong5"	"tɔŋ21"	"文"	""	""	""	""	""	""
"湯"	"thng1"	"tʰŋ44"	"白"	""	""	""	""	""	""
"湯"	"thoong1"	"tʰɔŋ44"	"文"	""	""	""	""	""	""
"倘"	"thoong3"	"tʰɔŋ53"	""	""	""	""	""	""	""
"躺"	"thoong3"	"tʰɔŋ53"	""	""	""	""	""	""	""
"燙"	"thng5"	"tʰŋ21"	"白"	""	""	""	""	""	""
"燙"	"thoong5"	"tʰɔŋ21"	"文"	""	""	""	""	""	""
"堂"	"tng2"	"tŋ13"	"白"	""	""	""	""	""	""
"堂"	"toong2"	"tɔŋ13"	"文"	""	""	""	""	""	""
"唐"	"tng2"	"tŋ13"	"白"	""	""	""	""	""	""
"唐"	"toong2"	"tɔŋ13"	"文"	""	""	""	""	""	""
"糖"	"thng2"	"tʰŋ13"	"白"	""	""	""	""	""	""
"糖"	"toong2"	"tɔŋ13"	"文"	""	""	""	""	""	""
"塘"	"tng2"	"tŋ13"	"白"	""	""	""	""	""	""
"塘"	"toong2"	"tɔŋ13"	"文"	""	""	""	""	""	""
"螳"	"toong2"	"tɔŋ13"	""	""	""	""	""	""	""
"蕩"	"tng6"	"tŋ22"	"白"	""	""	""	""	""	""
"蕩"	"toong6"	"tɔŋ22"	"文"	""	""	""	""	""	""
"宕"	"toong6"	"tɔŋ22"	""	""	""	""	""	""	""
"囊"	"loong2"	"lɔŋ13"	""	""	""	""	""	""	""
"曩"	"loong3"	"lɔŋ53"	""	""	""	""	""	""	""
"狼"	"loong2"	"lɔŋ13"	""	""	""	""	""	""	""
"廊"	"loong2"	"lɔŋ13"	""	""	""	""	""	""	""
"郎"	"nng2"	"nŋ13"	"白"	""	""	""	""	""	""
"郎"	"loong2"	"lɔŋ13"	"文"	""	""	""	""	""	""
"郎"	"lang2"	"laŋ13"	"文"	""	""	""	""	""	""
"螂"	"loong2"	"lɔŋ13"	""	""	""	""	""	""	""
"朗"	"loong3"	"lɔŋ53"	""	""	""	""	""	""	""
"浪"	"loong6"	"lɔŋ22"	""	""	""	""	""	""	""
"臧"	"tsoong1"	"tsɔŋ44"	""	""	""	""	""	""	""
"贓"	"tsng1"	"tsŋ44"	"白"	""	""	""	""	""	""
"贓"	"tsoong1"	"tsɔŋ44"	"文"	""	""	""	""	""	""
"髒"	"tsang1"	"tsaŋ44"	""	""	""	""	""	""	""
"葬"	"tsoong5"	"tsɔŋ21"	""	""	""	""	""	""	""
"倉"	"tshng1"	"tsʰŋ44"	"白"	""	""	""	""	""	""
"倉"	"tshoong1"	"tsʰɔŋ44"	"文"	""	""	""	""	""	""
"蒼"	"tshang1"	"tsʰaŋ44"	""	""	""	""	""	""	""
"蒼"	"tshoong1"	"tsʰɔŋ44"	""	""	""	""	""	""	""
"藏"	"tsoong2"	"tsɔŋ13"	""	""	""	""	""	""	""
"藏"	"tsoong6"	"tsɔŋ22"	""	""	""	""	""	""	""
"臓"	"tsng6"	"tsŋ22"	"白"	""	""	""	""	""	""
"臓"	"tsoong6"	"tsɔŋ22"	"文"	""	""	""	""	""	""
"桑"	"sng1"	"sŋ44"	"白"	""	""	""	""	""	""
"桑"	"soong1"	"sɔŋ44"	"文"	""	""	""	""	""	""
"喪"	"sng1"	"sŋ44"	"白"	""	""	""	""	""	""
"喪"	"soong1"	"sɔŋ44"	"文"	""	""	""	""	""	""
"嗓"	"soong3"	"sɔŋ53"	""	""	""	""	""	""	""
"喪"	"soong5"	"sɔŋ21"	""	""	""	""	""	""	""
"岡"	"koong1"	"kɔŋ44"	""	""	""	""	""	""	""
"岡"	"kang1"	"kaŋ44"	""	""	""	""	""	""	""
"剛"	"koong1"	"kɔŋ44"	""	""	""	""	""	""	""
"剛"	"kang1"	"kaŋ44"	""	""	""	""	""	""	""
"鋼"	"kng5"	"kŋ21"	"白"	""	""	""	""	""	""
"鋼"	"koong5"	"kɔŋ21"	"文"	""	""	""	""	""	""
"缸"	"kng1"	"kŋ44"	"白"	""	""	""	""	""	""
"缸"	"koong1"	"kɔŋ44"	"文"	""	""	""	""	""	""
"綱"	"koong1"	"kɔŋ44"	""	""	""	""	""	""	""
"綱"	"kang1"	"kaŋ44"	""	""	""	""	""	""	""
"崗"	"koong1"	"kɔŋ44"	""	""	""	""	""	""	""
"崗"	"kang1"	"kaŋ44"	""	""	""	""	""	""	""
"康"	"khng1"	"kʰŋ44"	"白"	""	""	""	""	""	""
"康"	"khoong1"	"kʰɔŋ44"	"文"	""	""	""	""	""	""
"康"	"khang1"	"kʰaŋ44"	"文"	""	""	""	""	""	""
"糠"	"khng1"	"kʰŋ44"	"白"	""	""	""	""	""	""
"糠"	"khoong1"	"kʰɔŋ44"	"文"	""	""	""	""	""	""
"慷"	"khoong3"	"kʰɔŋ53"	""	""	""	""	""	""	""
"抗"	"khoong5"	"kʰɔŋ21"	""	""	""	""	""	""	""
"炕"	"khoong5"	"kʰɔŋ21"	""	""	""	""	""	""	""
"昂"	"gang2"	"ɡaŋ13"	""	""	""	""	""	""	""
"杭"	"hang2"	"haŋ13"	""	""	""	""	""	""	""
"航"	"hang2"	"haŋ13"	""	""	""	""	""	""	""
"行"	"hang2"	"haŋ13"	""	""	""	""	""	""	""
"骯"	"ang1"	"aŋ44"	""	""	""	""	""	""	""
