id	ini	fn	pt	单字	黃閣大塘	注释	南沙黃閣	
1559	tʃʰ	ɐu	21	泅	tʃʰɐu21	游水		
1560	tʃ	ɐu	31	袖	tʃɐu31	领～，衫～（衣袖）		
1561		au	13	肘	au23	手～		
1562	tʃ	ɐu	13	晝	tʃɐu23	上～，～夜		
1563	tʃʰ	ɐu	55	抽	tʃʰɐu55	～出	tʃʰɐu55	1
1564	tʃʰ	ɐu	35	丑	tʃʰɐu25	地支，子丑寅卯	tʃʰɐu25	1
1565	tʃʰ	ɐu	21	綢	tʃʰɐu21	～缎，丝～		
1566	tʃʰ	ɐu	21	稠	tʃʰɐu21	～密		
1567	tʃʰ	ɐu	21	籌	tʃʰɐu21	～码，～备		
1568	tʃ	ɐu	31	紂	tʃɐu31	商～王		
1569	tʃ	ɐu	31	宙	tʃɐu31	宇～		
1570	tʃ	ɐu	55	鄒	tʃɐu55	姓，～家华		
1571	tʃ	ɐu	13	皺	tʃɐu23	～纹		
1572	tʃ	ɐu	13	縐	tʃɐu23	文～～		
1573	ʃ	ɐu	21	愁	ʃɐu21/ʃau21	～眉苦脸	ʃau21	黄阁
1574	tʃ	au	31	驟	tʃau31	步～		
1575	ʃ	ɐu	35	搜	ʃɐu25	～查		
1576	ʃ	ok	5	餿	ʃok5	饭馊了，臭～		
1577	ʃ	ɐu	35	蒐	ʃɐu25	～集		
1578	ʃ	ɐu	13	瘦	ʃɐu23	肥瘦		
1579	tʃ	ɐu	55	周	tʃɐu55	姓；～围，～年		
1580	tʃ	ɐu	55	舟	tʃɐu55	～山		
1581	tʃ	ɐu	55	州	tʃɐu55	广～		
1582	tʃ	ɐu	55	洲	tʃɐu55	亚～		
1583	tʃ	au	35	帚	tʃau25	扫～		
1584	tʃ	ɐu	13	咒	tʃɐu23	～人		
1585	tʃ	ɐu	35	醜	tʃɐu25	出～[文]		
1586	tʃʰ	ɐu	35	醜	tʃʰɐu25	长得丑[白]		
1587	tʃʰ	ɐu	13	臭	tʃʰɐu23	～味		
1588	ʃ	ɐu	55	收	ʃɐu55	丰～，～集	ʃɐu55	1
1589	ʃ	ɐu	35	手	ʃɐu25	～脚，～段	ʃɐu25	1
1590	ʃ	ɐu	35	首	ʃɐu25	～先		
1591	ʃ	ɐu	35	守	ʃɐu25	看～所，保～		
1592	ʃ	ɐu	13	獸	ʃɐu23	野～		
1593	ʃ	ɐu	21	仇	ʃɐu21	～人，报～		
1594	tʃʰ	ɐu	21	酬	tʃʰɐu21	应～，～谢	tʃʰɐu21	1
1595	ʃ	ɐu	31	受	ʃɐu31	接～		
1596	ʃ	ɐu	31	壽	ʃɐu31	长～		
1597	ʃ	ɐu	31	授	ʃɐu31	教～		
1598	ʃ	ɐu	31	售	ʃɐu31	～货，出～		
1599	j	ɐu	21	柔	jɐu21	温～，～和		
1600	j	ɐu	21	揉	jɐu21	～烂		
1601	k	ɐu	55	鳩	kɐu55	斑～		
1602				鬮		拈～（抓阄）		
1603	t	ɐu	35	糾	tɐu25	～缠		
1604	k	ɐu	35	九	kɐu25	数字，～龙	kɐu25	1
1605	k	ɐu	35	久	kɐu25	长～		
1606	k	ɐu	35	韭	kɐu25	～菜		
1607	k	ɐu	13	灸	kɐu23	针～		
1608	k	ɐu	13	救	kɐu23	～命		
1609	k	ɐu	13	究	kɐu23	～竟，研～		
1610	j	ɐu	55	丘	jɐu55	一～田	jɐu55	1
1611	j	ɐu	55	丘	jɐu55	姓	jɐu55	1
1612	kʰ	ɐu	21	求	kʰɐu21	要～		
1613	kʰ	ɐu	21	球	kʰɐu21	足～	kʰɐu21	1
1614	ʃ	ɐu	21	仇	ʃɐu21	姓		
1615				臼		石～，脱～		
1616	kʰ	ɐu	13	舅	kʰɐu23	～公	kʰɐu23	1
1617	k	ɐu	31	舊	kɐu31	新～		
1618	k	ɐu	31	柩	kɐu31	灵～		
1619		ɐu	21	牛	ɐu21	～牯		
1620	j	ɐu	55	休	jɐu55	～息，退～	jɐu53	黄阁
1621	l	ɐu	35	朽	lɐu25	腐～，永垂不～		
1622	tʃʰ	ɐu	13	嗅	tʃʰɐu23	～觉		
1623	j	ɐu	55	憂	jɐu55	～虑，担～		
1624	j	ɐu	55	優	jɐu55	～秀		
1625	j	ɐu	21	尤	jɐu21	～其		
1626	j	ɐu	21	郵	jɐu21	～票，～电局		
1627	j	ɐu	13	有	jɐu23	～钱	jɐu23	1
1628	j	ɐu	13	友	jɐu23	朋～，～谊		
1629	j	ɐu	31	又	jɐu31	～来	jɐu31	1
1630	j	ɐu	31	右	jɐu31	左～		
1631	j	ɐu	31	祐	jɐu31	保～		
1632	j	ɐu	21	由	jɐu21	～于，理～		
1633	j	ɐu	21	油	jɐu21	麻～		
1634	j	ɐu	21	遊	jɐu21	～泳，旅～		
1635	j	ɐu	21	猶	jɐu21	～豫		
1636	j	ɐu	55	悠	jɐu55	～闲，历史～久		
1637				酉		地支，申酉戌亥		
1638	j	ɐu	13	誘	jɐu23	～惑，引～		
1639	j	ɐu	35	柚	jɐu25	沙田～		
1640	j	ɐu	21	釉	jɐu21	上～，～彩		
1641	p	iu	55	彪	piu55	林～		
1642	m	ɐu	31	謬	mɐu31	～论，荒～		
1643	t	iu	55	丢	tiu55	～失		
1644	t	ɐu	35	糾	tɐu25	～正		
1645	j	ɐu	55	幽	jɐu55	～默		
1646	j	ɐu	13	幼	jɐu23	细小，～稚		
1647	t	aŋ	55	耽	taŋ55	～误		
1648	t	ɐʔ	2	答	tɐʋʔ31	回～		
1649	t	ɐʔ	2	搭	tɐʋʔ31	～车；衣服搭在肩上	tɐʋʔ31	1
1650	tʰ	aŋ	55	貪	tʰaŋ55	～心		
1651	tʰ	aŋ	13	探	tʰaŋ23	试～		
1652	t	ɐʔ	2	踏	tɐʋʔ31	脚～		
1653	tʰ	aŋ	21	潭	tʰaŋ21	深～		
1654	tʰ	aŋ	21	譚	tʰaŋ21	姓，～嗣同		
1655	t	ɐʔ	2	沓	tɐʋʔ31	一～纸		
1656	l	aŋ	21	南	laŋ21	东南西北		
1657	l	aŋ	21	男	laŋ21	男女	laŋ21	1
1658	l	ɐʔ	2	納	lɐʋʔ31	归～		
1659	l	ai	55	拉	lai55	拖～		
1660	tʃ	aŋ	55	簪	tʃaŋ55	绾住发髻的条状物		
1661	tʃʰ	aŋ	55	參	tʃʰaŋ55	～军，～加		
1662	tʃʰ	aŋ	35	慘	tʃʰaŋ25	悲～		
1663	tʃʰ	aŋ	21	蠶	tʃʰaŋ21	～丝		
1664	tʃ	ɐʔ	2	雜	tʃɐʋʔ31	复～		
1665	k	ɐŋ	35	感	kɐŋ25	～谢，～动	kɐŋ25	1
1666	k	ɐʔ	3	蛤	kɐʋʔ3	花～；～蚧		
1667	k	ɐʔ	3	鴿	kɐʋʔ3	白～		
1668	h	ɐŋ	55	堪	hɐŋ55	难～，不～		
1669				龕		神～		
1670	h	ɐŋ	55	坎	hɐŋ55	～坷		
1671	h	ɐŋ	35	砍	hɐŋ25	～伤		
1672	h	ɐŋ	55	勘	hɐŋ55	～误，～探		
1673	h	ɐŋ	21	含	hɐŋ21	包～[文]	hɐŋ21	1
1674	h	ɐŋ	21	含	hɐŋ21	～糖[白]	hɐŋ21	1
1675	h	aŋ	21	函	haŋ21	～授，信～		
1676	h	ɐŋ	31	撼	hɐŋ31	震～		
1677	h	ɐŋ	31	憾	hɐŋ31	遗～		
1678	h	ɐʔ	2	合	hɐʋʔ31	～作，～适[文]	hɐʋʔ31	1
1679	h	ɐʔ	2	合	hɐʋʔ31	～本，～伙[白]	hɐʋʔ31	1
1680	h	ɐʔ	35	盒	hɐʋʔ25	铁～	hɐʋʔ25	1
1681		ɐŋ	55	庵	ɐŋ55	尼姑～	ɐŋ55	1
1682		ɐŋ	35	揞	ɐŋ25	手覆，揞住		
1683		ɐŋ	35	揞	ɐŋ25	把粉末撒在表面		
1684		ɐŋ	13	暗	ɐŋ23	不亮	ɐŋ23	1
1685	t	aŋ	55	擔	taŋ55	～任[动]		
1686	t	aŋ	13	擔	taŋ23	～竿[名]		
1687	t	aŋ	35	膽	taŋ25	大～		
1688	t	aŋ	55	擔	taŋ55	挑～[名]；一～水[量]		
1689	tʰ	aŋ	55	坍	tʰaŋ55	～塌		
1690	tʃ	iŋ	55	毯	tʃiŋ55	毛～		
1691	tʰ	ɐʔ	3	塔	tʰɐʋʔ3	宝～		
1692	tʰ	ɐʔ	3	塌	tʰɐʋʔ3	倒～		
1693	tʰ	aŋ	21	談	tʰaŋ21	会～，～论		
1694	tʰ	aŋ	21	痰	tʰaŋ21	吐～		
1695	tʰ	aŋ	13	淡	tʰaŋ23	～水（地名）	tʰaŋ23	1
1696	tʰ	aŋ	13	淡	tʰaŋ23	咸～；浓～	tʰaŋ23	1
1697	l	aŋ	21	藍	laŋ21	～色；姓		
1698	l	aŋ	21	籃	laŋ21	菜～		
1699	l	aŋ	13	覽	laŋ23	展～，阅～室		
1700	l	aŋ	13	攬	laŋ23	包～[文]		
1701	l	aŋ	13	攬	laŋ23	抱[白]		
1702	l	aŋ	35	欖	laŋ25	橄～，乌～		
1703	l	aŋ	31	濫	laŋ31	泛～		
1704	l	aŋ	31	纜	laŋ31	～车		
1705	l	ɐʔ	2	臘	lɐʋʔ31	～肉，～肠		
1706	l	ɐʔ	2	蠟	lɐʋʔ31	～烛		
1707	tʃʰ	aŋ	21	慚	tʃʰaŋ21	～愧		
1708	tʃ	aŋ	31	暫	tʃaŋ31	～时		
1709	ʃ	aŋ	55	三	ʃaŋ55	～国	ʃaŋ55	1
1710	k	ɐŋ	55	甘	kɐŋ55	甜；～心		
1711	k	ɐŋ	55	柑	kɐŋ55	柑		
1712	k	ɐŋ	35	敢	kɐŋ25	勇～		
1713	k	aŋ	13	橄	kaŋ23	～榄		
1714	kʰ	ɐu	13	磕	kʰɐu23	～头		
1715	kʰ	iŋ	21	蚶	kʰiŋ21	软体动物，血～		
1716		ɔŋ	31	憨	ɔŋ31	～厚		
1717	h	aŋ	13	喊	haŋ23	叫[文]		
1718	h	aŋ	13	喊	haŋ23	叫[白]		
1719	tʃ	aŋ	31	站	tʃaŋ31	站立	tʃaŋ31	1
1720	tʃ	aŋ	31	賺	tʃaŋ31	～钱		
1721	tʃ	aŋ	31	站	tʃaŋ31	车～	tʃaŋ31	1
1722	tʃ	aŋ	35	斬	tʃaŋ25	白～鸡		
1723	tʃ	iu	13	蘸	tʃiu23	～豉油		
1724	tʃʰ	ɐʔ	2	插	tʃʰɐʋʔ31	～花	tʃʰɐʋʔ33	黄阁
1725	k	ɐʔ	2	閘	kɐʋʔ31	铁～，跳～		
1726	tʃ	a	13	煠	tʃa23	～番薯（水煮地瓜）		
1727	tʃʰ	aŋ	13	杉	tʃʰaŋ23	～树		
1728	k	aŋ	13	尷	kaŋ23	～尬		
1729	k	aŋ	35	減	kaŋ25	加～		
1730	k	aŋ	35	鹻	kaŋ25	酸～，～性		
1731	k	aŋ	35	鹻	kaŋ25	纯～		
1732	k	ɐʔ	3	夾	kɐʋʔ3	夹子；～心饼干		
1733	k	ɐʔ	3	裌	kɐʋʔ3	～袄，～衣		
1734	h	ɐʔ	5	恰	hɐʋʔ5	～切，～当		
1735	h	aŋ	21	咸	haŋ21	～丰皇帝		
1736	h	aŋ	21	鹹	haŋ21	～淡		
1737	h	aŋ	35	陷	haŋ25	～害，～井		
1738	h	aŋ	31	掐	haŋ31	～颈（掐脖子）		
1739	h	aŋ	35	餡	haŋ25	～饼		
1740	k	ɐʔ	2	狹	kɐʋʔ31	～窄[文]		
1741	k	ɐʔ	2	狹	kɐʋʔ31	空间小[白]		
1742	h	ɐʔ	2	峽	hɐʋʔ31	三～（地名）		
1743	h	ɐʔ	5	洽	hɐʋʔ5	～谈会，融～		
1744	tʃʰ	aŋ	55	攙	tʃʰaŋ55	～扶，～腰		
1745	ʃ	aŋ	55	衫	ʃaŋ55	衬～，～裤（衣服）		
1746	k	aŋ	55	監	kaŋ55	～狱，～视，～督		
1747	k	aŋ	13	鑑	kaŋ23	～定		
1748	k	aŋ	13	監	kaŋ23	太～		
1749	k	ɐʔ	3	甲	kɐʋʔ3	天干，甲乙丙丁		
1750	k	ɐʔ	3	胛	kɐʋʔ3	肩～		
1751		aŋ	21	巖	aŋ21	～石，石灰～		
1752	h	ɐŋ	21	銜	hɐŋ21	军～；叼在嘴里		
1753	l	aŋ	31	艦	laŋ31	军～		
1754	h	ɐʔ	31	匣	hɐʋʔ31	匣子		
1755		ɐʔ	3	鴨	ɐʋʔ3	鸭子		
1756	k	ɐʔ	3	押	kɐʋʔ3	抵～，～送		
1757		ak	3	壓	ak3	～力		
1758	p	iŋ	35	貶	piŋ25	～值		
1759	l	iŋ	55	黏	liŋ55	～合剂，～起来		
1760	l	ɐʔ	2	聶	lɐʋʔ31	姓，～耳		
1761	l	iŋ	21	廉	liŋ21	清～，～洁	liŋ21	1
1762	l	iŋ	21	鐮	liŋ21	镰刀，禾～		
1763	l	iŋ	35	簾	liŋ25	窗～		
1764	l	iŋ	13	斂	liŋ23	收～		
1765	l	iŋ	13	殮	liŋ23	给死者穿衣入棺，～尸		
1766	l	iʔ	2	獵	liʔ31	打～，～人		
1767	tʃ	iŋ	55	尖	tʃiŋ55	～刀	tʃiŋ55	1
1768	tʃʰ	iŋ	55	殲	tʃʰiŋ55	～灭		
1769	tʃ	iʔ	3	接	tʃiʔ3	迎～，～待	tʃiʋʔ33	黄阁
1770	tʃʰ	iŋ	55	籤	tʃʰiŋ55	竹～，求～		
1771	tʃʰ	iŋ	55	簽	tʃʰiŋ55	～字，～名		
1772	tʃʰ	iʔ	3	妾	tʃʰiʔ3	小老婆		
1773	tʃʰ	iŋ	21	潛	tʃʰiŋ21	～力		
1774	tʃ	iŋ	31	漸	tʃiŋ31	逐～		
1775	tʃ	ik	3	捷	tʃik3	～报，大～，敏～		
1776	tʃ	iŋ	55	沾	tʃiŋ55	～光		
1777	tʃ	iŋ	55	粘	tʃiŋ55	～贴		
1778	tʃ	iŋ	13	占	tʃiŋ23	～卜		
1779	tʃ	iŋ	13	佔	tʃiŋ23	～领，～地方		
1780	tʃ	iʔ	3	摺	tʃiʔ3	～被，～叠		
1781	tʃ	iʔ	3	褶	tʃiʔ3	衣裙或皮肤上的皱纹，打～		
1782	ʃ	iŋ	35	陝	ʃiŋ25	～西		
1783	ʃ	iŋ	35	閃	ʃiŋ25	～开		
1784	ʃ	iʔ	3	攝	ʃiʔ3	～影		
1785	tʃ	iŋ	35	蟾	tʃiŋ25	～蜍		
1786	ʃ	iʔ	3	涉	ʃiʔ3	～及		
1787	j	iŋ	13	染	jiŋ23	污～	jiŋ23	1
1788	j	iŋ	13	染	jiŋ23	～色	jiŋ23	1
1789	k	iŋ	35	檢	kiŋ25	～查，体～		
1790	l	iŋ	13	臉	liŋ23	红～白～[文]		
1791	kʰ	iŋ	21	鉗	kʰiŋ21	～工，火～		
1792	k	iŋ	31	儉	kiŋ31	勤～		
1793	j	iŋ	31	驗	jiŋ31	～收，试～		
1794	h	iŋ	35	險	hiŋ25	危～，保～		
1795	j	iŋ	55	淹	jiŋ55	～没		
1796	j	iŋ	55	閹	jiŋ55	～鸡，～猪		
1797	j	iŋ	35	掩	jiŋ25	～护		
1798	j	iŋ	13	厭	jiŋ23	讨～		
1799	j	iŋ	21	炎	jiŋ21	消～，～热		
1800	j	iŋ	21	鹽	jiŋ21	盐		
1801	j	iŋ	21	閻	jiŋ21	～罗王；姓		
1802	ʃ	iŋ	21	簷	ʃiŋ21	屋～下		
1803	j	iŋ	31	豔	jiŋ31	鲜～，～丽		
1804	j	iŋ	31	焰	jiŋ31	火～		
1805	j	iʔ	2	葉	jiʔ31	树～；姓		
1806	j	iʔ	2	頁	jiʔ31	～数		
1807	k	iŋ	13	劍	kiŋ23	宝～		
1808	k	iʔ	3	劫	kiʔ3	抢～		
1809	h	iŋ	13	欠	hiŋ23	～钱，拖～		
1810	h	iʔ	3	怯	hiʔ3	胆～		
1811	j	iŋ	21	嚴	jiŋ21	～格；姓		
1812	j	iŋ	21	釅	jiŋ21	～茶		
1813	j	iʔ	2	業	jiʔ31	事～，～余		
1814	h	iʔ	3	脅	hiʔ3	威～		
1815	j	iŋ	55	醃	jiŋ55	腌制		
1816	t	iŋ	13	掂	tiŋ23	～量		
1817	t	iŋ	35	點	tiŋ25	～心，～头		
1818	t	iŋ	13	店	tiŋ23	开～		
1819	t	ik	2	跌	tik31	～打		
1820	tʰ	iŋ	55	添	tʰiŋ55	～加，～丁		
1821	tʰ	iʔ	3	帖	tʰiʔ3	请～		
1822	tʰ	iʔ	3	貼	tʰiʔ3	补～		
1823	tʰ	iʔ	3	貼	tʰiʔ3	～纸，～对联[动]		
1824	tʰ	iŋ	21	甜	tʰiŋ21	甜	tʰiŋ21	1
1825	tʃ	au	35	簟	tʃau25	竹制品，用以储存粮食		
1826	t	iʔ	2	疊	tiʔ31	～起来，折～		
1827	t	iʔ	2	碟	tiʔ31	盛具，碟子		
1828	t	iʔ	2	牒	tiʔ31	通～，文～		
1829	t	iʔ	2	蝶	tiʔ31	蝴～		
1830	t	iʔ	2	諜	tiʔ31	间～		
1831	l	iŋ	21	鮎	liŋ21	～鱼		
1832				拈		用指头捏取物，～起来		
1833	l	iŋ	31	念	liŋ31	～经，怀～		
1834	k	iŋ	55	兼	kiŋ55	～职		
1835	k	ɐʔ	3	挾	kɐʋʔ3	～菜		
1836	h	iŋ	55	謙	hiŋ55	～虚		
1837	h	iʔ	3	歉	hiʔ3	道～，～意		
1838	h	iŋ	21	嫌	hiŋ21	～弃，～人		
1839	h	iʔ	3	協	hiʔ3	～会，～作		
1840	h	ɐʔ	2	侠	hɐʋʔ31	武～		
1841	f	ak	3	法	fak3	方～	fak33	黄阁
1842	f	aŋ	31	泛	faŋ31	广～，～滥[文]		
1843	f	aŋ	31	泛	faŋ31	中空，～谷[白]		
1844	f	aŋ	21	凡	faŋ21	平～	faŋ21	1
1845	f	aŋ	21	帆	faŋ21	～船		
1846	f	aŋ	31	范	faŋ31	姓		
1847	f	aŋ	31	範	faŋ31	模～，～围		
1848	f	aŋ	31	犯	faŋ31	～法[文]		
1849	f	aŋ	31	犯	faŋ31	触犯[白]		
1850	f	ɐʔ	2	乏	fɐʋʔ31	缺～		
1851	p	eŋ	35	禀	peŋ25	～报		
1852	p	ɐŋ	35	品	pɐŋ25	～德	pɐŋ25	1
1853	j	ɐŋ	31	賃	jɐŋ31	租～		
1854	l	ɐŋ	21	林	lɐŋ21	树～；姓	lɐŋ21	1
1855	l	ɐŋ	21	淋	lɐŋ21	～湿，～菜		
1856	l	ɐŋ	21	臨	lɐŋ21	～时，面～		
1857	l	ɐʔ	2	立	lɐʋʔ31	～足		
1858	l	ɐʔ	5	笠	lɐʋʔ5	～嫲，斗～		
1859	l	ɐʔ	5	粒	lɐʋʔ5	三～，颗～		
1860	l	ɐŋ	13	凛	lɐŋ23	威风～～		
1861	tʃ	ɐŋ	13	浸	tʃɐŋ23	～水		
1862	tʃʰ	ɐŋ	55	侵	tʃʰɐŋ55	～略		
1863	tʃʰ	ɐŋ	35	寢	tʃʰɐŋ25	就～，～室，废～忘食		
1864	tʃʰ	ɐʔ	5	緝	tʃʰɐʋʔ5	～私，通～		
1865	tʃ	ɐʔ	2	集	tʃɐʋʔ31	～合，～体		
1866	tʃʰ	ɐʔ	5	輯	tʃʰɐʋʔ5	编～		
1867	ʃ	ɐŋ	55	心	ʃɐŋ55	～肝，内～	ʃɐŋ55	1
1868	tʃʰ	ɐŋ	21	尋	tʃʰɐŋ21	～人		
1869	tʃ	ɐʔ	2	習	tʃɐʋʔ31	学～，练～		
1870	tʃ	ɐʔ	2	襲	tʃɐʋʔ31	～击，偷～		
1871	tʃʰ	ɐŋ	21	沉	tʃʰɐŋ21	～底		
1872	tʃ	ik	3	蟄	tʃik3	惊～		
1873	tʃʰ	aŋ	55	參	tʃʰaŋ55	～差不齐		
1874	ʃ	ɐŋ	21	岑	ʃɐŋ21	姓，～参；～村		
1875	ʃ	ɐŋ	55	森	ʃɐŋ55	～林	ʃɐŋ55	1
1876	ʃ	ɐŋ	55	參	ʃɐŋ55	人～		
1877	ʃ	ɐŋ	13	渗	ʃɐŋ23	～水	ʃɐŋ23	1
1878	k	ik	3	澀	kik3	青～		
1879	k	ik	3	澀	kik3	柿子～[训]		
1880	tʃ	ɐŋ	55	針	tʃɐŋ55	～线，～对		
1881	tʃ	ɐŋ	55	斟	tʃɐŋ55	～酒，～酌		
1882	tʃ	ɐŋ	35	枕	tʃɐŋ25	～头[名]；～枕头[动]		
1883	tʃ	ɐʔ	5	執	tʃɐʋʔ5	～行，～法		
1884	tʃ	ɐʔ	5	汁	tʃɐʋʔ5	菜～，果～	tʃɐʋʔ55	黄阁
1885	ʃ	ɐŋ	55	深	ʃɐŋ55	～浅，～入		
1886	ʃ	ɐŋ	35	沈	ʃɐŋ25	姓；地名，～阳		
1887	ʃ	ɐŋ	35	審	ʃɐŋ25	～问		
1888	ʃ	ɐŋ	35	嬸	ʃɐŋ25	叔母，大～		
1889	ʃ	ɐʔ	5	濕	ʃɐʋʔ5	潮～		
1890	ʃ	ɐŋ	55	甚	ʃɐŋ55	～至		
1891	ʃ	ɐʔ	2	十	ʃɐʋʔ31	数字	ʃɐʋʔ31	1
1892	ʃ	ɐʔ	2	拾	ʃɐʋʔ31	收～		
1893	j	ɐŋ	21	壬	jɐŋ21	天干，庚辛壬癸		
1894	j	ɐŋ	31	任	jɐŋ31	姓；责～，～何		
1895	j	ɐŋ	31	紝	jɐŋ31	缝～		
1896	j	ɐʔ	2	入	jɐʋʔ31	～门，进～	jɐʋʔ31	1
1897	k	ɐŋ	55	今	kɐŋ55	～日，～年，现～[文]		
1898	k	ɐŋ	55	今	kɐŋ55	～日，～年[白]		
1899	k	ɐŋ	55	金	kɐŋ55	～银	kɐŋ55	1
1900	k	ɐŋ	13	禁	kɐŋ23	不～		
1901	kʰ	ɐŋ	55	襟	kʰɐŋ55	衣的前幅、交领，连～		
1902	k	ɐŋ	35	錦	kɐŋ25	～绣，～旗		
1903	k	ɐŋ	13	禁	kɐŋ23	～止		
1904	k	ɐʔ	5	急	kɐʋʔ5	心～	kɐʋʔ55	黄阁
1905	kʰ	ɐʔ	5	級	kʰɐʋʔ5	～别，年～		
1906	kʰ	ɐʔ	5	級	kʰɐʋʔ5	三年～		
1907	kʰ	ɐʔ	5	给	kʰɐʋʔ5	供～，～予		
1908	j	ɐŋ	55	欽	jɐŋ55	～差，～佩		
1909	j	ɐʔ	5	泣	jɐʋʔ5	～血，哭～		
1910	kʰ	ɐŋ	21	琴	kʰɐŋ21	弹～		
1911	kʰ	ɐŋ	21	禽	kʰɐŋ21	家～		
1912	kʰ	ɐŋ	21	擒	kʰɐŋ21	～拿		
1913	k	ɐʔ	2	及	kɐʋʔ31	～时		
1914	j	ɐŋ	21	吟	jɐŋ21	～诗		
1915	kʰ	ɐʔ	5	吸	kʰɐʋʔ5	呼～，～引		
1916	j	ɐŋ	55	音	jɐŋ55	～乐，声～		
1917	j	ɐŋ	55	陰	jɐŋ55	～天		
1918	j	ɐŋ	35	飲	jɐŋ25	～料		
1919	j	ɐŋ	55	蔭	jɐŋ55	福～，树～		
1920	j	ɐŋ	35	飲	jɐŋ25	～田		
1921	j	ɐʔ	5	揖	jɐʋʔ5	作～		
1922	j	ɐŋ	21	淫	jɐŋ21	～荡		
1923	t	aŋ	55	丹	taŋ55	牡～，仙～		
1924	t	aŋ	55	單	taŋ55	～独		
1925	t	aŋ	13	旦	taŋ23	元～，花～		
1926	t	aŋ	35	疸	taŋ25	黄～		
1927				灘		沙～		
1928	tʰ	aŋ	55	攤	tʰaŋ55	分～，～开，摆～		
1929	tʰ	aŋ	35	瘫	tʰaŋ25	～痪		
1930	tʰ	aŋ	35	坦	tʰaŋ25	～白，～克		
1931	tʰ	aŋ	13	炭	tʰaŋ23	烧～		
1932	tʰ	aŋ	13	嘆	tʰaŋ23	～气		
1933	tʰ	ak	2	獺	tʰak31	水～		
1934	tʰ	aŋ	21	檀	tʰaŋ21	～香		
1935	tʰ	aŋ	21	壇	tʰaŋ21	天～，文～		
1936	tʰ	aŋ	31	彈	tʰaŋ31	～琴		
1937	t	aŋ	31	誕	taŋ31	圣～，～生		
1938	t	aŋ	31	但	taŋ31	～係（但是），不～		
1939	t	aŋ	31	彈	taŋ31	子～		
1940	t	aŋ	35	蛋	taŋ25	皮～		
1941	t	ak	2	達	tak31	发～，～到		
1942	l	aŋ	21	難	laŋ21	困～		
1943	l	aŋ	21	難	laŋ21	逃～，患～		
1944	l	ak	2	捺	lak31	撇～		
1945	l	aŋ	21	蘭	laŋ21	～花		
1946	l	aŋ	21	攔	laŋ21	～路		
1947	l	aŋ	21	欄	laŋ21	～杆		
1948	l	aŋ	13	懶	laŋ23	懒惰，～尸		
1949	l	aŋ	31	爛	laŋ31	灿～，腐～		
1950	l	ak	2	辣	lak31	～椒	lak31	1
1951				瘌		结～（结痂），～痢（头屑）		
1952	tʃ	aŋ	13	贊	tʃaŋ23	称～，～助		
1953	tʃʰ	aŋ	55	餐	tʃʰaŋ55	～车，快～		
1954	tʃʰ	aŋ	13	燦	tʃʰaŋ23	～烂		
1955	tʃʰ	ak	3	擦	tʃʰak3	～车		
1956	tʃʰ	aŋ	21	殘	tʃʰaŋ21	～废		
1957	ʃ	aŋ	55	珊	ʃaŋ55	～瑚		
1958	ʃ	aŋ	35	散	ʃaŋ25	药～	ʃaŋ25	1
1959	ʃ	aŋ	35	散	ʃaŋ25	分～，解～	ʃaŋ25	1
1960	ʃ	aŋ	13	撒	ʃaŋ23	～手，～种		
1961	ʃ	ak	3	薩	ʃak3	菩～		
1962	k	ɔŋ	55	干	kɔŋ55	天～地支；～扰	kɔŋ55	1
1963	k	ɔŋ	55	亁	kɔŋ55	烘～，饼～		
1964	k	ɔŋ	55	肝	kɔŋ55	猪～		
1965	k	ɔŋ	55	竿	kɔŋ55	竹～	kɔŋ55	1
1966	k	ɔŋ	55	桿	kɔŋ55	旗～，杠～		
1967	k	ɔŋ	55	稈	kɔŋ55	禾～（稻秆）		
1968	k	ɔŋ	35	趕	kɔŋ25	追～		
1969	k	ɔŋ	55	幹	kɔŋ55	～部，才～		
1970	k	ɔk	3	割	kɔk3	～禾（割稻）	kɔk33	黄阁
1971	k	ɔk	3	葛	kɔk3	诸～亮；生～，～薯		
1972	h	ɔŋ	55	看	hɔŋ55	～守所		
1973	h	ɔŋ	35	刊	hɔŋ25	报～		
1974	k	ɔŋ	13	看	kɔŋ23	看见		
1975	h	ɔk	3	渴	hɔk3	口渴；～望	hɔk33	黄阁
1976		ɔŋ	31	岸	ɔŋ31	口～，两～	ɔŋ31	1
1977	h	ɔŋ	21	鼾	hɔŋ21	～睡		
1978	h	ɔŋ	35	罕	hɔŋ25	稀～，～见		
1979	h	ɔŋ	13	漢	hɔŋ23	～人		
1980	h	ɔk	3	喝	hɔk3	吆～，～彩		
1981	h	ɔŋ	21	寒	hɔŋ21	大～，～流	hɔŋ21	1
1982	h	ɔŋ	21	韓	hɔŋ21	～国；姓		
1983	h	ɔŋ	13	旱	hɔŋ23	干旱	hɔŋ23	1
1984	h	ɔŋ	31	汗	hɔŋ31	出～，～马功劳	hɔŋ31	1
1985	h	ɔŋ	35	銲	hɔŋ25	电～，～接		
1986	h	ɔŋ	31	翰	hɔŋ31	～林院；人名用字		
1987		ɔŋ	55	安	ɔŋ55	公～，～全	ɔŋ55	1
1988		ɔŋ	55	鞍	ɔŋ55	马～，～山		
1989		ɔŋ	13	按	ɔŋ23	～照		
1990		ɔŋ	13	案	ɔŋ23	～件，档～	ɔŋ23	1
1991	p	aŋ	31	扮	paŋ31	打～		
