"繁體"	"简体"	"拼音"	"音标"	"注释"	"声"	"韵"	"调"
"噠"	"哒"	"da2"	"d̥ᴀ˨˩"	""	"d̥"	"ᴀ"	"˨˩"
"答"	"答"	"da2"	"d̥ᴀ˨˩"	""	"d̥"	"ᴀ"	"˨˩"
"搭"	"搭"	"da2"	"d̥ᴀ˨˩"	""	"d̥"	"ᴀ"	"˨˩"
"嗒"	"嗒"	"da2"	"d̥ᴀ˨˩"	""	"d̥"	"ᴀ"	"˨˩"
"瘩"	"瘩"	"da2"	"d̥ᴀ˨˩"	""	"d̥"	"ᴀ"	"˨˩"
"妲"	"妲"	"da2"	"d̥ᴀ˨˩"	""	"d̥"	"ᴀ"	"˨˩"
"打"	"打"	"da3"	"d̥ᴀ˦˧"	""	"d̥"	"ᴀ"	"˦˧"
"大"	"大"	"da4"	"d̥ᴀ˨˦"	""	"d̥"	"ᴀ"	"˨˦"
"他"	"他"	"ta1"	"tʰᴀ˦˥"	"文读"	"tʰ"	"ᴀ"	"˦˥"
"她"	"她"	"ta1"	"tʰᴀ˦˥"	"文读"	"tʰ"	"ᴀ"	"˦˥"
"它"	"它"	"ta1"	"tʰᴀ˦˥"	"文读"	"tʰ"	"ᴀ"	"˦˥"
"塔"	"塔"	"ta2"	"tʰᴀ˨˩"	""	"tʰ"	"ᴀ"	"˨˩"
"榻"	"榻"	"ta2"	"tʰᴀ˨˩"	""	"tʰ"	"ᴀ"	"˨˩"
"塌"	"塌"	"ta2"	"tʰᴀ˨˩"	""	"tʰ"	"ᴀ"	"˨˩"
"獺"	"獭"	"ta2"	"tʰᴀ˨˩"	""	"tʰ"	"ᴀ"	"˨˩"
"沓"	"沓"	"ta2"	"tʰᴀ˨˩"	""	"tʰ"	"ᴀ"	"˨˩"
"踏"	"踏"	"ta2"	"tʰᴀ˨˩"	""	"tʰ"	"ᴀ"	"˨˩"
"塌"	"塌"	"ta3"	"tʰᴀ˦˧"	"~起眼皮，指闭眼不管事"	"tʰ"	"ᴀ"	"˦˧"
"垃"	"垃"	"la1"	"l̃ᴀ˦˥"	""	"l̃"	"ᴀ"	"˦˥"
"拉"	"拉"	"la1"	"l̃ᴀ˦˥"	""	"l̃"	"ᴀ"	"˦˥"
"啦"	"啦"	"la1"	"l̃ᴀ˦˥"	""	"l̃"	"ᴀ"	"˦˥"
"他"	"他"	"la1"	"l̃ᴀ˦˥"	"白读"	"l̃"	"ᴀ"	"˦˥"
"她"	"她"	"la1"	"l̃ᴀ˦˥"	"白读"	"l̃"	"ᴀ"	"˦˥"
"它"	"它"	"la1"	"l̃ᴀ˦˥"	"白读"	"l̃"	"ᴀ"	"˦˥"
"家"	"家"	"la1"	"l̃ᴀ˦˥"	"人~"	"l̃"	"ᴀ"	"˦˥"
"吶"	"呐"	"la1"	"l̃ᴀ˦˥"	"唢~"	"l̃"	"ᴀ"	"˦˥"
"呢"	"呢"	"la1"	"l̃ᴀ˦˥"	"疑问语气助词，与普通话用法一致"	"l̃"	"ᴀ"	"˦˥"
"娜"	"娜"	"la1"	"l̃ᴀ˦˥"	""	"l̃"	"ᴀ"	"˦˥"
"哪"	"哪"	"la1"	"l̃ᴀ˦˥"	"人名"	"l̃"	"ᴀ"	"˦˥"
"那"	"那"	"la1"	"l̃ᴀ˦˥"	"人名"	"l̃"	"ᴀ"	"˦˥"
"拿"	"拿"	"la2"	"l̃ᴀ˨˩"	""	"l̃"	"ᴀ"	"˨˩"
"南"	"南"	"la2"	"l̃ᴀ˨˩"	"~无，佛教用语"	"l̃"	"ᴀ"	"˨˩"
"勞"	"劳"	"la2"	"l̃ᴀ˨˩"	"~慰"	"l̃"	"ᴀ"	"˨˩"
"納"	"纳"	"la2"	"l̃ᴀ˨˩"	""	"l̃"	"ᴀ"	"˨˩"
"鈉"	"钠"	"la2"	"l̃ᴀ˨˩"	""	"l̃"	"ᴀ"	"˨˩"
"吶"	"呐"	"la2"	"l̃ᴀ˨˩"	""	"l̃"	"ᴀ"	"˨˩"
"哪"	"哪"	"la2"	"l̃ᴀ˨˩"	"~吒"	"l̃"	"ᴀ"	"˨˩"
"藞"	"藞"	"la2"	"l̃ᴀ˨˩"	""	"l̃"	"ᴀ"	"˨˩"
"臘"	"腊"	"la2"	"l̃ᴀ˨˩"	""	"l̃"	"ᴀ"	"˨˩"
"蠟"	"蜡"	"la2"	"l̃ᴀ˨˩"	""	"l̃"	"ᴀ"	"˨˩"
"邋"	"邋"	"la2"	"l̃ᴀ˨˩"	""	"l̃"	"ᴀ"	"˨˩"
"捺"	"捺"	"la2"	"l̃ᴀ˨˩"	""	"l̃"	"ᴀ"	"˨˩"
"辣"	"辣"	"la2"	"l̃ᴀ˨˩"	""	"l̃"	"ᴀ"	"˨˩"
"剌"	"剌"	"la2"	"l̃ᴀ˨˩"	""	"l̃"	"ᴀ"	"˨˩"
"喇"	"喇"	"la2"	"l̃ᴀ˨˩"	"达赖~嘛"	"l̃"	"ᴀ"	"˨˩"
"喇"	"喇"	"la3"	"l̃ᴀ˦˧"	""	"l̃"	"ᴀ"	"˦˧"
"哪"	"哪"	"la3"	"l̃ᴀ˦˧"	""	"l̃"	"ᴀ"	"˦˧"
"拉"	"拉"	"la3"	"l̃ᴀ˦˧"	"长~~"	"l̃"	"ᴀ"	"˦˧"
"邋"	"邋"	"la3"	"l̃ᴀ˦˧"	"~糊"	"l̃"	"ᴀ"	"˦˧"
"了"	"了"	"la3"	"l̃ᴀ˦˧"	"白读1"	"l̃"	"ᴀ"	"˦˧"
"那"	"那"	"la4"	"l̃ᴀ˨˦"	"文读"	"l̃"	"ᴀ"	"˨˦"
"渣"	"渣"	"za1"	"tsᴀ˦˥"	""	"ts"	"ᴀ"	"˦˥"
"喳"	"喳"	"za1"	"tsᴀ˦˥"	""	"ts"	"ᴀ"	"˦˥"
"咋"	"咋"	"za1"	"tsᴀ˦˥"	"~翻翻；咋咋呼呼，指说话声音很大"	"ts"	"ᴀ"	"˦˥"
"咱"	"咱"	"za1"	"tsᴀ˦˥"	"“自家”的合音"	"ts"	"ᴀ"	"˦˥"
"啄"	"啄"	"za1"	"tsᴀ˦˥"	"鸡~食，形容人吃饭不专注，吃一会儿停一会儿"	"ts"	"ᴀ"	"˦˥"
"奓"	"奓"	"za1"	"tsᴀ˦˥"	"分开"	"ts"	"ᴀ"	"˦˥"
"挓"	"挓"	"za1"	"tsᴀ˦˥"	""	"ts"	"ᴀ"	"˦˥"
"雜"	"杂"	"za2"	"tsᴀ˨˩"	""	"ts"	"ᴀ"	"˨˩"
"眨"	"眨"	"za2"	"tsᴀ˨˩"	"挤眉~眼"	"ts"	"ᴀ"	"˨˩"
"睫"	"睫"	"za2"	"tsᴀ˨˩"	"眼~毛"	"ts"	"ᴀ"	"˨˩"
"閘"	"闸"	"za2"	"tsᴀ˨˩"	""	"ts"	"ᴀ"	"˨˩"
"炸"	"炸"	"za2"	"tsᴀ˨˩"	"油~"	"ts"	"ᴀ"	"˨˩"
"咋"	"咋"	"za2"	"tsᴀ˨˩"	""	"ts"	"ᴀ"	"˨˩"
"扎"	"扎"	"za2"	"tsᴀ˨˩"	""	"ts"	"ᴀ"	"˨˩"
"札"	"札"	"za2"	"tsᴀ˨˩"	""	"ts"	"ᴀ"	"˨˩"
"軋"	"轧"	"za2"	"tsᴀ˨˩"	"牛~糖"	"ts"	"ᴀ"	"˨˩"
"茬"	"茬"	"za2"	"tsᴀ˨˩"	"硬~"	"ts"	"ᴀ"	"˨˩"
"鍘"	"铡"	"za2"	"tsᴀ˨˩"	""	"ts"	"ᴀ"	"˨˩"
"砸"	"砸"	"za2"	"tsᴀ˨˩"	"文读"	"ts"	"ᴀ"	"˨˩"
"咂"	"咂"	"za2"	"tsᴀ˨˩"	""	"ts"	"ᴀ"	"˨˩"
"苴"	"苴"	"za2"	"tsᴀ˨˩"	"文读"	"ts"	"ᴀ"	"˨˩"
"眨"	"眨"	"za3"	"tsᴀ˦˧"	""	"ts"	"ᴀ"	"˦˧"
"鮓"	"鲊"	"za3"	"tsᴀ˦˧"	""	"ts"	"ᴀ"	"˦˧"
"渣"	"渣"	"za3"	"tsᴀ˦˧"	"小米~"	"ts"	"ᴀ"	"˦˧"
"喳"	"喳"	"za3"	"tsᴀ˦˧"	"麻~~"	"ts"	"ᴀ"	"˦˧"
"詐"	"诈"	"za4"	"tsᴀ˨˦"	""	"ts"	"ᴀ"	"˨˦"
"榨"	"榨"	"za4"	"tsᴀ˨˦"	""	"ts"	"ᴀ"	"˨˦"
"炸"	"炸"	"za4"	"tsᴀ˨˦"	"爆~"	"ts"	"ᴀ"	"˨˦"
"咋"	"咋"	"za4"	"tsᴀ˨˦"	"“咋个”合音"	"ts"	"ᴀ"	"˨˦"
"乍"	"乍"	"za4"	"tsᴀ˨˦"	""	"ts"	"ᴀ"	"˨˦"
"叉"	"叉"	"ca1"	"tsʰᴀ˦˥"	""	"tsʰ"	"ᴀ"	"˦˥"
"差"	"差"	"ca1"	"tsʰᴀ˦˥"	""	"tsʰ"	"ᴀ"	"˦˥"
"蹅"	"蹅"	"ca1"	"tsʰᴀ˦˥"	""	"tsʰ"	"ᴀ"	"˦˥"
"插"	"插"	"ca1"	"tsʰᴀ˦˥"	"~嘴"	"tsʰ"	"ᴀ"	"˦˥"
"茶"	"茶"	"ca2"	"tsʰᴀ˨˩"	""	"tsʰ"	"ᴀ"	"˨˩"
"擦"	"擦"	"ca2"	"tsʰᴀ˨˩"	""	"tsʰ"	"ᴀ"	"˨˩"
"察"	"察"	"ca2"	"tsʰᴀ˨˩"	""	"tsʰ"	"ᴀ"	"˨˩"
"查"	"查"	"ca2"	"tsʰᴀ˨˩"	""	"tsʰ"	"ᴀ"	"˨˩"
"插"	"插"	"ca2"	"tsʰᴀ˨˩"	""	"tsʰ"	"ᴀ"	"˨˩"
"茬"	"茬"	"ca2"	"tsʰᴀ˨˩"	""	"tsʰ"	"ᴀ"	"˨˩"
"岔"	"岔"	"ca4"	"tsʰᴀ˨˦"	""	"tsʰ"	"ᴀ"	"˨˦"
"插"	"插"	"ca4"	"tsʰᴀ˨˦"	"~队"	"tsʰ"	"ᴀ"	"˨˦"
"沙"	"沙"	"sa1"	"sᴀ˦˥"	""	"s"	"ᴀ"	"˦˥"
"紗"	"纱"	"sa1"	"sᴀ˦˥"	""	"s"	"ᴀ"	"˦˥"
"砂"	"砂"	"sa1"	"sᴀ˦˥"	""	"s"	"ᴀ"	"˦˥"
"娑"	"娑"	"sa1"	"sᴀ˦˥"	"~拖"	"s"	"ᴀ"	"˦˥"
"薩"	"萨"	"sa1"	"sᴀ˦˥"	""	"s"	"ᴀ"	"˦˥"
"杉"	"杉"	"sa1"	"sᴀ˦˥"	""	"s"	"ᴀ"	"˦˥"
"山"	"山"	"sa1"	"sᴀ˦˥"	"~药"	"s"	"ᴀ"	"˦˥"
"殺"	"杀"	"sa2"	"sᴀ˨˩"	""	"s"	"ᴀ"	"˨˩"
"剎"	"刹"	"sa2"	"sᴀ˨˩"	""	"s"	"ᴀ"	"˨˩"
"煞"	"煞"	"sa2"	"sᴀ˨˩"	""	"s"	"ᴀ"	"˨˩"
"靸"	"靸"	"sa2"	"sᴀ˨˩"	""	"s"	"ᴀ"	"˨˩"
"灑"	"洒"	"sa2"	"sᴀ˨˩"	"~饭"	"s"	"ᴀ"	"˨˩"
"灑"	"洒"	"sa3"	"sᴀ˦˧"	""	"s"	"ᴀ"	"˦˧"
"洒"	"洒"	"sa3"	"sᴀ˦˧"	""	"s"	"ᴀ"	"˦˧"
"傻"	"傻"	"sa3"	"sᴀ˦˧"	"文读"	"s"	"ᴀ"	"˦˧"
"撒"	"撒"	"sa3"	"sᴀ˦˧"	""	"s"	"ᴀ"	"˦˧"
"嗩"	"唢"	"sa3"	"sᴀ˦˧"	""	"s"	"ᴀ"	"˦˧"
"捨"	"舍"	"sa4"	"sᴀ˨˦"	"~丢"	"s"	"ᴀ"	"˨˦"
"啥"	"啥"	"sa4"	"sᴀ˨˦"	""	"s"	"ᴀ"	"˨˦"
"咖"	"咖"	"ga1"	"ɟ̊ᴀ˦˥"	"~喱"	"ɟ̊"	"ᴀ"	"˦˥"
"戛"	"戛"	"ga2"	"ɟ̊ᴀ˨˩"	""	"ɟ̊"	"ᴀ"	"˨˩"
"夾"	"夹"	"ga2"	"ɟ̊ᴀ˨˩"	"白读"	"ɟ̊"	"ᴀ"	"˨˩"
"胳"	"胳"	"ga2"	"ɟ̊ᴀ˨˩"	"~肢窝"	"ɟ̊"	"ᴀ"	"˨˩"
"尬"	"尬"	"ga3"	"ɟ̊ᴀ˦˧"	""	"ɟ̊"	"ᴀ"	"˦˧"
"朒"	"朒"	"ga3"	"ɟ̊ᴀ˦˧"	""	"ɟ̊"	"ᴀ"	"˦˧"
"隔"	"隔"	"ga3"	"ɟ̊ᴀ˦˧"	"~着他，篮球用语"	"ɟ̊"	"ᴀ"	"˦˧"
"㮟"	"㮟"	"ka1"	"cʰᴀ˦˥"	""	"cʰ"	"ᴀ"	"˦˥"
"揩"	"揩"	"ka1"	"cʰᴀ˦˥"	"~油，占便宜"	"cʰ"	"ᴀ"	"˦˥"
"卡"	"卡"	"ka1"	"cʰᴀ˦˥"	"~拿，指刁难"	"cʰ"	"ᴀ"	"˦˥"
"嵌"	"嵌"	"ka1"	"cʰᴀ˦˥"	"~牙齿；~进去"	"cʰ"	"ᴀ"	"˦˥"
"咖"	"咖"	"ka1"	"cʰᴀ˦˥"	"~啡"	"cʰ"	"ᴀ"	"˦˥"
"跨"	"跨"	"ka2"	"cʰᴀ˨˩"	"~过去"	"cʰ"	"ᴀ"	"˨˩"
"掐"	"掐"	"ka2"	"cʰᴀ˨˩"	"白读"	"cʰ"	"ᴀ"	"˨˩"
"卡"	"卡"	"ka3"	"cʰᴀ˦˧"	""	"cʰ"	"ᴀ"	"˦˧"
"胩"	"胩"	"ka3"	"cʰᴀ˦˧"	""	"cʰ"	"ᴀ"	"˦˧"
"胯"	"胯"	"ka4"	"cʰᴀ˨˦"	"白读"	"cʰ"	"ᴀ"	"˨˦"
"軋"	"轧"	"nga1"	"ɲᶡᴀ˦˥"	"白读"	"ɲᶡ"	"ᴀ"	"˦˥"
"壓"	"压"	"nga1"	"ɲᶡᴀ˦˥"	"用东西~着"	"ɲᶡ"	"ᴀ"	"˦˥"
"砑"	"砑"	"nga4"	"ɲᶡᴀ˨˦"	"白读"	"ɲᶡ"	"ᴀ"	"˨˦"
"壓"	"压"	"nga4"	"ɲᶡᴀ˨˦"	"用手~"	"ɲᶡ"	"ᴀ"	"˨˦"
"哈"	"哈"	"ha1"	"çᴀ˦˥"	""	"ç"	"ᴀ"	"˦˥"
"下"	"下"	"ha1"	"çᴀ˦˥"	"一~~，指一会儿"	"ç"	"ᴀ"	"˦˥"
"薅"	"薅"	"ha1"	"çᴀ˦˥"	"~抻敨"	"ç"	"ᴀ"	"˦˥"
"疨"	"疨"	"ha1"	"çᴀ˦˥"	"白读"	"ç"	"ᴀ"	"˦˥"
"還"	"还"	"ha2"	"çᴀ˨˩"	"白读2"	"ç"	"ᴀ"	"˨˩"
"傻"	"傻"	"ha3"	"çᴀ˦˧"	"白读"	"ç"	"ᴀ"	"˦˧"
"好"	"好"	"ha3"	"çᴀ˦˧"	""	"ç"	"ᴀ"	"˦˧"
"下"	"下"	"ha4"	"çᴀ˨˦"	"一~，指全部"	"ç"	"ᴀ"	"˨˦"
"阿"	"阿"	"a1"	"ɦᴀ˦˥"	"~姨；~哥~妹"	"ɦ"	"ᴀ"	"˦˥"
"婀"	"婀"	"a1"	"ɦᴀ˦˥"	""	"ɦ"	"ᴀ"	"˦˥"
"啊"	"啊"	"a1"	"ɦᴀ˦˥"	""	"ɦ"	"ᴀ"	"˦˥"
"鴉"	"鸦"	"a1"	"ɦᴀ˦˥"	"~片"	"ɦ"	"ᴀ"	"˦˥"
"那"	"那"	"a1"	"ɦᴀ˦˥"	"白读2"	"ɦ"	"ᴀ"	"˦˥"
"他"	"他"	"a1"	"ɦᴀ˦˥"	"白读2"	"ɦ"	"ᴀ"	"˦˥"
"她"	"她"	"a1"	"ɦᴀ˦˥"	"白读2"	"ɦ"	"ᴀ"	"˦˥"
"它"	"它"	"a1"	"ɦᴀ˦˥"	"白读2"	"ɦ"	"ᴀ"	"˦˥"
"那"	"那"	"a4"	"ɦᴀ˨˦"	"白读1"	"ɦ"	"ᴀ"	"˨˦"
"吧"	"吧"	"bia1"	"b̥ɨᴀ˦˥"	"~吧嗒"	"b̥"	"ɨᴀ"	"˦˥"
"癟"	"瘪"	"bia3"	"b̥ɨᴀ˦˧"	"白读"	"b̥"	"ɨᴀ"	"˦˧"
""	""	"pia1"	"pʰɨᴀ˦˥"	"~下去，指凹陷"	"pʰ"	"ɨᴀ"	"˦˥"
"劈"	"劈"	"pia2"	"pʰɨᴀ˨˩"	"~脚，指脚骨折"	"pʰ"	"ɨᴀ"	"˨˩"
"劈"	"劈"	"pia3"	"pʰɨᴀ˦˧"	"~一字腿，瑜伽动作；~~脚，跛脚"	"pʰ"	"ɨᴀ"	"˦˧"
"啪"	"啪"	"pia3"	"pʰɨᴀ˦˧"	"白读"	"pʰ"	"ɨᴀ"	"˦˧"
"癟"	"瘪"	"pia3"	"pʰɨᴀ˦˧"	"旧~~；黄~~"	"pʰ"	"ɨᴀ"	"˦˧"
"提"	"提"	"dia1"	"d̥ɨᴀ˦˥"	"白读"	"d̥"	"ɨᴀ"	"˦˥"
"嗲"	"嗲"	"dia1"	"d̥ɨᴀ˦˥"	"文读"	"d̥"	"ɨᴀ"	"˦˥"
"黏"	"黏"	"nia1"	"nᵈɨᴀ˦˥"	"白读"	"nᵈ"	"ɨᴀ"	"˦˥"
"黏"	"粘"	"nia1"	"nᵈɨᴀ˦˥"	"白读"	"nᵈ"	"ɨᴀ"	"˦˥"
"嗲"	"嗲"	"nia1"	"nᵈɨᴀ˦˥"	"白读"	"nᵈ"	"ɨᴀ"	"˦˥"
"家"	"家"	"nia1"	"nᵈɨᴀ˦˥"	"人~"	"nᵈ"	"ɨᴀ"	"˦˥"
"苶"	"苶"	"nia2"	"nᵈɨᴀ˨˩"	"~皮；~落"	"nᵈ"	"ɨᴀ"	"˨˩"
"孽"	"孽"	"nia2"	"nᵈɨᴀ˨˩"	"~障儿，指熊孩子"	"nᵈ"	"ɨᴀ"	"˨˩"
"日"	"日"	"nia2"	"nᵈɨᴀ˨˩"	"~白"	"nᵈ"	"ɨᴀ"	"˨˩"
"入"	"入"	"nia2"	"nᵈɨᴀ˨˩"	"~胀，指让人受不了"	"nᵈ"	"ɨᴀ"	"˨˩"
"苶"	"苶"	"nia3"	"nᵈɨᴀ˦˧"	"把衣服~下来"	"nᵈ"	"ɨᴀ"	"˦˧"
"壓"	"压"	"nia4"	"nᵈɨᴀ˨˦"	"~路机"	"nᵈ"	"ɨᴀ"	"˨˦"
"家"	"家"	"jia1"	"tɕɨᴀ˦˥"	""	"tɕ"	"ɨᴀ"	"˦˥"
"傢"	"家"	"jia1"	"tɕɨᴀ˦˥"	"一~伙，指一小会儿"	"tɕ"	"ɨᴀ"	"˦˥"
"稼"	"稼"	"jia1"	"tɕɨᴀ˦˥"	""	"tɕ"	"ɨᴀ"	"˦˥"
"加"	"加"	"jia1"	"tɕɨᴀ˦˥"	""	"tɕ"	"ɨᴀ"	"˦˥"
"枷"	"枷"	"jia1"	"tɕɨᴀ˦˥"	""	"tɕ"	"ɨᴀ"	"˦˥"
"迦"	"迦"	"jia1"	"tɕɨᴀ˦˥"	""	"tɕ"	"ɨᴀ"	"˦˥"
"咖"	"咖"	"jia1"	"tɕɨᴀ˦˥"	""	"tɕ"	"ɨᴀ"	"˦˥"
"嘉"	"嘉"	"jia1"	"tɕɨᴀ˦˥"	""	"tɕ"	"ɨᴀ"	"˦˥"
"夾"	"夹"	"jia2"	"tɕɨᴀ˨˩"	"文读"	"tɕ"	"ɨᴀ"	"˨˩"
"甲"	"甲"	"jia2"	"tɕɨᴀ˨˩"	""	"tɕ"	"ɨᴀ"	"˨˩"
"假"	"假"	"jia3"	"tɕɨᴀ˦˧"	""	"tɕ"	"ɨᴀ"	"˦˧"
"賈"	"贾"	"jia3"	"tɕɨᴀ˦˧"	"姓"	"tɕ"	"ɨᴀ"	"˦˧"
"架"	"架"	"jia4"	"tɕɨᴀ˨˦"	""	"tɕ"	"ɨᴀ"	"˨˦"
"駕"	"驾"	"jia4"	"tɕɨᴀ˨˦"	""	"tɕ"	"ɨᴀ"	"˨˦"
"嫁"	"嫁"	"jia4"	"tɕɨᴀ˨˦"	""	"tɕ"	"ɨᴀ"	"˨˦"
"價"	"价"	"jia4"	"tɕɨᴀ˨˦"	""	"tɕ"	"ɨᴀ"	"˨˦"
"恰"	"恰"	"qia2"	"tɕʰɨᴀ˨˩"	""	"tɕʰ"	"ɨᴀ"	"˨˩"
"洽"	"洽"	"qia2"	"tɕʰɨᴀ˨˩"	""	"tɕʰ"	"ɨᴀ"	"˨˩"
"掐"	"掐"	"qia2"	"tɕʰɨᴀ˨˩"	"文读"	"tɕʰ"	"ɨᴀ"	"˨˩"
"匣"	"匣"	"qia2"	"tɕʰɨᴀ˨˩"	""	"tɕʰ"	"ɨᴀ"	"˨˩"
"喫"	"吃"	"qia2"	"tɕʰɨᴀ˨˩"	"~䏵䏵；~亏"	"tɕʰ"	"ɨᴀ"	"˨˩"
"卡"	"卡"	"qia3"	"tɕʰɨᴀ˦˧"	"大拇指和食指张至最大时可衡量的长度"	"tɕʰ"	"ɨᴀ"	"˦˧"
"蝦"	"虾"	"xia1"	"ɕɨᴀ˦˥"	""	"ɕ"	"ɨᴀ"	"˦˥"
"瑕"	"瑕"	"xia1"	"ɕɨᴀ˦˥"	""	"ɕ"	"ɨᴀ"	"˦˥"
"霞"	"霞"	"xia2"	"ɕɨᴀ˨˩"	""	"ɕ"	"ɨᴀ"	"˨˩"
"暇"	"暇"	"xia2"	"ɕɨᴀ˨˩"	""	"ɕ"	"ɨᴀ"	"˨˩"
"瞎"	"瞎"	"xia2"	"ɕɨᴀ˨˩"	""	"ɕ"	"ɨᴀ"	"˨˩"
"辖"	"辖"	"xia2"	"ɕɨᴀ˨˩"	""	"ɕ"	"ɨᴀ"	"˨˩"
"斜"	"斜"	"xia2"	"ɕɨᴀ˨˩"	"~路，指斜坡"	"ɕ"	"ɨᴀ"	"˨˩"
"邪"	"邪"	"xia2"	"ɕɨᴀ˨˩"	"~路，指不规路"	"ɕ"	"ɨᴀ"	"˨˩"
"黠"	"黠"	"xia2"	"ɕɨᴀ˨˩"	""	"ɕ"	"ɨᴀ"	"˨˩"
"嚇"	"吓"	"xia2"	"ɕɨᴀ˨˩"	"白读"	"ɕ"	"ɨᴀ"	"˨˩"
"下"	"下"	"xia4"	"ɕɨᴀ˨˦"	""	"ɕ"	"ɨᴀ"	"˨˦"
"夏"	"夏"	"xia4"	"ɕɨᴀ˨˦"	""	"ɕ"	"ɨᴀ"	"˨˦"
"廈"	"厦"	"xia4"	"ɕɨᴀ˨˦"	"~门"	"ɕ"	"ɨᴀ"	"˨˦"
"鴉"	"鸦"	"ia1"	"ɨᴀ˦˥"	""	"ɦ"	"ɨᴀ"	"˦˥"
"呀"	"呀"	"ia1"	"ɨᴀ˦˥"	"文读"	"ɦ"	"ɨᴀ"	"˦˥"
"丫"	"丫"	"ia1"	"ɨᴀ˦˥"	""	"ɦ"	"ɨᴀ"	"˦˥"
"椏"	"桠"	"ia1"	"ɨᴀ˦˥"	""	"ɦ"	"ɨᴀ"	"˦˥"
"鴨"	"鸭"	"ia2"	"ɨᴀ˨˩"	""	"ɦ"	"ɨᴀ"	"˨˩"
"押"	"押"	"ia2"	"ɨᴀ˨˩"	""	"ɦ"	"ɨᴀ"	"˨˩"
"壓"	"压"	"ia2"	"ɨᴀ˨˩"	"~岁"	"ɦ"	"ɨᴀ"	"˨˩"
"牙"	"牙"	"ia2"	"ɨᴀ˨˩"	""	"ɦ"	"ɨᴀ"	"˨˩"
"伢"	"伢"	"ia2"	"ɨᴀ˨˩"	""	"ɦ"	"ɨᴀ"	"˨˩"
"蚜"	"蚜"	"ia2"	"ɨᴀ˨˩"	""	"ɦ"	"ɨᴀ"	"˨˩"
"呀"	"呀"	"ia2"	"ɨᴀ˨˩"	"白读"	"ɦ"	"ɨᴀ"	"˨˩"
"涯"	"涯"	"ia2"	"ɨᴀ˨˩"	""	"ɦ"	"ɨᴀ"	"˨˩"
"爺"	"爷"	"ia2"	"ɨᴀ˨˩"	"老~车"	"ɦ"	"ɨᴀ"	"˨˩"
"啞"	"哑"	"ia3"	"ɨᴀ˦˧"	""	"ɦ"	"ɨᴀ"	"˦˧"
"鴉"	"鸦"	"ia3"	"ɨᴀ˦˧"	"~片烟；~片花"	"ɦ"	"ɨᴀ"	"˦˧"
"疨"	"疨"	"ia3"	"ɨᴀ˦˧"	"文读"	"ɦ"	"ɨᴀ"	"˦˧"
"雅"	"雅"	"ia3"	"ɨᴀ˦˧"	""	"ɦ"	"ɨᴀ"	"˦˧"
"亞"	"亚"	"ia4"	"ɨᴀ˨˦"	""	"ɦ"	"ɨᴀ"	"˨˦"
"壓"	"压"	"ia4"	"ɨᴀ˨˦"	""	"ɦ"	"ɨᴀ"	"˨˦"
"軋"	"轧"	"ia4"	"ɨᴀ˨˦"	"文读"	"ɦ"	"ɨᴀ"	"˨˦"
"砑"	"砑"	"ia4"	"ɨᴀ˨˦"	"文读"	"ɦ"	"ɨᴀ"	"˨˦"
"雅"	"雅"	"ia4"	"ɨᴀ˨˦"	"湘~村"	"ɦ"	"ɨᴀ"	"˨˦"
"抓"	"抓"	"zua1"	"tsuᴀ˦˥"	""	"ts"	"uᴀ"	"˦˥"
"臜"	"臜"	"zua1"	"tsuᴀ˦˥"	"文读"	"ts"	"uᴀ"	"˦˥"
"苴"	"苴"	"zua1"	"tsuᴀ˦˥"	"白读"	"ts"	"uᴀ"	"˦˥"
"吒"	"吒"	"zua1"	"tsuᴀ˦˥"	""	"ts"	"uᴀ"	"˦˥"
"啄"	"啄"	"zua2"	"tsuᴀ˨˩"	""	"ts"	"uᴀ"	"˨˩"
"撾"	"挝"	"zua2"	"tsuᴀ˨˩"	"用脚踢；顺便连带"	"ts"	"uᴀ"	"˨˩"
"蚱"	"蚱"	"zua2"	"tsuᴀ˨˩"	""	"ts"	"uᴀ"	"˨˩"
"砸"	"砸"	"zua2"	"tsuᴀ˨˩"	"~药罐；~丢"	"ts"	"uᴀ"	"˨˩"
"抓"	"抓"	"zua3"	"tsuᴀ˦˧"	"~起，指手僵硬的状态"	"ts"	"uᴀ"	"˦˧"
"唰"	"唰"	"cua3"	"tsʰuᴀ˦˧"	""	"tsʰ"	"uᴀ"	"˦˧"
"刷"	"刷"	"sua2"	"suᴀ˨˩"	""	"s"	"uᴀ"	"˨˩"
"耍"	"耍"	"sua3"	"suᴀ˦˧"	""	"s"	"uᴀ"	"˦˧"
"廈"	"厦"	"sua3"	"suᴀ˦˧"	""	"s"	"uᴀ"	"˦˧"
"灑"	"洒"	"sua3"	"suᴀ˦˧"	"潇~"	"s"	"uᴀ"	"˦˧"
"挼"	"挼"	"rua2"	"zuᴀ˨˩"	"搓揉"	"z"	"uᴀ"	"˨˩"
"瓜"	"瓜"	"gua1"	"ɟ̊uᴀ˦˥"	""	"ɟ̊"	"uᴀ"	"˦˥"
"刮"	"刮"	"gua2"	"ɟ̊uᴀ˨˩"	""	"ɟ̊"	"uᴀ"	"˨˩"
"括"	"括"	"gua2"	"ɟ̊uᴀ˨˩"	""	"ɟ̊"	"uᴀ"	"˨˩"
"颳"	"颳"	"gua2"	"ɟ̊uᴀ˨˩"	""	"ɟ̊"	"uᴀ"	"˨˩"
