漢字	聲部	韻部	聲	韻	調類
索	時授	歌高入	s	ɔk	4
噈	時授	歌高入	s	ɔk	4
咰	時授	歌高入	s	ɔk	4
鐲	時授	歌高入	s	ɔk	8
鋉	時授	歌高入	s	ɔk	8
操	出	歌高	tsʰ	ɔ	1
溞	出	歌高	tsʰ	ɔ	1
繅	出	歌高	tsʰ	ɔ	1
臊	出	歌高	tsʰ	ɔ	1
傞	出	歌高	tsʰ	ɔ	1
慅	出	歌高	tsʰ	ɔ	2
噪	出	歌高	tsʰ	ɔ	3
操	出	歌高	tsʰ	ɔ	3
譟	出	歌高	tsʰ	ɔ	3
索	時授	釭綱入	s	ouʔ	4
挱	時授	釭綱入	s	ouʔ	8
躁	曾之	郊交	ts	au	3
慅	曾之	郊交	ts	au	5
艘	時授	郊交	s	au	1
操	出	郊交	tsʰ	au	1
呵	非風	初梳	h	ø	1
炣	鶯亦	歌高		ɔ	1
疴	鶯亦	歌高		ɔ	1
痾	鶯亦	歌高		ɔ	1
猗	鶯亦	歌高		ɔ	1
漪	鶯亦	歌高		ɔ	1
呵	鶯亦	歌高		ɔ	1
訶	鶯亦	歌高		ɔ	1
錒	鶯亦	歌高		ɔ	1
襖	鶯亦	歌高		ɔ	2
妸	鶯亦	歌高		ɔ	2
𧙃	鶯亦	歌高		ɔ	2
𤀀	鶯亦	歌高		ɔ	3
隩	鶯亦	歌高		ɔ	3
澳	鶯亦	歌高		ɔ	3
奥	鶯亦	歌高		ɔ	3
懊	鶯亦	歌高		ɔ	3
𩟇	鶯亦	歌高		ɔ	3
𤺾	鶯亦	歌高		ɔ	3
㜩	鶯亦	歌高		ɔ	3
擙	鶯亦	歌高		ɔ	3
河	鶯亦	歌高		ɔ	5
呵	鶯亦	歌高		ɔ	5
㰤	鶯亦	歌高		ɔ	5
啊	鶯亦	歌高		ɔ	7
學	鶯亦	歌高入		ɔk	8
訶	非風	歌高	h	ɔ	1
呵	非風	歌高	h	ɔ	1
呵	非風	歌高	h	ɔ	5
奥	鶯亦	銀恭入		yʔ	4
澳	鶯亦	銀恭入		yʔ	4
學	非風	釭綱入	h	ouʔ	8
漪	鶯亦	之箕		i	1
妸	鶯亦	過朱		uo	7
磨	蒙美	歪乖	m	uai	5
摩	蒙美	歪乖	m	uai	5
摩	蒙美	歌高	m	ɔ	1
牳	蒙美	歌高	m	ɔ	2
拇	蒙美	歌高	m	ɔ	2
麽	蒙美	歌高	m	ɔ	2
毛	蒙美	歌高	m	ɔ	5
摩	蒙美	歌高	m	ɔ	5
𦔭	蒙美	歌高	m	ɔ	5
酕	蒙美	歌高	m	ɔ	5
髦	蒙美	歌高	m	ɔ	5
芼	蒙美	歌高	m	ɔ	5
魔	蒙美	歌高	m	ɔ	5
磨	蒙美	歌高	m	ɔ	5
眊	蒙美	歌高	m	ɔ	5
𩞁	蒙美	歌高	m	ɔ	5
𥂓	蒙美	歌高	m	ɔ	5
枆	蒙美	歌高	m	ɔ	5
旄	蒙美	歌高	m	ɔ	5
㿞	蒙美	歌高	m	ɔ	5
𠞥	蒙美	歌高	m	ɔ	5
軞	蒙美	歌高	m	ɔ	5
麽	蒙美	歌高	m	ɔ	5
帽	蒙美	歌高	m	ɔ	7
𢝌	蒙美	歌高	m	ɔ	7
毷	蒙美	歌高	m	ɔ	7
㴘	蒙美	歌高	m	ɔ	7
耄	蒙美	歌高	m	ɔ	7
㿞	蒙美	歌高	m	ɔ	7
眊	蒙美	歌高	m	ɔ	7
䋃	蒙美	歌高	m	ɔ	7
萺	蒙美	歌高	m	ɔ	7
瑁	蒙美	歌高	m	ɔ	7
𪃑	蒙美	歌高	m	ɔ	7
㒻	蒙美	歌高	m	ɔ	7
冒	蒙美	歌高	m	ɔ	7
媢	蒙美	歌高	m	ɔ	7
磨	蒙美	歌高	m	ɔ	7
芼	蒙美	歌高	m	ɔ	7
膜	蒙美	歌高入	m	ɔk	8
瞙	蒙美	歌高入	m	ɔk	8
莫	蒙美	歌高入	m	ɔk	8
瑁	語鳥	杯盃	ŋ	uoi	7
拇	蒙美	孤姑	m	u	2
莫	蒙美	釭綱入	m	ouʔ	8
膜	蒙美	釭綱入	m	ouʔ	8
瞙	蒙美	釭綱入	m	ouʔ	8
摩	蒙美	過朱	m	uo	1
瞙	蒙美	過朱	m	uo	7
我	語鳥	歪乖	ŋ	uai	2
我	語鳥	歌高	ŋ	ɔ	2
娥	語鳥	歌高	ŋ	ɔ	5
俄	語鳥	歌高	ŋ	ɔ	5
哦	語鳥	歌高	ŋ	ɔ	5
莪	語鳥	歌高	ŋ	ɔ	5
峨	語鳥	歌高	ŋ	ɔ	5
鵞	語鳥	歌高	ŋ	ɔ	5
囂	語鳥	歌高	ŋ	ɔ	5
敖	語鳥	歌高	ŋ	ɔ	5
厫	語鳥	歌高	ŋ	ɔ	5
廒	語鳥	歌高	ŋ	ɔ	5
蛾	語鳥	歌高	ŋ	ɔ	5
嗷	語鳥	歌高	ŋ	ɔ	5
熬	語鳥	歌高	ŋ	ɔ	5
遨	語鳥	歌高	ŋ	ɔ	5
鏊	語鳥	歌高	ŋ	ɔ	5
鼇	語鳥	歌高	ŋ	ɔ	5
鰲	語鳥	歌高	ŋ	ɔ	5
翱	語鳥	歌高	ŋ	ɔ	5
驁	語鳥	歌高	ŋ	ɔ	5
𩒰	語鳥	歌高	ŋ	ɔ	5
𩘮	語鳥	歌高	ŋ	ɔ	5
𩮯	語鳥	歌高	ŋ	ɔ	5
䫨	語鳥	歌高	ŋ	ɔ	5
誐	語鳥	歌高	ŋ	ɔ	5
𣊁	語鳥	歌高	ŋ	ɔ	5
摮	語鳥	歌高	ŋ	ɔ	5
傲	語鳥	歌高	ŋ	ɔ	7
𨫼	語鳥	歌高	ŋ	ɔ	7
遨	語鳥	歌高	ŋ	ɔ	7
奡	語鳥	歌高	ŋ	ɔ	7
訛	語鳥	歌高	ŋ	ɔ	7
囮	語鳥	歌高	ŋ	ɔ	7
餓	語鳥	歌高	ŋ	ɔ	7
鏊	語鳥	歌高	ŋ	ɔ	7
翱	語鳥	釭綱	ŋ	ouŋ	5
訛	語鳥	過朱	ŋ	uo	5
囮	語鳥	過朱	ŋ	uo	5
剉	出	催	tsʰ	oi	3
澡	出	歌高	tsʰ	ɔ	1
𦃐	出	歌高	tsʰ	ɔ	1
鱢	出	歌高	tsʰ	ɔ	1
蹉	出	歌高	tsʰ	ɔ	1
艖	出	歌高	tsʰ	ɔ	1
磋	出	歌高	tsʰ	ɔ	1
搓	出	歌高	tsʰ	ɔ	1
矬	出	歌高	tsʰ	ɔ	1
鹺	出	歌高	tsʰ	ɔ	1
嵯	出	歌高	tsʰ	ɔ	1
瑳	出	歌高	tsʰ	ɔ	1
醝	出	歌高	tsʰ	ɔ	1
𪙉	出	歌高	tsʰ	ɔ	1
𤠝	出	歌高	tsʰ	ɔ	1
草	出	歌高	tsʰ	ɔ	2
艸	出	歌高	tsʰ	ɔ	2
藻	出	歌高	tsʰ	ɔ	2
𠹊	出	歌高	tsʰ	ɔ	2
愺	出	歌高	tsʰ	ɔ	2
騲	出	歌高	tsʰ	ɔ	2
懆	出	歌高	tsʰ	ɔ	2
糙	出	歌高	tsʰ	ɔ	3
𥼾	出	歌高	tsʰ	ɔ	3
慥	出	歌高	tsʰ	ɔ	3
懆	出	歌高	tsʰ	ɔ	3
挫	出	歌高	tsʰ	ɔ	3
襙	出	歌高	tsʰ	ɔ	3
剉	出	歌高	tsʰ	ɔ	3
鄵	出	歌高	tsʰ	ɔ	3
草	出	郊交	tsʰ	au	2
艸	出	郊交	tsʰ	au	2
鑢	柳	初梳	l	ø	3
驢	柳	初梳	l	ø	5
吕	柳	須車	l	y	2
筥	柳	須車	l	y	2
侣	柳	須車	l	y	2
梠	柳	須車	l	y	2
莒	柳	須車	l	y	2
㛎	柳	須車	l	y	2
𡜅	柳	須車	l	y	2
膂	柳	須車	l	y	2
𦛗	柳	須車	l	y	2
旅	柳	須車	l	y	2
縷	柳	須車	l	y	2
屢	柳	須車	l	y	2
寠	柳	須車	l	y	2
褸	柳	須車	l	y	2
鑢	柳	須車	l	y	3
閭	柳	須車	l	y	5
𥶆	柳	須車	l	y	5
𢣻	柳	須車	l	y	5
轤	柳	須車	l	y	5
驢	柳	須車	l	y	5
慮	柳	須車	l	y	7
鑢	柳	須車	l	y	7
濾	柳	須車	l	y	7
車	出	奇迦	tsʰ	ia	1
車	求	須車	k	y	1
𡷖	求	須車	k	y	1
居	求	須車	k	y	1
𡨢	求	須車	k	y	1
䝻	求	須車	k	y	1
裾	求	須車	k	y	1
琚	求	須車	k	y	1
拘	求	須車	k	y	1
舉	求	須車	k	y	2
𠃥	求	須車	k	y	2
矩	求	須車	k	y	2
柜	求	須車	k	y	2
櫸	求	須車	k	y	2
𥵂	求	須車	k	y	2
踽	求	須車	k	y	2
句	求	須車	k	y	3
倨	求	須車	k	y	3
据	求	須車	k	y	3
鋸	求	須車	k	y	3
踞	求	須車	k	y	3
蘧	求	須車	k	y	3
璩	求	須車	k	y	3
籧	求	須車	k	y	3
鐻	求	須車	k	y	3
遽	求	須車	k	y	3
據	求	須車	k	y	3
渠	求	須車	k	y	5
洰	求	須車	k	y	5
𠰠	求	須車	k	y	5
磲	求	須車	k	y	5
蕖	求	須車	k	y	5
衢	求	須車	k	y	5
儲	求	須車	k	y	5
𧄔	求	須車	k	y	5
劬	求	須車	k	y	5
拒	求	須車	k	y	7
巨	求	須車	k	y	7
詎	求	須車	k	y	7
苣	求	須車	k	y	7
怇	求	須車	k	y	7
鉅	求	須車	k	y	7
距	求	須車	k	y	7
炬	求	須車	k	y	7
埧	求	須車	k	y	7
懼	求	須車	k	y	7
惧	求	須車	k	y	7
具	求	須車	k	y	7
俱	求	須車	k	y	7
儲	他皆	須車	tʰ	y	1
𧄔	他皆	須車	tʰ	y	1
踽	鶯亦	須車		y	2
踽	語鳥	須車	ŋ	y	2
句	求	過朱	k	uo	3
樞	鶯亦	溝勾		eu	1
區	氣悉	須車	kʰ	y	1
傴	氣悉	須車	kʰ	y	1
嶇	氣悉	須車	kʰ	y	1
敺	氣悉	須車	kʰ	y	1
驅	氣悉	須車	kʰ	y	1
軀	氣悉	須車	kʰ	y	1
樞	氣悉	須車	kʰ	y	1
駒	氣悉	須車	kʰ	y	1
樗	氣悉	須車	kʰ	y	1
㯉	氣悉	須車	kʰ	y	1
袪	氣悉	須車	kʰ	y	1
去	氣悉	須車	kʰ	y	2
㰦	氣悉	須車	kʰ	y	2
去	氣悉	須車	kʰ	y	3
麮	氣悉	須車	kʰ	y	3
𧉧	氣悉	須車	kʰ	y	3
⿱樊句	氣悉	須車	kʰ	y	3
𣕽	氣悉	須車	kʰ	y	3
樗	鶯亦	須車		y	5
豬	低聲	須車	t	y	1
誅	低聲	須車	t	y	1
株	低聲	須車	t	y	1
蛛	低聲	須車	t	y	1
猪	低聲	須車	t	y	1
貯	低聲	須車	t	y	2
佇	低聲	須車	t	y	2
竚	低聲	須車	t	y	2
眝	低聲	須車	t	y	2
泞	低聲	須車	t	y	2
䇧	低聲	須車	t	y	3
除	低聲	須車	t	y	5
篨	低聲	須車	t	y	5
躇	低聲	須車	t	y	5
箸	低聲	須車	t	y	7
筯	低聲	須車	t	y	7
𦅷	低聲	須車	t	y	7
株	他皆	須車	tʰ	y	1
蛛	他皆	須車	tʰ	y	1
貯	他皆	須車	tʰ	y	2
佇	他皆	須車	tʰ	y	2
竚	他皆	須車	tʰ	y	2
眝	他皆	須車	tʰ	y	2
泞	他皆	須車	tʰ	y	2
株	低聲	郊交	t	au	1
貯	低聲	橋嬝	t	io	2
邾	他皆	須車	tʰ	y	1
侏	他皆	須車	tʰ	y	1
洙	他皆	須車	tʰ	y	1
姝	他皆	須車	tʰ	y	1
銖	他皆	須車	tʰ	y	1
䊰	他皆	須車	tʰ	y	1
杼	他皆	須車	tʰ	y	2
䇡	他皆	須車	tʰ	y	2
杵	他皆	須車	tʰ	y	2
妤	他皆	須車	tʰ	y	2
鋤	他皆	須車	tʰ	y	5
姝	曾之	須車	ts	y	1
銖	曾之	須車	ts	y	1
洙	曾之	須車	ts	y	1
侏	曾之	須車	ts	y	1
妤	鶯亦	須車		y	1
鋤	曾之	孤姑	ts	u	7
邾	曾之	過朱	ts	uo	1
侏	曾之	過朱	ts	uo	1
仔	求	聲正	k	iaŋ	2
且	出	奇迦	tsʰ	ia	2
書	曾之	須車	ts	y	1
之	曾之	須車	ts	y	1
茱	曾之	須車	ts	y	1
且	曾之	須車	ts	y	1
資	曾之	須車	ts	y	1
姿	曾之	須車	ts	y	1
咨	曾之	須車	ts	y	1
諮	曾之	須車	ts	y	1
貲	曾之	須車	ts	y	1
粢	曾之	須車	ts	y	1
垐	曾之	須車	ts	y	1
訿	曾之	須車	ts	y	1
訾	曾之	須車	ts	y	1
髭	曾之	須車	ts	y	1
疵	曾之	須車	ts	y	1
諸	曾之	須車	ts	y	1
緇	曾之	須車	ts	y	1
錙	曾之	須車	ts	y	1
菑	曾之	須車	ts	y	1
䎩	曾之	須車	ts	y	1
淄	曾之	須車	ts	y	1
孳	曾之	須車	ts	y	1
孜	曾之	須車	ts	y	1
孖	曾之	須車	ts	y	1
滋	曾之	須車	ts	y	1
𪗋	曾之	須車	ts	y	1
齊	曾之	須車	ts	y	1
鎡	曾之	須車	ts	y	1
雎	曾之	須車	ts	y	1
苴	曾之	須車	ts	y	1
疽	曾之	須車	ts	y	1
朱	曾之	須車	ts	y	1
子	曾之	須車	ts	y	2
仔	曾之	須車	ts	y	2
主	曾之	須車	ts	y	2
煮	曾之	須車	ts	y	2
楮	曾之	須車	ts	y	2
褚	曾之	須車	ts	y	2
渚	曾之	須車	ts	y	2
翥	曾之	須車	ts	y	2
梓	曾之	須車	ts	y	2
注	曾之	須車	ts	y	3
足	曾之	須車	ts	y	3
恣	曾之	須車	ts	y	3
馵	曾之	須車	ts	y	3
漬	曾之	須車	ts	y	3
絮	曾之	須車	ts	y	3
胾	曾之	須車	ts	y	3
駐	曾之	須車	ts	y	3
厠	曾之	須車	ts	y	3
㒋	曾之	須車	ts	y	3
厮	曾之	須車	ts	y	3
慈	曾之	須車	ts	y	5
嵫	曾之	須車	ts	y	5
兹	曾之	須車	ts	y	5
磁	曾之	須車	ts	y	5
嗞	曾之	須車	ts	y	5
𥴺	曾之	須車	ts	y	5
鎡	曾之	須車	ts	y	5
孳	曾之	須車	ts	y	5
滋	曾之	須車	ts	y	5
自	曾之	須車	ts	y	7
聚	曾之	須車	ts	y	7
埾	曾之	須車	ts	y	7
住	曾之	須車	ts	y	7
炷	曾之	須車	ts	y	7
駐	曾之	須車	ts	y	7
絮	時授	須車	s	y	3
㒋	時授	須車	s	y	3
厮	時授	須車	s	y	3
雎	出	須車	tsʰ	y	1
苴	出	須車	tsʰ	y	1
疽	出	須車	tsʰ	y	1
且	曾之	孤姑	ts	u	1
漬	曾之	燈庚入	ts	eiʔ	4
雎	出	輝龜	tsʰ	ui	1
足	曾之	銀恭入	ts	yʔ	4
之	曾之	之箕	ts	i	1
子	曾之	之箕	ts	i	2
朱	曾之	過朱	ts	uo	1
茱	曾之	過朱	ts	uo	1
主	曾之	過朱	ts	uo	2
齊	曾之	西街	ts	ɛ	1
齊	曾之	西街	ts	ɛ	5
女	日女	須車	n	y	2
汝	日女	須車	n	y	2
你	日女	須車	n	y	2
襧	日女	須車	n	y	2
飫	日女	須車	n	y	3
饇	日女	須車	n	y	3
女	日女	須車	n	y	7
飫	鶯亦	須車		y	3
饇	鶯亦	須車		y	3
飫	鶯亦	釭綱入		ouʔ	4
思	時授	須車	s	y	1
師	時授	須車	s	y	1
螄	時授	須車	s	y	1
輸	時授	須車	s	y	1
緦	時授	須車	s	y	1
偲	時授	須車	s	y	1
須	時授	須車	s	y	1
鬚	時授	須車	s	y	1
斯	時授	須車	s	y	1
撕	時授	須車	s	y	1
胥	時授	須車	s	y	1
醑	時授	須車	s	y	1
糈	時授	須車	s	y	1
諝	時授	須車	s	y	1
需	時授	須車	s	y	1
私	時授	須車	s	y	1
司	時授	須車	s	y	1
笥	時授	須車	s	y	1
舒	時授	須車	s	y	1
𥜰	時授	須車	s	y	1
㥠	時授	須車	s	y	1
溮	時授	須車	s	y	1
紓	時授	須車	s	y	1
偦	時授	須車	s	y	1
濡	時授	須車	s	y	1
嚅	時授	須車	s	y	1
史	時授	須車	s	y	2
始	時授	須車	s	y	2
黍	時授	須車	s	y	2
暑	時授	須車	s	y	2
曙	時授	須車	s	y	2
𢋂	時授	須車	s	y	2
署	時授	須車	s	y	2
𢀸	時授	須車	s	y	2
死	時授	須車	s	y	2
𦳊	時授	須車	s	y	2
賜	時授	須車	s	y	3
恕	時授	須車	s	y	3
庶	時授	須車	s	y	3
思	時授	須車	s	y	3
弑	時授	須車	s	y	3
戍	時授	須車	s	y	3
肆	時授	須車	s	y	3
泗	時授	須車	s	y	3
駟	時授	須車	s	y	3
四	時授	須車	s	y	3
䭓	時授	須車	s	y	3
辭	時授	須車	s	y	5
詞	時授	須車	s	y	5
祠	時授	須車	s	y	5
殊	時授	須車	s	y	5
薯	時授	須車	s	y	5
蕷	時授	須車	s	y	5
滁	時授	須車	s	y	5
徐	時授	須車	s	y	5
殳	時授	須車	s	y	5
杸	時授	須車	s	y	5
士	時授	須車	s	y	7
仕	時授	須車	s	y	7
叙	時授	須車	s	y	7
序	時授	須車	s	y	7
事	時授	須車	s	y	7
伺	時授	須車	s	y	7
嗣	時授	須車	s	y	7
飼	時授	須車	s	y	7
姒	時授	須車	s	y	7
似	時授	須車	s	y	7
佀	時授	須車	s	y	7
耜	時授	須車	s	y	7
⿰𧾷矣	時授	須車	s	y	7
竢	時授	須車	s	y	7
俟	時授	須車	s	y	7
竪	時授	須車	s	y	7
豎	時授	須車	s	y	7
兕	時授	須車	s	y	7
巳	時授	須車	s	y	7
樹	時授	須車	s	y	7
澍	時授	須車	s	y	7
祀	時授	須車	s	y	7
嶼	時授	須車	s	y	7
涘	時授	須車	s	y	7
嚅	鶯亦	須車		y	5
濡	鶯亦	須車		y	5
舒	出	須車	tsʰ	y	1
紓	出	須車	tsʰ	y	1
俟	求	之箕	k	i	5
司	時授	之箕	s	i	1
死	時授	之箕	s	i	2
四	時授	之箕	s	i	3
肆	時授	之箕	s	i	3
弑	時授	之箕	s	i	3
輸	時授	過朱	s	uo	1
於	鶯亦	須車		y	1
于	鶯亦	須車		y	1
盱	鶯亦	須車		y	1
迂	鶯亦	須車		y	1
羽	鶯亦	須車		y	2
雨	鶯亦	須車		y	2
與	鶯亦	須車		y	2
与	鶯亦	須車		y	2
禹	鶯亦	須車		y	2
瑀	鶯亦	須車		y	2
窳	鶯亦	須車		y	2
宇	鶯亦	須車		y	2
乳	鶯亦	須車		y	2
庾	鶯亦	須車		y	2
愈	鶯亦	須車		y	2
詡	鶯亦	須車		y	2
瘀	鶯亦	須車		y	3
嫗	鶯亦	須車		y	3
喐	鶯亦	須車入		yk	4
予	鶯亦	須車		y	5
余	鶯亦	須車		y	5
蜍	鶯亦	須車		y	5
餘	鶯亦	須車		y	5
雩	鶯亦	須車		y	5
歟	鶯亦	須車		y	5
欤	鶯亦	須車		y	5
與	鶯亦	須車		y	5
旟	鶯亦	須車		y	5
儒	鶯亦	須車		y	5
孺	鶯亦	須車		y	5
襦	鶯亦	須車		y	5
薷	鶯亦	須車		y	5
如	鶯亦	須車		y	5
茹	鶯亦	須車		y	5
俞	鶯亦	須車		y	5
愉	鶯亦	須車		y	5
覦	鶯亦	須車		y	5
逾	鶯亦	須車		y	5
踰	鶯亦	須車		y	5
榆	鶯亦	須車		y	5
渝	鶯亦	須車		y	5
揄	鶯亦	須車		y	5
瑜	鶯亦	須車		y	5
璵	鶯亦	須車		y	5
窬	鶯亦	須車		y	5
腴	鶯亦	須車		y	5
臾	鶯亦	須車		y	5
庾	鶯亦	須車		y	5
萸	鶯亦	須車		y	5
預	鶯亦	須車		y	7
豫	鶯亦	須車		y	7
與	鶯亦	須車		y	7
譽	鶯亦	須車		y	7
裕	鶯亦	須車		y	7
諛	鶯亦	須車		y	7
喻	鶯亦	須車		y	7
諭	鶯亦	須車		y	7
盱	非風	須車	h	y	1
詡	非風	須車	h	y	3
於	鶯亦	孤姑		u	1
迂	鶯亦	孤姑		u	1
瘀	鶯亦	孤姑		u	3
乳	鶯亦	橋嬝		io	2
喁	求	溝勾	k	eu	3
喁	語鳥	溝勾	ŋ	eu	2
語	語鳥	須車	ŋ	y	2
圄	語鳥	須車	ŋ	y	2
圉	語鳥	須車	ŋ	y	2
禦	語鳥	須車	ŋ	y	2
俣	語鳥	須車	ŋ	y	2
虞	語鳥	須車	ŋ	y	5
魚	語鳥	須車	ŋ	y	5
漁	語鳥	須車	ŋ	y	5
娱	語鳥	須車	ŋ	y	5
愚	語鳥	須車	ŋ	y	5
堣	語鳥	須車	ŋ	y	5
喁	語鳥	須車	ŋ	y	5
隅	語鳥	須車	ŋ	y	5
寓	語鳥	須車	ŋ	y	7
遇	語鳥	須車	ŋ	y	7
語	語鳥	須車	ŋ	y	7
馭	語鳥	須車	ŋ	y	7
喁	語鳥	銀恭	ŋ	yŋ	5
騶	曾之	溝勾	ts	eu	1
趨	出	須車	tsʰ	y	1
趋	出	須車	tsʰ	y	1
趦	出	須車	tsʰ	y	1
騶	出	須車	tsʰ	y	1
鶵	出	須車	tsʰ	y	1
𩿿	出	須車	tsʰ	y	1
芻	出	須車	tsʰ	y	1
媰	出	須車	tsʰ	y	1
此	出	須車	tsʰ	y	2
泚	出	須車	tsʰ	y	2
𩂜	出	須車	tsʰ	y	2
䖏	出	須車	tsʰ	y	2
處	出	須車	tsʰ	y	2
取	出	須車	tsʰ	y	2
鼠	出	須車	tsʰ	y	2
娶	出	須車	tsʰ	y	3
趣	出	須車	tsʰ	y	3
覷	出	須車	tsʰ	y	3
次	出	須車	tsʰ	y	3
刺	出	須車	tsʰ	y	3
莿	出	須車	tsʰ	y	3
㓨	出	須車	tsʰ	y	3
處	出	須車	tsʰ	y	3
䠓	出	須車	tsʰ	y	5
𤛏	出	須車	tsʰ	y	5
泚	曾之	西街	ts	ɛ	3
泚	出	西街	tsʰ	ɛ	2
虚	非風	須車	h	y	1
虗	非風	須車	h	y	1
嘘	非風	須車	h	y	1
墟	非風	須車	h	y	1
歔	非風	須車	h	y	1
吁	非風	須車	h	y	1
訏	非風	須車	h	y	1
紆	非風	須車	h	y	1
冔	非風	須車	h	y	1
𦀒	非風	須車	h	y	1
𥃳	非風	須車	h	y	1
許	非風	須車	h	y	2
䔓	非風	須車	h	y	2
滸	非風	須車	h	y	2
煦	非風	須車	h	y	3
昫	非風	須車	h	y	3
呴	非風	須車	h	y	3
姁	非風	須車	h	y	3
呿	非風	須車	h	y	3
滸	非風	孤姑	h	u	2
吥	波	溝勾	pʰ	eu	1
掊	波	溝勾	pʰ	eu	5
杯	邊	杯盃	p	uoi	1
盃	邊	杯盃	p	uoi	1
柸	邊	杯盃	p	uoi	1
蓓	邊	杯盃	p	uoi	1
棓	邊	杯盃	p	uoi	1
㾦	邊	杯盃	p	uoi	1
痞	邊	杯盃	p	uoi	1
阫	邊	杯盃	p	uoi	1
吥	邊	杯盃	p	uoi	1
䬌	邊	杯盃	p	uoi	1
𦈶	邊	杯盃	p	uoi	1
㧩	邊	杯盃	p	uoi	2
貝	邊	杯盃	p	uoi	3
唄	邊	杯盃	p	uoi	3
浿	邊	杯盃	p	uoi	3
𦮷	邊	杯盃	p	uoi	3
背	邊	杯盃	p	uoi	3
褙	邊	杯盃	p	uoi	3
輩	邊	杯盃	p	uoi	3
䰽	邊	杯盃	p	uoi	3
鋇	邊	杯盃	p	uoi	3
䋳	邊	杯盃	p	uoi	3
培	邊	杯盃	p	uoi	5
賠	邊	杯盃	p	uoi	5
陪	邊	杯盃	p	uoi	5
掊	邊	杯盃	p	uoi	5
旆	邊	杯盃	p	uoi	5
㯁	邊	杯盃	p	uoi	5
珮	邊	杯盃	p	uoi	7
佩	邊	杯盃	p	uoi	7
狽	邊	杯盃	p	uoi	7
邶	邊	杯盃	p	uoi	7
悖	邊	杯盃	p	uoi	7
偝	邊	杯盃	p	uoi	7
背	邊	杯盃	p	uoi	7
焙	邊	杯盃	p	uoi	7
倍	邊	杯盃	p	uoi	7
旆	邊	杯盃	p	uoi	7
㫲	邊	杯盃	p	uoi	7
蓓	邊	杯盃	p	uoi	7
茷	邊	杯盃	p	uoi	7
誖	邊	杯盃	p	uoi	7
㧩	邊	杯盃	p	uoi	7
悖	邊	光入	p	uoʔ	8
痞	波	之箕	pʰ	i	2
噲	氣悉	歪乖	kʰ	uai	3
粿	求	杯盃	k	uoi	2
餜	求	杯盃	k	uoi	2
裹	求	杯盃	k	uoi	2
檜	求	杯盃	k	uoi	3
儈	求	杯盃	k	uoi	3
膾	求	杯盃	k	uoi	3
鱠	求	杯盃	k	uoi	3
澮	求	杯盃	k	uoi	3
劊	求	杯盃	k	uoi	3
劌	求	杯盃	k	uoi	3
噲	求	杯盃	k	uoi	3
䭝	求	杯盃	k	uoi	3
髻	求	杯盃	k	uoi	3
鄶	求	杯盃	k	uoi	3
劂	求	杯盃	k	uoi	3
𢶒	求	杯盃	k	uoi	3
旝	求	杯盃	k	uoi	3
蹶	求	杯盃	k	uoi	3
獗	求	杯盃	k	uoi	3
撅	求	杯盃	k	uoi	3
會	求	杯盃	k	uoi	3
鱥	求	杯盃	k	uoi	3
獪	求	杯盃	k	uoi	3
會	非風	杯盃	h	uoi	7
蹶	氣悉	光入	kʰ	uoʔ	4
撅	氣悉	光入	kʰ	uoʔ	4
劂	氣悉	光入	kʰ	uoʔ	4
劌	求	輝龜	k	ui	3
裹	柳	過朱	l	uo	2
粿	求	過朱	k	uo	2
裹	求	過朱	k	uo	2
魁	氣悉	杯盃	kʰ	uoi	1
𬞴	氣悉	杯盃	kʰ	uoi	1
恢	氣悉	杯盃	kʰ	uoi	1
𬽻	氣悉	杯盃	kʰ	uoi	1
盔	氣悉	杯盃	kʰ	uoi	1
詼	氣悉	杯盃	kʰ	uoi	1
悝	氣悉	杯盃	kʰ	uoi	1
㷇	氣悉	杯盃	kʰ	uoi	1
虺	氣悉	杯盃	kʰ	uoi	1
𨅠	氣悉	杯盃	kʰ	uoi	2
詼	非風	杯盃	h	uoi	1
悝	非風	杯盃	h	uoi	1
虺	非風	杯盃	h	uoi	1
𤸁	低聲	杯盃	t	uoi	7
坯	波	杯盃	pʰ	uoi	1
𨟷	波	杯盃	pʰ	uoi	1
俖	波	杯盃	pʰ	uoi	2
配	波	杯盃	pʰ	uoi	3
沛	波	杯盃	pʰ	uoi	3
伂	波	杯盃	pʰ	uoi	3
杮	波	杯盃	pʰ	uoi	3
㤄	波	杯盃	pʰ	uoi	3
霈	波	杯盃	pʰ	uoi	3
䟛	波	杯盃	pʰ	uoi	3
𣬪	波	杯盃	pʰ	uoi	3
皮	波	杯盃	pʰ	uoi	5
裴	波	杯盃	pʰ	uoi	5
被	波	杯盃	pʰ	uoi	7
被	邊	之箕	p	i	7
皮	波	之箕	pʰ	i	5
㾧	他皆	杯盃	tʰ	uoi	7
贅	曾之	杯盃	ts	uoi	3
嚽	曾之	杯盃	ts	uoi	3
撋	日女	杯盃	n	uoi	5
捼	日女	杯盃	n	uoi	5
税	時授	杯盃	s	uoi	3
棁	時授	杯盃	s	uoi	3
歲	時授	杯盃	s	uoi	3
祱	時授	杯盃	s	uoi	3
帨	時授	杯盃	s	uoi	3
檅	時授	杯盃	s	uoi	3
𩗯	時授	杯盃	s	uoi	3
𩗯	鶯亦	杯盃		uoi	1
煨	鶯亦	杯盃		uoi	1
偎	鶯亦	杯盃		uoi	1
隈	鶯亦	杯盃		uoi	1
