漢字	IPA	IPA调类	注释
票	pʰiu⁴⁴³	pʰiu5	
漂	pʰiu⁴⁴³	pʰiu5	～亮
飄	pʰiu⁴⁵	pʰiu1	
漂	pʰiu⁴⁵	pʰiu1	～泊
蔞	pʰo²¹	pʰo2	
婆	pʰo²¹	pʰo2	
笸	pʰo²¹	pʰo2	～箩：盛物的竹器
頗	pʰo³⁵	pʰo3	
叵	pʰo³⁵	pʰo3	
破	pʰo⁴⁴³	pʰo5	
棵	pʰo⁴⁵	pʰo1	
坡	pʰo⁴⁵	pʰo1	～边村：在新城镇
倍	pʰoi²¹	pʰoi2	
徘	pʰoi²¹	pʰoi2	
陪	pʰoi²¹	pʰoi2	
培	pʰoi²¹	pʰoi2	
賠	pʰoi²¹	pʰoi2	
裴	pʰoi²¹	pʰoi2	
沛	pʰoi⁴⁴³	pʰoi5	
佩	pʰoi⁴⁴³	pʰoi5	
配	pʰoi⁴⁴³	pʰoi5	
僕	pʰok⁴⁵	pʰok7a	动词，摔，朝前摔倒
伴	pʰɵn²¹	pʰɵn2	
盤	pʰɵn²¹	pʰɵn2	
蹣	pʰɵn²¹	pʰɵn2	
盆	pʰɵn²¹	pʰɵn2	
拚	pʰɵn³⁵	pʰɵn3	～死有大害：以死相搏，豁出去了
判	pʰɵn⁴⁴³	pʰɵn5	
泮	pʰɵn⁴⁴³	pʰɵn5	
番	pʰɵn⁴⁵	pʰɵn1	
潘	pʰɵn⁴⁵	pʰɵn1	
蓬	pʰoŋ²¹	pʰoŋ2	
篷	pʰoŋ²¹	pʰoŋ2	
捧	pʰoŋ³⁵	pʰoŋ3	
碰	pʰoŋ⁴⁴³	pʰoŋ5	
縫	pʰoŋ⁴⁵	pʰoŋ1	～尘
潑	pʰɵt⁴	pʰɵt7b	
潑	pʰɵt⁵²	pʰɵt8	泡～～：形容十分松软
匍	pʰu²¹	pʰu2	
菩	pʰu²¹	pʰu2	～提
葡	pʰu²¹	pʰu2	
蒲	pʰu²¹	pʰu2	
甫	pʰu³⁵	pʰu3	杜～
脯	pʰu³⁵	pʰu3	
蒲	pʰu³⁵	pʰu3	
浦	pʰu³⁵	pʰu3	
普	pʰu³⁵	pʰu3	
譜	pʰu³⁵	pʰu3	
鋪	pʰu⁴⁴³	pʰu5	店～
鋪	pʰu⁴⁵	pʰu1	～床
□	pʰu⁵²	pʰu6	动词，用力把液体往嘴外喷
比	pi³⁵	pi3	
妣	pi³⁵	pi3	
畀	pi³⁵	pi3	
髀	pi³⁵	pi3	
毗	pi³⁵	pi3	
譬	pi³⁵	pi3	
匕	pi⁴⁴³	pi5	
庇	pi⁴⁴³	pi5	
蓖	pi⁴⁴³	pi5	
痹	pi⁴⁴³	pi5	
潷	pi⁴⁴³	pi5	动词，把水从盛器中流出，留下泡着的东西
臂	pi⁴⁴³	pi5	
泌	pi⁴⁴³	pi5	
秘	pi⁴⁴³	pi5	
陂	pi⁴⁵	pi1	
卑	pi⁴⁵	pi1	
悲	pi⁴⁵	pi1	
碑	pi⁴⁵	pi1	
備	pi⁵²	pi6	
被	pi⁵²	pi6	～迫
憊	pi⁵²	pi6	
鼻	pi⁵²	pi6	
避	pi⁵²	pi6	
邊	pin⁴⁵	pin1	
鞭	pin⁴⁵	pin1	
辮	pin⁴⁵	pin1	
卞	pin⁵²	pin6	
弁	pin⁵²	pin6	
汴	pin⁵²	pin6	
便	pin⁵²	pin6	方～
辨	pin⁵²	pin6	
辯	pin⁵²	pin6	
必	pit⁴	pit7b	
鉍	pit⁴	pit7b	
鱉	pit⁴	pit7b	
蹩	pit⁴	pit7b	
別	pit⁵²	pit8	
表	piu³⁵	piu3	～示
裱	piu³⁵	piu3	
標	piu⁴⁵	piu1	
彪	piu⁴⁵	piu1	
驃	piu⁴⁵	piu1	
鏢	piu⁴⁵	piu1	
飆	piu⁴⁵	piu1	
錶	piu⁴⁵	piu1	钟～
焱	piu⁴⁵	piu1	
菩	po²¹	po2	～萨
播	po⁴⁴³	po5	
簸	po⁴⁴³	po5	～箕
啵	po⁴⁴³	po5	
波	po⁴⁵	po1	
玻	po⁴⁵	po1	
菠	po⁴⁵	po1	
坡	po⁴⁵	po1	
菠	po⁵²	po6	～地：坐在地上
貝	poi⁴⁴³	poi5	
狽	poi⁴⁴³	poi5	
背	poi⁴⁴³	poi5	
輩	poi⁴⁴³	poi5	
褙	poi⁴⁴³	poi5	
杯	poi⁴⁵	poi1	
悖	poi⁵²	poi6	
焙	poi⁵²	poi6	～干
卜	pok⁴⁵	pok7a	占～
雹	pok⁵²	pok8	
伏	pok⁵²	pok8	～低
僕	pok⁵²	pok8	～人
濮	pok⁵²	pok8	
蹼	pok⁵²	pok8	
瀑	pok⁵²	pok8	～布
本	pɵn³⁵	pɵn3	
苯	pɵn³⁵	pɵn3	
般	pɵn⁴⁵	pɵn1	
搬	pɵn⁴⁵	pɵn1	
伴	pɵn⁵²	pɵn6	
拌	pɵn⁵²	pɵn6	
絆	pɵn⁵²	pɵn6	
叛	pɵn⁵²	pɵn6	
畔	pɵn⁵²	pɵn6	
胖	pɵn⁵²	pɵn6	
埲	poŋ⁵²	poŋ6	量词，堵，用于墙
埲	poŋ⁵²	poŋ6	青～～：很绿
唪	poŋ⁵²	poŋ6	量词，股，用于味道
撥	pɵt⁴	pɵt7b	
缽	pɵt⁴	pɵt7b	
荸	pɵt⁵²	pɵt8	
餑	pɵt⁵²	pɵt8	
勃	pɵt⁵²	pɵt8	
脖	pɵt⁵²	pɵt8	
渤	pɵt⁵²	pɵt8	
補	pu³⁵	pu3	
布	pu⁴⁴³	pu5	
怖	pu⁴⁴³	pu5	
埔	pu⁴⁴³	pu5	
捕	pu⁵²	pu6	
步	pu⁵²	pu6	
部	pu⁵²	pu6	
埠	pu⁵²	pu6	到～,又写作"埗"
簿	pu⁵²	pu6	
唦	sa²¹	sa2	～璃弄捶：乱来
撒	sa³⁵	sa3	～手
灑	sa³⁵	sa3	
啥	sa³⁵	sa3	读书音
耍	sa³⁵	sa3	
杪	sa⁴⁵	sa1	
沙	sa⁴⁵	sa1	
紗	sa⁴⁵	sa1	
砂	sa⁴⁵	sa1	
莎	sa⁴⁵	sa1	
痧	sa⁴⁵	sa1	
裟	sa⁴⁵	sa1	
鯊	sa⁴⁵	sa1	
灑	sa⁵²	sa6	嘞～：一片狼藉
舐	sai²¹	sai2	动词，舔
璽	sai³⁵	sai3	
徙	sai³⁵	sai3	
使	sɐi³⁵	sɐi3	白
使	sɐi³⁵	sɐi3	白
駛	sɐi³⁵	sɐi3	
洗	sɐi³⁵	sɐi3	
曬	sai⁴⁴³	sai5	
世	sɐi⁴⁴³	sɐi5	
勢	sɐi⁴⁴³	sɐi5	
細	sɐi⁴⁴³	sɐi5	
婿	sɐi⁴⁴³	sɐi5	
嘥	sai⁴⁵	sai1	浪费；贬损
茜	sɐi⁴⁵	sɐi1	水草
篩	sɐi⁴⁵	sɐi1	
西	sɐi⁴⁵	sɐi1	
犀	sɐi⁴⁵	sɐi1	
逝	sɐi⁵²	sɐi6	
誓	sɐi⁵²	sɐi6	
噬	sɐi⁵²	sɐi6	
糈	sɐi⁵²	sɐi6	糍粑类的总称
塞	sak⁴⁵	sak7a	活～
塞	sak⁴⁵	sak7a	动词，用软而韧的枝状物抽打
塞	sak⁴⁵	sak7a	名词，重孙
岑	sɐm²¹	sɐm2	
忱	sɐm²¹	sɐm2	
糝	sɐm³⁵	sɐm3	动词，撒：～芝麻：撒芝麻
審	sɐm³⁵	sɐm3	
嬸	sɐm³⁵	sɐm3	
杉	sam⁴⁴³	sam5	～树
沁	sɐm⁴⁴³	sɐm5	
滲	sɐm⁴⁴³	sɐm5	
三	sam⁴⁵	sam1	
三	sam⁴⁵	sam1	
衫	sam⁴⁵	sam1	
蔘	sɐm⁴⁵	sɐm1	党～
森	sɐm⁴⁵	sɐm1	
深	sɐm⁴⁵	sɐm1	
心	sɐm⁴⁵	sɐm1	
葚	sɐm⁵²	sɐm6	
什	sɐm⁵²	sɐm6	
甚	sɐm⁵²	sɐm6	
臣	sɐn²¹	sɐn2	
辰	sɐn²¹	sɐn2	
晨	sɐn²¹	sɐn2	
成	sɐn²¹	sɐn2	
丞	sɐn²¹	sɐn2	
誠	sɐn²¹	sɐn2	
承	sɐn²¹	sɐn2	
城	sɐn²¹	sɐn2	
乘	sɐn²¹	sɐn2	
純	sɐn²¹	sɐn2	
脣	sɐn²¹	sɐn2	
醇	sɐn²¹	sɐn2	
娠	sɐn²¹	sɐn2	
神	sɐn²¹	sɐn2	
腎	sɐn²¹	sɐn2	
繩	sɐn²¹	sɐn2	
散	san³⁵	san3	药～
筍	sɐn³⁵	sɐn3	
榫	sɐn³⁵	sɐn3	
醒	sɐn³⁵	sɐn3	
篡	san⁴⁴³	san5	
散	san⁴⁴³	san5	解～
疝	san⁴⁴³	san5	
呻	sɐn⁴⁴³	sɐn5	动词，诉苦，发牢骚
鉎	sɐn⁴⁴³	sɐn5	名词，铁锈
聖	sɐn⁴⁴³	sɐn5	
勝	sɐn⁴⁴³	sɐn5	
舜	sɐn⁴⁴³	sɐn5	
信	sɐn⁴⁴³	sɐn5	
性	sɐn⁴⁴³	sɐn5	
姓	sɐn⁴⁴³	sɐn5	
訊	sɐn⁴⁴³	sɐn5	
汛	sɐn⁴⁴³	sɐn5	
迅	sɐn⁴⁴³	sɐn5	
山	san⁴⁵	san1	
刪	san⁴⁵	san1	
珊	san⁴⁵	san1	
閂	san⁴⁵	san1	
拴	san⁴⁵	san1	
申	sɐn⁴⁵	sɐn1	
伸	sɐn⁴⁵	sɐn1	
身	sɐn⁴⁵	sɐn1	
莘	sɐn⁴⁵	sɐn1	
升	sɐn⁴⁵	sɐn1	
聲	sɐn⁴⁵	sɐn1	
辛	sɐn⁴⁵	sɐn1	
新	sɐn⁴⁵	sɐn1	
薪	sɐn⁴⁵	sɐn1	
星	sɐn⁴⁵	sɐn1	
猩	sɐn⁴⁵	sɐn1	
惺	sɐn⁴⁵	sɐn1	
腥	sɐn⁴⁵	sɐn1	
詢	sɐn⁴⁵	sɐn1	
殉	sɐn⁴⁵	sɐn1	
柵	san⁵²	san6	鸡～：鸡窝；碗～：碗柜
乘	sɐn⁵²	sɐn6	
慎	sɐn⁵²	sɐn6	
盛	sɐn⁵²	sɐn6	
剩	sɐn⁵²	sɐn6	
順	sɐn⁵²	sɐn6	
省	sɐŋ³⁵	sɐŋ3	
省	sɐŋ³⁵	sɐŋ3	动词，用力刷洗器具等，或俗写作"㨘"
省	sɐŋ³⁵	sɐŋ3	动词，训斥
㨘	sɐŋ⁴⁴³	sɐŋ5	形容词，热，烫
擤	sɐŋ⁴⁴³	sɐŋ5	
生	sɐŋ⁴⁵	sɐŋ1	
牲	sɐŋ⁴⁵	sɐŋ1	
笙	sɐŋ⁴⁵	sɐŋ1	
甥	sɐŋ⁴⁵	sɐŋ1	
㨘	sɐŋ⁵²	sɐŋ6	旧时新兴民间对数字“十”的另一种读音
圾	sap⁴	sap7b	
歃	sap⁴	sap7b	～血为盟
霎	sap⁴	sap7b	
霎	sap⁴	sap7b	动词，快速地扫视一下
濕	sɐp⁴⁵	sɐp7a	
煠	sap⁵²	sap8	长时间水煮
十	sɐp⁵²	sɐp8	
拾	sɐp⁵²	sɐp8	
撒	sat⁴	sat7b	
薩	sat⁴	sat7b	
殺	sat⁴	sat7b	
刹	sat⁴	sat7b	
色	sɐt⁴⁵	sɐt7a	
嗇	sɐt⁴⁵	sɐt7a	
失	sɐt⁴⁵	sɐt7a	
虱	sɐt⁴⁵	sɐt7a	
識	sɐt⁴⁵	sɐt7a	
式	sɐt⁴⁵	sɐt7a	
飾	sɐt⁴⁵	sɐt7a	
適	sɐt⁴⁵	sɐt7a	
室	sɐt⁴⁵	sɐt7a	戌
軾	sɐt⁴⁵	sɐt7a	
釋	sɐt⁴⁵	sɐt7a	
蟀	sɐt⁴⁵	sɐt7a	
昔	sɐt⁴⁵	sɐt7a	
析	sɐt⁴⁵	sɐt7a	
息	sɐt⁴⁵	sɐt7a	
悉	sɐt⁴⁵	sɐt7a	
惜	sɐt⁴⁵	sɐt7a	可～
晰	sɐt⁴⁵	sɐt7a	
皙	sɐt⁴⁵	sɐt7a	
錫	sɐt⁴⁵	sɐt7a	
蜥	sɐt⁴⁵	sɐt7a	
熄	sɐt⁴⁵	sɐt7a	
膝	sɐt⁴⁵	sɐt7a	
媳	sɐt⁴⁵	sɐt7a	
恤	sɐt⁴⁵	sɐt7a	抚～率
石	sɐt⁵²	sɐt8	
實	sɐt⁵²	sɐt8	
食	sɐt⁵²	sɐt8	
蝕	sɐt⁵²	sɐt8	白～：白癜风
蝕	sɐt⁵²	sɐt8	白～：白癜风
寔	sɐt⁵²	sɐt8	陈～：陈氏祖先
術	sɐt⁵²	sɐt8	
述	sɐt⁵²	sɐt8	
碩	sɐt⁵²	sɐt8	
愁	sɐu²¹	sɐu2	忧～
稍	sau³⁵	sau3	
嫂	sɐu³⁵	sɐu3	
叟	sɐu³⁵	sɐu3	
哨	sau⁴⁴³	sau5	
瀦	sau⁴⁴³	sau5	
掃	sɐu⁴⁴³	sɐu5	～地
瘦	sɐu⁴⁴³	sɐu5	
鏽	sɐu⁴⁴³	sɐu5	铁～
捎	sau⁴⁵	sau1	
梢	sau⁴⁵	sau1	
艄	sau⁴⁵	sau1	
騷	sɐu⁴⁵	sɐu1	
臊	sɐu⁴⁵	sɐu1	～气
搜	sɐu⁴⁵	sɐu1	
餿	sɐu⁴⁵	sɐu1	～味
睄	sau⁵²	sau6	动词，睨视
睄	sau⁵²	sau6	动词，狼狈地吃
朔	sɔk⁴	sɔk7b	
槊	sɔk⁴	sɔk7b	
塑	sɔk⁴	sɔk7b	
嗍	sɔk⁴	sɔk7b	吸饮；深吸气
索	sɔk⁴	sɔk7b	
床	sɔŋ²¹	sɔŋ2	
爽	sɔŋ³⁵	sɔŋ3	
喪	sɔŋ⁴⁴³	sɔŋ5	～失
瀧	sɔŋ⁴⁵	sɔŋ1	～江：在罗定市
桑	sɔŋ⁴⁵	sɔŋ1	
嗓	sɔŋ⁴⁵	sɔŋ1	
喪	sɔŋ⁴⁵	sɔŋ1	开～
雙	sɔŋ⁴⁵	sɔŋ1	
霜	sɔŋ⁴⁵	sɔŋ1	
孀	sɔŋ⁴⁵	sɔŋ1	
佘	se²¹	se2	
佘	se²¹	se2	
舍	se³⁵	se3	～得
舍	se⁴⁴³	se5	宿～
赦	se⁴⁴³	se5	
蛇	sɛ²¹	sɛ2	
社	sɛ²¹	sɛ2	
寫	sɛ³⁵	sɛ3	
瀉	sɛ³⁵	sɛ3	～水：把水倒掉
瀉	sɛ⁴⁴³	sɛ5	腹～
卸	sɛ⁴⁴³	sɛ5	
賒	sɛ⁴⁵	sɛ1	
些	sɛ⁴⁵	sɛ1	
射	sɛ⁵²	sɛ6	
麝	sɛ⁵²	sɛ6	
時	si²¹	si2	
蒔	si²¹	si2	～田：插秧
市	si²¹	si2	
柿	si²¹	si2	
匙	si²¹	si2	锁～
史	si³⁵	si3	
使	si³⁵	si3	文，～命
屎	si³⁵	si3	
死	si³⁵	si3	
試	si⁴⁴³	si5	
弑	si⁴⁴³	si5	
諡	si⁴⁴³	si5	
嗜	si⁴⁴³	si5	
四	si⁴⁴³	si5	
駟	si⁴⁴³	si5	
肆	si⁴⁴³	si5	
屍	si⁴⁵	si1	
師	si⁴⁵	si1	
詩	si⁴⁵	si1	
獅	si⁴⁵	si1	
施	si⁴⁵	si1	
司	si⁴⁵	si1	
絲	si⁴⁵	si1	
私	si⁴⁵	si1	
思	si⁴⁵	si1	
斯	si⁴⁵	si1	
廝	si⁴⁵	si1	
撕	si⁴⁵	si1	
嘶	si⁴⁵	si1	
豉	si⁵²	si6	豆～
伺	si⁵²	si6	
士	si⁵²	si6	
氏	si⁵²	si6	
示	si⁵²	si6	
仕	si⁵²	si6	
事	si⁵²	si6	
侍	si⁵²	si6	
視	si⁵²	si6	
是	si⁵²	si6	
爍	siak⁴	siak7b	
惜	siak⁴	siak7b	动词，吻
箾	siak⁴	siak7b	动词，用细条状棍子打
削	siak⁴	siak7b	
嘗	siaŋ²¹	siaŋ2	
常	siaŋ²¹	siaŋ2	
償	siaŋ²¹	siaŋ2	
徜	siaŋ²¹	siaŋ2	～徉
嫦	siaŋ²¹	siaŋ2	
上	siaŋ²¹	siaŋ2	～山
賞	siaŋ³⁵	siaŋ3	
想	siaŋ³⁵	siaŋ3	
相	siaŋ⁴⁴³	siaŋ5	宰～
傷	siaŋ⁴⁵	siaŋ1	
殤	siaŋ⁴⁵	siaŋ1	
商	siaŋ⁴⁵	siaŋ1	
觴	siaŋ⁴⁵	siaŋ1	
相	siaŋ⁴⁵	siaŋ1	互～
廂	siaŋ⁴⁵	siaŋ1	
湘	siaŋ⁴⁵	siaŋ1	
箱	siaŋ⁴⁵	siaŋ1	
襄	siaŋ⁴⁵	siaŋ1	
鑲	siaŋ⁴⁵	siaŋ1	
上	siaŋ⁵²	siaŋ6	～海
尚	siaŋ⁵²	siaŋ6	
禪	sim²¹	sim2	
蟬	sim²¹	sim2	
蟾	sim²¹	sim2	
閃	sim³⁵	sim3	
陝	sim³⁵	sim3	
鱔	sin²¹	sin2	
銑	sin³⁵	sin3	
冼	sin³⁵	sin3	
蘚	sin³⁵	sin3	
癬	sin³⁵	sin3	
扇	sin⁴⁴³	sin5	
線	sin⁴⁴³	sin5	
腺	sin⁴⁴³	sin5	
仙	sin⁴⁵	sin1	
先	sin⁴⁵	sin1	
秈	sin⁴⁵	sin1	
鮮	sin⁴⁵	sin1	
單	sin⁵²	sin6	姓
善	sin⁵²	sin6	
繕	sin⁵²	sin6	
擅	sin⁵²	sin6	
膳	sin⁵²	sin6	
嬗	sin⁵²	sin6	
羨	sin⁵²	sin6	
攝	sip⁴	sip7b	
懾	sip⁴	sip7b	
楔	sip⁴	sip7b	
竊	sit⁴	sit7b	
涉	sit⁴	sit7b	
泄	sit⁴	sit7b	
屑	sit⁴	sit7b	
燮	sit⁴	sit7b	
薛	sit⁴	sit7b	
舌	sit⁵²	sit8	
蝕	sit⁵²	sit8	～本：亏本
少	siu³⁵	siu3	多～
小	siu³⁵	siu3	
少	siu⁴⁴³	siu5	～年
笑	siu⁴⁴³	siu5	
燒	siu⁴⁵	siu1	
梢	siu⁴⁵	siu1	
消	siu⁴⁵	siu1	
宵	siu⁴⁵	siu1	
蕭	siu⁴⁵	siu1	
硝	siu⁴⁵	siu1	
銷	siu⁴⁵	siu1	
簫	siu⁴⁵	siu1	
霄	siu⁴⁵	siu1	
韶	siu⁵²	siu6	
紹	siu⁵²	siu6	
肇	siu⁵²	siu6	
蓑	so³⁵	so3	
所	so³⁵	so3	
嗩	so³⁵	so3	
瑣	so³⁵	so3	枷～
鎖	so³⁵	so3	
□	so⁴⁴³	so5	动词，海绵等东西吸液体的动作
梳	so⁴⁵	so1	
疏	so⁴⁵	so1	
蔬	so⁴⁵	so1	
唆	so⁴⁵	so1	
娑	so⁴⁵	so1	
梭	so⁴⁵	so1	
嗦	so⁴⁵	so1	
瑣	so⁴⁵	so1	～碎
傻	so⁵²	so6	文
傻	sœ⁴⁴³	sœ5	□œ5～：差劲，水平低
傻	sœ⁵²	sœ6	
碎	soi⁴⁴³	soi5	
腮	soi⁴⁵	soi1	
鰓	soi⁴⁵	soi1	
衰	soi⁴⁵	soi1	
叔	sok⁴⁵	sok7a	
夙	sok⁴⁵	sok7a	
肅	sok⁴⁵	sok7a	
宿	sok⁴⁵	sok7a	住～
粟	sok⁴⁵	sok7a	
縮	sok⁴⁵	sok7a	
淑	sok⁵²	sok8	
孰	sok⁵²	sok8	
贖	sok⁵²	sok8	
塾	sok⁵²	sok8	
熟	sok⁵²	sok8	
屬	sok⁵²	sok8	
蜀	sok⁵²	sok8	
崇	soŋ²¹	soŋ2	～山
慫	soŋ³⁵	soŋ3	
聳	soŋ³⁵	soŋ3	
悚	soŋ³⁵	soŋ3	
宋	soŋ⁴⁴³	soŋ5	
送	soŋ⁴⁴³	soŋ5	
餸	soŋ⁴⁴³	soŋ5	菜
松	soŋ⁴⁵	soŋ1	轻～
淞	soŋ⁴⁵	soŋ1	
嵩	soŋ⁴⁵	soŋ1	
手	su³⁵	su3	
守	su³⁵	su3	
首	su³⁵	su3	
狩	su³⁵	su3	
數	su³⁵	su3	～数
擻	su³⁵	su3	
獸	su⁴⁴³	su5	
數	su⁴⁴³	su5	～学
漱	su⁴⁴³	su5	
嗽	su⁴⁴³	su5	
訴	su⁴⁴³	su5	
素	su⁴⁴³	su5	
宿	su⁴⁴³	su5	星～
秀	su⁴⁴³	su5	
繡	su⁴⁴³	su5	
收	su⁴⁵	su1	
蘇	su⁴⁵	su1	
酥	su⁴⁵	su1	
穌	su⁴⁵	su1	
修	su⁴⁵	su1	
羞	su⁴⁵	su1	
饈	su⁴⁵	su1	
須	su⁴⁵	su1	
壽	su⁵²	su6	
受	su⁵²	su6	
授	su⁵²	su6	
垂	sy²¹	sy2	
粹	sy²¹	sy2	
誰	sy²¹	sy2	
殊	sy²¹	sy2	
薯	sy²¹	sy2	
緒	sy²¹	sy2	
絮	sy²¹	sy2	
暑	sy³⁵	sy3	
黍	sy³⁵	sy3	
鼠	sy³⁵	sy3	
水	sy³⁵	sy3	
祟	sy³⁵	sy3	鬼～：偷偷摸摸
穢	sy⁴⁴³	sy5	
戍	sy⁴⁴³	sy5	
恕	sy⁴⁴³	sy5	
庶	sy⁴⁴³	sy5	
帥	sy⁴⁴³	sy5	
稅	sy⁴⁴³	sy5	
嗉	sy⁴⁴³	sy5	～囊
歲	sy⁴⁴³	sy5	
書	sy⁴⁵	sy1	
抒	sy⁴⁵	sy1	
紓	sy⁴⁵	sy1	
舒	sy⁴⁵	sy1	
輸	sy⁴⁵	sy1	
雖	sy⁴⁵	sy1	
綏	sy⁴⁵	sy1	
須	sy⁴⁵	sy1	
需	sy⁴⁵	sy1	
瑞	sy⁵²	sy6	
樹	sy⁵²	sy6	
豎	sy⁵²	sy6	
睡	sy⁵²	sy6	
遂	sy⁵²	sy6	
隧	sy⁵²	sy6	
燧	sy⁵²	sy6	
穗	sy⁵²	sy6	
船	syn²¹	syn2	
吮	syn²¹	syn2	
旋	syn²¹	syn2	
損	syn³⁵	syn3	
選	syn³⁵	syn3	
蒜	syn⁴⁴³	syn5	
算	syn⁴⁴³	syn5	
遜	syn⁴⁴³	syn5	
酸	syn⁴⁵	syn1	
孫	syn⁴⁵	syn1	
宣	syn⁴⁵	syn1	
萱	syn⁴⁵	syn1	
喧	syn⁴⁵	syn1	
篆	syn⁵²	syn6	
說	syt⁴	syt7b	
袖	syt⁴	syt7b	
雪	syt⁴	syt7b	
打	ta³⁵	ta3	～人
打	ta⁴⁵	ta1	一～
歹	tai³⁵	tai3	
傣	tai³⁵	tai3	
邸	tɐi³⁵	tɐi3	
詆	tɐi³⁵	tɐi3	
抵	tɐi³⁵	tɐi3	
底	tɐi³⁵	tɐi3	
砥	tɐi³⁵	tɐi3	
帶	tai⁴⁴³	tai5	
戴	tai⁴⁴³	tai5	
詆	tɐi⁴⁴³	tɐi5	用语言挖苦
帝	tɐi⁴⁴³	tɐi5	
蒂	tɐi⁴⁴³	tɐi5	
締	tɐi⁴⁴³	tɐi5	
滯	tɐi⁴⁴³	tɐi5	动词，滴
襶	tai⁴⁵	tai1	褦～：不修边幅
低	tɐi⁴⁵	tɐi1	
大	tai⁵²	tai6	
逮	tɐi⁵²	tɐi6	
弟	tɐi⁵²	tɐi6	
遞	tɐi⁵²	tɐi6	
第	tɐi⁵²	tɐi6	
棣	tɐi⁵²	tɐi6	
隸	tɐi⁵²	tɐi6	
得	tak⁴⁵	tak7a	
德	tak⁴⁵	tak7a	
特	tak⁵²	tak8	
膽	tam³⁵	tam3	
抌	tɐm³⁵	tɐm3	动词，捶击
擔	tam⁴⁴³	tam5	扁～
氹	tɐm⁴⁴³	tɐm5	泥～：泥坑
髡	tɐm⁴⁴³	tɐm5	
擔	tam⁴⁵	tam1	～水
眈	tam⁴⁵	tam1	
耽	tam⁴⁵	tam1	
抌	tɐm⁴⁵	tɐm1	～～□kʰek7a：徒劳无功
啖	tam⁵²	tam6	量词，口
淡	tam⁵²	tam6	～薄
抌	tɐm⁵²	tɐm6	动词，踹，用脚蹬踏
鈍	tɐn²¹	tɐn2	单用
頂	tɐn³⁵	tɐn3	
鼎	tɐn³⁵	tɐn3	
躉	tɐn³⁵	tɐn3	
旦	tan⁴⁴³	tan5	
誕	tan⁴⁴³	tan5	
扽	tɐn⁴⁴³	tɐn5	动词，抓着容器或口袋底部抖动，使其中的东西尽数倒出
訂	tɐn⁴⁴³	tɐn5	～书机
掟	tɐn⁴⁴³	tɐn5	动词，扔
丹	tan⁴⁵	tan1	
單	tan⁴⁵	tan1	～独
丁	tɐn⁴⁵	tiaŋ1	变调音，妹～：丫头对女孩子轻蔑的称呼
丁	tɐn⁴⁵	tɐn1	～屋：为男孩子建造的房屋
叮	tɐn⁴⁵	tɐn1	
盯	tɐn⁴⁵	tɐn1	
釘	tɐn⁴⁵	tɐn1	文
噸	tɐn⁴⁵	tɐn1	
敦	tɐn⁴⁵	tɐn1	
墩	tɐn⁴⁵	tɐn1	
汀	tɐn⁴⁵	tɐn1	
但	tan⁵²	tan6	
憚	tan⁵²	tan6	
彈	tan⁵²	tan6	炮～
蛋	tan⁵²	tan6	
蛋	tan⁵²	tan6	
扽	tɐn⁵²	tɐn6	颠簸
訂	tɐn⁵²	tɐn6	预～
定	tɐn⁵²	tɐn6	
沌	tɐn⁵²	tɐn6	
燉	tɐn⁵²	tɐn6	
鈍	tɐn⁵²	tɐn6	迟～
頓	tɐn⁵²	tɐn6	
遁	tɐn⁵²	tɐn6	
噔	tɐŋ²¹	tɐŋ2	
噔	tɐŋ²¹	tɐŋ2	～噔tɐŋ3声：疾速的脚步声
等	tɐŋ³⁵	tɐŋ3	
等	tɐŋ³⁵	tɐŋ3	动词，撑开网、袋口等
戥	tɐŋ³⁵	tɐŋ3	厘～：秤中药的小秤
凳	tɐŋ⁴⁴³	tɐŋ5	
燈	tɐŋ⁴⁵	tɐŋ1	
登	tɐŋ⁴⁵	tɐŋ1	
蹬	tɐŋ⁴⁵	tɐŋ1	
瞪	tɐŋ⁴⁵	tɐŋ1	读书音
蹬	tɐŋ⁵²	tɐŋ6	
戥	tɐŋ⁵²	tɐŋ6	陪同，～队：结伴
鄧	tɐŋ⁵²	tɐŋ6	
瞪	tɐŋ⁵²	tɐŋ6	动词，挣大眼睛注视着
搭	tap⁴	tap7b	
嗒	tap⁴	tap7b	动词，含、咂
答	tap⁴	tap7b	
瘩	tap⁴	tap7b	
耷	tɐp⁴⁵	tɐp7a	动词，下垂
遝	tap⁵²	tap8	动词，叠，垒
踏	tap⁵²	tap8	
䂿	tɐp⁵²	tɐp8	动词，从高处掉下来；丢失；捶击
笪	tat⁴	tat7b	
撻	tat⁴	tat7b	动词，使劲地向下摔
嫡	tɐt⁴⁵	tɐt7a	又读
趯	tɐt⁴⁵	tɐt7a	动词，辛苦地跑
趯	tɐt⁴⁵	tɐt7a	动词，塞，随便放
噠	tat⁵²	tat8	
達	tat⁵²	tat8	
薘	tat⁵²	tat8	著～菜
韃	tat⁵²	tat8	
狄	tɐt⁵²	tɐt8	
迪	tɐt⁵²	tɐt8	
糴	tɐt⁵²	tɐt8	
敵	tɐt⁵²	tɐt8	
笛	tɐt⁵²	tɐt8	
凸	tɐt⁵²	tɐt8	
突	tɐt⁵²	tɐt8	
島	tɐu³⁵	tɐu3	
搗	tɐu³⁵	tɐu3	
倒	tɐu³⁵	tɐu3	打～
抖	tɐu³⁵	tɐu3	
陡	tɐu³⁵	tɐu3	
