章	開	三	鍾	入	章	通	矚		ts	ʊk	5	ts	ʊk	5	ts	ʊk	5	
章	開	三	鍾	入	章	通	屬											
常	開	三	鍾	入	章	通	屬		s	ʊk	3	s	ʊk	2	s	ʊk	2	
昌	開	三	鍾	入	章	通	觸		tsʰ	ʊk	5	tsʰ	ʊk	5	tsʰ	ʊk	5	
常	開	三	鍾	入	章	通	鐲		ts	ʊk	5	ts	ʊk	5	ts	ʊk	5	
常	開	三	鍾	入	章	通	蜀		s	ʊk	3	s	ʊk	2	s	ʊk	2	
							蜀		ts	ʊk	5							
書	開	三	鍾	入	章	通	束		tsʰ	ʊk	5	tsʰ	ʊk	5	tsʰ	ʊk	5	
船	開	三	鍾	入	章	通	贖		s	ʊk	3	s	ʊk	2	s	ʊk	2	
							贖		ts	ʊk	3							
日	開	三	鍾	入	日	通	辱		j	ʊk	3	j	ʊk	2	j	ʊk	2	
溪	開	三	鍾	入	見	通	曲		kʰ	ʊk	5	kʰ	ʊk	5	kʰ	ʊk	5	
疑	開	三	鍾	入	見	通	獄		j	ʊk	3	j	ʊk	2	j	ʊk	2	
疑	開	三	鍾	入	見	通	玉		j	ʊk	3	j	ʊk	2	j	ʊk	2	
曉	開	三	鍾	入	影	通	旭		j	ʊk	5	j	ʊk	5	j	ʊk	5	
以	開	三	鍾	入	以	通	浴		j	ʊk	3	j	ʊk	2	j	ʊk	2	
以	開	三	鍾	入	以	通	慾		j	ʊk	3	j	ʊk	2	j	ʊk	2	
以	開	三	鍾	入	以	通	欲		j	ʊk	3	j	ʊk	2	j	ʊk	2	
群	開	三	鍾	入	見	通	局		k	ʊk	3	k	ʊk	2	k	ʊk	2	
知	開	二	江	平	知	江	樁		ts	ɔŋ	55	ts	ɔŋ	45	ts	ɔŋ	55	
澄	開	二	江	平	知	江	撞		ts	ɔŋ	33	ts	ɔŋ	33	ts	ɔŋ	22	
澄	開	二	江	平	知	江	幢		tsʰ	ɔŋ	51	tsʰ	ɔŋ	51	tsʰ	ɔŋ	51	經幢
澄	開	二	江	去	知	江	幢		ts	ɔŋ	33	ts	ɔŋ	33	ts	ɔŋ	22	量詞
							幢		tʰ	ɔŋ	51	tʰ	ɔŋ	51	tʰ	ɔŋ	51	海幢寺
生	開	二	江	平	莊	江	雙		s	œŋ	55	s	iɔŋ	45	s	œŋ	55	
見	開	二	江	平	見	江	江		k	ɔŋ	55	k	ɔŋ	45	k	ɔŋ	55	
見	開	二	江	平	見	江	肛		k	ɔŋ	55	k	ɔŋ	45	k	ɔŋ	55	
見	開	二	江	平	見	江	扛		kʰ	ɔŋ	55	kʰ	ɔŋ	45	kʰ	ɔŋ	55	
溪	開	二	江	平	見	江	控		kʰ	ʊŋ	33	kʰ	ʊŋ	33	kʰ	ʊŋ	22	
溪	開	二	江	平	見	江	腔		h	ɔŋ	55	h	ɔŋ	45	h	ɔŋ	55	
匣	開	二	江	平	影	江	缸		k	ɔŋ	55	k	ɔŋ	45	k	ɔŋ	55	
匣	開	二	江	平	影	江	降		h	ɔŋ	51	h	ɔŋ	51	h	ɔŋ	51	投降
見	開	二	江	去	見	江	降		k	ɔŋ	33	k	ɔŋ	33	k	ɔŋ	22	降落
幫	開	二	江	平	幫	江	邦		p	ɔŋ	55	p	ɔŋ	45	p	ɔŋ	55	
並	開	二	江	平	幫	江	龐		pʰ	ɔŋ	51	pʰ	ɔŋ	51	pʰ	ɔŋ	51	
見	開	二	江	上	見	江	講		k	ɔŋ	213	k	ɔŋ	21	k	ɔŋ	21	
見	開	二	江	上	見	江	港		k	ɔŋ	213	k	ɔŋ	21	k	ɔŋ	21	
匣	開	二	江	上	影	江	項		h	ɔŋ	33	h	ɔŋ	33	h	ɔŋ	22	
並	開	二	江	上	幫	江	棒		pʰ	aŋ	213	pʰ	aŋ	21	pʰ	aŋ	21	
並	開	二	江	上	幫	江	蚌		pʰ	ɔŋ	213	pʰ	ɔŋ	21	pʰ	ɔŋ	21	
匣	開	二	江	去	影	江	巷		h	ɔŋ	33	h	ɔŋ	33	h	ɔŋ	22	
知	開	二	江	入	知	江	桌		tsʰ	œk	3	tsʰ	iɔk	2	tsʰ	œk	5	
知	開	二	江	入	知	江	琢		t	œk	3	t	iɔk	2	t	œk	5	
知	開	二	江	入	知	江	卓		tsʰ	œk	3	tsʰ	iɔk	2	tsʰ	œk	5	
澄	開	二	江	入	知	江	擢		ts	ɔk	3	ts	ɔk	2	ts	ɔk	2	
澄	開	二	江	入	知	江	濁		ts	ʊk	3	ts	ʊk	2	ts	ʊk	2	
莊	開	二	江	入	莊	江	捉		ts	ɔk	5	ts	ɔk	5	ts	ɔk	5	
崇	開	二	江	入	莊	江	浞		ts	ɔk	3	ts	ɔk	2	ts	ɔk	2	
生	開	二	江	入	莊	江	朔		s	ɔk	3	s	ɔk	2	s	ɔk	5	
溪	開	二	江	入	見	江	確		kʰ	ɔk	3	kʰ	ɔk	2	kʰ	ɔk	5	
疑	開	二	江	入	見	江	嶽		ŋ	ɔk	3	ŋ	ɔk	2	ŋ	ɔk	2	
疑	開	二	江	入	見	江	岳		ŋ	ɔk	3	ŋ	ɔk	2	ŋ	ɔk	2	
匣	開	二	江	入	影	江	學		h	ɔk	3	h	ɔk	2	h	ɔk	2	
影	開	二	江	入	影	江	握			ɐk	5		ɐk	5		ɐk	5	
影	開	二	江	入	影	江	渥			ɐk	5		ɐk	5		ɐk	5	
影	開	二	江	入	影	江	喔			ɐk	5		ɐk	5		ɐk	5	雞叫聲
							喔			ɔ	55		ɔ	45		ɔ	55	嘆詞
幫	開	二	江	入	幫	江	剝		m	ɔk	5	m	ɔk	5	m	ɔk	5	
幫	開	二	江	入	幫	江	駁		p	ɔk	3	p	ɔk	2	p	ɔk	5	
並	開	二	江	入	幫	江	雹		p	ɔk	3	p	ɔk	2	p	ɔk	2	
滂	開	二	江	入	幫	江	璞		pʰ	ɔk	3	pʰ	ɔk	2	pʰ	ɔk	5	
來	開	三	支A	平	來	止	罹		l	i	51	l	i	51	l	i	51	
來	開	三	支A	平	來	止	鸝		l	i	51	l	i	51	l	i	51	
來	開	三	支A	平	來	止	離		l	i	51	l	i	51	l	i	51	
來	開	三	支A	平	來	止	驪		l	i	51	l	i	51	l	i	51	
來	開	三	支A	平	來	止	麗		l	ɐi	33	l	ɐi	33	l	ɐi	22	
來	開	三	支A	平	來	止	璃		l	i	51	l	i	51	l	i	51	琉璃
來	開	三	支A	平	來	止	璃		l	i	55	l	i	45	l	i	55	玻璃
來	開	三	支A	平	來	止	漓		l	i	51	l	i	51	l	i	51	
來	開	三	支A	平	來	止	籬		l	i	51	l	i	51	l	i	51	
精	合	三	支A	平	精	止	劑		ts	ɐi	55	ts	ɐi	45	ts	ɐi	55	
清	開	三	支A	平	精	止	雌		tsʰ	i	55	tsʰ	i	45	tsʰ	i	55	
從	開	三	支A	平	精	止	疵		tsʰ	i	55	tsʰ	i	45	tsʰ	i	55	
心	開	三	支A	平	精	止	斯		s	i	55	s	i	45	s	i	55	
心	開	三	支A	平	精	止	廝		s	i	55	s	i	45	s	i	55	
邪	合	三	支A	平	精	止	隨		tsʰ	ɵy	51	tsʰ	ɐi	51	tsʰ	ui	51	
邪	合	三	支A	平	精	止	隋		tsʰ	ɵy	51	tsʰ	ɐi	51	tsʰ	ui	51	
章	開	三	支A	平	章	止	肢		ts	i	55	ts	i	45	ts	i	55	
章	開	三	支A	平	章	止	支		ts	i	55	ts	i	45	ts	i	55	
章	開	三	支A	平	章	止	只		ts	i	213	ts	i	21	ts	i	21	
章	開	三	支A	平	章	止	枝		ts	i	55	ts	i	45	ts	i	55	
							枝		k	i	55	k	i	45	k	i	55	荔枝
常	開	三	支A	上	章	止	氏		s	i	33	s	i	33	s	i	22	姓氏
章	開	三	支A	平	章	止	氏		ts	i	55	ts	i	45	ts	i	55	大月氏
昌	合	三	支A	平	章	止	炊		tsʰ	ɵy	55	tsʰ	ɐi	45	tsʰ	ui	55	
昌	合	三	支A	平	章	止	吹		tsʰ	ɵy	55	tsʰ	ɐi	45	tsʰ	ui	55	
常	開	三	支A	平	章	止	提		tʰ	ɐi	51	tʰ	ɐi	51	tʰ	ɐi	51	
常	合	三	支A	平	章	止	垂		s	ɵy	51	s	ɐi	51	s	ui	51	
常	開	三	支A	平	章	止	匙		s	i	51	s	i	51	s	i	51	鎖匙
							匙		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51	匙羹
常	開	三	支A	平	章	止	堤		tʰ	ɐi	51	tʰ	ɐi	51	tʰ	ɐi	51	
書	開	三	支A	平	章	止	施		s	i	55	s	i	45	s	i	55	
日	開	三	支A	平	日	止	兒		ŋ	i	51	ŋ	i	51	ŋ	i	51	
見	合	三	支A	平	見	止	規		kʷʰ	ɐi	55	kʷʰ	ɐi	45	kʰ	ɐi	55	
溪	合	三	支A	平	見	止	窺		kʷʰ	ɐi	55	kʷʰ	ɐi	45	kʰ	ɐi	55	
曉	合	三	支A	平	影	止	墮		t	ɔ	33	t	ɔ	33	t	ɔ	22	
船	開	三	麻	平	章	假	蛇		s	ɛ	51	s	ia	51	s	ɛ	51	毒蛇
以	開	三	支A	平	以	止	蛇			i	51		i	51		i	51	委蛇
以	合	三	支A	平	以	止	蠵											
以	開	三	支A	平	以	止	移			i	51		i	51		i	51	
幫	開	三	支A	平	幫	止	卑		p	i	55	p	i	45	p	i	55	
並	開	三	支A	平	幫	止	脾		pʰ	i	51	pʰ	i	51	pʰ	i	51	
明	開	三	支A	平	幫	止	瀰		n	i	51	n	i	51	n	i	51	
明	開	三	支A	平	幫	止	獼		n	i	51	n	i	51	n	i	51	
明	開	三	支A	平	幫	止	彌		n	i	51	n	i	51	n	i	51	
							彌		m	i	51							
群	開	三	支A	平	見	止	歧		kʰ	i	51	kʰ	i	51	kʰ	i	51	
群	開	三	支A	平	見	止	祇		kʰ	i	51	kʰ	i	51	kʰ	i	51	神祇
章	開	三	支A	上	章	止	祇		ts	i	213	ts	i	21	ts	i	21	同“只有”的“只”
群	開	三	支A	平	見	止	示		s	i	33	s	i	33	s	i	22	
來	合	三	支A	上	來	止	累		l	ɵy	213	l	ɐi	21	l	ui	21	累積
來	合	三	支A	去	來	止	累		l	ɵy	33	l	ɐi	33	l	ui	22	受累；連累
來	合	三	脂A	平	來	止	累											
來	開	三	支A	上	來	止	邐		l	ɐi	213	l	ɐi	21	l	ɐi	21	
精	開	三	支A	上	精	止	紫		ts	i	213	ts	i	21	ts	i	21	
清	開	三	支A	上	精	止	此		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21	
心	合	三	支A	上	精	止	髓		s	ɵy	213	s	ɐi	21	s	ui	21	
心	開	三	支A	上	精	止	徙		s	ai	213	s	ai	21	s	ai	21	
章	開	三	支A	上	章	止	紙		ts	i	213	ts	i	21	ts	i	21	
章	開	三	支A	上	章	止	咫		ts	i	213	ts	i	21	ts	i	21	
章	開	三	支A	上	章	止	枳		ts	i	213	ts	i	21	ts	i	21	
昌	開	三	支A	上	章	止	侈		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21	
常	開	三	支A	上	章	止	是		s	i	33	s	i	33	s	i	22	
書	開	三	支A	上	章	止	弛		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51	
船	開	三	支A	上	章	止	舐		s	ai	213	s	ai	21	s	ai	21	
日	合	三	支A	上	日	止	蕊		j	ɵy	213	j	ɐi	21	j	ui	21	
日	開	三	支A	上	日	止	爾		ŋ	i	213	ŋ	i	21	ŋ	i	21	
日	開	三	支A	上	日	止	邇		ŋ	i	213	ŋ	i	21	ŋ	i	21	
溪	開	三	支A	上	見	止	企		kʰ	i	213	kʰ	i	21	kʰ	i	21	
並	開	三	支A	上	幫	止	婢		pʰ	i	213	pʰ	i	21	pʰ	i	21	
精	開	三	支A	去	精	止	積		ts	ɪk	5	ts	ɐk	5	ts	ɐk	5	
清	開	三	支A	去	精	止	刺		tsʰ	i	33	tsʰ	i	33	tsʰ	i	22	
從	開	三	支A	去	精	止	漬		ts	ɪk	5	ts	ɐk	5	ts	ɐk	5	
心	開	三	支A	去	精	止	賜		tsʰ	i	33	tsʰ	i	33	tsʰ	i	22	
章	合	三	支A	去	章	止	惴		ts	ɵy	33	ts	ɐi	33	ts	ui	22	
常	合	三	支A	去	章	止	睡		s	ɵy	33	s	ɐi	33	s	ui	22	
常	合	三	支A	去	章	止	瑞		s	ɵy	33	s	ɐi	33	s	ui	22	
書	開	三	支A	去	章	止	翅		tsʰ	i	33	tsʰ	i	33	tsʰ	i	22	
溪	開	三	支A	去	見	止	吱		ts	i	55	ts	i	45	ts	i	55	
影	開	三	支A	去	影	止	縊			ɐi	33		ɐi	33		ɐi	22	
以	開	三	支A	去	以	止	易			i	33		i	33		i	22	容易
以	開	三	清A	入	以	梗	易			ɪk	3		ɐk	2		ɐk	2	交易
幫	開	三	支A	去	幫	止	臂		p	i	33	p	i	33	p	i	22	
並	開	三	支A	去	幫	止	避		p	i	33	p	i	33	p	i	22	
滂	開	三	支A	去	幫	止	譬		pʰ	i	33	pʰ	i	33	pʰ	i	22	
知	開	三	支B	平	知	止	知		ts	i	55	ts	i	45	ts	i	55	知道
							知		ts	i	33	ts	i	33	ts	i	22	知識
知	開	三	支B	平	知	止	蜘		ts	i	55	ts	i	45	ts	i	55	
澄	開	三	支B	平	知	止	池		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51	
澄	合	三	支B	平	知	止	錘		tsʰ	ɵy	51	tsʰ	ɐi	51	tsʰ	ui	51	
澄	開	三	支B	平	知	止	馳		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51	
初	開	二	麻	平	莊	假	差		tsʰ	a	55	tsʰ	a	45	tsʰ	a	55	差別
初	開	二	佳	平	莊	蟹	差		tsʰ	ai	55	tsʰ	ai	45	tsʰ	ai	55	出差
初	開	三	支B	平	莊	止	差		tsʰ	i	55	tsʰ	i	45	tsʰ	i	55	參差
生	合	三	脂B	平	莊	止	衰		s	ɵy	55	s	ɐi	45	s	ui	55	
初	合	三	支B	平	莊	止	衰											
見	開	三	支B	平	見	止	妓		k	i	33	k	i	33	k	i	22	
見	開	三	支B	平	見	止	畸		kʰ	i	55	kʰ	i	45	kʰ	i	55	
溪	開	三	支B	平	見	止	崎		kʰ	i	55	kʰ	i	45	kʰ	i	55	崎嶇
群	開	三	微	平	見	止	崎		kʰ	i	51	kʰ	i	51	kʰ	i	51	長崎
溪	合	三	支B	平	見	止	虧		kʷʰ	ɐi	55	kʷʰ	ɐi	45	kʰ	ɐi	55	
疑	開	三	支B	平	見	止	崖		ŋ	ai	51	ŋ	ai	51	ŋ	ai	51	
疑	開	三	支B	平	見	止	儀		ŋ	i	51	ŋ	i	51	ŋ	i	51	
疑	開	三	支B	平	見	止	宜		ŋ	i	51	ŋ	i	51	ŋ	i	51	
疑	開	三	支B	平	見	止	涯		ŋ	ai	51	ŋ	ai	51	ŋ	ai	51	
疑	合	三	支B	平	見	止	危		ŋ	ɐi	51	ŋ	ɐi	51	ŋ	ɐi	51	
曉	開	三	支B	平	影	止	犧		h	i	55	h	i	45	h	i	55	
曉	開	三	支B	平	影	止	羲		h	i	55	h	i	45	h	i	55	
曉	開	三	支B	平	影	止	曦		h	i	55	h	i	45	h	i	55	
曉	開	三	支B	平	影	止	戲		h	i	33	h	i	33	h	i	22	
影	開	三	支B	平	影	止	犄		k	i	55	k	i	45	k	i	55	
影	合	三	支B	平	影	止	逶		w	ɐi	213	w	ɐi	21	w	ɐi	21	
影	開	三	支B	平	影	止	椅			i	213		i	21		i	21	
影	開	三	支B	平	影	止	漪			i	55		i	45		i	55	
影	合	三	支B	平	影	止	萎		w	ɐi	213	w	ɐi	21	w	ɐi	21	
影	合	三	支B	平	影	止	委											
影	合	三	支B	上	影	止	委		w	ɐi	213	w	ɐi	21	w	ɐi	21	
云	合	三	支B	平	影	止	爲		w	ɐi	51	w	ɐi	51	w	ɐi	51	人為
云	合	三	支B	去	影	止	爲		w	ɐi	33	w	ɐi	33	w	ɐi	22	為了
幫	開	三	支B	平	幫	止	襬		p	ai	213	p	ai	21	p	ai	21	
幫	開	三	支B	平	幫	止	碑		p	i	55	p	i	45	p	i	55	
並	開	三	支B	平	幫	止	疲		pʰ	i	51	pʰ	i	51	pʰ	i	51	
並	開	三	支B	平	幫	止	罷		p	a	33	p	a	33	p	a	22	
並	開	三	支B	平	幫	止	皮		pʰ	i	51	pʰ	i	51	pʰ	i	51	
明	開	三	支B	平	幫	止	糜		m	i	51	m	i	51	m	i	51	
滂	開	三	支B	平	幫	止	披		pʰ	i	55	pʰ	i	45	pʰ	i	55	
群	開	三	支B	平	見	止	奇		kʰ	i	51	kʰ	i	51	kʰ	i	51	奇怪
見	開	三	支B	平	見	止	奇		k	i	55	k	i	45	k	i	55	奇數
群	開	三	支B	平	見	止	琦		kʰ	i	51	kʰ	i	51	kʰ	i	51	
群	開	三	支B	平	見	止	騎		kʰ	ɛ	51	kʰ	ia	51	kʰ	ɛ	51	
群	開	三	支B	去	見	止	騎		kʰ	i	33							鐵騎
初	合	三	支B	上	莊	止	揣		tsʰ	yn	213	tsʰ	in	21	tsʰ	yn	21	
生	開	三	支B	上	莊	止	灑		s	a	213	s	a	21	s	a	21	
見	合	三	支B	上	見	止	詭		kʷ	ɐi	213	kʷ	ɐi	21	k	ɐi	21	
溪	合	三	支B	上	見	止	跪		kʷ	ɐi	33	kʷ	ɐi	33	k	ɐi	22	
溪	開	三	支B	上	見	止	綺			i	213		i	21		i	21	
疑	開	三	支B	上	見	止	蟻		ŋ	ɐi	213	ŋ	ɐi	21	ŋ	ɐi	21	
曉	合	三	支B	上	影	止	毀		w	ɐi	213	w	ɐi	21	w	ɐi	21	
							毀		f	i	213							毀壞
影	開	三	支B	上	影	止	倚			i	213		i	21		i	21	
幫	開	三	支B	上	幫	止	彼		p	i	213	p	i	21	p	i	21	
並	開	三	支B	上	幫	止	被		pʰ	i	213	pʰ	i	21	pʰ	i	21	棉被
並	開	三	支B	去	幫	止	被		p	i	33	p	i	33	p	i	22	被動
明	開	三	支B	上	幫	止	靡		m	i	213	m	i	21	m	1	51	
							靡											
群	開	三	支B	上	見	止	技		k	i	33	k	i	33	k	i	22	
知	開	三	支B	去	知	止	智		ts	i	33	ts	i	33	ts	i	22	
見	開	三	支B	去	見	止	寄		k	i	33	k	i	33	k	i	22	
疑	開	三	支B	去	見	止	誼		ŋ	i	33	ŋ	i	33	ŋ	i	22	
疑	開	三	支B	去	見	止	義		ŋ	i	33	ŋ	i	33	ŋ	i	22	
疑	開	三	支B	去	見	止	議		ŋ	i	213	ŋ	i	21	ŋ	i	21	
來	合	三	脂A	平	來	止	纍											
來	開	三	脂A	平	來	止	梨		l	i	51	l	i	51	l	i	51	
精	開	三	脂A	平	精	止	諮		ts	i	55	ts	i	45	ts	i	55	
精	開	三	脂A	平	精	止	資		ts	i	55	ts	i	45	ts	i	55	
精	開	三	脂A	平	精	止	姿		ts	i	55	ts	i	45	ts	i	55	
從	開	三	脂A	平	精	止	瓷		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51	
從	開	三	脂A	平	精	止	茨		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51	
心	合	三	脂A	平	精	止	雖		s	ɵy	55	s	ɐi	45	s	ui	55	
心	開	三	脂A	平	精	止	私		s	i	55	s	i	45	s	i	55	
章	開	三	脂A	平	章	止	脂		ts	i	55	ts	i	45	ts	i	55	
章	合	三	脂A	平	章	止	錐		ts	ɵy	55	ts	ɐi	45	ts	ui	55	
昌	合	三	脂A	平	章	止	推		tʰ	ui	55	tʰ	ui	45	tʰ	ui	55	
常	合	三	脂A	平	章	止	誰		s	ɵy	51	s	ɐi	51	s	ui	51	
書	開	三	脂A	平	章	止	屍		s	i	55	s	i	45	s	i	55	
曉	開	三	脂A	平	影	止	屎		s	i	213	s	i	21	s	i	21	
曉	開	三	脂A	平	影	止	咦											
影	開	三	脂A	平	影	止	伊			i	55		i	45		i	55	
影	開	三	脂A	平	影	止	黝		j	ɐu	213	j	ɐu	21	j	ɐu	21	
以	開	三	脂A	平	以	止	胰			i	51		i	51		i	51	
以	開	三	脂A	平	以	止	夷			i	51		i	51		i	51	
以	合	三	脂A	平	以	止	惟		w	ɐi	51	w	ɐi	51	w	ɐi	51	
以	開	三	脂A	平	以	止	羨		s	in	33	s	in	33	s	in	22	
以	開	三	脂A	平	以	止	寅		j	ɐn	51	j	ɐn	51	j	ɐn	51	
以	合	三	脂A	平	以	止	唯		w	ɐi	51	w	ɐi	51	w	ɐi	51	
以	合	三	脂A	上	以	止	唯											
以	合	三	脂A	平	以	止	遺		w	ɐi	51	w	ɐi	51	w	ɐi	51	遺失
以	合	三	脂A	去	以	止	遺		w	ɐi	33	w	ɐi	33	w	ɐi	22	贈遺
以	合	三	脂A	平	以	止	維		w	ɐi	51	w	ɐi	51	w	ɐi	51	
以	開	三	脂A	平	以	止	姨			i	51		i	51		i	51	
並	開	三	脂A	平	幫	止	琵		pʰ	i	51	pʰ	i	51	pʰ	i	51	
幫	開	三	脂A	上	幫	止	比		p	i	213	p	i	21	p	i	21	
並	開	三	脂A	去	幫	止	比											
並	開	三	脂A	平	幫	止	枇		pʰ	i	51	pʰ	i	51	pʰ	i	51	
群	開	三	脂A	平	見	止	鰭		kʰ	i	51	kʰ	i	51	kʰ	i	51	
群	合	三	脂A	平	見	止	葵		kʷʰ	ɐi	51	kʷʰ	ɐi	51	kʰ	ɐi	51	
來	合	三	脂A	上	來	止	壘		l	ui	213	l	ui	21	l	ui	21	
來	開	三	脂A	上	來	止	履		l	y	213	l	i	21	l	y	21	
來	合	三	脂A	上	來	止	耒		l	ɔi	33	l	ɔi	33	l	ui	22	
精	開	三	脂A	上	精	止	姊		ts	i	213	ts	i	21	ts	i	21	
心	開	三	脂A	上	精	止	死		s	i	213	s	i	21	s	i	21	
章	開	三	脂A	上	章	止	指		ts	i	213	ts	i	21	ts	i	21	
章	開	三	脂A	上	章	止	旨		ts	i	213	ts	i	21	ts	i	21	
常	開	三	脂A	上	章	止	視		s	i	33	s	i	33	s	i	22	
書	開	三	脂A	上	章	止	矢		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21	
書	合	三	脂A	上	章	止	水		s	ɵy	213	s	ɐi	21	s	ui	21	
見	合	三	脂A	上	見	止	癸		kʷ	ɐi	33	kʷ	ɐi	33	k	ɐi	22	
幫	開	三	脂A	上	幫	止	妣		p	i	213	p	i	21	p	i	21	
群	合	三	脂A	上	見	止	揆		kʷʰ	ɐi	213							
定	開	三	脂A	去	端	止	地		t	i	33	t	i	33	t	i	22	
來	合	三	脂A	去	來	止	淚		l	ɵy	33	l	ɐi	33	l	ui	22	
來	開	三	脂A	去	來	止	利		l	i	33	l	i	33	l	i	22	
來	合	三	脂A	去	來	止	類		l	ɵy	33	l	ɐi	33	l	ui	22	
來	開	三	脂A	去	來	止	痢		l	i	55	l	i	45	l	i	55	瘌痢
							痢		l	i	33	l	i	33	l	i	22	
精	開	三	脂A	去	精	止	恣		ts	i	33	ts	i	33	ts	i	22	
精	合	三	脂A	去	精	止	醉		ts	ɵy	33	ts	ɐi	33	ts	ui	22	
清	合	三	脂A	去	精	止	翠		tsʰ	ɵy	33	tsʰ	ɐi	33	tsʰ	ui	22	
清	開	三	脂A	去	精	止	次		tsʰ	i	33	tsʰ	i	33	tsʰ	i	22	
從	合	三	脂A	去	精	止	悴		s	ui	33	s	ui	33	s	ui	22	
從	開	三	脂A	去	精	止	自		ts	i	33	ts	i	33	ts	i	22	
從	開	三	脂A	去	精	止	嫉		ts	ɐt	3	ts	ɐt	2	ts	ɐt	2	
從	合	三	脂A	去	精	止	萃		s	ui	33	s	ui	33	s	ui	22	
心	合	三	脂A	去	精	止	邃		s	ɵy	33	s	ɐi	33	s	ui	22	
心	合	三	脂A	去	精	止	粹		s	ui	33	s	ui	33	s	ui	22	
心	開	三	脂A	去	精	止	四		s	i	33	s	i	33	s	i	22	
心	開	三	脂A	去	精	止	肆		s	i	33	s	i	33	s	i	22	
心	開	三	脂A	去	精	止	肆											
心	合	三	脂A	去	精	止	祟		s	ɵy	33	s	ɐi	33	s	ui	22	
心	開	三	脂A	去	精	止	駟		s	i	33	s	i	33	s	i	22	
邪	合	三	脂A	去	精	止	遂		s	ɵy	33	s	ɐi	33	s	ui	22	
邪	合	三	脂A	去	精	止	穗		s	ɵy	33	s	ɐi	33	s	ui	22	
邪	合	三	脂A	去	精	止	彗		w	ɐi	33	w	ɐi	33	w	ɐi	22	
邪	合	三	脂A	去	精	止	隧		s	ɵy	33	s	ɐi	33	s	ui	22	
章	開	三	脂A	去	章	止	摯		ts	i	33	ts	i	33	ts	i	22	
章	開	三	脂A	去	章	止	至		ts	i	33	ts	i	33	ts	i	22	
昌	合	三	脂A	去	章	止	出		tsʰ	ɵt	5	tsʰ	ɐt	5	tsʰ	ɐt	5	
常	開	三	脂A	去	章	止	嗜		s	i	33	s	i	33	s	i	22	
日	開	三	脂A	去	日	止	二		ŋ	i	33	ŋ	i	33	ŋ	i	22	
日	開	三	脂A	去	日	止	貳		ŋ	i	33	ŋ	i	33	ŋ	i	22	
見	合	三	脂A	去	見	止	季		kʷ	ɐi	33	kʷ	ɐi	33	k	ɐi	22	
溪	開	三	脂A	去	見	止	棄		h	i	33	h	i	33	h	i	22	
幫	開	三	脂A	去	幫	止	庇		p	i	33	p	i	33	p	i	22	
並	開	三	脂A	去	幫	止	鼻		p	i	33	p	i	33	p	i	22	
明	開	三	脂A	去	幫	止	寐		m	i	55	m	i	45	m	i	55	寐覺
							寐		m	i	33	m	i	33	m	i	22	
滂	開	三	脂A	去	幫	止	屁		pʰ	i	33	pʰ	i	33	pʰ	i	22	
群	合	三	脂A	去	見	止	悸		kʷ	ɐi	33	kʷ	ɐi	33	k	ɐi	22	
娘	開	三	脂B	平	知	止	尼		n	i	51	n	i	51	n	i	51	
							尼		n	ɐi	51	n	ɐi	51	n	ɐi	51	
娘	開	三	脂B	平	知	止	呢		n	i	51	n	i	51	n	i	51	呢喃
娘	開	三	脂B	平	知	止	呢		n	ɛ	55	n	ɛ	45	n	ɛ	55	語氣助詞
知	開	三	脂B	平	知	止	胝		ts	i	55	ts	i	45	ts	i	55	
知	合	三	脂B	平	知	止	追		ts	ɵy	55	ts	ɐi	45	ts	ui	55	
澄	開	三	脂B	平	知	止	遲		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51	
澄	合	三	脂B	平	知	止	槌		tsʰ	ɵy	51	tsʰ	ɐi	51	tsʰ	ui	51	
澄	合	三	脂B	平	知	止	椎											
澄	合	三	脂B	平	知	止	椎		ts	ɵy	55	ts	ɐi	45	ts	ui	55	
澄	合	三	脂B	平	知	止	鎚		tsʰ	ɵy	51	tsʰ	ɐi	51	tsʰ	ui	51	
澄	開	三	脂B	平	知	止	莉		l	i	33	l	i	33	l	i	22	
生	開	三	脂B	平	莊	止	師		s	i	55	s	i	45	s	i	55	
生	開	三	脂B	平	莊	止	篩		s	ɐi	55	s	ɐi	45	s	ɐi	55	
生	開	三	脂B	平	莊	止	獅		s	i	55	s	i	45	s	i	55	
見	開	三	脂B	平	見	止	肌		k	i	55	k	i	45	k	i	55	
見	合	三	脂B	平	見	止	龜		kʷ	ɐi	55	kʷ	ɐi	45	k	ɐi	55	
							龜											
見	開	三	尤	平	見	流	龜											
見	開	三	脂B	平	見	止	飢		k	i	55	k	i	45	k	i	55	
云	合	三	脂B	平	影	止	帷		w	ɐi	51	w	ɐi	51	w	ɐi	51	
幫	開	三	脂B	平	幫	止	悲		p	i	55	p	i	45	p	i	55	
並	開	三	脂B	平	幫	止	邳											
明	開	三	脂B	平	幫	止	麋		m	i	51	m	i	51	m	i	51	
