"單字"	"聲母_定"	"介母_定"	"韻母_定"	"聲調_定"	"備註"	"聲母_定"	"介母_定"	"韻母_定"	"聲調_定"
"捨"	"s"	""	"e"	"2"	""	"s"	""	"ɛ"	"45"
"社"	"s"	""	"e"	"4"	""	"s"	""	"ɛ"	"21"
"射"	"s"	""	"e"	"6"	"發射"	"s"	""	"ɛ"	"32"
"赦"	"s"	""	"e"	"1"	""	"s"	""	"ɛ"	"23"
"些"	"s"	""	"e"	"1"	""	"s"	""	"ɛ"	"23"
"寫"	"s"	""	"e"	"2"	""	"s"	""	"ɛ"	"45"
"卸"	"s"	""	"e"	"1"	""	"s"	""	"ɛ"	"23"
"瀉"	"s"	""	"e"	"1"	""	"s"	""	"ɛ"	"23"
"死"	"s"	""	"ei"	"2"	""	"s"	""	"ei"	"45"
"四"	"s"	""	"ei"	"1"	""	"s"	""	"ei"	"23"
"肆"	"s"	""	"ei"	"1"	"四的大寫"	"s"	""	"ei"	"23"
"伺"	"s"	""	"i"	"1"	"伺候"	"s"	""	"i"	"23"
"施"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"屍"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"師"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"獅"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"詩"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"時"	"s"	""	"i"	"4"	""	"s"	""	"i"	"21"
"史"	"s"	""	"i"	"2"	""	"s"	""	"i"	"45"
"使"	"s"	""	"i"	"1"	"使者"	"s"	""	"i"	"23"
"屎"	"s"	""	"i"	"2"	""	"s"	""	"i"	"45"
"士"	"s"	""	"i"	"6"	""	"s"	""	"i"	"32"
"氏"	"s"	""	"i"	"6"	"姓氏"	"s"	""	"i"	"32"
"示"	"s"	""	"i"	"6"	""	"s"	""	"i"	"32"
"仕"	"s"	""	"i"	"6"	""	"s"	""	"i"	"32"
"市"	"s"	""	"i"	"4"	""	"s"	""	"i"	"21"
"事"	"s"	""	"i"	"6"	""	"s"	""	"i"	"32"
"侍"	"s"	""	"i"	"6"	""	"s"	""	"i"	"32"
"柿"	"s"	""	"i"	"2"	"柿餅"	"s"	""	"i"	"45"
"是"	"s"	""	"i"	"6"	""	"s"	""	"i"	"32"
"視"	"s"	""	"i"	"6"	""	"s"	""	"i"	"32"
"嗜"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"試"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"匙"	"s"	""	"i"	"4"	"鑰匙"	"s"	""	"i"	"21"
"抒"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"殊"	"s"	""	"i"	"4"	""	"s"	""	"i"	"21"
"書"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"紓"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"舒"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"樞"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"輸"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"暑"	"s"	""	"i"	"2"	""	"s"	""	"i"	"45"
"黍"	"s"	""	"i"	"2"	""	"s"	""	"i"	"45"
"鼠"	"s"	""	"i"	"2"	""	"s"	""	"i"	"45"
"薯"	"s"	""	"i"	"4"	""	"s"	""	"i"	"21"
"曙"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"糬"	"s"	""	"i"	"4"	""	"s"	""	"i"	"21"
"恕"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"庶"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"豎"	"s"	""	"i"	"6"	""	"s"	""	"i"	"32"
"樹"	"s"	""	"i"	"6"	""	"s"	""	"i"	"32"
"司"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"私"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"思"	"s"	""	"i"	"1"	"思想"	"s"	""	"i"	"23"
"思"	"s"	""	"i"	"1"	"意思，習讀音應爲官話影響導致"	"s"	""	"i"	"23"
"斯"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"絲"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"撕"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"廝"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"鷥"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"肆"	"s"	""	"i"	"1"	"肆意"	"s"	""	"i"	"23"
"駟"	"s"	""	"i"	"1"	""	"s"	""	"i"	"23"
"荼"	"s"	""	"i"	"1"	"神荼"	"s"	""	"i"	"23"
"峙"	"s"	""	"i"	"6"	""	"s"	""	"i"	"32"
"藷"	"s"	""	"i"	"4"	"藷蕷"	"s"	""	"i"	"21"
"石"	"s"	"i"	"iak"	"6"	""	"s"	"i"	"iɐk"	"32"
"碩"	"s"	"i"	"iak"	"6"	""	"s"	"i"	"iɐk"	"32"
"錫"	"s"	"i"	"iak"	"1"	"習讀音應爲韻母ik對應的白讀音"	"s"	"i"	"iɐk"	"23"
"聲"	"s"	"i"	"iang"	"1"	"白讀"	"s"	"i"	"iɐŋ"	"23"
"腥"	"s"	"i"	"iang"	"1"	""	"s"	"i"	"iɐŋ"	"23"
"色"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"嗇"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"射"	"s"	""	"ik"	"6"	"放箭使中目標物"	"s"	""	"ɪk"	"32"
"食"	"s"	""	"ik"	"6"	""	"s"	""	"ɪk"	"32"
"蝕"	"s"	""	"ik"	"6"	""	"s"	""	"ɪk"	"32"
"識"	"s"	""	"ik"	"2"	"認識"	"s"	""	"ɪk"	"45"
"式"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"拭"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"軾"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"飾"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"適"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"釋"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"昔"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"析"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"息"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"悉"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"淅"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"惜"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"晰"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"蜥"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"熄"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"窸"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"蟋"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"媳"	"s"	""	"ik"	"2"	""	"s"	""	"ɪk"	"45"
"禪"	"s"	""	"im"	"4"	"禪師"	"s"	""	"im"	"21"
"蟬"	"s"	""	"im"	"4"	""	"s"	""	"im"	"21"
"蟾"	"s"	""	"im"	"4"	""	"s"	""	"im"	"21"
"陝"	"s"	""	"im"	"2"	""	"s"	""	"im"	"45"
"閃"	"s"	""	"im"	"2"	""	"s"	""	"im"	"45"
"簷"	"s"	""	"im"	"4"	""	"s"	""	"im"	"21"
"禪"	"s"	""	"in"	"6"	"禪讓"	"s"	""	"in"	"32"
"船"	"s"	""	"in"	"4"	""	"s"	""	"in"	"21"
"單"	"s"	""	"in"	"4"	"單于"	"s"	""	"in"	"21"
"單"	"s"	""	"in"	"6"	"姓單"	"s"	""	"in"	"32"
"雋"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"倩"	"s"	""	"in"	"6"	""	"s"	""	"in"	"32"
"搧"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"煽"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"扇"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"善"	"s"	""	"in"	"6"	""	"s"	""	"in"	"32"
"擅"	"s"	""	"in"	"6"	""	"s"	""	"in"	"32"
"繕"	"s"	""	"in"	"6"	""	"s"	""	"in"	"32"
"痠"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"酸"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"蒜"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"算"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"孫"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"飧"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"損"	"s"	""	"in"	"2"	""	"s"	""	"in"	"45"
"仙"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"先"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"鮮"	"s"	""	"in"	"1"	"鮮美"	"s"	""	"in"	"23"
"鮮"	"s"	""	"in"	"2"	"鮮有"	"s"	""	"in"	"45"
"蘚"	"s"	""	"in"	"2"	""	"s"	""	"in"	"45"
"腺"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"羨"	"s"	""	"in"	"6"	""	"s"	""	"in"	"32"
"線"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"宣"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"旋"	"s"	""	"in"	"4"	""	"s"	""	"in"	"21"
"旋"	"s"	""	"in"	"6"	""	"s"	""	"in"	"32"
"漩"	"s"	""	"in"	"4"	""	"s"	""	"in"	"21"
"選"	"s"	""	"in"	"2"	""	"s"	""	"in"	"45"
"渲"	"s"	""	"in"	"1"	""	"s"	""	"in"	"23"
"燹"	"s"	""	"in"	"2"	""	"s"	""	"in"	"45"
"成"	"s"	""	"ing"	"4"	""	"s"	""	"ɪŋ"	"21"
"丞"	"s"	""	"ing"	"4"	""	"s"	""	"ɪŋ"	"21"
"承"	"s"	""	"ing"	"4"	""	"s"	""	"ɪŋ"	"21"
"城"	"s"	""	"ing"	"4"	""	"s"	""	"ɪŋ"	"21"
"乘"	"s"	""	"ing"	"4"	"乘船"	"s"	""	"ɪŋ"	"21"
"乘"	"s"	""	"ing"	"6"	"萬乘之國"	"s"	""	"ɪŋ"	"32"
"誠"	"s"	""	"ing"	"4"	""	"s"	""	"ɪŋ"	"21"
"升"	"s"	""	"ing"	"1"	""	"s"	""	"ɪŋ"	"23"
"昇"	"s"	""	"ing"	"1"	""	"s"	""	"ɪŋ"	"23"
"聲"	"s"	""	"ing"	"1"	"聲樂"	"s"	""	"ɪŋ"	"23"
"繩"	"s"	""	"ing"	"4"	""	"s"	""	"ɪŋ"	"21"
"省"	"s"	""	"ing"	"2"	"反省"	"s"	""	"ɪŋ"	"45"
"盛"	"s"	""	"ing"	"6"	"旺盛"	"s"	""	"ɪŋ"	"32"
"盛"	"s"	""	"ing"	"4"	"盛湯"	"s"	""	"ɪŋ"	"21"
"剩"	"s"	""	"ing"	"6"	""	"s"	""	"ɪŋ"	"32"
"勝"	"s"	""	"ing"	"1"	"勝任"	"s"	""	"ɪŋ"	"23"
"勝"	"s"	""	"ing"	"1"	"勝利"	"s"	""	"ɪŋ"	"23"
"聖"	"s"	""	"ing"	"1"	""	"s"	""	"ɪŋ"	"23"
"星"	"s"	""	"ing"	"1"	""	"s"	""	"ɪŋ"	"23"
"猩"	"s"	""	"ing"	"1"	""	"s"	""	"ɪŋ"	"23"
"惺"	"s"	""	"ing"	"1"	""	"s"	""	"ɪŋ"	"23"
"腥"	"s"	""	"ing"	"1"	""	"s"	""	"ɪŋ"	"23"
"醒"	"s"	""	"ing"	"2"	""	"s"	""	"ɪŋ"	"45"
"性"	"s"	""	"ing"	"1"	""	"s"	""	"ɪŋ"	"23"
"姓"	"s"	""	"ing"	"1"	""	"s"	""	"ɪŋ"	"23"
"爍"	"s"	"i"	"iok"	"1"	"韻書音疑爲訓讀音"	"s"	"i"	"iɔk"	"23"
"削"	"s"	"i"	"iok"	"1"	""	"s"	"i"	"iɔk"	"23"
"常"	"s"	"i"	"iong"	"4"	""	"s"	"i"	"iɔŋ"	"21"
"徜"	"s"	"i"	"iong"	"4"	""	"s"	"i"	"iɔŋ"	"21"
"嘗"	"s"	"i"	"iong"	"4"	""	"s"	"i"	"iɔŋ"	"21"
"嫦"	"s"	"i"	"iong"	"4"	""	"s"	"i"	"iɔŋ"	"21"
"嚐"	"s"	"i"	"iong"	"4"	""	"s"	"i"	"iɔŋ"	"21"
"償"	"s"	"i"	"iong"	"4"	""	"s"	"i"	"iɔŋ"	"21"
"商"	"s"	"i"	"iong"	"1"	""	"s"	"i"	"iɔŋ"	"23"
"傷"	"s"	"i"	"iong"	"1"	""	"s"	"i"	"iɔŋ"	"23"
"賞"	"s"	"i"	"iong"	"2"	""	"s"	"i"	"iɔŋ"	"45"
"上"	"s"	"i"	"iong"	"1"	""	"s"	"i"	"iɔŋ"	"23"
"上"	"s"	"i"	"iong"	"4"	""	"s"	"i"	"iɔŋ"	"21"
"上"	"s"	"i"	"iong"	"6"	""	"s"	"i"	"iɔŋ"	"32"
"尚"	"s"	"i"	"iong"	"6"	""	"s"	"i"	"iɔŋ"	"32"
"裳"	"s"	"i"	"iong"	"4"	""	"s"	"i"	"iɔŋ"	"21"
"霜"	"s"	"i"	"iong"	"1"	""	"s"	"i"	"iɔŋ"	"23"
"雙"	"s"	"i"	"iong"	"1"	""	"s"	"i"	"iɔŋ"	"23"
"相"	"s"	"i"	"iong"	"1"	"互相"	"s"	"i"	"iɔŋ"	"23"
"相"	"s"	"i"	"iong"	"1"	"相貌"	"s"	"i"	"iɔŋ"	"23"
"廂"	"s"	"i"	"iong"	"1"	""	"s"	"i"	"iɔŋ"	"23"
"湘"	"s"	"i"	"iong"	"1"	""	"s"	"i"	"iɔŋ"	"23"
"箱"	"s"	"i"	"iong"	"1"	""	"s"	"i"	"iɔŋ"	"23"
"箱"	"s"	"i"	"iong"	"4"	""	"s"	"i"	"iɔŋ"	"21"
"襄"	"s"	"i"	"iong"	"1"	""	"s"	"i"	"iɔŋ"	"23"
"鑲"	"s"	"i"	"iong"	"1"	""	"s"	"i"	"iɔŋ"	"23"
"想"	"s"	"i"	"iong"	"2"	""	"s"	"i"	"iɔŋ"	"45"
"涉"	"s"	""	"ip"	"1"	""	"s"	""	"ip"	"23"
"攝"	"s"	""	"ip"	"1"	""	"s"	""	"ip"	"23"
"懾"	"s"	""	"ip"	"1"	""	"s"	""	"ip"	"23"
"契"	"s"	""	"it"	"1"	"殷商的始祖"	"s"	""	"it"	"23"
"竊"	"s"	""	"it"	"1"	""	"s"	""	"it"	"23"
"舌"	"s"	""	"it"	"6"	""	"s"	""	"it"	"32"
"說"	"s"	""	"it"	"1"	""	"s"	""	"it"	"23"
"楔"	"s"	""	"it"	"1"	""	"s"	""	"it"	"23"
"泄"	"s"	""	"it"	"1"	""	"s"	""	"it"	"23"
"洩"	"s"	""	"it"	"1"	"排洩"	"s"	""	"it"	"23"
"屑"	"s"	""	"it"	"1"	""	"s"	""	"it"	"23"
"薛"	"s"	""	"it"	"1"	""	"s"	""	"it"	"23"
"雪"	"s"	""	"it"	"1"	""	"s"	""	"it"	"23"
"雪"	"s"	""	"it"	"2"	"白雪雪"	"s"	""	"it"	"45"
"折"	"s"	""	"it"	"6"	"折本"	"s"	""	"it"	"32"
"燒"	"s"	""	"iu"	"1"	""	"s"	""	"iu"	"23"
"韶"	"s"	""	"iu"	"4"	""	"s"	""	"iu"	"21"
"少"	"s"	""	"iu"	"2"	"多少"	"s"	""	"iu"	"45"
"少"	"s"	""	"iu"	"1"	"年少"	"s"	""	"iu"	"23"
"邵"	"s"	""	"iu"	"6"	""	"s"	""	"iu"	"32"
"劭"	"s"	""	"iu"	"6"	""	"s"	""	"iu"	"32"
"紹"	"s"	""	"iu"	"6"	""	"s"	""	"iu"	"32"
"迢"	"s"	""	"iu"	"4"	""	"s"	""	"iu"	"21"
"逍"	"s"	""	"iu"	"1"	""	"s"	""	"iu"	"23"
"消"	"s"	""	"iu"	"1"	""	"s"	""	"iu"	"23"
"宵"	"s"	""	"iu"	"1"	""	"s"	""	"iu"	"23"
"硝"	"s"	""	"iu"	"1"	""	"s"	""	"iu"	"23"
"霄"	"s"	""	"iu"	"1"	""	"s"	""	"iu"	"23"
"銷"	"s"	""	"iu"	"1"	""	"s"	""	"iu"	"23"
"蕭"	"s"	""	"iu"	"1"	""	"s"	""	"iu"	"23"
"簫"	"s"	""	"iu"	"1"	""	"s"	""	"iu"	"23"
"瀟"	"s"	""	"iu"	"1"	""	"s"	""	"iu"	"23"
"小"	"s"	""	"iu"	"2"	""	"s"	""	"iu"	"45"
"肖"	"s"	""	"iu"	"1"	"姓氏"	"s"	""	"iu"	"23"
"笑"	"s"	""	"iu"	"1"	""	"s"	""	"iu"	"23"
"嘯"	"s"	""	"iu"	"1"	""	"s"	""	"iu"	"23"
"召"	"s"	""	"iu"	"6"	"召南"	"s"	""	"iu"	"32"
"兆"	"s"	""	"iu"	"6"	""	"s"	""	"iu"	"32"
"肇"	"s"	""	"iu"	"6"	""	"s"	""	"iu"	"32"
"傻"	"s"	""	"o"	"4"	""	"s"	""	"ɔ"	"21"
"梳"	"s"	""	"o"	"1"	""	"s"	""	"ɔ"	"23"
"疏"	"s"	""	"o"	"1"	"疏通"	"s"	""	"ɔ"	"23"
"疏"	"s"	""	"o"	"1"	"註疏"	"s"	""	"ɔ"	"23"
"蔬"	"s"	""	"o"	"1"	""	"s"	""	"ɔ"	"23"
"娑"	"s"	""	"o"	"1"	""	"s"	""	"ɔ"	"23"
"梭"	"s"	""	"o"	"1"	""	"s"	""	"ɔ"	"23"
"蓑"	"s"	""	"o"	"1"	""	"s"	""	"ɔ"	"23"
"嗦"	"s"	""	"o"	"1"	""	"s"	""	"ɔ"	"23"
"簑"	"s"	""	"o"	"1"	""	"s"	""	"ɔ"	"23"
"所"	"s"	""	"o"	"2"	""	"s"	""	"ɔ"	"45"
"瑣"	"s"	""	"o"	"2"	""	"s"	""	"ɔ"	"45"
"鎖"	"s"	""	"o"	"2"	""	"s"	""	"ɔ"	"45"
"腮"	"s"	""	"oi"	"1"	""	"s"	""	"ɔi"	"23"
"鰓"	"s"	""	"oi"	"1"	""	"s"	""	"ɔi"	"23"
"思"	"s"	""	"oi"	"1"	"于思"	"s"	""	"ɔi"	"23"
"數"	"s"	""	"ok"	"1"	"數見不鮮"	"s"	""	"ɔk"	"23"
"朔"	"s"	""	"ok"	"1"	""	"s"	""	"ɔk"	"23"
"塑"	"s"	""	"ok"	"1"	"塑料"	"s"	""	"ɔk"	"23"
"索"	"s"	""	"ok"	"1"	""	"s"	""	"ɔk"	"23"
"索"	"s"	""	"ok"	"2"	""	"s"	""	"ɔk"	"45"
"桑"	"s"	""	"ong"	"1"	""	"s"	""	"ɔŋ"	"23"
"喪"	"s"	""	"ong"	"1"	"喪事"	"s"	""	"ɔŋ"	"23"
"喪"	"s"	""	"ong"	"1"	"喪失"	"s"	""	"ɔŋ"	"23"
"嗓"	"s"	""	"ong"	"2"	""	"s"	""	"ɔŋ"	"45"
"賞"	"s"	""	"ong"	"2"	"又音"	"s"	""	"ɔŋ"	"45"
"霜"	"s"	""	"ong"	"1"	"又音"	"s"	""	"ɔŋ"	"23"
"雙"	"s"	""	"ong"	"1"	"又音"	"s"	""	"ɔŋ"	"23"
"爽"	"s"	""	"ong"	"2"	""	"s"	""	"ɔŋ"	"45"
"搔"	"s"	""	"ou"	"1"	""	"s"	""	"ou"	"23"
"騷"	"s"	""	"ou"	"1"	""	"s"	""	"ou"	"23"
"掃"	"s"	""	"ou"	"1"	""	"s"	""	"ou"	"23"
"嫂"	"s"	""	"ou"	"2"	""	"s"	""	"ou"	"45"
"數"	"s"	""	"ou"	"2"	"數一下"	"s"	""	"ou"	"45"
"數"	"s"	""	"ou"	"1"	"數字"	"s"	""	"ou"	"23"
"甦"	"s"	""	"ou"	"1"	""	"s"	""	"ou"	"23"
"酥"	"s"	""	"ou"	"1"	""	"s"	""	"ou"	"23"
"穌"	"s"	""	"ou"	"1"	""	"s"	""	"ou"	"23"
"蘇"	"s"	""	"ou"	"1"	""	"s"	""	"ou"	"23"
"素"	"s"	""	"ou"	"1"	""	"s"	""	"ou"	"23"
"訴"	"s"	""	"ou"	"1"	""	"s"	""	"ou"	"23"
"塑"	"s"	""	"ou"	"1"	"塑料"	"s"	""	"ou"	"23"
"塑"	"s"	""	"ou"	"1"	"塑造"	"s"	""	"ou"	"23"
"溯"	"s"	""	"ou"	"1"	""	"s"	""	"ou"	"23"
"鬚"	"s"	""	"ou"	"1"	""	"s"	""	"ou"	"23"
"垂"	"s"	""	"ui"	"4"	""	"s"	""	"ui"	"21"
"萃"	"s"	""	"ui"	"6"	""	"s"	""	"ui"	"32"
"淬"	"s"	""	"ui"	"6"	""	"s"	""	"ui"	"32"
"悴"	"s"	""	"ui"	"6"	""	"s"	""	"ui"	"32"
"粹"	"s"	""	"ui"	"6"	""	"s"	""	"ui"	"32"
"瑞"	"s"	""	"ui"	"6"	""	"s"	""	"ui"	"32"
"墅"	"s"	""	"ui"	"6"	""	"s"	""	"ui"	"32"
"衰"	"s"	""	"ui"	"1"	"衰老"	"s"	""	"ui"	"23"
"帥"	"s"	""	"ui"	"1"	""	"s"	""	"ui"	"23"
"誰"	"s"	""	"ui"	"4"	""	"s"	""	"ui"	"21"
"水"	"s"	""	"ui"	"2"	""	"s"	""	"ui"	"45"
"稅"	"s"	""	"ui"	"1"	""	"s"	""	"ui"	"23"
"睡"	"s"	""	"ui"	"6"	""	"s"	""	"ui"	"32"
"說"	"s"	""	"ui"	"1"	""	"s"	""	"ui"	"23"
"雖"	"s"	""	"ui"	"1"	""	"s"	""	"ui"	"23"
"髓"	"s"	""	"ui"	"1"	""	"s"	""	"ui"	"23"
"祟"	"s"	""	"ui"	"6"	""	"s"	""	"ui"	"32"
"遂"	"s"	""	"ui"	"6"	""	"s"	""	"ui"	"32"
"碎"	"s"	""	"ui"	"1"	""	"s"	""	"ui"	"23"
"歲"	"s"	""	"ui"	"1"	""	"s"	""	"ui"	"23"
"隧"	"s"	""	"ui"	"6"	""	"s"	""	"ui"	"32"
"穗"	"s"	""	"ui"	"6"	""	"s"	""	"ui"	"32"
"邃"	"s"	""	"ui"	"6"	""	"s"	""	"ui"	"32"
"須"	"s"	""	"ui"	"1"	""	"s"	""	"ui"	"23"
"需"	"s"	""	"ui"	"1"	""	"s"	""	"ui"	"23"
"絮"	"s"	""	"ui"	"1"	""	"s"	""	"ui"	"23"
"緒"	"s"	""	"ui"	"1"	""	"s"	""	"ui"	"23"
"綏"	"s"	""	"ui"	"1"	""	"s"	""	"ui"	"23"
"叔"	"s"	""	"uk"	"2"	""	"s"	""	"ʊk"	"45"
"倏"	"s"	""	"uk"	"2"	""	"s"	""	"ʊk"	"45"
"淑"	"s"	""	"uk"	"6"	""	"s"	""	"ʊk"	"32"
"孰"	"s"	""	"uk"	"6"	""	"s"	""	"ʊk"	"32"
"塾"	"s"	""	"uk"	"6"	""	"s"	""	"ʊk"	"32"
"熟"	"s"	""	"uk"	"6"	""	"s"	""	"ʊk"	"32"
"贖"	"s"	""	"uk"	"6"	""	"s"	""	"ʊk"	"32"
"蜀"	"s"	""	"uk"	"6"	""	"s"	""	"ʊk"	"32"
"屬"	"s"	""	"uk"	"6"	"屬於"	"s"	""	"ʊk"	"32"
"夙"	"s"	""	"uk"	"2"	""	"s"	""	"ʊk"	"45"
"宿"	"s"	""	"uk"	"2"	"住宿"	"s"	""	"ʊk"	"45"
"粟"	"s"	""	"uk"	"2"	""	"s"	""	"ʊk"	"45"
"肅"	"s"	""	"uk"	"2"	""	"s"	""	"ʊk"	"45"
"縮"	"s"	""	"uk"	"2"	""	"s"	""	"ʊk"	"45"
"崇"	"s"	""	"ung"	"4"	""	"s"	""	"ʊŋ"	"21"
"從"	"s"	""	"ung"	"1"	""	"s"	""	"ʊŋ"	"23"
"忪"	"s"	""	"ung"	"1"	"惺忪"	"s"	""	"ʊŋ"	"23"
"嵩"	"s"	""	"ung"	"1"	""	"s"	""	"ʊŋ"	"23"
"鬆"	"s"	""	"ung"	"1"	""	"s"	""	"ʊŋ"	"23"
"悚"	"s"	""	"ung"	"2"	""	"s"	""	"ʊŋ"	"45"
"慫"	"s"	""	"ung"	"2"	""	"s"	""	"ʊŋ"	"45"
"聳"	"s"	""	"ung"	"2"	""	"s"	""	"ʊŋ"	"45"
"宋"	"s"	""	"ung"	"1"	""	"s"	""	"ʊŋ"	"23"
"送"	"s"	""	"ung"	"1"	""	"s"	""	"ʊŋ"	"23"
"華"	"w"	""	"aa"	"4"	"中華"	"w"	""	"a"	"21"
"華"	"w"	""	"aa"	"6"	"華山"	"w"	""	"a"	"32"
"嘩"	"w"	""	"aa"	"1"	""	"w"	""	"a"	"23"
"嘩"	"w"	""	"aa"	"4"	""	"w"	""	"a"	"21"
"划"	"w"	""	"aa"	"1"	"划船"	"w"	""	"a"	"23"
"畫"	"w"	""	"aa"	"6"	"圖畫，習讀音應爲變調導致"	"w"	""	"a"	"32"
"話"	"w"	""	"aa"	"6"	""	"w"	""	"a"	"32"
"樺"	"w"	""	"aa"	"4"	""	"w"	""	"a"	"21"
"蛙"	"w"	""	"aa"	"1"	""	"w"	""	"a"	"23"
"窪"	"w"	""	"aa"	"1"	""	"w"	""	"a"	"23"
"娃"	"w"	""	"aa"	"1"	""	"w"	""	"a"	"23"
"譁"	"w"	""	"aa"	"1"	""	"w"	""	"a"	"23"
"哇"	"w"	""	"aa"	"1"	""	"w"	""	"a"	"23"
"淮"	"w"	""	"aai"	"4"	""	"w"	""	"ai"	"21"
"槐"	"w"	""	"aai"	"4"	""	"w"	""	"ai"	"21"
"踝"	"w"	""	"aai"	"4"	""	"w"	""	"ai"	"21"
"懷"	"w"	""	"aai"	"4"	""	"w"	""	"ai"	"21"
"壞"	"w"	""	"aai"	"6"	""	"w"	""	"ai"	"32"
"歪"	"w"	""	"aai"	"1"	""	"w"	""	"ai"	"23"
"還"	"w"	""	"aan"	"4"	""	"w"	""	"an"	"21"
"寰"	"w"	""	"aan"	"4"	""	"w"	""	"an"	"21"
"環"	"w"	""	"aan"	"4"	""	"w"	""	"an"	"21"
"鬟"	"w"	""	"aan"	"4"	""	"w"	""	"an"	"21"
"幻"	"w"	""	"aan"	"6"	""	"w"	""	"an"	"32"
"患"	"w"	""	"aan"	"6"	""	"w"	""	"an"	"32"
"彎"	"w"	""	"aan"	"1"	""	"w"	""	"an"	"23"
"灣"	"w"	""	"aan"	"1"	""	"w"	""	"an"	"23"
"玩"	"w"	""	"aan"	"2"	"去玩"	"w"	""	"an"	"45"
"頑"	"w"	""	"aan"	"4"	""	"w"	""	"an"	"21"
"挽"	"w"	""	"aan"	"1"	""	"w"	""	"an"	"23"
"輓"	"w"	""	"aan"	"1"	""	"w"	""	"an"	"23"
"嬛"	"w"	""	"aan"	"4"	"嫏嬛"	"w"	""	"an"	"21"
"猾"	"w"	""	"aat"	"6"	""	"w"	""	"at"	"32"
"滑"	"w"	""	"aat"	"6"	"光滑"	"w"	""	"at"	"32"
"挖"	"w"	""	"aat"	"1"	""	"w"	""	"at"	"23"
"毀"	"w"	""	"ai"	"2"	""	"w"	""	"ɐi"	"45"
"卉"	"w"	""	"ai"	"2"	""	"w"	""	"ɐi"	"45"
"彗"	"w"	""	"ai"	"6"	""	"w"	""	"ɐi"	"32"
