simp	trad	detail	调类
尚	尚		zaŋ6
尚	尙		zaŋ6
更	更	半夜三～	kaŋ1
羹	羹	～飯	kaŋ1
庚	庚		kaŋ1
耕	耕	～田	kaŋ1
耕	畊	古文耕字	kaŋ1
哽	哽		kaŋ3
埂	埂	田～	kaŋ3
梗	梗	～～頭	kaŋ3
耿	耿	姓	kaŋ3
粳	粳	～米	kaŋ5A
坑	坑	茅～	kʰaŋ1
硬	硬		ŋaŋ6
亨	亨	大～	haŋ1
夯	夯		haŋ5A
行	行	～頭，～李，銀～	ɦʰaŋ2
桁	桁	～條	ɦʰaŋ2
杏	杏	～春橋（江陰地名），～花	ɦʰaŋ6
良	良		liaŋ2
凉	涼		liaŋ2
量	量	動詞，測～	liaŋ2
粮	糧		liaŋ2
梁	梁		liaŋ2
梁	樑		liaŋ2
粱	粱		liaŋ2
俩	倆		liaŋ3
两	兩	～個，斤～	liaŋ3
魉	魎	魑魅魍～	liaŋ3
辆	輛		liaŋ3
亮	亮		liaŋ6
谅	諒		liaŋ6
量	量	數～	liaŋ6
将	將	～軍	tsiaŋ1
浆	漿		tsiaŋ1
蒋	蔣		tsiaŋ3
奖	獎		tsiaŋ3
桨	槳		tsiaŋ3
酱	醬		tsiaŋ5A
将	將	大～	tsiaŋ5A
枪	槍		tsʰiaŋ1
抢	搶		tsʰiaŋ3
呛	嗆		tsʰiaŋ5B
详	詳		ziaŋ2
祥	祥		ziaŋ2
翔	翔		ziaŋ2
象	象		ziaŋ6
橡	橡		ziaŋ6
相	相	～互	siaŋ1
箱	箱		siaŋ1
厢	廂		siaŋ1
湘	湘		siaŋ1
镶	鑲		siaŋ1
想	想		siaŋ3
相	相	～貌	siaŋ5A
墙	墻		ziaŋ2
墙	牆		ziaŋ2
匠	匠		ziaŋ6
像	像		ziaŋ6
疆	疆		tɕiaŋ1
僵	僵		tɕiaŋ1
姜	姜		tɕiaŋ1
姜	薑	生～	tɕiaŋ1
缰	韁		tɕiaŋ1
羌	羌		tɕʰiaŋ1
腔	腔		tɕʰiaŋ1
强	强	勉～	tɕʰiaŋ3
强	強	勉～	tɕʰiaŋ3
强	彊	勉～	tɕʰiaŋ3
强	强		dʑiaŋ2
强	強		dʑiaŋ2
强	彊		dʑiaŋ2
襁	襁	～褓	tɕʰiaŋ3
𫄶	繦	～緥	tɕʰiaŋ3
𫄶	繈	～緥	tɕʰiaŋ3
娘	娘	娘娘（伯母）	ȵiaŋ1
娘	娘		ȵiaŋ2
娘	孃		ȵiaŋ2
仰	仰		ȵiaŋ3
酿	釀		ȵiaŋ6
壤	壤		ȵiaŋ6
攘	攘		ȵiaŋ6
嚷	嚷		ȵiaŋ6
让	讓		ȵiaŋ6
上	上	（口）檯～，床～	ȵiaŋ6
香	香		ɕiaŋ1
乡	鄉		ɕiaŋ1
乡	鄕		ɕiaŋ1
饷	餉		ɕiaŋ3
享	享		ɕiaŋ3
响	響		ɕiaŋ3
向	向	方～，面～，～來	ɕiaŋ5A
向	嚮	～導，從前	ɕiaŋ5A
向	曏	從前	ɕiaŋ5A
羊	羊		ɦiaŋ2
洋	洋		ɦiaŋ2
烊	烊	受熱融化	ɦiaŋ2
杨	楊		ɦiaŋ2
阳	陽		ɦiaŋ2
扬	揚		ɦiaŋ2
炀	煬		ɦiaŋ2
疡	瘍		ɦiaŋ2
恙	恙		ɦiaŋ6
样	樣		ɦiaŋ6
漾	漾		ɦiaŋ6
央	央		iaŋ1
秧	秧		iaŋ1
殃	殃		iaŋ1
鸯	鴦		iaŋ1
养	養		iaŋ3
痒	痒		iaŋ3
痒	癢		iaŋ3
氧	氧		iaŋ3
横	橫	～豎	ɦuaŋ2
横	橫	～對（蠻橫）	uaŋ1
帮	幫		paŋ1
邦	邦		paŋ1
榜	榜		paŋ3
绑	綁		paŋ3
谤	謗		paŋ5A
髈	髈		pʰaŋ1
滂	滂		pʰaŋ1
胖	胖		pʰaŋ5B
滂	滂	～沱	baŋ2
旁	旁	～邊，～皇	baŋ2
傍	傍	～邊	baŋ2
螃	螃		baŋ2
膀	膀		baŋ2
防	防		baŋ2
庞	龐		baŋ2
彷	彷	～徨	baŋ2
彷	徬	～徨	baŋ2
傍	傍	依～	baŋ6
棒	棒		baŋ6
忙	忙		maŋ2
恾	恾		maŋ2
芒	芒		maŋ2
茫	茫		maŋ2
汒	汒		maŋ2
亡	亡		maŋ2
亡	兦	亡本字	maŋ2
亡	亾	俗兦字	maŋ2
盲	盲		maŋ2
虻	虻		maŋ2
氓	氓		maŋ2
莽	莽		maŋ3
蟒	蟒		maŋ3
网	網	～絡	maŋ3
网	网	古文網字	maŋ3
魍	魍	魑魅～魎	maŋ3
輞	輞		maŋ3
妄	妄	～想	maŋ6
忘	忘	～記	maŋ6
忘	㤀	～記	maŋ6
望	望	～～看（望一望）	maŋ6
方	方		faŋ1
芳	芳		faŋ1
仿	仿	效～，～佛	faŋ3
仿	倣	效～	faŋ3
仿	髣	～髴	faŋ3
彷	彷	～彿	faŋ3
妨	妨		faŋ3
纺	紡		faŋ3
访	訪		faŋ3
肪	肪		faŋ5A
坊	坊		faŋ5A
放	放		faŋ5A
亡	亡	（文）	vaŋ2
亡	兦	（文）	vaŋ2
亡	亾	（文）	vaŋ2
房	房		vaŋ2
忘	忘	（文）	vaŋ6
忘	㤀	（文）	vaŋ6
妄	妄	（文）	vaŋ6
望	望	（文）希～	vaŋ6
当	當	應～	taŋ1
当	噹	叮～	taŋ1
铛	鐺		taŋ1
裆	襠		taŋ1
党	党	姓	taŋ3
党	黨	～派	taŋ3
挡	擋		taŋ3
挡	攩		taŋ3
当	當	上～	taŋ3
档	檔		taŋ3
摥	摥	（俗）抵擋	tʰaŋ1
挡	擋	（俗）抵擋	tʰaŋ1
汤	湯		tʰaŋ1
倘	倘		tʰaŋ3
傥	儻		tʰaŋ3
躺	躺		tʰaŋ3
烫	燙		tʰaŋ5B
摥	摥		tʰaŋ5B
趟	趟		tʰaŋ5B
堂	堂		daŋ2
棠	棠		daŋ2
螳	螳		daŋ2
唐	唐		daŋ2
糖	糖		daŋ2
塘	塘		daŋ2
荡	盪	～鞦韆，搖～	daŋ6
荡	蕩	～鞦韆，搖～，放～	daŋ6
宕	宕		daŋ6
囊	囊		naŋ2
瓤	瓤		naŋ2
郎	郎		laŋ2
郎	郞		laŋ2
廊	廊		laŋ2
琅	琅		laŋ2
琅	瑯	俗琅字	laŋ2
狼	狼		laŋ2
螂	螂		laŋ2
榔	榔		laŋ2
朗	朗		laŋ3
浪	浪		laŋ6
冷	冷	～靜：孤獨	laŋ6
赃	贓		tsaŋ1
脏	髒	骯～	tsaŋ1
庄	庄		tsaŋ1
庄	莊		tsaŋ1
装	裝		tsaŋ1
妆	妝		tsaŋ1
樟	樟		tsaŋ1
桩	樁		tsaŋ1
睁	睜	～眼睛	tsaŋ1
葬	葬		tsaŋ5A
壮	壯		tsaŋ5A
脏	臟	脾～恘：脾氣差	tsaŋ5A
仓	倉		tsʰaŋ1
苍	蒼		tsʰaŋ1
舱	艙		tsʰaŋ1
疮	瘡		tsʰaŋ1
窗	窗		tsʰaŋ1
闯	闖		tsʰaŋ3
创	創	～造	tsʰaŋ5B
藏	藏	隱～	dzaŋ2
藏	藏	寶～	dzaŋ6
脏	臟	五～	dzaŋ6
状	狀	又	dzaŋ6
撞	撞		dzaŋ6
桑	桑		saŋ1
丧	喪	婚～	saŋ1
霜	霜		saŋ1
孀	孀		saŋ1
双	雙		saŋ1
嗓	嗓		saŋ3
搡	搡	推～	saŋ3
爽	爽		saŋ3
丧	喪	～失	saŋ5A
床	床		zaŋ2
床	牀		zaŋ2
状	狀	又	zaŋ2
刚	剛		kaŋ1
纲	綱		kaŋ1
钢	鋼		kaŋ1
缸	缸		kaŋ1
江	江		kaŋ1
豇	豇		kaŋ1
扛	摃		kaŋ1
肛	肛		kaŋ1
讲	講		kaŋ3
港	港		kaŋ3
冈	岡		kaŋ1
岗	崗		kaŋ1
鿍	鿍	省～村（江陰地名）	kaŋ5A
杠	槓		kaŋ5A
康	康		kʰaŋ1
糠	糠		kʰaŋ1
慷	慷		kʰaŋ1
囥	囥	～起來：藏起來	kʰaŋ5B
抗	抗		kʰaŋ5B
扛	扛		ɡaŋ2
戆	戇	形容詞，笨（多指男性）：～裏～氣（笨頭笨腦的），～大（傻小子），～婆（智力輕微有點缺陷的女性）	ɡaŋ6
昂	昂		ŋaŋ2
航	航		ɦʰaŋ2
杭	杭		ɦʰaŋ2
降	降	投～	ɦʰaŋ2
项	項		ɦʰaŋ6
巷	巷		ɦʰaŋ6
旺	旺	形容詞，特指火旺	ɦiaŋ6
光	光		kuaŋ1
胱	胱		kuaŋ1
广	廣		kuaŋ3
匡	匡		kʰuaŋ1
筐	筐		kʰuaŋ1
眶	眶		kʰuaŋ1
框	框		kʰuaŋ1
旷	曠		kʰuaŋ5B
矿	礦		kʰuaŋ5B
狂	狂		ɡuaŋ2
逛	逛		ɡuaŋ6
荒	荒		huaŋ1
慌	慌		huaŋ1
谎	謊		huaŋ3
恍	恍		huaŋ3
恍	怳		huaŋ3
幌	幌		huaŋ3
晃	晃	摇～	huaŋ5A
况	況		huaŋ5A
黄	黃		ɦuaŋ2
簧	簧		ɦuaŋ2
皇	皇	～帝，旁～	ɦuaŋ2
徨	徨	彷～，徬～	ɦuaŋ2
蝗	蝗		ɦuaŋ2
凰	凰		ɦuaŋ2
隍	隍		ɦuaŋ2
蟥	蟥	螞～	ɦuaŋ2
王	王		ɦuaŋ2
枉	枉		ɦuaŋ6
旺	旺		ɦuaŋ6
汪	汪		uaŋ1
往	往		uaŋ3
鳖	鱉		pɪʔ7
瘪	癟		pɪʔ7
憋	憋		pɪʔ7
笔	筆		pɪʔ7
毕	畢		pɪʔ7
哔	嗶		pɪʔ7
必	必		pɪʔ7
碧	碧		pɪʔ7
璧	璧		pɪʔ7
滗	潷	擋住容器裏的固體物質把液體傾倒出來	pɪʔ7
逼	逼		pɪʔ7
秕	秕	～穀	pɪʔ7
辟	辟	復～	pɪʔ7
别	彆	～扭	pɪʔ7
撇	撇		pʰɪʔ7
匹	匹		pʰɪʔ7
僻	僻		pʰɪʔ7
辟	闢	開～	pʰɪʔ7
劈	劈		pʰɪʔ7
霹	霹		pʰɪʔ7
箅	箅	爐～子	bɪʔ8
枇	枇	～杷	bɪʔ8
鼻	鼻		bɪʔ8
别	别		bɪʔ8
别	別		bɪʔ8
蹩	蹩	～腳	bɪʔ8
篾	篾		mɪʔ8
籋	籋	竹～	mɪʔ8
灭	滅		mɪʔ8
糸	糸		mɪʔ8
密	密		mɪʔ8
蜜	蜜		mɪʔ8
觅	覓		mɪʔ8
觅	覔	俗覓字	mɪʔ8
跌	跌		tɪʔ7
的	的	目～，打～	tɪʔ7
滴	滴		tɪʔ7
嫡	嫡		tɪʔ7
摘	摘	（俗）～下來（正字應爲扚）	tɪʔ7
扚	扚	～下來	tɪʔ7
贴	貼		tʰɪʔ7
帖	帖	字～，請～，妥～	tʰɪʔ7
僣	僣		tʰɪʔ7
铁	鐵		tʰɪʔ7
铁	銕	鐵古作銕	tʰɪʔ7
铁	䥫	鐵古作䥫	tʰɪʔ7
切	切		tsʰɪʔ7
窃	竊		tsʰɪʔ7
膝	膝		tsʰɪʔ7
踢	踢		tʰɪʔ7
倜	倜		tʰɪʔ7
剔	剔		tʰɪʔ7
惕	惕		tʰɪʔ7
迭	迭		dɪʔ8
叠	𤴁	疊本字	dɪʔ8
叠	疊	同疉	dɪʔ8
叠	疉	疊本字	dɪʔ8
叠	㬪	同疉	dɪʔ8
叠	曡	同疉	dɪʔ8
耋	耋	耄～：八、九十歲	dɪʔ8
碟	碟		dɪʔ8
蝶	蝶		dɪʔ8
谍	諜		dɪʔ8
笛	笛		dɪʔ8
敌	敵		dɪʔ8
翟	翟		dɪʔ8
狄	狄		dɪʔ8
涤	滌		dɪʔ8
荻	荻		dɪʔ8
荔	荔		lɪʔ8
力	力		lɪʔ8
立	立		lɪʔ8
笠	笠		lɪʔ8
粒	粒		lɪʔ8
列	列		lɪʔ8
烈	烈		lɪʔ8
裂	裂		lɪʔ8
劣	劣		lɪʔ8
傈	傈		lɪʔ8
栗	栗	大～	lɪʔ8
栗	慄	戰～，顫～	lɪʔ8
溧	溧	～陽（地名）	lɪʔ8
律	律		lɪʔ8
率	率	效～	lɪʔ8
历	曆	日～	lɪʔ8
历	歷	～史	lɪʔ8
历	厤	古文歷字	lɪʔ8
历	厯	俗歷字	lɪʔ8
秝	秝		lɪʔ8
捩	捩	動詞，擰：～一記（擰一下）	lɪʔ8
接	接		tsɪʔ7
节	節		tsɪʔ7
疖	癤		tsɪʔ7
鲫	鯽		tsɪʔ7
积	積		tsɪʔ7
迹	迹		tsɪʔ7
迹	跡		tsɪʔ7
迹	蹟		tsɪʔ7
脊	脊		tsɪʔ7
绩	績		tsɪʔ7
即	即		tsɪʔ7
即	卽		tsɪʔ7
妾	妾		tsʰɪʔ7
缉	緝		tsʰɪʔ7
辑	輯		tsʰɪʔ7
七	七		tsʰɪʔ7
柒	柒		tsʰɪʔ7
漆	漆		tsʰɪʔ7
戚	戚	親～，哀～，干～（斧頭）	tsʰɪʔ7
戚	慽	哀～	tsʰɪʔ7
戚	慼	哀～	tsʰɪʔ7
戚	鏚	干～（斧頭）	tsʰɪʔ7
捷	捷		zɪʔ8
睫	睫		zɪʔ8
婕	婕		zɪʔ8
集	集		zɪʔ8
习	習		zɪʔ8
截	截		zɪʔ8
绝	絕		zɪʔ8
疾	疾		zɪʔ8
嫉	嫉		zɪʔ8
籍	籍		zɪʔ8
藉	藉		zɪʔ8
寂	寂		zɪʔ8
薛	薛		sɪʔ7
泄	洩		sɪʔ7
屑	屑		sɪʔ7
楔	楔		sɪʔ7
雪	雪		sɪʔ7
燮	燮		sɪʔ7
悉	悉		sɪʔ7
蟋	蟋		sɪʔ7
息	息		sɪʔ7
熄	熄		sɪʔ7
媳	媳		sɪʔ7
惜	惜		sɪʔ7
昔	昔		sɪʔ7
锡	錫		sɪʔ7
析	析		sɪʔ7
戌	戌		sɪʔ7
袭	襲		zɪʔ8
席	席		zɪʔ8
拾	拾		zɪʔ8
夕	夕		zɪʔ8
隰	隰		zɪʔ8
揖	揖		ɪʔ7
乙	乙		ɪʔ7
一	一		ɪʔ7
壹	壹		ɪʔ7
逸	逸		ɪʔ7
益	益		ɪʔ7
髻	髻		tɕiɪʔ7
劫	劫		tɕiɪʔ7
揭	揭		tɕiɪʔ7
讦	訐	攻～	tɕiɪʔ7
孑	孑		tɕiɪʔ7
结	結		tɕiɪʔ7
洁	潔		tɕiɪʔ7
洁	絜	同潔	tɕiɪʔ7
秸	秸		tɕiɪʔ7
桔	桔	～梗	tɕiɪʔ7
戟	戟		tɕiɪʔ7
汲	汲		tɕiɪʔ7
击	擊		tɕiɪʔ7
激	激		tɕiɪʔ7
急	急		tɕiɪʔ7
急	急	（又）	dʑiɪʔ8
棘	棘		tɕiɪʔ7
级	級		tɕiɪʔ7
给	給		tɕiɪʔ7
吉	吉		tɕiɪʔ7
乞	乞		tɕʰiɪʔ7
讫	訖		tɕʰiɪʔ7
迄	迄		tɕʰiɪʔ7
䏌	䏌		tɕʰiɪʔ7
吃	吃	口～	tɕʰiɪʔ7
吃	喫	～飯	tɕʰiɪʔ7
锲	鍥		tɕʰiɪʔ7
泣	泣		tɕʰiɪʔ7
杰	杰	周杰倫	dʑiɪʔ8
杰	傑	～出	dʑiɪʔ8
桀	桀		dʑiɪʔ8
竭	竭		dʑiɪʔ8
及	及		dʑiɪʔ8
及	及	（俗）來得～，來弗～	dʑi2
极	極		dʑiɪʔ8
聂	聶		ȵiɪʔ8
镊	鑷		ȵiɪʔ8
蹑	躡		ȵiɪʔ8
业	業		ȵiɪʔ8
孽	孽		ȵiɪʔ8
逆	逆		ȵiɪʔ8
溺	溺		ȵiɪʔ8
热	熱		ȵiɪʔ8
涅	涅		ȵiɪʔ8
涅	湼		ȵiɪʔ8
日	日	～腳（日子）	ȵiɪʔ8
胁	脅		ɕiɪʔ7
胁	脇		ɕiɪʔ7
歇	歇		ɕiɪʔ7
蝎	蠍		ɕiɪʔ7
吸	吸		ɕiɪʔ7
叶	叶	同協	ɦiɪʔ8
叶	葉		ɦiɪʔ8
絜	絜	《禮·大學》是以君子有絜矩之道也	ɦiɪʔ8
页	頁		ɦiɪʔ8
协	協		ɦiɪʔ8
掖	掖		ɦiɪʔ8
亦	亦		ɦiɪʔ8
译	譯		ɦiɪʔ8
驿	驛		ɦiɪʔ8
易	易	交～	ɦiɪʔ8
液	液		ɦiɪʔ8
腋	腋		ɦiɪʔ8
熠	熠		ɦiɪʔ8
佚	佚		ɦiɪʔ8
轶	軼		ɦiɪʔ8
奕	奕		ɦiɪʔ8
邑	邑		iɪʔ7
噎	噎		iɪʔ7
抑	抑		iɪʔ7
佾	佾		ɦiɪʔ8
弋	弋		ɦiɪʔ8
翼	翼		ɦiɪʔ8
翌	翌		ɦiɪʔ8
搏	搏		poʔ7
博	博		poʔ7
剥	剥		poʔ7
剥	剝		poʔ7
驳	駁		poʔ7
北	北		poʔ7
卜	卜	占～	poʔ7
蹼	蹼		pʰoʔ7
噗	噗		pʰoʔ7
璞	璞		pʰoʔ7
朴	樸		pʰoʔ7
朴	朴		pʰoʔ7
扑	撲		pʰoʔ7
扑	扑		pʰoʔ7
仆	仆	～倒	pʰoʔ7
杷	杷	枇～	boʔ8
薄	薄		boʔ8
卜	蔔	蘿～	boʔ8
匐	匐		boʔ8
帛	帛		boʔ8
仆	僕	～人	boʔ8
瀑	瀑		boʔ8
曝	曝		boʔ8
雹	雹		boʔ8
莫	莫		moʔ8
膜	膜		moʔ8
寞	寞		moʔ8
摸	摸		moʔ8
漠	漠		moʔ8
穆	穆		moʔ8
木	木		moʔ8
沐	沐		moʔ8
么	麼		moʔ8
么	麽	俗麼字	moʔ8
目	目		moʔ8
牧	牧		moʔ8
睦	睦		moʔ8
福	福		foʔ7
幅	幅		foʔ7
蝠	蝠		foʔ7
复	複	重～	foʔ7
腹	腹		foʔ7
馥	馥		foʔ7
蝮	蝮		foʔ7
辐	輻		foʔ7
覆	覆	反～，～蓋	foʔ7
复	復	～原，恢～	voʔ8
缚	縛		voʔ8
服	服		voʔ8
伏	伏		voʔ8
笃	篤		toʔ7
沰	沰	滴	toʔ7
督	督		toʔ7
托	託	假～，～付	tʰoʔ7
托	托	～盤，～付	tʰoʔ7
秃	秃		tʰoʔ7
秃	禿		tʰoʔ7
铎	鐸		doʔ8
踱	踱		doʔ8
独	獨		doʔ8
读	讀		doʔ8
牍	牘		doʔ8
犊	犢		doʔ8
毒	毒		doʔ8
诺	諾		noʔ8
匿	匿		ȵiɪʔ8
昵	昵		ȵi6
昵	暱	～稱	ȵi6
赂	賂		loʔ8
落	落		loʔ8
烙	烙		loʔ8
骆	駱		loʔ8
酪	酪		loʔ8
洛	洛	～水，～陽	loʔ8
洛	雒	～陽（漢光武帝劉秀改洛陽爲雒陽，魏文帝曹丕改回洛陽）	loʔ8
络	絡	活～	loʔ8
乐	樂		loʔ8
鹿	鹿		loʔ8
禄	禄		loʔ8
禄	祿		loʔ8
六	六		loʔ8
陆	陸		loʔ8
氯	氯		loʔ8
绿	綠		loʔ8
绿	緑		loʔ8
录	錄		loʔ8
录	録		loʔ8
甪	甪	～直（蘇州地名）	loʔ8
拙	拙		tsoʔ7
卒	卒		tsəʔ7
作	作	～業，～坊	tsoʔ7
卓	卓		tsoʔ7
桌	桌		tsoʔ7
琢	琢		tsoʔ7
啄	啄	雞～米，～木鳥	toʔ7
啄	啄	動詞，啄	zoʔ8
涿	涿		tsoʔ7
涿	涿		toʔ7
捉	捉		tsoʔ7
竹	竹		tsoʔ7
筑	筑	一種樂器，似箏，擊～	tsoʔ7
筑	築	建～	tsoʔ7
祝	祝		tsoʔ7
粥	粥		tsoʔ7
足	足		tsoʔ7
烛	燭		tsoʔ7
嘱	囑		tsoʔ7
撮	撮		tsʰəʔ7
猝	猝		tsʰəʔ7
出	出	～去	tɕʰioʔ7
出	齣	一～戲	tɕʰioʔ7
怵	怵		tsʰoʔ7
戳	戳		tsʰoʔ7
龊	齪		tsʰoʔ7
畜	畜	～生	tsʰoʔ7
促	促		tsʰoʔ7
触	觸		tsʰoʔ7
浊	濁		dzoʔ8
镯	鐲		dzoʔ8
逐	逐		dzoʔ8
轴	軸		dzoʔ8
妯	妯	～娌	dzoʔ8
说	說		ɕioʔ7
说	説		ɕioʔ7
宿	宿		soʔ7
宿	㝛	宿本字	soʔ7
索	索		soʔ7
朔	朔		soʔ7
硕	碩		soʔ7
速	速		soʔ7
肃	肅		soʔ7
缩	縮		soʔ7
叔	叔		soʔ7
淑	淑		zoʔ8
粟	粟		soʔ7
束	束		soʔ7
述	述		zoʔ8
凿	鑿		zoʔ8
族	族		zoʔ8
熟	熟		zoʔ8
孰	孰		zoʔ8
塾	塾		zoʔ8
俗	俗		zoʔ8
续	續		zoʔ8
属	屬		zoʔ8
赎	贖		zoʔ8
蜀	蜀		zoʔ8
辱	辱		zoʔ8
褥	褥		zoʔ8
各	各		koʔ7
阁	閣		koʔ7
搁	擱	～電話（掛電話）	koʔ7
胳	胳		koʔ7
郭	郭		koʔ7
廓	廓		koʔ7
挂	挂	（俗）～電話（正字爲擱）	koʔ7
挂	掛	（俗）～電話（正字爲擱）	koʔ7
角	角		koʔ7
觉	覺	～著	koʔ7
漍	漍	北～（江陰地名）	koʔ7
国	國		koʔ7
国	囯	太平天～	koʔ7
国	圀	德川光～	koʔ7
谷	谷	山～	koʔ7
谷	穀	～物，五～	koʔ7
圣	圣		kʰoʔ7
窟	窟		kʰoʔ7
扩	擴		kʰoʔ7
壳	殼		kʰoʔ7
壳	㱿		kʰoʔ7
恪	恪		kʰoʔ7
哭	哭		kʰoʔ7
酷	酷		kʰoʔ7
愕	愕		ŋoʔ8
腭	腭		ŋoʔ8
腭	齶		ŋoʔ8
颚	顎		ŋoʔ8
鄂	鄂		ŋoʔ8
噩	噩		ŋoʔ8
鹤	鶴		ŋoʔ8
岳	岳	～飛，～陽	ŋoʔ8
岳	嶽		ŋoʔ8
壑	壑		hoʔ7
豁	豁		hoʔ7
郝	郝		hoʔ7
霍	霍		hoʔ7
藿	藿		hoʔ7
学	學	～堂	ɦʰoʔ8
或	或		ɦʰoʔ8
镬	鑊		ɦʰoʔ8
垩	堊		oʔ7
恶	噁		oʔ7
恶	惡		oʔ7
握	握		oʔ7
龌	齷		oʔ7
屋	屋		oʔ7
沃	沃		oʔ7
珏	玨	珏本字	tɕioʔ7
珏	珏		tɕioʔ7
孓	孓		tɕioʔ7
孓	孒	孓本字	tɕioʔ7
抉	抉		tɕioʔ7
玦	玦		tɕioʔ7
决	决		tɕioʔ7
决	決		tɕioʔ7
诀	訣		tɕioʔ7
厥	厥		tɕioʔ7
蕨	蕨		tɕioʔ7
橘	橘		tɕioʔ7
镢	镢		tɕioʔ7
菊	菊		tɕioʔ7
鞠	鞠		tɕioʔ7
缺	缺		tɕʰioʔ7
黢	黢	黑～～	tɕʰioʔ7
屈	屈		tɕʰioʔ7
曲	麯	酒～	tɕʰioʔ7
曲	曲	歌～	tɕʰioʔ7
术	術		dʑioʔ8
术	朮	白～（草本植物）	dʑioʔ8
术	术	白～（草本植物）	dʑioʔ8
掘	掘		dʑioʔ8
倔	倔		dʑioʔ8
局	局		dʑioʔ8
肉	肉		ȵioʔ8
肉	宍		ȵioʔ8
揉	揉	（俗）揉，非正字	ȵioʔ8
噱	噱	～頭	ɕioʔ7
血	血		ɕioʔ7
恤	恤	同卹	ɕioʔ7
恤	卹		ɕioʔ7
恤	䘏	俗卹字	ɕioʔ7
恤	賉	俗卹字	ɕioʔ7
畜	畜	～牧業	ɕioʔ7
蓄	蓄		ɕioʔ7
旭	旭		ɕioʔ7
入	入		ʑioʔ8
抈	抈	折疊	ioʔ7
玥	玥		ɦioʔ8
钥	鈅		ɦioʔ8
刖	刖		ɦioʔ8
月	月		ɦioʔ8
越	越		ɦioʔ8
曰	曰		ɦioʔ8
悦	悅		ɦioʔ8
阅	閱		ɦioʔ8
穴	穴		ɦioʔ8
域	域		ɦioʔ8
阈	閾	～値	ɦioʔ8
疫	疫		ɦioʔ8
疫	疫	新讀	ɦiɪʔ8
役	役		ɦioʔ8
育	育		ɦioʔ8
玉	玉		ɦioʔ8
钰	鈺		ɦioʔ8
狱	獄		ɦioʔ8
浴	浴		ɦioʔ8
欲	欲		ɦioʔ8
粤	粵		ɦioʔ8
哕	噦		ioʔ7
阅	閱		ɦioʔ8
郁	郁		ioʔ7
郁	鬱		ioʔ7
不	不		pəʔ7
畀	畀	給；被動	pəʔ7
拨	撥	給；被動（正字爲畀）	pəʔ7
钵	缽		pəʔ7
泼	潑		pʰəʔ7
迫	迫		pʰəʔ7
珀	珀		pʰəʔ7
魄	魄	～力	pʰəʔ7
鼻	鼻	（又音）～頭：指鼻子	bəʔ8
别	别	～人	bəʔ8
别	別	～人	bəʔ8
勃	勃		bəʔ8
饽	餑		bəʔ8
末	末		məʔ8
沫	沫		məʔ8
抹	抹		məʔ8
没	没		məʔ8
没	沒		məʔ8
殁	歿		məʔ8
殁	殁		məʔ8
墨	墨		məʔ8
默	默		məʔ8
弗	弗	不	fəʔ7
祓	祓		fəʔ7
黻	黻		fəʔ7
绂	紱		fəʔ7
佛	佛	仿～	fəʔ7
佛	彿	彷～	fəʔ7
佛	髴	髣～	fəʔ7
佛	佛		vəʔ8
物	物	～理，事～	vəʔ8
勿	勿		vəʔ8
得	得		təʔ7
掇	掇	移動：～一～檯子	təʔ7
䊞	䊞	黏	təʔ7
德	德		təʔ7
脱	脫		tʰəʔ7
夺	奪		dəʔ8
突	突		dəʔ8
特	特		dəʔ8
特	特	～爲，～程：特地	dɪʔ8
捋	捋	～鬍子	ləʔ8
肋	肋		ləʔ8
莅	莅	位，在	ləʔ8
莅	蒞		ləʔ8
勒	勒	～緊；（俗）在（正字疑爲莅）	ləʔ8
垃	垃	～圾	ləʔ8
折	摺	～扇	tsəʔ7
折	折		tsəʔ7
褶	褶		tsəʔ7
哲	哲		tsəʔ7
这	這		tsəʔ7
浙	浙		tsəʔ7
帜	幟		tsəʔ7
执	執		tsəʔ7
汁	汁		tsəʔ7
质	質	～量	tsəʔ7
则	則		tsəʔ7
织	織		tsəʔ7
职	職		tsəʔ7
责	責		tsəʔ7
彻	徹		tsʰəʔ7
撤	撤		tsʰəʔ7
澈	澈		tsʰəʔ7
辙	轍		tsʰəʔ7
侧	側	（白）～過來	tsəʔ7
侧	側	（文）～面	tsʰəʔ7
测	測		tsʰəʔ7
赤	赤	～道	tsʰəʔ7
斥	斥		tsʰəʔ7
涉	涉		dzəʔ8
蛰	蟄	驚～	dzəʔ8
蜇	蜇	海～頭	dzəʔ8
侄	侄		dzəʔ8
秩	秩		dzəʔ8
直	直		dzəʔ8
值	值		dzəʔ8
值	値		dzəʔ8
殖	殖		dzəʔ8
植	植		dzəʔ8
泽	澤		dzəʔ8
择	擇		dzəʔ8
掷	擲	～骰子	dzəʔ8
撒	撒	～種	səʔ7
摄	攝		səʔ7
设	設		səʔ7
涩	澀		səʔ7
涩	澁	同澀	səʔ7
湿	濕		səʔ7
湿	溼	濕本字	səʔ7
瑟	瑟		səʔ7
虱	虱		səʔ7
虱	蝨		səʔ7
失	失		səʔ7
室	室		səʔ7
塞	塞	堵～	səʔ7
色	色		səʔ7
啬	嗇		səʔ7
识	識	知～	səʔ7
识	識	～得	ɕioʔ7
式	式		səʔ7
饰	飾		səʔ7
适	適		səʔ7
释	釋		səʔ7
圾	圾	～圾	səʔ7
率	率	～領	səʔ7
日	日		zəʔ8
舌	舌		zəʔ8
折	折	～本	ʑioʔ8
