id	ini	fn	pt	單字	ipa调类	ipa调号	注釋						ɔ	184
471	ts	i	33	誅	tsi33	tsi1	天～地灭							
472	ts	i	33	蛛	tsi33	tsi1	蜘～							
473	ts	i	33	株	tsi33	tsi1	守～待兔							
474	ts	i	451	駐	tsi451	tsi5	～扎							
475	ts	i	451	註	tsi451	tsi5	～释							
476	tsʰ	i	213	廚	tsʰi213	tsʰi2	～房							
477	tsʰ	i	25	橱	tsʰi25	tsʰi9	碗～							
478	tsʰ	i	33	柱	tsʰi33	tsʰi1	柱子							
479	tsʰ	i	31	住	tsʰi31	tsʰi3	～宿							
480	tsʰ	i	33	雛	tsʰi33	tsʰi1	～形							
481	ɬ	u	451	數	ɬu451	ɬu5	～落，～星星[动]							
482	ɬ	u	451	數	ɬu451	ɬu5	～字，～学							
483	ts	i	33	朱	tsi33	tsi1	姓							
484	ts	i	33	珠	tsi33	tsi1	珍～							
485	ts	i	31	主	tsi31	tsi3	～人，地～							
486	ts	i	451	注	tsi451	tsi5	～意							
487	ts	i	451	蛀	tsi451	tsi5	～虫							
488	ts	i	451	鑄	tsi451	tsi5	～铁，～钢							
489	kʰ	i	33	樞	kʰi33	kʰi1	中～，～纽							
490	s	i	33	輸	si33	si1	～赢							
491	s	i	451	戍	si451	si5	～边							
492	s	i	33	輸	si33	si1	运～							
493	s	i	25	殊	si25	si9	特～							
494	s	i	31	豎	si31	si3	横～							
495	s	i	31	樹	si31	si3	～立，种～							
496	j	i	213	儒	ji213	ji2	～家思想							
497	ȵ	ui	451	乳	ȵui451	ȵui5	哺～，母～[文]							
498	n	eŋ	451	乳	neŋ451	neŋ5	食～（吃奶），麦～精[训]							
499	kʰ	ɐi	451	拘	kʰɐi451	kʰɐi5	～留							
500	kʰ	i	31	俱	kʰi31	kʰi3	～备，～乐部							
501	k	i	451	矩	ki451	ki5	规～，～形							
502	k	i	451	句	ki451	ki5	～号							
503	kʰ	i	33	區	kʰi33	kʰi1	地～，～别							
504	kʰ	i	33	驅	kʰi33	kʰi1	先～，～动							
505	kʰ	i	31	具	kʰi31	kʰi3	～体							
506	kʰ	i	31	懼	kʰi31	kʰi3	恐～							
507		i	25	愚	i25	ji9	～蠢，～公移山							
508		ŋ̍	25	虞	ŋ̍25	ʔŋ̍9	姓，～姬							
509	j	i	25	娛	ji25	ji9	～乐							
510	ȵ	i	451	遇	ȵi451	ȵi5	遭～，相～，～到							
511	ȵ	i	451	寓	ȵi451	ȵi5	～言；公～							
512		i	25	迂	i25	ji9	～回，～腐							
513		i	25	于	i25	ji9	姓；等～							
514		i	25	吁	i25	ji9	气喘～～，长～短叹							
515		i	31	雨	i31	ji3	落～，谷～，～水							
516		i	31	宇	i31	ji3	～宙							
517		i	31	禹	i31	ji3	大～治水							
518		i	31	羽	i31	ji3	～毛球							
519	v	u	451	芋	vu451	vu5	芋头							
521		i	25	愉	i25	ji9	～快							
522		i	31	愈	i31	ji3	病～							
523		i	31	喻	i31	ji3	比～							
524		i	451	裕	i451	ji5	富～							
525	ŋ	ɔi	25	獃	ŋɔi25	ŋɔi9	书～子，发～[文]							
526	ŋ	ɔi	25	獃	ŋɔi25	ŋɔi9	发～[白]							
527	t	ai	451	戴	tai451	tai5	姓；～帽							
528	tʰ	ɔi	33	胎	tʰɔi33	tʰɔi1	双胞～，～盘							
529	tʰ	ɔi	25	台	tʰɔi25	tʰɔi9	天台							
530	tʰ	ai	451	態	tʰai451	tʰai5	～度，心～							
531	tʰ	ai	451	貸	tʰai451	tʰai5	～款							
532	tʰ	ɔi	213	臺	tʰɔi213	tʰɔi2	～湾							
533	tʰ	ɔi	33	苔	tʰɔi33	tʰɔi1	青～，舌～							
534	tʰ	ɔi	25	抬	tʰɔi25	tʰɔi9	两个人抬							
535	tʰ	ɔi	31	待	tʰɔi31	tʰɔi3	等～，～人接物							
536	tʰ	ɔi	33	怠	tʰɔi33	tʰɔi1	～慢，～工							
537		i	213	殆	i213	ji2	百战不～							
538	tʰ	ɔi	31	代	tʰɔi31	tʰɔi3	～替，～表							
539	tʰ	i	451	逮	tʰi451	tʰi5	～捕							
540	tʰ	ɔi	31	袋	tʰɔi31	tʰɔi3	袋子							
541	n	ai	33	乃	nai33	nai1	安～近；人名用字							
542	n	ai	31	耐	nai31	nai3	～力，～心，忍～							
543	l	ɔi	213	來	lɔi213	lɔi2	过～，～去							
544	ts	ai	33	災	tsai33	tsai1	水～							
545	ts	ɔi	33	栽	tsɔi33	tsɔi1	种，～培							
546	ts	ai	31	宰	tsai31	tsai3	～相							
547	ts	ai	451	載	tsai451	tsai5	一年半～							
548	ts	ai	451	再	tsai451	tsai5	～来							
549	ts	ai	451	載	tsai451	tsai5	～重							
550	tsʰ	ai	33	猜	tsʰai33	tsʰai1	～谜							
551	tsʰ	ɔi	31	彩	tsʰɔi31	tsʰɔi3	～色							
552	tsʰ	ɔi	31	採	tsʰɔi31	tsʰɔi3	～集							
553	tsʰ	ɔi	31	睬	tsʰɔi31	tsʰɔi3	理睬							
554	tsʰ	ɔi	451	菜	tsʰɔi451	tsʰɔi5	煮～，青～							
555	tsʰ	ɔi	213	才	tsʰɔi213	tsʰɔi2	人～，～气，秀～							
556	tsʰ	ɔi	213	材	tsʰɔi213	tsʰɔi2	材，药～，～料							
557	tsʰ	ɔi	213	財	tsʰɔi213	tsʰɔi2	财，发～							
558	tsʰ	ɔi	213	裁	tsʰɔi213	tsʰɔi2	裁，～纸，剪～							
559	tsʰ	ɔi	213	纔	tsʰɔi213	tsʰɔi2	刚～							
560	tsʰ	ai	31	在	tsʰai31	tsʰai3	实～，现～[文]							
561	tsʰ	ɔi	33	在	tsʰɔi33	tsʰɔi1	存在，还～[白]							
562	ts	ai	451	載	tsai451	tsai5	满～而归							
563	ɬ	ɔi	33	腮	ɬɔi33	ɬɔi1	～腺炎，～红							
564	ɬ	ɔi	33	鰓	ɬɔi33	ɬɔi1	鱼鳃							
565	ɬ	ai	451	賽	ɬai451	ɬai5	比～							
566	k	ɔi	33	該	kɔi33	kɔi1	应～							
567	k	ɔi	31	改	kɔi31	kɔi3	修～，～正							
568	kʰ	ai	451	概	kʰai451	kʰai5	大～，～括							
569	kʰ	ai	451	溉	kʰai451	kʰai5	灌～							
570	h	ɔ	33	開	hɔ33	hɔ1	公～，～门							
571	kʰ	ai	31	凱	kʰai31	kʰai3	～旋							
572	kʰ	ai	451	慨	kʰai451	kʰai5	慷～，感～							
573	kʰ	iam	31	咳	kʰiam31	kʰiam3	～嗽，止～糖浆							
574	ŋ	ɔi	213	呆	ŋɔi213	ŋɔi2	～板							
575	ŋ	ɔi	31	礙	ŋɔi31	ŋɔi3	妨～							
576	h	ɔi	31	海	hɔi31	hɔi3	大～							
577	h	ai	25	孩	hai25	hai9	～童							
578	h	ɔ	31	亥	hɔ31	hɔ3	辛～革命							
579		ɔi	33	哀	ɔi33	ʔɔi1	悲～							
580		ai	33	埃	ai33	ʔai1	尘～，～及							
581		ɔi	451	愛	ɔi451	ʔɔi5	～情；要							
582	p	ɐi	451	貝	pɐi451	pɐi5	宝～							
583	p	ɐi	451	貝	pɐi451	pɐi5	川～，～壳							
584	tʰ	ɐi	451	沛	tʰɐi451	tʰɐi5	充～							
585	t	ai	451	帶	tai451	tai5	鞋～							
586	tʰ	ai	451	太	tʰai451	tʰai5	老～婆							
587	tʰ	ai	451	泰	tʰai451	tʰai5	～山							
588	tʰ	ai	31	大	tʰai31	tʰai3	大小							
589	n	ai	31	奈	nai31	nai3	无～，～何							
590	l	ai	31	賴	lai31	lai3	依～，无～；姓							
591	l	an	33	癩	lan33	lan1	～蛤蟆[文]							
592	l	ai	451	癩	lai451	lai5	～哥（癞疮）[白]							
593	tsʰ	ɔi	451	蔡	tsʰɔi451	tsʰɔi5	姓							
594	k	ɔ	451	蓋	kɔi451	kɔi5	～被[动]；盖子[名]							
595	kʰ	ɔi	451	丐	kʰɔi451	kʰɔi5	～帮							
596	ŋ	ai	451	艾	ŋai451	ŋai5	姓；～滋病							
597	ȵ	i	451	□	ȵi451	ȵi5	艾草							
598	h	ɔ	31	害	hɔ31	hɔ3	～人							
599		ɔi	31	藹	ɔi31	ʔɔi3	和～，宋～龄							
600	p	ai	451	拜	pai451	pai5	结～，礼～，～佛							
601	pʰ	ai	213	排	pʰai213	pʰai2	～队							
602	m	ai	25	埋	mai25	mai9	～伏							
603	ts	ai	33	齋	tsai33	tsai1	食～（吃斋）							
604	tsʰ	ɔi	25	豺	tsʰɔi25	tsʰɔi9	～狼							
605	k	ai	33	皆	kai33	kai1	～大欢喜							
606	k	ai	33	階	kai33	kai1	台～，～级							
607	k	ai	451	介	kai451	kai5	～绍，中～							
608	k	ai	451	界	kai451	kai5	世～							
609	k	ɛ	451	芥	kɛ451	kɛ5	～菜							
610	k	ai	451	尬	kai451	kai5	尴～							
611	k	ai	451	疥	kai451	kai5	～疮							
612	k	ai	451	屆	kai451	kai5	第一～							
613	k	ai	451	戒	kai451	kai5	～烟，猪八～							
614	k	ai	33	楷	kai33	kai1	～书，～模							
615		ɔi	31	諧	ɔi31	ʔɔi3	和～							
616	h	ɔi	31	駭	hɔi31	hɔi3	惊～，～人听闻							
617	h	ai	31	械	hai31	hai3	机～							
618		ai	33	挨	ai33	ʔai1	～打，～近							
619	p	ai	31	擺	pai31	pai3	摇～							
621	pʰ	ai	25	牌	pʰai25	pʰai9	～坊，～匾[文]							
622	pʰ	ai	213	牌	pʰai213	pʰai2	打～							
623	pʰ	ai	25	㵺	pʰai25	pʰai9	竹排							
624	pʰ	ai	31	罷	pʰai31	pʰai3	～工							
625	pʰ	ai	31	稗	pʰai31	pʰai3	～草							
626	m	ai	33	買	mai33	mai1	～卖							
627	m	ai	31	賣	mai31	mai3	买～							
628	n	ai	451	奶	nai451	nai5	二～，～牛							
629	ts	ai	451	債	tsai451	tsai5	欠～							
630	tsʰ	a	33	釵	tsʰa33	tsʰa1	宝～							
631	tsʰ	ai	33	差	tsʰai33	tsʰai1	出～							
632	tsʰ	ai	25	柴	tsʰai25	tsʰai9	姓；火～							
633	tsʰ	ɛ	33	篩	tsʰɛ33	tsʰɛ1	～选，～米							
634	ɬ	a	31	灑	ɬa31	ɬa3	潇～，～水							
635	k	ai	33	佳	kai33	kai1	～人，～节							
636	k	ai	33	街	kai33	kai1	～路							
637	k	ai	31	解	kai31	kai3	～释，讲～[文]							
638	k	ɛ	31	解	kɛ31	kɛ3	～开[白]							
639	h	ai	31	懈	hai31	hai3	松～，坚持不～							
640	ŋ	ai	25	涯	ŋai25	ŋai9	天～							
641	ŋ	ai	25	崖	ŋai25	ŋai9	悬～							
642	ŋ	ai	25	捱	ŋai25	ŋai9	难～，～苦							
643	h	ai	25	鞋	hai25	hai9	布～							
644	k	ai	31	解	kai31	kai3	懂了，理～，了～							
645	h	ai	31	蟹	hai31	hai3	老～							
646		ɛ	31	矮	ɛ31	ʔɛ3	高矮							
647	pʰ	ai	31	敗	pʰai31	pʰai3	失～							
648	m	ai	451	邁	mai451	mai5	豪～，～步							
649	tsʰ	ai	31	寨	tsʰai31	tsʰai3	山～，大～							
650	p	i	451	蔽	pi451	pi5	隐～							
651	pʰ	i	31	弊	pʰi31	pʰi3	作～							
652	pʰ	i	31	幣	pʰi31	pʰi3	人民～							
653	p	i	31	斃	pi31	pi3	枪～							
654	l	ɛ	31	例	lɛ31	lɛ3	举～，～外							
655	l	ɛ	31	厲	lɛ31	lɛ3	严～，～害							
656	l	ɛ	31	勵	lɛ31	lɛ3	鼓～							
658	ts	i	451	際	tsi451	tsi5	国～							
659	tsʰ	ɛ	31	滞	tsʰɛ31	tsʰɛ3	停～，湿～（中医）							
660	ts	ɛ	451	制	tsɛ451	tsɛ5	～度							
661	ts	ɛ	451	製	tsɛ451	tsɛ5	～造							
662	s	ɛ	451	世	sɛ451	sɛ5	～界							
663	s	ɛ	451	世	sɛ451	sɛ5	出～							
664	s	ɛ	451	勢	sɛ451	sɛ5	～力，有权有～							
665	s	ai	451	誓	sai451	sai5	发～							
666	s	ai	31	逝	sai31	sai3	～世							
667	ȵ	ɛ	31	藝	ȵɛ31	ȵɛ3	～术，文～晚会							
669				閉	pi451	pi451	关～							
671	pʰ	ɛ	33	批	pʰɛ33	pʰɛ1	～评，大～							
673	k	ai	33	陛	kai33	kai1	～下							
674	m	i	25	迷	mi25	mi9	入～，～路							
675				米	mi31	mi31	大米							
676				謎	mi213	mi213	～语，猜～							
677	t	ɛ	33	低	tɛ33	tɛ1	高～							
678	tʰ	i	213	堤	tʰi213	tʰi2	河～，～坝							
679	t	ɛ	31	底	tɛ31	tɛ3	水～							
680	t	ɛ	31	抵	tɛ31	tɛ3	～押							
681	t	ɛ	31	抵	tɛ31	tɛ3	用手抵挡							
682	t	i	451	帝	ti451	ti5	皇～							
683	tʰ	ɔi	33	梯	tʰɔi33	tʰɔi1	楼～							
684	t	i	451	蒂	ti451	ti5	花～，并～莲							
685	tʰ	i	31	體	tʰi31	tʰi3	～育，身～							
686	tʰ	ɛ	451	替	tʰɛ451	tʰɛ5	代～，～身							
687	tʰ	i	451	涕	tʰi451	tʰi5	～泪纵横							
688	tʰ	ɛ	451	剃	tʰɛ451	tʰɛ5	～头							
689	tʰ	ɛ	451	屜	tʰɛ451	tʰɛ5	抽～							
690	tʰ	i	213	題	tʰi213	tʰi2	～目，难～							
691	tʰ	i	25	提	tʰi25	tʰi9	～问，～醒							
692	tʰ	ɛ	213	蹄	tʰɛ213	tʰɛ2	马～							
693	tʰ	ɛ	25	啼	tʰɛ25	tʰɛ9	哭哭～～[文]							
694	tʰ	ɛ	213	啼	tʰɛ213	tʰɛ2	鸡～[白]							
695	tʰ	i	31	弟	tʰi31	tʰi3	兄～[文]							
696	tʰ	i	31	弟	tʰi31	tʰi3	弟弟，老～[白]							
697	tʰ	i	31	第	tʰi31	tʰi3	～一，门～							
698	tʰ	i	451	遞	tʰi451	tʰi5	传～，邮～员							
700	l	ɛ	25	犁	lɛ25	lɛ9	耕田用具							
701	l	ɛ	213	黎	lɛ213	lɛ2	～民，～明；姓							
702	l	i	33	禮	li33	li1	～貌							
703	l	ɛ	31	麗	lɛ31	lɛ3	秀～							
704	tʰ	i	451	隸	tʰi451	tʰi5	奴～，～属							
705	ts	ɛ	33	擠	tsɛ33	tsɛ1	拥～，～时间							
706	ts	i	451	濟	tsi451	tsi5	～公，经～							
707	tsʰ	i	33	妻	tsʰi33	tsʰi1	夫～							
708	tsʰ	ɛ	451	砌	tsʰɛ451	tsʰɛ5	～墙							
709	tsʰ	ɛ	25	齊	tsʰɛ25	tsʰɛ9	～国[文]							
710	tsʰ	ɛ	213	齊	tsʰɛ213	tsʰɛ2	整～，放～，来～[白]							
711	tsʰ	i	25	臍	tsʰi25	tsʰi9	肚～，～带							
712	ts	ɛ	33	劑	tsɛ33	tsɛ1	一～药，药～							
713	ɬ	i	33	西	ɬi33	ɬi1	东西南北							
714	tsʰ	ai	33	棲	tsʰai33	tsʰai1	两～动物							
715	ɬ	ɛ	33	犀	ɬɛ33	ɬɛ1	～牛							
716	ɬ	ɛ	31	洗	ɬɛ31	ɬɛ3	～菜，～衣机							
717	ɬ	ɛ	451	細	ɬɛ451	ɬɛ5	粗细，大小							
718	ɬ	ɛ	451	婿	ɬɛ451	ɬɛ5	女～							
719	k	ɛ	33	雞	kɛ33	kɛ1	～公（公鸡）							
720	kʰ	ɛ	33	稽	kʰɛ33	kʰɛ1	～查，滑～							
721	k	ɛ	451	計	kɛ451	kɛ5	～算，会～							
722	k	ɛ	451	繼	kɛ451	kɛ5	～续，～承							
723	h	ɛ	451	繫	hɛ451	hɛ5	～皮带							
724	k	i	451	髻	ki451	ki5	发髻；鸡～（鸡冠）							
725	kʰ	ɛ	33	溪	kʰɛ33	kʰɛ1	～水							
726	kʰ	ɛ	31	啟	kʰɛ31	kʰɛ3	～发							
727	kʰ	ɛ	451	契	kʰɛ451	kʰɛ5	房～，～约							
728		i	25	倪	i25	ji9	姓，～萍							
729	kʰ	ɛ	33	奚	kʰɛ33	kʰɛ1	～落							
731				系	hɛ451	hɛ451	中文～，～统							
732	h	ɛ	451	繫	hɛ451	hɛ5	联～							
733	h	ɛ	451	係	hɛ451	hɛ5	关～[文]							
734	h	ɛ	31	係	hɛ31	hɛ3	是[白]							
735	p	ɐi	33	杯	pɐi33	pɐi1	茶～							
736	p	ɐi	451	輩	pɐi451	pɐi5	～分，长～							
739	pʰ	ɔi	33	坯	pʰɔi33	pʰɔi1	泥～，毛～房							
740	pʰ	ɐi	451	配	pʰɐi451	pʰɐi5	分～，搭～							
741	pʰ	ɔi	213	培	pʰɔi213	pʰɔi2	～训							
742	pʰ	ɔi	213	陪	pʰɔi213	pʰɔi2	～同							
743	pʰ	ɔi	213	賠	pʰɔi213	pʰɔi2	～钱							
744	pʰ	ɔi	213	裴	pʰɔi213	pʰɔi2	姓							
745	pʰ	ɔi	25	倍	pʰɔi25	pʰɔi9	～数							
746	p	ɐi	451	佩	pɐi451	pɐi5	～服							
747	p	ɔi	451	背	pɔi451	pɔi5	～书							
748	pʰ	ɔi	31	焙	pʰɔi31	pʰɔi3	～火							
749	m	ɔi	25	梅	mɔi25	mɔi9	～花							
750	m	ɔi	213	枚	mɔi213	mɔi2	两～							
751	m	ɔi	213	媒	mɔi213	mɔi2	～人							
752	m	ɔi	25	煤	mɔi25	mɔi9	烧～，～矿							
753	v	ɐi	25	玫	vɐi25	vɐi9	～瑰							
754	m	ɐi	33	每	mɐi33	mɐi1	～只，～日							
755	m	ɔi	25	莓	mɔi25	mɔi9	草～							
756	m	ɔi	451	妹	mɔi451	mɔi5	妹妹，姊～，老～							
757	m	ɐi	31	昧	mɐi31	mɐi3	愚～，拾金不～							
758	t	ɔi	33	堆	tɔi33	tɔi1	一～[量]，～放[动]							
759	t	ui	451	對	tui451	tui5	～错；成双成～							
760	t	ɔi	451	碓	tɔi451	tɔi5	舂米工具，踏～							
761	tʰ	ɐi	33	推	tʰɐi33	tʰɐi1	～荐，～动							
762	tʰ	ɐi	31	腿	tʰɐi31	tʰɐi3	～部，火～							
763	tʰ	ui	451	退	tʰui451	tʰui5	后～，～步[文]							
764	tʰ	ui	451	退	tʰui451	tʰui5	向后退[白]							
765	tʰ	ui	31	隊	tʰui31	tʰui3	～伍，排～							
766	n	ui	31	內	nui31	nui3	～行，～外							
767	l	ui	213	雷	lui213	lui2	打～，～公；姓							
768	l	ui	31	累	lui31	lui3	劳～							
769	tsʰ	ui	33	催	tsʰui33	tsʰui1	～促，～眠							
770	tsʰ	ui	33	崔	tsʰui33	tsʰui1	姓，～莺莺							
771	tsʰ	ui	33	摧	tsʰui33	tsʰui1	～残							
772	tsʰ	ui	31	罪	tsʰui31	tsʰui3	得～，犯～[文]							
773	tsʰ	ui	31	罪	tsʰui31	tsʰui3	～过（可怜、难受）[白]							
774	ɬ	ui	451	碎	ɬui451	ɬui5	～布，破～							
775	f	ɔi	33	盔	fɔi33	fɔi1	头～，～甲							
776	kʰ	ui	213	魁	kʰui213	kʰui2	～梧，花～							
777	f	ɔi	33	恢	fɔi33	fɔi1	～复							
778	kʰ	ui	25	塊	kʰui25	kʰui9	一～钱，～头							
779	ŋ	ɐi	213	桅	ŋɐi213	ŋɐi2	～杆							
780	f	ɔi	33	灰	fɔi33	fɔi1	石～，～色							
782	f	ɐi	31	悔	fɐi31	fɐi3	后～							
784	f	ɐi	25	回	fɐi25	fɐi9	～想[文]							
785	f	ɐi	25	回	fɐi25	fɐi9	～礼[白]							
786	f	ɐi	213	茴	fɐi213	fɐi2	～香							
787	f	ɐi	31	匯	fɐi31	fɐi3	～报，～款							
788	kʰ	ui	451	潰	kʰui451	kʰui5	～疡，胃～疡							
789	v	ɔi	33	煨	vɔi33	vɔi1	～番薯							
790	tʰ	ui	31	蜕	tʰui31	tʰui3	～变，～皮，～壳							
791	tʰ	ui	31	兑	tʰui31	tʰui3	～水，～换							
792	tsʰ	ui	451	最	tsʰui451	tsʰui5	～好							
793	f	ɐi	31	會	fɐi31	fɐi3	～计							
794	kʰ	ui	451	劊	kʰui451	kʰui5	～子手							
795	kʰ	ui	451	檜	kʰui451	kʰui5	人名，秦～							
796	ŋ	ɔi	31	外	ŋɔi31	ŋɔi3	～面							
797	f	ɐi	31	會	fɐi31	fɐi3	开～							
798	f	ɐi	31	會	fɐi31	fɐi3	～睡，～来							
799	kʰ	ui	451	繪	kʰui451	kʰui5	～图，测～							
800	k	uai	33	乖	kuai33	kuai1	小孩听话							
801	k	uai	451	怪	kuai451	kuai5	奇～							
802	f	ai	213	懷	fai213	fai2	～疑							
803	kʰ	uɐi	213	槐	kʰuɐi213	kʰuɐi2	～树							
804	f	ai	213	淮	fai213	fai2	～河，～北							
805	f	ai	31	壞	fai31	fai3	～人							
806	k	uai	31	拐	kuai31	kuai3	～卖，铁～李							
807	k	uai	31	拐	kuai31	kuai3	～脚（瘸腿）							
808	kʰ	ua	451	掛	kʰua451	kʰua5	～起来，牵～，～钩							
809	k	ua	451	卦	kua451	kua5	八～							
810	v	ai	33	歪	vai33	vai1	～风邪气							
811	v	ɐt	055	畫	vɐt5	vɐt8a	～图，图～							
812	kʰ	uai	451	快	kʰuai451	kʰuai5	～车							
813	kʰ	uai	451	筷	kʰuai451	kʰuai5	公～							
814	v	a	31	話	va31	va3	笑～，讲～[文，名]							
815	v	a	31	話	va31	va3	讲～[白，名]							
816	v	a	31	話	va31	va3	说[白，动]							
817	tsʰ	ɐi	451	脆	tsʰɐi451	tsʰɐi5	干～[文]							
818	tsʰ	ɐi	451	脆	tsʰɐi451	tsʰɐi5	易断[白]							
819	ɬ	ɔi	451	歲	ɬɔi451	ɬɔi5	万～，～月[文]							
820	ɬ	ɔi	451	歲	ɬɔi451	ɬɔi5	十～，～数[白]							
821	tsʰ	ui	31	綴	tsʰui31	tsʰui3	点～							
823	s	ɔi	451	稅	sɔi451	sɔi5	交～，～收							
824	v	ɐi	31	衛	vɐi31	vɐi3	～生							
825	ȵ	ui	451	鋭	ȵui451	ȵui5	尖～，～角							
826	f	ɐi	451	廢	fɐi451	fɐi5	～品，作～							
827	f	ɐi	31	肺	fɐi31	fɐi3	猪～							
828	kʰ	ian	451	吠	kʰian451	kʰian5	狗～							
831	k	ui	33	閨	kui33	kui1	～房							
832	k	ui	451	桂	kui451	kui5	～花							
833	kʰ	uɐi	25	奎	kʰuɐi25	kʰuɐi9	人名用字；～宁（药名）							
834	kʰ	uɐi	213	攜	kʰuɐi213	kʰuɐi2	～带，提～							
835	j	ui	31	惠	jui31	jui3	～州，优～							
836	j	ui	451	慧	jui451	jui5	智～							
837	p	ɐi	33	碑	pɐi33	pɐi1	石～，～文							
838	p	ɐi	33	卑	pɐi33	pɐi1	自～，～鄙							
839	pʰ	i	31	彼	pʰi31	pʰi3	～此							
840	p	i	451	臂	pi451	pi5	手～，～力							
841	pʰ	i	33	披	pʰi33	pʰi1	～肩，～露							
842	p	i	451	譬	pi451	pi5	～喻，～如							
843	pʰ	i	213	皮	pʰi213	pʰi2	调～，～肤							
844	pʰ	i	213	疲	pʰi213	pʰi2	～劳							
845	pʰ	i	25	脾	pʰi25	pʰi9	～胃，～气							
846	pʰ	i	33	被	pʰi33	pʰi1	被子，毛巾～							
847	pʰ	i	31	婢	pʰi31	pʰi3	奴～，～女							
848	pʰ	i	33	被	pʰi33	pʰi1	～动，～迫							
849	pʰ	ɐt	031	□	pʰɐt31	pʰɐt7	逃避							
850	v	i	213	糜	vi213	vi2	～烂；粥							
851	n	i	31	彌	ni31	ni3	～补，阿～陀佛							
852	l	i	25	離	li25	li9	～別，～开							
853	l	i	213	籬	li213	li2	～笆							
854	l	i	213	璃	li213	li2	玻～							
855	l	i	213	荔	li213	li2	～枝							
856	k	ə	31	紫	kə31	kə3	～色							
857	tsʰ	i	33	雌	tsʰi33	tsʰi1	～雄							
858	kʰ	ə	31	此	kʰə31	kʰə3	到～为止							
859	tsʰ	i	451	刺	tsʰi451	tsʰi5	～激，穿～							
860	pʰ	i	451	疵	pʰi451	pʰi5	瑕～，吹毛求～							
861	ɬ	ə	33	斯	ɬə33	ɬə1	～大林							
862	ɬ	ə	33	撕	ɬə33	ɬə1	～烂							
865	kʰ	ə	451	賜	kʰə451	kʰə5	赏～							
866	t	i	33	知	ti33	ti1	通～，～道，无～[文]							
867	ts	i	451	知	tsi451	tsi5	～识[文]							
868	t	i	33	知	ti33	ti1	知道，唔～[白]							
869	t	i	33	蜘	ti33	ti1	～蛛							
870	ts	i	451	智	tsi451	tsi5	～慧							
871	tsʰ	i	25	池	tsʰi25	tsʰi9	水～							
872	tsʰ	i	25	馳	tsʰi25	tsʰi9	奔～							
873	tsʰ	a	33	差	tsʰa33	tsʰa1	参～不齐							
874	tsʰ	ɛ	33	篩	tsʰɛ33	tsʰɛ1	谷～，米～							
875	ts	i	33	支	tsi33	tsi1	两～笔[白，量]							
876	ts	i	33	支	tsi33	tsi1	～持，天干地～[文]							
877	ts	i	33	枝	tsi33	tsi1	树～							
878	ts	i	33	肢	tsi33	tsi1	四～，～体							
879	ts	i	33	梔	tsi33	tsi1	黄～（水横枝、黄果）							
880	ts	i	31	紙	tsi31	tsi3	白～							
881	ts	i	31	只	tsi31	tsi3	～有							
883	tʰ	iam	33	舐	tʰiam33	tʰiam1	舔							
884	s	i	33	施	si33	si1	措～；姓							
885	tsʰ	i	451	翅	tsʰi451	tsʰi5	鱼～							
886	s	i	213	匙	si213	si2	锁～，汤～							
887	s	i	451	是	si451	si5	～否，～非							
888	s	i	31	氏	si31	si3	姓～							
889	s	i	31	豉	si31	si3	豆～							
890		i	213	兒	i213	ji2	～童							
891	n	i	33	爾	ni33	ni1	～虞我诈；保～（人名）							
892	k	i	451	寄	ki451	ki5	～信，～托							
894	kʰ	i	33	企	kʰi33	kʰi1	～业，～鹅							
895	kʰ	i	25	奇	kʰi25	kʰi9	～怪							
896	kʰ	i	213	騎	kʰi213	kʰi2	～马							
897	kʰ	i	25	騎	kʰi25	kʰi9	～楼							
898	kʰ	i	25	岐	kʰi25	kʰi9	～山							
899	kʰ	i	33	徛	kʰi33	kʰi1	站立；（山）斜度高							
900	kʰ	i	31	技	kʰi31	kʰi3	～术[文]							
901	kʰ	i	31	技	kʰi31	kʰi3	杂～[白]							
902	kʰ	i	33	妓	kʰi33	kʰi1	～女							
903	ȵ	i	213	宜	ȵi213	ȵi2	适～，～昌							
904	ȵ	i	31	儀	ȵi31	ȵi3	礼～，～式							
905	ȵ	ɐi	451	蟻	ȵɐi451	ȵɐi5	蚂蚁，白～							
906	ȵ	i	25	誼	ȵi25	ȵi9	友～							
907	ȵ	i	31	義	ȵi31	ȵi3	情～，～气							
908	ȵ	i	451	議	ȵi451	ȵi5	～论，会～							
909	h	i	33	犠	hi33	hi1	～牲							
910	h	i	451	戲	hi451	hi5	做～							
911		i	33	倚	i33	ji1	～靠，～老卖老							
912		i	31	椅	i31	ji3	椅子，藤～							
913		i	213	移	i213	ji2	～动							
914		i	451	易	i451	ji5	容～							
915	p	ɐi	33	悲	pɐi33	pɐi1	～伤							
916	p	ɐi	33	鄙	pɐi33	pɐi1	卑～，～视[文]							
918	p	i	31	比	pi31	pi3	～较，对～							
919	p	i	451	祕	pi451	pi5	～书，～密							
920	p	i	451	泌	pi451	pi5	分～；滤出汤汁							
921	p	i	451	庇	pi451	pi5	包～，～护							
922	p	i	451	痹	pi451	pi5	麻～							
923	p	ɐi	33	丕	pɐi33	pɐi1	人名用字，曹～							
924	p	i	451	屁	pi451	pi5	放～							
925	pʰ	i	213	琵	pʰi213	pʰi2	～琶							
926	pʰ	i	213	枇	pʰi213	pʰi2	～杷							
927	pʰ	i	31	備	pʰi31	pʰi3	准～，～用							
