	序号	字		合浦党江	灵山陆屋
	3186	克		kʰæk33	hɐk33
	3187	黑		hæk33	hɐk33
	3188	恒		hæŋ33	hɐŋ21
	3189	冰		pɐn45	peŋ11
	3190	逼		pɐt33	pek33
	3191	憑		pʰæŋ33	pʰɐŋ21
	3192	匿		nɐt33	nek22
	3193	凌		lɐn33	leŋ21
	3194	陵		lɐn33	leŋ21
	3195	菱		lɐn33	leŋ21
	3196	力		lɐt33	lek22
	3197	即		tsɐt33	tsek33
	3198	鯽		tsɐt33	tsek33
	3199	息		ɬɐt33	ɬek33
	3200	熄		ɬɐt33	ɬek33
	3201	媳		ɬɐt33	ɬek33
	3202	徵		tsɐn45	tseŋ11
	3203	稙			
	3204	飭			
	3205	澄		tsʰɐn33	tsʰɛŋ21
	3206	懲		tsʰɐn33	tsʰɛŋ21
	3207	橙		tsʰɐn33	tsʰɛŋ21
	3208	瞪		tæŋ45	tɐŋ11
	3209	直		tsʰɐt21	tsʰek22
	3210	值		tsʰɐt21	tsʰek22
	3211	側		tsæk33	tsɐk33
	3212	測		tsʰæk33	tsʰɐk33
	3213	色		ɬæk33	sek33
	3214	嗇		ɬæk33	sek33
	3215	蒸		tsɐn45	tseŋ11
	3216	拯		tsɐn13	tseŋ55
	3217	證		tsɐn33	tseŋ35
	3218	症		tsɐn33	tseŋ35
	3219	織		tsɐt33	tsek33
	3220	職		tsɐt33	tsek33
	3221	稱	称呼	tsʰɐn45	tsʰeŋ11
	3222	稱	相称	tsʰɐn33	tsʰeŋ11
	3223	秤		tsʰɐn33	tsʰeŋ11
	3224	乘		sɐn33	seŋ21
	3225	繩		sɐn33	seŋ21
	3226	塍		sɐn33	seŋ21
	3227	剩		sɐn21	seŋ33
	3228	食		sɐt21	sek22
	3229	蝕		sɐt21	sek22
	3230	升		sɐn45	seŋ11
	3231	勝		sɐn33	seŋ35
	3232	勝		sɐn33	seŋ35
	3233	識		sɐt33	sek33
	3234	式		sɐt33	sek33
	3235	飾		sɐt33	sek33
	3236	承		sɐn33	seŋ21
	3237	丞		sɐn33	seŋ21
	3238	殖		tsʰɐt21	tsʰek22
	3239	植		tsʰɐt21	tsʰek22
	3240	仍		ȵɐn33	jeŋ21
	3241	扔		ȵɐn33	jeŋ21
	3242	極		kʰɐt21	kʰek22
	3243	凝		nɐn33	neŋ21
	3244	凝		nɐn33	neŋ21
	3245	興	兴旺	hɐn45	heŋ11
	3246	興	高兴	hɐn33	heŋ35
	3247	應	应当	ɐn45	jeŋ11
	3248	鷹		ɐn45	jeŋ11
	3249	應	应对	ɐn33	jeŋ35
	3250	憶		jɐt33	jek33
	3251	億		jɐt33	jek33
	3252	抑		jɐt33	jek33
	3253	蠅		ɐn33	jeŋ11
	3254	孕		ȵɐn21	ȵɐn55
	3255	翼		jɐt33	jek22
	3256	國		kok33	kuk33
	3257	弘		hoŋ33	huŋ21
	3258	或		væk21	vak22
	3259	惑		væk21	vak22
	3260	域		væk21	vak22
	3261	百		pɛk13	pɛk33
	3262	柏		pɛk13	pɛk33
	3263	伯		pɛk13	pɛk33
	3264	迫		pɛk13	pɛk33
	3265	烹		pʰæŋ45	hɐm11
	3266	拍		pʰɛk13	pʰɛk33
	3267	魄		pʰɛk13	pʰɛk33
	3268	彭		pʰæŋ33	pʰᴇŋ21
	3269	膨		pʰæŋ33	pʰᴇŋ21
	3270	白		pʰɛk21	pʰɛk22
	3271	帛		pʰɛk21	pʰɛk22
	3272	盲		meŋ33	mᴇŋ21
	3273	虻			
	3274	猛		meŋ13	mᴇŋ21
	3275	孟		meŋ13	mᴇŋ21
	3276	𢫦			
	3277	陌		mɛk13	mɛk22
	3278	打		tɒ13	ta55
	3279	冷		leŋ13	lᴇŋ33
	3280	撑		tsʰeŋ13	tsʰᴇŋ55
	3281	牚			
	3282	拆		tsʰɛk13	tsʰɛk33
	3283	㿭			
	3284	澄		tsʰæŋ33	tsʰɐŋ21
	3285	鋥			
	3286	䂻			
	3287	澤		tsʰɛk21	tsʰɛk22
	3288	擇		tsʰɛk21	tsʰɛk22
	3289	宅		tsʰɛk21	tsʰɛk22
	3290	窄		tsɛk13	tsɛk33
	3291	鐺		tsʰeŋ45	tsʰᴇŋ11
	3292	䜺			
	3293	生		seŋ45	sᴇŋ11
	3294	牲		seŋ45	sᴇŋ11
	3295	笙		seŋ45	sᴇŋ11
	3296	甥		seŋ45	sᴇŋ11
	3297	省		seŋ13	sᴇŋ55
	3298	省		seŋ13	sᴇŋ55
	3299	更	更换	keŋ45	kɐŋ11
	3300	粳		keŋ45	kɐŋ11
	3301	庚		keŋ45	kɐŋ11
	3302	羹		keŋ45	kɐŋ11
	3303	哽		keŋ13	kɐŋ55
	3304	埂		keŋ13	kɐŋ55
	3305	梗		keŋ13	kɐŋ55
	3306	更	更加	keŋ33	kɐŋ35
	3307	格		kɛk13	kɛk33
	3308	坑		heŋ45	hᴇŋ11
	3309	客		hɛk13	hɛk33
	3310	硬		ŋeŋ33	ŋᴇŋ21
	3311	額		ŋɛk13	ŋɛk33
	3312	享		heŋ45	hᴇŋ11
	3313	赫		hɛk13	hɐk33
	3314	嚇		hɛk13	hɐk33
	3315	行	行为	heŋ33	hɐŋ21
	3316	衡		heŋ33	hɐŋ21
	3317	杏		heŋ21	hɐŋ33
	3318	行	品行	heŋ33	hɐŋ21
	3319	浜		poŋ45	puŋ11
	3320	迸		pɐn33	pᴇŋ35
	3321	擘		pok33	puk33
	3322	檗			
	3323	棚		pʰæŋ33	pʰᴇŋ21
	3324	蚌			
	3325	萌		mæŋ33	mɐŋ21
	3326	麥		mɛk13	mɛk33
	3327	脈		mɛk13	mɛk33
	3328	摘		tsɛk13	tsɛk33
	3329	橙		tsʰæŋ13	tsʰᴇŋ55
	3330	争		tsæŋ45	tsᴇŋ11
	3331	筝		tsæŋ45	tsᴇŋ11
	3332	睁		tsæŋ45	tsᴇŋ11
	3333	責		tsɛk13	tsɛk33
	3334	策		tsʰɛk13	tsʰɛk33
	3335	册		tsʰɛk13	tsʰɛk33
	3336	栅			
	3337	耕		kæŋ45	kᴇŋ11
	3338	耿		kæŋ13	kɐŋ55
	3339	革		kɛk13	kɛk33
	3340	隔		kɛk13	kɛk33
	3341	莖		keŋ45	kᴇŋ11
	3342	幸		heŋ33	hɐŋ33
	3343	核	审核	hɐt21	hɐt22
	3344	核	果核	vɐt21	vɐt22
	3345	鶯		ɐn45	jeŋ11
	3346	鸚		ɐn45	jeŋ11
	3347	櫻		ɐn45	jeŋ11
	3348	扼			
	3349	軛			
	3350	兵		pɐn33	peŋ11
	3351	丙		pɐn13	peŋ55
	3352	秉		pɐn13	peŋ55
	3353	柄		pɐn33	peŋ35
	3354	碧		pɐt33	pek33
	3355	平		pʰɐn33	pʰeŋ21
	3356	坪		pʰɐn33	pʰeŋ21
	3357	評		pʰɐn33	pʰeŋ21
	3358	病		pʰɐn21	pʰeŋ33
	3359	鳴		mɐn33	meŋ21
	3360	明		mɐn33	meŋ21
	3361	盟		mɐn33	meŋ21
	3362	皿		mɐn13	mɐn33
	3363	命		mɐn21	meŋ33
	3364	京		kɐn45	keŋ11
	3365	荆		kɐn45	keŋ11
	3366	驚		kɐn45	keŋ11
	3367	境		kɐn13	keŋ55
	3368	景		kɐn13	keŋ55
	3369	警		kɐn13	keŋ55
	3370	敬		kɐn33	keŋ35
	3371	竟		kɐn33	keŋ35
	3372	鏡		kɐn33	keŋ35
	3373	戟		kɐt33	kek33
	3374	卿		hɐn45	heŋ11
	3375	慶		hɐn33	heŋ35
	3376	擎		kʰɐn33	kʰeŋ21
	3377	鯨		kʰɐn33	kʰeŋ21
	3378	競		kɐn21	keŋ33
	3379	劇		kʰɐt21	kʰek22
	3380	劇		kʰɐt21	kʰek22
	3381	屐		kʰɐt21	kʰek22
	3382	迎		jɐn33	ŋeŋ21
	3383	逆		nɐt21	ŋek22
	3384	英		ɐn45	jeŋ11
	3385	影		ɐn13	jeŋ55
	3386	映		ɐn33	jeŋ35
	3387	餅		pɐn13	peŋ55
	3388	併		pɐn33	peŋ35
	3389	璧		pɐt33	pek33
	3390	聘		pʰɐn33	pʰeŋ35
	3391	僻		pʰɐt33	pʰek33
	3392	闢		pʰɐt33	pʰek33
	3393	名		mɐn33	meŋ21
	3394	領		lɐn13	leŋ55
	3395	嶺		lɐn13	leŋ55
	3396	令		lɐn33	leŋ33
	3397	精		tsɐn45	tseŋ11
	3398	晶		tsɐn45	tseŋ11
	3399	睛		tsɐn45	tseŋ11
	3400	井		tsɐn13	tseŋ55
	3401	跡		tsɐt33	tsek33
	3402	積		tsɐt33	tsek33
	3403	脊		tsɐt33	tsek33
	3404	清		tsʰɐn45	tsʰeŋ11
	3405	請		tsʰɐn13	tsʰeŋ55
	3406	情		tsʰɐn33	tsʰeŋ21
	3407	晴		tsʰɐn33	tsʰeŋ21
	3408	䝼			
	3409	静		tsʰɐn21	tsʰeŋ33
	3410	靖		tsʰɐn21	tsʰeŋ33
	3411	净		tsʰɐn21	tsʰeŋ33
	3412	籍		tsʰɐt21	tsʰek22
	3413	藉		tsʰɐt21	tsʰek22
	3414	省	反省	ɬɐn13	ɬeŋ55
	3415	性		ɬɐn33	ɬeŋ35
	3416	姓		ɬɐn33	ɬeŋ35
	3417	惜		ɬɐt33	ɬek33
	3418	昔		ɬɐt33	ɬek33
	3419	席		tsʰɐt21	tsʰek22
	3420	夕		tsʰɐt21	tsʰek22
	3421	貞		tsɐn45	tseŋ11
	3422	蟶			
	3423	偵		tsɐn45	tseŋ11
	3424	逞		tsʰɐn13	tsʰeŋ55
	3425	呈		tsʰɐn13	tsʰeŋ55
	3426	程		tsʰɐn33	tsʰeŋ21
	3427	鄭		tsʰɐn21	tsʰeŋ33
	3428	擲			
	3429	正	正月	tsɐn45	tseŋ11
	3430	征		tsɐn45	tseŋ11
	3431	整		tsɐn13	tseŋ55
	3432	正		tsɐn33	tseŋ35
	3433	政		tsɐn33	tseŋ35
	3434	隻		tsɐt33	tsek33
	3435	炙		tsɐt33	tsek33
	3436	赤		tsʰɐt33	tsʰek33
	3437	斥		tsʰɐt33	tsʰek33
	3438	尺		tsʰɐt33	tsʰek33
	3439	射		sɛ33	si35
	3440	聲		sɐn45	seŋ11
	3441	聖		sɐn33	seŋ35
	3442	適		sɐt33	sek33
	3443	釋		ɬɐt33	ɬek33
	3444	成		sɐn33	seŋ21
	3445	城		sɐn33	seŋ21
	3446	誠		sɐn33	seŋ21
	3447	盛	盛满	sɐn33	seŋ21
	3448	盛	盛开	sɐn21	seŋ33
	3449	石		sɐt21	sek22
	3450	頸		kɐn13	keŋ55
	3451	勁		kɐn33	keŋ35
	3452	輕		hɐn45	heŋ11
	3453	嬰		ɐn45	jeŋ11
	3454	纓		ɐn45	jeŋ11
	3455	益		ɐt33	jek33
	3456	盈		jɐn33	jeŋ21
	3457	贏		jɐn33	jeŋ21
	3458	亦		jɐt21	jek22
	3459	易	交易	jɐt21	jek22
	3460	譯		jɐt21	jek22
	3461	液		jɐt21	jek22
	3462	腋		jɐt21	jek22
	3463	壁		pɐt33	pek33
	3464	姘		pʰɐn45	pʰeŋ11
	3465	拼		pʰɐn45	pʰeŋ11
	3466	劈		pʰɐt33	pʰek33
	3467	瓶		pʰɐn33	pʰeŋ21
	3468	屏		pʰɐn33	pʰeŋ21
	3469	萍		pʰɐn33	pʰeŋ21
	3470	并		pɐn33	peŋ33
	3471	銘		mɐn33	meŋ21
	3472	覓		mɐt33	mek22
	3473	丁		tɐn45	teŋ11
	3474	釘		tɐn45	teŋ11
	3475	靪		tɐn45	teŋ11
	3476	疔		tɐn45	teŋ11
	3477	頂		tɐn13	teŋ55
	3478	鼎		tɐn13	teŋ55
	3479	釘		tɐn45	teŋ11
	3480	訂		tʰɐn21	teŋ35
	3481	的		tɐt33	tek33
	3482	滴		tɐt33	tek33
	3483	嫡		tɐt33	tek33
	3484	聽		tʰɐn45	tʰeŋ11
	3485	廳		tʰɐn45	tʰeŋ11
	3486	汀		tʰɐn45	tʰeŋ11
	3487	聽		tʰɐn45	tʰeŋ11
	3488	剔		tʰɐt33	tʰek33
	3489	踢		tʰɐt33	tʰek33
	3490	亭		tʰɐn33	tʰeŋ21
	3491	停		tʰɐn33	tʰeŋ21
	3492	廷		tʰɐn33	tʰeŋ21
	3493	庭		tʰɐn33	tʰeŋ21
	3494	蜓		tʰɐn33	tʰeŋ21
	3495	艇		tʰɐn13	tʰeŋ55
	3496	挺		tʰɐn13	tʰeŋ55
	3497	錠		tʰɐn13	tʰeŋ55
	3498	定		tʰɐn21	tʰeŋ33
	3499	笛		tʰɐt21	tʰek22
	3500	敵		tʰɐt21	tʰek22
	3501	狄		tʰɐt21	tʰek22
	3502	糴			
	3503	寧	安宁	nɐn33	neŋ21
	3504	寧	宁可	nɐn21	neŋ33
	3505	佞			
	3506	溺		nɐt21	nek22
	3507	靈		lɐn33	leŋ21
	3508	零		lɐn33	leŋ21
	3509	鈴		lɐn33	leŋ21
	3510	伶		lɐn33	leŋ21
	3511	拎		lɐn45	leŋ11
	3512	翎		lɐn33	leŋ21
	3513	另		lɐn21	leŋ33
	3514	歷		lɐt33	lek22
	3515	曆		lɐt33	lek22
	3516	績		tsɐt33	tsek33
	3517	青		tsʰɐn45	tsʰeŋ11
	3518	蜻		tsʰɐn45	tsʰeŋ11
	3519	戚		tsʰɐt33	tsʰek33
	3520	寂		tsʰɐt21	tsʰɐt22
	3521	星		ɬɐn45	ɬeŋ11
	3522	腥		ɬɐn45	ɬeŋ11
	3523	醒		ɬɐn13	ɬeŋ55
	3524	錫		ɬɐt33	ɬek33
	3525	析		ɬɐt33	ɬek33
	3526	經		kɐn45	keŋ11
	3527	徑		kɐn33	keŋ35
	3528	經		kɐn45	keŋ11
	3529	擊		kɐt33	kek33
	3530	激		kɐt33	kek33
	3531	磬			
	3532	吃		hɐt33	hɐt33
	3533	馨		hɐn45	heŋ11
	3534	形		jɐn33	jeŋ21
	3535	型		jɐn33	jeŋ21
	3536	刑		jɐn33	jeŋ21
	3537	陘		jɐn33	jeŋ21
	3538	礦		kʰoŋ33	kʰᴇŋ55
	3539	虢			
	3540	橫		veŋ33	vᴇŋ21
	3541	橫		veŋ33	vᴇŋ21
	3542	轟		hoŋ45	huŋ11
	3543	揈			
	3544	轟			
	3545	宏		hoŋ33	huŋ21
	3546	獲		vok33	vɛk22
	3547	劃		vɛk21	vɛk22
	3548	兄		fɐn33	heŋ11
	3549	榮		joŋ33	veŋ21
	3550	永		veŋ13	veŋ55
	3551	泳		veŋ13	veŋ55
	3552	詠		veŋ13	veŋ55
	3553	傾		kʰɐn33	kʰeŋ11
	3554	頃		kʰɐn13	kʰeŋ55
	3555	苘			
	3556	瓊		kʰɐn33	kʰeŋ21
	3557	營		jɐn33	jeŋ21
	3558	塋		jɐn33	jeŋ21
	3559	穎		jɐn13	jeŋ55
	3560	疫		jɐt33	jek22
	3561	役		jɐt33	jek22
	3562	螢		jɐn33	jeŋ21
	3563	滎		jɐn33	jeŋ21
	3564	迥			
	3565	卜		pok33	puk33
	3566	撲		pʰok33	pʰuk33
	3567	醭			
	3568	仆		pʰok33	pʰuk33
	3569	篷		poŋ33	puŋ21
	3570	蓬		poŋ33	puŋ21
	3571	僕		pʰok21	pʰuk22
	3572	曝		pʰɐu21	pʰɐu33
	3573	瀑		pʰɐu21	pʰɐu33
	3574	蒙		moŋ33	muŋ21
	3575	懵		moŋ33	muŋ21
	3576	蠓			
	3577	木		mok21	muk22
	3578	東		toŋ45	tuŋ11
	3579	董		toŋ13	tuŋ55
	3580	懂		toŋ13	tuŋ55
	3581	凍		toŋ33	tuŋ35
	3582	棟		tʰoŋ21	tuŋ35
	3583	通		tʰoŋ45	tʰuŋ11
	3584	熥			
	3585	桶		tʰoŋ13	tʰuŋ55
	3586	捅		tʰoŋ13	tʰuŋ55
	3587	痛		tʰoŋ33	tʰuŋ35
	3588	秃		tʰut33	tʰuk33
	3589	同		tʰoŋ33	tʰuŋ21
	3590	銅		tʰoŋ33	tʰuŋ21
	3591	桐		tʰoŋ33	tʰuŋ21
	3592	筒		tʰoŋ33	tʰuŋ21
	3593	童		tʰoŋ33	tʰuŋ21
	3594	瞳		tʰoŋ33	tʰuŋ21
	3595	動		tʰoŋ21	tʰuŋ33
	3596	洞		tʰoŋ21	tʰuŋ33
	3597	獨		tʰok21	tʰuk22
	3598	讀		tʰok21	tʰuk22
	3599	牘		tʰok21	tʰuk22
	3600	犢		tʰok21	tʰuk22
	3601	齈			
	3602	籠		loŋ33	luŋ21
	3603	聾		loŋ33	luŋ21
	3604	攏		loŋ13	luŋ33
	3605	弄		noŋ21	
	3606	鹿		lok33	luk22
	3607	禄		lok33	luk22
	3608	椶		tsoŋ45	tsuŋ11
	3609	鬃		tsoŋ45	tsuŋ11
	3610	總		tsoŋ13	tsuŋ55
	3611	糉		tsoŋ33	tsuŋ35
	3612	聰		tsʰoŋ45	tsʰuŋ11
	3613	怱		tsʰoŋ45	tsʰuŋ11
	3614	葱		tsʰoŋ45	tsʰuŋ11
	3615	囪		tsʰoŋ45	tsʰuŋ11
	3616	叢		tsʰoŋ33	tsʰuŋ21
	3617	族		tsʰok21	tsʰuk22
	3618	送		ɬoŋ33	ɬuŋ35
	3619	速		tsʰok33	tsʰuk33
	3620	公		koŋ45	kuŋ11
	3621	蚣		koŋ45	kuŋ11
	3622	工		koŋ45	kuŋ11
	3623	功		koŋ45	kuŋ11
	3624	攻		koŋ45	kuŋ11
	3625	貢		koŋ33	kuŋ35
	3626	穀		kok33	kuk33
	3627	谷		kok33	kuk33
	3628	空		hoŋ45	huŋ11
	3629	孔		kʰoŋ13	huŋ55
	3630	控		kʰoŋ33	huŋ35
	3631	空		hoŋ45	huŋ11
	3632	哭		hok33	huk33
	3633	烘		hoŋ45	huŋ11
	3634	哄		hoŋ13	huŋ55
	3635	紅		hoŋ33	huŋ21
	3636	洪		hoŋ33	huŋ21
	3637	鴻		hoŋ33	huŋ21
	3638	虹		hoŋ33	huŋ21
	3639	汞		koŋ13	kuŋ33
	3640	鬨		hoŋ21	huŋ33
	3641	斛			
	3642	翁		voŋ45	juŋ11
	3643	甕		oŋ33	uŋ35
	3644	屋		ok33	uk33
	3645	冬		toŋ45	tuŋ11
	3646	篤		tok33	tuk33
	3647	督		tok33	tuk33
	3648	統		tʰuŋ13	tʰuŋ55
	3649	毒		tʰok21	tʰuk22
	3650	農		noŋ33	nuŋ21
	3651	膿		noŋ33	nuŋ21
	3652	儂			
	3653	宗		tsoŋ45	tsuŋ11
	3654	綜		tsoŋ45	tsuŋ11
	3655	豵			
	3656	鬆		ɬoŋ45	suŋ11
	3657	宋		ɬoŋ33	ɬuŋ35
	3658	酷		kʰu33	kʰou35
	3659	沃		jok33	juk33
	3660	風		foŋ45	fuŋ11
	3661	楓		foŋ45	fuŋ11
	3662	瘋		foŋ45	fuŋ11
	3663	諷		foŋ13	fuŋ55
	3664	福		fok33	fuk33
	3665	幅		fok33	fuk33
	3666	蝠		fok33	fuk33
	3667	複		fok33	fuk33
	3668	腹		fok33	fuk33
	3669	豐		foŋ45	fuŋ11
	3670	覆		fok33	fuk33
	3671	馮		foŋ33	fuŋ21
	3672	鳳		foŋ33	fuŋ21
	3673	服		fok21	fuk22
	3674	伏		fok21	fuk22
	3675	栿		fok21	fuk22
	3676	復		fok21	fuk22
	3677	夢		moŋ21	muŋ33
	3678	目		mok21	muk22
	3679	穆		mok21	muk22
	3680	牧		mok21	muk22
	3681	隆		loŋ33	luŋ21
	3682	六		lok33	luk22
	3683	陸		lok33	luk22
	3684	嵩		ɬoŋ45	ɬuŋ11
	3685	肅		ɬok33	ɬuk33
	3686	宿		ɬok33	ɬuk33
	3687	中	当中	tsoŋ45	tsuŋ11
	3688	忠		tsoŋ45	tsuŋ11
	3689	中	射中	tsoŋ33	tsuŋ35
	3690	竹		tsok33	tsuk33
	3691	築		tsʰok33	tsʰuk33
	3692	畜		tsʰok33	tsʰuk33
	3693	蟲		tsʰoŋ33	tsʰuŋ21
	3694	仲		tsʰoŋ21	tsʰuŋ33
	3695	逐		tsʰok21	tsʰuk22
	3696	軸		tsʰok21	tsʰuk22
	3697	崇		tsʰoŋ33	tsʰuŋ21
	3698	縮		ɬok33	ɬuk33
	3699	終		tsoŋ45	tsuŋ11
	3700	衆		tsoŋ33	tsuŋ35
	3701	祝		tsok33	tsuk33
	3702	粥		tsok33	tsuk33
	3703	充		tsʰoŋ45	tsʰuŋ11
	3704	銃			
	3705	叔		sok33	suk33
	3706	熟		sok21	suk22
	3707	淑		sok21	suk22
	3708	戎		joŋ33	juŋ21
	3709	絨		joŋ33	juŋ21
	3710	肉		ȵok33	ȵuk22
	3711	弓		koŋ45	kuŋ11
	3712	躬		koŋ45	kuŋ11
	3713	宫		koŋ45	kuŋ11
	3714	菊		kok33	kuk33
	3715	掬			
	3716	麴		kʰok33	kʰuk33
	3717	窮		kʰoŋ33	kʰuŋ21
	3718	嗅			
	3719	畜		tsʰok33	tsʰuk33
	3720	蓄		tsʰok33	tsʰuk33
	3721	郁		jok33	juk33
	3722	熊		joŋ33	juŋ21
	3723	雄		hoŋ33	huŋ21
	3724	融		joŋ33	juŋ21
	3725	育		juk21	jok22
	3726	封		foŋ45	fuŋ11
	3727	峯		foŋ45	fuŋ11
	3728	蜂		foŋ45	fuŋ11
	3729	鋒		foŋ45	fuŋ11
	3730	捧		poŋ13	puŋ55
	3731	逢		foŋ33	fuŋ21
	3732	縫	缝衣服	foŋ33	fuŋ21
	3733	奉		foŋ21	fuŋ33
	3734	俸		foŋ21	fuŋ33
	3735	縫	一条缝	foŋ21	fuŋ33
	3736	濃		noŋ33	nuŋ21
	3737	龍		loŋ33	luŋ21
	3738	隴		loŋ13	luŋ33
	3739	壠		loŋ13	luŋ33
	3740	緑		lok33	luk22
	3741	録		lok33	luk22
	3742	蹤		tsoŋ45	tsuŋ11
	3743	縱		tsoŋ45	tsuŋ11
	3744	縱		tsoŋ45	tsuŋ11
	3745	足		tsok33	tsuk33
	3746	從		tsʰoŋ33	tsʰuŋ21
	3747	促		tsʰok33	tsʰuk33
	3748	從		tsʰoŋ33	tsʰuŋ21
	3749	慫		ɬoŋ13	ɬuŋ55
	3750	粟		ɬok33	ɬuk33
	3751	松		tsʰoŋ33	tsʰuŋ21
	3752	誦		tsʰoŋ21	tsʰuŋ33
	3753	頌		tsʰoŋ21	tsʰuŋ33
	3754	訟		tsʰoŋ21	tsʰuŋ33
	3755	俗		tsʰok21	tsʰuk22
	3756	續		tsʰok21	tsʰuk22
	3757	冢		tsoŋ13	tsuŋ55
	3758	寵		tsʰoŋ13	tsʰuŋ55
	3759	重	重复	tsʰoŋ33	tsʰuŋ21
	3760	重	轻重	tsʰoŋ13	tsʰuŋ55
	3761	鐘		tsoŋ45	tsuŋ11
	3762	鍾		tsoŋ45	tsuŋ11
	3763	盅		tsoŋ45	tsuŋ11
	3764	種	种类	tsoŋ13	tsuŋ55
	3765	腫		tsoŋ13	tsuŋ55
	3766	種	种树	tsoŋ33	tsuŋ35
	3767	燭		tsok33	tsuk33
	3768	囑		tsok33	tsuk33
	3769	衝		tsʰoŋ45	tsʰuŋ11
	3770	觸		tsʰok33	tsʰuk33
	3771	贖		sok21	suk22
	3772	舂		tsʰoŋ45	tsʰuŋ11
	3773	束		tsʰok33	tsʰuk33
	3774	蜀		sok21	suk22
	3775	屬		sok21	suk22
	3776	茸		joŋ33	juŋ21
	3777	冗		joŋ13	juŋ33
	3778	𣭲			
	3779	辱		jok33	juk22
	3780	褥		jok33	juk22
	3781	恭		koŋ45	kuŋ11
	3782	供		koŋ45	kuŋ11
	3783	拱		koŋ13	kuŋ55
	3784	鞏		koŋ13	kuŋ55
	3785	供	供养	koŋ33	kuŋ35
	3786	鋦			
	3787	恐		kʰoŋ13	kʰuŋ55
	3788	曲		kʰok33	kʰuk33
	3789	共		kʰoŋ21	kʰuŋ35
	3790	局		kʰok21	kʰuk22
	3791	玉		ȵok33	ȵuk22
	3792	獄		jok33	juk22
	3793	胸		hoŋ45	huŋ11
	3794	凶		hoŋ45	huŋ11
	3795	兇		hoŋ45	huŋ11
	3796	雍		joŋ45	juŋ11
	3797	癰			
	3798	擁		joŋ13	juŋ55
	3799	壅			
	3800	容		joŋ33	juŋ21
	3801	蓉		joŋ33	juŋ21
	3802	鎔		joŋ33	juŋ21
	3803	庸		joŋ33	juŋ21
	3804	甬		joŋ13	juŋ55
	3805	勇		joŋ13	juŋ55
	3806	涌		joŋ13	juŋ55
	3807	用		joŋ21	juŋ33
	3808	欲		jok33	juk22
	3809	慾		jok33	juk22
	3810	浴		jok33	juk22
