字	注释	张集	大杨集	李老家	田庙	郑集	站集	店集	芒种桥	
衬		tsʰən⁴¹	tsʰən⁴¹	tsʰən⁴¹	tsʰən⁴¹	tsʰən⁴¹	tʂʰən⁴¹	tʂʰən⁴¹	tʂʰən⁴¹	
瑟		sei²⁴	sei²⁴	sei²⁴	sei²⁴	sei²⁴				
蝨		sɿ²⁴	sɿ²⁴	sɿ²⁴	sɿ²⁴	sɿ²⁴	sɿ²⁴	sɿ²⁴	sɿ²⁴	
真		tʂən²⁴	tʂən²⁴	tʂən²⁴	tʂən²⁴	tʂən²⁴	tʂən²⁴	tʂən²⁴	tʂən²⁴	
疹		tʂən⁴⁴	tʂən⁴⁴	tʂən⁴⁴	tʂən⁴⁴	tʂən⁴⁴	tʂən⁴⁴	tʂən⁴⁴	tʂən⁴⁴	
震		tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	
质		tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	
神		ʂən⁵²	ʂən⁵²	ʂən⁵²	ʂən⁵²	ʂən⁵²	ʂən⁵²	ʂən⁵²	ʂən⁵²	
实		tʂʅ⁵²	tʂʅ⁵²	tʂʅ⁵²	tʂʅ⁵²	tʂʅ⁵²	tʂʅ⁵²	tʂʅ⁵²	tʂʅ⁵²	
身		ʂən²⁴	ʂən²⁴	ʂən²⁴	ʂən²⁴	ʂən²⁴	ʂən²⁴	ʂən²⁴	ʂən²⁴	
伸		tʂʰən²⁴	tʂʰən²⁴	tʂʰən²⁴	tʂʰən²⁴	tʂʰən²⁴	tʂʰən²⁴	tʂʰən²⁴	tʂʰən²⁴	
失		tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	
室		tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	tʂʅ²⁴	
晨		tʂʰən⁵²	tʂʰən⁵²	tʂʰən⁵²	tʂʰən⁵²	tʂʰən⁵²	tʂʰən⁵²	tʂʰən⁵²	tʂʰən⁵²	
肾		ʂən⁴¹	ʂən⁴¹	ʂən⁴¹	ʂən⁴¹	ʂən⁴¹	ʂən⁴¹	ʂən⁴¹	ʂən⁴¹	
人		ʐən⁵²	ʐən⁵²	zən⁵²	zən⁵²	zən⁵²	ʐən⁵²	ʐən⁵²	ʐən⁵²	
仁		ʐən⁵²	ʐən⁵²	zən⁵²	zən⁵²	ʐən⁵²	ʐən⁵²	ʐən⁵²	ʐən⁵²	
忍		ʐən⁴⁴	ʐən⁴⁴	zən⁴⁴	zən⁴⁴	ʐən⁴⁴	ʐən⁴⁴	ʐən⁴⁴	ʐən⁴⁴	
认		ʐən⁴¹	ʐən⁴¹	zən⁴¹	zən⁴¹	ʐən⁴¹	ʐən⁴¹	ʐən⁴¹	ʐən⁴¹	
刃		in⁴¹	in⁴¹	in⁴¹	in⁴¹	in⁴¹	in⁴¹	in⁴¹	in⁴¹	
日		ʐʅ²⁴	ʐʅ²⁴	ʐʅ²⁴	ʐʅ²⁴	ʐʅ²⁴	ʐʅ²⁴	ʐʅ²⁴	ʐʅ²⁴	
巾		tɕin²⁴	tɕin²⁴	tɕin²⁴	tɕin²⁴	tɕin²⁴	tɕin²⁴	tɕin²⁴	tɕin²⁴	
紧		tɕin⁴⁴	tɕin⁴⁴	tɕin⁴⁴	tɕin⁴⁴	tɕin⁴⁴	tɕin⁴⁴	tɕin⁴⁴	tɕin⁴⁴	
吉		tɕi²⁴	tɕi²⁴	tɕi²⁴	tɕi²⁴	tɕi²⁴	tɕi²⁴	tɕi²⁴	tɕi²⁴	
银		in⁵²	in⁵²	in⁵²	in⁵²	in⁵²	in⁵²	in⁵²	in⁵²	
因		in²⁴	in²⁴	in²⁴	in²⁴	in²⁴	in²⁴	in²⁴	in²⁴	
姻		in²⁴	in²⁴	in²⁴	in²⁴	in²⁴	in²⁴	in²⁴	in²⁴	
匹		pʰi⁵²	pʰi⁵²	pʰi⁵²	pʰi⁵²	pʰi⁵²	pʰi⁵²	pʰi⁵²	pʰi⁵²	
贫		pʰin⁵²	pʰin⁵²	pʰin⁵²	pʰin⁵²	pʰin⁵²	pʰin⁵²	pʰin⁵²	pʰin⁵²	
频		pʰin⁴⁴	pʰin⁴⁴	pʰin⁴⁴	pʰin⁴⁴	pʰin⁴⁴	pʰin⁴⁴	pʰin⁴⁴	pʰin⁴⁴	
弼		pi⁴¹	pi⁴¹	pi⁴¹	pi⁴¹	pi⁴¹	pi⁴¹	pi⁴¹	pi⁴¹	
民		min⁵²	min⁵²	min⁵²	min⁵²	min⁵²	min⁵²	min⁵²	min⁵²	
敏		min⁴⁴	min⁴⁴	min⁴⁴	min⁴⁴	min⁴⁴	min⁴⁴	min⁴⁴	min⁴⁴	
密		mi²⁴	mi²⁴	mi²⁴	mi²⁴	mi²⁴	mi²⁴	mi²⁴	mi²⁴	
蜜		mi²⁴	mi²⁴	mi²⁴	mi²⁴	mi²⁴	mi²⁴	mi²⁴	mi²⁴	
麟		lin⁵²	lin⁵²	lin⁵²	lin⁵²	lin⁵²	lin⁵²	lin⁵²	lin⁵²	
栗		li²⁴	li⁴¹	li²⁴	li²⁴	li⁴¹	li²⁴	li²⁴	li²⁴	
津		tsin⁴⁴	tsin⁴⁴	tɕin⁴⁴	tɕin⁴⁴	tsin⁴⁴	tɕin⁴⁴	tɕin⁴⁴	tɕin⁴⁴	
进		tsin⁴¹	tsin⁴¹	tɕin⁴¹	tɕin⁴¹	tsin⁴¹	tɕin⁴¹	tɕin⁴¹	tɕin⁴¹	
亲		tsʰin²⁴	tsʰin²⁴	tsʰin²⁴	tsʰin²⁴	tsʰin²⁴	tsʰin²⁴	tsʰin²⁴	tsʰin²⁴	
亲	~家	tsʰin⁴¹	tsʰiŋ⁴¹	tsʰin⁴¹	tsʰin⁴¹	tsʰin⁴¹	tsʰiŋ⁴¹	tsʰiŋ⁴¹	tsʰiŋ⁴¹	
七		tsʰi²⁴	tsʰi²⁴	tsʰi²⁴	tsʰi²⁴	tsʰi²⁴	tsʰi²⁴	tsʰi²⁴	tsʰi²⁴	
漆		tsʰi²⁴	tsʰi²⁴	tsʰi²⁴	tsʰi²⁴	tsʰi²⁴	tsʰi²⁴	tsʰi²⁴	tsʰi²⁴	
秦		tsʰin⁵²	tsʰin⁵²	tsʰin⁵²	tsʰin⁵²	tsʰin⁵²	tsʰin⁵²	tsʰin⁵²	tsʰin⁵²	
尽		tsin⁴¹	tsin⁴¹	tsin⁴¹	tsin⁴¹	tsin⁴¹	tsin⁴¹	tsin⁴¹	tsin⁴¹	
辛		sin²⁴	sin²⁴	sin²⁴	sin²⁴	sin²⁴	sin²⁴	sin²⁴	sin²⁴	
新		sin²⁴	sin²⁴	sin²⁴	sin²⁴	sin²⁴	sin²⁴	sin²⁴	sin²⁴	
信		sin⁴¹	sin⁴¹	sin⁴¹	sin⁴¹	sin⁴¹	sin⁴¹	sin⁴¹	sin⁴¹	
悉		ɕi²⁴	ɕi²⁴	ɕi²⁴	ɕi²⁴	ɕi²⁴	ɕi²⁴	ɕi²⁴	ɕi²⁴	
珍		tʂən²⁴	tʂən⁴⁴	tʂən²⁴	tʂən⁴⁴	tʂən⁴⁴	tʂən⁴⁴	tʂən⁴⁴	tʂən⁴⁴	
镇		tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	
趁		tʂʰən⁴¹	tʂʰən⁴¹	tʂʰən⁴¹	tʂʰən⁴¹	tʂʰən⁴¹	tʂʰən⁴¹	tʂʰən⁴¹	tʂʰən⁴¹	
陈		tʂʰən⁵²	tʂʰən⁵²	tʂʰən⁵²	tʂʰən⁵²	tʂʰən⁵²	tʂʰən⁵²	tʂʰən⁵²	tʂʰən⁵²	
阵		tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	tʂən⁴¹	
原		yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	
愿		yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	
月		yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	
冤		yan²⁴	yan²⁴	yan²⁴	yan²⁴	yan²⁴	yan²⁴	yan²⁴	yan²⁴	
怨		yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	
哕		yo⁴⁴	yo⁴⁴	yo⁴⁴	yo⁴⁴	yo⁴⁴	yo⁴⁴	yo⁴⁴	yo⁴⁴	
袁		yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	
远		yan⁴⁴	yan⁴⁴	yan⁴⁴	yan⁴⁴	yan⁴⁴	yan⁴⁴	yan⁴⁴	yan⁴⁴	
越		yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	
决		tɕyo²⁴	tɕyo²⁴	tɕyo²⁴	tɕyo²⁴	tɕyo²⁴	tɕyo²⁴	tɕyo²⁴	tɕyo²⁴	
犬		tɕʰyan⁴\n⁴	tɕʰyan⁴\n⁴	tɕʰyan⁴⁴	tɕʰyan⁴⁴	tɕʰyan⁴⁴	tɕʰyan⁴⁴	tɕʰyan⁴⁴	tɕʰyan⁴⁴	
缺		tɕʰyo²⁴	tɕʰyo²⁴	tɕʰyo²⁴	tɕʰyo²⁴	tɕʰyo²⁴	tɕʰyo²⁴	tɕʰyo²⁴	tɕʰyo²⁴	
血		ɕiɛ²⁴	ɕiɛ²⁴	ɕiɛ²⁴	ɕiɛ²⁴	ɕiɛ²⁴	ɕiɛ²⁴	ɕiɛ²⁴	ɕiɛ²⁴	
玄		ɕyan⁵²	ɕyan⁵²	ɕyan⁵²	ɕyan⁵²	ɕyan⁵²	ɕyan⁵²	ɕyan⁵²	ɕyan⁵²	
悬		ɕyan⁵²	ɕyan⁵²	ɕyan⁵²	ɕyan⁵²	ɕyan⁵²	ɕyan⁵²	ɕyan⁵²	ɕyan⁵²	
吞		tʰuən²⁴	tʰuən²⁴	tʰuən²⁴	tʰuən²⁴	tʰuən²⁴	tʰuən²⁴	tʰuən²⁴	tʰuən²⁴	
跟		kən²⁴	kən²⁴	kən²⁴	kən²⁴	kən²⁴	kən²⁴	kən²⁴	kən²⁴	
根		kən²⁴	kən²⁴	kən²⁴	kən²⁴	kən²⁴	kən²⁴	kən²⁴	kən²⁴	
痕		xən⁴¹	xən⁴¹	xən⁵²	xən⁵²	xən⁴¹	xən⁴¹	xən⁴¹	xən⁴¹	
很		xən⁴⁴	xən⁴⁴	xən⁴⁴	xən⁴⁴	xən⁴⁴	xən⁴⁴	xən⁴⁴	xən⁴⁴	
恨		xən⁴¹	xən⁴¹	xən⁴¹	xən⁴¹	xən⁴¹	xən⁴¹	xən⁴¹	xən⁴¹	
恩		ɣən²⁴	ɣən²⁴	ɣən²⁴	ɣən²⁴	ɣən²⁴	ɣən²⁴	ɣən²⁴	ɣən²⁴	
斌		pin²⁴	pin²⁴	pin²⁴	pin²⁴	pin²⁴	pin²⁴	pin²⁴	pin²⁴	
笔		pei²⁴	pei²⁴	pei²⁴	pei²⁴	pei²⁴	pei²⁴	pei²⁴	pei²⁴	
毕		pi⁵¹	pi⁵¹	pi⁵¹	pi⁵¹	pi⁵¹	pi⁵¹	pi⁵¹	pi⁵¹	
必		pi⁴⁴	pi⁴⁴	pi⁴¹	pi⁴¹	pi⁴¹	pi⁴⁴	pi⁴⁴	pi⁴⁴	
拳		tɕʰyan⁵²	tɕʰyan⁵²	tɕʰyan⁵²	tɕʰyan⁵²	tɕʰyan⁵²	tɕʰyan⁵²	tɕʰyan⁵²	tɕʰyan⁵²	
权		tɕʰyan⁴⁴	tɕʰyan⁴⁴	tɕʰyan⁴⁴	tɕʰyan⁴⁴	tɕʰyan⁴⁴	tɕʰyan⁵²	tɕʰyan⁵²	tɕʰyan⁵²	
圈	~猪	tɕyan⁴¹	tɕyan⁴¹	tɕyan⁴¹	tɕyan⁴¹	tɕyan⁴¹	tɕyan⁴¹	tɕyan⁴¹	tɕyan⁴¹	
圆		yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	
院		yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	yan⁴¹	
沿		ian⁵²	ian⁵²	ian⁵²	ian⁵²	ian⁵²	ian⁵²	ian⁵²	ian⁵²	
铅		tɕʰian²⁴	tɕʰian²⁴	tɕʰian²⁴	tɕʰian²⁴	tɕʰian²⁴	tɕʰian²⁴	tɕʰian²⁴	tɕʰian²⁴	
捐		tɕyan²⁴	tɕyan²⁴	tɕyan²⁴	tɕyan²⁴	tɕyan²⁴	tɕyan²⁴	tɕyan²⁴	tɕyan²⁴	
悦		yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	
阅		yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	yo²⁴	
反		fan⁴⁴	fan⁴⁴	fan⁴⁴	fan⁴⁴	fan⁴⁴	fan⁴⁴	fan⁴⁴	fan⁴⁴	
贩		fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	
发		fa²⁴	fa²⁴	fa²⁴	fa²⁴	fa²⁴	fa²⁴	fa²⁴	fa²⁴	
翻		fan²⁴	fan²⁴	fan²⁴	fan²⁴	fan²⁴	fan²⁴	fan²⁴	fan²⁴	
嬎		fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	
烦		fan⁵²	fan⁵²	fan⁵²	fan⁵²	fan⁵²	fan⁵²	fan⁵²	fan⁵²	
饭		fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	fan⁴¹	
罚		fa⁵²	fa⁵²	fa⁵²	fa⁵²	fa⁵²	fa⁵²	fa⁵²	fa⁵²	
晚		uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	
万		uan⁴¹	uan⁴¹	uan⁴¹	uan⁴¹	uan⁴¹	uan⁴¹	uan⁴¹	uan⁴¹	
袜		ua²⁴	ua²⁴	ua²⁴	ua²⁴	ua²⁴	ua²⁴	ua²⁴	ua²⁴	
劝		tɕʰyan⁴¹	tɕʰyan⁴¹	tɕʰyan⁴¹	tɕʰyan⁴¹	tɕʰyan⁴¹	tɕʰyan⁴¹	tɕʰyan⁴¹	tɕʰyan⁴¹	
元		yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	yan⁵²	
绝		tsuo⁵²	tsuo⁵²	tsuo⁵²	tsuo⁵²	tsuo⁵²	tsuo⁵²	tsuo⁵²	tsuo⁵²	
宣		ɕyan²⁴	ɕyan²⁴	ɕyan²⁴	ɕyan²⁴	ɕyan²⁴	ɕyan²⁴	ɕyan²⁴	ɕyan²⁴	
选		suan⁴⁴	suan⁴⁴	suan⁴⁴	suan⁴⁴	suan⁴⁴	suan⁴⁴	suan⁴⁴	suan⁴⁴	
雪		suo²⁴	suo²⁴	suo²⁴	suo²⁴	suo²⁴	suo²⁴	suo²⁴	suo²⁴	
旋		suan⁴⁴	suan⁵²	suan⁵²	suan⁵²	suan⁵²	suan⁵²	suan⁵²	suan⁵²	
转	~眼	tʂuan⁴⁴	tʂuan⁴⁴	tʂuan⁴⁴	tʂuan⁴⁴	tʂuan⁴⁴	tʂuan⁴⁴	tʂuan⁴⁴	tʂuan⁴⁴	
传	~达	tʂʰuan⁵²	tʂʰuan⁵ ²	tʂʰuan⁵²	tʂʰuan⁵²	tʂʰuan⁵²	tʂʰuan⁵²	tʂʰuan⁵²	tʂʰuan⁵²	
专		tʂuan²⁴	tʂuan²⁴	tʂuan²⁴	tʂuan²⁴	tʂuan²⁴	tʂuan²⁴	tʂuan²⁴	tʂuan²⁴	
砖		tʂuan²⁴	tʂuan²⁴	tʂuan²⁴	tʂuan²⁴	tʂuan²⁴	tʂuan²⁴	tʂuan²⁴	tʂuan²⁴	
川		tʂʰuan²⁴	tʂʰuan²⁴	tʂʰuan²⁴	tʂʰuan²⁴	tʂʰuan²⁴	tʂʰuan²⁴	tʂʰuan²⁴	tʂʰuan²⁴	
穿		tʂʰuan²⁴	tʂʰuan²⁴	tʂʰuan²⁴	tʂʰuan²⁴	tʂʰuan²⁴	tʂʰuan²⁴	tʂʰuan²⁴	tʂʰuan²⁴	
喘		tʂʰuan⁴⁴	tʂʰuan⁴\n⁴	tʂʰuan⁴⁴	tʂʰuan⁴⁴	tʂʰuan⁴⁴	tʂʰuan⁴⁴	tʂʰuan⁴⁴	tʂʰuan⁴⁴	
串		tʂʰuan⁴¹	tʂʰuan⁴\n¹	tʂʰuan⁴¹	tʂʰuan⁴¹	tʂʰuan⁴¹	tʂʰuan⁴¹	tʂʰuan⁴¹	tʂʰuan⁴¹	
船		tʂʰuan⁵²	tʂʰuan⁵ ²	tʂʰuan⁵²	tʂʰuan⁵²	tʂʰuan⁵²	tʂʰuan⁵²	tʂʰuan⁵²	tʂʰuan⁵²	
说		fo²⁴	fo²⁴	fo²⁴	fo²⁴	fo²⁴	fo²⁴	fo²⁴	fo²⁴	
软		ʐuan⁴⁴	ʐuan⁴⁴	luan⁴⁴	luan⁴⁴	ʐuan⁴⁴	ʐuan⁴⁴	ʐuan⁴⁴	ʐuan⁴⁴	
卷	~起	tɕyan⁴⁴	tɕyan⁴⁴	tɕyan⁴⁴	tɕyan⁴⁴	tɕyan⁴⁴	tɕyan⁴⁴	tɕyan⁴⁴	tɕyan⁴⁴	
卷	~子	tɕyan⁴¹	tɕyan⁴¹	tɕyan⁴¹	tɕyan⁴¹	tɕyan⁴¹	tɕyan⁴¹	tɕyan⁴¹	tɕyan⁴¹	
圈		tɕʰyan²⁴	tɕʰyan²⁴	tɕʰyan²⁴	tɕʰyan²⁴	tɕʰyan²⁴	tɕʰyan²⁴	tɕʰyan²⁴	tɕʰyan²⁴	
换		xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	
活		xuo⁵²	xuo⁵²	xuo⁵²	xuo⁵²	xuo⁵²	xuo⁵²	xuo⁵²	xuo⁵²	
豌		uan²⁴	uan²⁴	uan²⁴	uan²⁴	uan²⁴	uan²⁴	uan²⁴	uan²⁴	
剜		uan²⁴	uan²⁴	uan²⁴	uan²⁴	uan²⁴	uan²⁴	uan²⁴	uan²⁴	
碗		uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	
腕		uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	uan⁴⁴	
顽		uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	
幻		xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	
滑		xua⁵²	xua⁵²	xua⁵²	xua⁵²	xua⁵²	xua⁵²	xua⁵²	xua⁵²	
挖		ua²⁴	ua²⁴	ua²⁴	ua²⁴	ua²⁴	ua²⁴	ua²⁴	ua²⁴	
篡		tsʰuan⁴¹	tsʰuan⁴\n¹	tsʰuan⁴¹	tsʰuan⁴¹	tsʰuan⁴¹	tsʰuan⁴¹	tsʰuan⁴¹	tsʰuan⁴¹	
撰		tʂuan⁴¹	tʂuan⁴¹	tʂuan⁴¹	tʂuan⁴¹	tʂuan⁴¹	tʂuan⁴¹	tʂuan⁴¹	tʂuan⁴¹	
闩		fan²⁴	fan²⁴	fan²⁴	fan²⁴	fan²⁴	fan²⁴	fan²⁴	fan²⁴	
栓		fan²⁴	fan²⁴	fan²⁴	fan²⁴	fan²⁴	fan²⁴	fan²⁴	fan²⁴	
涮		fa²⁴	fa²⁴	fa²⁴	fa²⁴	fa²⁴	fa²⁴	fa²⁴	fa²⁴	
刷		fa²⁴	fa²⁴	fa²⁴	fa²⁴	fa²⁴	fa²⁴	fa²⁴	fa²⁴	
关		kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	
惯		kuan⁴¹	kuan⁴¹	kuan⁴¹	kuan⁴¹	kuan⁴¹	kuan⁴¹	kuan⁴¹	kuan⁴¹	
刮		kua²⁴	kua²⁴	kua⁴⁴	kua⁴⁴	kua²⁴	kua⁴⁴	kua⁴⁴	kua⁴⁴	
还	~原	xuan⁵²	xuan⁵²	xuan⁵²	xuan⁵²	xuan⁵²	xuan⁵²	xuan⁵²	xuan⁵²	
患		xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	
湾		uan²⁴	uan²⁴	uan²⁴	uan²⁴	uan²⁴	uan²⁴	uan²⁴	uan²⁴	
恋		luan⁴¹	luan⁴¹	luan⁴⁴	luan⁴¹	luan⁴¹	luan⁵²	luan⁵²	luan⁵²	
劣		liɛ²⁴	luo²⁴	luo²⁴	luo²⁴	luo²⁴	luo²⁴	luo²⁴	luo²⁴	
全		tsʰuan⁵²	tsʰuan⁵ ²	tsʰuan⁵²	tsʰuan⁵²	tsʰuan⁵²	tsʰuan⁵²	tsʰuan⁵²	tsʰuan⁵²	
乱		luan⁴¹	luan⁴¹	luan⁴¹	luan⁴¹	luan⁴¹	luan⁴¹	luan⁴¹	luan⁴¹	
捋		ly⁴⁴	ly⁴⁴	ly⁴⁴	ly⁴⁴	ly⁴⁴	ly⁴⁴	ly⁴⁴	ly⁴⁴	
钻	动词	tsuan⁴¹	tsuan⁴¹	tsuan⁴¹	tsuan⁴¹	tsuan⁴¹	tsuan²⁴	tsuan²⁴	tsuan²⁴	
窜		tsʰuan²⁴	tsʰuan²⁴	tsʰuan²⁴	tsʰuan²⁴	tsʰuan²⁴	tsʰuan²⁴	tsʰuan²⁴	tsʰuan²⁴	
酸		tsuan⁴¹	tsuan⁴¹	tsuan⁴¹	tsuan⁴¹	tsuan⁴¹	tsuan⁴¹	tsuan⁴¹	tsuan⁴¹	
算		suan⁴¹	suan⁴¹	suan⁴¹	suan⁴¹	suan⁴¹	suan⁴¹	suan⁴¹	suan⁴¹	
蒜		suan⁴¹	suan⁴¹	suan⁴¹	suan⁴¹	suan⁴¹	suan⁴¹	suan⁴¹	suan⁴¹	
官		kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	
棺		kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	
观		kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	kuan²⁴	
管		kuan⁴⁴	kuan⁴⁴	kuan⁴⁴	kuan⁴⁴	kuan⁴⁴	kuan⁴⁴	kuan⁴⁴	kuan⁴⁴	
罐		kuan⁴¹	kuan⁴¹	kuan⁴¹	kuan⁴¹	kuan⁴¹	kuan⁴¹	kuan⁴¹	kuan⁴¹	
括		kʰuo²⁴	kʰuo²⁴	kʰuo²⁴	kʰuo²⁴	kʰuo²⁴	kʰuo²⁴	kʰuo²⁴	kʰuo²⁴	
宽		kʰuan²⁴	kʰuan²⁴	kʰuan²⁴	kʰuan²⁴	kʰuan²⁴	kʰuan²⁴	kʰuan²⁴	kʰuan²⁴	
款		kʰuan⁴⁴	kʰuan⁴\n⁴	kʰuan⁴⁴	kʰuan⁴⁴	kʰuan⁴⁴	kʰuan⁴⁴	kʰuan⁴⁴	kʰuan⁴⁴	
阔		kʰuo⁴¹	kʰuo⁴¹	kʰuo²⁴	kʰuo⁴¹	kʰuo⁴¹	kʰuo²⁴	kʰuo²⁴	kʰuo⁴¹	
玩		uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	
欢		xuan²⁴	xuan²⁴	xuan²⁴	xuan²⁴	xuan²⁴	xuan²⁴	xuan²⁴	xuan²⁴	
唤		xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	xuan⁴¹	
豁	~口	xuo²⁴	xuo²⁴	xuo²⁴	xuo²⁴	xuo²⁴	xuo²⁴	xuo²⁴	xuo²⁴	
完		uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	
丸		uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	uan⁵²	
缓		xuan⁴⁴	xuan⁴⁴	xuan⁴⁴	xuan⁴⁴	xuan⁴⁴	xuan⁴⁴	xuan⁴⁴	xuan⁴⁴	
富		fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	
副		fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	
妇		fu²⁴	fu²⁴	fu²⁴	fu²⁴	fu²⁴	fu²⁴	fu²⁴	fu²⁴	
负		fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	fu⁴¹	
阜		fu⁴¹	fu⁵²	fu⁴¹	fu⁴¹	fu⁵²	fu⁴⁴	fu⁴⁴	fu⁴⁴	
谋		mu⁴⁴	mu⁴⁴	mu⁴⁴	mu⁴⁴	mu⁴⁴	mu⁵²	mu⁵²	mu⁵²	
纽		ȵiou⁴⁴	ȵiou⁴⁴	ȵiou⁴⁴	ȵiou⁴⁴	ȵiou⁴⁴	ȵiou⁴⁴	ȵiou⁴⁴	ȵiou⁴⁴	
扭		ȵiou⁴⁴	ȵiou⁴⁴	ȵiou⁴⁴	ȵiou⁴⁴	ȵiou⁴⁴	ȵiou⁴⁴	ȵiou⁴⁴	ȵiou⁴⁴	
流		liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	
刘		liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	
留		liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	
榴		liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	liou⁵²	
柳		liou⁴⁴	liou⁴⁴	liou⁴⁴	liou⁴⁴	liou⁴⁴	liou⁴⁴	liou⁴⁴	liou⁴⁴	
溜		liou²⁴	liou²⁴	liou²⁴	liou²⁴	liou²⁴	liou²⁴	liou²⁴	liou²⁴	
