id	ini	fn	pt	单字	IPA	注释		小學堂	甘網處理後	issame	isui
367	s	y	33	庶	sy33	庶民		sy33	sy33	1	False
368	s	y	33	恕	sy33	饶恕		sy33	sy33	1	False
369	s	oi	22	墅	soi22	别墅			soi22	1	False
370	tsʰ	y	33	署	tsʰy33	署名；专署		tsʰy33	tsʰy33	1	False
371	s	y	11	薯	sy21	番薯		sy22	sy21	False	False
372	∅	y	11	如	jy21	如果		jy21	jy21	1	False
373	k	y	55	居	ky55	居民		ky55	ky55	1	False
374	k	y	55	車	ky55	车马炮		ky55;tsʰɛ55	ky55	False	False
375	k	y	24	舉	ky24	举报		ky24	ky24	1	False
376	k	y	33	據	ky33	收据		ky33	ky33	1	False
377	k	y	33	鋸	ky33	电锯		ky33	ky33	1	False
378	h	y	55	墟	hy55	废墟		hy55	hy55	1	False
379	h	y	33	去	hy33	来去		hy33	hy33	1	False
380	kʰ	y	11	渠	kʰy21	水渠		kʰy21	kʰy21	1	False
381	kʰ	oi	33	佢	kʰoi33	他；她；它			kʰoi33	1	False
382	k	y	22	巨	ky22	巨大		ky22	ky22	1	False
383	k	y	22	拒	ky22	拒绝		kʰy22	ky22	False	False
384	kʰ	y	33	距	kʰy33	距离		kʰy22	kʰy33	False	False
385	∅	y	11	魚	jy21	金鱼		jy21	jy21	1	False
386	∅	y	11	漁	jy21	渔业；渔场		jy21	jy21	1	False
387	∅	y	33	語	jy33	语文		jy33	jy33	1	False
388	∅	y	22	御	jy22	御用		jy22	jy22	1	False
389	∅	y	22	禦	jy22	驾御，防御			jy22	1	False
390	h	y	55	虚	hy55	虚心			hy55	1	False
391	h	y	55	嘘	hy55	吹嘘			hy55	1	False
423	f	u	22	腐	fu22	豆腐		fu22	fu22	1	False
424	f	u	22	輔	fu22	辅助		fu22	fu22	1	False
425	f	u	22	附	fu22	附近		fu22	fu22	1	False
426	m	ou	11	無	mou21	没有；无中生有		mou21	mou21	1	False
427	m	ou	11	巫	mou21	巫婆		mou21	mou21	1	False
428	m	ou	11	誣	mou21	诬告		mou21	mou21	1	False
429	m	ou	33	武	mou33	武力		mou33	mou33	1	False
430	m	ou	33	舞	mou33	跳舞		mou33	mou33	1	False
431	m	ou	33	侮	mou33	侮辱		mou33	mou33	1	False
432	m	ou	33	鵡	mou33	鹦鹉		mou33	mou33	1	False
433	m	ou	22	務	mou22	任务		mou22	mou22	1	False
434	m	ou	22	霧	mou22	大雾		mou22	mou22	1	False
435	l	oi	33	屢	løy33	屡教不改		løy33	loi33	False	1
436	tsʰ	oi	55	趨	tsʰøy55	趋势		tsʰøy55	tsʰoi55	False	1
437	tsʰ	oi	24	取	tsʰøy24	取得		tsʰøy24	tsʰoi24	False	1
438	tsʰ	oi	24	娶	tsʰoi24	嫁娶			tsʰoi24	1	False
439	tsʰ	oi	33	趣	tsʰøy33	兴趣		tsʰøy33	tsʰoi33	False	1
440	ts	oi	22	聚	tsøy22	聚会		tsøy22	tsoi22	False	1
441	s	oi	55	須	søy55	必须		søy55	soi55	False	1
442	s	ou	55	鬚	sou55	胡须		sou55	sou55	1	False
443	s	oi	55	需	søy55	需要		søy55	soi55	False	1
444	ts	ok	22	續	tsok2	继续		tsok22	tsok2	False	False
445	ts	y	55	誅	tsy55	天诛地灭		tsy55	tsy55	1	False
446	ts	y	55	蛛	tsy55	蜘蛛		tsy55	tsy55	1	False
447	ts	y	55	株	tsy55	守株待兔		tsy55	tsy55	1	False
448	ts	y	33	駐	tsy33	驻扎		tsy33	tsy33	1	False
449	ts	y	33	註	tsy33	注释		tsy33	tsy33	1	False
450	tsʰ	y	11	厨	tsʰy21	厨房			tsʰy21	1	False
451	tsʰ	y	33	柱	tsʰy33	柱子		tsʰy33	tsʰy33	1	False
452	ts	y	22	住	tsy22	住宿		tsy22	tsy22	1	False
453	tsʰ	oi	55	雛	tsʰoi55	雏形		tsʰɔ55	tsʰoi55	False	False
454	s	ou	24	數	sou24	数星星		sou24;sou33	sou24	False	False
455	s	ou	33	數	sou33	数学		sou24;sou33	sou33	False	False
456	ts	y	55	朱	tsy55	姓		tsy55	tsy55	1	False
457	ts	y	55	硃	tsy55	朱砂		tsy55	tsy55	1	False
458	ts	y	55	珠	tsy55	珍珠		tsy55	tsy55	1	False
459	ts	y	24	主	tsy24	主人		tsy24	tsy24	1	False
460	ts	y	33	注	tsy33	注意		tsy33	tsy33	1	False
461	ts	y	33	蛀	tsy33	虫蛀		tsy33	tsy33	1	False
462	ts	y	33	鑄	tsy33	铸铁		tsy33	tsy33	1	False
463	s	y	55	樞	sy55	枢纽		sy55	sy55	1	False
464	s	y	55	輸	sy55	输赢		sy55	sy55	1	False
465	s	y	55	輸	sy55	运输		sy55	sy55	1	False
466	s	y	11	殊	sy21	特殊		sy21	sy21	1	False
467	s	y	22	豎	sy22	横竖		sy22	sy22	1	False
468	s	y	22	樹	sy22	树木		sy22	sy22	1	False
469	∅	y	11	儒	jy21	儒家		jy21	jy21	1	False
470	∅	y	33	乳	jy33	乳房		jy33	jy33	1	False
471	kʰ	y	55	拘	kʰy55	拘留		kʰy55	kʰy55	1	False
472	kʰ	y	55	俱	kʰy55	俱乐部		kʰy55	kʰy55	1	False
473	k	y	24	矩	ky24	规矩		ky24	ky24	1	False
474	k	y	33	句	ky33	句子		ŋɐu55;ky33;ŋɐu33	ky33	False	False
475	kʰ	y	55	區	kʰy55	地区		kʰy55	kʰy55	1	False
476	kʰ	y	55	驅	kʰy55	驱动；先驱		kʰy55	kʰy55	1	False
477	k	y	22	具	ky22	具体；家具		ky22	ky22	1	False
478	k	y	22	懼	ky22	恐惧		ky22	ky22	1	False
479	∅	y	11	愚	jy21	愚蠢		jy21	jy21	1	False
480	∅	y	11	娱	jy21	娱乐			jy21	1	False
481	∅	y	22	遇	jy22	遇见		jy22	jy22	1	False
482	∅	y	22	寓	jy22	寓言		jy22	jy22	1	False
483	∅	y	55	迂	jy55	迂回		jy55	jy55	1	False
484	∅	y	55	于	jy55	姓		jy55	jy55	1	False
485	∅	y	33	雨	jy33	下雨		jy33	jy33	1	False
486	∅	y	33	宇	jy33	宇宙		jy33	jy33	1	False
487	∅	y	33	禹	jy33	大禹		jy33	jy33	1	False
488	∅	y	33	羽	jy33	羽毛		jy33	jy33	1	False
489	w	u	22	芋	wu22/jy33	芋头		jy33	wu22	False	False
490	∅	y	11	愉	jy21	愉快		jy21	jy21	1	False
491	∅	y	11	愈	jy21	愈加；病愈		jy22	jy21	False	False
492	∅	y	22	喻	jy22	比喻		jy22	jy22	1	False
493	∅	y	22	裕	jy22	富裕		jy22	jy22	1	False
494	ŋ	oi	11	獃	ŋoi21	发呆		ŋoi21	ŋoi21	1	False
495	t	ai	33	戴	tai33	戴帽		tai33	tai33	1	False
496	tʰ	oi	55	胎	tʰoi55	双胞胎		tʰoi55	tʰoi55	1	False
497	tʰ	ai	33	態	tʰai33	态度		tʰai33	tʰai33	1	False
498	tʰ	ai	33	貸	tʰai33	贷款		tʰai33	tʰai33	1	False
499	tʰ	oi	11	臺	tʰoi21	台湾		tʰoi21	tʰoi21	1	False
500	tʰ	oi	11	苔	tʰoi21	青苔		tʰoi21	tʰoi21	1	False
501	tʰ	oi	11	抬	tʰoi21	担抬，两个人抬			tʰoi21	1	False
502	t	oi	22	待	toi22	等待		toi22	toi22	1	False
503	tʰ	oi	33	怠	tʰoi33	怠慢		tʰoi24	tʰoi33	False	False
504	t	oi	22	代	toi22	代表		toi22	toi22	1	False
505	t	oi	22	袋	toi22	口袋		toi22	toi22	1	False
506	n	ai	33	乃	nai33	人名用字		nai33	nai33	1	False
507	n	oi	22	耐	noi22	耐心		noi22	noi22	1	False
508	l	oi	11	來	loi21	过来		loi22	loi21	False	False
509	ts	oi	55	災	tsoi55	水灾		tsoi55	tsoi55	1	False
510	ts	oi	55	栽	tsoi55	栽种		tsoi55	tsoi55	1	False
511	ts	oi	24	宰	tsoi24	宰相		tsoi24	tsoi24	1	False
512	ts	oi	33	載	tsoi33	满载		tsoi24;tsoi33;tsoi33	tsoi33	False	False
513	ts	oi	33	再	tsoi33	再来		tsoi33	tsoi33	1	False
514	ts	oi	33	載	tsoi24/tsoi33	年载		tsoi24;tsoi33;tsoi33	tsoi33	False	False
515	tsʰ	ai	55	猜	tsʰai55	猜谜		tsʰai55	tsʰai55	1	False
516	tsʰ	ai	24	踩	tsʰai24	踩死			tsʰai24	1	False
517	tsʰ	oi	24	彩	tsʰoi24	彩色		tsʰoi24	tsʰoi24	1	False
518	tsʰ	oi	24	採	tsʰoi24	采摘；采集		tsʰoi24	tsʰoi24	1	False
519	tsʰ	oi	24	睬	tsʰoi24	理睬			tsʰoi24	1	False
520	tsʰ	oi	33	菜	tsʰoi33	青菜		tsʰoi33	tsʰoi33	1	False
521	tsʰ	oi	11	才	tsʰoi21	天才；才气		tsʰoi21	tsʰoi21	1	False
522	tsʰ	oi	11	材	tsʰoi21	材料		tsʰoi21	tsʰoi21	1	False
523	tsʰ	oi	11	財	tsʰoi21	发财		tsʰoi21	tsʰoi21	1	False
524	tsʰ	oi	11	裁	tsʰoi21	裁缝		tsʰoi21	tsʰoi21	1	False
525	tsʰ	oi	11	纔	tsʰoi21	刚才		tsʰoi21	tsʰoi21	1	False
526	ts	oi	22	在	tsoi22	现在		tsoi22	tsoi22	1	False
527	ts	oi	33	載	tsoi33	载重		tsoi24;tsoi33;tsoi33	tsoi33	False	False
528	s	oi	55	腮	soi55	腮红			soi55	1	False
529	s	oi	55	鰓	soi55	鱼鳃		soi55	soi55	1	False
530	tsʰ	oi	33	賽	tsʰoi33	比赛		tsʰoi33	tsʰoi33	1	False
531	k	oi	55	該	koi55	应该		koi55	koi55	1	False
532	k	oi	24	改	koi24	修改		koi24	koi24	1	False
533	kʰ	oi	33	概	kʰoi33	大概			kʰoi33	1	False
534	kʰ	oi	33	溉	kʰoi33	灌溉		kʰoi33	kʰoi33	1	False
535	h	oi	55	開	hoi55	开门		hoi55	hoi55	1	False
536		oi	24	凱	ʔoi24	凯旋		∅oi24	oi24	False	False
537	kʰ	oi	33	慨	kʰoi33	感慨		kʰoi33	kʰoi33	1	False
538	kʰ	at	55	咳	kʰat5	咳嗽			kʰat5	1	False
539	ŋ	oi	22	礙	ŋoi22	妨碍		ŋoi22	ŋoi22	1	False
540	h	oi	24	海	hoi24	大海		hoi24	hoi24	1	False
541	h	ai	11	孩	hai21	孩子		hai21	hai21	1	False
542	h	oi	22	亥	hoi22	辛亥革命		hoi22	hoi22	1	False
543		oi	55	哀	ʔoi55	悲哀		∅oi55	oi55	False	False
544		oi	55	埃	ʔoi55/ʔai55	尘埃		∅ai55	oi55	False	False
545		oi	33	愛	ʔoi33	喜爱		∅oi33	oi33	False	False
546	p	oi	33	貝	pui33	宝贝		pui33	poi33	False	2
547	pʰ	oi	33	沛	pʰui33	充沛		pʰui33	pʰoi33	False	2
548	t	ai	33	帶	tai33	鞋带		tai33	tai33	1	False
549	tʰ	ai	33	太	tʰai33	太阳		tʰai33	tʰai33	1	False
550	tʰ	ai	33	泰	tʰai33	泰山		tʰai33	tʰai33	1	False
551	t	ai	22	大	tai22	大小		tai22	tai22	1	False
552	n	oi	33	奈	noi33	无奈		noi22	noi33	False	False
553	l	ai	22	賴	lai22	无赖		lai22	lai22	1	False
554	l	at	33	癩	lat3	癞头		lɐt55	lat3	False	False
555	tsʰ	oi	33	蔡	tsʰoi33	姓		tsʰoi33	tsʰoi33	1	False
556	kʰ	oi	33	蓋	kʰoi33	盖子		kʰoi33	kʰoi33	1	False
557	kʰ	oi	33	丐	kʰoi33	乞丐		kʰoi33	kʰoi33	1	False
558	ŋ	ai	22	艾	ŋai22	艾草		ŋai22	ŋai22	1	False
559	h	oi	22	害	hoi22	害人		hoi22	hoi22	1	False
560		oi	24	藹	ʔoi24	和蔼		∅oi24	oi24	False	False
561	p	ai	33	拜	pai33	礼拜；拜佛		pai33	pai33	1	False
562	pʰ	ai	11	排	pʰai21	排队		pʰai21	pʰai21	1	False
563	m	ai	11	埋	mai21	埋葬		mai21	mai21	1	False
564	ts	ai	55	齋	tsai55	吃斋		tsai55	tsai55	1	False
565	tsʰ	ai	11	豺	tsʰai21	豺狼		tsʰai21	tsʰai21	1	False
566	k	ai	55	皆	kai55	皆大欢喜		kai55	kai55	1	False
567	k	ai	55	階	kai55	台阶		kai55	kai55	1	False
568	k	ai	33	介	kai33	介绍		kai33	kai33	1	False
569	k	ai	33	界	kai33	世界		kai33	kai33	1	False
570	k	ai	33	芥	kai33	芥菜		kai33	kai33	1	False
571	k	ai	33	尬	kai33	尴尬		kai33	kai33	1	False
572	k	ai	33	疥	kai33	疥疮		kai33	kai33	1	False
573	k	ai	33	届	kai33	应届		kai33	kai33	1	False
574	k	ai	33	戒	kai33	戒指		kai33	kai33	1	False
575	h	ai	55	揩	hai55	揩油		hai55	hai55	1	False
576	k	ai	55	楷	kai55	楷书		kai33	kai55	False	False
577	h	ai	11	諧	hai21	和谐		hai21	hai21	1	False
578	h	at	33	駭	hat3	惊骇			hat3	1	False
579	h	ai	33	械	hai33	机械		hai22	hai33	False	False
580	∅	ai	55	挨	ʔai55	挨近			∅ai55	1	False
581	p	ai	24	擺	pai24	摇摆		pai24	pai24	1	False
582	pʰ	ai	33	派	pʰai33	派出所		pʰai33	pʰai33	1	False
583	pʰ	ai	11	牌	pʰai21	牌坊		pʰai21	pʰai21	1	False
584	pʰ	ai	11	箄	pʰai21	竹排			pʰai21	1	False
585	p	a	22	罷	pa22	罢工		pa22	pa22	1	False
586	p	ei	22	稗	pei22	稗子		pei22	pei22	1	False
587	m	ai	33	買	mai33	买进		mai33	mai33	1	False
588	m	ai	22	賣	mai22	卖掉		mai22	mai22	1	False
589	n	ai	33	奶	nai33	奶奶			nai33	1	False
590	ts	ai	33	債	tsai33	还债		tsai33	tsai33	1	False
591	tsʰ	ai	55	釵	tsʰai55	宝钗；钗子		tsʰai55	tsʰai55	1	False
592	tsʰ	ai	55	差	tsʰai55	出差		tsʰa55;tsʰai55;tsʰa55	tsʰai55	False	False
593	tsʰ	ai	11	柴	tsʰai21	火柴		tsʰai21	tsʰai21	1	False
594	s	ɐi	55	篩	sɐi55	米筛		sai55;sɐi55	sɐi55	False	False
595	s	a	24	灑	sa24	洒水		sa24	sa24	1	False
596	s	ai	33	曬	sai33	晒谷		sai33	sai33	1	False
597	k	ai	55	佳	kai55	佳节		kai55	kai55	1	False
598	k	ai	55	街	kai55	大街		kai55	kai55	1	False
599	k	ai	24	解	kai24	讲解		kai24;hai33;kai24	kai24	False	False
600	h	ai	22	懈	hai22	松懈		kai24	hai22	False	False
601	ŋ	ai	11	涯	ŋai21	天涯		ŋai21	ŋai21	1	False
602	ŋ	ai	11	崖	ŋai21	悬崖		ŋai21	ŋai21	1	False
603	ŋ	ai	11	捱	ŋai21	捱苦，捱打			ŋai21	1	False
604	h	ai	11	鞋	hai21	布鞋		hai21	hai21	1	False
605	k	ai	24	解	kai24	理解（知道，懂了）		kai24;hai33;kai24	kai24	False	False
606	h	ai	33	蟹	hai33	螃蟹		hai33	hai33	1	False
607		ɐi	24	矮	ʔɐi24	高矮		∅ai24	ɐi24	False	False
608	p	ai	22	敗	pai22	失败		pai22	pai22	1	False
609	m	an	22	邁	man22	迈步		mai22	man22	False	False
610	ts	ai	22	寨	tsai22	山寨		tsai33	tsai22	False	False
611	p	ei	33	蔽	pei33	隐蔽		pɐi33	pei33	False	False
612	p	ei	33	弊	pei33	作弊			pei33	1	False
613	p	ei	22	幣	pei22	人民币		pɐi22	pei22	False	False
614	p	ei	22	斃	pei22	枪毙		pɐi22	pei22	False	False
615	l	ɐi	22	例	lɐi22	例子		lɐi22	lɐi22	1	False
616	l	ei	33	厲	lei33	厉害		lɐi22	lei33	False	False
617	l	ɐi	33	勵	lɐi33	鼓励		lɐi22	lɐi33	False	False
618	ts	ɐi	33	祭	tsɐi33	祭祀		tsɐi33	tsɐi33	1	False
619	ts	ɐi	33	際	tsɐi33	国际		tsɐi33	tsɐi33	1	False
620	ts	ɐi	22	滯	tsɐi22	停滞		tsɐi22	tsɐi22	1	False
621	ts	ɐi	33	制	tsɐi33	制度		tsɐi33	tsɐi33	1	False
622	ts	ɐi	33	製	tsɐi33	制造		tsɐi33	tsɐi33	1	False
623	s	ɐi	33	世	sɐi33	世界		sɐi33	sɐi33	1	False
624	s	ɐi	33	勢	sɐi33	势力		sɐi33	sɐi33	1	False
625	s	ɐi	22	誓	sɐi22	发誓		sɐi22	sɐi22	1	False
626	s	ɐi	22	逝	sɐi22	逝去，逝世		sɐi22	sɐi22	1	False
627	ŋ	ɐi	22	藝	ŋɐi22	艺术		ŋɐi22	ŋɐi22	1	False
628	p	ei	55	蓖	pei55	蓖麻		pɐi55	pei55	False	False
629	p	ei	33	閉	pei33	关闭		pɐi33	pei33	False	False
630	pʰ	ei	55	批	pʰei55	批评		pʰɐi55	pʰei55	False	False
631	m	ei	11	迷	mei21	迷路		mɐi21	mei21	False	False
632	m	ɐi	33	米	mɐi33	大米		mɐi33	mɐi33	1	False
633	m	ei	11	謎	mei21	谜语		mɐi21	mei21	False	False
634	t	ɐi	55	低	tɐi55	高低		tɐi33	tɐi55	False	False
635	tʰ	ɐi	11	堤	tʰɐi21	河堤		tʰɐi21	tʰɐi21	1	False
636	t	ɐi	24	底	tɐi24	水底		tɐi24	tɐi24	1	False
637	t	ɐi	24	抵	tɐi24	抵押		tɐi24	tɐi24	1	False
638	t	ɐi	33	帝	tɐi33	皇帝		tɐi33	tɐi33	1	False
639	tʰ	ɐi	33	蒂	tʰɐi33	瓜蒂，并蒂莲			tʰɐi33	1	False
640	tʰ	ɐi	55	梯	tʰɐi55	楼梯		tʰai55	tʰɐi55	False	False
641	tʰ	ɐi	24	體	tʰɐi24	身体		tʰɐi24	tʰɐi24	1	False
642	tʰ	ɐi	33	替	tʰɐi33	代替		tʰɐi33	tʰɐi33	1	False
643	tʰ	ɐi	33	涕	tʰɐi33	鼻涕		tʰɐi33	tʰɐi33	1	False
644	tʰ	ɐi	33	剃	tʰɐi33	剃头		tʰɐi33	tʰɐi33	1	False
645	tʰ	ɐi	11	題	tʰɐi21	题目		tʰɐi21	tʰɐi21	1	False
646	tʰ	ɐi	11	提	tʰɐi21	提问		tʰɐi21	tʰɐi21	1	False
647	tʰ	ɐi	11	蹄	tʰɐi21	猪蹄		tʰɐi21	tʰɐi21	1	False
648	tʰ	ɐi	11	啼	tʰɐi21	鸡啼		tʰɐi21	tʰɐi21	1	False
649	t	ɐi	22	弟	tɐi22	弟弟		tɐi22	tɐi22	1	False
650	t	ɐi	22	第	tɐi22	第一		tɐi22	tɐi22	1	False
651	t	ɐi	22	遞	tɐi22	传递		tɐi22	tɐi22	1	False
652	n	ɐi	11	泥	nɐi21	水泥		nɐi21	nɐi21	1	False
653	l	ɐi	11	犁	lɐi21	犁地			lɐi21	1	False
654	l	ɐi	11	黎	lɐi21	黎明；姓		lɐi21	lɐi21	1	False
655	l	ɐi	33	禮	lɐi33	礼貌		lɐi33	lɐi33	1	False
656	l	ɐi	22	麗	lɐi22	美丽		lɐi22	lɐi22	1	False
657	t	ɐi	22	隸	tɐi22	奴隶；隶属		tɐi22	tɐi22	1	False
658	l	ei	22	莉	lei22	茉莉			lei22	1	False
659	ts	ɐi	55	擠	tsɐi55	拥挤			tsɐi55	1	False
660	ts	ɐi	33	濟	tsɐi33	经济		tsɐi33	tsɐi33	1	False
661	tsʰ	ɐi	55	妻	tsʰɐi55	妻子		tsʰɐi55	tsʰɐi55	1	False
662	tsʰ	ɐi	33	砌	tsʰɐi33	砌墙		tsʰɐi33	tsʰɐi33	1	False
663	tsʰ	ɐi	11	齊	tsʰɐi21	整齐		tsʰɐi21	tsʰɐi21	1	False
664	tsʰ	i	11	臍	tsʰi21	肚脐		tsʰy21	tsʰi21	False	False
665	ts	ɐi	55	劑	tsɐi55	药剂		tsɐi33	tsɐi55	False	False
666	s	ɐi	55	西	sɐi55	东西南北		sɐi55	sɐi55	1	False
667	tsʰ	ɐi	55	棲	tsʰɐi55	栖息，两栖		tsʰɐi24	tsʰɐi55	False	False
668	s	ɐi	55	犀	sɐi55	犀牛		sɐi55	sɐi55	1	False
669	s	ai	24	洗	sai24/sɐi24	洗衣服		sɐi24	sai24	False	False
670	s	ɐi	33	細	sɐi33	粗细；大细		sɐi33	sɐi33	1	False
671	s	ɐi	33	婿	sɐi33	女婿			sɐi33	1	False
672	k	ɐi	55	雞	kɐi55	公鸡		kɐi55	kɐi55	1	False
673	kʰ	ɐi	55	稽	kʰɐi55	稽查		kʰɐi55	kʰɐi55	1	False
674	k	ɐi	33	計	kɐi33	会计		kɐi33	kɐi33	1	False
675	k	ɐi	33	繼	kɐi33	继续		kɐi33	kɐi33	1	False
676	h	ɐi	22	繫	hɐi22	联系		hɐi22	hɐi22	1	False
677	k	ɐi	33	髻	kɐi33	发髻		kɐi33	kɐi33	1	False
678	kʰ	ɐi	55	溪	kʰɐi55	小溪		kʰɐi55	kʰɐi55	1	False
679	kʰ	ɐi	24	啓	kʰɐi24	启发			kʰɐi24	1	False
680	kʰ	ɐi	33	契	kʰɐi33	地契		kʰɐi33	kʰɐi33	1	False
681	ŋ	ɐi	11	倪	ŋɐi21	姓		ŋɐi21	ŋɐi21	1	False
682	h	ɐi	22	系	hɐi22	系统；中文系		hɐi22	hɐi22	1	False
683	h	ɐi	22	繫	hɐi22	系鞋带		hɐi22	hɐi22	1	False
684	h	ɐi	22	係	hɐi22	是		hɐi22	hɐi22	1	False
685	p	oi	55	杯	pui55	茶杯		pui55	poi55	False	2
686	p	oi	33	輩	pui33	长辈		pui33	poi33	False	2
687	p	oi	33	背	pui33	背书		pui33	poi33	False	2
688	pʰ	oi	55	胚	pʰoi55	胚胎			pʰoi55	1	False
689	pʰ	oi	55	坯	pʰoi55	毛坯			pʰoi55	1	False
690	pʰ	oi	33	配	pʰui33	分配		pʰui33	pʰoi33	False	2
691	pʰ	oi	11	培	pʰui21	培训		pʰui21	pʰoi21	False	2
692	pʰ	oi	11	陪	pʰui21	陪伴		pʰui21	pʰoi21	False	2
693	pʰ	oi	11	賠	pʰoi21	赔钱			pʰoi21	1	False
694	pʰ	oi	11	裴	pʰoi21	姓			pʰoi21	1	False
695	pʰ	oi	33	倍	pʰoi33	倍数			pʰoi33	1	False
696	pʰ	oi	33	佩	pʰui33	佩服		pʰui33	pʰoi33	False	2
697	p	oi	33	背	pui33	后背		pui33	poi33	False	2
698	p	oi	22	焙	poi22	焙干			poi22	1	False
699	m	oi	11	梅	mui21	梅花		mui21	moi21	False	2
700	m	oi	11	枚	mui21	一枚		mui21	moi21	False	2
701	m	oi	11	媒	mui21	媒人		mui21	moi21	False	2
702	m	oi	11	煤	mui21	煤矿		mui21	moi21	False	2
703	m	oi	11	玫	moi21	玫瑰			moi21	1	False
704	m	oi	11	莓	moi21	草莓			moi21	1	False
705	m	oi	33	每	mui33	每天		mui33	moi33	False	2
706	m	oi	24	妹	mui24	妹妹		mui22	moi24	False	2
707	m	ei	22	昧	mei22/mui22	拾金不昧		mui22	mei22	False	2
708	t	oi	55	堆	tøy55	堆放		tøy55	toi55	False	1
709	t	oi	33	對	tøy33	对错		tøy33	toi33	False	1
710	tʰ	oi	55	推	tʰøy55	推动		tʰøy55	tʰoi55	False	1
711	tʰ	oi	24	腿	tʰøy24	腿部		tʰøy24	tʰoi24	False	1
712	tʰ	oi	33	退	tʰøy33	退后		tʰøy33	tʰoi33	False	1
713	t	oi	22	隊	tøy22	队伍		tøy33	toi22	False	1
714	n	oi	22	内	noi22	内外			noi22	1	False
715	l	oi	11	雷	løy21	雷公；姓		løy21	loi21	False	1
716	l	oi	22	累	løy22	极困；劳累		løy22	loi22	False	1
717	tsʰ	oi	55	催	tsʰøy55	催眠		tsʰøy55	tsʰoi55	False	1
718	tsʰ	oi	55	崔	tsʰøy55	姓		tsʰøy55	tsʰoi55	False	1
719	ts	oi	22	罪	tsøy22	犯罪		tsøy22	tsoi22	False	1
720	s	oi	33	碎	søy33	破碎		søy33	soi33	False	1
721	kwʰ	ɐi	55	盔	kʰwɐi55	头盔		kʰuɐi55	kʰwɐi55	False	False
722	f	ui	55	魁	fui55	魁悟		fui55	fui55	1	2
723	f	ui	55	恢	fui55	恢复		fui55	fui55	1	2
724	kwʰ	ai	33	塊	kʰwai33	块状		kʰuai33	kʰwai33	False	False
725	ŋ	ɐi	11	桅	ŋɐi21	桅杆		ŋɐi21	ŋɐi21	1	False
726	f	ui	55	灰	fui55	灰色		fui55	fui55	1	2
727	∅	oi	24	賄	kʰwɐi24	贿赂		kʰuɐi24	∅oi24	False	False
728	f	ui	33	悔	fui33	后悔		fui33	fui33	1	2
729	f	ui	33	晦	fui33	晦气		fui33	fui33	1	2
730	w	ui	11	回	wui21	回去		wui21	wui21	1	2
731	w	ui	11	茴	wui21	茴香		wui21	wui21	1	2
732	w	ui	22	匯	wui22	汇报		wui22	wui22	1	2
733	kʰ	oi	33	潰	kʰui33	溃疡		kʰui33	kʰoi33	False	2
734	w	ui	55	煨	wui55	煨番薯		wuɐi55	wui55	False	False
735	tʰ	oi	33	蜕	tʰoi33	蜕变			tʰoi33	1	False
736	t	oi	33	兑	toi33	兑换			toi33	1	False
737	ts	oi	33	最	tsøy33	最好		tsøy33	tsoi33	False	1
738	w	ui	22	會	wui22	会不会		wui22	wui22	1	2
739	kʰ	oi	33	劊	kʰui33	刽子手		kʰui33	kʰoi33	False	2
740	kʰ	oi	33	檜	kʰui33	秦桧		kʰui33	kʰoi33	False	2
741	ŋ	oi	22	外	ŋoi22	外面		ŋoi22	ŋoi22	1	False
742	w	ui	22	會	wui22	会计		wui22	wui22	1	2
743	w	ui	24	會	wui24	开会		wui22	wui24	False	2
744	kʰ	oi	33	繪	kʰui33	绘画		kʰui33	kʰoi33	False	2
745	kw	ai	55	乖	kwai55	小孩听话		kuai55	kwai55	False	False
746	kw	ai	33	怪	kwai33	奇怪		kuai33	kwai33	False	False
747	w	ai	11	懷	wai21	胸怀		wuai21	wai21	False	False
748	w	ai	11	槐	wai21	槐树		wuai21	wai21	False	False
749	w	ai	11	淮	wai21	淮河		wuai21	wai21	False	False
750	w	ai	22	壞	wai22	好坏		wuai33	wai22	False	False
751	kw	ai	24	拐	kwai24	拐卖			kwai24	1	False
752	kw	a	33	掛	kwa33	挂钩		kua33	kwa33	False	False
753	kw	a	33	卦	kwa33	卜卦；八卦		kua33	kwa33	False	False
754	w	ai	55	歪	wai55	歪斜			wai55	1	False
755	w	a	24	畫	wa24	油画		wua22	wa24	False	False
756	w	a	55	蛙	wa55	青蛙		wua55	wa55	False	False
757	f	ai	33	快	fai33	快点；快车		fai33	fai33	1	False
758	f	ai	33	筷	fai33	筷子			fai33	1	False
759	w	a	22	話	wa22	说话		wua22	wa22	False	False
760	tsʰ	oi	33	脆	tsʰøy33	干脆		tsʰøy33	tsʰoi33	False	1
761	s	oi	33	歲	søy33	万岁		søy33	soi33	False	1
762	ts	oi	22	贅	tsøy22	入赘		tsøy33	tsoi22	False	1
763	s	oi	33	税	soi33	税收			soi33	1	False
764	kw	ɐi	33	鱖	kwɐi33	鳜鱼			kwɐi33	1	False
765	w	ɐi	22	衛	wɐi22	卫生			wɐi22	1	False
766	∅	ioi	22	鋭	jioi22	尖锐			joi22	1	False
767	f	ei	33	廢	fei33/fɐi33	废品		fɐi33	fei33	False	False
768	f	ei	33	肺	fei33/fɐi33	猪肺		fɐi33	fei33	False	False
769	f	ei	22	吠	fei22/fɐi22	狗叫、狗吠		fɐi22	fei22	False	False
770	w	ɐi	33	穢	wɐi33	污秽		wuɐi33	wɐi33	False	False
771	kw	ɐi	55	圭	kwɐi55	人名用字		kuɐi55	kwɐi55	False	False
