#漢字	音標	解釋
㵺	pʰai2	竹排
蓄	tsʰok8a	储~，~水
蓆	tsʰiɛt8a	草~
蓉	jioŋ2	芙~
蓋	kɔi5	~被[动];盖子[名]
蓖	pi1a	~麻
蓬	foŋ2	~勃;~莱(地名)
蓮	lian2	~花，睡~
蔑	miɛt8a	~视
蔓	man3	~延，瓜~
蔗	tsa5	甘蔗
蔡	tsʰɔi5	姓
蔣	tsiœŋ3	姓，~介石
蔥	tsʰoŋ1a	葱
蔬	ɬɔ1a	~菜
蔭	jɐm1a	福~，树~
蔽	pi5	隐~
蕉	tsiau1a	米~;~岭(地名)
蕊	ȵui3	花~
蕎	kʰiau2	~麦
蕨	mɔn1b	植物
蕩	tʰɔn3	放~，扫~
蕭	ɬiau1a	姓;~山(地名)
薄	pʰɔk8a	~荷
薄	pʰɔk8a	不厚，~弱
薑	kiœŋ1a	~糖
薛	ɬiɛt8a	姓，~宝钗
薦	tsan5	推~
薩	ɬæk8a	菩~
薪	ɬɐn1a	~水
薯	sy2	番~
薰	fɐn1a	~衣草
藉	tsia5	~故，~口
藉	tsʰiɐt8a	狼~
藍	lam2	~色;姓
藏	tʰɔn2	隐~
藏	tsʰɔn3	西~，~族
藐	mau3	~视
藕	ŋɐi3	~断丝连，莲~
藝	ŋɛ3	~术，文~晚会
藤	tʰɐn2	~椅
藥	jiɔk8a	中~，~片
藩	pʰan1a	曾国~
藹	ʔɔi3	和~，宋~龄
藿	fɔk8a	~香(中药)
蘆	lu2	~苇
蘇	ɬu1a	~州;姓
蘭	lan2	~花
蘸	tiam3	~豉油
虎	fu3	老~
虎	fu1a	马~
虐	ȵɔk8a	~待
虔	kʰian2	~诚
處	tsʰy5	~理
處	tsʰy5	~所
虜	lɔ3	俘~
虞	ʔŋ̍2	姓，~姬
號	hɔ3	~叫，呼~[动]
號	hɔ2	~码，口~[名]
虧	kʰuɐi1a	食~(吃亏)
虹	hoŋ2	彩~
虻	mɔŋ2	牛~
蚊	mɐn1a	~香
蚌	pʰɔŋ3	~埠(地名)
蚌	pʰɔŋ3	~壳
蚣	koŋ1a	蜈~
蚤	ɬɐt8a	跳~
蛀	tsʰy1a	~虫
蛆	tsʰui1a	蛆虫，生~
蛇	sa2	毒~
蠱	ku3	养~，~惑
蛋	tʰan3	皮~
蛙	va1a	青~，~泳
蛛	tsy1a	蜘~
蛤	kiɛp8a	花~;~蚧
蛾	ŋɔ2	飞~扑火
蜀	tsʰok8a	四川简称，乐不思~
蜂	foŋ1a	蜜~
蜈	ʔŋ̍2	~蚣
蜓	tʰɐn2	蜻~
蛻	tʰui5	~变，~皮，~壳
蜘	tsi1a	~蛛
蜜	mɐt8a	~蜂
蜻	tsʰɐn1a	~蜓
蝕	sɐt8a	腐~
蝗	vɔŋ2	~虫
蝙	pʰian1a	~蝠
蝠	fok8a	蝙~
蝦	ha1b	鱼~，~公
蝦	ha1b	~蟆(蟾蜍)
蝨	ɬɐt8a	虱子，~嫲
蝴	fu2	~蝶
蝶	tʰiɛp8a	蝴~
蝸	vɔ1a	~牛
螂	lɔŋ2	螳~
螃	pʰɔn3	~蟹
融	joŋ2	~化;孔~(人名)
螢	jɐn2	~火虫
螳	tʰɔn2	~螂
螺	lɔ2	田~
蟀	ɬɐt7	蟋~
蟄	tsʰæk8a	惊~
蟆	mɔ1b	蛤~(蟾蜍)
蟒	mɔn3	~蛇
蟬	sam2	蝉
蟲	tsʰoŋ2	害~
蟹	hai3	老~
蟻	ȵɛ5	蚂蚁，白~
蟾	kʰiam2	~蜍
蠅	sɐn2	乌~(苍蝇)
蠍	kʰiɛt8a	蝎子，蛇~心肠
蠔	hɔ2	海蛎
蠟	læp8a	~烛
蠢	tsʰun3	~才
蠶	tsʰam2	~丝
蠻	mɐn2	不听话;野~
血	sæk8a	流~
行	hɔŋ2	银~
行	hɐŋ2	~为;行走
行	hɐŋ2	品~
術	suk8a	技~
街	kai1a	~路
衙	ŋa2	~门
衛	vei3	~生
衝	tsʰoŋ1a	~锋枪
衡	hɐŋ2	~量，平~
衣	ji1a	外~;花生皮
表	piau3	图~，~扬
衫	ɬam1a	衬~，~裤(衣服)
衰	sui1a	~弱，~老[文]
衰	sui1a	运气不好[白]
袁	jan2	姓，~世凯
袋	tʰɔi3	袋子
袍	pʰu2	长~，袄~
袖	tsʰiu3	领~，衫~(衣袖)
被	pʰi1a	被子，毛巾~
被	pʰi3	~动，~迫
袱	fok8a	包~
裁	tsʰɔi2	裁，~纸，剪~
裂	liɛt8a	~开，分~
裌	kʰiɛt8a	~袄，~衣
裏	ly3	~外，~背(里面)
裕	jy3	富~
裙	kʰuɐn2	裙子
補	pu3	~鞋，~充
裝	tsɔŋ1a	假~
裸	lɔ3	~体
裹	kɔ3	包~
製	tsɛ5	~造
複	fok8a	重~，~印，~写纸
褒	pɔ1a	~奖，~义词
褸	lɐi1a	大~
褥	jok8a	垫被，褥子
褪	tʰui5	~色
褲	fu5	裤子
褶	tsæp8a	衣裙或皮肤上的皱纹，打~
襄	ɬiœŋ1a	~阳(地名)
襖	ʔɔ5	棉~，~袍
襟	kʰɐm1a	衣的前幅、交领，连~
襠	tɔn5	裤~
襠	tɔn5	裤~[白]
襪	mæk8a	鞋~
襯	tsʰɐn5	~衫
襲	tsʰæp8a	~击，偷~
西	ɬi1a	东西南北
要	jiau1a	~求
要	jiau5	重~
覆	fok8a	~盖[文]
覆	kʰɐt7	倒扣，碗倒扣在桌面[白]
見	kian5	~人，~识
規	kʰui1a	~定，圆~
視	si5	近~
親	tsʰɐn1a	~生，父~
親	tsʰɐn1a	~家
覺	kau5	睡~
覺	kau5	~得，知~
覽	lam3	展~，阅~室
觀	kɔn1a	参~，~音
觀	kɔn1a	道~
角	kɔk8a	牛~，~色
解	kai3	~释，讲~[文]
解	kai3	~开[白]
解	kai3	懂了，理~，了~
觸	tsʰok8a	接~，~犯
言	ȵan2	语~
訂	tɐn5	预~，~房间
訃	pok7	~告
計	kɛ5	~算，会~
訊	ɬɐn5	通~
討	tʰu3	~老婆，~厌
訓	fɐn5	教~，~人
訖	ŋɐt7	收~
託	tʰɔk8a	~词，推~
記	ki5	笔~，~号
訟	tsʰoŋ3	诉~
訣	kʰiɛt8a	口~
訪	fɔn3	采~，~问
設	siɛt8a	~计，建~
許	hy3	允~;姓
訴	ɬu5	上~，倾~
診	tsʰɐn3	急~
註	tsy5	~释
詐	tsa5	~骗
詔	tsʰau3	~书;~安(地名)
評	pʰɐn2	批~，~论
詞	sia1a	歌~
詠	viɐn3	歌~
詢	tsʰun2	咨~，~问
試	si5	考~[文]
試	tsi5	试试[白]
詩	sia1a	~人
詭	kuɐi3	~计多端
話	va3	笑~，讲~[文，名]
話	va3	讲~[白，名]
話	va3	说[白，动]
該	kɔi1a	应~
詳	tsʰɔŋ2	~细
誅	tsy1a	天~地灭
誇	kʰa1a	~大，~张
誌	tsi5	县~，标~
認	ȵɐn3	承~，~真
誓	tsɛ5	发~
誕	tan5	圣~，~生
誘	jiu5	~惑，引~
語	ȵy3	~文
誠	sɐn2	真~，~实
誣	mɔ2	~陷，~告
誤	ʔŋ̍3	~会，错~
誦	tsʰoŋ3	背~
說	sɔk8a	小~
誰	tsui2	疑问代词
課	fɔ5	上~
誼	ȵi2	友~
調	tʰiau2	~和，~整
調	tʰiau3	音~
調	tʰiau3	~动，~走
談	tʰam2	会~，~论
請	tsʰian3	~人，邀~
諒	liœŋ5	原~，~解
論	lun3	~语
論	lun3	议~，~文
諗	nɐn3	思考
諜	tʰiɛp8a	间~
諧	hai2	和~
諱	vɐi3	忌~
諷	foŋ3	~刺
諸	tsy1a	姓;~如此类
諺	jan5	农~，~语
諾	nɔk8a	承~，~言
謀	mɐi2	计~，~财害命
謂	vɐi5	称~，所~
謄	tʰɐn2	~写，~抄
謊	fɔŋ1a	说~
謎	pi2	~语，猜~
謗	pʰɔn3	诽~
謙	sam1a	~虚
講	kɔŋ3	~话
謝	tsʰia3	多~;姓
謠	ȵau2	歌~，民~
謬	mɐi2	~论，荒~
謹	kɐn3	~慎，严~
證	tsɐn5	~明
譏	ki1a	~笑
識	sɐt8a	相~，~字
譚	tʰam2	姓，~嗣同
譜	pʰu3	族~，歌~
警	kiɐn3	~察，报~
譬	pi3	~喻，~如
譯	jiɐt8a	翻~
議	ȵi5	~论，会~
護	fu5	保~，~士
譽	jy3	荣~
讀	tʰok8a	~书，阅~
變	pian5	~化，改~
讓	ȵɔŋ5	~位
谷	kok8a	山~
豆	tʰɐi3	黄~
豈	hi3	~有此理
豉	si3	豆~
豌	vɔn3	~豆
豎	sy3	横~
豐	foŋ1a	~收
豔	ȵam3	鲜~，~丽
豚	tʰuɔn2	海~
象	tsʰian3	气~
象	tsʰian3	大~
象	tsʰian3	印~，想~
豪	hɔ2	~华，~猪
豫	jy2	犹~
豬	tsy1a	~肉
豹	pau5	动物，~虎
豺	tsʰɔi2	~狼
貂	tiu1a	~婵，~皮
貌	mau3	礼~
貓	miau1b	大~
貝	pei5	宝~
貝	pei5	川~，~壳
貞	tsɐn1a	~节
負	fu5	~责，~担
財	tsʰɔi2	财，发~
貢	koŋ5	~献
貧	pʰɐn2	扶~
貨	fɔ5	~车，百~
販	fan5	~毒，小~，~卖
貪	tʰam1a	~心
貫	kɔn5	一~，~彻
責	tsɐt8a	~任，负~
貳	ȵi5	~心
貴	kuɐi5	~重
貶	pian3	~值
買	mai3	~卖
貸	tʰai5	~款
費	fɐi5	~用，浪~
貼	tʰiɛp8a	补~
貼	tʰiɛp8a	~纸，~对联[动]
貿	mɐi3	外~，~易
賀	hɔ3	祝~，~礼
賂	lu3	贿~
賃	nɐn3	租~
賄	fɐi3	受~，~赂
資	tia1a	~本
賈	ka3	姓，~宝玉
賊	tsɐt8a	做~
賒	sa1a	~帐
賓	pɐn1a	贵~
賜	tsʰi5	赏~
賞	sɔŋ3	欣~，~金
賠	pʰɔi2	~钱
賢	jan2	~惠，圣~
賣	mai1a	买~
賤	tsʰian3	下~，~人
賦	fu5	天~
質	tsɐt8a	~量，品~
賬	tsɔn5	算~，~簿
賭	tu3	~博
賴	lai3	依~，无~;姓
賺	tsʰan3	~钱
購	kʰɐi5	采~，收~
賽	ɬɔi5	比~
贅	tsʰui3	累~，入~
贈	tsɐn5	~送
贊	tsan5	称~，~助
贏	jɐn2	~输
贓	tsɔn1a	~款，贪~枉法
贖	sok8a	~罪
赤	tsʰiɐt7	~色，~脚
赦	sa5	~免
赫	hɐt8a	~~有名，显~
走	tsɐi3	行走
赴	fu5	奔~，~汤蹈火
起	hi3	起
趁	tsʰɐn5	~机
超	tsʰau1a	~过
越	jæk8a	~来~好
趕	kɔn3	追~
趙	tsʰau3	姓
趟	tʰɔn5	两~
趣	tʰui5	兴~
趨	tsʰy1a	~势
足	tsok8a	~球，满~
趾	tsi3	脚~
跌	tiɛt8a	~打
跑	pʰau3	~步
跔	pɐi1b	蹲;腿蜷曲
跛	pɛ1a	~脚(跛足)[训]
距	kʰy3	~离
跟	kɐn1a	~从
跟	kɐn1a	找，寻找;挣(钱)
跡	tsiɛt8a	~象，痕~[文]
跡	tsiɛt8a	脚~，油~[白]
跨	kʰa1a	~栏，~度
跪	kʰuɐi3	下~
路	lu3	大~
跳	tʰiau5	~高，起~
跳	tʰiau5	~上跌落(阳平)
踎	pɐi1b	蹲
踏	tʰæp8a	脚~
踐	tsʰian3	实~
踢	tʰɐt8a	~球
踭	tsɐn1a	脚后跟，脚~
蹄	tʰi2	马~
蹤	tsoŋ1a	失~，~影
蹩	pɐi1b	跛，~脚
蹲	pɐi1b	~马(扎马步)[文]
蹲	pɐi1b	蹲下[白]
躁	tsʰu5	烦~，暴~
躍	jiɔk8a	跳~，大~进
身	sɐn1a	~体，上~
躬	koŋ1a	鞠~
躱	tɔ3	~避，~开
躺	tʰɔn3	平~
車	tsʰa1a	火~
車	ky1a	象棋，~马炮
軋	ʔæk8a	~钢厂
軌	kuɐi3	铁~
軍	kuɐn1a	~队，参~
軒	hian1a	人名用字
軛	ʔɐt8a	牛~(牛耕田时套的人字形工具)
軟	ȵɔn1a	~弱
軸	tsʰok8a	压~，~承
較	kau5	比~[文]
較	kau5	交换[白]
載	tsɔi5	一年半~
載	tsɔi5	满~而归
輔	fu5	~导，~助
輕	hian1a	年~，~松[文]
輕	hian1a	不重;年~，~松[白]
輛	liœŋ1a	车~，两~
輝	fɐi1a	光~，~煌
輩	pei5	~分，长~
輪	lun2	车~，~流
輯	tsʰɐp7	编~
輸	sy1a	~赢
輸	sy1a	运~
轄	hæk8b	管~，直~市
轅	jan2	轩~
轆	lok7	轮子
轉	tsʰɔn5	~学，~移，翻~
轉	tsʰɔn5	~圈
轍	tsʰiɛt8a	南辕北~;苏~(人名)
轎	kʰiau3	坐~，扛~
轟	kʰɐn1a	~炸
輻	fok8a	~射
辛	ɬɐn1a	~苦
辣	læk8a	~椒
辦	pʰan3	~事
辨	pʰian3	分~，~别
辭	tsʰi2	~职，告~
辯	pʰian3	~论
辰	sɐn2	时~
辱	jok8a	污~
農	noŋ1b	~村
迂	jy1a	~回，~腐
迅	ɬɐn5	~速
迎	ŋɐn2	~接，欢~
近	kʰun1a	最~，~来[文]
近	kʰun1a	远近[白]
迫	pɐt8a	压~，~害[训]
述	suk8a	叙~
迷	mi2	入~，~路
追	tsui1a	~求[文]
追	tsui1a	追赶，赶走[白]
退	tʰui5	后~，~步[文]
退	tʰui5	向后退[白]
送	ɬoŋ5	~人
逃	tʰɔ2	~走
逆	ŋiɐt8a	~风
透	tʰɐi5	~明
逐	tsʰok8a	~渐，驱~
途	tʰu2	前~
逗	tʰɐi3	~留，~号
逗	tʰɐi3	水~
通	tʰoŋ1a	~过，~风，打~
逝	sɛ3	~世
逞	tsʰɐn2	~能，得~
速	tʰok7	~度
造	tsɔ5	创~
逢	foŋ2	相~，~年过节[文]
逢	foŋ2	~到(遇到)[白]
連	lian2	~长;大~(地名)
逩	pɐn1a	投~
逮	tʰi3	~捕
進	tsʰɐn5	~步，前~
逵	kʰuɐi2	人名用字，李~
逸	jɐt7	劳~结合
逾	jy2	超过，~期
遁	tʰun3	逃~
遂	ɬui3	杀人未~
遇	jy3	遭~，相~，~到
遊	jiu2	~泳，旅~
運	vɐn3	~气，好~
遍	pʰian5	三~，~地，普~
過	kɔ5	~去，~头
道	tʰɔ3	~理
達	tʰæk8b	发~，~到
違	vɐi2	~反
遜	ɬian5	~色，谦~
遞	tʰi3	传~，邮~员
遠	jan3	永~
遣	hian3	派~
遙	ȵiau2	逍~
適	ɬiɐt7	~应，合~
遭	tsɔ1a	~遇，~殃
遮	tsa1a	遮挡[动];伞[名]
遲	tsʰi2	~到，推~
遵	tsun1a	~守
遷	tsʰian1a	升~，~怒
選	ɬian3	~择，挑~
遺	vɐi2	~失，~憾
遼	liau2	~宁，~国
避	pʰi3	逃~
邀	jiau1a	~请
邁	man3	豪~，~步
還	van2	~原[文]
還	van2	~钱[白]
還	van2	~有[白]
邊	pian1a	~疆，旁~
那	nai3	~里;姓
邦	pɔŋ1a	~国;刘~(人名)
邪	tsʰia1a	~气，~门歪道
邵	tsʰau3	姓
郁	jiok7	抑~;~金香;姓
郊	kau1a	~区
郞	lɔŋ2	新~;姓，~平
郡	fɐn3	~主
部	pʰu3	~队，干~
郭	kɔk8a	姓，~靖
郵	jiu2	~票，~电局
都	tu1a	首~，~市
都	tu1a	都是
鄂	ŋɔk8a	湖北简称
鄕	sɔŋ1a	家~
鄒	tsau1a	姓，~家华
鄙	pi1a	卑~，~视[文]
鄙	pi1a	差劲[白]
鄧	tʰɐn3	姓，~小平
鄭	tsʰian3	~重;姓
鄰	lɐn2	~居
酉	jiu1a	地支，申酉戌亥
酌	tsʰœk8a	斟~，~情
配	pʰei5	分~，搭~
酒	tsiu3	~精
酥	ɬu1b	脆，杏仁~
酬	tsʰiu2	应~，~谢
酵	hau1a	发~，~母片
酷	hu5	残~
酸	ɬuɔn1a	~甜
醃	jæp8a	腌制
醇	sɐn2	酒味~
醉	tsui5	~酒
醋	tsʰu5	陈~
醒	ɬian3	清~，~过来
醜	tsʰiu3	出~[文]
醜	tsʰiu3	长得丑[白]
醫	ʔi1a	~生
醬	tsiœŋ3	沙茶~，辣椒~
醮	tsiau1a	打~(做法事)，再醮(嫁人)
釀	ȵiœŋ2	~豆腐[训]
釁	jɐn2	挑~
釅	ȵam2	~茶
釉	jiu2	上~，~彩
釋	ɬiɐt8a	解~
里	li1a	公~
重	tsʰoŋ2	~复
重	tsʰoŋ1a	~量[文]
重	tsʰoŋ1a	轻~[白]
野	ja1a	~人
量	liœŋ2	衡~，~尺寸
量	liœŋ5	数~
釐	li2	~米
金	kɐm1a	~银
釘	tɐn1a	铁~[名]
釘	tɐn1a	~铁钉[动]
釜	fu3	破~沉舟
針	tsɐm1a	~线，~对
釣	tiau3	~鱼
釵	tsʰa1b	宝~
鈍	tʰun3	迟~，~角
鈔	tsʰau1a	~票
鈞	kuɐn1a	千~一发
鈴	liɐn2	~声，风~
鉗	kʰiam2	~工，火~
鉛	jan2	~笔，~球
鉢	pæk8a	花~(花盆)，衣~
鉤	tiau5	鱼~
鉸	kau5	~剪
銀	ŋɐn2	金~，~行
銅	tʰoŋ3	金银~铁
銘	mian2	~文，~刻
銜	hɐm2	军~;叼在嘴里
銲	hɔn3	电~，~接
銷	ɬiau1a	供~社，~售
銹	liu5	铁~
銼	tsʰɔ5	~刀
鋒	foŋ1a	~利;雷~(人名)
鋤	tsʰɔ3	~草，~禾日当午
鋪	pʰu1a	~路，床~
鋪	pʰu5	店~，当~
銳	jui3	尖~，~角
鋸	ky5	电~
鋼	kɔn5	炼~，~笔
錄	lok8a	记~，~取
錐	tsui1a	圆~
錘	tsʰui2	铁~[名];[动]
錢	tsʰian2	~财
錦	kɐm3	~绣，~旗
錨	miau2	抛~
錫	ɬɐt7	~纸;无~(地名)
錮	ku5	禁~
錯	tsʰɔ5	~误
錯	tʰɔ5	~开，~杂
錶	piau1a	手~
鍊	lian3	~丹，锻~
鍍	tʰu3	电~
鍘	tsʰɔ2	~刀
鍛	tuɔn3	~炼
鍵	kian5	关~，~盘
鎔	jioŋ2	朱~基(人名)
鎖	ɬɔ3	~匙
鎭	tsɐn5	~长，~压
鏟	tsʰæk8a	~草
鏡	kian5	镜子
鐘	tsoŋ1a	两点~，闹~
鐧	kan3	杀手~
鐮	liam2	镰刀，禾~
鐲	ʔæk8a	手~
鐵	tʰiɛt8a	~皮
鑄	tsy5	~铁，~钢
鑊	vɔk8a	锅
鑑	kɐm5	~定
鑲	ɬiœŋ1a	~牙
鑼	lɔ2	~鼓
鑽	tsuɔn5	~孔，~山洞[动]
鑽	tsuɔn5	电~[名]，~石
鑿	tʰɔk8a	用凿子凿
钁	kʰuk8a	锄头，~锄，~头
鏈	lian3	项~，~条
長	tsɔŋ3	生~，省~
長	tʰɔŋ2	~期，~短
門	mɐn2	关~
閂	kʰɐn5	~门，门~
閃	tsam3	~开
閉	pi5	关~
開	hɔi1a	公~，~门
閏	ȵɐn3	~月
閑	han2	~事，空~
間	kan5	房~，中~
間	kan5	~断，离~[文]
間	kan5	隔开[白]
閘	tsʰæp8a	铁~，跳~
閣	kɔk8a	~楼;~下
閨	kuɐi1a	~房
閩	mɐn3	福建简称，~南
閱	jæk8a	~读
閹	jam1a	~鸡，~猪
閻	ȵam2	~罗王;姓
闊	fæk8a	开~
闖	tsʰɔŋ5	~祸，李~王
關	kuɔn1a	~门，海~
闢	pʰɐt8a	开~，复~
阮	jan3	姓，~玲玉
防	fɔŋ2	~止，国~
阻	tsɔ3	~止，~力
阿	ʔa1a	~爸
附	fu3	~近，~带
陋	liu5	简~
陌	pɐt8a	~生人
降	kɔŋ5	下~，~低
降	hɔŋ2	投~
限	han3	期~，~制
陛	pi5	~下
陝	sam3	~西
陡	tɐi3	斜度大，~峭
院	jan3	医~，~长
陣	tsʰɐn3	~雨
除	tsʰy2	~法
陪	pʰɔi2	~同
陰	jɐm1a	~天
陳	tsʰɐn2	姓;~列，~皮
陵	lɐŋ2	中山~
陶	tʰɔ2	~瓷;姓
陷	hɐm3	~害，~井
陸	lok8a	大~，~续
陽	jiɔŋ2	太~;揭~(地名)
隆	loŋ2	兴~，~重
隊	tʰui3	~伍，排~
階	kai1a	台~，~级
隔	kɐt8a	~壁
際	tsɛ5	国~
障	tsɔn5	保~
隧	ɬui3	~道
隨	tsʰui2	~时，~便
險	sam3	危~，保~
隱	jɐn3	~形，~身
隸	tʰi3	奴~，~属
隻	tsɐt7	两~
雀	tsʰiœt8a	麻~，~斑
雁	ŋan5	大~
雄	soŋ2	英~
雅	ŋa3	文~;~典(国名)
集	tsɐp8a	~合，~体
雇	ku5	~人，~主
雌	tsʰi1a	~雄
雍	jioŋ1a	~正皇帝
雕	tiu1a	木~，~刻
雖	ɬui1a	~然
雙	ɬɔŋ1a	一~鞋
雛	ȵəu5	~形
雜	tsʰæp8a	复~
雞	kɛ1a	~公(公鸡)
離	li2	~別，~开
難	nan2	困~
難	nan3	逃~，患~
雨	sui3	落~，谷~，~水
雪	ɬiɛt8a	落~(下雪)，~白
雲	vɐn2	乌~
零	liɐn2	十~个，~头
雷	lui2	打~，~公;姓
雹	pʰɔk8a	冰~
電	tʰian3	触~，~灯
需	ɬui1a	~要
震	tsɐn5	地~
霍	fɔk8a	姓;~乱
霜	ɬiœŋ1a	落~，~降
霞	ha3	晚~
霧	mu5	大~
露	lu5	~水，白~，打~
霹	pʰiɐt7	~雳舞
靈	liɐn2	~活
靑	tsʰɐn1a	~色，~年
靖	tʰiɐn3	李~(人名)
靜	tʰiɐn3	安~
非	fɐi1a	是~，~常
靠	kʰau5	依~，可~
面	mian5	~子
革	kɐt8a	~命，改~
靭	ȵɐn5	不易断[白]
靴	hɛ1b	皮~
鞋	hai2	布~
鞍	ʔɔn1b	马~，~山
鞏	koŋ3	~固
鞭	pian1a	皮~，~策
韓	hɔn2	~国;姓
韭	kiu1a	~菜
音	jɐm1a	~乐，声~
韶	sau2	~关(地名)
韻	vɐn3	押~，~律
響	sɔŋ3	音~
頁	jæp8a	~数
頂	tian3	山~[白]
頂	tɐn1a	~唔得(顶不住)[文]
頃	kʰiɐn3	千~，~刻
項	hɔŋ3	~链;姓，~羽
順	sun3	~利，~风
須	ɬui1a	必~
頌	tsʰoŋ3	歌~
預	jy3	~报，~备
頑	ŋan2	~固，~皮
頒	pan1a	~布，~奖
頓	tun3	停~，~脚
領	lian1a	~导，衫~(衣领)
頭	tʰɐi2	开~
頸	kian3	脖子
頻	pʰɐn2	~繁
顆	fɔ3	一~珍珠，~粒
題	tʰi2	~目，难~
額	ŋɐt8a	名~
顏	ŋan2	姓;~色
願	ȵan3	~望
顚	tian1a	~倒，~簸
類	lui3	分~
顧	ku5	照~
顯	sɐp8a	明~
頦	ŋɔk8a	脖子前面部分，大~
顫	tsʰan5	~抖
風	foŋ1a	大~，~气
飄	pʰiau1a	~扬
飛	fɐi1a	~机;人名，张~[文]
飛	fɐi1a	飞行[白]
食	sɐt8a	粮~;吃
飢	ki1a	~饿
飯	fan3	~店[文]
飯	fan3	食~(吃饭)[白]
飮	ȵɐm3	~料
飮	ȵɐm3	~田
飼	tsʰia3	~料，~养[文]
飼	tsʰia3	喂饭[白]
飽	pau3	食~(吃饱)
飾	sɐt8a	装~
餃	kau3	饺子，水~
餠	pian3	~干
餈	si2	糍粑，糯米~
餉	sɔŋ3	军~
養	jiɔŋ1a	培~，~猪
餐	tsʰam1a	~车，快~
餓	ŋɔ3	饥~
餘	jy2	多~
餡	hɐm2	~饼
館	kɔn3	图书~
餾	liu2	蒸~水，~粄
餿	ɬɐi1a	饭馊了，臭~
饅	man3	~头
饑	ki1a	~荒
饒	ȵau2	~命，求~
首	siu3	~先
香	sɔŋ1a	~味，烧~;~港(地名)
馨	hiɐn1a	温~
馬	ma1a	骑~，~虎
馮	foŋ2	姓
馳	tsʰi2	奔~
駁	pɔk8a	反~
駐	tsʰy3	~扎
駕	ka5	~驶证
駛	sia3	驾~
駝	tʰɔ2	骆~
駭	hɔi3	惊~，~人听闻
駱	lɔk8a	~驼
騎	kʰi2	~马
騎	kʰi2	~楼
騙	pʰian5	欺~
騰	tʰɐn2	奔~
騷	ɬu1a	风~，离~
騾	lɔ2	骡
驅	kʰy1a	先~，~动
驕	kiau1a	~傲
驗	ȵam3	~收，试~
驚	kiɐn1a	害怕;~蛰
驟	tsau5	步~
驢	lu2	毛驴
骨	kuɐt8a	~头
骯	ʔɔŋ1a	~脏
髀	pi3	大~(大腿)
髒	tsɔn1a	肮~
髓	ɬɔi3	骨~
體	tʰi3	~育，身~
髙	kɔ1a	姓;~低
髮	fæk8a	头~
髻	kɛ5	发髻;鸡~(鸡冠)
鬃	tsoŋ1a	马~，猪~
鬆	ɬoŋ1a	轻~，放~
鬍	fu2	~须
鬚	ɬu1a	胡~
鬢	pɐn5	~角
鬥	tɐi5	~争，批~
鬧	nau3	~热，~事
鬮	kɐi1a	拈~(抓阄)
鬼	kuɐi3	鬼神
魁	vai2	~梧，花~
魂	vɐn2	灵~
魄	pʰæk8a	魂~，气~
魏	ŋɛ2	~国;姓
魔	mɔ1b	~术，~鬼
魚	ȵy2	金~
魯	lɔ3	~国，~迅
鮎	liam2	~鱼
鮑	pau1a	姓;~鱼
鮮	ɬian1a	新~
鮮	ɬian1a	朝~(国名)
鯉	li1a	~鱼
鯨	kiɐn1a	~鱼
鯽	tsɐt8a	~鱼
鰐	ŋɔk8a	~鱼
鰓	ɬɔi1a	鱼鳃
鰻	man3	~鱼
鰾	pʰau5	鱼~
鱗	lɐn2	鱼~
鳥	niau3	花~市场[文]
鳥	niau3	~笼[白]
鳥	tiau3	骂人话，交合[白]
鳩	kiu1a	斑~
鳳	foŋ3	~凰
鳴	mɐn2	~叫
鴉	ʔa1a	老~，乌~，~片
鴨	ʔæp8a	鸭子
鴻	foŋ2	大展~图
鴿	kæp8a	白~
鵝	ŋɔ1b	天~
鵡	vu3	鹦~
鵲	tsʰiœt8a	喜~，鸦~
鶯	ʔɐn1a	黄~，夜~
鶴	hɔk8a	仙~
鷂	jau3	纸~(风筝);~婆(老鹰)
鷹	jɐn1a	老~
鷺	lu5	白~
鸕	lu2	~鹚(扁嘴善捕鱼的水鸟)
鸚	jiɐn1a	~鹉
鹹	hɐm2	~淡
鹻	kan3	酸~，~性
鹻	kan3	纯~
鹽	ȵam2	盐
鹿	lok8a	~角，梅花~
麗	lɛ3	秀~
麝	sa3	~香
麥	mɐt7	小~，~芽糖
麴	kʰok7	酒~
麵	mian3	~粉
麻	ma2	天~，~烦
黃	vɔŋ2	姓;~色
黎	lɛ2	~民，~明;姓
黏	nian1a	~合剂，~起来
黑	hɐt8a	~白
默	mɐt8a	沉~，~写
點	tiam3	~心，~头
黨	tɔn3	入~，~员
黴	mɔi2	发~，倒~
鼈	pian1a	甲鱼
鼎	tɐn1a	~盛
鼓	ku3	锣~，~励
鼠	sy3	老~
鼻	pʰi3	鼻子;鼻涕
鼾	ʔɔn2	~睡
齊	tsʰɛ2	~国[文]
齊	tʰɛ2	整~，放~，来~[白]
齋	tsai1a	食~(吃斋)
齒	tsʰi3	牙~
齦	ŋɐn2	牙~肉(牙龈)
龍	loŋ2	~头
龐	pʰɔŋ2	~大;姓，~太师
龜	kuɐi1a	乌~
