#漢字	音標	解釋
釁	jan3	
釃	ʃai1	
采	tʰɔi2	
釉	jau6	
釋	ʃek7	
里	li5	
重	tʃoŋ5	輕～，嚴～
重	tʃoŋ4	～複
野	jɛ5	
量	la4	動詞
量	la6	名詞
釐	li1	
金	kam1	異讀
金	tʃam1	
釒	tʃam1	
釓	kɔt8	
釔	jit7	
釕	liu5	
釗	tʃiu1	
釘	ɗeŋ1	
釙	ɓo1	
針	tʃam1	
釣	ɗiu3	
釤	ʃɔm1	
釦	kʰau3	紐～。 又《集韻》丘堠切，音𡨥。義同。
釧	tʃʰyn3	
釩	fɔn4	
釵	tʃʰɔ1	
釷	tʰu2	
釹	ny5	
鈀	ɓɔ2	
鈁	fɔŋ1	
鈄	tʰau2	
鈇	fu1	
鈈	ɓat7	
鈉	nɔp10	
鈍	tan6	
鈐	kim4	
鈑	ɓɔn2	
鈔	tʃʰɔu1	
鈕	nau5	
鈞	kʷan1	
鈣	kɔi3	
鈥	wo2	
鈦	tʰɔi3	
鈧	kʰɔŋ3	
鈩	lu4	
鈮	ni4	
鈰	ʃi5	
鈳	kʰo1	
鈴	leŋ4	
鈴	leŋ1	口語讀音
鈷	ku2	
鈸	pɔt10	
鈹	pi4	
鈺	ȵok9	
鈽	ɓu3	
鈾	jau4	
鈿	tin6	
鉀	kɔp8	
鉅	ky5	
鉈	tʰɔ1	
鉉	jyn5	
鉍	ɓi3	
鉑	pɔk10	
鉕	pʰo2	
鉗	kɛm4	
鉛	jyn4	
鉝	lap9	
鉞	jœt10	
鉢	ɓut7	
鉤	kau1	文讀
鉤	ŋau1	白讀
鉦	tʃeŋ1	
鉨	ni5	
鉬	mok9	
鉭	tʰɔn2	
鉮	ʃan1	
鉲	kʰɔ2	
鉺	ȵi5	
鉻	kɔk8	
鉿	hɔp8	
銀	ŋan4	
銃	tʃʰoŋ3	
銅	toŋ4	
銎	hoŋ1	
銓	tyn4	
銖	tʃy1	
銘	meŋ4	
銚	jiu4	大鋤；姓
銚	tiu4	長矛
銚	tiu6	煎藥或燒水用的器具
銚	tʰiu1	鍬
銜	ɔm4	
銠	ləu5	
銣	ʃy4	
銥	ji1	
銦	an1	
銨	ɔn2	
銩	ɗiu1	
銪	jau5	
銫	ʃek7	
銬	kʰɔu3	
銱	ɗiu3	
銲	ŋɔn6	
銳	jui6	
銷	ɬiu1	
銻	tʰai1	鋁
銼	tʰœ3	
鋁	ly5	
鋂	mui4	
鋃	lɔŋ4	
鋅	ɬan1	
鋇	ɓui3	
鋈	jok7	
鋌	teŋ5	
鋏	kip7	
鋒	foŋ1	
鋝	lœt10	
鋟	tʰim1	
鋣	jɛ4	
鋤	tʃo4	
鋥	tʃa6	
鋦	kok9	
鋨	ŋo4	
鋪	pʰu1	動詞
鋪	pʰu3	名詞
鋮	ʃeŋ4	
鋯	kəu3	
鋰	li4	
鋱	tʰak7	
鋶	lau5	
鋸	ky3	
鋼	kɔŋ3	
錀	lan4	
錁	kʷʰo3	
錄	lok9	
錆	tʰa1	
錇	pui4	
錈	kyn2	
錐	tʃui1	
錐	ȵui1	白讀
錒	a1	
錕	kʷʰan1	
錘	tʃui4	
錙	ɗi1	
錚	tʃa1	
錛	ɓan1	
錟	tɔm4	
錢	tin4	
錦	kam2	異讀
錦	tʃam2	
錨	mau4	
錩	tʃʰa1	
錫	ɬek7	
錮	ku3	
錯	tʰɔk8	
錳	ma5	
錶	ɓiu1	
錸	lɔi4	
錼	nɔi6	
鍀	ɗak7	
鍆	mun4	
鍇	kʰɔi2	
鍊	lin6	
鍋	kʷo1	
鍍	tu6	
鍔	ŋɔk10	
鍘	tʃʰak7	
鍛	tyn6	
鍤	tʃʰɔp8	
鍥	kʰit7	
鍩	nɔk10	
鍪	mau4	
鍰	wɔn4	
鍵	kin6	
鍶	ɬi1	
鍺	tʃɛ2	
鍾	tʃoŋ1	
鍿	ɗi1	
鎂	mi5	
鎄	ɔi1	
鎇	mi4	
鎏	lau4	
鎓	oŋ1	
鎔	joŋ4	
鎖	ɬœ2	
鎗	tʰa1	
鎘	ka2	
鎚	tʃui4	
鎢	wu1	
鎣	weŋ4	
鎦	lau4	
鎧	hɔi2	
鎩	ʃɔt8	
鎪	ɬau1	
鎮	tʃan3	
鎰	jat9	
鎳	nɛp10	
鎵	kɔ1	
鎶	ko1	
鎿	nɔ4	
鏃	tok9	
鏈	lin6	
鏊	ŋəu6	
鏌	mɔk10	
鏍	lœ4	
鏑	ɗek7	
鏖	əu1	
鏗	kʰeŋ1	擬擊鑼聲
鏗	haŋ1	鏗鏘
鏘	tʰa1	
鏜	tʰɔŋ1	
鏝	mun4	
鏞	joŋ4	
鏟	tʃʰɔn2	
鏡	keŋ3	
鏢	ɓiu1	
鏤	lau1	
鏨	tʃɔm4	
鏵	wɔ4	
鏷	pok9	
鏹	ka2	
鏻	lan4	
鏽	ɬau3	
鐃	nɔu4	
鐋	tʰɔŋ3	批～
鐒	ləu4	
鐓	tui6	
鐔	tam4	
鐗	kɔn3	車～
鐗	kɔn2	兵器
鐘	tʃoŋ1	
鐙	ɗaŋ3	
鐝	kʷʰak7	掘
鐠	pʰu2	
鐦	hɔi1	
鐧	kɔn3	車～
鐧	kɔn2	兵器
鐨	fi3	
鐫	ɗyn1	
鐮	lim4	
鐲	tʃok7	
鐳	lui4	
鐵	tʰit7	
鐸	tɔk10	
鐺	tʃʰa1	
鐽	tɔt10	
鐾	pi6	
鐿	ji3	
鑄	tʃy3	
鑊	wɔk10	
鑌	ɓan1	
鑑	kɔm3	
鑔	tʃʰɛm3	訓讀
鑠	ʃa6	
鑣	ɓiu1	
鑥	lu5	
鑪	lu4	
鑫	ham1	
鑭	lɔn4	
鑰	ja6	
鑱	tʃɔm4	
鑲	ɬa1	
鑹	tʰyn3	
鑼	lo4	
鑽	ɗyn1	
鑽	ɗyn3	
鑾	lyn4	
鑿	tɔk10	
钁	kʷʰak7	掘
釒	tʃam1	
長	tʃa4	～短
長	tʃa2	～大，年～
門	mun4	
閂	ʃɔn1	
閃	ʃɛm2	白讀，單用，意爲「躱閃」
閃	ʃim2	
閆	jim4	
閉	ɓai3	
開	hɔi1	
閌	kʰɔŋ3	
閎	oŋ4	
閏	ȵan6	
閒	ɔn4	
間	kɔn1	
間	kɔn3	
閔	man5	
閘	tʃɔp10	
閡	kɔi1	
閣	kɔk8	
閤	kɔp8	
閨	kʷai1	
閩	man5	
閫	kʷʰan2	
閬	lɔŋ6	
閭	ly4	
閱	jœt10	
閶	tʃʰa1	
閻	ȵim4	
閼	ɔt8	阻塞
閼	jin1	～支：匈奴妻
閽	wun1	
閾	wek9	
閿	man4	
闃	kʷʰek7	
闆	ɓɔn2	
闈	wai4	
闊	wut7	
闋	kʰyt7	
闌	lɔn4	
闐	tin4	
闔	ɔp10	
闕	kʰyt7	
闖	tʰɔŋ2	
闖	tʃʰɔŋ2	
關	kʷɔn1	
闞	hɔm3	
闡	tʃʰin2	
闢	pʰek7	
闥	tʰɔt8	
阜	fau6	
阝	fau6	在左。同「阜」。
阝	jap7	在右，同「邑」。
阡	tʰin1	
阢	ŋat9	
阪	ɓɔn2	
阮	ȵyn5	
阱	teŋ5	
防	fɔŋ4	
阻	tʃo2	白讀：～手～腳
阻	tʃu2	文讀：～礙
阼	tu6	
阽	ɗim3	
阿	ɔ1	～拉伯，～根廷
阿	o1	～胶，～諛，～斗
阿	a2	～姨，～叔
陀	to4	
陂	ɓi1	
附	fu6	
陋	lau6	
陌	ɓa2	
降	kaŋ3	～落，投～
限	ɔn5	
陔	kɔi1	
陘	eŋ4	
陛	pi5	
陝	ʃim2	
陟	tʃek7	
陡	ɗau2	
院	jyn6	
陣	tʃan6	
除	tʃy4	
陪	ɓui1	連詞，和……一起
陪	pui4	動詞，伴隨
陬	ɗau1	
陰	jam1	
陲	ʃui4	
陳	tʃan4	
陴	pi4	
陵	leŋ4	
陶	təu4	
陷	ɔm6	
陸	lok9	
陽	ja4	
隅	ȵy4	
隆	loŋ4	
隈	wui1	
隉	nɛt10	
隊	tui6	
隋	tui4	
隍	wɔŋ4	
階	kɔi1	
隔	ka2	
隕	wan5	
隗	ŋai6	
隘	ɔi3	
隙	kʷʰek7	
際	ɗai3	
障	tʃa3	
隧	ɬui6	
隨	tui4	
險	jim2	
隰	tap9	
隱	jan2	
隳	wai1	
隴	loŋ5	
隸	tai6	
隹	tʃui1	
隻	tʃek7	
隼	ɬan2	
雀	ɗa2	單用，泛指所有鳥
雀	tʰa2	用於合成詞。麻～：麻將，一种遊戲｜一种鳥。孔～：一种鳥。
雁	ȵɔn6	
雄	oŋ4	
雅	ȵɔ5	
集	tap9	
雇	ku3	
雉	tʃi5	
雋	tyn5	
雌	tʰi1	
雍	joŋ1	
雎	ɗy1	
雒	lɔk8	
雕	ɗiu1	
雖	ɬui1	
雙	ʃɔŋ1	
雛	tʃu4	
雜	tɔp10	
雞	kai1	
離	li4	
難	nɔn4	困～
難	nɔn6	災～
雨	jy5	
雩	jy4	
雪	ɬyt7	
雯	man4	
雲	wan4	
零	leŋ4	
雷	lui4	
雹	ɓak7	白讀：～子
雹	ɓɔu1	文讀：冰～
電	tin6	
需	ɬy1	
霄	ɬiu1	
霅	jɔp10	閃爍
霆	teŋ4	
震	tʃan3	
霈	pʰui3	
霉	mui4	
霍	kʰɔk8	
霎	ʃɔp8	
霏	fi1	
霓	ȵi1	見《玉林话研究》
霖	lam4	
霜	ʃɔŋ1	
霞	ɔ4	
霧	mu6	
霪	jam4	
霰	ɬin3	
露	lu6	
霸	ɓɔ3	
霹	pʰek7	
霽	ɗai3	
霾	mɔi4	
靂	lek9	
靄	ɔi2	
靈	leŋ4	
青	tʰeŋ1	
靖	teŋ5	
靖	teŋ6	六～ ：地名，在北流。
靚	teŋ6	
靚	la3	方言俗借字，意爲「好看」
靛	tin6	
靛	teŋ6	又讀
靜	teŋ5	
非	fi1	
靠	kʰɔu3	
靡	mi5	
面	min6	
靦	min5	
靨	jip7	
革	ka2	
靳	kʰan2	吝嗇
靴	hœ1	
靶	ɓɔ3	
靼	ɗɔt8	
鞀	təu4	
鞅	ja2	
鞉	təu4	
鞋	ɔi4	
鞍	ɔn1	
鞏	koŋ2	
鞔	mun1	
鞠	kok7	
鞣	jau4	
鞫	kok7	
鞭	ɓin1	
鞲	kau1	
鞽	kiu4	
韁	kʰa1	
韃	tʰɔt8	
韉	ɗin1	
韋	wai4	
韌	ȵan6	見《玉林话研究》
韓	ɔn4	
韙	wai5	
韜	tʰəu1	
韝	kau1	
韞	wan1	
韭	tʃau2	
音	jam1	
韶	ʃiu4	
韻	wan6	
響	ja2	
頁	jɛp10	
頂	ɗeŋ2	
頃	kʰeŋ1	～刻
頃	kʰeŋ2	公～
項	aŋ5	
順	ʃan6	
頇	hɔn1	
須	ɬy1	
頊	jok7	
頌	toŋ6	
頎	ki4	
頏	ɔŋ4	
預	jy6	準備
預	jy5	干～，參～。見《玉林话研究》
頑	ŋɔn4	
頒	ɓɔn1	
頒	pʰɔn3	
頓	ɗan3	
頗	pʰo2	
領	leŋ5	
頜	ɔp10	
頡	kit7	
頤	ji4	
頦	ɔi4	
頭	tau4	
頰	kɔp8	
頷	ɔm5	
頸	keŋ2	
頹	tui4	
頻	pan4	
顆	wo2	
題	tai4	
額	ȵa6	
顎	ŋɔk10	
顏	ȵɔn4	
顓	tʃyn1	
願	ȵyn6	
顙	ɬɔŋ2	
顛	ɗin1	
類	lui6	
顢	mun4	
顥	əu6	
顧	ku3	
顫	tʃan3	
顬	ʃy4	
顯	jin2	
顰	pan4	
顱	lu4	
顳	ȵɛp10	
顴	wun1	
風	foŋ1	
颮	ɓiu1	
颯	ʃɔp8	
颱	tɔi4	
颳	kʷɔt8	
颶	ky6	
颼	ʃœ4	
飄	pʰiu1	
飆	ɓiu1	
飛	fi1	
食	ti6	飼
食	ʃek9	
飠	ʃek9	
飢	ki1	
飧	ɬyn1	
飩	tʰan1	
飪	ȵam6	
飫	jy3	
飭	tʃʰek7	
飯	fɔn6	
飲	ȵam2	
飴	ji4	
飼	ti4	
飽	ɓɔu2	
飾	ʃek7	
餃	kɔu2	
餅	ɓeŋ2	
餉	ja2	
養	ja5	
餌	ȵi5	
餐	tʰɔn1	
餑	po6	
餒	ȵui2	
餓	ŋo6	
餘	jy4	
餚	ȵɔu4	
餛	wan4	
餞	ɗin2	
餡	ɔm6	
館	kun2	
餮	tʰip7	
餳	teŋ4	
餵	wai3	
餷	tʃɔ1	
餼	hi3	
餽	kʷai6	
餾	lau4	
餿	ʃau1	
饃	mɔk10	
饅	mɔn6	
饈	ɬau1	
饉	tʃan2	
饊	ɬɔn2	
饋	kʷai6	
饌	tʃyn6	
饑	ki1	
饒	ȵiu4	
饔	joŋ1	
饕	tʰəu1	
饗	ja2	
饜	jim3	
饞	ʃɔm4	
饢	nɔŋ4	
飠	ʃek9	
首	ʃau2	
馗	kʷai4	
馘	kʷek7	
香	ja1	
馥	fok9	
馨	heŋ1	
馬	mɔ5	
馭	ȵy6	
馮	foŋ4	
馱	to4	
馳	tʃi4	
馴	wan3	
駁	ɓɔk8	
駐	tʃy3	
駑	nu4	
駒	kʰy1	
駔	ɗɔŋ2	居中介紹買賣馬隻的人
駔	tu5	駿馬
駕	kɔ3	
駘	tɔi4	
駙	fu6	
駛	ʃai2	白讀
駛	ʃi2	文讀
駝	to4	
駟	ɬi3	
駢	pin4	
駭	ɔi5	
駱	lɔk8	
駿	ɗan3	
騁	tʃʰeŋ2	
騅	tʃui1	
騍	wo3	
騎	kɛ4	～樓
騎	ki4	
騏	ki4	
騖	mu6	
騙	pʰin3	
騫	jin1	
騭	tʃat7	
騮	lau1	
騰	taŋ4	
騶	ɗau1	
騷	ɬəu1	
騸	ʃin3	
騾	lœ4	
驀	ma6	
驁	ŋəu6	
驂	ɗɔm1	
驃	pʰiu3	
驄	tʰoŋ1	
驅	kʰy1	
驊	wɔ4	
驍	hiu1	
驏	tʃɔn5	
驕	kiu1	
驗	nim6	
驗	ȵim6	
驚	keŋ1	
驛	ek9	
驟	ɗau1	
驢	ly4	
驢	lu4	
驤	ɬa1	
驥	kʰi3	
驪	li4	
骨	kʷat7	
骯	ɔŋ1	
骰	tau4	
骱	kɔt8	
骶	ɗai2	
骷	kʰu1	
骸	ɔi4	
骺	au4	
骼	ka2	
髀	ɓi3	
髁	wo1	
髂	kʰɔ3	
髍	mo2	
髏	lau4	
髑	tok9	
髒	ɗɔŋ3	
髓	ɬui2	
體	tʰai2	
髕	pan5	
髖	wun1	
高	kəu1	
髟	ɓiu1	髮長
髟	ʃɔm1	屋翼
髡	kʷʰan1	
髣	fɔŋ2	
髦	məu1	
髧	ɗam3	下垂
髫	tiu4	
髭	ɗi1	
髮	fɔt8	
髯	ȵim4	
髴	fat7	
髹	jau1	
髻	kai3	
鬃	ɗoŋ1	
鬆	ɬoŋ1	
鬈	kyn4	
鬍	wu4	
鬏	ɗau1	
鬚	ɬu1	
鬟	wɔn4	
鬢	ɓan3	
鬣	lɛp10	
鬥	ɗau3	
鬧	nəu6	
鬩	kʷʰek7	
鬮	tʃau1	
鬯	tʃʰa3	
鬱	wat7	
鬲	lek9	古炊具
鬲	ka2	河流名；通「隔」
鬻	jok9	
鬼	kʷai2	
鬾	ki6	
魁	wui1	
魂	wan4	異讀
魂	wun4	
魃	pɔt10	
魄	pʰa2	
魅	mi6	
魈	ɬiu1	
魍	mɔŋ5	
魎	la5	
魏	ŋai6	
魑	tʃʰi1	
魔	mo1	
魘	jim2	
魚	ȵy4	
魯	lu5	
魷	jau4	
鮎	nim5	
鮑	ɓɔu1	
鮭	kʷai1	
鮮	ɬin1	
鯁	kɔŋ2	
鯉	li5	
鯊	ʃɔ1	
鯝	ku2	
鯨	keŋ4	
鯪	leŋ4	
鯰	nim5	
鯽	ɗak7	
鰍	tʰau1	
鰐	ŋɔk10	
鰓	ɬɔi1	
鰥	kʷɔn1	
鰭	ki4	
鰻	mɔn4	
鱒	ɗyn1	
鱖	kʷai3	
鱗	lan4	
鱷	ŋɔk10	
鳥	ɗɛu1	白讀
鳥	niu4	文讀。《正韻》又尼了切，音裊。
鳧	fu4	
鳩	tʃau1	
鳳	foŋ6	
鳴	meŋ4	
鳶	jyn1	
鴆	tʃam6	
鴇	ɓəu2	
鴉	ɔ1	
鴕	to4	
鴛	jyn1	
鴝	ky4	
鴟	tʃʰi1	
鴣	ku1	
鴦	ja1	
鴨	ɔp8	
鴯	ȵi4	
鴰	kʷɔt8	
鴻	oŋ4	
鴿	kɔp8	
鵂	jau1	
鵑	kyn1	
鵒	kok7	
鵓	pɔt10	
鵜	tai4	
鵝	ŋo4	
鵠	kok7	
鵡	fu5	
鵪	ɔm1	
鵬	paŋ4	
鵯	ɓi1	
鵰	ɗiu1	
鵲	tʰa2	
鶇	ɗoŋ1	
鶉	ʃan4	
鶘	wu4	
鶚	ŋɔk10	
鶥	mi4	
鶩	mok9	
鶯	eŋ1	文讀
鶯	a1	白讀
鶴	ɔk10	
鶻	kʷat7	～鷯；～鳩
鶻	wat9	回～
鶼	kim1	
鷂	jiu4	
鷓	tʃɛ3	
鷗	au1	
鷙	tʃi3	
鷚	lau6	
鷥	ɬi1	
鷦	ɗiu1	
鷯	lɛu1	～哥：鳥名，能人言
鷲	tau6	
鷸	jok9	
鷹	eŋ1	
鷺	lu6	
鸌	wɔk7	苦～雀：苦惡鳥
鸕	lu4	
鸚	eŋ1	
鸛	kun3	
鸝	li4	
鸞	lyn4	
鹶	kʰeŋ2	苦～：又苦又鹹
鹹	ɔm4	
鹺	to4	
鹼	kim2	
鹽	jim4	
鹿	lok9	
麂	ki2	
麅	pɔu4	
麇	kʷan1	獐
麇	kʷan4	成羣
麈	tʃy2	
麋	mi4	
麏	kʷan1	
麒	ki4	
麓	lok9	
麕	kʷan1	
麗	lai6	
麝	ʃɛ6	
麟	lan4	
麥	ma6	
麩	wu1	
麪	min6	
麫	min6	
麴	kʰok7	酒麯
麵	min6	
麻	mɔ4	
麼	mo1	
麽	mo1	
麾	kʷʰai1	
黃	wɔŋ4	
黌	wa4	
黍	ʃy3	
黎	lai4	
黏	nim1	
黑	hak7	
黔	kɛm4	
默	mak9	
黛	tɔi6	
黜	tʃʰat7	
黝	jau2	
點	ɗim2	
黟	ji1	
黠	ɔt10	
黢	tʃyt7	
黥	keŋ4	
黧	lai4	
黨	ɗɔŋ2	
黯	ɔm4	
黲	tʰɔm2	
黴	mui4	
黷	tok9	
黹	tʃi2	
黻	fat7	
黼	pʰu2	
黽	ma5	蛙
黽	man5	
黿	ȵyn4	
鼉	to4	
鼎	ɗeŋ2	
鼐	nɔi6	
鼓	ku2	
鼔	ku2	
鼕	ɗoŋ1	
鼗	təu4	
鼙	pai4	
鼠	ʃy2	
鼢	fan4	
鼬	jau6	
鼯	ŋ̍4	
鼴	jin2	
鼷	kʰai1	
鼹	jin2	
鼻	pat9	白讀
鼻	pi6	
鼽	tʃau4	
鼾	hɔn1	
齇	tʃɔ1	
齈	noŋ1	
齉	nɔŋ6	
齊	tai4	
齋	tʃɔi1	
齎	ɗai1	
齏	ɗai1	
齒	tʃʰi2	
齔	tʃʰan3	
齙	pɛu4	
齜	tʃi1	
齟	ty5	
齠	tiu4	
齡	leŋ4	
齣	tʃʰat7	
齦	ŋan4	
齪	tʰok7	
齬	ȵy5	
齷	ak7	
龍	loŋ4	
龐	paŋ4	
龔	koŋ1	
龕	hɔm1	
龖	tɔp10	
龘	tɔp10	
龜	kʷai1	
龠	ja6	
鿫	əu3	
鿬	tin4	
𠍲	ky4	
𠫾	ɗai2	去
𠱘	ŋek7	
𠸺	ŋek7	
𡢐	lau1	久
𡯪	wɔŋ1	曲脛
𡯭	wɔŋ1	曲脛
𡿩	ȵœt8	水流貌
𢉥	ɛt8	擁擠
𢫦	ɓa2	
𢷕	mak7	
𢷕	mau1	
𣎴	ɗan2	用來維持竹竿、傘等物體直立的石座
𤺎	ʃɛ4	搔肚腩肉使發癢
𥅻	tʃʰoŋ1	看，見，認爲
𥇲	pʰy2	
𥈄	tʃʰoŋ1	看，見，認爲
𥫗	tʃok7	
𥿪	jɔŋ1	織物紕破如網狀
𦯈	tʰam2	舀水
𧊅	kʷɛ2	
𨧀	tu6	
𨨏	ɓo1	
𨭆	hak7	
𨭎	hi2	
𨶿	pʰa3	成人兩臂左右伸直的長度
𩞃	ʃa2	
𩨭	kʰœ2	手足凍僵
𩨷	kʰœ2	手足凍僵
𪐏	tʃʰak7	黐～～
𪥸	məu2	「冇好」合音
𮬭	lok9	鳥，來源自壯語roeg。
