#漢字	音標	解釋
㵺	pʰai2	竹排
隊	tui7a	~伍,排~
階	kai1	台~,~级
際	tsɔi5	国~
障	tsiøŋ5	保~
隧	sui6	~道
隨	tsʰui2	~时,~便
險	hin3	危~,保~
隱	jɐn3	~形,~身
隸	tɔi6	奴~,~属
雀	tsiak7b	麻~,~斑
雁	ŋæŋ6	大~
雅	ŋa5	文~;~典(国名)
集	tsɐʔ8a	~合,~体
雇	ku5	~人,~主
雌	tsʰi1	~雄
雕	tiu1	木~,~刻
雖	sui1	~然
雙	səŋ1	一~鞋
雛	tsʰui1	~形
雜	tsæʔ8b	复~
雞	kɔi7a	~公(公鸡)
離	lɐi2	~別,~开
難	næŋ2	困~
難	næŋ6	逃~,患~
雨	ji5	落~,谷~,~水
雪	sit7b	落~(下雪),~白
雲	vɐn2	乌~
雷	lui2	打~,~公;姓
雹	pok8a	冰~
電	tin6	触~,~灯
需	sui1	~要
震	tsɐn5	地~
霍	kʰok7b	姓;~乱
霜	soŋ1	落~,~降
霞	ha2	晚~
霧	mɐu6	大~
露	lɐu6	~水,白~,打~
霸	pa5	恶~,~王
非	fɐi1	是~,~常
靠	kʰɐu5	依~,可~
面	bin6	~子
靭	ɡɐn6	不易断,坚~[文]
靭	ɡɐn6	不易断[白]
靴	hɛ1	皮~
鞋	hai2	布~
鞍	uəŋ1	马~,~山
鞘	siu1	刀~
鞭	pin1	皮~,~策
韓	fəŋ2	~国;姓
韭	kɐu3	~菜
音	jiɒŋ1	~乐,声~
韶	siu2	~关(地名)
韻	vɐn5	押~,~律
響	hiøŋ3	音~
頁	jit8a	~数
項	hoŋ6	~链;姓,~羽
順	sɐn6	~利,~风
須	sui1	必~
預	ji6	~报,~备
頑	ɡæŋ2	~固,~皮
頒	pæŋ1	~布,~奖
頓	tɐn6	停~,~脚
頗	pʰo3	~有心得,偏~
頭	tʰɐu2	开~
頻	pʰɐn2	~繁
題	tʰɔi2	~目,难~
顔	ŋæŋ2	姓;~色
願	jin6	~望
顛	tin1	~倒,~簸
類	lui6	分~
顧	ku5	照~
顯	hin3	明~
飄	pʰiu1	~扬
飛	fɐi1	~机;人名,张~[文]
飛	fɐi1	飞行[白]
食	sɐk8a	粮~;吃
飢	kɐi1	~饿
飯	fæŋ6	~店[文]
飯	fæŋ6	食~(吃饭)[白]
飲	jiɒŋ3	~料
飲	jiɒŋ3	~田
飼	tsɐi6	~料,~养[文]
飼	tsɐi6	喂饭[白]
飽	pau3	食~(吃饱)
飾	sɐk7a	装~
餃	kau3	饺子,水~
餈	tsʰɐi2	糍粑,糯米~
餉	hiøŋ3	军~
養	jiøŋ5	培~,~猪
餐	tsʰæŋ7a	~车,快~
餓	ŋo6	饥~
餘	ji2	多~
餡	sɐu5	~饼
館	kuəŋ3	图书~
餾	lɐu6	蒸~水,~粄
餿	sɐu1	饭馊了,臭~
饅	mæŋ6	~头
饑	kɐi1	~荒
饒	jiu3	~命,求~
首	sɐu3	~先
香	hiøŋ1	~味,烧~;~港(地名)
馬	ma5	骑~,~虎
馳	tsʰi2	奔~
駁	pok8b	反~
駐	tsi6	~扎
駕	ka5	~驶证
駛	sɔi3	驾~
駝	tʰo2	骆~
駱	lok7b	~驼
騎	kʰiɛ2	~马
騎	kʰiɛ2	~楼
騙	pʰin5	欺~
騰	tʰɒŋ2	奔~
騷	sɐu1	风~,离~
騾	lui2	
驅	kʰui1	先~,~动
驕	kiu1	~傲
驗	jin6	~收,试~
驟	tsɐu6	步~
驢	lui2	毛驴
骨	kuɐt7a	~头
骯	hoŋ1	~脏
髒	tsioŋ1	肮~
髓	sui6	骨~
體	tʰɔi3	~育,身~
高	kɐu1	姓;~低
髮	faʔ7b	头~
髻	kɔi5	发髻;鸡~(鸡冠)
鬍	fu2	~须
鬚	sɐu1	胡~
鬢	pɐn5	~角
鬥	tɐu5	~争,批~
鬧	nau6	~热,~事
鬮	kɐu7a	拈~(抓阄)
鬼	kuɔi3	鬼神
魁	fui1	~梧,花~
魂	vɐn2	灵~
魄	pʰaʔ7b	魂~,气~
魏	ɡuɔi6	~国;姓
魔	mu2	~术,~鬼
魚	ji7a	金~
魯	lɐu5	~国,~迅
鮎	nin1	~鱼
鮑	pau1	姓;~鱼
鮮	sin1	新~
鮮	sin6	朝~(国名)
鯉	lɐi5	~鱼
鯽	tsɐʔ8b	~鱼
鰐	ɡok8a	~鱼
鰓	sui1	鱼鳃
鱗	lɐn2	鱼~
鰥	kæŋ1	~寡,~夫
鳥	niu5	花~市场[文]
鳥	niu5	~笼[白]
鳥	tiu3	骂人话,交合[白]
鳩	ku7a	斑~
鴉	ŋa1	老~,乌~,~片
鴨	ŋaʔ7b	鸭子
鴿	kæʔ7b	白~
鵝	ŋo2	天~
鵡	mɐu5	鹦~
鵲	tsʰiak7b	喜~,鸦~
鶴	hok8a	仙~
鷂	jiu7a	纸~(风筝);~婆(老鹰)
鷹	jiɐŋ7a	老~
鷺	lɐu6	白~
鸕	lɐu2	~鹚(扁嘴善捕鱼的水鸟)
鸞	lin2	~凤
鹹	hæŋ2	~淡
鹻	kæŋ3	酸~,~性
鹻	kæŋ3	纯~
鹽	jin2	
麗	lɔi6	秀~
麝	siɛ6	~香
麩	fu1	麦~
麵	bin6	~粉
麻	ma2	天~,~烦
黃	voŋ2	姓;~色
黎	lɔi2	~民,~明;姓
黏	nen1	~合剂,~起来
黑	hɒʔ7a	~白
默	bɒk8b	沉~,~写
點	tin3	~心,~头
黨	toŋ3	入~,~员
黴	bui2	发~,倒~
鼓	ku3	锣~,~励
鼠	sy3	老~
鼻	pɐi6	鼻子;鼻涕
鼾	fəŋ2	~睡
齊	tsʰɔi2	~国[文]
齊	tsʰɔi2	整~,放~,来~[白]
齋	tsai1	食~(吃斋)
齒	tsʰi3	牙~
齦	ɡɐn2	牙~肉(牙龈)
龐	pʰoŋ2	~大;姓,~太师
龕	ŋɔŋ1	神~
龜	kuɔi7a	乌~
