#漢字	音標	解釋
䉪	lui2	一種捕魚工具、深䉪,地名
蛀	tsi5	
蛆	tsʰui1	
蛇	ji4	委蛇
蛇	siɑ4	毒蛇
蛉	lɪŋ4	
蛋	tɑn6	
蛙	ʋɑ1	
蛛	tsi5	
蛟	kɑu1	
蛤	kɑp7b	蛤拐
蛤	kɑp7a	
蛤	hɑ1	蛤蟆
蛹	jəŋ2	
蜕	hui1	
蛾	ŋuɔ4	
蜀	sək8	
蜂	fəŋ1	
蜈	m̩4	
蜋	lɔŋ4	
蜍	tsʰui4	
蜒	jin4	蜿蜒
蜓	hɪŋ4	
蜘	tsi1	
蜜	mɜt8	
蜢	mɑŋ2	
蜥	sɪk7a	
蜴	jɪk8	
蜷	kʰin4	
蜻	tsʰɪŋ1	
蜿	jin1	
蜿	jin2	蜿蟺
蝌	fuɔ1	
蝕	sɪk8	侵蝕
蝕	sit8	蝕本
蝙	pʰin1	
蝟	ʋei6	
蝠	fək7a	
蝦	hɑ1	蝦蟆
蝦	hɑ5	蝦米
虱	sɜt7a	
蝴	ʋu4	
蝶	tip8	
蝸	ʋɔ1	
螂	lɔŋ4	
螃	pʰɔŋ4	
融	jəŋ4	
螞	mɑ5	螞螂
螞	mɑ5	喇嘛
螞	mɑ2	螞蟻
螞	mɑ6	螞蚱
螟	mɪŋ4	
螢	jɪŋ4	
螯	ŋou4	
螳	hɔŋ4	
螺	luɔ4	
螽	tsəŋ1	
蟀	sɜt7a	
蟄	tsɜt8	
蟆	mɑ4	
蟋	sɪk7a	
蟑	tsiøŋ1	
蟒	mɔŋ2	
蟠	pʰun4	
蟬	sim4	
蟯	ŋiu4	
蟲	tsʰəŋ4	
蟹	hɑi2	
蟹	hɑi5	
蟻	ŋɑi2	
蟾	sim4	
蠅	jɪŋ4	
蠔	hou4	
蠕	ji4	
蠟	lɑp8	
蠢	tsʰɜn2	
蠣	lɑi6	
蠵	kʰuei4	
蠶	tsʰɑm4	
蠻	mɑn4	
血	hit7b	
行	hɑŋ4	步行
行	hɑŋ6	品行
行	hɔŋ4	銀行
行	hɔŋ6	行行
衍	jin2	
術	sɜt8	
街	kɑi1	
街	kɑi5	
衙	ŋɑ4	
衛	ʋei6	
衝	tsʰəŋ2	
衡	hɑŋ4	
衣	ji1	
表	piu2	
衫	sɑm1	
衰	tsʰui1	齊衰
衰	sui1	衰老
衷	tsʰəŋ1	
袁	jin4	
袋	tui6	
袍	pʰou4	
袒	hɑn2	
袖	tsɜu6	
被	pei6	被動
被	pʰei5	被席
袱	fək8	
裁	tsʰui4	
裂	lit7b	
裏	lei2	
裏	lei5	衣裏
裏	lui5	夜裏
裔	jui6	
裕	ji6	
裙	kʰuɜn4	
補	pɜu2	
裝	tsɔŋ1	
裡	lei2	
裡	lei5	衣裡
裡	lui5	夜裡
裳	siøŋ4	
裸	luɔ2	
裹	kuɔ2	
製	tsɑi1	
褂	kuɑ1	
複	fək7a	
褐	hut7b	
褒	pou1	
褓	pou2	
褥	jək8	
褪	hɜn1	褪落來
褪	hui1	褪色
褲	fu1	
褲	fu5	變調
褶	tip8	
褶	tsip7b	皺褶
襁	kʰiøŋ5	
襄	siøŋ1	
襖	ʔou1	
襟	kʰɜm1	
襪	mɑt8	
襬	pɑi2	
襯	tsʰɜn1	
襲	tsɑp8	
西	sɑi1	
要	jiu1	
覆	fək7a	
覈	hɑt8	
見	kin1	看見
見	jin6	發見
規	kʰuei1	
覓	mɪk8	
視	si6	
親	tsʰɜn1	
覷	tsʰui1	
覺	kɑu1	睡覺
覺	kɔk7a	
覺	kɔk7b	
覽	lɑm5	
觀	kun1	
角	kɔk9	角仔
角	kɔk7b	直角
觔	kɜn1	
解	kɑi1	解款
解	kɑi2	解決
解	hɑi6	姓解
觸	tsək7a	
言	ŋin4	
訂	tiɑŋ6	落訂,白讀
訂	tɪŋ1	
計	kɑi1	
訊	sɜn1	
訌	həŋ4	
討	hou2	
訓	fɜn1	
訕	sɑn1	
託	hɔk7b	
記	kei1	
訛	ŋuɔ4	
訝	ŋɑ6	
訟	tsəŋ6	
訣	kʰit7b	
訪	fɔŋ2	
設	sit7b	
許	hui2	
訴	sɜu1	
診	tsʰɜn2	
註	tsi5	
詁	ku2	
詐	tsɑ1	
評	pʰɪŋ4	
詞	tsʰi4	
詞	si4	老派
詠	ʋɪŋ6	
詢	sɜn1	
試	si1	
詩	si1	
詫	tsʰɑ1	
詭	kuei2	
詮	tsʰin4	
話	ʋɑ6	
該	kui1	
該	kʰɜt9	這
該	kʰui5	這
詳	tsʰɔŋ4	
詹	tsim1	
誇	kʰuɑ1	
誌	tsi1	
認	ŋɜn6	老派
認	ŋɪŋ6	
誓	sɑi6	
誕	tɑn1	
誘	jɜu1	
誘	jɜu5	又音
語	ŋi5	語言
語	ŋi6	不以語人
誠	sɪŋ4	
誡	kɑi1	
誣	mɜu4	
誤	m̩6	
誦	tsəŋ6	
誨	fui1	
説	jit8	
説	sit7b	
説	sui1	
誰	sui4	
課	fuɔ1	
誼	ŋi4	
調	tiu6	調動
調	hiu4	調味
諂	tsʰim2	
諄	tsɜn1	
談	hɑm4	
請	tsʰiɑŋ2	白讀
請	tsʰɪŋ2	
諍	tsɑŋ1	
諒	liøŋ6	
論	lɜn4	論語
論	lɜn6	討論
諛	ji4	
諦	tɑi1	
諧	hɑi4	
諫	kɑn1	
諭	ji6	
諮	tsi1	
諱	ʋei6	
諳	ʔɑm1	
諷	fəŋ2	
諸	tsi5	
諺	ŋin6	
諾	nɔk8	
謀	mɑu4	
謂	ʋei6	
謊	fɔŋ1	
謎	mɑi4	
謐	mɜt8	
謔	ŋiøk8	
謙	him1	
講	kɔŋ2	
謝	tsiɑ6	
謡	jiu4	
謬	mɜu6	
謳	ʔɑu1	
謹	kɜn2	
譁	ʋɑ1	
證	tsɪŋ1	
譏	kei1	
識	sɪk7a	認識
識	tsi1	默而識之
譚	hɑm4	
譜	pʰɜu2	
警	kɪŋ2	
譬	pʰei1	
譯	jɪk8	
議	ŋi1	
譴	hin2	
護	fu6	老派
護	ʋu6	
譽	ji6	
讀	tɑu6	句讀
讀	tək8	朗讀
變	pin1	
讓	ŋiøŋ6	
讚	tsɑn1	
谷	kək7a	山谷
谷	jək8	吐谷渾
谷	lək8	谷蠡王
谿	kʰɑi1	
豁	kʰut7b	
豆	tɑu6	
豈	hei2	
豊	lɑi5	
豎	si6	
豐	fəŋ1	
豔	jim6	
豚	hɜn4	
象	tsiøŋ6	
豪	hou4	
豫	ji6	
豬	tsi1	
豹	pʰɑu1	
貂	tiu1	
貌	mɑu6	
猫	mɑu2	
貝	pui1	
貞	tsɪŋ1	
負	fu6	
財	tsʰui4	
貢	kəŋ1	
貧	pʰɜn4	
貨	fuɔ1	
販	fɑn1	
貪	hɑm1	
貫	kun1	
責	tsɑk7a	
貯	tsʰui5	
貳	ŋi6	
貴	kuei1	
貶	pin2	
買	mɑi5	
貸	hɑi1	
費	fei1	
貼	hip7b	
貽	ji4	
貿	mɑu6	
賀	huɔ6	
賂	lɜu6	
賄	kʰui2	
賅	kui1	
資	tsi1	
賈	kɑ2	姓賈
賈	ku2	商賈
賊	tsʰɑk9	
賊	tsʰɑk7b	
賑	tsɜn1	
賓	pɜn1	
賜	tsʰi1	
賞	siøŋ2	
賞	sɔŋ2	
賠	pʰui4	
賢	jin4	
賣	mɑi6	
賤	tsin6	
賦	fu1	
質	tsɜt7a	物質
質	tsi6	人質
賬	tsiøŋ1	
賭	tɜu2	
賴	lɑi6	
賺	tsɑn6	
購	kʰɑu1	
賽	sui1	
贅	tsui6	
贈	tsɑŋ6	
贊	tsɑn1	
贏	jiɑŋ4	
贏	jiøŋ4	
贓	tsɔŋ1	
贖	sək8	
敗	pɑi6	
赤	tsʰiɑk7a	又音
赤	tsʰiɑk7b	
赤	tsʰiɑk9	痛赤,疼
赤	tsʰɪk7a	赤小豆
赦	siɑ1	
赫	hɑk7a	
走	tsɑu2	
赳	kɜu2	
赴	fu6	
起	hei2	
趁	tsʰɜn1	
超	tsʰiu1	
越	jit8	
趕	kun2	
趙	tsiu6	
趟	hɔŋ1	
趣	tsʰui1	
趨	tsʰui1	
足	tsək7a	足跡
足	tsui1	足恭
趴	pʰɑ1	
趾	tsi2	
跋	pɑt8	
跌	tit7b	
跎	huɔ4	
跑	pʰɑu2	
跚	sɑn1	
跛	pɑi2	跛腳
跛	pʰuɔ2	腳有殘疾
距	kʰui5	
跟	kɜn1	
跡	tsɪk7a	
跤	kɑu1	
跨	kʰuɑ1	
跪	kuei6	
路	lɜu6	
跳	hiu1	
跥	tuɔ2	
踏	tɑp8	
踐	tsʰin5	
踝	ʋɑi5	
踞	kui1	
踢	hiɑk7b	
踢	pʰiɑk7b	
踩	tsʰɑi2	
踮	tim2	
踱	tɔk8	
踴	jəŋ2	
踵	tsəŋ2	
蹄	hɑi4	
蹈	tou6	
蹉	tsʰuɔ1	
蹋	tɑp8	
蹙	tsʰək7a	
蹟	tsɪk7a	
蹣	pʰun4	
蹤	tsəŋ1	
蹦	pɑŋ2	
蹧	tsou1	
蹬	tɑŋ6	
蹲	tɜn1	
蹴	tsʰək7a	
蹺	hiu1	
蹼	pək8	
躁	tsʰou1	
躇	tsʰi4	
躊	tsʰɜu4	
躍	jiøk8	躍進
躍	jiøk7b	跳躍
躡	nip8	
身	sɜn1	
躬	kəŋ1	
躱	tuɔ2	
躺	hɔŋ2	
軀	kʰui1	
車	tsʰiɑ1	汽車
車	kui1	車馬炮
軋	tsɑt7b	
軌	kuei2	
軍	kuɜn1	
軒	hin1	
軟	ŋin5	
軸	tsək8	
軻	ʔuɔ1	
軾	sɪk7a	
較	kɑu1	
載	tsui1	記載
載	tsui2	一年半載
輒	tsip7b	
輓	ʋɑn5	
輔	fu6	
輕	hɪŋ1	
輛	liøŋ6	
輝	fei1	
輟	tsit7b	
輩	pui1	
輪	lɜn4	
輯	tsʰɜp7a	
輸	si1	
輻	fək7a	
輾	nin2	輾穀
輾	tsin2	輾轉
輿	ji4	
轄	hɑt8	
轅	jin4	
轉	tsin1	自轉
轉	tsin2	轉變
轉	tsin6	
轍	tsʰit7b	
轎	kiu6	
轎	kʰiu2	
轟	kuɑŋ1	
辛	sɜn1	
辜	ku1	
辣	lɑt8	
辦	pɑn6	
辨	pin6	
辭	tsʰi4	
辭	si4	老派
辮	pin5	
辯	pin6	
辰	sɜn4	
辱	ŋək8	
農	nəŋ4	
迂	ji1	
迄	ŋɑt8	
迅	sɜn1	
迎	ŋɪŋ4	
近	kɜn6	靠近
近	kʰɜn5	好近
返	fɑn2	
迢	siu4	
迤	ji4	逶迤
迤	ji4	
迥	kuɪŋ2	
迦	kɑ1	
迪	tɪk8	
迫	pɪk7b	
迭	tit8	
述	sɜt8	
迴	ʋui4	
迷	mɑi4	
迸	pɪŋ6	
迺	nɑi5	
追	tsui1	
退	hui1	
送	səŋ1	
逃	hou4	
逅	hɑu6	
逆	ŋɑk8	逆風逆水,白讀
逆	ŋɪk8	
逍	siu1	
透	hɑu1	
逐	tsək8	
途	hɜu4	
逕	kɑŋ1	雲逕,地名
逕	kɑŋ5	逕口,地名
逕	kɪŋ1	
逗	tɑu6	
這	tsiɑ1	
通	həŋ1	
逛	kuɑŋ6	
逝	sɑi6	
逞	tsʰɪŋ2	
速	tsʰək7a	
造	tsou6	製造
逢	fəŋ4	
連	lin4	
逮	tɑi6	
週	tsɜu1	
進	tsɜn1	
逵	kʰuei4	
逶	ʋei2	
逸	jɜt8	
逼	pɪk7b	
逾	ji6	
遁	tɜn6	
遂	sui6	
遇	ŋi6	
遊	jɜu4	
運	ʋɜn6	
遍	pʰin1	
過	kuɔ1	
遏	ʔɑt7b	
遐	hɑ4	
道	tɜu6	一道門
道	tou6	
達	tɑt8	
違	ʋei4	
遥	jiu4	
遜	sɜn1	
遞	tɑi6	
遠	jin2	
遠	jin2	遠方
遠	jin6	遠小人
遣	hin2	
遨	ŋiu1	
適	sɪk7a	
遭	tsou1	
遮	tsiɑ1	
遲	tsʰi4	
遴	lɜn4	
遵	tsin1	
遷	tsʰin1	
選	sin2	
遺	ʋei4	遺失
遺	ʋei6	贈遺
遼	liu4	
遽	kui6	
避	pei6	
邀	jiu1	
邁	mɑi6	
邂	hɑi1	
邃	sui6	
還	ʋɑn4	
邇	ŋi5	
邊	pin1	
邊	pin5	邊址,哪裏
邏	luɔ4	
邐	lɑi6	
邑	jɜp7a	
那	nɑ5	姓那
那	nɑ6	地名
那	nɑi2	一些
那	nuɔ1	婀娜
那	nuɔ4	那角,地名
邦	pɔŋ1	
邪	tsʰiɑ4	
邪	jiɑ4	
邱	hɜu1	
邳	pʰei4	
邵	siu6	
邸	tɑi2	
郁	jək7a	
郊	kɑu1	
郎	lɔŋ4	
郝	kʰɔk7b	
郡	kuɜn6	
部	pɜu6	
郭	kɔk7b	
郵	jɜu4	
都	tɜu1	
鄉	hiøŋ1	
鄒	tsɑu1	
鄙	pʰei2	
鄧	tɑŋ6	
鄭	tsiɑŋ6	
鄰	lɜn4	
鄺	fɔŋ1	姓氏
酉	jɜu4	
酌	tsiøk7b	
配	pʰui1	
酒	tsɜu2	
酣	hɑm4	
酥	sɜu1	
酪	lɔk8	乳酪
酪	lou6	杏仁酪
酬	tsʰɜu4	
酵	hɑu1	
酷	hək8	
酸	sun1	
醃	jip7b	
醇	sɜn4	
醉	tsui1	
醋	tsʰɜu1	
醒	tsʰiɑŋ2	瞓醒,白讀
醒	sɪŋ2	醒目
醜	tsʰɜu2	
醞	ʋɜn5	
醫	ji1	
醬	tsiøŋ1	
醺	fɜn1	
釀	jiøŋ6	
采	tsʰui2	
釉	jɜu6	
釋	sɪk7a	
里	lei5	
重	tsʰəŋ5	重量重
重	tsʰəŋ4	重新
重	tsəŋ6	重要
野	jiɑ5	
量	liøŋ4	測量
量	liøŋ6	重量
釐	hei1	恭賀新釐
釐	lei4	釐定
金	kɜm1	
釘	tiɑŋ1	釘子
釘	tiɑŋ5	變調
針	tsɜm1	
針	tsɜm5	打針,變調
釣	tiu1	
鈉	nɑp8	
鈍	tɜn6	
鈔	tsʰɑu2	
鈕	nɑu2	
鈞	kuɜn1	
鈴	lɪŋ4	
鈾	jɜu4	
鉅	kui6	
鉗	kʰim4	
鉛	jin4	
鉢	put8	
鉢	put9	變調
鉤	ŋɑu1	
銀	ŋɑn4	
銃	tsʰəŋ1	
銅	həŋ4	
銓	tsʰin4	
銖	tsi5	
銘	mɪŋ4	
銜	hɑm4	
銲	hun6	
鋭	jui6	
銷	siu1	
鋁	lui5	
鋒	fəŋ1	
鋤	tsʰuɔ4	
鋥	tsʰɑŋ1	
鋪	pʰɜu1	
鋪	pʰɜu5	變調
鋸	kui1	
鋼	kɔŋ1	
鋼	kɔŋ5	變調
錄	lək8	
錐	tsui1	
錘	tsʰui4	鐵錘
錢	tsʰin4	
錦	kɜm2	
錨	mɑu4	
錫	siɑk8	
錮	ku1	
錯	tsʰɜu1	同“措”
錯	tsʰuɔ1	
錳	mɑŋ5	
錶	piu1	
錶	piu2	
鍊	lin6	
鍋	ʋɔ1	
鍍	tɜu6	
鍘	tsɑp8	
鍛	tun1	
鍥	kʰit7b	
鍵	kin6	
鍾	tsəŋ1	
鎔	jəŋ4	
鎖	suɔ2	
鎗	tsʰɑŋ1	
鎗	tsʰiøŋ1	
鎚	tsʰui4	
鎮	tsɜn1	
鏈	lin6	
鏗	hɑŋ1	
鏘	tsʰiøŋ1	
鏟	tsʰɑn2	
鏡	kiɑŋ1	
鏤	lɑu6	
鏽	sɜu1	
鐘	tsəŋ1	
鐮	lim4	
鐲	tsək7a	
鐳	lui4	
鐵	hit7b	
鐺	tsʰɑŋ1	瓦鐺
鐺	tsʰɑŋ4	
鐺	tɔŋ1	鐺鐺
鑄	tsi5	
鑑	kɑm1	
鑣	piu1	
鑰	jiøk8	
鑲	siøŋ1	
鑷	nip8	
鑼	luɔ4	
鑽	tsun1	
鑿	tsɔk8	
長	tsʰiøŋ4	長久
長	tsiøŋ2	長大
門	mun4	
閃	sim2	
閉	pɑi1	
開	hui1	
閎	ʋɑŋ4	
閏	ŋɜn6	
閒	hɑn4	
間	kɑn1	空間
閘	tsɑp8	
閣	kɔk7a	
閤	kɔk7b	閤樓
閤	hɑp8	閤眼
閨	kuei1	
閩	mɜn5	
閲	jit8	
閻	jim4	
闆	pɑn2	
闊	fut7b	
闌	lɑn4	
闍	tou1	
闐	hin4	
闔	hɑp8	
闕	kʰit7b	
闖	tsʰɔŋ2	
關	kuɑn1	
闡	tsin2	
闢	pʰɪk7a	
阡	tsʰin1	
阪	pɑn2	
阮	ŋin5	姓氏
阱	tsiɑŋ6	陷阱,白讀
阱	tsɪŋ6	
防	fɔŋ4	
阻	tsuɔ2	
阿	ʔɑ1	阿文
阿	ʔuɔ1	阿膠
陀	huɔ4	
陂	pei1	
陂	pei5	變調
附	fu6	
陋	lɑu6	
陌	mɑk8	
降	kɔŋ1	降落
降	hɔŋ4	投降
限	hɑn6	
陛	pɑi1	
陝	sim2	
陡	tɑu2	
院	jin6	
陣	tsɜn6	
除	tsʰui4	
陪	pʰui4	
陰	jɜm1	
陳	tsʰɜn4	
陵	lɪŋ4	
陶	hou4	陶瓷
陶	jiu4	皋陶,古人名
陷	hɑm6	
陸	lək8	
陽	jiøŋ4	
隅	ŋi4	
隆	ləŋ4	
隊	tui6	
隋	tsʰɑi4	
隋	tsʰui4	
階	kɑi1	
隔	kɑk7b	
隕	ʋɜn5	
隙	kʰuɪk7a	
際	tsɑi1	
障	tsiøŋ1	
隧	sui6	
隨	tsʰɑi4	
隨	tsʰui4	
險	him2	
隱	jɜn2	
隴	ləŋ5	
隸	tɑi6	
隻	tsiɑk7b	
雀	tsiøk9	
雀	tsiøk7a	
雀	tsiøk7b	
雁	ŋɑn6	
雄	həŋ4	
雅	ŋɑ5	
集	tsɑp8	
雇	ku1	
雋	sin1	
雋	tsɜn1	
雌	tsʰi2	
雌	tsʰi4	
雍	jəŋ1	
雕	tiu1	
雖	sui1	
雙	sɔŋ1	
雛	tsʰuɔ1	
雜	tsɑp8	
雞	kɑi1	
離	lei4	
難	nɑn4	難民
難	nɑn6	
雨	ji2	
雨	ji5	
雨	ji6	雨我公田
雪	sit7a	白雪雪
雪	sit7b	
雲	ʋɜn4	
零	liɑŋ4	廿零、卅零
零	lɪŋ4	
雷	lui4	
雹	pɔk8	
電	tin6	
需	sui1	
霄	siu1	
霆	hɪŋ4	
震	tsɜn1	
黴	mui4	
霍	kʰɔk7b	
霎	sɑp7b	
霓	ŋɑi4	
霖	lɜm4	
霜	siøŋ1	
霜	sɔŋ1	
霞	hɑ4	
霧	mɜu6	
霪	jɜm4	
露	lɜu6	
霸	pɑ1	
霹	pʰɪk7a	
霾	mɑi4	
靂	lɪk7a	
靈	liɑŋ4	靈驗,白讀
靈	lɪŋ4	
青	tsʰiɑŋ1	青色,白讀
青	tsʰɪŋ1	
靖	tsɪŋ6	
靛	tin6	
靜	tsɪŋ6	
非	fei1	
靠	kʰɑu1	
靡	mei5	
面	min6	
靦	hin2	靦顏事仇
靦	min5	靦腆
靨	jip7b	
革	kɑk7b	
靴	hiɑ1	
靶	pɑ2	
鞋	hɑi4	
鞍	ʔun1	
鞏	kəŋ2	
鞘	tsʰiu1	
鞠	kək7a	
鞭	pin1	
韁	kiøŋ1	
韋	ʋei4	
韌	ŋɜn6	
韓	hun4	
韭	kɜu2	
音	jɜm1	
韶	siu4	
韻	ʋɜn6	
響	hiøŋ2	
頁	jip8	
頂	tiɑŋ2	頭頂,白讀
頂	tɪŋ2	頂替
頃	kʰɪŋ2	
項	hɔŋ6	
順	sɜn6	
須	sui1	
頌	tsəŋ6	
預	ji6	
頑	ŋɑn4	頑皮
頑	ʋɑn4	頑固
頒	pɑn1	
頓	tək8	冒頓
頓	tɜn6	安頓
頗	pʰuɔ2	
領	liɑŋ5	白領,白讀
領	lɪŋ5	領會
領	lɪŋ5	領導
頡	kʰit7b	
頤	ji4	
頭	hɑu4	
頰	kɑp7b	
頸	kiɑŋ2	脖子
頽	hui4	
頻	pʰɜn4	
顆	fuɔ2	
題	hɑi4	
額	ŋɑk8	額頭、橫額
顎	ŋɔk8	
顔	ŋɑn4	
願	ŋin6	
顛	tin1	
類	lui6	
顧	ku1	
顫	tsin1	
顯	hin2	
顱	lɜu4	
風	fəŋ1	
風	fəŋ5	變調
颱	hui4	
颳	kuɑt7b	
颼	sɑu1	
飄	pʰiu1	
飆	piu1	
飛	fei1	
食	sɪk8	
飢	kei1	
飧	sin1	
飪	ŋɜm6	
飯	fɑn6	
飲	ŋɜm1	飲馬
飲	ŋɜm2	飲水
飴	ji4	
飼	tsi6	
飽	pɑu2	
飾	sɪk7a	
餃	kɑu2	
餅	piɑŋ2	
養	jiøŋ5	
餌	nei6	
餐	tsʰɑn1	
餒	nui5	
餓	ŋuɔ6	
餘	ji4	
餚	ŋɑu4	
餞	tsin1	
餡	hɑm5	
館	kun2	
餵	ʋei1	
餽	kuei6	
饅	mɑn6	
饈	sɜu1	
饋	kuei6	
饐	jɑk7b	臭油味
饑	kei1	
饒	ŋiu4	
饗	hiøŋ2	
饞	tsʰɑm4	
首	sɜu2	
香	hiøŋ1	
馥	fək7a	
馨	hɪŋ1	
馬	mɑ5	喇嘛
馭	ŋi6	
馮	fəŋ4	姓馮
馮	pʰɑŋ4	暴虎馮河
馱	huɔ4	
馳	tsʰi4	
馴	sɜn4	
駁	pɔk7b	
駐	tsi5	
駕	kɑ1	
駙	fu6	
駛	sɑi2	
駝	huɔ4	
駟	si1	
駭	hui6	
駱	lɔk7b	
駿	tsɜn1	
騁	tsʰɪŋ2	
騎	kei1	鐵騎
騎	kʰei4	奇怪
騎	kʰiɑ4	騎馬
騙	pʰin1	
騫	hin1	
騰	hɑŋ4	
騷	sou1	
騾	luɔ4	
驀	mɑk8	
驅	kʰui1	
驍	hiu1	
驕	kiu1	
驗	ŋim6	
驚	kiɑŋ1	害怕,白讀
驚	kɪŋ1	
驛	jɪk8	
驟	tsɑu6	
驢	lɜu4	
驪	lɑi4	
驪	lei4	
骨	kuɜt7a	
骯	ʔɔŋ1	
骷	fu1	
骸	hɑi4	
骼	kɑk7b	
骼	lɔk8	
髏	lɑu4	
髒	tsɔŋ1	
髓	sui5	
髓	sui2	
體	hɑi2	
高	kou1	
髦	mou4	
髮	fɑt7a	
髻	kɑi1	
鬃	tsəŋ1	
鬆	səŋ1	
鬍	ʋu4	
鬚	sɜu1	
鬚	sɜu5	
鬟	ʋɑn4	
鬢	pɜn1	
鬢	pɜn6	
鬥	tɑu1	
鬧	nɑu6	
鬱	ʋɜt7a	
鬻	jək8	
鬼	kuei2	
魁	fui1	
魂	ʋɜn4	
魄	pɔk8	旁魄
魄	pʰɑk7b	魂魄
魄	pʰɔk7b	落魄
魅	mei6	
魏	ŋɑi6	
魔	muɔ1	
魚	ŋi4	
魚	ŋi5	變調
魯	lɜu5	
魷	jɜu4	
鮑	pɑu2	鮑魚
鮑	pɑu6	鮑魚之肆
鮭	kuei1	
鮮	sin1	鮮美
鮮	sin2	鮮有
鯇	ʋɑn5	
鯉	lei5	
鯊	sɑ1	
鯝	ku1	
鯨	kʰɪŋ4	
鯽	tsɑk7a	鯽魚,白讀
鰂	tsɑk7a	鯽魚
鰍	tsʰɜu1	
鰐	ŋɔk8	
鰐	ŋɔk7a	
鰓	sui1	
鰭	kʰei4	
鰻	mɑn6	
鱒	tsɜn1	
鱖	kuei1	
鱗	lɜn4	
鱷	ŋɔk8	
鱷	ŋɔk7a	
鳥	niu5	
鳩	kɜu1	
鳳	fəŋ6	
鳴	mɪŋ4	
鳶	jin1	
鴉	ʔɑ1	
鴕	huɔ4	
鴛	jin1	
鴦	jiøŋ1	
鴨	ʔɑp7b	
鴻	həŋ4	
鴿	kɑp7b	
鵑	kin1	
鵝	ŋuɔ4	
鵡	mɜu5	
鵪	ʔɑm2	鵪鶉
鵬	pʰɑŋ4	
鵰	tiu1	
鵲	tsiøk7b	
鶇	təŋ1	
鶉	tsʰɜn1	鵪鶉
鶉	sɜn4	鶉衣
鶯	ʔɑŋ1	
鶴	hɔk8	
鷄	kɑi1	
鷗	ʔɑu1	
鷥	si1	
鷲	tsɜu6	
鷸	ʋɜt8	
鷹	jɪŋ1	
鷺	lɜu6	
鸚	jɪŋ1	
鸛	kun1	
鸝	lɑi4	
鸝	lei4	
鹹	hɑm4	
鹼	kɑn2	
鹽	jim4	
鹿	lək8	
麋	mei4	
麓	lək7a	
麗	lɑi6	
麟	lɜn4	
麥	mɑk8	
麴	kʰək7a	
麵	min6	
麻	mɑ4	
麽	muɔ2	
黃	ʋɔŋ4	
黍	si2	
黎	lɑi4	
黏	nim1	
黏	nim4	
黑	hɑk7a	
默	mɑk8	
黛	tui6	
黝	jɜu2	
點	tim2	
黠	kʰit7b	
黨	tɔŋ2	
黯	ʔɑm2	
黴	mui4	
鼎	tiɑŋ2	白讀
鼎	tɪŋ2	
鼓	ku2	
鼕	həŋ4	
鼠	si2	
鼴	jin2	
鼻	pei6	
鼾	hun4	
齊	tsʰɑi4	整齊
齊	tsʰɑi1	齊家,大家
齊	tsi5	齊衰
齋	tsɑi1	
齒	tsʰi2	
齡	lɪŋ4	
齣	tsʰɜt7a	
齦	ŋɑn4	
齪	tsʰək7a	
齷	ʔɑk7a	
龍	ləŋ4	
龐	pʰɔŋ4	
龕	hɑm1	
龜	kuɜn1	
龜	kuei1	
龜	kʰɜu1	
𢬿	kʰɑi5	用手拿
𧒽	lui2	一種貝類、𧒽步,地名
