#漢字	音標	解釋
#簡稱	/	衡山馬跡
#全稱	/	衡山馬跡話
#聲母	/	
#韻母	/	
#聲調	/	55 1 1a 陰平 ꜀,11 2 1b 陽平 ꜁,33 3 2 上 ꜂,,324 5 3a 陰去 ꜄,213 6 3b 陽去 ꜅
#版本	/	2022-01-31
#錄入人	/	跳跳老鼠
#參考資料	/	《湖南省衡山縣馬跡話的語音系統》
#說明	/	
㐄	dʑia6	跨：～過門檻
膩	ɕiou2	(訓讀)膩煩：餐餐吃魚，我都吃～嗒
膩	ȵi6	(文)
膩	mĩ6	(白)(又)
膩	miəŋ6	(白)(又)
膳	ʑĩ6	(白)
膳	ʑyẽ6	(文)
膺	iəŋ1	
膽	tan3	
膾	kʰuai5	
膿	ləŋ2	
臀	dəŋ2	
臂	pʰi2	
臃	iəŋ1	
臆	lĩ2	
臆	i5	
臉	lĩ3	
臊	lau1	
臍	dʑi2	(白)
臍	tɕi5	(文)
臏	piəŋ1	
臘	la5	
臟	dzoŋ6	心～
臣	dʑiəŋ2	
臥	ŋo6	
臧	tsoŋ1	
臨	liəŋ2	
自	dzɿ6	
臭	tɕʰiou5	
至	tsɿ5	
致	tsɿ5	
臺	dai2	
臾	y2	
舀	iəu3	
舂	tsʰəŋ1	
舅	dʑiou6	
與	y3	
興	ɕiəŋ1	(1)流行：時興
興	ɕiəŋ5	(2)快樂：高～；開始，～風作浪
舉	tɕy3	
舊	dʑiou6	
舌	ɕia5	(白)
舌	ɕie5	(文)
舍	ɕia3	(白)宿～
舍	ɕie3	(文)(又)
舍	ɕie5	(文)(又)
舒	ɕy1	
舔	lia3	(又)
舔	tʰie3	(文)(又)
舔	lie3	(白)(又)
舔	tʰĩ3	(文)
舜	ɕyəŋ5	
舞	u3	
舟	tɕiou1	
舢	san1	
舨	pan3	
航	ɣoŋ2	
般	pẽ1	
舶	pʰe2	
舷	ʑyẽ2	
船	dʑyẽ2	
艄	sau1	
艇	tʰiəŋ3	
艘	səu1	
艙	tsʰoŋ1	
艦	kan5	
良	lioŋ2	
艱	kan1	
色	se2	
艾	ŋai6	
芃	bəŋ2	
芊	tɕʰĩ1	
芋	y6	
芒	moŋ2	
芙	βu2	
芝	tsɿ1	
芡	tɕʰĩ5	～粉
芥	kai5	
芬	ɸəŋ1	
芭	pa1	
芯	ɕiəŋ1	(1)裝在器物中心的捻子：蠟燭～
芯	ɕiəŋ5	(2)蛇的舌頭：蛇吐～
花	ɸa1	
芳	xoŋ1	
芷	tsɿ3	
芸	yəŋ2	
芹	dʑiəŋ2	
芻	dʑy2	
芽	ŋa2	(白)
芽	ia2	(文)
苑	yẽ6	
苔	dai2	
苗	miəu2	
苞	pau1	
苟	kəu3	
苡	i3	
苣	dʑy6	
若	ȵio5	
苦	kʰu3	
苯	piəŋ3	
英	iəŋ1	
茁	tso2	
茂	məu6	
范	ɸan5	
茄	tɕia1	(2)雪～煙
茄	dʑya2	
茅	mau2	
茨	dzɿ2	～菰
茫	moŋ2	
茭	tɕiəu1	
茯	ɸu2	
茱	tɕy1	
茲	tsɿ1	
茴	βei2	
茵	iəŋ1	
茶	dza2	
茸	iəŋ2	
茼	dəŋ2	～蒿
荀	dzəŋ2	
荃	dʑĩ2	
草	tsʰau3	
荊	tɕiəŋ1	
荑	i2	
荒	xoŋ1	
荔	li5	
荷	ɣo2	
荻	di2	
莆	bu2	
莉	li2	
莊	tsoŋ1	
莎	sa1	
莓	mei2	
莖	tɕiəŋ5	
莘	ɕiəŋ1	
莢	tɕia2	
莧	ɣan6	
莨	lioŋ2	～綢
莫	mo5	
莽	moŋ3	
菅	tɕĩ1	
菇	ku1	
菊	dʑy2	(文)
菊	tɕiou2	(白)
菌	dʑyəŋ6	
菖	tɕʰioŋ1	
菜	tsʰai5	
菠	po1	
菩	bu2	
華	βa2	
菰	ku3	
菲	ɸei1	
菽	ɕiou2	
萄	dau2	
萌	miəŋ2	
萍	biəŋ2	
萎	uei3	
萫	ɕioŋ5	向菜中加佐料：～料
萬	uan6	
萱	ɕyẽ1	
萸	y2	
落	lo5	(1)降下
落	la6	(2)遺漏或丟失
葆	pau3	
葉	ie5	
著	tɕio2	
著	tɕy5	
葚	ɕiəŋ5	
葡	bu2	
董	təŋ3	
葦	uei3	
葫	βu2	
葬	tsoŋ5	
葭	tɕia2	
葵	ɡuei2	
葷	ɸəŋ1	(文)
葷	kʰuəŋ1	(白)
蒂	ti5	
蒓	ʑyəŋ2	
蒙	məŋ1	(1)遮蓋：～嗒眼睛
蒙	məŋ2	(2)啟～，～古
蒜	sẽ5	
蒞	li5	
蒲	bu2	
蒸	tɕiəŋ1	
蒹	tɕĩ1	
蒼	tsʰoŋ1	
蒿	xau1	
蓄	ɕiou2	
蓆	ɕi2	(文)
蓆	tɕʰia5	(白)～子：席子
蓉	iəŋ2	
蓋	kĩ3	(訓讀)～鍋蓋
蓋	kai5	
蓑	so1	
蓓	bei2	
蓖	pʰi1	
蓬	bəŋ2	
蓮	lĩ2	
蓰	ɕi2	
蔑	mie5	
蔓	man6	
蔚	uei5	
蔟	tsʰou2	
蔡	tsʰai5	
蔣	tɕioŋ3	
蔥	tsʰəŋ1	
蔦	ȵiəu3	
蔬	sou1	
蔭	iəŋ1	
蔸	təu1	
蔻	kʰəu5	
蔽	pi5	
蕃	ɸan1	
蕉	tɕiəu1	
蕊	ȵy5	
蕎	dʑiəu2	
蕙	βei6	
蕨	tɕye2	
蕩	doŋ6	
蕭	ɕiəu1	
蕹	uəŋ5	
蕻	ɣəŋ2	(2)雪裏～
蕻	ɣəŋ6	(1)某些蔬菜的長莖：白菜～子
蕾	lei2	
薄	pʰo5	(1)厚～
薄	bo6	(2)～荷
薅	xau1	
薈	βei6	
薑	tɕioŋ1	
薔	dʑioŋ2	
薛	ɕie2	
薦	tɕĩ5	
薩	sa1	(又)菩～
薩	sa5	(又)比～斜塔
薪	ɕiəŋ1	
薯	ʑy2	
薰	ɕyəŋ1	
薸	biəu2	浮～：浮萍
薹	dai2	
藍	lan2	
藏	dzoŋ2	(1)躲～
藏	dzoŋ6	(2)～族；寶～
藐	miəu3	
藕	ŋəu3	
藜	li2	
藝	ȵi6	
藠	dʑiəu6	
藤	dẽ2	
藥	io5	
藩	ɸan1	
藹	ŋai6	
藺	liəŋ6	
藻	tsau3	
蘅	ɣẽ2	
蘆	lou2	
蘇	sou1	
蘊	yəŋ5	
蘋	biəŋ2	苹
蘚	ɕĩ3	
蘢	ləŋ2	蒜～：蒜芯
蘩	βan2	
蘭	lan2	
蘸	tsan5	
蘼	mi2	
虎	ɸu3	
虐	ȵio5	
虔	dʑĩ2	
處	tɕʰy3	(1)動詞：～理
處	tɕʰy5	(2)名詞：～所
虛	ɕy1	
虜	lou3	
虞	y2	
號	ɣau2	(2)～啕大哭
號	ɣau6	(1)～召
虧	kʰuei1	
虬	dʑiou2	
虹	ɣəŋ2	(文)
虹	koŋ5	(白)
蚊	miəŋ1	(白)
蚊	uəŋ2	
蚊	uəŋ2	(文)
蚌	boŋ6	
蚓	iəŋ3	
蚜	ia2	
蚣	kəŋ1	
蚤	tsau3	
蚪	təu3	
蚯	tɕʰiou1	
蚰	iou2	
蚱	tsa5	
蛀	tɕy5	
蛆	tɕʰi1	
蛇	ʑia2	(白)
蛇	ʑie2	(文)
蛋	dan6	
蛐	tɕʰiou2	
蛔	βei2	
蛙	ua1	
蛛	tɕy1	
蛟	tɕiəu3	
蛤	xa2	
蛹	iəŋ3	
蛻	tʰei5	
蛾	ŋo2	
蜀	ɕiou2	
蜂	pʰəŋ1	(白)
蜂	ɸəŋ1	(文)
蜃	ɕiəŋ5	
蜈	u2	
蜒	ĩ2	
蜓	diəŋ2	
蜘	tɕi1	
蜘	lo1	(訓讀)～蛛子：蜘蛛
蜚	ɸei1	
蜜	mi5	
蜣	tɕʰioŋ1	
蜥	ɕi2	
蜮	y6	
蜴	i5	
蜷	tɕyan1	(文)身體彎曲：～做一坨
蜷	yan1	(白)身體彎曲：～做一坨
蜻	tɕʰiəŋ1	
蜿	uan3	
蝓	y2	
蝕	ɕi5	
蝗	ɣoŋ2	
蝙	pĩ3	
蝠	ɸu2	
蝥	mau2	
蝦	xa1	(白)
蝦	ɕia1	(文)
蝨	se2	
蝮	ɸu2	
蝴	βu2	
蝶	tʰie2	
蝸	ua1	
蝽	tɕʰyəŋ1	
螂	loŋ2	
螃	boŋ2	
螄	sɿ1	
螈	yẽ2	
融	iəŋ2	
螞	ma3	
螟	miəŋ2	
螢	ia2	(白)
螢	yəŋ2	(文)
螳	doŋ2	
螺	məŋ3	
螻	ləu3	
蟀	so2	(白)
蟀	sai5	(文)
蟆	ma2	～拐：青蛙
蟈	kue2	
蟊	mau2	
蟋	ɕi2	
蟎	mẽ3	
蟑	tɕioŋ1	
蟒	moŋ3	
蟠	bẽ2	
蟥	ɣoŋ2	
蟬	ʑyẽ2	
蟯	nau2	
蟲	dzəŋ2	
蟹	ɣai6	
蟻	ȵiou5	(白)
蟻	ȵi6	(文)
蠅	iəŋ1	
蠚	xo2	蜇：峰～人
蠟	la5	
蠡	li3	
蠢	tɕʰyəŋ3	
蠣	li5	
蠱	ku3	
蠶	dzan2	
蠹	dou6	
蠻	man2	
血	ɕye2	
行	ʑiəŋ2	(文)(1)～路
行	ɣoŋ2	(白)(1)動詞，走：～路；(2)名詞，橫～
衍	ĩ3	
術	ɕy5	
街	kai1	
衙	ia2	
衛	uei5	
衝	tsʰəŋ1	
衡	ɣẽ2	
衢	dʑy2	
衣	i1	
表	piəu3	
衩	tsʰa1	
衫	san1	
衰	sai1	
衲	na5	
衷	tsəŋ1	
袁	yẽ2	
袂	mei6	
袈	tɕia1	
袋	dai6	(文)
袋	dei6	(白)
袍	bau2	
袒	tʰan3	
袖	ɕiou5	(文)
袖	dʑiou6	(白)
袞	kuəŋ3	
袤	mau6	
被	bi6	
被	bei6	(文)
袱	ɸu2	
裁	dzai2	
裂	lie5	
裉	kʰĩ5	
裊	ȵiəu3	
裌	ka2	
裔	i1	
裕	y6	
裘	dʑiou2	
裙	dʑyəŋ2	
補	pu3	
裝	tsoŋ1	(文)
裝	tɕioŋ1	盛、放：～飯
裟	sa1	
裨	pi5	
裱	piəu3	
裳	ʑioŋ2	
裴	pei1	
裹	lo1	(1)將麵團等濕的固體粘上粉末
裹	li3	
裹	lo3	(2)纏繞
褂	kua5	
褒	pau1	(又)
褒	pau3	(又)
褓	pau3	
褥	ȵiou5	(白)
褥	iou5	(文)
褪	tʰei5	
褲	kʰu5	
襁	dʑioŋ2	
襄	ɕioŋ1	
襖	ŋau3	
襟	tɕiəŋ1	
襠	toŋ1	
襪	ua5	
襯	tsʰẽ5	
襲	ɕi2	
襻	pʰan5	布做的鈕扣套：鞋～子；用線或繩等使分開的東西連在一起，用繩子～嗒：提起鞋後幫穿鞋：把鞋子～起
西	ɕi1	
要	iəu1	(2)～求
要	iəu5	(1)重～
覃	dan2	
覆	ɸu2	
見	tɕĩ5	
規	kuei1	
覓	tɕĩ3	將水引到家里或田地的長竹管
覓	mi5	(又)
覓	mĩ6	(又)
視	zɿ6	
覦	y6	
親	tɕʰiəŋ1	(1)～密
親	tɕʰiəŋ5	(2)～家，兩家兒女相配的親戚關係
覲	tɕiəŋ5	
覷	tɕʰy5	
覺	tɕio2	
覺	kau5	(白)睏～
覺	tɕiəu5	(文)(1)隧～
覽	lan3	
觀	kuẽ1	(2)～音菩薩
觀	kuan1	(1)～察
觀	kuẽ5	(3)道教的廟宇，道～
解	kai3	
觸	tɕʰiou2	
言	ȵĩ2	
訂	tiəŋ5	
訃	ɸu5	
計	tɕi5	
訊	ɕiəŋ5	
討	tʰau3	
訓	ɕyəŋ5	
訕	san5	
託	tʰo2	
記	tɕi5	
訛	ŋo2	
訝	ia5	
訟	səŋ5	
訣	tɕye2	
訪	xoŋ3	
設	ɕia2	(白)
設	ɕie2	(文)
許	ɕy3	
訴	sou5	
診	tɕian3	(白)
診	tɕiəŋ3	(文)
詁	ku3	
詆	ti3	
詎	dʑy6	
詐	tsa5	
詔	tɕiəu1	
評	biəŋ2	
詘	tɕʰy2	
詛	tsou3	
詞	dzɿ2	
詞	ləŋ5	
詠	yəŋ3	
詢	dzəŋ2	
詣	i5	
試	ɕi5	
詩	sɿ1	
詭	kuei3	
詮	dʑĩ2	
話	βa6	(文)
話	ua6	(白)
該	kai1	
詳	dʑioŋ2	(白)
詳	ʑioŋ2	(文)
詳	βəŋ6	
詼	ɸei1	
誄	lei3	
誅	tɕy1	
誆	kʰuan1	
誇	kʰua1	
誊	dẽ2	
誌	tsɿ5	
認	ȵiəŋ6	
誑	ɡoŋ2	
誓	sɿ5	(文)
誓	ɕi5	(白)
誕	tan5	(1)～生
誕	dan6	(2)怪～
誘	iou5	
誠	dʑiəŋ2	
誣	u1	
誤	u6	
誥	kau5	
誦	dzəŋ6	
誨	ɸei3	
說	ɕye2	小說
誰	zei2	
課	kʰo5	
誹	ɸei3	
調	diəu2	協～
調	tiəu5	(2)～動；音～
諂	tsəu1	
諄	tɕyəŋ1	
談	dan2	
諉	uei3	
請	tɕʰian3	(白)
請	tɕʰiəŋ3	(文)
諍	tsẽ5	
諒	lioŋ6	
論	ləŋ6	
諛	y2	
諜	tʰie2	
諦	ti5	
諫	kan5	
諭	y6	
諱	ɸei5	(又)
諱	βei6	(又)
諳	ŋan1	
諷	ɸəŋ3	
諸	tɕy1	
諾	no5	
謀	məu2	
謂	uei5	
謊	xoŋ3	
謎	mĩ6	
謐	mi5	
謖	sou2	
謗	poŋ3	
謙	tɕʰĩ1	
謚	sɿ5	
講	tɕioŋ3	(文)
謝	ɕie5	(文)(1)～～：感謝；(2)姓
謝	dʑia6	(白)(2)姓
謝	dʑie6	(白)(1)～～：感謝
謠	iəu2	
謬	miəu6	
謳	ŋəu1	
謹	tɕiəŋ3	
謾	man6	
證	tɕiəŋ5	
譏	tɕi1	
識	ɕi2	
譚	dan2	
譜	pʰu3	
警	tɕiəŋ3	
譬	pʰi2	
譯	i5	
議	ȵi6	
譴	tɕʰĩ3	
護	βu6	
譽	y6	
讀	tʰou5	
變	pĩ5	
讒	dzan2	
讓	ȵioŋ6	(又)
讓	ioŋ6	(又)
谷	ku2	
豁	kʰo2	
豆	dəu6	
豈	tɕʰi3	
豉	zɿ2	
豌	uan1	
豎	ʑy6	
豐	ɸəŋ1	
豚	dəŋ2	
象	ɕioŋ5	(文)～棋
象	dʑioŋ6	(白)
豪	ɣau2	
豫	y6	
豬	tɕy1	
豶	βəŋ2	雄性牲畜：～豬
豹	pau5	
豺	dzai2	
貂	tiəu1	
貌	mau6	
貓	mau1	
貝	pei5	
貞	tɕiəŋ1	
負	βu6	
財	dzai2	
貢	kəŋ5	
貧	biəŋ2	
貨	xo5	
販	ɸan5	
貪	tʰan1	
貫	kuẽ5	
責	tse2	
貳	ɯ6	
貴	kuei5	
貶	pĩ3	
買	mai3	
貸	dai6	
費	ɸei5	
貼	tʰie2	
貽	i2	
貿	məu6	
賀	ɣo6	
賂	lou5	
賃	liəŋ6	
賄	βei6	
資	tsɿ1	
賈	tɕia3	
賊	tsʰe5	
賑	tɕiəŋ5	
賒	ɕia1	(白)
賓	piəŋ1	
賜	tsʰɿ5	
賞	ɕioŋ3	
賠	bei2	
賡	kĩ1	
賢	ʑĩ2	
賣	mai6	
賤	dʑĩ6	
賦	ɸu5	
質	tɕi2	
賬	tɕioŋ5	
賭	tou2	(變調)
賭	tou3	(又)
賴	lai6	
賺	dzan6	獲得利潤：做生意～錢
購	kəu5	
賽	sai5	
贈	tsʰẽ5	
贊	tsan5	
贏	ian2	
贓	tsoŋ1	
贖	ɕiou5	
贛	kan5	
赤	tɕʰi2	(文)
赤	tɕʰia2	(白)～腳
赦	ɕie5	
赯	doŋ2	紅色：紫～色臉
走	tsəu3	
赳	tɕiou1	
赴	ɸu5	
起	tɕʰi3	
趁	tɕʰiəŋ5	(文)
趁	dʑiəŋ6	(白)
超	tɕʰiəu1	
越	ye5	
趕	kan3	
趙	dʑiəu6	
趟	tʰoŋ3	(又)
趟	tʰoŋ5	(又)
趣	tɕʰy5	(文)
趨	tɕʰi1	(白)
足	tsou2	
趴	ba2	(白)
趴	pʰa3	(文)伸開雙腿
趵	tsau5	(訓讀)跳躍
趺	ɸu1	
趾	tsɿ3	
趿	tʰa2	(訓讀)穿鞋時將鞋後幫踩在腳下，比較懶散
趿	ɕya5	穿鞋不正規，將後幫踩在腳下
跁	ba6	
跋	pʰa2	
跌	tie2	
跐	tsʰɿ1	
跑	bəŋ2	(訓讀)
跑	pʰau3	
跗	ɸu1	
跘	pan5	～一跤：摔一跤
跚	san1	
跛	pai1	
距	dʑy6	
跟	kĩ1	
跡	tɕi2	
跤	kau1	(白)摔一～
跤	tɕiəu1	(文)
跨	kʰua5	
跪	kʰuei3	(又)
跪	ɡuei6	(又)
跬	ɡuei2	
路	lou6	
跳	tʰiəu5	
跼	tɕy5	
踏	tʰa2	(2)～實
踏	tʰa5	(1)腳～板
踐	dʑĩ6	
踝	βai2	
踞	tɕy5	
踢	tʰi2	
踩	tsʰai3	
踪	tsəŋ1	
踮	ti3	(白)
踮	tĩ5	(文)
踴	iəŋ3	
踵	tsəŋ3	
踹	tɕʰya5	(又)用爪子刨土或掙扎時蹬腿：雞～食：把雞腳扎緊下，莫得它～開嗒
踹	ɕya5	(又)用爪子刨土或掙扎時蹬腿：雞～食：把雞腳扎緊下，莫得它～開嗒
蹂	iou2	
蹄	di2	
蹇	tɕĩ3	
蹈	dau6	
蹋	tʰa5	
蹍	ȵĩ3	腳底來回拖動
蹙	tsʰou2	
蹡	tɕʰioŋ5	歪、斜：～對門
蹦	pəŋ5	
蹬	tẽ1	
蹭	tsʰẽ5	
蹲	ləu1	(訓讀)(又)
蹲	tsəu1	(訓讀)(又)蹲着
蹲	tsəŋ1	
蹶	tɕye2	
蹺	tɕʰiəu1	(2)高～
蹺	tɕʰiəu3	(3)蹊～：奇怪
蹺	tɕʰiəu5	(1)～二郎腿
蹼	pʰu3	
蹾	dəŋ2	跺腳
躁	tsau5	(又)
躁	tsʰau5	(又)
躂	ta2	(又)
躂	tʰa2	(又)
躇	dʑy2	
躉	tei3	整批、整數
躊	dʑiou2	
躍	io5	
躕	dʑy2	
躡	ȵie5	
躥	tsʰẽ1	
躦	tsẽ1	向上或向前衝
躪	liəŋ6	
身	ɕiəŋ1	
躬	kəŋ1	
躲	to3	
躺	tʰian3	(白)
躺	tʰoŋ3	
軀	tɕʰy1	
車	tɕy1	象棋術語
車	tɕʰia1	(白)(1)
車	tɕʰie1	(文)(1)
軋	ŋa5	
軌	kuei3	
軍	tɕyəŋ1	
軒	ɕyẽ1	
軟	ȵyẽ3	
軸	tɕʰiou2	(文)
軸	dʑiou6	(白)
較	tɕiəu5	
載	tsai5	
輔	ɸu3	
輕	tɕʰian1	(白)
輕	tɕʰiəŋ1	(文)
輛	lioŋ3	
輜	tsɿ1	
輝	ɸei1	
輥	kuəŋ3	
輦	ȵĩ3	
輩	pei5	
輪	ləŋ2	
輸	ɕy1	
轄	xa2	(文)
轄	xe2	
轅	yẽ2	
轆	lou5	
轉	tɕyẽ3	(1)改換：～變
轉	tɕyẽ5	(2)捷動：～動
轎	dʑiəu6	
轟	xəŋ1	
轡	pʰei5	
轤	lou2	
辛	ɕiəŋ1	
辜	ku1	
辟	pʰi2	
辣	la5	
辦	ban6	
辨	bĩ6	
辭	dzɿ2	
辮	pĩ1	
辯	bĩ6	
辰	ʑiəŋ2	
辱	iou5	
農	ləŋ2	
迂	y1	
迎	ȵiəŋ2	
近	dʑiəŋ6	
返	ɸan3	
迢	diəu2	
迫	pe2	(白)
迫	pʰe2	(文)
迭	tie2	
述	ɕy5	
迷	mi2	(又)
迷	mĩ2	(又)
迸	piəŋ5	
追	tsei1	
退	tʰei5	
送	səŋ5	
逃	dau2	
逆	ȵi6	
逍	ɕiəu1	
透	tʰəu5	
途	dou2	
逗	təu1	(1)～狗
逗	dəu6	(2)～號
通	tʰəŋ1	
逞	tɕʰiəŋ3	
速	so2	(白)
速	sou2	(又)
造	dzau6	
逡	tɕʰyəŋ1	
逢	βəŋ2	
連	lĩ2	
逮	di6	
進	tɕiəŋ5	
逵	ɡuei2	
逶	uei3	
逸	i5	
逼	pi2	
逾	y6	
遁	dəŋ6	
遂	sei5	
遇	y6	
遊	iou2	
運	yəŋ6	
遍	pʰĩ5	
過	ku5	(白)
過	ko5	(文)～子：漏斗
遐	ʑia2	
遑	ɣoŋ2	
遒	dʑiou2	
道	dau6	
達	tʰa2	
違	uei2	
遙	iəu2	
遛	liou1	偷偷走開
遜	səŋ5	
遞	di6	
遠	yẽ3	
遢	tʰa1	
遣	tɕʰĩ3	
遨	ŋau2	
適	ɕi2	(文)
適	ɕi5	(白)
遭	tsau1	
遮	tɕia1	
遮	tɕie1	(文)
遲	dʑi2	
遴	liəŋ2	
遷	tɕʰĩ1	
選	ɕĩ3	
遺	i2	
遼	liəu2	
遽	dʑy6	
避	pʰi2	(又)
避	bi6	(又)
邀	tɕʰiəu1	(白)
邀	iəu1	(文)
邁	man6	
邃	sei5	
還	ɣai2	(2)～要
還	βan2	(1)～原
還	uan2	(白)(1)～債
邈	miəu3	
邊	pĩ1	
邋	la3	(又)
邋	la5	(又)
邑	miəŋ3	
邑	i5	
邢	ʑiəŋ2	
那	na6	
邦	poŋ1	
邪	dʑia2	
邯	ɣan2	
邱	tɕʰiou1	
邵	ʑiəu6	
邸	ti3	
郊	tɕiəu1	
郎	loŋ2	
郝	xau3	
郡	dʑyəŋ6	
郢	iəŋ3	
部	bu6	
郴	tɕʰiəŋ1	
郵	iou2	
都	tou1	
鄆	yəŋ6	
鄉	ɕioŋ1	
鄒	tsəu1	
鄔	u1	
鄙	pʰi3	
鄧	dẽ6	
鄭	dʑiəŋ6	
鄰	lian2	(白)
鄰	liəŋ2	(文)
鄱	bo2	
鄲	tan1	
酆	ɸəŋ1	
酈	li5	
酉	iou3	
酊	tiəŋ3	
酋	dʑiou2	
酌	tɕio2	
配	pʰei5	
酐	kan1	
酒	pʰa2	
酒	tɕiou3	
酣	xan1	
酤	ku1	
酥	sou1	
酩	miəŋ3	
酬	dʑiou2	
酮	dəŋ2	
酵	pʰa2	
酵	ɕiəu5	
酶	mei2	
酷	kʰu2	
酸	sẽ1	
醃	ĩ1	
醇	ʑyəŋ2	
醉	tsei5	(文)
醋	tsʰou5	
醐	βu2	
醒	ɕian3	
醒	ɕiəŋ3	(文)
醛	dʑĩ2	
醜	tɕʰiou3	
醞	yəŋ6	
醫	i1	
醬	tɕioŋ5	
醱	pʰa2	
醴	li3	
醺	ɕyəŋ1	
釀	ȵioŋ6	
釃	sai1	～酒：斟酒
釅	ȵĩ6	(又)
釅	ŋĩ6	(又)
采	tsʰai3	
釉	iou5	
釋	ɕi2	
里	li3	
重	dzəŋ2	(1)～複
重	dzəŋ6	(1)～量
野	ia3	(白)
野	ie3	(文)
量	lioŋ2	(1)測：～體溫
量	lioŋ6	(2)限度：膽～；數目：數～；估計：～刑
金	tɕiəŋ1	
釗	tɕiəu1	
釘	tian1	(白)(2)名詞：～子
釘	tiəŋ1	(文)(2)名詞：～子
釘	tian5	(白)(1)動詞：～門架；扔、拋：撿塊石頭～狗
釘	tiəŋ5	(文)(1)動詞：～門架
釜	ɸu3	
針	tɕiəŋ1	
釣	tiəu5	
釧	tɕʰyẽ1	
釺	tɕʰĩ1	
鈉	na5	
鈍	dəŋ6	
鈔	tsʰau1	
鈕	ȵiou3	
鈞	tɕyəŋ1	
鈦	tʰai5	
鈾	iou5	
鈿	dĩ6	
鉀	tɕia2	
鉅	dʑy6	
鉑	pe2	
鉗	dʑĩ2	
鉚	mau3	
鉛	tɕʰĩ1	(文)
鉛	yẽ2	(白)～筆
鉞	ye5	
鉢	po2	
鉤	kəu1	
鉸	tɕiəu3	
銀	ȵiəŋ2	
銃	tsʰəŋ5	
銅	dəŋ2	
銑	ɕi3	
銘	miəŋ3	
銜	ɣan2	
銥	i1	
銬	kʰau3	(又)
銬	kʰau5	(又)
銳	lei6	
銷	ɕiəu1	
銻	tʰi5	
銼	tsʰo5	
鋁	lei3	
鋃	loŋ2	
鋅	ɕiəŋ1	
鋇	pei5	
鋌	tʰiəŋ3	
鋏	ka2	
鋒	ɸəŋ1	
鋤	dzou2	
鋦	tɕy5	
鋪	pʰu1	(1)名詞：床～；動詞：～設
鋪	pʰu5	(2)名詞：店鋪
鋬	pʰan5	露物的提手：茶壺～
鋸	tɕy5	(文)
鋸	ke5	(白)
鋼	koŋ1	(1)～鐵
鋼	koŋ5	(2)刀刃上加鋼，重新打造：把菜刀～下
錄	lou5	
錈	tɕyẽ3	刀刃彎曲
錐	tsei1	
錘	dʑy2	(白)
錘	zei2	(文)
錛	pẽ1	刀刃出現缺口
錠	diəŋ6	
錢	dʑĩ2	
錦	tɕiəŋ3	
錨	mau2	
錫	ɕi2	(文)
錫	ɕia2	(白)
錮	ku5	
錯	tsʰo5	
錳	məŋ3	
鍋	ku1	(白)
鍋	ko1	(文)
鍍	dou6	
鍘	tsʰa5	
鍛	dẽ6	
鍬	tɕʰiəu1	
鍵	dʑĩ6	
鍾	tsəŋ1	
鎂	mei3	
鎊	poŋ5	
鎖	so3	
鎢	u1	
鎦	liou1	
鎧	kʰai3	
鎩	sa2	
鎪	se1	～鋸子：將物體鋸成彎形的鋸子
鎮	tɕiəŋ5	
鏃	tsʰou2	
鏈	lĩ6	
鏖	ŋau2	
鏗	kʰəŋ1	
鏘	tɕʰioŋ1	
鏟	tsʰan3	
鏡	tɕian5	(白)
鏡	tɕiəŋ5	(文)
鏢	piəu1	
鏤	ləu3	
鏨	dzan6	
鏵	βa2	
鏽	ɕiou5	
鐘	tsəŋ1	
鐙	tẽ1	
鐧	kan5	
鐮	lĩ2	
鐲	tɕio2	
鐳	lei2	
鐵	tʰie2	
鐺	toŋ1	
鑄	tɕy5	
鑌	piəŋ1	～鐵：白鐵
鑑	kan5	
鑣	piəu1	
鑫	ɕiəŋ1	
鑰	io5	
鑱	dzan2	用針等刺
鑲	ɕioŋ1	
鑷	ȵie5	
鑼	lo2	
鑽	tsẽ1	(1)穿過，～洞；帖營，～空子
鑽	tsẽ3	戳、捅：～黃蜂窩
鑽	tsẽ5	(2)打孔的工具：～子；用鑽子打孔：～眼
鑾	lẽ2	
鑿	tsʰo5	
長	dʑioŋ2	(2)～短
長	tɕioŋ3	(1)生～
門	miəŋ2	
閂	san1	
閃	ɕĩ3	(白)
閃	ɕyẽ3	(文)
閉	pi5	
開	kʰai1	
閏	yəŋ6	
閑	ɣan2	
間	kan1	(1)中～；一～房
間	kan5	(2)～隔
閘	tsa2	
閣	ko2	
閥	ɸa2	
閨	kuei1	
閩	miəŋ2	
閭	lei3	
閱	ye5	
閹	kəu1	
閹	ĩ1	
閻	ȵi2	(又)
閻	ȵĩ2	(又)
闈	uei3	
闊	kʰo2	
闌	lan2	
闖	tsʰoŋ3	
關	kuan1	
闞	kʰan5	
闡	tsʰan3	
闢	pʰi2	
阜	ɸu5	
阮	yẽ2	
防	ɣoŋ2	
阻	tsou3	
阿	a1	
附	ɸu5	
陋	ləu6	
降	ʑioŋ2	(2)投～
降	tɕioŋ5	(1)～落
限	ɣan6	
陝	ɕĩ3	(白)
陝	ɕyẽ3	(文)
陞	ɕiəŋ1	
陡	təu3	
院	yẽ6	
陣	dʑiəŋ6	
除	dʑy2	
陪	bei2	
陰	iəŋ1	
陳	dʑiəŋ2	
陶	dau2	
陷	ɣan6	
陸	lou5	
陽	ioŋ2	
隊	tei5	
隋	zei2	
階	kai1	
隔	ke2	
隕	yəŋ3	
隘	ŋai6	
隙	ɕi5	
際	tɕi5	
障	tɕioŋ5	
