"m2"	"毋"
"piɪ̃5"	"砭窆變扁𢣑楩諞𧦪辡辨辯諞卞弁抃苄汴忭䒪㺹𡭪昪閞䪻匥笲㺕拚便徧㲢艑𩩯𪉱𤻶辮扁（薄泫切 姓也）"
"pʰiɪ̃1"	"萹扁偏媥犏㾫篇翩"
"pʰiɪ̃2"	"箯便緶㛹楩楄𧍲諞平跰胼楄賆㼐骿駢蹁玭琕蠙軿"
"pʰiɪ̃3"	"鴘"
"pʰiɪ̃5"	"偏騙騗#諞片䏒㸤徧"
"miɪ̃2"	"宀謾芇𣏜𧉄棉㮌綿蝒臱緜𢣔櫋矊矏𩕰䫵𣡠眠䏃㝰𥌂矏䰓瞑"
"miɪ̃3"	"厸𡕢汅沔勔偭𢃮湎愐緬𩋠黽免俛勉㝃娩冕絻鮸㨠芇丏眄挽"
"miɪ̃5"	"偭面𡧍眄㴐麫麪𥻩𩈹麵瞑"
"tiɪ̃1"	"䀡敁掂𦕒𩬑詀佔㡇𧚊添黇舚沾厧傎？滇槙瘨𧽍蹎顛顚𩥄㒹𠑘巔巓癲齻驒槇"
"tʰiɪ̃2"	"恬菾甜𦳇湉"
"tiɪ̃3"	"𦒻䍄踮㸃點㓠玷栝忝䄼悿舔餂銛典婰敟碘𥮏蕇𩒝䵤琠錪"
"tiɪ̃5"	"䀡𦒻坫店惦墊㝪𩅀埝唸痁沾煔忝㐁𨸱掭㮇舚扂𠂼簟㶘驔橝㼭磹殿𠿍癜唸跈殄蜓蜒𧽍佃甸淀奠電鈿殿㞟靛澱壂𪑩畋填塡窴闐涏𡱂鎮鎭"
"tʰiɪ̃1"	"天兲𠀘䒶𦧝吞詽"
"tʰiɪ̃2"	"嗔滇佃鈿貚𦧴田沺畋䟧填搷塡𨌈䡘磌窴𥧑闐鷏鷆畇"
"tʰiɪ̃3"	"蚕町淟㥏琠晪腆𤲖痶賟䠄靦錪𨆁圢"
"tʰiɪ̃5"	"滇顛顚瑱睼"
"niɪ̃2"	"䬯黏粘搛帘㡘廉覝奩匳薕臁𣀃𥖝𩄡䆂鎌蠊簾鬑𨎷鐮籢籨襝蘞薟獫拈䬯鮎鯰溓熑薕濂濓燫鬑趁𠬝㞋𨋚碾連漣㦁䃛褳聮翴聯𤣆㺦㶌鰱𪚀𪚁槤鏈令年秊𨛲研硏怜蓮嗹憐縺𪍴𨏩零"
"niɪ̃3"	"撿溓䭑㯬嬚斂㰈羷䌞蘞澰瀲薟獫淰㜤姌𨸱溓𤬓稴蓮璉鄻𤑿𪍦𤒤僆摙膦輦攆跈撚蹨涊齞"
"niɪ̃5"	"𩅼爁斂殮𧸘瀲獫念𦁇𦁤稴碾輾漣摙𤹨㲽㜣晛㬗揀浰堜萰僆湅楝㪝𤗛煉㼑練𣿊鍊𣞰鰊#戀#廿"
"tɕiɪ̃1"	"遮沾霑𪏉尖㦰䇝𩃔𩃢熸𡄑㡨瀸殲𩅼虃鑯漸鋟蟾厃詹噡瞻占兼蒹𦋰縑鶼鰜𥻧鱣邅𧾍驙𩼼葏湔煎鬋𩜾栴旃氈𩔣旜饘鸇靬㓺犍𢳚𣘖䭈𩎀腱鞬騝𩱡𩱤甄薽籈牋𢃬湔𨕨箋𣚙𣝕韉帴籛濺瀳淺㮍轃幵肩菺堅猏豣𧱚𪊑麉䌑鵳䶬鰹鋻鑒鳽𢮂㡉豜"
"tɕiɪ̃3"	"𩟗颭檢瞼臉儉芡孂襢展㠭搌㜊𧎰輾皽㞡紾揃帴剪（翦俗字）㨵（俗揃字）戩𦺍翦𥳟鬋籛譾俴𥰸媊錢燀樿饘𠟉䎒醆㔊嫸橏𥊳𦗢䁴䆄皽䡀𨭖𩕊㔓湕𥍹蹇揵囝𢵈𦂇藆蹇謇𠐻𡾰𩽜搴𢷘䙭挸𡘸梘𢆞筧絸繭𢹕蠒𢺃𥀹襺垷"
"tɕiɪ̃5"	"𡄑𥕌嚵蔪漸𦾶螹䟅䤔槧鏨潛占劍劒劔僭䁮兼搛趝䱤襢𧝑𩥇湔煎鬋籛葥榗箭𥳭濺俴㣤𤷃𧗸踐諓餞賤諓餞顫戰建旔揭𢶆訐羯𧼨鍻𠐻楗寋鍵𡾰件鍵鑳健腱踺牮薦𧲛洊荐栫袸臶瀳𨷓梘見鋻𤜵贍"
"tɕʰiɪ̃1"	"𡝫覘䑎㡨鹼臉僉𠠃簽籤槧憸譣纖孅韱襳㚲㾆𢃔裧幨襜䪜妗𤎥緂𢛈厱㪁𢜩𨦄䌠謙㢟梴鏈脠㿊扦𨝍遷𠨧櫏䉦𨙙韆鋋儃嬋澶禪蟬單撣僤騫䇂㗔愆𠎝諐褰𧽐攐䙭䞿攑千仟阡芊迁圱汘杄谸釺𪊑岍汧蚈牽雃掔縴郉"
"tɕʰiɪ̃2"	"㶣誗𪏂螹朁𥮒潛䁮灊鬵𤎢燂𢅮䕭𢸧㰊𤍙燅燖𦢨爓棎蟾撏𢁮拑鈐鉗鉆箝羬黔黚雂鳹鍼廛緾鄽㙻瀍𧔊纏躔𨷭𧾍錢𧔢㳄涎赶𥴤犍揵鍵虔掮乾𠢅𨜻墘榩騝鰬湔前歬𥮒𥮓騚鍼"
"tɕʰiɪ̃3"	"䤘憸脥嵰𩑳憯慊歉嗛膁㢟𣃘𧈪蕆𨩪䩶囅搌淺𧥛𠳋㹂遣𨺫𥳐𩝡繾䭤豤蜸𥧬䵖"
"tɕʰiɪ̃5"	"塹槧壍嬱裧幨襜䪜㙴䠨韂䦲欦䇜𩒥𤬯欠㐸㪁傔邅纏邅䛹䍎芊茜𢂺倩棈蒨𧚫䑶輤篟綪汧牽㯠䵖菣蜆俔涀#歉"
"ɕiɪ̃1"	"綅𦃌彡𢘁銛暹憸䯹枮襳𡝫苫痁蘞忺杴𥟕㿌𩏩䌠妗欦㽐㾾䵌馦硟仙奾氙苮㲔僊鮮廯㒨𠑗躚䉳鱻埏脠䘰搧煽鯅羶扇挻䡣䞿掀鍁鶱軒蓒仚屳嘕𦒜嫣先𥑻酰蹮躚祆訮詽祅？身（~毒）"
"ɕiɪ̃2"	"臤賢贒礥㘋"
"ɕiɪ̃3"	"㚒陝閃𧴭𧵏𡟨睒㴸覢㛍憸譣險嶮獫玁𩏩鮮䉳𥙮尠尟獮燹𤐨蘚𤣔𤣗𧕇癬㜣㒄䁴攇幰䘆䜢憲洗銑姺冼𦭶㭠毨筅跣箲𩶤燹蜆㬎𣊡韅顯抮"
"ɕiɪ̃5"	"剡？贍苫閃煔掞姭脅䆎䃸㺌鼸惗鮮腺綫線𦆀羡羨䢭單善僐鄯墠墡磰蟮蟺譱𪍶鱓鱔禪䄠單僐鄯擅膳嬗𤮜𦉕繕饍煽扇傓𦶋𧎥𥰢謆騸瀗獻𧾨𩆵先㪇䨘𢊰𥰳霰軐汛韅𩎌嫢詪䵤顈蜆俔垷哯峴晛睍鋧㦓臔𨘇見涀現"
"tɕʰiɪ̃1"	"燀"
"tɕʰiɪ̃3"	"諂讇𨼒幝燀繟𦆀闡䵐灛嘽"
"tɕʰiɪ̃5"	"覘䀡硟"
"ʔiɪ̃1"	"崦醃閹䣍菴㤿䅧懨𨣻猒嬮懕饜腌醃蔫焉蔫焉鄢嫣閼橪咽胭烟菸湮𡨾煙𤎟𥷀燕驠閼"
"ʔiɪ̃2"	"嚴䉷𪙊炎阽閆塩閻檐壛簷𪂈㶄櫩䦲鹽𣡞𤅸𣡶㿕㾆𧦦冄呥柟袡蚺舑髯𩓾䶲冉蛅言訁䓂琂䇾甗焉漹䗡鋋埏䘰延郔莚狿䀽𨕐蜒筵綖䢭肰然𤡮㜣燃𥳚繎䕼𤓉沿㳂趼俓鳽妍㿼研姸硏揅𥓋"
"ʔiɪ̃3"	"广𠆲𢇘㢂儼曮礹广嬐嶮隒噞顩䲓媕晻𡹮閹奄弇䣍𣃰掩揜㭺𤗎渰罨𣄉裺𩃗埯𣃧酓檿𥜒厴𧞣魘黶厭擪淡淊夵剡琰棪扊䎦𨁹䌪燄柟冉苒姌染𡜉䎃𥬕䣸𩃵屵𧥜𪗛巘嵃遃甗巘𤫣齴讞䟍嫣㫃鄢㫃匽郾偃褗蝘鶠鰋鼴堰䞁𧍢衍𧊔𠻤演戭縯蔩熯戁㒄橪蹨𥈔蝘躽宴嬿"
"ʔiɪ̃5"	"噞𣄝驗𪙊釅俺淹㤿裺覎㛪𦑎䛳俺𢜰猒𢜰厭嬮饜𢴵鹽𤅸焰焱艶爓艷灧豔灩髯染甗彥彦唁喭諺這鬳𤬝鄢傿漹嫣匽郾褗躽堰椻㰽𡙷䞁涎羡羨延莚狿衍𠻤䢭趼研𤜵豜硯𨁍溎咽𥉛宴燕酀嚥嬿㬫鷰醼讌驠𤜵"
"piŋ1"	"仌冰掤冫兵栟并幷竝屏箳攽汃邠玢砏彬斌㻞豳虨霦𥇖份𧶉賓𡪛賔儐濱濵檳㯽瀕䚔鑌顮𩴱矉#殯（又）"
"piŋ3"	"丙邴苪秉怲昞炳窉蛃鉼餅䴵併屏鞞稟"
"piŋ5"	"靐凭邴怲柄棅鈵寎并幷竝併倂傡摒庰偋病坪𡊞枰評併並竝鮩儐䚔擯𢷤殯𣩵𧸈鬢覕𩯭猵臏髕牝"
"pʰiŋ1"	"拼姘甹俜艵頩𢖊竮覮頩砏虨繽𩴱𢣐䎙𩰝"
"pʰiŋ2"	"馮淜凭㵗憑平坪苹泙枰胓蚲評鮃畊郱荓洴屏瓶萍𤲒蓱蛢缾䈂軿竮箳䶄獱𩴱玭頻薲嬪嚬𡤉㰋蠙𦇖𧭹顰蘋𡧋貧"
"pʰiŋ3"	"品榀"
"pʰiŋ5"	"聘俜娉#噴#歕𣎵䚔𧢘𨷚"
"miŋ2"	"𥁰盟明朙鳴䳟名洺冥𥹆鄍蓂猽溟嫇榠暝銘瞑螟𧱴覭䫤𪃯玟苠旻旼岷珉盿罠㨉瑉碈鈱䁕𤸅䪸緡鍲抿笢閩闅忞汶民怋䁕泯闅"
"miŋ3"	"𥁰皿𥥊眳慏茗眳溟嫇姳酩瀴䟨刡抿泯𤿕笢黽僶𨍌澠䐇"
"miŋ5"	"命詺名暝䒌暋敃敏閔湣愍𤛎慜潣憫𦌡簢𥴲鰵𨏵"
"tiŋ1"	"丁仃䦺叮玎疔虰釘靪"
"tiŋ3"	"㞟奵耵靪酊頂𩠑鼎薡𩕢葶濎"
"tiŋ5"	"奠釘𦘭矴定訂飣錠顁定萣啶腚碇錠廷掟振#澄庭"
"tʰiŋ1"	"町訂艼庁汀𦉬烴綎𦀚䩠䋼鞓聽廳桯"
"tʰiŋ2"	"渟綎㼗廷𧖧莛㹶亭庭停葶蜓筳婷楟霆聤鼮𧓴𩹇挺娗"
"tʰiŋ3"	"徎町艼𦉬𡈼圢侹珽脡𤱹䦐頲町訂鋌莛蜓霆挺涏娗梃艇誔聽"
"tʰiŋ5"	"汀聽侹"
"niŋ2"	"凝夌凌陵掕菱崚淩㥄𣣋㱥𠗲祾𡕮䔖蔆綾𩜁鯪跉令𨛲寍䆨寧𣍆嚀聹𧕝鸋冷怜拎獜鏻〇伶𠄖刢灵阾苓囹彾狑泠姈玲柃昤𠱠㸳瓴𣬹砱秢𤫲㾉竛聆蛉笭舲翎羚紷軨跉詅零閝鈴𩚹𧆺䯍駖蕶鹷鴒魿澪䕘𩄀霝霛䉁𪕌酃蘦孁齡櫺𩟃𤣘𩆜𩆚𧕅𦉢䡼醽𩆮靈䴇𩖊𩵀𢺰𤣤欞麢爧𥤞𧖜䉹𦫊𦏰龗岭令呤𩆈林淋琳箖霖臨瀶痳紉粦鄰粼㷠𡑜嶙獜潾璘燐磷瞵疄麐翷繗轔𧲂壣鏻驎𩻜鱗麟駗凪（な（ぐ））"
"niŋ3"	"阾柃袊䕘領嶺聹䗿擰𩕳䔭濘冷笭𦊓癛㐭菻凜廩𤎭澟懍檁顲嶙撛僯橉𩕔"
"niŋ5"	"凝詅令甯鸋佞寗濘零𢺰另令臨𠐼粦㔂遴燐磷瞵疄麐轔鏻𠄈撛吝悋𤌎𨴙𧶆𦺸橉閵甐䗲𥳞藺𩕔䉮躙轥躪𧖔"
"tɕiŋ1"	"矜兢菁旌旍晶腈睛聙精𣻒𩓨鼱婧蜻鶄箐氏京荆荊鶁麖驚麠蟼#鯨巠涇經鵛頸𩻛兓埐𩀿𪖼祲𥍯綅梫浸侵𢔀𥍯䜷駸今金釒衿䘳黅㦗襟𪑙禁津𦘔璡𦩨𦪉濜瑧巾斤觔筋䈥釿#寧"
"tɕiŋ3"	"井丼𨙷肼景儆璥憼蟼警㯳頸臩憬璟暻囧煚剄烴䤐䭙𡩻䐶錦儘㯸盡巹堇漌𧯷槿㹏𪏴謹慬菦𡎸𡏳緊胗𦜌𤷌"
"tɕiŋ5"	"殑殑精阱穽妌𩇕竫婧靖靜猙睜穽淨婧䝼𩓞靚請㵾勁竟敬獍鏡涇痙儆倞誩曔𥪰競檠汫經俓逕𠲮徑弳桱𩰹浸祲濅𥧲𡫏蕈禁僸㯲凚噤䫴唫笒紟妗𤘡𦧈𦨽凚噤䶖齽鈙璡枃晉進搢瑨㬜縉𦎷䗯盡濜贐㶳賮壗藎濜燼贐斤巾（飾也）㧆劤靳㨷近瘽僅廑瑾㝻饉𠞱墐歏殣覲瘽近#境"
"tɕʰiŋ1"	"硱圊清淸卿氫輕𨆪鑋頃青靑鶄鯖靘綅衾菳嶔欽+慶"
"tɕʰiŋ2"	"䝼夝情晴氰請餳𩛿䫆鯨䲔葝剠勍䵞樈檠擎黥頸𦳲葝𩷏梣䤁鈂埐嶜灊䰼𣜣𩷒鬵灊覃撏枔𩖣鬵鐔尋鄩𨼔噚𢒫潯樳𣎟𦠅襑𦅀鱏鱘𤅬䅾凜庈黔黚𨙽芩㪁耹㕋捦琴禽雂靲擒䔷噙㩒檎澿鵭㱽堇㨷墐魿𥎊慬蘄芹勤瘽懄𥎊懃𧼒"
"tɕʰiŋ3"	"睛請#傾頔𩓏苘頃䔛𩒵㩩檾謦䤐𦯈梫㾛寑寢鋟𡪢𡬓顉𩖄笉𤿳𧼒螼"
"tɕʰiŋ5"	"倩凊輕慶掅靘𪊑𨆪鑋殸𥥻磬罄唚䈜儭寴瀙親臤𧼒菣"
"ɕiŋ1"	"𨞾興鉎胜星猩惺腥煋𥠀篂鮏曐鯹醒𠷓馨蛵忄心芯杺𨊳𦁍㽎歆廞嬜鑫辛新鋅薪邤忻昕欣訢炘蜻"
"ɕiŋ2"	"行陘㓝刑邢形㼛侀型䣆娙硎𤭓鈃鉶鋞𤬐桯"
"ɕiŋ3"	"省渻㮐惺𢜫睲擤箵醒罧伈廞䘆"
"ɕiŋ5"	"𩜁嬹興臖#幸#杏#行性姓𣢝𩈡腥睲醒脛𩷏鋞𢙼涬悻婞緈脛踁？𠖶？吣沁？吢阠囟𤜢信顖卂汛迅訙訊奞庍炘脪𦜓㾙焮衅舋釁"
"tɕʰiŋ1"	"𡩁𡪔寴親"
"tɕʰiŋ2"	"秦嗪𤚩螓"
"tɕʰiŋ3"	"赾"
"ʔiŋ1"	"膺𧕄鷹應鉠楧㿮英渶媖瑛霙韺鶧賏嬰𨟙攖蘡瓔纓𢄋嫈褮䪯縈隌音陰隂喑瘖䜾䤃霠愔韾烟湮𦎣因㘻㧢茵垔洇姻氤裀陻堙婣絪歅禋銦鞇駰諲闉殷溵慇㶏駰𪔗鼘#甖#𠠜#罌#嚶#櫻#譻#鶯#鸎#鸚#尹"
"ʔiŋ2"	"蠅迎盈𨜏𤟣楹𦝚嬴攍䕦瀛㜲贏籝塋䁝營謍濴鎣瀠矨䀴𧵣褮滎熒䁝螢碞乑吟荶唫崟訡𠪚䪩𩂢䤁䒞撢鐔鱏冘𢓕㸒淫婬𥮍蟫𨟏霪鷣碪圻㹜斦垠䓄狺䖐鄞䴦齦𪛊齗㹞垠泿珢䓄訔圁狺鄞銀誾檭嚚䴦䖜𪛊𧥺㘋礥寅𡐔蔩夤𦟘螾"
"ʔiŋ3"	"璄璟𠝟㲟摬影𩘑䭘𨟙𦡺廮𣤵癭郢浧梬潁穎瀴𩳍巊僸趛𤃷飲㱃潭磭听釿齗𪙤听乚殷磤㶏𠃊㐆㥯隱嶾𤻘櫽䌥𨏈癮弞𢯼𠻤演戭縯引𢎢吲蚓鈏靷螾濥廴䏖"
"ʔiŋ5"	"譍噟應鱦賸㑞媵膡䵴孕迎詇賏映暎吟窨䅧喑蔭飲𤸌癊䕃䫴𪔰垽猌憖憗垽殷㶏𤔌㥯隱㒚㡥懚檼印茚𩂥𣱐鮣𣌾𢯼引鈏靷濥𦙍胤洕𨋙酳𦞩䏖"
"ɕiɪ̃2"	"稴嫌"
"piɔ1"	"髟猋蔈幖標熛𦠎瘭𣄠贆爂飆飊驫㠒𧽤杓儦藨瀌臕𦔩𧥍鑣𩽁#彪"
"piɔ3"	"標㟽褾𧢄表𧘝婊裱䔸錶𧞧"
"piɔ5"	"裱俵𦳤藨𠬪𧴎莩殍㹾㰶摽膘鰾𢹰𦭼顠慓𩮳驃票"
"pʰiɔ1"	"摽𦠎𤐫鏢彯漂翲螵旚𧽤𨄏犥飄𩙒嫖瞟𪅃僄嘌慓杓？標"
"pʰiɔ2"	"𣞈剽螵飄瓢薸"
"pʰiɔ3"	"膘縹犥瞟篻醥顠皫麃"
"pʰiɔ5"	"摽剽彯漂翲嫖票勡僄慓㬓䏇"
"miɔ2"	"猫緢苗描鶓䖢𪃦蜱篻㠺"
"miɔ3"	"訬吵杪眇秒𦳥淼渺篎緲藐"
"miɔ5"	"覅篎妙玅庿廟繆"
"tiɔ1"	"刁𠚥叼䂏凋𧘨奝蛁𦨣彫弴琱貂𦶌碉𩾗㚋瞗雕鵰鯛𧜣䒒䯾"
"tiɔ3"	"隝𠄏扚𢁕䄪屌𧜣伄窵釕鳥蔦䲽佻鵃㣿"
"tiɔ5"	"悼棹㷹櫂濯𨑩弔吊伄釣銱瘹窵蔦𤕷掉𤱩䂽挑窕誂嬥藋掉𥁮調嬥銚莜"
"tʰiɔ1"	"佻挑庣恌祧聎𣂁蓧朓脁趒銚"
"tʰiɔ2"	"𠤼調佻芀苕岧迢𠧪𣬸條笤𧌁樤蜩髫鋚䩦䯾齠鰷嬥趒跳鮡"
"tʰiɔ3"	"䠷窱朓挑"
"tʰiɔ5"	"鋽咷窱眺粜絩趒覜𥺋頫糶"
"niɔ1"	"#䩍"
"niɔ2"	"燎髎摷蟧橑聊僚䜮膋漻憀寥㙩撩遼敹嘹嶚獠憭寮嫽璙𡽐膫𦗖𥲊竂𧂏蟟簝豂繚髎飉𩯊鷯料廖瞭鐐熮翏𦿌"
"niɔ3"	"僚憭嫽璙燎繚𢻢爒鳥裊嫋𨲂𢴶褭嬝嬲㒟𢸣㜵䃵嬈𢄺了撩憭𤁸繚镽𧘈䑠鄝蓼𥗀爒瞭"
"niɔ5"	"㙩膫燎療𤻲鷯尞𤊽熮尿脲㞙嘹嫽璙尥炓料𦌒鐐𩕐#藥溺"
"tɕiɔ1"	"交郊敎膠𩾗茮椒焦僬蕉㲬膲燋礁蟭鐎𪚰𪚱䌭鷦𤓪噍醮䩌憍嬌穚簥驕鷮撟喬蕎憿𥄉澆徼梟蟂驍邀釗"
"tɕiɔ3"	"#角（北語 麪食屬）狡絞㽱膘漅𤃭剿勦𠞰𠟯𢄺𠟿𨙹𥃧嬌𨝰撟敽矯蟜䚩譑孂鱎蹻㭂㡑劋𧂈湫㿟恔晈皎䘨儌𢅎璬皦𨶪繳䰘䥵"
"tɕiɔ5"	"敎教較校趡僬潐𥡤𥛲趭醮䂃皭釂爝癄䩌趡噍趭劁誚𨲭轎嶠激鸄敫𢅎徼叫訆嘂噭獥藠𨎬譥譙"
"tɕʰiɔ1"	"㡑𣟼𣖄幧鍫鍬篍鐰𣂁？悄憍橇趫鞽繑趬蹺蹻䫞㚠郻𡩇𢿣鄡墽"
"tɕʰiɔ2"	"䏆𡻝僬嶕鐎劁𨝱憔樵瞧𦿕藮譙䩌顦撨菬嬌鷮蟜㠐轎蹻喬僑蕎㝯橋䀉𦒓趫鐈毊礄荍嘺䎗𧄍翹𤖻屶（なた）"
"tɕʰiɔ3"	"巧悄釥愀磽䂪"
"tɕʰiɔ5"	"俏陗峭帩㴥𪑊篍哨譑趬㢗𠿕㚁翹撬撽𢵿𢶡竅"
"ɕiɔ1"	"捎莦蛸鮹哨逍𤞚消宵焇硝痟揱𦐺綃霄銷魈䴛奞呺枵歊獢藃嚻囂毊虈㺧𤣠𩱴踃艘瞍㩋潚橚㲖翛𦐺撨箾蕭彇蟰簫瀟蠨𩙚憢䫞䎄㚠嘵膮𦟞澆"
"ɕiɔ2"	"肴"
"ɕiɔ3"	"小䒕𩵖謏㩋䃤𩵌筱篠𧩮膮曉皢䥵𠄔藠芍皛𦯪㵿笹"
"ɕiɔ5"	"孝哮效鞘韒肖𥬇笑㗛䐹㩋嘯熽歗嬈𢿿娎"
"iɔ1"	"蟯葽喓腰䙅𧍔邀䳩要夭妖枖祅訞𥃩蟯幺吆𢆷𦔷𨓳葽𩑗宎𡧮怮䱂犳#耀"
"iɔ2"	"𨚙鴞𢑄洮陶恌姚珧烑軺傜摇搖䔄嗂徭遥猺遙愮媱瑶瑤榣銚𣣳餆窰窯𤬖𢋇𦾺䠛繇謡謠颻蘨鰩鷂㫍𨙂榆褕僥垚堯嶢顤"
"iɔ3"	"芺夭殀仸崾闄抭𦥝舀𦥨溔𩨴䁘鷕葽㫐苭杳𡧮窅窈偠䆞𨱧婹𩡻㫏鴢騕"
"iɔ5"	"𧇠葽要約趭摇搖䔄㞁筄覞𧡷曜艞燿矅耀鷂𧢢讑鷣𣤦𤪎澆顤𠹑𪖐獟䆞𥦒窔#躍（躍進俗又音）凧（たこ/いかのぼり）"
"tɕiɔŋ3"	"窘"
"tɕʰiɔŋ2"	"璚𢗋赹焭惸𡞦睘煢㒌𢶇𦽓憌藑𦾵𨍶？瓊嬛䂬輁舼邛𦭭桏𤤶䅃筇𦨰蛩蛬𠌖𩬰𩢽𥳎窮藭𥨪"
"ɕiɔŋ1"	"兄𧵣銎凶兇匈𣧑洶恟胸胷訩𧧗芎？酗"
"ɕiɔŋ2"	"瓊雄熊"
"ɕiɔŋ3"	"𦬺"
"ɕiɔŋ5"	"詗夐敻矎醟？䠗？𧽒"
"iɔŋ1"	"蕹罋邕嗈雍噰郺壅澭臃㻾雝𧴗廱灉𪄉饔癰#庸"
"iɔŋ2"	"𩤛喁顒鰅雄肜融瀜㝐容䡆傛搈蓉溶瑢榕㣑熔㼸𤮇褣䈶𨲟鎔𪃾頌傭鄘墉㟾㺎滽槦𤛑銿𦤘𢧳𧴄鏞鱅䗤𪅟嵱雄#榮"
"iɔŋ3"	"#永擁壅臃𢶜傛溶甬俑勇埇涌悀恿湧塎蛹𧗴𧻹踊慂踴"
"iɔŋ5"	"雍（雍州）㙲灉用"
"tɕiɔʔ7"	"#橘拲挶梮𦥑㮂輂䋰䡞鋦𧤑𦅽絭臼匊掬𡙳踘諊𥲩鞠鞫𡫬𥩁𥷤𦥑𨸰㘲泦菊㹼㥌椈𧿻𦶗㽤閰𩬜趜𩛺䳔䱡鵴蘜𧃓巈𪈓𣐊踘𠤄鞠毱䗇趜䜯𪁁𩣽䱡鵴驧局侷焗䎤跼駶垢"
"tɕʰiɔʔ7"	"𠤄鞠𩍔麯麴𥶶䱡匤䒼蛐髷曲"
"ɕiɔʔ7"	"畜鄐荲𥈆蓄慉㜅𤲸稸蓫頊旭勖勗𩪉𩔴"
"iɔʔ7"	"頊玉鈺獄鳿砡澳懊䐿噢𣢜㰲𠸹𪑝郁栯彧戫𨞓隩墺薁稶燠䉛𨪎哊囿谷峪𤞞浴欲輍鋊慾𩀑鵒𧷗唷蘛𢌻育昱堉𦱀逳淯棛喅焴蒮煜蜟毓䋭𥉑錥儥𤳕鬻𩱱粥"
"po1"	"波菠紴碆嶓啵番皤玻"
"po3"	"㝿跛簸駊播㨐掊#褒#襃"
"po5"	"𢿥簸譒番爸（父也）縛（束也）䏽瓿蔀䍌篰䴺培婄犃𩌏䏽"
"pʰo1"	"𨸭坡𡶅叵笸鉕駊𡽠頗"
"pʰo2"	"碆繁媻搫婆蔢鄱皤𩕏䏽䍌抔捊掊裒𩚭箁䯽"
"pʰo3"	"蔀婄剖䯽䳝"
"pʰo5"	"破+頗䞳踣豧㰴仆"
"mo1"	"？摸"
"mo2"	"麽麼劘𡡉𦟟摩磨𥂓蘑䯢魔𩞁𦣆䭩呣鷚矛𢦵堥蝥蟊𩭾繆哞牟侔劺𦭷恈眸蛑䋷謀麰鴾鍪䱕毪𨡭鞪雺+摸（莫胡切 同摹）𠻚嫫摹模膜（莫胡切 拜也）橅謨饃𨡭无墲䉑㡔#鰻無"
"mo3"	"麼嬤懡𣋟莽某𤵝母牡拇𤝕姆胟𠭇畞畝𧿹畮踇䳇鵡姥媽峔䥈𢜮#沫"
"mo5"	"塺摩磨䃺耱𠔼茂袤䓮貿楙愗鄮瞀𦼪懋苺姆雺莓仫莫（暮本字）募墓慔慕暮𥰻騖鶩"
"fo3"	"不缶否𡜊缹鴀痞殕紑𩂆㤱秠"
"to1"	"𦰿𦷛多茤𨹄𨹃桗"
"to3"	"奲癉哆+䫂嚲䯬揣㪜𥠄褍朵朶𨹄𨹃挆哚埵𦀉躲䤪𨦃綞鬌𩊜鍺"
"to5"	"癉哆跢痑+爹陊𣵻舵拕沲沱柁袉詑馱䭾駄挅剁刴㛆桗跺垛鬌𤬾惰䅜憜墮嶞嫷𩊜𥳔䤻䲊𥬲𥬸惰媠䙃𧱫"
"tʰo1"	"蛇痑拖拕佗鼧䛢𧦭䜏詑涶"
"tʰo2"	"池佗陀坨沲沱迱㼠砣袉䍫紽䡐𡩆酡跎詑馱䭾𩉺駞駝鴕鮀鼧驒𧕛鼉㸰堶碢"
"tʰo3"	"袉媠墮𨼰䲊隋妥㟎橢鵎"
"tʰo5"	"拖嫷𧝍蛻毤唾𣮆涶毻"
"lo2"	"那臡𤘟挪𡖔𠹈𩴓㔮儺羅儸蘿玀𤄷欏籮鑼饠剆囉䎠捼蠡腡𥡜𦿌螺𣜄𥢵鏍騾覼𧄿驘鸁𩼊𨰠蠃摞㚢奴孥砮笯駑帑蘆邏"
"lo3"	"袲𨙻娜哪橠㡅𢄴𩝢欏剆砢𣂞𠻡㰁㦬曪㛂𢫷𧝹卵𦝠倮蓏躶瘰蠃臝𤼠孥砮努弩𧉭胬怒擄虜"
"lo5"	"那奈郍㿚𧟌堧稬懦穤𤲬愞𡰠𡰟摞漯𠏢䇔𢺑㱻䌴笯怒"
"ko1"	"妿㤎滒鴚菏柯牁戕戈𩾷緺㽿楇𩰬𩰫瘑㗻鍋𨍋過𧒖堝渦撾"
"ko2"	"果"
"ko3"	"笴哿舸𥰮鐹果菓猓惈蜾裹粿輠餜䴹划錁嬤"
"ko5"	"鐹裹㳀過𧒖𩟂划騍"
"kʰo1"	"𠳊珂軻䯊㽿㸰科萪棵嵙犐稞𠏀窠薖蝌䈖髁課簻#顆#裸"
"kʰo3"	"軻坷岢棵顆敤堁"
"kʰo5"	"蚵軻坷艐科髁敤㪙堁𡱼課騍㾧"
"xo1"	"#煆#蝦#鰕抲呵㱒訶𩑸"
"xo2"	"何河荷菏魺苛蚵㗻禾䒩咊和𤖱盉鉌龢胡"
"xo3"	"㪋㰤𩑸㪃㗿火灬伙邩鈥夥"
"xo5"	"呵㰤何荷賀㵑𧝂袔貨輠夥𡖿𥙯𥚁𣄸禍𨘌和盉俰付#囘"
"ʔo1"	"阿錒妸妿屙娿婀䋪疴痾鈳濄倭萵渦涹窩撾𡑟踒𥟿#蝸（北語新嵌者 非）"
