"字目"	"读音"	"注释"	"声母"	"韵母"	"声调"
"監"	"kam223"	""	"k"	"am"	"223"
"贛"	"kam21"	""	"k"	"am"	"21"
"監"	"kam21"	""	"k"	"am"	"21"
"鑒"	"kam21"	""	"k"	"am"	"21"
"含"	"ham44"	""	"h"	"am"	"44"
"涵"	"ham44"	""	"h"	"am"	"44"
"函"	"ham44"	""	"h"	"am"	"44"
"咸"	"ham44"	""	"h"	"am"	"44"
"衔"	"ham44"	""	"h"	"am"	"44"
"蚶"	"ham223"	""	"h"	"am"	"223"
"憨"	"ham223"	""	"h"	"am"	"223"
"酣"	"ham223"	""	"h"	"am"	"223"
"喊"	"ham21"	""	"h"	"am"	"21"
"撼"	"ham213"	""	"h"	"am"	"213"
"憾"	"ham213"	""	"h"	"am"	"213"
"陷"	"ham311"	""	"h"	"am"	"311"
"馅"	"ham311"	""	"h"	"am"	"311"
"鹹"	"ham44"	""	"h"	"am"	"44"
"銜"	"ham44"	""	"h"	"am"	"44"
"餡"	"ham311"	""	"h"	"am"	"311"
"卵"	"lan213"	""	"l"	"an"	"213"
"红"	"aŋ44"	""	""	"aŋ"	"44"
"洪"	"aŋ44"	"洪水，姓"	""	"aŋ"	"44"
"安"	"aŋ223"	""	""	"aŋ"	"223"
"肮"	"aŋ223"	""	""	"aŋ"	"223"
"翁"	"aŋ223"	""	""	"aŋ"	"223"
"按"	"aŋ21"	""	""	"aŋ"	"21"
"宴"	"aŋ21"	""	""	"aŋ"	"21"
"紅"	"aŋ44"	""	""	"aŋ"	"44"
"残"	"tsʰaŋ44"	""	"tsʰ"	"aŋ"	"44"
"田"	"tsʰaŋ44"	"训"	"tsʰ"	"aŋ"	"44"
"藏"	"tsʰaŋ44"	""	"tsʰ"	"aŋ"	"44"
"塍"	"tsʰaŋ44"	""	"tsʰ"	"aŋ"	"44"
"铲"	"tsʰaŋ53"	""	"tsʰ"	"aŋ"	"53"
"产"	"tsʰaŋ53"	""	"tsʰ"	"aŋ"	"53"
"餐"	"tsʰaŋ223"	""	"tsʰ"	"aŋ"	"223"
"苍"	"tsʰaŋ223"	""	"tsʰ"	"aŋ"	"223"
"沧"	"tsʰaŋ223"	""	"tsʰ"	"aŋ"	"223"
"疮"	"tsʰaŋ223"	""	"tsʰ"	"aŋ"	"223"
"葱"	"tsʰaŋ223"	""	"tsʰ"	"aŋ"	"223"
"灿"	"tsʰaŋ21"	""	"tsʰ"	"aŋ"	"21"
"璨"	"tsʰaŋ21"	""	"tsʰ"	"aŋ"	"21"
"颤"	"tsʰaŋ21"	"新"	"tsʰ"	"aŋ"	"21"
"创"	"tsʰaŋ21"	""	"tsʰ"	"aŋ"	"21"
"殘"	"tsʰaŋ44"	""	"tsʰ"	"aŋ"	"44"
"鏟"	"tsʰaŋ53"	""	"tsʰ"	"aŋ"	"53"
"產"	"tsʰaŋ53"	""	"tsʰ"	"aŋ"	"53"
"蒼"	"tsʰaŋ223"	""	"tsʰ"	"aŋ"	"223"
"滄"	"tsʰaŋ223"	""	"tsʰ"	"aŋ"	"223"
"瘡"	"tsʰaŋ223"	""	"tsʰ"	"aŋ"	"223"
"蔥"	"tsʰaŋ223"	""	"tsʰ"	"aŋ"	"223"
"燦"	"tsʰaŋ21"	""	"tsʰ"	"aŋ"	"21"
"顫"	"tsʰaŋ21"	"新"	"tsʰ"	"aŋ"	"21"
"創"	"tsʰaŋ21"	""	"tsʰ"	"aŋ"	"21"
"层"	"tsaŋ44"	""	"ts"	"aŋ"	"44"
"丛"	"tsaŋ44"	""	"ts"	"aŋ"	"44"
"总"	"tsaŋ53"	"抓头发"	"ts"	"aŋ"	"53"
"脏"	"tsaŋ223"	""	"ts"	"aŋ"	"223"
"赃"	"tsaŋ223"	""	"ts"	"aŋ"	"223"
"曾"	"tsaŋ223"	""	"ts"	"aŋ"	"223"
"罾"	"tsaŋ223"	""	"ts"	"aŋ"	"223"
"棕"	"tsaŋ223"	""	"ts"	"aŋ"	"223"
"赞"	"tsaŋ21"	""	"ts"	"aŋ"	"21"
"壮"	"tsaŋ21"	""	"ts"	"aŋ"	"21"
"甑"	"tsaŋ21"	""	"ts"	"aŋ"	"21"
"粽"	"tsaŋ21"	""	"ts"	"aŋ"	"21"
"绽"	"tsaŋ213"	"又"	"ts"	"aŋ"	"213"
"藏"	"tsaŋ213"	""	"ts"	"aŋ"	"213"
"脏"	"tsaŋ213"	"臟"	"ts"	"aŋ"	"213"
"赠"	"tsaŋ311"	""	"ts"	"aŋ"	"311"
"層"	"tsaŋ44"	""	"ts"	"aŋ"	"44"
"灇"	"tsaŋ44"	"泼"	"ts"	"aŋ"	"44"
"叢"	"tsaŋ44"	""	"ts"	"aŋ"	"44"
"總"	"tsaŋ53"	"抓头发"	"ts"	"aŋ"	"53"
"髒"	"tsaŋ223"	""	"ts"	"aŋ"	"223"
"贓"	"tsaŋ223"	""	"ts"	"aŋ"	"223"
"贊"	"tsaŋ21"	""	"ts"	"aŋ"	"21"
"壯"	"tsaŋ21"	""	"ts"	"aŋ"	"21"
"綻"	"tsaŋ213"	"又"	"ts"	"aŋ"	"213"
"贈"	"tsaŋ311"	""	"ts"	"aŋ"	"311"
"檀"	"tʰaŋ44"	""	"tʰ"	"aŋ"	"44"
"弹"	"tʰaŋ44"	""	"tʰ"	"aŋ"	"44"
"堂"	"tʰaŋ44"	""	"tʰ"	"aŋ"	"44"
"棠"	"tʰaŋ44"	""	"tʰ"	"aŋ"	"44"
"螳"	"tʰaŋ44"	""	"tʰ"	"aŋ"	"44"
"唐"	"tʰaŋ44"	""	"tʰ"	"aŋ"	"44"
"桐"	"tʰaŋ44"	""	"tʰ"	"aŋ"	"44"
"虫"	"tʰaŋ44"	""	"tʰ"	"aŋ"	"44"
"毯"	"tʰaŋ53"	""	"tʰ"	"aŋ"	"53"
"坦"	"tʰaŋ53"	""	"tʰ"	"aŋ"	"53"
"倘"	"tʰaŋ53"	""	"tʰ"	"aŋ"	"53"
"躺"	"tʰaŋ53"	""	"tʰ"	"aŋ"	"53"
"汤"	"tʰaŋ223"	"浩浩~~"	"tʰ"	"aŋ"	"223"
"通"	"tʰaŋ223"	""	"tʰ"	"aŋ"	"223"
"叹"	"tʰaŋ21"	""	"tʰ"	"aŋ"	"21"
"趟"	"tʰaŋ21"	""	"tʰ"	"aŋ"	"21"
"烫"	"tʰaŋ21"	"麻辣~"	"tʰ"	"aŋ"	"21"
"通"	"tʰaŋ21"	""	"tʰ"	"aŋ"	"21"
"彈"	"tʰaŋ44"	""	"tʰ"	"aŋ"	"44"
"蟲"	"tʰaŋ44"	""	"tʰ"	"aŋ"	"44"
"湯"	"tʰaŋ223"	"浩浩~~"	"tʰ"	"aŋ"	"223"
"歎"	"tʰaŋ21"	""	"tʰ"	"aŋ"	"21"
"燙"	"tʰaŋ21"	"麻辣~"	"tʰ"	"aŋ"	"21"
"陈"	"taŋ44"	""	"t"	"aŋ"	"44"
"同"	"taŋ44"	""	"t"	"aŋ"	"44"
"铜"	"taŋ44"	""	"t"	"aŋ"	"44"
"筒"	"taŋ44"	""	"t"	"aŋ"	"44"
"童"	"taŋ44"	"~身(乩童)"	"t"	"aŋ"	"44"
"党"	"taŋ53"	""	"t"	"aŋ"	"53"
"挡"	"taŋ53"	""	"t"	"aŋ"	"53"
"董"	"taŋ53"	""	"t"	"aŋ"	"53"
"丹"	"taŋ223"	""	"t"	"aŋ"	"223"
"当"	"taŋ223"	"叮当"	"t"	"aŋ"	"223"
"裆"	"taŋ223"	""	"t"	"aŋ"	"223"
"东"	"taŋ223"	""	"t"	"aŋ"	"223"
"冬"	"taŋ223"	""	"t"	"aŋ"	"223"
"中"	"taŋ223"	"~央"	"t"	"aŋ"	"223"
"诞"	"taŋ21"	""	"t"	"aŋ"	"21"
"蛋"	"taŋ21"	""	"t"	"aŋ"	"21"
"当"	"taŋ21"	"恰~"	"t"	"aŋ"	"21"
"档"	"taŋ21"	"~次"	"t"	"aŋ"	"21"
"冻"	"taŋ21"	"结~"	"t"	"aŋ"	"21"
"荡"	"taŋ213"	""	"t"	"aŋ"	"213"
"宕"	"taŋ213"	""	"t"	"aŋ"	"213"
"动"	"taŋ213"	""	"t"	"aŋ"	"213"
"重"	"taŋ213"	""	"t"	"aŋ"	"213"
"但"	"taŋ311"	""	"t"	"aŋ"	"311"
"洞"	"taŋ311"	""	"t"	"aŋ"	"311"
"陳"	"taŋ44"	""	"t"	"aŋ"	"44"
"銅"	"taŋ44"	""	"t"	"aŋ"	"44"
"黨"	"taŋ53"	""	"t"	"aŋ"	"53"
"擋"	"taŋ53"	""	"t"	"aŋ"	"53"
"當"	"taŋ223"	"叮~"	"t"	"aŋ"	"223"
"襠"	"taŋ223"	""	"t"	"aŋ"	"223"
"東"	"taŋ223"	""	"t"	"aŋ"	"223"
"誕"	"taŋ21"	""	"t"	"aŋ"	"21"
"當"	"taŋ21"	"恰~"	"t"	"aŋ"	"21"
"檔"	"taŋ21"	"~次"	"t"	"aŋ"	"21"
"凍"	"taŋ21"	"结~"	"t"	"aŋ"	"21"
"蕩"	"taŋ213"	""	"t"	"aŋ"	"213"
"動"	"taŋ213"	""	"t"	"aŋ"	"213"
"嗓"	"saŋ53"	""	"s"	"aŋ"	"53"
"锈"	"saŋ223"	"训"	"s"	"aŋ"	"223"
"珊"	"saŋ223"	""	"s"	"aŋ"	"223"
"山"	"saŋ223"	"下~虎，民宅类型"	"s"	"aŋ"	"223"
"三"	"saŋ223"	"~华李"	"s"	"aŋ"	"223"
"删"	"saŋ223"	""	"s"	"aŋ"	"223"
"双"	"saŋ223"	""	"s"	"aŋ"	"223"
"松"	"saŋ223"	""	"s"	"aŋ"	"223"
"丧"	"saŋ21"	""	"s"	"aŋ"	"21"
"送"	"saŋ21"	""	"s"	"aŋ"	"21"
"鏽"	"saŋ223"	"训"	"s"	"aŋ"	"223"
"刪"	"saŋ223"	""	"s"	"aŋ"	"223"
"雙"	"saŋ223"	""	"s"	"aŋ"	"223"
"喪"	"saŋ21"	""	"s"	"aŋ"	"21"
"帆"	"pʰaŋ44"	""	"pʰ"	"aŋ"	"44"
"旁"	"pʰaŋ44"	""	"pʰ"	"aŋ"	"44"
"航"	"pʰaŋ44"	""	"pʰ"	"aŋ"	"44"
"庞"	"pʰaŋ44"	""	"pʰ"	"aŋ"	"44"
"篷"	"pʰaŋ44"	""	"pʰ"	"aŋ"	"44"
"纺"	"pʰaŋ53"	""	"pʰ"	"aŋ"	"53"
"攀"	"pʰaŋ223"	""	"pʰ"	"aŋ"	"223"
"潘"	"pʰaŋ223"	"文"	"pʰ"	"aŋ"	"223"
"滂"	"pʰaŋ223"	""	"pʰ"	"aŋ"	"223"
"芳"	"pʰaŋ223"	"香"	"pʰ"	"aŋ"	"223"
"蜂"	"pʰaŋ223"	""	"pʰ"	"aŋ"	"223"
"盼"	"pʰaŋ21"	""	"pʰ"	"aŋ"	"21"
"缝"	"pʰaŋ311"	"缝隙"	"pʰ"	"aŋ"	"311"
"龐"	"pʰaŋ44"	""	"pʰ"	"aŋ"	"44"
"紡"	"pʰaŋ53"	""	"pʰ"	"aŋ"	"53"
"縫"	"pʰaŋ311"	"缝隙"	"pʰ"	"aŋ"	"311"
"房"	"paŋ44"	""	"p"	"aŋ"	"44"
"瓶"	"paŋ44"	""	"p"	"aŋ"	"44"
"冯"	"paŋ44"	""	"p"	"aŋ"	"44"
"扳"	"paŋ53"	""	"p"	"aŋ"	"53"
"板"	"paŋ53"	""	"p"	"aŋ"	"53"
"版"	"paŋ53"	""	"p"	"aŋ"	"53"
"榜"	"paŋ53"	""	"p"	"aŋ"	"53"
"谤"	"paŋ53"	""	"p"	"aŋ"	"53"
"膀"	"paŋ53"	""	"p"	"aŋ"	"53"
"绑"	"paŋ53"	""	"p"	"aŋ"	"53"
"班"	"paŋ223"	""	"p"	"aŋ"	"223"
"斑"	"paŋ223"	""	"p"	"aŋ"	"223"
"颁"	"paŋ223"	""	"p"	"aŋ"	"223"
"帮"	"paŋ223"	""	"p"	"aŋ"	"223"
"方"	"paŋ223"	"~形"	"p"	"aŋ"	"223"
"邦"	"paŋ223"	""	"p"	"aŋ"	"223"
"崩"	"paŋ223"	""	"p"	"aŋ"	"223"
"扮"	"paŋ21"	""	"p"	"aŋ"	"21"
"放"	"paŋ21"	""	"p"	"aŋ"	"21"
"办"	"paŋ213"	"文"	"p"	"aŋ"	"213"
"蚌"	"paŋ213"	""	"p"	"aŋ"	"213"
"棒"	"paŋ213"	""	"p"	"aŋ"	"213"
"馮"	"paŋ44"	""	"p"	"aŋ"	"44"
"謗"	"paŋ53"	""	"p"	"aŋ"	"53"
"綁"	"paŋ53"	""	"p"	"aŋ"	"53"
"頒"	"paŋ223"	""	"p"	"aŋ"	"223"
"幫"	"paŋ223"	""	"p"	"aŋ"	"223"
"辦"	"paŋ213"	"文"	"p"	"aŋ"	"213"
"寒"	"ŋaŋ44"	"训"	"ŋ"	"aŋ"	"44"
"颜"	"ŋaŋ44"	""	"ŋ"	"aŋ"	"44"
"言"	"ŋaŋ44"	""	"ŋ"	"aŋ"	"44"
"昂"	"ŋaŋ44"	""	"ŋ"	"aŋ"	"44"
"眼"	"ŋaŋ53"	""	"ŋ"	"aŋ"	"53"
"雁"	"ŋaŋ213"	""	"ŋ"	"aŋ"	"213"
"顏"	"ŋaŋ44"	""	"ŋ"	"aŋ"	"44"
"难"	"naŋ44"	""	"n"	"aŋ"	"44"
"人"	"naŋ44"	"训"	"n"	"aŋ"	"44"
"脓"	"naŋ44"	""	"n"	"aŋ"	"44"
"侬"	"naŋ44"	""	"n"	"aŋ"	"44"
"难"	"naŋ311"	""	"n"	"aŋ"	"311"
"難"	"naŋ44"	""	"n"	"aŋ"	"44"
"膿"	"naŋ44"	""	"n"	"aŋ"	"44"
"儂"	"naŋ44"	""	"n"	"aŋ"	"44"
"難"	"naŋ311"	""	"n"	"aŋ"	"311"
"蛮"	"maŋ44"	""	"m"	"aŋ"	"44"
"闽"	"maŋ44"	"老"	"m"	"aŋ"	"44"
"忙"	"maŋ44"	""	"m"	"aŋ"	"44"
"芒"	"maŋ44"	""	"m"	"aŋ"	"44"
"茫"	"maŋ44"	""	"m"	"aŋ"	"44"
"芒"	"maŋ44"	""	"m"	"aŋ"	"44"
"盲"	"maŋ44"	""	"m"	"aŋ"	"44"
"挽"	"maŋ53"	""	"m"	"aŋ"	"53"
"蟒"	"maŋ53"	""	"m"	"aŋ"	"53"
"莽"	"maŋ53"	""	"m"	"aŋ"	"53"
"慢"	"maŋ213"	"文"	"m"	"aŋ"	"213"
"馒"	"maŋ213"	""	"m"	"aŋ"	"213"
"网"	"maŋ213"	""	"m"	"aŋ"	"213"
"慢"	"maŋ311"	""	"m"	"aŋ"	"311"
"缓"	"maŋ311"	"训"	"m"	"aŋ"	"311"
"梦"	"maŋ311"	""	"m"	"aŋ"	"311"
"蠻"	"maŋ44"	""	"m"	"aŋ"	"44"
"閩"	"maŋ44"	"老"	"m"	"aŋ"	"44"
"饅"	"maŋ213"	""	"m"	"aŋ"	"213"
"網"	"maŋ213"	""	"m"	"aŋ"	"213"
"緩"	"maŋ311"	"训"	"m"	"aŋ"	"311"
"夢"	"maŋ311"	""	"m"	"aŋ"	"311"
"郎"	"laŋ44"	"文"	"l"	"aŋ"	"44"
"廊"	"laŋ44"	""	"l"	"aŋ"	"44"
"零"	"laŋ44"	"个别"	"l"	"aŋ"	"44"
"狼"	"laŋ44"	""	"l"	"aŋ"	"44"
"螂"	"laŋ44"	""	"l"	"aŋ"	"44"
"榔"	"laŋ44"	""	"l"	"aŋ"	"44"
"朗"	"laŋ44"	""	"l"	"aŋ"	"44"
"聋"	"laŋ44"	""	"l"	"aŋ"	"44"
"笼"	"laŋ44"	""	"l"	"aŋ"	"44"
"囊"	"laŋ53"	""	"l"	"aŋ"	"53"
"㝗"	"laŋ223"	"空旷"	"l"	"aŋ"	"223"
"阆"	"laŋ21"	"空开"	"l"	"aŋ"	"21"
"卵"	"laŋ213"	"又"	"l"	"aŋ"	"213"
"浪"	"laŋ213"	""	"l"	"aŋ"	"213"
"弄"	"laŋ311"	""	"l"	"aŋ"	"311"
"聾"	"laŋ44"	""	"l"	"aŋ"	"44"
"籠"	"laŋ44"	""	"l"	"aŋ"	"44"
"閬"	"laŋ21"	"空开"	"l"	"aŋ"	"21"
"擎"	"kʰaŋ44"	""	"kʰ"	"aŋ"	"44"
"倾"	"kʰaŋ53"	"倾斜"	"kʰ"	"aŋ"	"53"
"刊"	"kʰaŋ223"	""	"kʰ"	"aŋ"	"223"
"纤"	"kʰaŋ223"	"縴"	"kʰ"	"aŋ"	"223"
"康"	"kʰaŋ223"	""	"kʰ"	"aŋ"	"223"
"慷"	"kʰaŋ223"	""	"kʰ"	"aŋ"	"223"
"功"	"kʰaŋ223"	"~课，指职业"	"kʰ"	"aŋ"	"223"
"空"	"kʰaŋ223"	"空腹"	"kʰ"	"aŋ"	"223"
"孔"	"kʰaŋ223"	"洞"	"kʰ"	"aŋ"	"223"
"看"	"kʰaŋ21"	""	"kʰ"	"aŋ"	"21"
"抗"	"kʰaŋ21"	""	"kʰ"	"aŋ"	"21"
"空"	"kʰaŋ21"	"三位数以上代指中间的0"	"kʰ"	"aŋ"	"21"
"傾"	"kʰaŋ53"	"~斜"	"kʰ"	"aŋ"	"53"
"纖"	"kʰaŋ223"	"縴"	"kʰ"	"aŋ"	"223"
"痫"	"kaŋ53"	""	"k"	"aŋ"	"53"
"娴"	"kaŋ53"	"婢女"	"k"	"aŋ"	"53"
"简"	"kaŋ53"	""	"k"	"aŋ"	"53"
"讲"	"kaŋ53"	""	"k"	"aŋ"	"53"
"港"	"kaŋ53"	""	"k"	"aŋ"	"53"
"干"	"kaŋ223"	"~净"	"k"	"aŋ"	"223"
"艰"	"kaŋ223"	""	"k"	"aŋ"	"223"
"间"	"kaŋ223"	"中~"	"k"	"aŋ"	"223"
"奸"	"kaŋ223"	""	"k"	"aŋ"	"223"
"冈"	"kaŋ223"	""	"k"	"aŋ"	"223"
"岗"	"kaŋ223"	""	"k"	"aŋ"	"223"
"刚"	"kaŋ223"	""	"k"	"aŋ"	"223"
"纲"	"kaŋ223"	""	"k"	"aŋ"	"223"
"江"	"kaŋ223"	""	"k"	"aŋ"	"223"
"肛"	"kaŋ223"	""	"k"	"aŋ"	"223"
"蚣"	"kaŋ223"	""	"k"	"aŋ"	"223"
"工"	"kaŋ223"	""	"k"	"aŋ"	"223"
"干"	"kaŋ21"	"实~"	"k"	"aŋ"	"21"
"涧"	"kaŋ21"	""	"k"	"aŋ"	"21"
"谏"	"kaŋ21"	""	"k"	"aŋ"	"21"
"降"	"kaŋ21"	"下~"	"k"	"aŋ"	"21"
"共"	"kaŋ311"	""	"k"	"aŋ"	"311"
"癇"	"kaŋ53"	""	"k"	"aŋ"	"53"
"嫻"	"kaŋ53"	"婢女"	"k"	"aŋ"	"53"
"簡"	"kaŋ53"	""	"k"	"aŋ"	"53"
"講"	"kaŋ53"	""	"k"	"aŋ"	"53"
"乾"	"kaŋ223"	"干净"	"k"	"aŋ"	"223"
"艱"	"kaŋ223"	""	"k"	"aŋ"	"223"
"間"	"kaŋ223"	"中间"	"k"	"aŋ"	"223"
"岡"	"kaŋ223"	""	"k"	"aŋ"	"223"
"崗"	"kaŋ223"	""	"k"	"aŋ"	"223"
"剛"	"kaŋ223"	""	"k"	"aŋ"	"223"
"綱"	"kaŋ223"	""	"k"	"aŋ"	"223"
"幹"	"kaŋ21"	"实~"	"k"	"aŋ"	"21"
"澗"	"kaŋ21"	""	"k"	"aŋ"	"21"
"諫"	"kaŋ21"	""	"k"	"aŋ"	"21"
"寒"	"haŋ44"	""	"h"	"aŋ"	"44"
"韩"	"haŋ44"	""	"h"	"aŋ"	"44"
"行"	"haŋ44"	""	"h"	"aŋ"	"44"
"杭"	"haŋ44"	""	"h"	"aŋ"	"44"
"降"	"haŋ44"	"投~"	"h"	"aŋ"	"44"
"罕"	"haŋ53"	""	"h"	"aŋ"	"53"
"捍"	"haŋ53"	""	"h"	"aŋ"	"53"
"杆"	"haŋ53"	"桿"	"h"	"aŋ"	"53"
"汗"	"haŋ53"	"成吉思~"	"h"	"aŋ"	"53"
"焊"	"haŋ53"	""	"h"	"aŋ"	"53"
"烘"	"haŋ223"	""	"h"	"aŋ"	"223"
"汉"	"haŋ21"	""	"h"	"aŋ"	"21"
"限"	"haŋ213"	""	"h"	"aŋ"	"213"
"项"	"haŋ213"	""	"h"	"aŋ"	"213"
"巷"	"haŋ311"	""	"h"	"aŋ"	"311"
"韓"	"haŋ44"	""	"h"	"aŋ"	"44"
"漢"	"haŋ21"	""	"h"	"aŋ"	"21"
"項"	"haŋ213"	""	"h"	"aŋ"	"213"
"插"	"tsʰap32"	""	"tsʰ"	"ap"	"32"
"杂"	"tsap54"	""	"ts"	"ap"	"54"
"十"	"tsap54"	""	"ts"	"ap"	"54"
"汁"	"tsap32"	""	"ts"	"ap"	"32"
"湿"	"tsap32"	""	"ts"	"ap"	"32"
"雜"	"tsap54"	""	"ts"	"ap"	"54"
"濕"	"tsap32"	""	"ts"	"ap"	"32"
"塌"	"tʰap54"	""	"tʰ"	"ap"	"54"
"答"	"tap32"	""	"t"	"ap"	"32"
"盒"	"pap54"	""	"p"	"ap"	"54"
"匣"	"ap54"	""	""	"ap"	"54"
"腌"	"pap32"	""	"p"	"ap"	"32"
"醃"	"pap32"	""	"p"	"ap"	"32"
"纳"	"nap54"	""	"n"	"ap"	"54"
"诺"	"nap54"	""	"n"	"ap"	"54"
"納"	"nap54"	""	"n"	"ap"	"54"
"諾"	"nap54"	""	"n"	"ap"	"54"
"磕"	"kʰap54"	""	"kʰ"	"ap"	"54"
"覆"	"kʰap32"	"训读"	"kʰ"	"ap"	"32"
"合"	"kap32"	""	"k"	"ap"	"32"
"鸽"	"kap32"	""	"k"	"ap"	"32"
"佮"	"kap32"	""	"k"	"ap"	"32"
"鴿"	"kap32"	""	"k"	"ap"	"32"
"合"	"hap54"	""	"h"	"ap"	"54"
"峡"	"hap54"	"~山"	"h"	"ap"	"54"
"峽"	"hap54"	"~山"	"h"	"ap"	"54"
"喉"	"au44"	""	""	"au"	"44"
"懊"	"au53"	""	""	"au"	"53"
"呕"	"au53"	""	""	"au"	"53"
"凹"	"au223"	""	""	"au"	"223"
"瓯"	"au223"	""	""	"au"	"223"
"欧"	"au223"	""	""	"au"	"223"
"讴"	"au223"	""	""	"au"	"223"
"区"	"au223"	""	""	"au"	"223"
"殴"	"au223"	""	""	"au"	"223"
"沤"	"au21"	""	""	"au"	"21"
"後"	"au213"	""	""	"au"	"213"
"嘔"	"au53"	""	""	"au"	"53"
"甌"	"au223"	""	""	"au"	"223"
"歐"	"au223"	""	""	"au"	"223"
"謳"	"au223"	""	""	"au"	"223"
"區"	"au223"	""	""	"au"	"223"
"毆"	"au223"	""	""	"au"	"223"
"漚"	"au21"	""	""	"au"	"21"
"曹"	"tsʰau44"	""	"tsʰ"	"au"	"44"
"剿"	"tsʰau44"	""	"tsʰ"	"au"	"44"
"巢"	"tsʰau44"	""	"tsʰ"	"au"	"44"
"嘲"	"tsʰau44"	""	"tsʰ"	"au"	"44"
"草"	"tsʰau53"	""	"tsʰ"	"au"	"53"
"操"	"tsʰau223"	""	"tsʰ"	"au"	"223"
"抄"	"tsʰau223"	""	"tsʰ"	"au"	"223"
"钞"	"tsʰau223"	""	"tsʰ"	"au"	"223"
"操"	"tsʰau21"	""	"tsʰ"	"au"	"21"
"燥"	"tsʰau21"	""	"tsʰ"	"au"	"21"
"躁"	"tsʰau21"	""	"tsʰ"	"au"	"21"
"臭"	"tsʰau21"	""	"tsʰ"	"au"	"21"
"鈔"	"tsʰau223"	""	"tsʰ"	"au"	"223"
"□"	"tsau44"	"˭整齐"	"ts"	"au"	"44"
"蚤"	"tsau53"	""	"ts"	"au"	"53"
"走"	"tsau53"	""	"ts"	"au"	"53"
"遭"	"tsau223"	""	"ts"	"au"	"223"
"糟"	"tsau223"	""	"ts"	"au"	"223"
"灶"	"tsau21"	""	"ts"	"au"	"21"
"奏"	"tsau21"	""	"ts"	"au"	"21"
"造"	"tsau213"	""	"ts"	"au"	"213"
"罩"	"tsau213"	""	"ts"	"au"	"213"
"陶"	"tʰau44"	""	"tʰ"	"au"	"44"
"头"	"tʰau44"	""	"tʰ"	"au"	"44"
"㪗"	"tʰau53"	"同“敨”，展开"	"tʰ"	"au"	"53"
"钭"	"tʰau53"	""	"tʰ"	"au"	"53"
"鈄"	"tʰau53"	""	"tʰ"	"au"	"53"
"敨"	"tʰau53"	""	"tʰ"	"au"	"53"
"叨"	"tʰau223"	"~赔鲤对"	"tʰ"	"au"	"223"
"滔"	"tʰau223"	""	"tʰ"	"au"	"223"
"掏"	"tʰau223"	""	"tʰ"	"au"	"223"
"偷"	"tʰau223"	""	"tʰ"	"au"	"223"
"套"	"tʰau21"	""	"tʰ"	"au"	"21"
"透"	"tʰau21"	""	"tʰ"	"au"	"21"
"頭"	"tʰau44"	""	"tʰ"	"au"	"44"
"投"	"tau44"	""	"t"	"au"	"44"
"笃"	"tau44"	"又"	"t"	"au"	"44"
"岛"	"tau53"	""	"t"	"au"	"53"
"倒"	"tau53"	""	"t"	"au"	"53"
"找"	"tau53"	""	"t"	"au"	"53"
"斗"	"tau53"	""	"t"	"au"	"53"
"刀"	"tau223"	""	"t"	"au"	"223"
"叨"	"tau223"	"又"	"t"	"au"	"223"
"兜"	"tau223"	""	"t"	"au"	"223"
"□"	"tau21"	"˭安装"	"t"	"au"	"21"
"到"	"tau21"	""	"t"	"au"	"21"
"道"	"tau213"	""	"t"	"au"	"213"
"稻"	"tau213"	""	"t"	"au"	"213"
"盗"	"tau213"	""	"t"	"au"	"213"
"导"	"tau213"	""	"t"	"au"	"213"
"蹈"	"tau213"	""	"t"	"au"	"213"
"豆"	"tau311"	""	"t"	"au"	"311"
"痘"	"tau311"	""	"t"	"au"	"311"
"逗"	"tau311"	""	"t"	"au"	"311"
"島"	"tau53"	""	"t"	"au"	"53"
"鬥"	"tau53"	""	"t"	"au"	"53"
"盜"	"tau213"	""	"t"	"au"	"213"
"導"	"tau213"	""	"t"	"au"	"213"
"骚"	"sau223"	""	"s"	"au"	"223"
"稍"	"sau223"	"新"	"s"	"au"	"223"
"扫"	"sau21"	""	"s"	"au"	"21"
"嗽"	"sau21"	""	"s"	"au"	"21"
"騷"	"sau223"	""	"s"	"au"	"223"
"掃"	"sau21"	""	"s"	"au"	"21"
"袍"	"pʰau44"	""	"pʰ"	"au"	"44"
"刨"	"pʰau44"	""	"pʰ"	"au"	"44"
"跑"	"pʰau53"	""	"pʰ"	"au"	"53"
"褒"	"pʰau223"	""	"pʰ"	"au"	"223"
"苞"	"pʰau223"	""	"pʰ"	"au"	"223"
"奅"	"pʰau21"	"奢大~，吹牛"	"pʰ"	"au"	"21"
"炮"	"pʰau21"	""	"pʰ"	"au"	"21"
"抛"	"pʰau223"	""	"pʰ"	"au"	"223"
"抱"	"pʰau213"	""	"pʰ"	"au"	"213"
"拋"	"pʰau223"	""	"pʰ"	"au"	"223"
"堡"	"pau53"	""	"p"	"au"	"53"
"包"	"pau223"	""	"p"	"au"	"223"
"胞"	"pau223"	""	"p"	"au"	"223"
"鲍"	"pau223"	""	"p"	"au"	"223"
"暴"	"pau213"	""	"p"	"au"	"213"
"爆"	"pau213"	""	"p"	"au"	"213"
"鮑"	"pau223"	""	"p"	"au"	"223"
"熬"	"ŋau44"	""	"ŋ"	"au"	"44"
"敖"	"ŋau44"	""	"ŋ"	"au"	"44"
"肴"	"ŋau44"	""	"ŋ"	"au"	"44"
"淆"	"ŋau44"	""	"ŋ"	"au"	"44"
