"繁"	"簡"	"IPA"	"IPA無調"	"拼音"	"調值"	"解釋"
"拳"	"拳"	"dʒᶶm̩¹¹³"	"dʒᶶm̩"	"jioem2"	113	
"顴"	"颧"	"dʒᶶm̩¹¹³"	"dʒᶶm̩"	"jioem2"	113	"~骨"
"鬈"	"鬈"	"dʒᶶm̩¹¹³"	"dʒᶶm̩"	"jioem2"	113	"頭髮~"
"蜷"	"蜷"	"dʒᶶm̩¹¹³"	"dʒᶶm̩"	"jioem2"	113	
"椽"	"椽"	"dʒᶶm̩¹¹³"	"dʒᶶm̩"	"jioem2"	113	
"傳"	"传"	"dʒᶶm̩¹¹³"	"dʒᶶm̩"	"jioem2"	113	"~達"
"攢"	"攒"	"dʒᶶm̩¹¹³"	"dʒᶶm̩"	"jioem2"	113	"~錢"
"撏"	"挦"	"dʒᶶm̩¹¹³"	"dʒᶶm̩"	"jioem2"	113	"掏：~河蟹洞"
"圈"	"圈"	"dʒᶶm̩²³¹"	"dʒᶶm̩"	"jioem4"	231	"豬~"
"纏"	"缠"	"dʒᶶm̩²³¹"	"dʒᶶm̩"	"jioem4"	231	"心裏煩躁不安：~來~去，破讀"
"攢"	"攒"	"dʒᶶm̩²³¹"	"dʒᶶm̩"	"jioem4"	231	"聚集（含貶義）：~在一淘"
"篆"	"篆"	"dʒᶶm̩²¹³"	"dʒᶶm̩"	"jioem6"	213	
"倦"	"倦"	"dʒᶶm̩²¹³"	"dʒᶶm̩"	"jioem6"	213	
"傳"	"传"	"dʒᶶm̩²¹³"	"dʒᶶm̩"	"jioem6"	213	"~記"
"拈"	"拈"	"ʔɲᶶm̩⁴⁴"	"ʔɲᶶm̩"	"gnioem1"	44	"又音，拾取"
"軟"	"软"	"ʔɲᶶm̩⁵¹"	"ʔɲᶶm̩"	"gnioem3"	51	
"阮"	"阮"	"ʔɲᶶm̩⁵¹"	"ʔɲᶶm̩"	"gnioem3"	51	"姓氏"
"原"	"原"	"ʔɲᶶm̩³³⁴"	"ʔɲᶶm̩"	"gnioem5"	334	
"黿"	"鼋"	"ʔɲᶶm̩³³⁴"	"ʔɲᶶm̩"	"gnioem5"	334	
"元"	"元"	"ʔɲᶶm̩³³⁴"	"ʔɲᶶm̩"	"gnioem5"	334	
"源"	"源"	"ʔɲᶶm̩³³⁴"	"ʔɲᶶm̩"	"gnioem5"	334	
"𨙅"	"𨙅"	"ʔɲᶶm̩³³⁴"	"ʔɲᶶm̩"	"gnioem5"	334	
"願"	"愿"	"ɲᶶm̩²¹³"	"ɲᶶm̩"	"gnioem6"	213	"許~，情~"
"愿"	"愿"	"ɲᶶm̩²¹³"	"ɲᶶm̩"	"gnioem6"	213	"~愨"
"酸"	"酸"	"ʃᶶm̩⁴⁴"	"ʃᶶm̩"	"shioem1"	44	
"宣"	"宣"	"ʃᶶm̩⁴⁴"	"ʃᶶm̩"	"shioem1"	44	
"喧"	"喧"	"ʃᶶm̩⁴⁴"	"ʃᶶm̩"	"shioem1"	44	
"瑄"	"瑄"	"ʃᶶm̩⁴⁴"	"ʃᶶm̩"	"shioem1"	44	"人名用字"
"煊"	"煊"	"ʃᶶm̩⁴⁴"	"ʃᶶm̩"	"shioem1"	44	"人名用字"
"暄"	"暄"	"ʃᶶm̩⁴⁴"	"ʃᶶm̩"	"shioem1"	44	
"揎"	"揎"	"ʃᶶm̩⁴⁴"	"ʃᶶm̩"	"shioem1"	44	
"栓"	"栓"	"ʃᶶm̩⁴⁴"	"ʃᶶm̩"	"shioem1"	44	"腦血~ "
"萱"	"萱"	"ʃᶶm̩⁴⁴"	"ʃᶶm̩"	"shioem1"	44	
"烜"	"烜"	"ʃᶶm̩⁵¹"	"ʃᶶm̩"	"shioem3"	51	"人名用字"
"選"	"选"	"ʃᶶm̩⁵¹"	"ʃᶶm̩"	"shioem3"	51	
"糝"	"糁"	"ʃᶶm̩⁵¹"	"ʃᶶm̩"	"shioem3"	51	" "
"渲"	"渲"	"ʃᶶm̩³³⁴"	"ʃᶶm̩"	"shioem5"	334	
"楦"	"楦"	"ʃᶶm̩³³⁴"	"ʃᶶm̩"	"shioem5"	334	
"絢"	"绚"	"ʃᶶm̩³³⁴"	"ʃᶶm̩"	"shioem5"	334	
"算"	"算"	"ʃᶶm̩³³⁴"	"ʃᶶm̩"	"shioem5"	334	
"蒜"	"蒜"	"ʃᶶm̩³³⁴"	"ʃᶶm̩"	"shioem5"	334	
"絃"	"弦"	"ʃᶶm̩³³⁴"	"ʃᶶm̩"	"shioem5"	334	"同絢"
"全"	"全"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	"又音"
"痊"	"痊"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	" "
"泉"	"泉"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	"又音"
"蠶"	"蚕"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	"養~"
"旋"	"旋"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	"又音"
"鏇"	"镟"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	
"璇"	"璇"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	
"琁"	"璇"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	
"漩"	"漩"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	
"㳬"	"漩"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	
"船"	"船"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	
"玄"	"玄"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	
"懸"	"悬"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	
"纏"	"缠"	"ʒᶶm̩¹¹³"	"ʒᶶm̩"	"zhioem2"	113	"又音，盤~，路費"
"軟"	"软"	"ʒᶶm̩²³¹"	"ʒᶶm̩"	"zhioem4"	231	"指質地本來是硬性的卻顯得軟性"
"鏨"	"錾"	"ʒᶶm̩²³¹"	"ʒᶶm̩"	"zhioem4"	231	"打磨用的鑿子"
"眩"	"眩"	"ʒᶶm̩²¹³"	"ʒᶶm̩"	"zhioem6"	213	
"炫"	"炫"	"ʒᶶm̩²¹³"	"ʒᶶm̩"	"zhioem6"	213	
"衒"	"炫"	"ʒᶶm̩²¹³"	"ʒᶶm̩"	"zhioem6"	213	"同炫"
"泫"	"泫"	"ʒᶶm̩²¹³"	"ʒᶶm̩"	"zhioem6"	213	
"玹"	"玹"	"ʒᶶm̩²¹³"	"ʒᶶm̩"	"zhioem6"	213	
"雋"	"隽"	"ʒᶶm̩²¹³"	"ʒᶶm̩"	"zhioem6"	213	
"鴛"	"鸳"	"Ǿᶶm̩⁴⁴"	"Ǿᶶm̩"	"ioem1"	44	
"冤"	"冤"	"Ǿᶶm̩⁴⁴"	"Ǿᶶm̩"	"ioem1"	44	
"淵"	"渊"	"Ǿᶶm̩⁴⁴"	"Ǿᶶm̩"	"ioem1"	44	
"鳶"	"鸢"	"Ǿᶶm̩⁴⁴"	"Ǿᶶm̩"	"ioem1"	44	
"鵷"	"鹓"	"Ǿᶶm̩⁴⁴"	"Ǿᶶm̩"	"ioem1"	44	
"遠"	"远"	"Ǿᶶm̩⁵¹"	"Ǿᶶm̩"	"ioem3"	51	
"苑"	"苑"	"Ǿᶶm̩⁵¹"	"Ǿᶶm̩"	"ioem3"	51	
"菀"	"菀"	"Ǿᶶm̩⁵¹"	"Ǿᶶm̩"	"ioem3"	51	
"阮"	"阮"	"Ǿᶶm̩⁵¹"	"Ǿᶶm̩"	"ioem3"	51	"又音"
"員"	"员"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"圓"	"圆"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"元"	"元"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	"又音"
"園"	"园"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"芫"	"芫"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"沅"	"沅"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"黿"	"鼋"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	"又音"
"原"	"原"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"源"	"源"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"垣"	"垣"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"袁"	"袁"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"猿"	"猿"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"轅"	"辕"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"爰"	"爰"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"援"	"援"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"緣"	"缘"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"櫞"	"橼"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	"香~"
"怨"	"怨"	"Ǿᶶm̩³³⁴"	"Ǿᶶm̩"	"ioem5"	334	
"院"	"院"	"ɦᶶm̩²¹³"	"ɦᶶm̩"	"yoem6"	213	
"願"	"愿"	"ɦᶶm̩²¹³"	"ɦᶶm̩"	"yoem6"	213	"又音"
"掾"	"掾"	"ɦᶶm̩²¹³"	"ɦᶶm̩"	"yoem6"	213	
"遠"	"远"	"ɦᶶm̩²¹³"	"ɦᶶm̩"	"yoem6"	213	"避而~之"
"緣"	"缘"	"ɦᶶm̩²¹³"	"ɦᶶm̩"	"yoem6"	213	"邊~"
"鳶"	"鸢"	"ɦᶶm̩²¹³"	"ɦᶶm̩"	"yoem6"	213	
"八"	"八"	"pɑʔ³⁴"	"pɑʔ"	"paq7"	34	
"捌"	"捌"	"pɑʔ³⁴"	"pɑʔ"	"paq7"	34	
"擘"	"擘"	"pɑʔ³⁴"	"pɑʔ"	"paq7"	34	
"伯"	"伯"	"pɑʔ³⁴"	"pɑʔ"	"paq7"	34	"老~~（伯伯）"
"𥐙"	"𥐙"	"pʰɑʔ³⁴"	"pʰɑʔ"	"phaq7"	34	"擬聲詞"
"拔"	"拔"	"bɑʔ²³"	"bɑʔ"	"baq8¹"	23	
"跋"	"跋"	"bɑʔ²³"	"bɑʔ"	"baq8¹"	23	
"鈸"	"钹"	"bɑʔ²³"	"bɑʔ"	"baq8¹"	23	
"拔"	"拔"	"bɑʔ²³"	"bɑʔ"	"baq8¹"	23	"泥~子（土坷垃）"
"襪"	"袜"	"ʔmɑʔ⁵"	"ʔmɑʔ"	"maq8²"	5	
"韤"	"袜"	"ʔmɑʔ⁵"	"ʔmɑʔ"	"maq8²"	5	
"韈"	"袜"	"ʔmɑʔ⁵"	"ʔmɑʔ"	"maq8²"	5	
"抹"	"抹"	"ʔmɑʔ⁵"	"ʔmɑʔ"	"maq8²"	5	
"□"		"ʔmɑʔ⁵"	"ʔmɑʔ"	"maq8²"	5	"眼瞼下垂"
"□"		"ʔmɑʔ⁵"	"ʔmɑʔ"	"maq8²"	5	"~肩（溜肩兒）"
"陌"	"陌"	"mɑʔ²³"	"mɑʔ"	"maq8¹"	23	"~生"
"法"	"法"	"fɑʔ³⁴"	"fɑʔ"	"faq7"	34	
"砝"	"砝"	"fɑʔ³⁴"	"fɑʔ"	"faq7"	34	
"琺"	"法"	"fɑʔ³⁴"	"fɑʔ"	"faq7"	34	
"發"	"发"	"fɑʔ³⁴"	"fɑʔ"	"faq7"	34	
"髮"	"发"	"fɑʔ³⁴"	"fɑʔ"	"faq7"	34	
"豁"	"豁"	"fɑʔ³⁴"	"fɑʔ"	"faq7"	34	"~虎跳"
"𨐶"	"𨐶"	"fɑʔ³⁴"	"fɑʔ"	"faq7"	34	"辣~~（灼痛）"
"笏"	"笏"	"fɑʔ³⁴"	"fɑʔ"	"faq7"	34	"一~椽子（一檔椽子）"
"搳"	"搳"	"fɑʔ³⁴"	"fɑʔ"	"faq7"	34	"~拳"
"㩇"	"㩇"	"fɑʔ³⁴"	"fɑʔ"	"faq7"	34	"裂開"
"□"		"fɑʔ³⁴"	"fɑʔ"	"faq7"	34	"~溝（撐竿越過小河）"
"甩"	"甩"	"fɑʔ³⁴"	"fɑʔ"	"faq7"	34	"~嘴巴掌（打耳光）"
"甩"	"甩"	"fɑʔ³⁴"	"fɑʔ"	"faq7"	34	"~水（甩水），~乾（甩乾）"
"乏"	"乏"	"vɑʔ²³"	"vɑʔ"	"fvaq8¹"	23	
"伐"	"伐"	"vɑʔ²³"	"vɑʔ"	"fvaq8¹"	23	
"筏"	"筏"	"vɑʔ²³"	"vɑʔ"	"fvaq8¹"	23	
"罰"	"罚"	"vɑʔ²³"	"vɑʔ"	"fvaq8¹"	23	
"閥"	"阀"	"vɑʔ²³"	"vɑʔ"	"fvaq8¹"	23	
"垡"	"垡"	"vɑʔ²³"	"vɑʔ"	"fvaq8¹"	23	
"䑔"	"䑔"	"vɑʔ²³"	"vɑʔ"	"fvaq8¹"	23	"舂去外殼後，再舂一次"
"答"	"答"	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	"~應，應諾"
"搭"	"搭"	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	
"褡"	"褡"	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	"~褳"
"疼 "	"疼 "	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	
"瘩 "	"瘩 "	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	"~背"
"鎝"	"𨱏"	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	
"嗒"	"嗒"	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	
"韃"	"鞑"	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	"~子，（舊時指元代蒙古士兵）"
"耷"	"耷"	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	
"沓"	"沓"	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	"（量詞）"
"妲"	"妲"	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	
"笪"	"笪"	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	
"靼"	"靼"	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	
"溚"	"溚"	"tɑʔ³⁴"	"tɑʔ"	"taq7"	34	"溼~~"
"塔"	"塔"	"tʰɑʔ³⁴"	"tʰɑʔ"	"thaq7"	34	
"榻"	"榻"	"tʰɑʔ³⁴"	"tʰɑʔ"	"thaq7"	34	
"塌"	"塌"	"tʰɑʔ³⁴"	"tʰɑʔ"	"thaq7"	34	
"溻"	"溻"	"tʰɑʔ³⁴"	"tʰɑʔ"	"thaq7"	34	"眼淚巴~"
"搨"	"拓"	"tʰɑʔ³⁴"	"tʰɑʔ"	"thaq7"	34	"~片，俗作拓，字本又作搭；塗膜：~藥膏；信筆書畫： ~幾筆"
"搭"	"搭"	"tʰɑʔ³⁴"	"tʰɑʔ"	"thaq7"	34	"~片，字又做搨"
"獺"	"獭"	"tʰɑʔ³⁴"	"tʰɑʔ"	"thaq7"	34	"水~貓"
"遢"	"遢"	"tʰɑʔ³⁴"	"tʰɑʔ"	"thaq7"	34	"邋~"
"鰨"	"鳎"	"tʰɑʔ³⁴"	"tʰɑʔ"	"thaq7"	34	"沙~魚"
"躂"	"跶"	"tʰɑʔ³⁴"	"tʰɑʔ"	"thaq7"	34	"打滑~"
"闥"	"闼"	"tʰɑʔ³⁴"	"tʰɑʔ"	"thaq7"	34	
"撻"	"挞"	"tʰɑʔ³⁴"	"tʰɑʔ"	"thaq7"	34	
"韃"	"鞑"	"tʰɑʔ³⁴"	"tʰɑʔ"	"thaq7"	34	"~靼，老"
"達"	"达"	"dɑʔ²³"	"dɑʔ"	"daq8¹"	23	
"鐽"	"𫟼"	"dɑʔ²³"	"dɑʔ"	"daq8¹"	23	
"踏"	"踏"	"dɑʔ²³"	"dɑʔ"	"daq8¹"	23	"訓讀作蹋"
"蹋"	"蹋"	"dɑʔ²³"	"dɑʔ"	"daq8¹"	23	
"沓"	"沓"	"dɑʔ²³"	"dɑʔ"	"daq8¹"	23	"雜~ "
"韃"	"鞑"	"dɑʔ²³"	"dɑʔ"	"daq8¹"	23	"~靼，新"
"捺"	"捺"	"ʔnɑʔ⁵"	"ʔnɑʔ"	"naq8²"	5	
"納"	"纳"	"ʔnɑʔ⁵"	"ʔnɑʔ"	"naq8²"	5	
"鈉"	"钠"	"ʔnɑʔ⁵"	"ʔnɑʔ"	"naq8²"	5	
"吶"	"呐"	"ʔnɑʔ⁵"	"ʔnɑʔ"	"naq8²"	5	
"衲"	"衲"	"ʔnɑʔ⁵"	"ʔnɑʔ"	"naq8²"	5	"補補~~"
"臘"	"腊"	"ʔɭɑʔ⁵"	"ʔɭɑʔ"	"laq8²"	5	"~月"
"蠟"	"蜡"	"ʔɭɑʔ⁵"	"ʔɭɑʔ"	"laq8²"	5	"~燭"
"瘌"	"瘌"	"ʔɭɑʔ⁵"	"ʔɭɑʔ"	"laq8²"	5	"~子"
"鑞"	"镴"	"ʔɭɑʔ⁵"	"ʔɭɑʔ"	"laq8²"	5	
"邋"	"邋"	"ʔɭɑʔ⁵"	"ʔɭɑʔ"	"laq8²"	5	"~遢"
"欄"	"栏"	"ʔɭɑʔ⁵"	"ʔɭɑʔ"	"laq8²"	5	"柵~"
"攔"	"拦"	"ʔɭɑʔ⁵"	"ʔɭɑʔ"	"laq8²"	5	"半路裏~住他‖用籬笆~住"
"辣"	"辣"	"ʔɭɑʔ⁵"	"ʔɭɑʔ"	"laq8²"	5	
"剌"	"剌"	"ʔɭɑʔ⁵"	"ʔɭɑʔ"	"laq8²"	5	
"扎"	"扎"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	"用針~；掙~"
"紮"	"扎"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	"駐~；~辮子"
"眨"	"眨"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	"~~眼睛"
"札"	"札"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	
"劄"	"札"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	
"剳"	"札"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	"同劄"
"匝"	"匝"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	
"迊"	"迊"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	"匝本作此"
"帀"	"帀"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	"匝本字"
"咂"	"咂"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	"~嘴"
"砸"	"砸"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	
"着"	"着"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	"~忙，穿~，~棋，~膩，~想；副詞"
"著"	"着"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	"着本作此"
"斫"	"斫"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	"~草"
"灼"	"灼"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	
"酌"	"酌"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	
"軋"	"轧"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	"牛~糖，~鋼"
"茁"	"茁"	"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	
"□"		"tsɑʔ³⁴"	"tsɑʔ"	"tsaq7"	34	"~膩（勾芡）"
"擦"	"擦"	"tsʰɑʔ³⁴"	"tsʰɑʔ"	"tshaq7"	34	
"察"	"察"	"tsʰɑʔ³⁴"	"tsʰɑʔ"	"tshaq7"	34	
"嚓"	"嚓"	"tsʰɑʔ³⁴"	"tsʰɑʔ"	"tshaq7"	34	
"鑔"	"镲"	"tsʰɑʔ³⁴"	"tsʰɑʔ"	"tshaq7"	34	
"插"	"插"	"tsʰɑʔ³⁴"	"tsʰɑʔ"	"tshaq7"	34	
"鍤"	"锸"	"tsʰɑʔ³⁴"	"tsʰɑʔ"	"tshaq7"	34	
"綽"	"绰"	"tsʰɑʔ³⁴"	"tsʰɑʔ"	"tshaq7"	34	"~号"
"焯"	"焯"	"tsʰɑʔ³⁴"	"tsʰɑʔ"	"tshaq7"	34	"先~~"
"婥"	"婥"	"tsʰɑʔ³⁴"	"tsʰɑʔ"	"tshaq7"	34	
"勺"	"勺"	"tsʰɑʔ³⁴"	"tsʰɑʔ"	"tshaq7"	34	"用勺、瓢等舀（糧食等）"
"拆"	"拆"	"tsʰɑʔ³⁴"	"tsʰɑʔ"	"tshaq7"	34	"~爛汙"
"臿"	"臿"	"tsʰɑʔ³⁴"	"tsʰɑʔ"	"tshaq7"	34	"再~~"
"剎"	"刹"	"tsʰɑʔ³⁴"	"tsʰɑʔ"	"tshaq7"	34	
"着"	"着"	"dzɑʔ²³"	"dzɑʔ"	"dzaq8¹"	23	"接觸；受到：~火、~手；睏~作"
"殺"	"杀"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"鎩"	"铩"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"煞"	"煞"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"剎"	"刹"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	"~車，字又作煞"
"薩"	"萨"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"撒"	"撒"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	"~手"
"柵"	"栅"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	"~欄"
"𩐅"	"𩐅"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	"楔子，字又作㪪"
"㪪"	"㪪"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	"楔子"
"颯"	"飒"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"爍"	"烁"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"鑠"	"铄"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"㜰"	"㜰"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"歃"	"歃"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"霎"	"霎"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"刷"	"刷"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"㕞"	"刷"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"卅"	"卅"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"□"		"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	"~糞（漚糞）"
"𠎷"	"𠎷"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	
"㒎"	"㒎"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	"同𠎷"
"𢶍"	"𢶍"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	"收緊；塞進"
"䬊"	"䬊"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	"~風"
"𥈊"	"𥈊"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	"眨"
"㞚"	"㞚"	"sɑʔ³⁴"	"sɑʔ"	"saq7"	34	"櫼~ ，楔子"
"勺"	"勺"	"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	
"芍"	"芍"	"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	
"妁"	"妁"	"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	
"若"	"若"	"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	
"弱"	"弱"	"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	
"碩"	"硕"	"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	
"雜"	"杂"	"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	"~亂無章"
"閘"	"闸"	"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	"訓讀爲牐"
"牐"	"牐"	"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	
"煠"	"炸"	"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	"（油）煠；烀：~蕃芋；焯：~菠菜"
"鍘"	"铡"	"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	
"𧼰"	"𧼰"	"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	"疾走；躥：一隻狗~出來"
"𠎷"	"𠎷"	"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	"又音"
"□"		"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	"~進~出，凹凸不平"
"□"		"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	"突然撞見或等候到：半路裏~他去（半路上等他去）"
"□"		"zɑʔ²³"	"zɑʔ"	"zaq8¹"	23	"~角（四邊形不太方正）"
"夾"	"夹"	"kɑʔ³⁴"	"kɑʔ"	"kaq7"	34	
"裌"	"裌"	"kɑʔ³⁴"	"kɑʔ"	"kaq7"	34	
"袷"	"袷"	"kɑʔ³⁴"	"kɑʔ"	"kaq7"	34	
"甲"	"甲"	"kɑʔ³⁴"	"kɑʔ"	"kaq7"	34	
"鉀"	"钾"	"kɑʔ³⁴"	"kɑʔ"	"kaq7"	34	
"胛"	"胛"	"kɑʔ³⁴"	"kɑʔ"	"kaq7"	34	
"戛"	"戛"	"kɑʔ³⁴"	"kɑʔ"	"kaq7"	34	
"嘎"	"嘎"	"kɑʔ³⁴"	"kɑʔ"	"kaq7"	34	
"峽"	"峡"	"kɑʔ³⁴"	"kɑʔ"	"kaq7"	34	
"□"		"kɑʔ³⁴"	"kɑʔ"	"kaq7"	34	"『个啊』的合音詞，表疑問，用於句末：又音［kaɐ]"
"恰"	"恰"	"kʰɑʔ³⁴"	"kʰɑʔ"	"khaq7"	34	
"掐"	"掐"	"kʰɑʔ³⁴"	"kʰɑʔ"	"khaq7"	34	
"□"		"kʰɑʔ³⁴"	"kʰɑʔ"	"khaq7"	34	"從上壓下：當心上頭東西~下來"
"□"		"kʰɑʔ³⁴"	"kʰɑʔ"	"khaq7"	34	"扣押；扣除"
"軋"	"轧"	"ɡɑʔ²³"	"ɡɑʔ"	"gaq8¹"	23	"~棉花；擠；被卡住而不能動"
"釓"	"钆"	"ɡɑʔ²³"	"ɡɑʔ"	"gaq8¹"	23	
"錷"	"錷"	"ɡɑʔ²³"	"ɡɑʔ"	"gaq8¹"	23	
"鴨"	"鸭"	"ʔŋɑʔ³⁴"	"ʔŋɑʔ"	"ngaq7"	34	
"押"	"押"	"ʔŋɑʔ³⁴"	"ʔŋɑʔ"	"ngaq7"	34	
"軋"	"轧"	"ʔŋɑʔ³⁴"	"ʔŋɑʔ"	"ngaq7"	34	"又音"
"壓"	"压"	"ʔŋɑʔ³⁴"	"ʔŋɑʔ"	"ngaq7"	34	
"齾"	"齾"	"ʔŋɑʔ⁵"	"ʔŋɑʔ"	"ngaq8²"	5	"單字音：缺（齒）：~口；缺（口）"
"□"		"ŋɑʔ²³"	"ŋɑʔ"	"ngaq8¹"	23	"單字音：壓價"
"齾"	"齾"	"ŋɑʔ²³"	"ŋɑʔ"	"ngaq8¹"	23	"缺（齒）：~口；缺（口）"
"□"		"ŋɑʔ²³"	"ŋɑʔ"	"ngaq8¹"	23	"壓價"
