"声母"	"韵母"	"声调"	"字"	"注释"
"dʑ"	"io"	"6"	"宙"	""
"ɕ"	"io"	"1"	"消"	""
"ɕ"	"io"	"1"	"霄"	""
"ɕ"	"io"	"1"	"宵"	""
"ɕ"	"io"	"1"	"硝"	""
"ɕ"	"io"	"1"	"销"	""
"ɕ"	"io"	"1"	"悄"	""
"ɕ"	"io"	"1"	"烧"	""
"ɕ"	"io"	"1"	"嚣"	""
"ɕ"	"io"	"1"	"萧"	""
"ɕ"	"io"	"1"	"箫"	""
"ɕ"	"io"	"1"	"修"	""
"ɕ"	"io"	"1"	"羞"	""
"ɕ"	"io"	"1"	"蒐"	""
"ɕ"	"io"	"1"	"收"	""
"ɕ"	"io"	"1"	"屑"	""
"ɕ"	"io"	"3"	"小"	""
"ɕ"	"io"	"3"	"少"	""
"ɕ"	"io"	"3"	"首"	""
"ɕ"	"io"	"3"	"守"	""
"ɕ"	"io"	"5"	"鞘"	""
"ɕ"	"io"	"5"	"秀"	""
"ɕ"	"io"	"5"	"绣"	""
"ɕ"	"io"	"5"	"宿"	""
"ɕ"	"io"	"5"	"锈"	""
"ɕ"	"io"	"5"	"兽"	""
"ʑ"	"io"	"6"	"就"	""
"ʑ"	"io"	"6"	"袖"	""
"ʑ"	"io"	"6"	"受"	""
"ʑ"	"io"	"6"	"寿"	""
"ʑ"	"io"	"6"	"授"	""
"ɦ"	"io"	"2"	"摇"	""
"ɦ"	"io"	"2"	"谣"	""
"ɦ"	"io"	"2"	"窑"	""
"ɦ"	"io"	"2"	"姚"	""
"ɦ"	"io"	"6"	"耀"	""
"零"	"io"	"1"	"妖"	""
"零"	"io"	"1"	"邀"	""
"零"	"io"	"1"	"腰"	""
"零"	"io"	"1"	"幽"	""
"零"	"io"	"3"	"舀"	""
"零"	"io"	"5"	"要"	""
"零"	"io"	"5"	"鹞"	""
"p"	"ai"	"1"	"杯"	""
"p"	"ai"	"1"	"裴"	""
"p"	"ai"	"1"	"碑"	""
"p"	"ai"	"1"	"卑"	""
"p"	"ai"	"1"	"悲"	""
"p"	"ai"	"1"	"翻"	""
"p"	"ai"	"3"	"跛"	""
"p"	"ai"	"3"	"摆"	""
"p"	"ai"	"3"	"板"	""
"p"	"ai"	"3"	"版"	""
"p"	"ai"	"5"	"拜"	""
"p"	"ai"	"5"	"痱"	""
"pʰ"	"ai"	"3"	"瓣"	""
"pʰ"	"ai"	"5"	"沛"	""
"pʰ"	"ai"	"5"	"稗"	""
"b"	"ai"	"2"	"排"	""
"b"	"ai"	"2"	"牌"	""
"b"	"ai"	"2"	"麻"	""
"b"	"ai"	"2"	"佩"	""
"b"	"ai"	"2"	"肥"	""
"b"	"ai"	"2"	"爿"	""
"b"	"ai"	"6"	"败"	""
"b"	"ai"	"6"	"吠"	""
"b"	"ai"	"6"	"办"	""
"m"	"ai"	"3"	"买"	""
"m"	"ai"	"3"	"每"	""
"m"	"ai"	"3"	"美"	""
"m"	"ai"	"5"	"昧"	""
"m"	"ai"	"6"	"卖"	""
"m"	"ai"	"6"	"慢"	""
"m"	"ai"	"6"	"万"	""
"f"	"ai"	"1"	"挥"	""
"f"	"ai"	"1"	"徽"	""
"f"	"ai"	"1"	"辉"	""
"f"	"ai"	"3"	"贿"	""
"f"	"ai"	"3"	"悔"	""
"f"	"ai"	"3"	"毁"	""
"f"	"ai"	"5"	"晦"	""
"f"	"ai"	"5"	"秽"	""
"f"	"ai"	"5"	"讳"	""
"f"	"ai"	"5"	"纬"	""
"v"	"ai"	"2"	"伪"	""
"v"	"ai"	"2"	"违"	""
"v"	"ai"	"2"	"围"	""
"v"	"ai"	"2"	"伟"	""
"v"	"ai"	"2"	"苇"	""
"v"	"ai"	"6"	"惠"	""
"v"	"ai"	"6"	"慧"	""
"v"	"ai"	"6"	"卫"	""
"v"	"ai"	"6"	"谓"	""
"v"	"ai"	"6"	"猬"	""
"v"	"ai"	"6"	"彙"	""
"t"	"ai"	"3"	"腆"	""
"tʰ"	"ai"	"1"	"梯"	""
"tʰ"	"ai"	"5"	"屉"	""
"d"	"ai"	"2"	"题"	""
"d"	"ai"	"2"	"蹄"	""
"d"	"ai"	"6"	"苧"	""
"d"	"ai"	"6"	"递"	""
"d"	"ai"	"6"	"队"	""
"n"	"ai"	"2"	"泥"	""
"n"	"ai"	"6"	"内"	""
"l"	"ai"	"2"	"犁"	""
"l"	"ai"	"3"	"儡"	""
"l"	"ai"	"3"	"累"	""
"l"	"ai"	"3"	"累"	""
"l"	"ai"	"3"	"垒"	""
"l"	"ai"	"6"	"荔"	""
"l"	"ai"	"6"	"类"	""
"ts"	"ai"	"1"	"锥"	""
"ts"	"ai"	"5"	"绩"	""
"s"	"ai"	"1"	"衰"	""
"s"	"ai"	"1"	"摔"	""
"s"	"ai"	"1"	"生"	""
"s"	"ai"	"3"	"洗"	""
"s"	"ai"	"5"	"细"	""
"z"	"ai"	"2"	"前"	""
"z"	"ai"	"2"	"层"	""
"z"	"ai"	"6"	"锐"	""
"z"	"ai"	"6"	"睡"	""
"z"	"ai"	"6"	"粹"	""
"z"	"ai"	"6"	"隧"	""
"z"	"ai"	"6"	"谁"	""
"k"	"ai"	"1"	"街"	""
"k"	"ai"	"3"	"减"	""
"k"	"ai"	"5"	"柬"	""
"k"	"ai"	"5"	"涧"	""
"k"	"ai"	"5"	"锏"	""
"kʰ"	"ai"	"1"	"揩"	""
"kʰ"	"ai"	"5"	"快"	""
"ŋ"	"ai"	"2"	"魏"	""
"ŋ"	"ai"	"3"	"眼"	""
"h"	"ai"	"5"	"苋"	""
"h"	"ai"	"6"	"蟢"	""
"ɦ"	"ai"	"2"	"鞋"	""
"ɦ"	"ai"	"2"	"嫌"	""
"零"	"ai"	"3"	"矮"	""
"k"	"uai"	"1"	"规"	""
"k"	"uai"	"1"	"龟"	""
"k"	"uai"	"3"	"会"	""
"k"	"uai"	"3"	"刽"	""
"k"	"uai"	"3"	"诡"	""
"k"	"uai"	"3"	"轨"	""
"k"	"uai"	"3"	"鬼"	""
"k"	"uai"	"5"	"桧"	""
"k"	"uai"	"5"	"鳜"	""
"k"	"uai"	"5"	"闺"	""
"k"	"uai"	"5"	"桂"	""
"k"	"uai"	"5"	"癸"	""
"k"	"uai"	"5"	"贵"	""
"k"	"uai"	"6"	"圭"	""
"kʰ"	"uai"	"1"	"奎"	""
"kʰ"	"uai"	"1"	"亏"	""
"kʰ"	"uai"	"3"	"傀"	""
"kʰ"	"uai"	"5"	"块"	""
"kʰ"	"uai"	"5"	"蒯"	""
"kʰ"	"uai"	"5"	"愧"	""
"g"	"uai"	"6"	"溃"	""
"g"	"uai"	"6"	"跪"	""
"g"	"uai"	"6"	"柜"	""
"零"	"uai"	"3"	"萎"	""
"零"	"uai"	"3"	"委"	""
"零"	"uai"	"3"	"畏"	""
"零"	"uai"	"3"	"慰"	""
"p"	"au"	"3"	"褒"	""
"p"	"au"	"3"	"宝"	""
"p"	"au"	"5"	"报"	""
"b"	"au"	"6"	"薄"	""
"m"	"au"	"2"	"毛"	""
"m"	"au"	"2"	"谋"	""
"m"	"au"	"6"	"帽"	""
"m"	"au"	"6"	"茂"	""
"t"	"au"	"1"	"刀"	""
"t"	"au"	"1"	"叨"	""
"t"	"au"	"3"	"朵"	""
"t"	"au"	"3"	"倒"	""
"t"	"au"	"5"	"剁"	""
"t"	"au"	"5"	"倒"	""
"t"	"au"	"5"	"斗"	""
"t"	"au"	"5"	"桌"	""
"tʰ"	"au"	"3"	"讨"	""
"tʰ"	"au"	"5"	"套"	""
"d"	"au"	"2"	"桃"	""
"d"	"au"	"2"	"萄"	""
"d"	"au"	"2"	"投"	""
"d"	"au"	"6"	"舵"	""
"d"	"au"	"6"	"逗"	""
"n"	"au"	"6"	"糯"	""
"l"	"au"	"2"	"锣"	""
"l"	"au"	"2"	"牢"	""
"l"	"au"	"3"	"篓"	""
"l"	"au"	"6"	"陋"	""
"l"	"au"	"6"	"落"	""
"ts"	"au"	"1"	"邹"	""
"ts"	"au"	"1"	"糟"	""
"ts"	"au"	"3"	"枣"	""
"ts"	"au"	"5"	"做"	""
"ts"	"au"	"5"	"奏"	""
"ts"	"au"	"5"	"皱"	""
"ts"	"au"	"5"	"绉"	""
"ts"	"au"	"5"	"捉"	""
"tsʰ"	"au"	"5"	"凑"	""
"dz"	"au"	"2"	"槽"	""
"dz"	"au"	"6"	"骤"	""
"s"	"au"	"1"	"梭"	""
"s"	"au"	"1"	"飕"	""
"s"	"au"	"3"	"锁"	""
"s"	"au"	"3"	"嫂"	""
"s"	"au"	"3"	"叟"	""
"s"	"au"	"3"	"瘦"	""
"s"	"au"	"5"	"漱"	""
"z"	"au"	"2"	"槽"	""
"z"	"au"	"2"	"愁"	""
"z"	"au"	"6"	"皂"	""
"z"	"au"	"6"	"凿"	""
"k"	"au"	"1"	"膏"	""
"k"	"au"	"1"	"糕"	""
"k"	"au"	"1"	"勾"	""
"k"	"au"	"1"	"勾"	""
"k"	"au"	"3"	"苟"	""
"k"	"au"	"3"	"枸"	""
"k"	"au"	"5"	"彀"	""
"k"	"au"	"5"	"够"	""
"k"	"au"	"5"	"构"	""
"k"	"au"	"5"	"购"	""
"k"	"au"	"5"	"角"	""
"kʰ"	"au"	"1"	"抠"	""
"kʰ"	"au"	"3"	"口"	""
"kʰ"	"au"	"5"	"靠"	""
"kʰ"	"au"	"5"	"叩"	""
"kʰ"	"au"	"5"	"扣"	""
"kʰ"	"au"	"5"	"寇"	""
"ŋ"	"au"	"2"	"鹅"	""
"ŋ"	"au"	"2"	"熬"	""
"ŋ"	"au"	"3"	"耦"	""
"ŋ"	"au"	"3"	"偶"	""
"ŋ"	"au"	"3"	"偶"	""
"h"	"au"	"1"	"蒿"	""
"h"	"au"	"3"	"好"	""
"h"	"au"	"5"	"吼"	""
"ɦ"	"au"	"2"	"河"	""
"ɦ"	"au"	"2"	"侯"	""
"ɦ"	"au"	"6"	"号"	""
"ɦ"	"au"	"6"	"后"	""
"ɦ"	"au"	"6"	"候"	""
"ɦ"	"au"	"6"	"学"	""
"零"	"au"	"1"	"枵"	""
"零"	"au"	"1"	"欧"	""
"零"	"au"	"1"	"瓯"	""
"零"	"au"	"1"	"呕"	""
"零"	"au"	"1"	"殴"	""
"零"	"au"	"5"	"坳"	""
"零"	"au"	"5"	"沤"	""
"tɕ"	"iau"	"1"	"柩"	""
"tɕ"	"iau"	"3"	"久"	""
"tɕ"	"iau"	"3"	"韭"	""
"tɕ"	"iau"	"5"	"灸"	""
"tɕ"	"iau"	"5"	"救"	""
"tɕ"	"iau"	"5"	"究"	""
"dʑ"	"iau"	"2"	"求"	""
"dʑ"	"iau"	"2"	"球"	""
"dʑ"	"iau"	"6"	"旧"	""
"ȵ"	"iau"	"3"	"扭"	""
"ȵ"	"iau"	"3"	"纽"	""
"ɕ"	"iau"	"1"	"休"	""
"ɕ"	"iau"	"3"	"朽"	""
"ɕ"	"iau"	"5"	"嗅"	""
"ɦ"	"iau"	"2"	"尤"	""
"ɦ"	"iau"	"2"	"邮"	""
"ɦ"	"iau"	"2"	"由"	""
"ɦ"	"iau"	"2"	"油"	""
"ɦ"	"iau"	"2"	"游"	""
"ɦ"	"iau"	"2"	"犹"	""
"ɦ"	"iau"	"2"	"又"	""
"ɦ"	"iau"	"6"	"莠"	""
"ɦ"	"iau"	"6"	"诱"	""
"ɦ"	"iau"	"6"	"右"	""
"ɦ"	"iau"	"6"	"佑"	""
"ɦ"	"iau"	"6"	"柚"	""
"ɦ"	"iau"	"6"	"鼬"	""
"ɦ"	"iau"	"6"	"釉"	""
"零"	"iau"	"1"	"优"	""
"零"	"iau"	"1"	"忧"	""
"零"	"iau"	"1"	"悠"	""
"零"	"iau"	"1"	"幼"	""
"零"	"iau"	"3"	"有"	""
"零"	"iau"	"3"	"文"	""
"零"	"iau"	"3"	"友"	""
"零"	"iau"	"3"	"酉"	""
"p"	"ã"	"1"	"浜"	""
"p"	"ã"	"5"	"柄"	""
"pʰ"	"ã"	"1"	"烹"	""
"pʰ"	"ã"	"1"	"胮"	""
"b"	"ã"	"2"	"庞"	""
"b"	"ã"	"2"	"彭"	""
"b"	"ã"	"2"	"膨"	""
"b"	"ã"	"2"	"虻"	""
"b"	"ã"	"2"	"棚"	""
"b"	"ã"	"2"	"平"	""
"b"	"ã"	"6"	"蚌"	""
"b"	"ã"	"6"	"蚌"	""
"b"	"ã"	"6"	"病"	""
"m"	"ã"	"1"	"迈"	""
"m"	"ã"	"2"	"明"	""
"m"	"ã"	"3"	"猛"	""
"t"	"ã"	"3"	"弹"	""
"tʰ"	"ã"	"1"	"撑"	""
"tʰ"	"ã"	"5"	"牚"	""
"n"	"ã"	"2"	"拿"	""
"l"	"ã"	"3"	"冷"	""
"ts"	"ã"	"1"	"争"	""
"ts"	"ã"	"1"	"筝"	""
"ts"	"ã"	"5"	"绽"	""
"ts"	"ã"	"5"	"睁"	""
"tsʰ"	"ã"	"1"	"撑"	""
"tsʰ"	"ã"	"1"	"生"	""
"tsʰ"	"ã"	"1"	"青"	""
"tsʰ"	"ã"	"3"	"醒"	""
"dz"	"ã"	"2"	"争"	""
"s"	"ã"	"1"	"生"	""
"s"	"ã"	"1"	"牲"	""
"s"	"ã"	"1"	"笙"	""
"s"	"ã"	"1"	"甥"	""
"s"	"ã"	"3"	"省"	""
"s"	"ã"	"5"	"姓"	""
"s"	"ã"	"5"	"性"	""
"z"	"ã"	"2"	"晴"	""
"k"	"ã"	"1"	"更"	""
"k"	"ã"	"1"	"羹"	""
"k"	"ã"	"1"	"耕"	""
"k"	"ã"	"3"	"碱"	""
"k"	"ã"	"3"	"粳"	""
"k"	"ã"	"3"	"哽"	""
"k"	"ã"	"3"	"埂"	""
"k"	"ã"	"3"	"梗"	""
"k"	"ã"	"5"	"更"	""
"kʰ"	"ã"	"1"	"龛"	""
"kʰ"	"ã"	"1"	"坑"	""
"ŋ"	"ã"	"6"	"硬"	""
"h"	"ã"	"2"	"横"	""
"h"	"ã"	"5"	"憾"	""
"零"	"ã"	"1"	"杏"	""
"零"	"ã"	"3"	"幸"	""
"p"	"iã"	"3"	"饼"	""
"m"	"iã"	"2"	"名"	""
"m"	"iã"	"6"	"命"	""
"tʰ"	"iã"	"1"	"听"	""
"d"	"iã"	"6"	"定"	""
"l"	"iã"	"2"	"良"	""
"l"	"iã"	"3"	"领"	""
"l"	"iã"	"3"	"岭"	""
"l"	"iã"	"6"	"谅"	""
"tɕ"	"iã"	"1"	"将"	""
"tɕ"	"iã"	"1"	"疆"	""
"tɕ"	"iã"	"1"	"礓"	""
"tɕ"	"iã"	"1"	"缰"	""
"tɕ"	"iã"	"1"	"姜"	""
"tɕ"	"iã"	"1"	"障"	""
"tɕ"	"iã"	"1"	"瘴"	""
"tɕ"	"iã"	"1"	"惊"	""
"tɕ"	"iã"	"1"	"正"	""
"tɕ"	"iã"	"3"	"蒋"	""
"tɕ"	"iã"	"3"	"奖"	""
"tɕ"	"iã"	"3"	"长"	""
"tɕ"	"iã"	"3"	"涨"	""
"tɕ"	"iã"	"5"	"溅"	""
"tɕ"	"iã"	"5"	"胀"	""
"tɕ"	"iã"	"5"	"镜"	""
"tɕ"	"iã"	"5"	"正"	""
"tɕʰ"	"iã"	"1"	"昌"	""
"tɕʰ"	"iã"	"1"	"羌"	""
"tɕʰ"	"iã"	"3"	"厂"	""
"tɕʰ"	"iã"	"3"	"请"	""
"tɕʰ"	"iã"	"5"	"畅"	""
"tɕʰ"	"iã"	"5"	"倡"	""
"dʑ"	"iã"	"2"	"肠"	""
"dʑ"	"iã"	"2"	"场"	""
"dʑ"	"iã"	"2"	"强"	""
"dʑ"	"iã"	"6"	"杖"	""
"dʑ"	"iã"	"6"	"强"	""
"dʑ"	"iã"	"6"	"佣"	""
"ȵ"	"iã"	"6"	"酿"	""
"ɕ"	"iã"	"1"	"相"	""
"ɕ"	"iã"	"1"	"厢"	""
"ɕ"	"iã"	"1"	"湘"	""
"ɕ"	"iã"	"1"	"襄"	""
"ɕ"	"iã"	"1"	"伤"	""
"ɕ"	"iã"	"1"	"兄"	""
"ɕ"	"iã"	"3"	"想"	""
"ɕ"	"iã"	"3"	"享"	""
"ɕ"	"iã"	"3"	"文"	""
"ɕ"	"iã"	"3"	"饷"	""
"ʑ"	"iã"	"2"	"墙"	""
"ʑ"	"iã"	"2"	"详"	""
"ʑ"	"iã"	"2"	"祥"	""
"ʑ"	"iã"	"2"	"常"	""
"ʑ"	"iã"	"2"	"尝"	""
"ʑ"	"iã"	"2"	"偿"	""
"ʑ"	"iã"	"2"	"裳"	""
"ʑ"	"iã"	"2"	"城"	""
"ʑ"	"iã"	"6"	"壤"	""
"ʑ"	"iã"	"6"	"攘"	""
"ʑ"	"iã"	"6"	"嚷"	""
"ɦ"	"iã"	"2"	"疡"	""
"ɦ"	"iã"	"2"	"赢"	""
"零"	"iã"	"1"	"央"	""
"零"	"iã"	"1"	"殃"	""
"零"	"iã"	"3"	"映"	""
"k"	"uã"	"3"	"梗"	""
"p"	"ẽ"	"1"	"班"	""
"p"	"ẽ"	"1"	"斑"	""
"p"	"ẽ"	"1"	"颁"	""
"p"	"ẽ"	"1"	"扳"	""
"p"	"ẽ"	"1"	"扳"	""
"p"	"ẽ"	"5"	"婢"	""
"p"	"ẽ"	"5"	"扮"	""
"p"	"ẽ"	"5"	"半"	""
"pʰ"	"ẽ"	"1"	"攀"	""
"pʰ"	"ẽ"	"1"	"潘"	""
"pʰ"	"ẽ"	"5"	"派"	""
"pʰ"	"ẽ"	"5"	"盼"	""
"b"	"ẽ"	"2"	"股"	""
"b"	"ẽ"	"2"	"搬"	""
"b"	"ẽ"	"2"	"盘"	""
"b"	"ẽ"	"2"	"盆"	""
"b"	"ẽ"	"6"	"拌"	""
"b"	"ẽ"	"6"	"绊"	""
"m"	"ẽ"	"1"	"糜"	""
"m"	"ẽ"	"2"	"瞒"	""
"m"	"ẽ"	"2"	"慢"	""
"m"	"ẽ"	"3"	"满"	""
"m"	"ẽ"	"6"	"漫"	""
"m"	"ẽ"	"6"	"幔"	""
"m"	"ẽ"	"6"	"蔓"	""
"f"	"ẽ"	"1"	"藩"	""
"f"	"ẽ"	"1"	"翻"	""
"f"	"ẽ"	"1"	"番"	""
"f"	"ẽ"	"1"	"藩"	""
"f"	"ẽ"	"3"	"反"	""
"f"	"ẽ"	"5"	"泛"	""
"f"	"ẽ"	"5"	"贩"	""
"v"	"ẽ"	"2"	"矾"	""
"v"	"ẽ"	"2"	"凡"	""
"v"	"ẽ"	"2"	"帆"	""
"v"	"ẽ"	"2"	"顽"	""
"v"	"ẽ"	"2"	"烦"	""
"v"	"ẽ"	"2"	"繁"	""
"v"	"ẽ"	"6"	"犯"	""
"v"	"ẽ"	"6"	"换"	""
"v"	"ẽ"	"6"	"患"	""
"v"	"ẽ"	"6"	"宦"	""
"t"	"ẽ"	"1"	"耽"	""
"t"	"ẽ"	"1"	"担"	""
"t"	"ẽ"	"3"	"胆"	""
"t"	"ẽ"	"5"	"担"	""
"t"	"ẽ"	"5"	"诞"	""
"t"	"ẽ"	"5"	"旦"	""
"tʰ"	"ẽ"	"1"	"坍"	""
"tʰ"	"ẽ"	"1"	"滩"	""
"tʰ"	"ẽ"	"1"	"摊"	""
"tʰ"	"ẽ"	"3"	"毯"	""
"tʰ"	"ẽ"	"5"	"探"	""
"tʰ"	"ẽ"	"5"	"炭"	""
"tʰ"	"ẽ"	"5"	"叹"	""
"d"	"ẽ"	"2"	"潭"	""
"d"	"ẽ"	"2"	"潭"	""
"d"	"ẽ"	"2"	"谈"	""
"d"	"ẽ"	"2"	"痰"	""
"d"	"ẽ"	"2"	"檀"	""
"d"	"ẽ"	"2"	"坛"	""
"d"	"ẽ"	"2"	"弹"	""
"d"	"ẽ"	"6"	"淡"	""
"d"	"ẽ"	"6"	"但"	""
"d"	"ẽ"	"6"	"弹"	""
"d"	"ẽ"	"6"	"蛋"	""
"n"	"ẽ"	"2"	"南"	""
"n"	"ẽ"	"2"	"男"	""
"n"	"ẽ"	"2"	"难"	""
"n"	"ẽ"	"3"	"乃"	""
"n"	"ẽ"	"6"	"耐"	""
"n"	"ẽ"	"6"	"奈"	""
"n"	"ẽ"	"6"	"难"	""
"l"	"ẽ"	"2"	"蓝"	""
"l"	"ẽ"	"2"	"篮"	""
"l"	"ẽ"	"2"	"兰"	""
"l"	"ẽ"	"2"	"拦"	""
"l"	"ẽ"	"2"	"栏"	""
"l"	"ẽ"	"3"	"缆"	""
"l"	"ẽ"	"3"	"懒"	""
"l"	"ẽ"	"6"	"烂"	""
"l"	"ẽ"	"6"	"滥"	""
"ts"	"ẽ"	"1"	"簪"	""
"ts"	"ẽ"	"1"	"沾"	""
"ts"	"ẽ"	"1"	"粘"	""
"ts"	"ẽ"	"1"	"簪"	""
"ts"	"ẽ"	"3"	"斩"	""
"ts"	"ẽ"	"3"	"盏"	""
"ts"	"ẽ"	"5"	"靛"	""
"ts"	"ẽ"	"5"	"赞"	""
"tsʰ"	"ẽ"	"1"	"搀"	""
"tsʰ"	"ẽ"	"1"	"餐"	""
"tsʰ"	"ẽ"	"1"	"灿"	""
"tsʰ"	"ẽ"	"3"	"铲"	""
"tsʰ"	"ẽ"	"3"	"产"	""
"dz"	"ẽ"	"2"	"残"	""
"dz"	"ẽ"	"6"	"惭"	""
"dz"	"ẽ"	"6"	"暂"	""
"dz"	"ẽ"	"6"	"站"	""
"dz"	"ẽ"	"6"	"站"	""
"dz"	"ẽ"	"6"	"栈"	""
"s"	"ẽ"	"1"	"三"	""
"s"	"ẽ"	"1"	"杉"	""
"s"	"ẽ"	"1"	"衫"	""
"s"	"ẽ"	"1"	"珊"	""
"s"	"ẽ"	"1"	"山"	""
"s"	"ẽ"	"1"	"删"	""
"s"	"ẽ"	"1"	"疝"	""
"s"	"ẽ"	"3"	"散"	""
"s"	"ẽ"	"3"	"伞"	""
"z"	"ẽ"	"2"	"蚕"	""
"z"	"ẽ"	"2"	"谗"	""
"z"	"ẽ"	"2"	"馋"	""
"k"	"ẽ"	"1"	"甘"	""
"k"	"ẽ"	"1"	"柑"	""
"k"	"ẽ"	"1"	"沿"	""
"k"	"ẽ"	"1"	"干"	""
"k"	"ẽ"	"1"	"肝"	""
"k"	"ẽ"	"1"	"竿"	""
"k"	"ẽ"	"1"	"干"	""
"k"	"ẽ"	"1"	"杆"	""
"k"	"ẽ"	"1"	"艰"	""
"k"	"ẽ"	"1"	"奸"	""
"k"	"ẽ"	"3"	"敢"	""
"k"	"ẽ"	"3"	"尴"	""
"k"	"ẽ"	"3"	"秆"	""
"k"	"ẽ"	"3"	"擀"	""
"k"	"ẽ"	"3"	"赶"	""
"k"	"ẽ"	"5"	"幹"	""
"k"	"ẽ"	"5"	"谏"	""
"kʰ"	"ẽ"	"3"	"楷"	""
"kʰ"	"ẽ"	"3"	"坎"	""
"kʰ"	"ẽ"	"3"	"砍"	""
"kʰ"	"ẽ"	"3"	"舰"	""
"kʰ"	"ẽ"	"3"	"款"	""
"kʰ"	"ẽ"	"5"	"嵌"	""
"kʰ"	"ẽ"	"5"	"看"	""
"kʰ"	"ẽ"	"5"	"看"	""
"g"	"ẽ"	"2"	"含"	""
"g"	"ẽ"	"2"	"寒"	""
"g"	"ẽ"	"6"	"汗"	""
"ŋ"	"ẽ"	"2"	"涯"	""
"ŋ"	"ẽ"	"2"	"崖"	""
"ŋ"	"ẽ"	"2"	"岩"	""
"ŋ"	"ẽ"	"2"	"颜"	""
"ŋ"	"ẽ"	"6"	"岸"	""
"ŋ"	"ẽ"	"6"	"雁"	""
"h"	"ẽ"	"1"	"蚶"	""
"h"	"ẽ"	"1"	"憨"	""
"h"	"ẽ"	"1"	"酣"	""
"h"	"ẽ"	"2"	"鼾"	""
"h"	"ẽ"	"3"	"喊"	""
"h"	"ẽ"	"5"	"撼"	""
"h"	"ẽ"	"5"	"汉"	""
"ɦ"	"ẽ"	"2"	"函"	""
"ɦ"	"ẽ"	"2"	"鹹"	""
"ɦ"	"ẽ"	"2"	"韩"	""
"ɦ"	"ẽ"	"2"	"翰"	""
"ɦ"	"ẽ"	"6"	"陷"	""
"ɦ"	"ẽ"	"6"	"旱"	""
"ɦ"	"ẽ"	"6"	"焊"	""
"零"	"ẽ"	"1"	"庵"	""
"零"	"ẽ"	"1"	"鞍"	""
"零"	"ẽ"	"5"	"暗"	""
"零"	"ẽ"	"5"	"按"	""
"零"	"ẽ"	"5"	"案"	""
"p"	"ĩ"	"1"	"鞭"	""
"p"	"ĩ"	"1"	"编"	""
"p"	"ĩ"	"1"	"边"	""
"p"	"ĩ"	"1"	"蝙"	""
"p"	"ĩ"	"3"	"扁"	""
"p"	"ĩ"	"3"	"匾"	""
"p"	"ĩ"	"5"	"变"	""
"p"	"ĩ"	"5"	"遍"	""
"p"	"ĩ"	"5"	"遍"	""
"pʰ"	"ĩ"	"1"	"偏"	""
"pʰ"	"ĩ"	"5"	"骗"	""
"pʰ"	"ĩ"	"5"	"片"	""
"b"	"ĩ"	"6"	"辨"	""
"b"	"ĩ"	"6"	"辩"	""
"b"	"ĩ"	"6"	"汴"	""
"b"	"ĩ"	"6"	"便"	""
"b"	"ĩ"	"6"	"辫"	""
"m"	"ĩ"	"2"	"迷"	""
"m"	"ĩ"	"2"	"糜"	""
"m"	"ĩ"	"2"	"弥"	""
"m"	"ĩ"	"2"	"靡"	""
"m"	"ĩ"	"2"	"绵"	""
"m"	"ĩ"	"2"	"棉"	""
"m"	"ĩ"	"2"	"眼"	""
"m"	"ĩ"	"3"	"米"	""
"m"	"ĩ"	"6"	"面"	""
"m"	"ĩ"	"6"	"麵"	""
"t"	"ĩ"	"1"	"颠"	""
"t"	"ĩ"	"1"	"癫"	""
"tʰ"	"ĩ"	"1"	"添"	""
"tʰ"	"ĩ"	"1"	"天"	""
"d"	"ĩ"	"2"	"堤"	""
"d"	"ĩ"	"2"	"提"	""
"d"	"ĩ"	"2"	"缠"	""
"d"	"ĩ"	"2"	"田"	""
"d"	"ĩ"	"6"	"电"	""
"d"	"ĩ"	"6"	"奠"	""
"d"	"ĩ"	"6"	"佃"	""
"l"	"ĩ"	"2"	"簾"	""
"l"	"ĩ"	"2"	"连"	""
"l"	"ĩ"	"2"	"联"	""
"l"	"ĩ"	"6"	"练"	""
"l"	"ĩ"	"6"	"鍊"	""
"tɕ"	"ĩ"	"1"	"尖"	""
"tɕ"	"ĩ"	"1"	"歼"	""
"tɕ"	"ĩ"	"1"	"瞻"	""
"tɕ"	"ĩ"	"1"	"兼"	""
"tɕ"	"ĩ"	"1"	"煎"	""
"tɕ"	"ĩ"	"1"	"氈"	""
"tɕ"	"ĩ"	"1"	"笺"	""
"tɕ"	"ĩ"	"1"	"肩"	""
"tɕ"	"ĩ"	"1"	"坚"	""
"tɕ"	"ĩ"	"3"	"展"	""
"tɕ"	"ĩ"	"3"	"囝"	""
"tɕ"	"ĩ"	"3"	"茧"	""
"tɕ"	"ĩ"	"5"	"占"	""
"tɕ"	"ĩ"	"5"	"佔"	""
"tɕ"	"ĩ"	"5"	"剑"	""
"tɕ"	"ĩ"	"5"	"箭"	""
"tɕ"	"ĩ"	"5"	"战"	""
"tɕ"	"ĩ"	"5"	"颤"	""
"tɕ"	"ĩ"	"5"	"建"	""
"tɕ"	"ĩ"	"5"	"犍"	""
"tɕ"	"ĩ"	"5"	"荐"	""
"tɕ"	"ĩ"	"5"	"笕"	""
"tɕ"	"ĩ"	"5"	"见"	""
"tɕʰ"	"ĩ"	"1"	"籤"	""
"tɕʰ"	"ĩ"	"1"	"签"	""
"tɕʰ"	"ĩ"	"1"	"谦"	""
"tɕʰ"	"ĩ"	"1"	"迁"	""
"tɕʰ"	"ĩ"	"1"	"牵"	""
