"繁體"	"简体"	"拼音"	"音標"	"註釋"	"聲"	"韻"	"調"
"裝"	"装"	"tso1"	"tso˦˦"		"ts"	"o"	"˦˦"
"裝"	"装"	"cio1"	"tɕyo˦˦"		"tɕ"	"yo"	"˦˦"
"壯"	"壮"	"cio5"	"tɕyo˥˨"		"tɕ"	"yo"	"˥˨"
"瘡"	"疮"	"chio1"	"tɕʰyo˦˦"		"tɕʰ"	"yo"	"˦˦"
"瘡"	"疮"	"tsho1"	"tsʰo˦˦"		"tsʰ"	"o"	"˦˦"
"創"	"创"	"tsho1"	"tsʰo˦˦"		"tsʰ"	"o"	"˦˦"
"創"	"创"	"tsho5"	"tsʰo˥˨"		"tsʰ"	"o"	"˥˨"
"妝"	"妆"	"cio1"	"tɕyo˦˦"		"tɕ"	"yo"	"˦˦"
"牀"	"牀"	"yo2"	"jyo˧˩"		"j"	"yo"	"˧˩"
"狀"	"状"	"cio5"	"tɕyo˥˨"		"tɕ"	"yo"	"˥˨"
"狀"	"状"	"jio6"	"dʑyo˨˨"		"dʑ"	"yo"	"˨˨"
"霜"	"霜"	"shio1"	"ɕyo˦˦"		"ɕ"	"yo"	"˦˦"
"孀"	"孀"	"shio1"	"ɕyo˦˦"		"ɕ"	"yo"	"˦˦"
"爽"	"爽"	"so3"	"so˧˥"	"又音"	"s"	"o"	"˧˥"
"章"	"章"	"ciae3"	"tɕiɛ˧˥"		"tɕ"	"iɛ"	"˧˥"
"樟"	"樟"	"ciae1"	"tɕiɛ˦˦"		"tɕ"	"iɛ"	"˦˦"
"掌"	"掌"	"ciae3"	"tɕiɛ˧˥"		"tɕ"	"iɛ"	"˧˥"
"障"	"障"	"ciae5"	"tɕiɛ˥˨"		"tɕ"	"iɛ"	"˥˨"
"昌"	"昌"	"chiae1"	"tɕʰiɛ˦˦"		"tɕʰ"	"iɛ"	"˦˦"
"倡"	"倡"	"chiae3"	"tɕʰiɛ˧˥"		"tɕʰ"	"iɛ"	"˧˥"
"廠"	"厂"	"chiae3"	"tɕʰiɛ˧˥"		"tɕʰ"	"iɛ"	"˧˥"
"唱"	"唱"	"chiae5"	"tɕʰiɛ˥˨"		"tɕʰ"	"iɛ"	"˥˨"
"倡"	"倡"	"chiae5"	"tɕʰiɛ˥˨"		"tɕʰ"	"iɛ"	"˥˨"
"商"	"商"	"shiae1"	"ɕiɛ˦˦"		"ɕ"	"iɛ"	"˦˦"
"傷"	"伤"	"shiae1"	"ɕiɛ˦˦"		"ɕ"	"iɛ"	"˦˦"
"賞"	"赏"	"shiae3"	"ɕiɛ˧˥"		"ɕ"	"iɛ"	"˧˥"
"餉"	"饷"	"shiae3"	"ɕiɛ˧˥"		"ɕ"	"iɛ"	"˧˥"
"□"	"□"	"iae7"	"ʔiɛ˧˨˨"	"衣裳和音"	"ʔ"	"iɛ"	"˧˨˨"
"常"	"常"	"yae2"	"jɛ˧˩"		"j"	"ɛ"	"˧˩"
"常"	"常"	"jiae2"	"dʑiɛ˧˩"		"dʑ"	"iɛ"	"˧˩"
"嘗"	"尝"	"yae2"	"jɛ˧˩"		"j"	"ɛ"	"˧˩"
"償"	"偿"	"yae2"	"jɛ˧˩"		"j"	"ɛ"	"˧˩"
"裳"	"裳"	"yae2"	"jɛ˧˩"		"j"	"ɛ"	"˧˩"
"上"	"上"	"yae4"	"jɛ˩˧"		"j"	"ɛ"	"˩˧"
"尚"	"尚"	"yae6"	"jɛ˨˨"		"j"	"ɛ"	"˨˨"
"上"	"上"	"yae6"	"jɛ˨˨"		"j"	"ɛ"	"˨˨"
"瓤"	"瓤"	"shiae1"	"ɕiɛ˦˦"		"ɕ"	"iɛ"	"˦˦"
"壤"	"壤"	"gniae6"	"ȵiɛ˨˨"		"ȵ"	"iɛ"	"˨˨"
"攘"	"攘"	"gniae6"	"ȵiɛ˨˨"		"ȵ"	"iɛ"	"˨˨"
"嚷"	"嚷"	"yae6"	"jɛ˨˨"		"j"	"ɛ"	"˨˨"
"讓"	"让"	"gniae6"	"ȵiɛ˨˨"		"ȵ"	"iɛ"	"˨˨"
"疆"	"疆"	"ciae1"	"tɕiɛ˦˦"		"tɕ"	"iɛ"	"˦˦"
"僵"	"僵"	"ciae1"	"tɕiɛ˦˦"		"tɕ"	"iɛ"	"˦˦"
"薑"	"姜"	"ciae1"	"tɕiɛ˦˦"		"tɕ"	"iɛ"	"˦˦"
"薑"	"姜"	"ciae1"	"tɕiɛ˦˦"		"tɕ"	"iɛ"	"˦˦"
"羌"	"羌"	"chiae1"	"tɕʰiɛ˦˦"		"tɕʰ"	"iɛ"	"˦˦"
"強"	"强"	"jiae2"	"dʑiɛ˧˩"		"dʑ"	"iɛ"	"˧˩"
"強"	"强"	"jiae4"	"dʑiɛ˩˧"		"dʑ"	"iɛ"	"˩˧"
"仰"	"仰"	"gniae4"	"ȵiɛ˩˧"		"ȵ"	"iɛ"	"˩˧"
"香"	"香"	"shiae1"	"ɕiɛ˦˦"		"ɕ"	"iɛ"	"˦˦"
"鄉"	"乡"	"shiae1"	"ɕiɛ˦˦"		"ɕ"	"iɛ"	"˦˦"
"享"	"享"	"shiae3"	"ɕiɛ˧˥"		"ɕ"	"iɛ"	"˧˥"
"響"	"响"	"chiae3"	"tɕʰiɛ˧˥"		"tɕʰ"	"iɛ"	"˧˥"
"向"	"向"	"shiae5"	"ɕiɛ˥˨"		"ɕ"	"iɛ"	"˥˨"
"央"	"央"	"iae1"	"ʔiɛ˦˦"		"ʔ"	"iɛ"	"˦˦"
"秧"	"秧"	"iae1"	"ʔiɛ˦˦"		"ʔ"	"iɛ"	"˦˦"
"殃"	"殃"	"iae1"	"ʔiɛ˦˦"		"ʔ"	"iɛ"	"˦˦"
"胦"	"胦"	"iae1"	"ʔiɛ˦˦"		"ʔ"	"iɛ"	"˦˦"
"鉠"	"鉠"	"iae1"	"ʔiɛ˦˦"		"ʔ"	"iɛ"	"˦˦"
"鴦"	"鸯"	"iae1"	"ʔiɛ˦˦"		"ʔ"	"iɛ"	"˦˦"
"羊"	"羊"	"yae2"	"jɛ˧˩"		"j"	"ɛ"	"˧˩"
"洋"	"洋"	"yae2"	"jɛ˧˩"		"j"	"ɛ"	"˧˩"
"楊"	"杨"	"yae2"	"jɛ˧˩"		"j"	"ɛ"	"˧˩"
"揚"	"扬"	"yae2"	"jɛ˧˩"		"j"	"ɛ"	"˧˩"
"陽"	"阳"	"yae2"	"jɛ˧˩"		"j"	"ɛ"	"˧˩"
"養"	"养"	"yae4"	"jɛ˩˧"		"j"	"ɛ"	"˩˧"
"癢"	"痒"	"yae4"	"jɛ˩˧"		"j"	"ɛ"	"˩˧"
"樣"	"样"	"yae6"	"jɛ˨˨"		"j"	"ɛ"	"˨˨"
"樣"	"样"	"iae5"	"ʔiɛ˥˨"		"ʔ"	"iɛ"	"˥˨"
"恙"	"恙"	"yae6"	"jɛ˨˨"		"j"	"ɛ"	"˨˨"
"博"	"博"	"po7"	"po˧˨˨"		"p"	"o"	"˧˨˨"
"薄"	"薄"	"bo8"	"bo˨˩˩"		"b"	"o"	"˨˩˩"
"泊"	"泊"	"bo8"	"bo˨˩˩"		"b"	"o"	"˨˩˩"
"泊"	"泊"	"pho8"	"pʰo˨˩˩"		"pʰ"		"˨˩˩"
"莫"	"莫"	"mo8"	"mo˨˩˩"		"m"	"o"	"˨˩˩"
"瞙"	"瞙"	"mo8"	"mo˨˩˩"	"瞙瞊：眼部殘疾者"	"m"	"o"	"˨˩˩"
"膜"	"膜"	"mo8"	"mo˨˩˩"		"m"	"o"	"˨˩˩"
"摸"	"摸"	"mo8"	"mo˨˩˩"		"m"	"o"	"˨˩˩"
"寞"	"寞"	"mo8"	"mo˨˩˩"		"m"	"o"	"˨˩˩"
"幕"	"幕"	"mo6"	"mo˨˨"		"m"	"o"	"˨˨"
"幕"	"幕"	"mo8"	"mo˨˩˩"		"m"	"o"	"˨˩˩"
"託"	"托"	"tho7"	"tʰo˧˨˨"		"tʰ"	"o"	"˧˨˨"
"托"	"托"	"tho7"	"tʰo˧˨˨"		"tʰ"	"o"	"˧˨˨"
"鐸"	"铎"	"do8"	"do˨˩˩"		"d"	"o"	"˨˩˩"
"踱"	"踱"	"do8"	"do˨˩˩"		"d"	"o"	"˨˩˩"
"度"	"度"	"deu6"	"dɵʉ˨˨"		"d"	"ɵʉ"	"˨˨"
"度"	"度"	"dou7"	"dɤu˧˨˨"		"d"	"ɤu"	"˧˨˨"
"諾"	"诺"	"no8"	"no˨˩˩"		"n"	"o"	"˨˩˩"
"落"	"落"	"lo8"	"lo˨˩˩"		"l"	"o"	"˨˩˩"
"洛"	"洛"	"lo8"	"lo˨˩˩"		"l"	"o"	"˨˩˩"
"駱"	"骆"	"lo8"	"lo˨˩˩"		"l"	"o"	"˨˩˩"
"絡"	"络"	"lo8"	"lo˨˩˩"		"l"	"o"	"˨˩˩"
"酪"	"酪"	"lo8"	"lo˨˩˩"		"l"	"o"	"˨˩˩"
"烙"	"烙"	"lo8"	"lo˨˩˩"		"l"	"o"	"˨˩˩"
"樂"	"乐"	"lo8"	"lo˨˩˩"		"l"	"o"	"˨˩˩"
"作"	"作"	"tso7"	"tso˧˨˨"		"ts"	"o"	"˧˨˨"
"錯"	"错"	"tshou5"	"tsʰɤu˥˨"		"tsʰ"	"ɤu"	"˥˨"
"錯"	"错"	"tsho7"	"tsʰo˧˨˨"		"tsʰ"	"o"	"˧˨˨"
"鑿"	"凿"	"zo8"	"zo˨˩˩"		"z"	"o"	"˨˩˩"
"昨"	"昨"	"zo8"	"zo˨˩˩"		"z"	"o"	"˨˩˩"
"索"	"索"	"so7"	"so˧˨˨"		"s"	"o"	"˧˨˨"
"索"	"索"	"son7"	"soŋ˧˨˨"	"索面"	"s"	"oŋ"	"˧˨˨"
"各"	"各"	"ko7"	"ko˧˨˨"		"k"	"o"	"˧˨˨"
"閣"	"阁"	"ko7"	"ko˧˨˨"		"k"	"o"	"˧˨˨"
"胳"	"胳"	"ko7"	"ko˧˨˨"		"k"	"o"	"˧˨˨"
"鄂"	"鄂"	"ngo8"	"ŋo˨˩˩"		"ŋ"	"o"	"˨˩˩"
"鱷"	"鳄"	"ngo8"	"ŋo˨˩˩"		"ŋ"	"o"	"˨˩˩"
"壑"	"壑"	"ho7"	"ho˧˨˨"		"h"	"o"	"˧˨˨"
"鶴"	"鹤"	"ngo8"	"ŋo˨˩˩"		"ŋ"	"o"	"˨˩˩"
"惡"	"恶"	"o7"	"ʔo˧˨˨"	"頑皮"	"ʔ"	"o"	"˧˨˨"
"掠"	"掠"	"luao8"	"luɔ˨˩˩"		"l"	"uɔ"	"˨˩˩"
"略"	"略"	"luao8"	"luɔ˨˩˩"		"l"	"uɔ"	"˨˩˩"
"爵"	"爵"	"ciao7"	"tɕyɔ˧˨˨"		"tɕ"	"yɔ"	"˧˨˨"
"雀"	"雀"	"chiao7"	"tɕʰyɔ˧˨˨"		"tɕʰ"	"yɔ"	"˧˨˨"
"鵲"	"鹊"	"chiao7"	"tɕʰyɔ˧˨˨"		"tɕʰ"	"yɔ"	"˧˨˨"
"嚼"	"嚼"	"yao8"	"jɔ˨˩˩"		"j"	"ɔ"	"˨˩˩"
"削"	"削"	"shiao7"	"ɕyɔ˧˨˨"		"ɕ"	"yɔ"	"˧˨˨"
"著"	"着"	"ciao7"	"tɕyɔ˧˨˨"		"tɕ"	"yɔ"	"˧˨˨"
"著"	"着"	"jiao8"	"dʑyɔ˨˩˩"		"dʑ"	"yɔ"	"˨˩˩"
"酌"	"酌"	"ciao7"	"tɕyɔ˧˨˨"		"tɕ"	"yɔ"	"˧˨˨"
"綽"	"绰"	"chiao7"	"tɕʰyɔ˧˨˨"		"tɕʰ"	"yɔ"	"˧˨˨"
"勺"	"勺"	"yao8"	"jɔ˨˩˩"		"j"	"ɔ"	"˨˩˩"
"芍"	"芍"	"yao8"	"jɔ˨˩˩"		"j"	"ɔ"	"˨˩˩"
"箬"	"箬"	"gniao8"	"ȵyɔ˨˩˩"	"粽箬"	"ȵ"	"yɔ"	"˨˩˩"
"若"	"若"	"jiao8"	"dʑyɔ˨˩˩"	"如果，要是"	"dʑ"	"yɔ"	"˨˩˩"
"若"	"若"	"yao8"	"jɔ˨˩˩"	"又音"	"j"	"ɔ"	"˨˩˩"
"弱"	"弱"	"yao8"	"jɔ˨˩˩"		"j"	"ɔ"	"˨˩˩"
"腳"	"脚"	"ciao7"	"tɕyɔ˧˨˨"		"tɕ"	"yɔ"	"˧˨˨"
"卻"	"却"	"chiao7"	"tɕʰyɔ˧˨˨"	"卻情：可是"	"tɕʰ"	"yɔ"	"˧˨˨"
"虐"	"虐"	"gniao8"	"ȵyɔ˨˩˩"		"ȵ"	"yɔ"	"˨˩˩"
"瘧"	"疟"	"gniao8"	"ȵyɔ˨˩˩"		"ȵ"	"yɔ"	"˨˩˩"
"約"	"约"	"iao8"	"ʔyɔ˨˩˩"		"ʔ"	"yɔ"	"˨˩˩"
"鉻"	"铬"	"ko7"	"ko˧˨˨"		"k"	"o"	"˧˨˨"
"鑰"	"钥"	"yo8"	"jyo˨˩˩"		"j"	"yo"	"˨˩˩"
"躍"	"跃"	"yo8"	"jyo˨˩˩"		"j"	"yo"	"˨˩˩"
"光"	"光"	"ko1"	"ko˦˦"		"k"	"o"	"˦˦"
"廣"	"广"	"ko3"	"ko˧˥"		"k"	"o"	"˧˥"
"曠"	"旷"	"kho4"	"kʰo˩˧"		"kʰ"	"o"	"˩˧"
"曠"	"旷"	"go2"	"go˧˩"	"放著遲遲不幹"		"o"	"˧˩"
"荒"	"荒"	"ho1"	"ho˦˦"		"h"	"o"	"˦˦"
"慌"	"慌"	"ho1"	"ho˦˦"		"h"	"o"	"˦˦"
"恍"	"恍"	"ho3"	"ho˧˥"		"h"	"o"	"˧˥"
"謊"	"谎"	"ho3"	"ho˧˥"		"h"	"o"	"˧˥"
"黃"	"黄"	"gho2"	"ɦo˧˩"		"ɦ"	"o"	"˧˩"
"黃"	"黄"	"ghao2"	"ɦɔ˧˩"	"黃昏，黃昏屆，也有做“閑”的"	"ɦ"	"ɔ"	"˧˩"
"蝗"	"蝗"	"gho2"	"ɦo˧˩"		"ɦ"	"o"	"˧˩"
"皇"	"皇"	"gho2"	"ɦo˧˩"		"ɦ"	"o"	"˧˩"
"汪"	"汪"	"yo2"	"jyo˧˩"		"j"	"yo"	"˧˩"
"方"	"方"	"fao1"	"fɔ˦˦"		"f"	"ɔ"	"˦˦"
"肪"	"肪"	"fao1"	"fɔ˦˦"		"f"	"ɔ"	"˦˦"
"仿"	"仿"	"fao3"	"fɔ˧˥"		"f"	"ɔ"	"˧˥"
"放"	"放"	"fao5"	"fɔ˥˨"		"f"	"ɔ"	"˥˨"
"芳"	"芳"	"fao1"	"fɔ˦˦"		"f"	"ɔ"	"˦˦"
"妨"	"妨"	"fao1"	"fɔ˦˦"		"f"	"ɔ"	"˦˦"
"紡"	"纺"	"fao3"	"fɔ˧˥"		"f"	"ɔ"	"˧˥"
"仿"	"仿"	"fao3"	"fɔ˧˥"		"f"	"ɔ"	"˧˥"
"彷"	"彷"	"fao3"	"fɔ˧˥"		"f"	"ɔ"	"˧˥"
"訪"	"访"	"fao3"	"fɔ˧˥"		"f"	"ɔ"	"˧˥"
"房"	"房"	"vao2"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"防"	"防"	"vao2"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"亡"	"亡"	"wao2"	"ɦuɔ˧˩"		"ɦ"	"uɔ"	"˧˩"
"忘"	"忘"	"man2"	"maŋ˧˩"		"m"	"aŋ"	"˧˩"
"網"	"网"	"mo4"	"mo˩˧"		"m"	"o"	"˩˧"
"望"	"望"	"mo1"	"ʔmo˦˦"	"上望"	"ʔm"	"o"	"˦˦"
"望"	"望"	"wao6"	"ɦuɔ˨˨"	"又音，希望"	"ɦ"	"uɔ"	"˨˨"
"望"	"望"	"mo6"	"mo˨˨"		"m"	"o"	"˨˨"
"□"	"□"	"mo0"	"moØ"	"語氣詞，有做望、麼"	"m"	"o"	"Ø"
"忘"	"忘"	"wao2"	"ɦuɔ˧˩"		"ɦ"	"uɔ"	"˧˩"
"妄"	"妄"	"gho4"	"ɦo˩˧"		"ɦ"	"o"	"˩˧"
"逛"	"逛"	"jio2"	"dʑyo˧˩"		"dʑ"	"yo"	"˧˩"
"匡"	"匡"	"chio1"	"tɕʰyo˦˦"		"tɕʰ"	"yo"	"˦˦"
"筐"	"筐"	"chio1"	"tɕʰyo˦˦"		"tɕʰ"	"yo"	"˦˦"
"狂"	"狂"	"jio2"	"dʑyo˧˩"		"dʑ"	"yo"	"˧˩"
"況"	"况"	"shio3"	"ɕyo˧˥"		"ɕ"	"yo"	"˧˥"
"況"	"况"	"shio5"	"ɕyo˥˨"		"ɕ"	"yo"	"˥˨"
"枉"	"枉"	"io3"	"ʔyo˧˥"		"ʔ"	"yo"	"˧˥"
"王"	"王"	"yo2"	"jyo˧˩"		"j"	"yo"	"˧˩"
"往"	"往"	"io3"	"ʔyo˧˥"		"ʔ"	"yo"	"˧˥"
"旺"	"旺"	"gho6"	"ɦo˨˨"		"ɦ"	"o"	"˨˨"
"郭"	"郭"	"ko7"	"ko˧˨˨"		"k"	"o"	"˧˨˨"
"擴"	"扩"	"kho7"	"kʰo˧˨˨"		"kʰ"	"o"	"˧˨˨"
"廓"	"廓"	"kho7"	"kʰo˧˨˨"		"kʰ"	"o"	"˧˨˨"
"廓"	"廓"	"ko7"	"ko˧˨˨"		"k"	"o"	"˧˨˨"
"霍"	"霍"	"ho7"	"ho˧˨˨"		"h"	"o"	"˧˨˨"
"藿"	"藿"	"ho7"	"ho˧˨˨"		"h"	"o"	"˧˨˨"
"鑊"	"镬"	"gho8"	"ɦo˨˩˩"		"ɦ"	"o"	"˨˩˩"
"縛"	"缚"	"gho8"	"ɦo˨˩˩"		"ɦ"	"o"	"˨˩˩"
"钁"	"镢"	"cio7"	"tɕyo˧˨˨"	"類推音"	"tɕ"	"yo"	"˧˨˨"
"邦"	"邦"	"po1"	"po˦˦"		"p"		"˦˦"
"綁"	"绑"	"po3"	"po˧˥"		"p"	"o"	"˧˥"
"胖"	"胖"	"boe4"	"bɵ˩˧"		"b"	"ɵ"	"˩˧"
"龐"	"庞"	"bo2"	"bo˧˩"		"b"	"o"	"˧˩"
"棒"	"棒"	"bo4"	"bo˩˧"		"b"	"o"	"˩˧"
"蚌"	"蚌"	"ba4"	"ba˩˧"		"b"	"a"	"˩˧"
"樁"	"桩"	"cio1"	"tɕyo˦˦"	"類推音"	"tɕ"	"yo"	"˦˦"
"撞"	"撞"	"jio2"	"dʑyo˧˩"		"dʑ"	"yo"	"˧˩"
"撞"	"撞"	"jio6"	"dʑyo˨˨"		"dʑ"	"yo"	"˨˨"
"窗"	"窗"	"chio1"	"tɕʰyo˦˦"		"tɕʰ"	"yo"	"˦˦"
"雙"	"双"	"shio1"	"ɕyo˦˦"		"ɕ"	"yo"	"˦˦"
"江"	"江"	"ko1"	"ko˦˦"		"k"	"o"	"˦˦"
"肛"	"肛"	"ko1"	"ko˦˦"		"k"	"o"	"˦˦"
"扛"	"扛"	"ko1"	"ko˦˦"		"k"	"o"	"˦˦"
"講"	"讲"	"ko3"	"ko˧˥"		"k"	"o"	"˧˥"
"港"	"港"	"ko3"	"ko˧˥"		"k"	"o"	"˧˥"
"耩"	"耩"	"ko3"	"ko˧˥"		"k"	"o"	"˧˥"
"降"	"降"	"ko5"	"ko˥˨"		"k"	"o"	"˥˨"
"虹"	"虹"	"ghon2"	"ɦoŋ˧˩"		"ɦ"	"oŋ"	"˧˩"
"腔"	"腔"	"chiae1"	"tɕʰiɛ˦˦"		"tɕʰ"	"iɛ"	"˦˦"
"降"	"降"	"gho2"	"ɦo˧˩"		"ɦ"	"o"	"˧˩"
"降"	"降"	"yi2"	"ji˧˩"		"j"	"i"	"˧˩"
"項"	"项"	"gho4"	"ɦo˩˧"		"ɦ"	"o"	"˩˧"
"巷"	"巷"	"go6"	"go˨˨"			"o"	"˨˨"
"巷"	"巷"	"gho6"	"ɦo˨˨"		"ɦ"	"o"	"˨˨"
"剝"	"剥"	"po8"	"po˨˩˩"		"p"	"o"	"˨˩˩"
"駁"	"驳"	"po8"	"po˨˩˩"		"p"	"o"	"˨˩˩"
"璞"	"璞"	"po8"	"po˨˩˩"		"p"	"o"	"˨˩˩"
"雹"	"雹"	"bo8"	"bo˨˩˩"		"b"	"o"	"˨˩˩"
"卓"	"卓"	"cio7"	"tɕyo˧˨˨"		"tɕ"	"yo"	"˧˨˨"
"桌"	"桌"	"cio7"	"tɕyo˧˨˨"		"tɕ"	"yo"	"˧˨˨"
"琢"	"琢"	"cio7"	"tɕyo˧˨˨"		"tɕ"	"yo"	"˧˨˨"
"啄"	"啄"	"cio7"	"tɕyo˧˨˨"		"tɕ"	"yo"	"˧˨˨"
"戳"	"戳"	"chio7"	"tɕʰyo˧˨˨"		"tɕʰ"	"yo"	"˧˨˨"
"濁"	"浊"	"jio8"	"dʑyo˨˩˩"		"dʑ"	"yo"	"˨˩˩"
"濯"	"濯"	"jio8"	"dʑyo˨˩˩"		"dʑ"	"yo"	"˨˩˩"
"捉"	"捉"	"cio7"	"tɕyo˧˨˨"		"tɕ"	"yo"	"˧˨˨"
"鐲"	"镯"	"jio8"	"dʑyo˨˩˩"		"dʑ"	"yo"	"˨˩˩"
"朔"	"朔"	"shio7"	"ɕyo˧˨˨"		"ɕ"	"yo"	"˧˨˨"
"覺"	"觉"	"ko7"	"ko˧˨˨"		"k"	"o"	"˧˨˨"
"角"	"角"	"ko7"	"ko˧˨˨"		"k"	"o"	"˧˨˨"
"餃"	"饺"	"kao3"	"kɔ˧˥"		"k"	"ɔ"	"˧˥"
"確"	"确"	"kho7"	"kʰo˧˨˨"		"kʰ"	"o"	"˧˨˨"
"殼"	"壳"	"kho7"	"kʰo˧˨˨"		"kʰ"	"o"	"˧˨˨"
"嶽"	"岳"	"ngo8"	"ŋo˨˩˩"		"ŋ"	"o"	"˨˩˩"
"嶽"	"岳"	"ngo8"	"ŋo˨˩˩"		"ŋ"	"o"	"˨˩˩"
"樂"	"乐"	"ngo8"	"ŋo˨˩˩"		"ŋ"	"o"	"˨˩˩"
"學"	"学"	"gho8"	"ɦo˨˩˩"		"ɦ"	"o"	"˨˩˩"
"握"	"握"	"o8"	"ʔo˨˩˩"		"ʔ"	"o"	"˨˩˩"
"崩"	"崩"	"pon1"	"poŋ˦˦"		"p"	"oŋ"	"˦˦"
"朋"	"朋"	"bon2"	"boŋ˧˩"		"b"	"oŋ"	"˧˩"
"登"	"登"	"tan1"	"taŋ˦˦"		"t"	"aŋ"	"˦˦"
"燈"	"灯"	"tan1"	"taŋ˦˦"		"t"	"aŋ"	"˦˦"
"等"	"等"	"tan3"	"taŋ˧˥"		"t"	"aŋ"	"˧˥"
"凳"	"凳"	"tan5"	"taŋ˥˨"		"t"	"aŋ"	"˥˨"
"藤"	"藤"	"dan2"	"daŋ˧˩"		"d"	"aŋ"	"˧˩"
"騰"	"腾"	"dan2"	"daŋ˧˩"		"d"	"aŋ"	"˧˩"
"疼"	"疼"	"thon5"	"tʰoŋ˥˨"		"tʰ"	"oŋ"	"˥˨"
"謄"	"誊"	"dan2"	"daŋ˧˩"		"d"	"aŋ"	"˧˩"
"鄧"	"邓"	"dan6"	"daŋ˨˨"		"d"	"aŋ"	"˨˨"
"能"	"能"	"nan2"	"naŋ˧˩"		"n"	"aŋ"	"˧˩"
"楞"	"楞"	"lan6"	"laŋ˨˨"		"l"	"aŋ"	"˨˨"
"增"	"增"	"tsan1"	"tsaŋ˦˦"		"ts"	"aŋ"	"˦˦"
"憎"	"憎"	"tsen1"	"tsəŋ˦˦"		"ts"	"əŋ"	"˦˦"
"憎"	"憎"	"tsan3"	"tsaŋ˧˥"		"ts"	"aŋ"	"˧˥"
"曾"	"曾"	"tsan1"	"tsaŋ˦˦"		"ts"	"aŋ"	"˦˦"
"曾"	"曾"	"zan2"	"zaŋ˧˩"		"z"	"aŋ"	"˧˩"
"曾"	"曾"	"dzan2"	"dzaŋ˧˩"		"dz"	"aŋ"	"˧˩"
"層"	"层"	"zan2"	"zaŋ˧˩"		"z"	"aŋ"	"˧˩"
"贈"	"赠"	"zan6"	"zaŋ˨˨"		"z"	"aŋ"	"˨˨"
"僧"	"僧"	"san1"	"saŋ˦˦"		"s"	"aŋ"	"˦˦"
"亙"	"亘"	"kan5"	"kaŋ˥˨"		"k"	"aŋ"	"˥˨"
"肯"	"肯"	"khan3"	"kʰaŋ˧˥"		"kʰ"	"aŋ"	"˧˥"
"恆"	"恒"	"ghan4"	"ɦaŋ˩˧"		"ɦ"	"aŋ"	"˩˧"
"冰"	"冰"	"pen1"	"pəŋ˦˦"		"p"	"əŋ"	"˦˦"
"憑"	"凭"	"phen3"	"pʰəŋ˧˥"		"pʰ"	"əŋ"	"˧˥"
"淩"	"凌"	"len2"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"菱"	"菱"	"len2"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"陵"	"陵"	"len2"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"徵"	"征"	"tsen1"	"tsəŋ˦˦"		"ts"	"əŋ"	"˦˦"
"澄"	"澄"	"dzen2"	"dzəŋ˧˩"		"dz"	"əŋ"	"˧˩"
"懲"	"惩"	"dzen2"	"dzəŋ˧˩"		"dz"	"əŋ"	"˧˩"
"橙"	"橙"	"dzen2"	"dzəŋ˧˩"		"dz"	"əŋ"	"˧˩"
"瞪"	"瞪"	"tan5"	"taŋ˥˨"		"t"	"aŋ"	"˥˨"
"瞪"	"瞪"	"tan1"	"taŋ˦˦"		"t"	"aŋ"	"˦˦"
"蒸"	"蒸"	"tsen1"	"tsəŋ˦˦"		"ts"	"əŋ"	"˦˦"
"拯"	"拯"	"tsen3"	"tsəŋ˧˥"		"ts"	"əŋ"	"˧˥"
"證"	"证"	"tsen5"	"tsəŋ˥˨"		"ts"	"əŋ"	"˥˨"
"症"	"症"	"tsen5"	"tsəŋ˥˨"		"ts"	"əŋ"	"˥˨"
"稱"	"称"	"tshen5"	"tsʰəŋ˥˨"		"tsʰ"	"əŋ"	"˥˨"
"稱"	"称"	"tshen1"	"tsʰəŋ˦˦"		"tsʰ"	"əŋ"	"˦˦"
"秤"	"秤"	"tshen5"	"tsʰəŋ˥˨"		"tsʰ"	"əŋ"	"˥˨"
"乘"	"乘"	"dzen2"	"dzəŋ˧˩"		"dz"	"əŋ"	"˧˩"
"繩"	"绳"	"zen2"	"zəŋ˧˩"		"z"	"əŋ"	"˧˩"
"剩"	"剩"	"dzen2"	"dzəŋ˧˩"		"dz"	"əŋ"	"˧˩"
"剩"	"剩"	"dzen6"	"dzəŋ˨˨"		"dz"	"əŋ"	"˨˨"
"升"	"升"	"sen1"	"səŋ˦˦"		"s"	"əŋ"	"˦˦"
"勝"	"胜"	"sen5"	"səŋ˥˨"		"s"	"əŋ"	"˥˨"
"承"	"承"	"zen2"	"zəŋ˧˩"		"z"	"əŋ"	"˧˩"
"丞"	"丞"	"zen2"	"zəŋ˧˩"		"z"	"əŋ"	"˧˩"
"仍"	"仍"	"zen1"	"zəŋ˦˦"		"z"	"əŋ"	"˦˦"
"扔"	"扔"	"len1"	"ləŋ˦˦"		"ʔl"	"əŋ"	"˦˦"
"兢"	"兢"	"cian1"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"凝"	"凝"	"gnian2"	"ȵiaŋ˧˩"		"ȵ"	"iaŋ"	"˧˩"
"興"	"兴"	"shian1"	"ɕiaŋ˦˦"		"ɕ"	"iaŋ"	"˦˦"
