"繁體"	"简体"	"聲韻"	"聲調"	"注釋"		"1：˧˧"	"2：˧˩"
"麩"	"麸"	"føy"	33				
"麾"	"麾"	"fai"	33				
"謍"	"謍"	"viɛ"	33	"～～聲，聲音聒耳"			
"□"	"□"	"tsɿ"	33	"從小孔或細縫滲出、擠出"			
"之"	"之"	"tsɿ"	33				
"乩"	"乩"	"tsɿ"	33				
"侏"	"侏"	"tsɿ"	33				
"偵"	"侦"	"tseŋ"	33				
"吒"	"咤"	"tso"	33				
"咨"	"咨"	"tsɿ"	33				
"咱"	"咱"	"tsa"	33				
"哉"	"哉"	"tse"	33				
"喳"	"喳"	"tso"	33				
"嗟"	"嗟"	"tsei"	33				
"基"	"基"	"tsɿ"	33				
"增"	"增"	"tsaŋ"	33				
"奇"	"奇"	"tsɿ"	33	"～偶"			
"奓"	"奓"	"tso"	33	"～山，山名"			
"妝"	"妆"	"tsuɔ"	33				
"姐"	"姐"	"tsa"	33	"姐"			
"姬"	"姬"	"tsɿ"	33				
"姿"	"姿"	"tsɿ"	33				
"孜"	"孜"	"tsɿ"	33				
"孳"	"孳"	"tsɿ"	33				
"宗"	"宗"	"tsoŋ"	33				
"尊"	"尊"	"tsø"	33				
"崢"	"峥"	"tsiɛ"	33				
"幾"	"几"	"tsɿ"	33				
"征"	"征"	"tseŋ"	33				
"憎"	"憎"	"tsaŋ"	33				
"憎"	"憎"	"tseŋ"	33	"嫌～"			
"抓"	"抓"	"tsuɔ"	33				
"挓"	"挓"	"tso"	33				
"掙"	"挣"	"tsiɛ"	33	"～扎"			
"撾"	"挝"	"tsuɔ"	33	"～鼓"			
"支"	"支"	"tsei"	33				
"斟"	"斟"	"tsaŋ"	33				
"旌"	"旌"	"tseŋ"	33				
"晶"	"晶"	"tseŋ"	33				
"曾"	"曾"	"tsaŋ"	33				
"最"	"最"	"tsai"	33	"好～，好極了"			
"朞"	"朞"	"tsɿ"	33				
"期"	"期"	"tsɿ"	33	"～年：同朞"			
"朱"	"朱"	"tsɿ"	33				
"枝"	"枝"	"tsei"	33				
"查"	"查"	"tso"	33	"姓"			
"株"	"株"	"tsɿ"	33				
"栽"	"栽"	"tse"	33				
"梔"	"栀"	"tsei"	33				
"棕"	"棕"	"tsoŋ"	33				
"楂"	"楂"	"tso"	33				
"榛"	"榛"	"tsaŋ"	33				
"樽"	"樽"	"tsø"	33				
"機"	"机"	"tsɿ"	33				
"正"	"正"	"tseŋ"	33	"正月"			
"津"	"津"	"tsaŋ"	33				
"淄"	"淄"	"tsɿ"	33				
"淙"	"淙"	"tsoŋ"	33				
"渣"	"渣"	"tso"	33				
"滋"	"滋"	"tsɿ"	33				
"災"	"灾"	"tse"	33				
"爭"	"争"	"tsiɛ"	33				
"牂"	"牂"	"tsuɔ"	33				
"猙"	"狰"	"tsiɛ"	33				
"猹"	"猹"	"tso"	33				
"珍"	"珍"	"tsaŋ"	33				
"珠"	"珠"	"tsɿ"	33				
"甄"	"甄"	"tsaŋ"	33				
"疽"	"疽"	"tsɿ"	33				
"症"	"症"	"tseŋ"	33				
"真"	"真"	"tsaŋ"	33				
"睛"	"睛"	"tseŋ"	33				
"睜"	"睁"	"tsiɛ"	33				
"知"	"知"	"tsɿ"	33				
"砧"	"砧"	"tsaŋ"	33				
"硃"	"硃"	"tsɿ"	33				
"碴"	"碴"	"tso"	33				
"租"	"租"	"tsøy"	33				
"稽"	"稽"	"tsɿ"	33				
"笄"	"笄"	"tsɿ"	33				
"箏"	"筝"	"tsaŋ"	33				
"箏"	"筝"	"tsiɛ"	33				
"箕"	"箕"	"tsɿ"	33				
"簪"	"簪"	"tsø"	33				
"精"	"精"	"tseŋ"	33				
"糟"	"糟"	"tsɜ"	33				
"綜"	"综"	"tsoŋ"	33				
"罾"	"罾"	"tsaŋ"	33				
"羈"	"羁"	"tsɿ"	33				
"肌"	"肌"	"tsɿ"	33				
"肢"	"肢"	"tsei"	33				
"脂"	"脂"	"tsɿ"	33				
"臧"	"臧"	"tsuɔ"	33				
"臻"	"臻"	"tsaŋ"	33				
"芝"	"芝"	"tsɿ"	33				
"茱"	"茱"	"tsɿ"	33				
"茲"	"兹"	"tsɿ"	33				
"莊"	"庄"	"tsuɔ"	33				
"菁"	"菁"	"tseŋ"	33				
"萁"	"萁"	"tsɿ"	33				
"蒸"	"蒸"	"tseŋ"	33				
"藏"	"藏"	"tsuɔ"	33	"～藍色"			
"蛆"	"蛆"	"tsɿ"	33				
"蛛"	"蛛"	"tsɿ"	33				
"蜘"	"蜘"	"tsɿ"	33				
"裝"	"装"	"tsuɔ"	33				
"訾"	"訾"	"tsɿ"	33				
"誅"	"诛"	"tsɿ"	33				
"諏"	"诹"	"tsau"	33				
"諸"	"诸"	"tsɿ"	33				
"謅"	"诌"	"tsau"	33				
"譏"	"讥"	"tsɿ"	33				
"豬"	"猪"	"tsei"	33				
"貞"	"贞"	"tseŋ"	33				
"貲"	"赀"	"tsɿ"	33				
"資"	"资"	"tsɿ"	33				
"贓"	"赃"	"tsuɔ"	33				
"踟"	"踟"	"tsɿ"	33				
"踭"	"踭"	"tsiɛ"	33	"手～頭，胳膊肘兒；木節眼"			
"蹤"	"踪"	"tsoŋ"	33				
"輜"	"辎"	"tsɿ"	33				
"追"	"追"	"tsɿ"	33				
"遭"	"遭"	"tsɜ"	33				
"遮"	"遮"	"tsei"	33				
"鄒"	"邹"	"tsau"	33				
"針"	"针"	"tsaŋ"	33				
"鉦"	"钲"	"tseŋ"	33				
"銖"	"铢"	"tsɿ"	33				
"錐"	"锥"	"tsɿ"	33				
"錚"	"铮"	"tsiɛ"	33				
"鍿"	"鍿"	"tsɿ"	33				
"鑽"	"钻"	"tsø"	33	"～出"			
"陬"	"陬"	"tsau"	33				
"雞"	"鸡"	"tsɿ"	33				
"飢"	"飢"	"tsɿ"	33				
"饑"	"饥"	"tsɿ"	33				
"騶"	"驺"	"tsau"	33				
"鬃"	"鬃"	"tsoŋ"	33				
"鯫"	"鲰"	"tsau"	33				
"齇"	"齄"	"tso"	33				
"齋"	"斋"	"tsa"	33				
"侵"	"侵"	"tsʰaŋ"	33				
"倉"	"仓"	"tsʰuɔ"	33				
"傖"	"伧"	"tsʰuɔ"	33				
"催"	"催"	"tsʰai"	33				
"初"	"初"	"tsʰɤu"	33				
"創"	"创"	"tsʰuɔ"	33	"～傷"			
"剿"	"剿"	"tsʰuɔ"	33				
"匆"	"匆"	"tsʰoŋ"	33				
"參"	"参"	"tsʰø"	33				
"叉"	"叉"	"tsʰa"	33	"～燒肉"			
"叉"	"叉"	"tsʰo"	33				
"吹"	"吹"	"tsʰɿ"	33				
"嗤"	"嗤"	"tsʰɿ"	33				
"囪"	"囱"	"tsʰoŋ"	33				
"妻"	"妻"	"tsʰei"	33				
"媸"	"媸"	"tsʰɿ"	33				
"崔"	"崔"	"tsʰai"	33				
"嵯"	"嵯"	"tsʰo"	33				
"差"	"差"	"tsʰa"	33	"～别；出～"			
"差"	"差"	"tsʰo"	33				
"差"	"差"	"tsʰɿ"	33	"參～"			
"從"	"从"	"tsʰoŋ"	33	"～容"			
"愴"	"怆"	"tsʰuɔ"	33				
"抄"	"抄"	"tsʰuɔ"	33				
"搓"	"搓"	"tsʰo"	33				
"搓"	"搓"	"tsʰɤu"	33				
"摛"	"摛"	"tsʰɿ"	33				
"摧"	"摧"	"tsʰai"	33				
"撐"	"撑"	"tsʰiɛ"	33				
"攙"	"搀"	"tsʰa"	33				
"敧"	"敧"	"tsʰɿ"	33				
"杈"	"杈"	"tsʰo"	33				
"村"	"村"	"tsʰø"	33				
"棲"	"栖"	"tsʰei"	33				
"榱"	"榱"	"tsʰai"	33				
"欺"	"欺"	"tsʰɿ"	33				
"淒"	"凄"	"tsʰei"	33				
"清"	"清"	"tsʰeŋ"	33				
"溪"	"溪"	"tsʰɿ"	33				
"滄"	"沧"	"tsʰuɔ"	33				
"炊"	"炊"	"tsʰɿ"	33				
"猜"	"猜"	"tsʰe"	33				
"琛"	"琛"	"tsʰaŋ"	33				
"疵"	"疵"	"tsʰɿ"	33				
"瘡"	"疮"	"tsʰuɔ"	33				
"癡"	"痴"	"tsʰɿ"	33				
"皴"	"皴"	"tsʰø"	33				
"瞠"	"瞠"	"tsʰiɛ"	33				
"硨"	"砗"	"tsʰo"	33				
"磋"	"磋"	"tsʰɤu"	33				
"稱"	"称"	"tsʰeŋ"	33				
"笡"	"笡"	"tsʰei"	33				
"粗"	"粗"	"tsʰøy"	33				
"絺"	"絺"	"tsʰɿ"	33				
"缞"	"缞"	"tsʰai"	33				
"聰"	"聪"	"tsʰoŋ"	33				
"艙"	"舱"	"tsʰuɔ"	33				
"芻"	"刍"	"tsʰɤu"	33				
"草"	"草"	"tsʰɜ"	33	"潦～"			
"萋"	"萋"	"tsʰei"	33				
"蒼"	"苍"	"tsʰuɔ"	33				
"蔥"	"葱"	"tsʰoŋ"	33				
"蚩"	"蚩"	"tsʰɿ"	33				
"蛆"	"蛆"	"tsʰei"	33	"～蟲：孑孓"			
"蜻"	"蜻"	"tsʰeŋ"	33				
"螭"	"螭"	"tsʰɿ"	33				
"蟶"	"蛏"	"tsʰeŋ"	33				
"衩"	"衩"	"tsʰo"	33	"褲～"			
"衰"	"衰"	"tsʰai"	33	"等～"			
"親"	"亲"	"tsʰaŋ"	33				
"趨"	"趋"	"tsʰɿ"	33				
"蹉"	"蹉"	"tsʰo"	33				
"車"	"车"	"tsʰei"	33	"水～"			
"車"	"车"	"tsʰo"	33				
"造"	"造"	"tsʰɜ"	33	"造次"			
"釵"	"钗"	"tsʰa"	33				
"鈔"	"钞"	"tsʰuɔ"	33				
"鐺"	"铛"	"tsʰiɛ"	33				
"雌"	"雌"	"tsʰɿ"	33				
"青"	"青"	"tsʰeŋ"	33				
"颸"	"颸"	"tsʰɿ"	33	"風～，臺風"			
"餐"	"餐"	"tsʰa"	33				
"驂"	"骖"	"tsʰø"	33				
"鴟"	"鸱"	"tsʰɿ"	33				
"鶬"	"鶬"	"tsʰuɔ"	33				
"三"	"三"	"sa"	33				
"些"	"些"	"sei"	33				
"伸"	"伸"	"saŋ"	33				
"僖"	"僖"	"sɿ"	33				
"僧"	"僧"	"saŋ"	33				
"刪"	"删"	"sa"	33				
"升"	"升"	"seŋ"	33				
"參"	"参"	"saŋ"	33	"人～"			
"叄"	"叄"	"sa"	33				
"司"	"司"	"sɿ"	33				
"唆"	"唆"	"so"	33				
"喪"	"丧"	"suɔ"	33				
"嗖"	"嗖"	"sau"	33				
"嘻"	"嘻"	"sɿ"	33				
"奢"	"奢"	"sei"	33				
"姍"	"姗"	"sa"	33				
"娑"	"娑"	"so"	33				
"娠"	"娠"	"saŋ"	33				
"嬉"	"嬉"	"sɿ"	33				
"孫"	"孙"	"sø"	33				
"尿"	"尿"	"sɿ"	33				
"屍"	"尸"	"sɿ"	33				
"山"	"山"	"sa"	33				
"嵩"	"嵩"	"soŋ"	33				
"希"	"希"	"sɿ"	33				
"師"	"师"	"sɿ"	33				
"廋"	"廋"	"sau"	33				
"廝"	"厮"	"sɿ"	33				
"心"	"心"	"saŋ"	33				
"思"	"思"	"sɿ"	33				
"惺"	"惺"	"seŋ"	33				
"拴"	"拴"	"sø"	33				
"挱"	"挱"	"so"	33				
"捎"	"捎"	"suɔ"	33				
"搓"	"搓"	"sɤu"	33				
"搔"	"搔"	"sɜ"	33				
"搜"	"搜"	"sau"	33				
"撕"	"撕"	"sɿ"	33				
"斯"	"斯"	"sɿ"	33				
"新"	"新"	"saŋ"	33				
"新"	"新"	"seŋ"	33	"～鮮"			
"施"	"施"	"sɿ"	33				
"星"	"星"	"seŋ"	33				
"書"	"书"	"sɿ"	33				
"杉"	"杉"	"sa"	33				
"松"	"松"	"soŋ"	33				
"栓"	"栓"	"sø"	33				
"桑"	"桑"	"suɔ"	33				
"桫"	"桫"	"so"	33				
"梢"	"梢"	"suɔ"	33				
"梭"	"梭"	"so"	33				
"梭"	"梭"	"sɤu"	33				
"梳"	"梳"	"sɤu"	33				
"梳"	"梳"	"sɿ"	33				
"森"	"森"	"saŋ"	33				
"樨"	"樨"	"sei"	33				
"欷"	"欷"	"sɿ"	33				
"汕"	"汕"	"sa"	33				
"沙"	"沙"	"so"	33				
"淞"	"淞"	"soŋ"	33				
"深"	"深"	"saŋ"	33				
"溲"	"溲"	"sau"	33				
"潸"	"潸"	"sa"	33				
"澌"	"澌"	"sɿ"	33				
"熙"	"熙"	"sɿ"	33				
"熹"	"熹"	"sɿ"	33				
"牲"	"牲"	"siɛ"	33				
"犀"	"犀"	"sei"	33				
"犧"	"牺"	"sɿ"	33				
"狻"	"狻"	"sø"	33				
"猩"	"猩"	"seŋ"	33				
"猻"	"狲"	"sø"	33				
"獅"	"狮"	"sɿ"	33				
"珊"	"珊"	"sa"	33				
"生"	"生"	"siɛ"	33				
"甥"	"甥"	"siɛ"	33				
"甦"	"甦"	"søy"	33				
"申"	"申"	"saŋ"	33				
"申"	"申"	"seŋ"	33	"～冤"			
"疏"	"疏"	"sɤu"	33				
"痧"	"痧"	"so"	33				
"睃"	"睃"	"so"	33				
"砂"	"砂"	"so"	33				
"禧"	"禧"	"sɿ"	33				
"私"	"私"	"sɿ"	33				
"稀"	"稀"	"sɿ"	33				
"稍"	"稍"	"suɔ"	33				
"笙"	"笙"	"siɛ"	33				
"筲"	"筲"	"suɔ"	33				
"篩"	"筛"	"sa"	33	"～酒、～鑼"			
"篩"	"筛"	"sɿ"	33				
"紗"	"纱"	"so"	33				
"絲"	"丝"	"sɿ"	33				
"綏"	"绥"	"sɿ"	33				
"繰"	"缲"	"sɜ"	33				
"羧"	"羧"	"so"	33				
"聲"	"声"	"seŋ"	33				
"胥"	"胥"	"sɿ"	33				
"腥"	"腥"	"seŋ"	33				
"腮"	"腮"	"sɿ"	33				
"臊"	"臊"	"sɜ"	33				
"舒"	"舒"	"sɿ"	33				
"舢"	"舢"	"sa"	33				
"艄"	"艄"	"suɔ"	33				
"艘"	"艘"	"sau"	33				
"芟"	"芟"	"sa"	33				
"芯"	"芯"	"saŋ"	33				
"荽"	"荽"	"sɿ"	33				
"莎"	"莎"	"so"	33				
"蓀"	"荪"	"sø"	33				
"蓑"	"蓑"	"so"	33				
"蔬"	"蔬"	"sɤu"	33				
"薪"	"薪"	"saŋ"	33				
"蘇"	"苏"	"søy"	33				
"蛸"	"蛸"	"suɔ"	33				
"蟢"	"蟢"	"sɿ"	33				
"衰"	"衰"	"sai"	33				
"裟"	"裟"	"so"	33				
"西"	"西"	"sei"	33				
"詩"	"诗"	"sɿ"	33				
"賒"	"赊"	"sei"	33				
"跚"	"跚"	"sa"	33				
"身"	"身"	"saŋ"	33				
"輸"	"输"	"sɿ"	33				
"辛"	"辛"	"saŋ"	33				
"郗"	"郗"	"sɿ"	33				
"酥"	"酥"	"søy"	33				
"酸"	"酸"	"sø"	33				
"醯"	"酰"	"sɿ"	33				
"鋅"	"锌"	"saŋ"	33				
"鎪"	"锼"	"sau"	33				
"閂"	"闩"	"sø"	33				
"雖"	"虽"	"sɿ"	33				
"需"	"需"	"sɿ"	33				
"鞘"	"鞘"	"suɔ"	33				
"須"	"须"	"sɿ"	33				
"颼"	"飕"	"sau"	33				
"飧"	"飧"	"sø"	33				
"餿"	"馊"	"sau"	33				
"騷"	"骚"	"sɜ"	33				
"鯊"	"鲨"	"so"	33				
"鰓"	"鳃"	"sei"	33				
"鰓"	"鳃"	"sɿ"	33				
"□"	"□"	"tɕoŋ"	33	"向前急跳"			
"中"	"中"	"tɕoŋ"	33				
"京"	"京"	"tɕaŋ"	33				
"今"	"今"	"tɕaŋ"	33				
"佉"	"佉"	"tɕa"	33				
"供"	"供"	"tɕyɔ"	33	"～給；口～"			
"俱"	"俱"	"tɕy"	33				
"僵"	"僵"	"tɕi"	33				
"兢"	"兢"	"tɕaŋ"	33				
"兼"	"兼"	"tɕi"	33				
"占"	"占"	"tɕi"	33				
"君"	"君"	"tɕoŋ"	33				
"周"	"周"	"tɕɤu"	33				
"啁"	"啁"	"tɕiɛ"	33	"～哳"			
"啁"	"啁"	"tɕɤu"	33				
"嘲"	"嘲"	"tɕiɛ"	33	"～哳"			
"圭"	"圭"	"tɕy"	33				
"均"	"均"	"tɕoŋ"	33				
"堅"	"坚"	"tɕi"	33				
"妝"	"妆"	"tɕyɔ"	33				
"娟"	"娟"	"tɕy"	33				
"媯"	"妫"	"tɕy"	33				
"嬌"	"娇"	"tɕiɛ"	33				
"宮"	"宫"	"tɕoŋ"	33				
"將"	"将"	"tɕi"	33	"～來"			
"專"	"专"	"tɕy"	33				
"尖"	"尖"	"tɕi"	33				
"居"	"居"	"tɕy"	33				
"州"	"州"	"tɕɤu"	33				
"巾"	"巾"	"tɕaŋ"	33				
"弓"	"弓"	"tɕoŋ"	33				
"張"	"张"	"tɕi"	33				
"彰"	"彰"	"tɕi"	33				
"忠"	"忠"	"tɕoŋ"	33				
"恭"	"恭"	"tɕyɔ"	33				
"憔"	"憔"	"tɕiɛ"	33				
"拘"	"拘"	"tɕy"	33				
"招"	"招"	"tɕiɛ"	33				
"捐"	"捐"	"tɕy"	33				
"揪"	"揪"	"tɕɤu"	33				
"揫"	"揫"	"tɕɤu"	33				
"據"	"据"	"tɕy"	33	"拮～"			
"斤"	"斤"	"tɕaŋ"	33				
"昭"	"昭"	"tɕiɛ"	33				
"朝"	"朝"	"tɕiɛ"	33	"～夕"			
"椐"	"椐"	"tɕy"	33				
"椒"	"椒"	"tɕiɛ"	33				
"樁"	"桩"	"tɕyɔ"	33				
"樟"	"樟"	"tɕi"	33				
"歸"	"归"	"tɕy"	33	"當～"			
"殲"	"歼"	"tɕi"	33				
"氈"	"毡"	"tɕi"	33				
"沾"	"沾"	"tɕi"	33				
"洲"	"洲"	"tɕɤu"	33				
"涓"	"涓"	"tɕy"	33				
"漿"	"浆"	"tɕi"	33				
"澆"	"浇"	"tɕiɛ"	33				
"焦"	"焦"	"tɕiɛ"	33				
"煎"	"煎"	"tɕi"	33				
"琚"	"琚"	"tɕy"	33				
"疆"	"疆"	"tɕi"	33				
"皸"	"皲"	"tɕoŋ"	33				
"盅"	"盅"	"tɕoŋ"	33				
"瞻"	"瞻"	"tɕi"	33				
"矜"	"矜"	"tɕaŋ"	33				
"矽"	"硅"	"tɕy"	33				
"磚"	"砖"	"tɕy"	33				
"礁"	"礁"	"tɕiɛ"	33				
"禁"	"禁"	"tɕaŋ"	33				
"章"	"章"	"tɕi"	33				
"筋"	"筋"	"tɕaŋ"	33				
"箋"	"笺"	"tɕi"	33				
"粳"	"粳"	"tɕaŋ"	33				
"糾"	"纠"	"tɕau"	33				
"終"	"终"	"tɕoŋ"	33				
"經"	"经"	"tɕaŋ"	33				
"縑"	"缣"	"tɕi"	33				
"縱"	"纵"	"tɕyɔ"	33				
"肩"	"肩"	"tɕi"	33				
"肫"	"肫"	"tɕoŋ"	33				
"腒"	"腒"	"tɕy"	33				
"舟"	"舟"	"tɕɤu"	33				
"荊"	"荆"	"tɕaŋ"	33				
"莊"	"庄"	"tɕyɔ"	33	"地名用字；賭博做～"			
"莖"	"茎"	"tɕaŋ"	33				
"蒹"	"蒹"	"tɕi"	33				
"蕉"	"蕉"	"tɕiɛ"	33				
"薑"	"姜"	"tɕi"	33				
"螽"	"螽"	"tɕoŋ"	33				
"蠲"	"蠲"	"tɕy"	33				
"衿"	"衿"	"tɕaŋ"	33				
"裝"	"装"	"tɕyɔ"	33				
"裾"	"裾"	"tɕy"	33				
"襟"	"襟"	"tɕaŋ"	33				
"規"	"规"	"tɕy"	33				
"覘"	"觇"	"tɕi"	33				
"詹"	"詹"	"tɕi"	33				
"諄"	"谆"	"tɕoŋ"	33				
"賙"	"賙"	"tɕɤu"	33				
"跔"	"跔"	"tɕau"	33	"蹲"			
"踞"	"踞"	"tɕy"	33				
"蹤"	"踪"	"tɕyɔ"	33	"～迹"			
"躬"	"躬"	"tɕoŋ"	33				
"車"	"车"	"tɕy"	33	"～馬炮"			
"軌"	"轨"	"tɕy"	33				
"軍"	"军"	"tɕoŋ"	33				
"迦"	"迦"	"tɕa"	33				
"遵"	"遵"	"tɕoŋ"	33				
"邽"	"邽"	"tɕy"	33				
"鄄"	"鄄"	"tɕy"	33				
"金"	"金"	"tɕaŋ"	33				
"釗"	"钊"	"tɕiɛ"	33				
"鈞"	"钧"	"tɕoŋ"	33				
"鍾"	"锺"	"tɕyɔ"	33				
"鐘"	"钟"	"tɕyɔ"	33				
"鐫"	"镌"	"tɕy"	33				
"閨"	"闺"	"tɕy"	33				
"障"	"障"	"tɕi"	33				
"霑"	"霑"	"tɕi"	33				
"韁"	"缰"	"tɕi"	33				
"顓"	"颛"	"tɕy"	33				
"饘"	"饘"	"tɕi"	33				
"駒"	"驹"	"tɕy"	33				
"驕"	"骄"	"tɕiɛ"	33				
"驚"	"惊"	"tɕaŋ"	33				
"鬮"	"阄"	"tɕau"	33				
"鳩"	"鸠"	"tɕau"	33				
"鵑"	"鹃"	"tɕy"	33				
"鶼"	"鹣"	"tɕi"	33				
"鷦"	"鹪"	"tɕiɛ"	33				
"龔"	"龚"	"tɕyɔ"	33				
"龜"	"龟"	"tɕy"	33				
"□"	"□"	"tɕʰau"	33	"<竹/[勹@九]>箍"			
"丘"	"丘"	"tɕʰau"	33				
"倡"	"倡"	"tɕʰi"	33				
"傖"	"伧"	"tɕʰi"	33				
"傾"	"倾"	"tɕʰoŋ"	33				
"僉"	"佥"	"tɕʰi"	33				
"充"	"充"	"tɕʰoŋ"	33				
"劻"	"劻"	"tɕʰyɔ"	33				
"匡"	"匡"	"tɕʰyɔ"	33				
"區"	"区"	"tɕʰy"	33				
"千"	"千"	"tɕʰi"	33				
"卿"	"卿"	"tɕʰaŋ"	33				
"呿"	"呿"	"tɕʰy"	33				
"圈"	"圈"	"tɕʰy"	33				
"嶇"	"岖"	"tɕʰy"	33				
"川"	"川"	"tɕʰy"	33				
"幧"	"幧"	"tɕʰiɛ"	33				
"弨"	"弨"	"tɕʰiɛ"	33				
"忡"	"忡"	"tɕʰoŋ"	33				
"怊"	"怊"	"tɕʰiɛ"	33				
"悄"	"悄"	"tɕʰiɛ"	33	"静～～"			
"悛"	"悛"	"tɕʰy"	33				
"愆"	"愆"	"tɕʰi"	33				
"扡"	"扦"	"tɕʰi"	33				
"抽"	"抽"	"tɕʰɤu"	33				
"搴"	"搴"	"tɕʰi"	33				
"昌"	"昌"	"tɕʰi"	33				
"春"	"春"	"tɕʰoŋ"	33				
"框"	"框"	"tɕʰyɔ"	33				
"椿"	"椿"	"tɕʰoŋ"	33				
"槍"	"枪"	"tɕʰi"	33				
"樞"	"枢"	"tɕʰy"	33				
"欽"	"钦"	"tɕʰaŋ"	33				
"沖"	"冲"	"tɕʰoŋ"	33				
"湫"	"湫"	"tɕʰɤu"	33				
"牽"	"牵"	"tɕʰi"	33				
"猖"	"猖"	"tɕʰi"	33				
"痊"	"痊"	"tɕʰy"	33				
"瘡"	"疮"	"tɕʰyɔ"	33	"楊梅～，梅毒"			
"皴"	"皴"	"tɕʰoŋ"	33				
"眶"	"眶"	"tɕʰyɔ"	33				
"瞧"	"瞧"	"tɕʰiɛ"	33				
"祛"	"祛"	"tɕʰy"	33				
"秋"	"秋"	"tɕʰɤu"	33				
"穹"	"穹"	"tɕʰoŋ"	33				
"穿"	"穿"	"tɕʰoŋ"	33	"穿針"			
"穿"	"穿"	"tɕʰy"	33				
"窗"	"窗"	"tɕʰyɔ"	33				
"窺"	"窥"	"tɕʰy"	33				
"筌"	"筌"	"tɕʰy"	33				
"筐"	"筐"	"tɕʰyɔ"	33				
"簽"	"签"	"tɕʰi"	33				
"繰"	"缲"	"tɕʰiɛ"	33				
"纖"	"纤"	"tɕʰi"	33				
"羌"	"羌"	"tɕʰi"	33				
"胠"	"胠"	"tɕʰy"	33				
"腔"	"腔"	"tɕʰi"	33				
"芎"	"芎"	"tɕʰoŋ"	33				
"荃"	"荃"	"tɕʰy"	33				
"菖"	"菖"	"tɕʰi"	33				
"虧"	"亏"	"tɕʰy"	33	"～你"			
"蚯"	"蚯"	"tɕʰau"	33				
"衾"	"衾"	"tɕʰaŋ"	33				
"褰"	"褰"	"tɕʰi"	33				
"詮"	"诠"	"tɕʰy"	33				
"誆"	"诓"	"tɕʰyɔ"	33				
"謙"	"谦"	"tɕʰi"	33				
"超"	"超"	"tɕʰiɛ"	33				
"跬"	"跬"	"tɕʰy"	33				
"蹌"	"跄"	"tɕʰi"	33				
"蹡"	"蹡"	"tɕʰi"	33				
"蹺"	"跷"	"tɕʰiɛ"	33				
"躚"	"跹"	"tɕʰi"	33				
"軀"	"躯"	"tɕʰy"	33				
"輕"	"轻"	"tɕʰaŋ"	33				
"遷"	"迁"	"tɕʰi"	33				
"邱"	"邱"	"tɕʰau"	33				
"醛"	"醛"	"tɕʰy"	33				
"鍬"	"锹"	"tɕʰiɛ"	33				
"鏘"	"锵"	"tɕʰi"	33				
"阡"	"阡"	"tɕʰi"	33				
"鞦"	"鞦"	"tɕʰɤu"	33				
"騫"	"骞"	"tɕʰi"	33				
"驅"	"驱"	"tɕʰy"	33				
"鯧"	"鲳"	"tɕʰi"	33				
"鰍"	"鳅"	"tɕʰɤu"	33				
"□"	"□"	"ɕiɛ"	33	"掀起"			
"仙"	"仙"	"ɕi"	33				
"休"	"休"	"ɕau"	33				
"修"	"修"	"ɕɤu"	33				
"傷"	"伤"	"ɕi"	33				
"儇"	"儇"	"ɕy"	33				
"兄"	"兄"	"ɕoŋ"	33				
"先"	"先"	"ɕi"	33				
"凶"	"凶"	"ɕaŋ"	33	"白"			
"凶"	"凶"	"ɕyɔ"	33				
"勛"	"勛"	"ɕoŋ"	33				
"勷"	"勷"	"ɕi"	33				
"咻"	"咻"	"ɕau"	33				
"商"	"商"	"ɕi"	33				
"喧"	"喧"	"ɕy"	33				
"嘵"	"哓"	"ɕiɛ"	33				
"噓"	"嘘"	"ɕy"	33				
"囂"	"嚣"	"ɕiɛ"	33				
"塤"	"埙"	"ɕoŋ"	33				
"墟"	"墟"	"ɕy"	33				
"婚"	"婚"	"ɕy"	33				
"孀"	"孀"	"ɕyɔ"	33				
"宣"	"宣"	"ɕy"	33				
"宵"	"宵"	"ɕiɛ"	33				
"峋"	"峋"	"ɕoŋ"	33				
"庥"	"庥"	"ɕau"	33				
"廂"	"厢"	"ɕi"	33				
"悄"	"悄"	"ɕiɛ"	33	"静～～"			
"懸"	"悬"	"ɕy"	33	"白"			
"掀"	"掀"	"ɕaŋ"	33				
"揎"	"揎"	"ɕy"	33				
"揮"	"挥"	"ɕy"	33				
"收"	"收"	"ɕɤu"	33				
"昏"	"昏"	"ɕy"	33				
"昕"	"昕"	"ɕaŋ"	33				
"暄"	"暄"	"ɕy"	33				
"暉"	"晖"	"ɕy"	33				
"暹"	"暹"	"ɕi"	33				
"枵"	"枵"	"ɕiɛ"	33				
"梟"	"枭"	"ɕiɛ"	33				
"欣"	"欣"	"ɕaŋ"	33				
"歆"	"歆"	"ɕaŋ"	33				
"歔"	"歔"	"ɕy"	33				
"歡"	"欢"	"ɕy"	33				
"殤"	"殇"	"ɕi"	33				
"沿"	"沿"	"ɕi"	33	"邊～"			
"洵"	"洵"	"ɕoŋ"	33				
"洶"	"汹"	"ɕyɔ"	33				
"消"	"消"	"ɕiɛ"	33				
"湘"	"湘"	"ɕi"	33				
"瀟"	"潇"	"ɕiɛ"	33				
"熏"	"熏"	"ɕoŋ"	33				
"燒"	"烧"	"ɕiɛ"	33				
"獯"	"獯"	"ɕoŋ"	33				
"獾"	"獾"	"ɕy"	33				
"琿"	"珲"	"ɕy"	33				
"瑄"	"瑄"	"ɕy"	33				
"瓖"	"瓖"	"ɕi"	33				
