"流水序"	"常用字"	"简体"	"声母"	"韵母"	"声调"	"例词"	"备注"
"03301"	"肱"		"k"	"uon"	1		
"03302"	"股"		"k"	"u"	2		
"03303"	"肫"		"c"	"iuin"	1	"雞肫"	
"03304"	"肩"		"k"	"iae"	1		
"03305"	"肴"		"gh"	"au"	1		
"03306"	"肪"		"f"	"aon"	1		
"03307"	"肯"		"kh"	"eon"	2		
"03308"	"胖"		"ph"	"aon"	3	"肥胖"	
	"胖"		"b"	"oe"	1	"心寬體胖"	
"03309"	"胥"		"s"	"i"	1		
"03310"	"胚"		"ph"	"ei"	1		
"03311"	"胃"		"gh"	"iu"	3		
"03312"	"胄"	"胄"	"j"	"ieu"	3		
"03313"	"背"		"p"	"ei"	3	"背脊，後背，背心"	"名词"
	"背"		"b"	"ei"	3	"背誦，背叛"	"动词"
	"揹"	"背"	"p"	"ei"	1	"揹包"	
"03314"	"胡"		"gh"	"u"	1		
"03315"	"胛"		"k"	"aeh"			
"03316"	"胎"		"th"	"ai"			
"03317"	"胞"		"p"	"au"	1		
"03318"	"胤"		"gh"	"in"	3		
"03319"	"胱"		"k"	"uaon"	1		
"03320"	"脂"		"ts"	"y"	1		
"03321"	"胰"		"gh"	"i"	1		
"03322"	"脅"	"胁"	"h"	"ieh"			
"03323"	"胭"			"iae"	1		
"03324"	"胴"		"d"	"on"	3		
"03325"	"脆"		"tsh"	"ei"	3		
"03326"	"胸"		"h"	"ion"	1		
"03327"	"胳"		"k"	"aoh"			
"03328"	"脈"	"脉"	"m"	"ah"			
"03329"	"能"		"n"	"eon"	1		
"03330"	"脊"		"ts"	"ieoh"			
"03331"	"脯"		"f"	"u"	2	"肉脯，果脯"	
	"脯"		"b"	"u"	1		
"03332"	"脖"		"b"	"eh"			
"03333"	"脣"	"唇"	"zh"	"iuin"			
"03334"	"脫"		"th"	"oeh"			
"03335"	"脩"		"s"	"ieu"	1		
"03336"	"腕"			"uoe"	3		
"03337"	"腔"		"kh"	"aon"	1		
	"腔"		"kh"	"ian"	1		"惯用音"
"03338"	"腋"		"gh"	"ieoh"			
"03339"	"腑"		"f"	"u"	2		
"03340"	"腎"	"肾"	"zh"	"in"	2		
"03341"	"脹"	"胀"	"c"	"ian"	3		
"03342"	"腆"		"th"	"iae"	2		
"03343"	"脾"		"b"	"i"	1		
"03344"	"腐"		"v"	"u"	2		
"03345"	"腱"		"g"	"iae"	3		
"03346"	"腰"			"iau"	1		
"03347"	"腸"	"肠"	"j"	"ian"	1		
"03348"	"腥"		"s"	"ieon"	1		
"03349"	"腮"		"s"	"ai"	1		
"03350"	"腳"	"脚"	"k"	"iah"			
"03351"	"腫"	"肿"	"c"	"ion"	2		
"03352"	"腹"		"f"	"oh"			
"03353"	"腺"		"s"	"ie"	3		
"03354"	"腦"	"脑"	"n"	"au"	2		
"03355"	"膀"		"p"	"aon"	2	"肩膀"	
	"膀"		"b"	"aon"	1	"膀胱"	
"03356"	"膏"		"k"	"au"	1		
"03357"	"膈"		"k"	"ah"			
"03358"	"膊"		"p"	"aoh"			
"03359"	"腿"		"th"	"ei"	2		
"03360"	"膛"		"d"	"aon"	1		
"03361"	"膜"		"m"	"aoh"		"隔膜"	
	"膜"		"m"	"u"	1	"膜拜"	
"03362"	"膝"		"s"	"ih"			
"03363"	"膠"	"胶"	"k"	"au"	1		
"03364"	"膚"	"肤"	"f"	"u"	1		
"03365"	"膳"		"zh"	"ie"	3		
"03366"	"膩"		"n"	"i"	3		
"03367"	"膨"		"b"	"an"	1		
"03368"	"臆"			"i"	3		
"03369"	"臃"			"ion"	1		
"03370"	"膺"			"ieon"	1		
"03371"	"臂"		"p"	"i"	3		
"03372"	"臀"		"d"	"en"	1		
"03373"	"膿"	"脓"	"n"	"on"	1		
"03374"	"膽"	"胆"	"t"	"ae"	2		
"03375"	"臉"	"脸"	"l"	"ie"	2		
"03376"	"膾"	"脍"	"k"	"uei"	3		
"03377"	"臍"	"脐"	"z"	"i"	1		
"03378"	"臏"	"膑"	"b"	"in"	2		
"03379"	"臘"	"腊"	"l"	"aeh"			
"03380"	"臚"	"胪"	"l"	"u"	1		
"03381"	"臟"	"脏"	"z"	"aon"	3	"內臟，心臟"	
"03382"	"臣"		"zh"	"in"	1		
"03383"	"臥"		"ng"	"ou"	3		
"03384"	"臧"		"ts"	"aon"	1		
"03385"	"臨"	"临"	"l"	"in"	1		
"03386"	"自"		"z"	"y"	3		
"03387"	"臭"		"ch"	"ieu"	3	"臭味"	
	"臭"		"h"	"ieu"	3	"無色無臭"	
"03388"	"臬"		"ng"	"iaeh"			
"03389"	"至"		"ts"	"y"	3		
"03390"	"致"		"ts"	"y"	3		
"03391"	"臺"	"台"	"d"	"ai"	1	"陽臺"	
"03392"	"臻"		"ts"	"en"	1		
"03393"	"臼"		"g"	"ieu"	2		
"03394"	"臾"		"gh"	"iu"	1		
"03395"	"舀"		"gh"	"iau"	2		
"03396"	"舂"		"sh"	"ion"	1		
"03397"	"舅"		"g"	"ieu"	2		
"03398"	"與"	"与"	"gh"	"i"	2	"與虎謀皮，與人為善"	"连词，介词"
	"與"	"与"	"gh"	"i"	3	"參與，與會"	"动词"
"03399"	"興"	"兴"	"h"	"ieon"	1	"興旺"	
	"興"	"兴"	"h"	"ieon"	3	"高興，興致"	
"03400"	"舉"	"举"	"k"	"ei"	2		
"03401"	"舊"	"旧"	"g"	"ieu"	3		
"03402"	"舌"		"zh"	"ieh"			
"03403"	"舍"		"s"	"o"	3	"宿舍"	
"03404"	"舐"		"z"	"y"	2		
"03405"	"舒"		"s"	"y"	1		
"03406"	"舔"		"th"	"iae"	2		
"03407"	"舛"		"ch"	"ioe"	2		
"03408"	"舜"		"sh"	"iuin"	3		
"03409"	"舞"		"v"	"u"	2		
	"舞"		"m"		2		"口语音"
"03410"	"舟"		"c"	"ieu"	1		
"03411"	"舢"		"s"	"ae"	1		
"03412"	"航"		"gh"	"aon"	1		
"03413"	"舫"		"f"	"aon"	2		
"03414"	"舨"		"p"	"ae"	2		
"03415"	"般"		"p"	"ae"	1	"一般"	
	"般"		"p"	"oeh"		"般若（poeh nia）"	
"03416"	"舵"		"d"	"ou"	2		
"03417"	"舷"		"gh"	"iae"	1		
"03418"	"舶"		"b"	"ah"			
"03419"	"船"		"zh"	"ioe"	1		
"03420"	"艇"		"d"	"in"	2		
"03421"	"艘"		"s"	"eu"	1		
"03422"	"艙"	"舱"	"tsh"	"aon"	1		
"03423"	"艦"	"舰"	"kh"	"ae"	2		
"03424"	"艮"		"k"	"en"	2		
"03425"	"良"		"l"	"ian"	1		
"03426"	"艱"	"艰"	"k"	"ae"	1		
"03427"	"色"		"s"	"eoh"			
"03428"	"艾"		"ng"	"ai"	3	"艾草"	
	"艾"		"ng"	"i"	3	"自怨自艾"	
"03429"	"芒"		"m"	"aon"	1		
"03430"	"芋"		"gh"	"iu"	3		
"03431"	"芍"		"zh"	"iah"			
"03432"	"芳"		"f"	"aon"	1		
"03433"	"芝"		"ts"	"y"	1		
"03434"	"芙"		"v"	"u"	1		
"03435"	"芭"		"p"	"o"	1		
"03436"	"芽"		"ng"	"o"	1		
"03437"	"芟"		"s"	"ae"	1		
"03438"	"芹"		"g"	"in"	1		
"03439"	"花"		"h"	"uo"	1		
"03440"	"芬"		"f"	"en"	1		
"03441"	"芥"		"k"	"a"	3		
"03442"	"芻"	"刍"	"tsh"	"u"	1		
"03443"	"苧"	"苎"	"dz"	"y"	2	"苎麻"	
"03444"	"范"		"v"	"ae"	2		"姓氏"
"03445"	"茅"		"m"	"au"	1		
"03446"	"苣"		"g"	"ei"	2		
"03447"	"苛"		"gh"	"ou"	1		"【集韻】【韻會】【正韻】寒歌切，音何。"
	"苛"		"kh"	"ou"	1		"惯用音"
"03448"	"苦"		"kh"	"u"	2		
"03449"	"茄"		"g"	"ia"	1	"茄子"	
	"茄"		"k"	"o"	1	"茄房，五茄"	
"03450"	"若"		"n"	"iah"		"倘若"	
	"若"		"n"	"ia"	2	"般若（poeh nia）"	
"03451"	"茂"		"m"	"eu"	3		
"03452"	"茉"		"m"	"oeh"			
"03453"	"苒"		"n"	"ie"	2		
"03454"	"苗"		"m"	"iau"	1		
"03455"	"英"			"ieon"	1		
"03456"	"茁"		"c"	"iuih"			
"03457"	"苜"		"m"	"oh"			
"03458"	"苔"		"d"	"ai"	1	"苔藓"	
	"苔"		"th"	"ai"	1	"舌苔"	
"03459"	"苑"			"ioe"	2		
"03460"	"苞"		"p"	"au"	1		
"03461"	"苓"		"l"	"ieon"	1		
"03462"	"苟"		"k"	"eu"	2		
"03463"	"茫"		"m"	"aon"	1		
"03464"	"荒"		"h"	"uaon"	1		
"03465"	"荔"		"l"	"i"	3		
"03466"	"荊"		"k"	"ieon"	1		
"03467"	"茸"		"n"	"ion"	1		
"03468"	"荐"		"z"	"iae"	3		"草席"
"03469"	"草"		"tsh"	"au"	2		
"03470"	"茵"			"in"	1		
"03471"	"茴"		"gh"	"uei"	1		
"03472"	"荏"		"n"	"in"	2		
"03473"	"茲"		"ts"	"y"	1		
	"茲"		"z"	"y"	1	"龜茲（國名）"	
"03474"	"茹"		"n"	"i"	1		
"03475"	"茶"		"dz"	"o"	1		
"03476"	"茗"		"m"	"ieon"	2		"【唐韻】【正韻】莫迥切，音酩。"
"03477"	"荀"		"s"	"iuin"	1		
"03478"	"茱"		"zh"	"iu"	1	"茱萸"	
"03479"	"莎"		"s"	"ou"	1	"莎草"	
	"莎"		"s"	"o"	1		"人名音"
"03480"	"莞"		"k"	"uoe"	1	"莞草"	"姓氏"
	"莞"		"k"	"uoe"	2	"東莞"	
	"莞"		"gh"	"uae"	2	"莞爾一笑"	
"03481"	"莘"		"s"	"en"	1	"莘莘學子"	
	"莘"		"s"	"in"	1	"莘莊"	
"03482"	"荸"		"b"	"eh"			
"03483"	"莢"	"荚"	"k"	"iaeh"			
"03484"	"莖"	"茎"	"k"	"ieon"	1		
"03485"	"莽"		"m"	"aon"	2		
"03486"	"莫"		"m"	"aoh"			
"03487"	"莒"	"莒"	"k"	"ei"	2		
"03488"	"莊"	"庄"	"c"	"iaon"	1		
"03489"	"莓"		"m"	"ei"	1		
"03490"	"莉"		"l"	"i"	3		
"03491"	"莠"		"gh"	"ieu"	2		
"03492"	"荷"		"gh"	"ou"	1	"荷花"	
	"荷"		"gh"	"ou"	3	"負荷，電荷"	
	"𦽅"	"荷"	"h"	"ou"	3	"蔢𦽅（bou3 hou3，薄荷）"	
"03493"	"荻"		"d"	"ieoh"			
"03494"	"荼"		"d"	"u"	1		
"03495"	"菩"		"b"	"u"	1		
"03496"	"萃"		"z"	"iu"	3		
"03497"	"菸"	"烟"		"iae"	1	"香菸，菸草"	"同“煙”"
"03498"	"萍"		"b"	"ieon"	1		
"03499"	"菠"		"p"	"ou"	1		
"03500"	"菅"		"k"	"ae"	1		
"03501"	"萋"		"tsh"	"i"	1		
"03502"	"菁"		"ts"	"ieon"	1		
"03503"	"華"	"华"	"gh"	"uo"	1	"中華"	
	"華"	"华"	"gh"	"uo"	3	"華山"	"姓氏"
"03504"	"菱"		"l"	"ieon"	1		
							
"03506"	"著"		"ts"	"y"	3	"著名，顯著"	
	"著"	"着"	"c"	"iah"		"衣着"	"建议写“着”"
	"著"	"着"	"j"	"iah"		"着火，附着，着陸，碰着"	"建议写“着”"
	"著"	"著"	"j"	"iah"		"土著"	
"03507"	"萊"	"来"	"l"	"ai"	1		
"03508"	"菰"		"k"	"u"	1		
"03509"	"萌"		"m"	"an"	1		
"03510"	"菌"		"kh"	"iuin"	2		
"03511"	"菽"		"sh"	"ioh"			
"03512"	"菲"		"f"	"i"	1	"芳菲"	
	"菲"		"f"	"i"	2	"菲薄"	
"03513"	"菊"		"k"	"ioh"			
"03514"	"萸"		"gh"	"iu"	1		
"03515"	"萎"			"iu"	2		
"03516"	"萄"		"d"	"au"	1		
"03517"	"菜"		"tsh"	"ai"	3		
"03518"	"蒂"		"t"	"i"	3		
"03519"	"葷"	"荤"	"h"	"uen"	1		
"03520"	"落"		"l"	"aoh"			
"03521"	"萱"		"h"	"ioe"	1		
"03522"	"葵"		"g"	"iu"	1		
"03523"	"葦"	"苇"	"gh"	"iu"	2		
"03524"	"葫"		"gh"	"u"	1		
"03525"	"葉"	"叶"	"gh"	"ieh"		"樹葉"	
"03526"	"葬"		"ts"	"aon"	3		
"03527"	"葛"		"k"	"oeh"			
"03528"	"萼"		"ng"	"aoh"			
"03529"	"萵"	"莴"		"ou"	1		
"03530"	"葡"		"b"	"u"	1		
"03531"	"董"		"t"	"on"	2		
"03532"	"葩"		"ph"	"o"	1		
"03533"	"蓉"		"gh"	"ion"	1		
"03534"	"蒿"		"h"	"au"	1		
"03535"	"蓆"	"席"	"z"	"ieoh"			"草席"
"03536"	"蓄"		"h"	"ioh"			
"03537"	"蒙"		"m"	"on"	1	"蒙古"	
"03538"	"蒞"	"莅"	"l"	"i"	3		
"03539"	"蒲"		"b"	"u"	1		
"03540"	"蒜"		"s"	"oe"	3		
"03541"	"蓋"	"盖"	"k"	"ai"	3		
	"蓋"	"盖"	"k"	"eeh"			"姓氏"
"03542"	"蒸"		"c"	"ieon"	1		
"03543"	"蓀"	"荪"	"s"	"en"	1		
"03544"	"蓓"		"b"	"ei"	2		
"03545"	"蒐"		"s"	"eu"	1		
"03546"	"蒼"	"苍"	"tsh"	"aon"	1		
"03547"	"蔗"		"ts"	"o"	3		
"03548"	"蔽"		"p"	"i"	3		
"03549"	"蔚"			"iu"	3	"蔚藍"	
	"蔚"			"iuih"		"蔚縣"	"姓氏"
"03550"	"蓮"	"莲"	"l"	"iae"	1		
"03551"	"蔬"		"s"	"u"	1		
"03552"	"蔭"	"荫"		"in"	3	"蔭庇"	
	"蔭"	"荫"		"in"	1	"樹蔭"	"同“陰”"
"03553"	"蔓"		"m"	"ae"	3		
	"蔓"		"m"	"oe"	1	"蔓菁"	
"03554"	"蔑"		"m"	"iaeh"			
"03555"	"蔣"	"蒋"	"ts"	"ian"	2		
"03556"	"蔡"		"tsh"	"a"	3		
"03557"	"蔔"	"卜"	"b"	"eoh"		"蘿蔔"	
"03558"	"蓬"		"b"	"on"	1		
"03559"	"蔥"	"葱"	"tsh"	"on"	1		
"03560"	"蓿"		"s"	"ioh"			
"03561"	"蕊"		"n"	"iu"	2		
"03562"	"蕙"		"gh"	"uei"	3		
"03563"	"蕈"		"z"	"in"	2		
"03564"	"蕨"		"k"	"ioeh"			
"03565"	"蕩"	"荡"	"d"	"aon"	2	"蕩地（地方）"	
	"蕩"	"荡"	"d"	"aon"	3	"遊蕩，蕩婦，震蕩"	
"03566"	"蕃"		"v"	"ae"	1		"茂盛，滋生"
	"蕃"		"f"	"ae"	1	"吐蕃"	
"03567"	"蕉"		"ts"	"iau"	1		
"03568"	"蕭"	"萧"	"s"	"iau"	1		
"03569"	"蕪"	"芜"	"v"	"u"	1		
"03570"	"薪"		"s"	"in"	1		
"03571"	"薄"		"b"	"aoh"			
	"蔢"	"薄"	"b"	"ou"	3	"蔢𦽅（bou3 hou3，薄荷）"	
"03572"	"蕾"		"l"	"ei"	2		
"03573"	"薜"		"b"	"i"	3		
"03574"	"薑"	"姜"	"k"	"ian"	1	"生薑"	
"03575"	"薔"	"蔷"	"z"	"ian"	1		
"03576"	"薯"	"薯"	"z"	"y"	3		
"03577"	"薛"		"s"	"ieh"			
"03578"	"薇"		"v"	"i"	1		
"03579"	"藏"		"z"	"aon"	1	"收藏"	
	"藏"		"z"	"aon"	3	"寶藏"	
"03580"	"薩"	"萨"	"s"	"aeh"			
"03581"	"藍"	"蓝"	"l"	"ae"	1		
"03582"	"藐"		"m"	"iau"	2		
"03583"	"藉"		"z"	"ia"	3	"慰藉，蕴藉"	
	"藉"		"z"	"ieoh"		"狼藉"	
"03584"	"薰"		"h"	"iuin"	1		
"03585"	"藩"		"f"	"ae"	1		
"03586"	"藝"	"艺"	"ng"	"i"	3		
"03587"	"藪"	"薮"	"s"	"eu"	2		
"03588"	"藕"		"ng"	"eu"	2		
"03589"	"藤"		"d"	"eon"	1		
"03590"	"藥"	"药"	"gh"	"iah"			
"03591"	"藻"		"ts"	"au"	2		
"03592"	"藹"	"蔼"		"ai"	3		
"03593"	"蘑"		"m"	"ou"	1		
"03594"	"藺"	"蔺"	"l"	"in"	3		
"03595"	"蘆"	"芦"	"l"	"u"	1		
"03596"	"蘋"		"b"	"in"	1		"大萍，田字草"
	"蘋"	"苹"	"b"	"ieon"	1	"蘋果"	
"03597"	"蘇"	"苏"	"s"	"u"	1		
"03598"	"蘊"	"薀"		"iuin"	2		
"03599"	"檗"		"p"	"ah"			
"03600"	"蘭"	"兰"	"l"	"ae"	1		
"03601"	"蘚"	"藓"	"s"	"ie"	2		
"03602"	"蘸"		"ts"	"ae"	3		
"03603"	"蘿"	"萝"	"l"	"ou"	1		
"03604"	"虎"		"h"	"u"	2		
"03605"	"虐"		"n"	"iah"			
"03606"	"虔"		"g"	"ie"	1		
"03607"	"處"	"处"	"tsh"	"y"	2	"處理"	
	"處"	"处"	"tsh"	"y"	3	"處所"	
"03608"	"彪"		"p"	"iau"	1		
"03609"	"虛"	"虚"	"h"	"ei"	1		
"03610"	"虜"	"虏"	"l"	"u"	2		
"03611"	"虞"	"虞"	"ng"	"iu"	1		
"03612"	"號"	"号"	"gh"	"au"	1	"號叫"	
	"號"	"号"	"gh"	"au"		"名號"	
"03613"	"虧"	"亏"	"kh"	"iu"	1		
"03614"	"虫"		"h"	"iu"	2		
"03615"	"虱"		"s"	"eh"			
"03616"	"虹"		"gh"	"on"	1		
	"虹"		"k"	"aon"	3		"又音"
"03617"	"蚊"		"m"	"en"	1		
"03618"	"蚪"		"t"	"eu"	2		
"03619"	"蚓"		"gh"	"in"	2		
"03620"	"蚤"	"蚤"	"ts"	"au"	2		
"03621"	"蚩"		"tsh"	"y"	1		
"03622"	"蚌"		"b"	"an"	3		
"03623"	"蚣"		"k"	"on"	1	"蜈蚣"	
"03624"	"蛇"		"zh"	"ia"	1		
	"蛇"		"gh"	"i"	1	"委蛇"	
"03625"	"蛀"		"c"	"iu"	3		
"03626"	"蚶"		"h"	"ee"	1		
"03627"	"蛄"		"k"	"u"	1		
"03628"	"蚵"		"kh"	"ou"	3		
"03629"	"蛆"		"tsh"	"i"	1		
"03630"	"蛋"		"d"	"ae"	3		
"03631"	"蚱"		"ts"	"ah"			
	"蚱"		"ts"	"o"	3		"又音"
"03632"	"蚯"		"kh"	"ieu"	1		
"03633"	"蛟"		"k"	"au"	1		
"03634"	"蛙"			"uo"	1		
"03635"	"蛭"		"c"	"ih"			
"03636"	"蛔"		"gh"	"uei"	1		
"03637"	"蛛"		"c"	"iu"	1		
"03638"	"蛤"		"k"	"eeh"			
"03639"	"蛹"		"gh"	"ion"	2		
"03640"	"蜓"		"d"	"ieon"	1		
"03641"	"蜈"	"蜈"	"ng"	"u"	1		
"03642"	"蜇"		"c"	"ieh"			
"03643"	"蜀"		"zh"	"ioh"			
"03644"	"蛾"		"ng"	"ou"	1		
"03645"	"蛻"		"th"	"ei"	3		
"03646"	"蜂"		"f"	"on"	1		
"03647"	"蜃"		"zh"	"in"	3		
"03648"	"蜿"			"uoe"	1		
"03649"	"蜜"		"m"	"ih"			
"03650"	"蜻"		"tsh"	"ieon"	1		
"03651"	"蜢"		"m"	"an"	2		
"03652"	"蜥"		"s"	"ieoh"			
"03653"	"蜴"		"gh"	"ieoh"			
"03654"	"蜘"		"ts"	"y"	1		
"03655"	"蝕"	"蚀"	"zh"	"ih"			
"03656"	"螂"		"l"	"aon"	1		
"03657"	"蝴"		"gh"	"u"	1		
"03658"	"蝶"		"d"	"iaeh"			
"03659"	"蝠"		"f"	"oh"			
"03660"	"蝦"	"虾"	"h"	"o"	1	"龍蝦"	
	"蝦"		"gh"	"o"	1	"蝦蟆"	
"03661"	"蝸"	"蜗"	"k"	"ou"	1		"古禾切，音戈。"
"03662"	"蝨"	"虱"	"s"	"eh"			
"03663"	"蝙"		"p"	"iae"	1		
"03664"	"蝗"		"gh"	"uaon"	1		
"03665"	"蝌"		"kh"	"ou"	1		
"03666"	"螃"		"b"	"aon"	1		
"03667"	"螟"		"m"	"ieon"	1		
"03668"	"螞"	"蚂"	"m"	"o"	2		
"03669"	"螢"	"萤"	"gh"	"ion"	1		
"03670"	"融"		"gh"	"ion"	1		
"03671"	"蟀"		"s"	"eh"			
"03672"	"蟑"		"c"	"ian"	1		
"03673"	"螳"		"d"	"aon"	1		
"03674"	"蟒"		"m"	"aon"	2		
"03675"	"蟆"		"m"	"o"	1		
"03676"	"螫"		"sh"	"ieoh"			
"03677"	"螻"	"蝼"	"l"	"eu"	1		
"03678"	"螺"		"l"	"ou"	1		
"03679"	"蟈"	"蝈"	"k"	"uah"			
"03680"	"蟋"		"s"	"ih"			
"03681"	"蟯"	"蛲"	"n"	"iau"	1		
"03682"	"蟬"	"蝉"	"zh"	"ie"	1		
"03683"	"蟲"	"虫"	"j"	"ion"	1	"害蟲"	
"03684"	"蟻"	"蚁"	"ng"	"i"	2		
"03685"	"蠅"	"蝇"	"gh"	"ieon"	1		
"03686"	"蠍"	"蝎"	"h"	"ieh"			
"03687"	"蟹"		"h"	"a"	2		
"03688"	"蠔"	"蚝"	"gh"	"au"	1		
"03689"	"蠕"		"n"	"iu"	1		
"03690"	"蠣"	"蛎"	"l"	"i"	1		
"03691"	"蠢"		"ch"	"iuin"	2		
"03692"	"蠡"		"l"	"i"	1	"蠡测"	"用瓠瓜做成的水瓢"
	"蠡"		"l"	"i"	2	"彭蠡泽"	"虫子蛀食木头"
"03693"	"蠟"	"蜡"	"l"	"aeh"			
"03694"	"蠱"	"蛊"	"k"	"u"	2		
"03695"	"蠶"	"蚕"	"z"	"ee"	1		
"03696"	"蠹"		"t"	"u"	3		
"03697"	"蠻"	"蛮"	"m"	"ae"	1	"野蠻"	
	"蠻"	"蛮"	"mh"	"ae"	1	"蠻好"	
"03698"	"血"		"h"	"ioeh"			
"03699"	"行"		"gh"	"aon"	1	"銀行"	
	"行"		"gh"	"an"	1	"行為，發行"	
"03700"	"衍"		"gh"	"ie"	2		
"03701"	"術"	"术"	"zh"	"iuih"			
"03702"	"街"		"k"	"a"	1		
"03703"	"衙"		"ng"	"o"	1		
"03704"	"衛"	"卫"	"gh"	"uei"	3		
"03705"	"衝"	"冲"	"ch"	"ion"	1	"衝動"	
	"衝"	"冲"	"ch"	"ion"	3	"相衝"	
"03706"	"衡"		"gh"	"an"	1		
"03707"	"衢"		"g"	"iu"	1		
"03708"	"衣"			"i"			
"03709"	"初"		"tsh"	"u"	1		
"03710"	"表"		"p"	"iau"	1		
"03711"	"衫"		"s"	"ae"	1		
"03712"	"衰"		"s"	"a"	1	"衰弱，衰老"	
	"衰"		"tsh"	"ei"	1	"鬓毛衰"	
"03713"	"衷"		"c"	"ion"	1		
"03714"	"袁"		"gh"	"ioe"	1		
"03715"	"袂"		"m"	"i"	3		
"03716"	"袞"	"衮"	"k"	"uen"	2		
"03717"	"袈"		"k"	"o"	1		
"03718"	"被"		"b"	"i"	2	"被單，被褥"	
	"被"		"b"	"i"	3	"被動"	
"03719"	"袒"		"d"	"ae"	2		"【唐韻】徒旱切【集韻】【韻會】蕩旱切"
"03720"	"袖"		"z"	"ieu"	3		
"03721"	"袍"		"b"	"au"	1		
"03722"	"袋"		"d"	"ai"	3		
"03723"	"裁"		"z"	"ai"	1		
"03724"	"裂"		"l"	"ieh"			
"03725"	"袱"		"v"	"oh"			
"03726"	"裟"		"s"	"o"	1		
"03727"	"裔"		"gh"	"i"	3		
"03728"	"裙"		"g"	"iuin"	1		
"03729"	"補"	"补"	"p"	"u"	2		
"03730"	"裘"		"g"	"ieu"	1		
"03731"	"裝"	"装"	"c"	"iaon"	1	"裝潢，裝飾，衣裝"	
	"裝"	"装"	"ts"	"aon"	1	"裝法"	"单用动词，表示“做，干，搞”"
"03732"	"裡"	"里"	"l"	"i"	2		
"03733"	"裊"	"袅"	"n"	"iau"	2		
"03734"	"裕"		"gh"	"iu"	3		
"03735"	"裳"		"zh"	"ian"	1		
"03736"	"褂"		"k"	"uo"	3		
"03737"	"裴"		"b"	"ei"	1		
"03738"	"裹"		"k"	"ou"	2		
"03739"	"裸"		"l"	"ou"	2		
"03740"	"製"	"制"	"c"	"i"	3	"製造"	
"03741"	"裨"		"b"	"i"	1	"裨將"	
"03742"	"褚"		"tsh"	"y"	2		"姓氏"
	"褚"		"ts"	"y"	2	"褚衣"	"装衣，贮藏"
	"褚"		"c"	"ia"	2	"褚伍"	"古代称兵卒为褚"
"03743"	"褐"		"gh"	"oeh"			
"03744"	"複"	"复"	"f"	"oh"		"複雜，重複"	
"03745"	"褒"		"p"	"au"	1		
"03746"	"褓"		"p"	"au"	2		
"03747"	"褪"		"th"	"en"	3		"脫衣"
"03748"	"褲"	"裤"	"kh"	"u"	3		
"03749"	"褥"		"n"	"ioh"			
"03750"	"褫"		"tsh"	"y"	2		
"03751"	"褻"	"亵"	"s"	"ieh"			
"03752"	"褶"		"c"	"ieh"			
"03753"	"襄"		"s"	"ian"	1		
"03754"	"褸"	"褛"	"l"	"iu"	2		
"03755"	"襠"	"裆"	"t"	"aon"	1		
"03756"	"襟"		"k"	"in"	1		
"03757"	"襖"	"袄"		"au"	2		
"03758"	"襤"	"褴"	"l"	"ae"	1		
"03759"	"襪"	"袜"	"m"	"aeh"			
"03760"	"襲"	"袭"	"z"	"ih"			
"03761"	"襯"	"衬"	"tsh"	"en"	3		
"03762"	"西"		"s"	"i"	1		
"03763"	"要"			"iau"	1	"要求"	
	"要"			"iau"	3	"需要"	
"03764"	"覃"		"d"	"ee"	1		
"03765"	"覆"		"f"	"oh"		"覆蓋，顛覆"	
"03766"	"見"	"见"	"k"	"iae"	3		
"03767"	"覓"	"觅"	"m"	"ieoh"			
"03768"	"規"	"规"	"k"	"iu"	1		
"03769"	"視"	"视"	"z"	"y"	3		
"03770"	"親"	"亲"	"tsh"	"in"	1	"親戚"	
	"親"	"亲"	"tsh"	"in"	3	"親家"	
"03771"	"覦"	"觎"	"gh"	"iu"	1		
"03772"	"覬"	"觊"	"k"	"i"	3		
"03773"	"覲"	"觐"	"g"	"in"	3		
"03774"	"覺"	"觉"	"k"	"aoh"		"感覺"	
	"覺"	"觉"	"k"	"au"	3	"睏覺"	
"03775"	"覽"	"览"	"l"	"ae"	2		
"03776"	"觀"	"观"	"k"	"uoe"	1	"觀察"	
	"觀"	"观"	"k"	"uoe"	3	"道觀"	
"03777"	"角"	"角"	"k"	"aoh"			
"03778"	"解"		"k"	"a"	2	"解放"	
	"解"		"k"	"a"	3	"解元，解送"	
	"解"		"gh"	"a"	2	"解州"	"地名，姓氏"
	"解"		"g"	"a"	2		"口语音，切割"
"03779"	"觴"	"觞"	"sh"	"ian"	1		
"03780"	"觸"	"触"	"ch"	"ioh"			
"03781"	"言"		"ng"	"ie"	1		
"03782"	"計"	"计"	"k"	"i"	3		
"03783"	"訂"	"订"	"t"	"ieon"	3		
"03784"	"訃"	"讣"	"f"	"u"	3		
"03785"	"記"	"记"	"k"	"i"	3		
"03786"	"訐"	"讦"	"k"	"ieh"			
"03787"	"討"	"讨"	"th"	"au"	2		
"03788"	"訌"	"讧"	"gh"	"on"	3		
"03789"	"訕"	"讪"	"s"	"ae"	3		
"03790"	"訊"	"讯"	"s"	"in"	3		
"03791"	"託"	"托"	"th"	"aoh"		"託付"	
"03792"	"訓"	"训"	"h"	"iuin"	3		
"03793"	"訖"	"讫"	"k"	"ih"			"【唐韻】居迄切【集韻】【韻會】居乙切"
"03794"	"訪"	"访"	"f"	"aon"	2		
"03795"	"訝"	"讶"	"ng"	"o"	3		
"03796"	"訣"	"诀"	"k"	"ioeh"			
