"汉字"	"拼音"	"IPA"	"注释"
"邊"	"pinn1"	"pĩ˧˦"	"白"
"蝙"	"phian1"	"pʰiɛn˧˦"	
"蝙"	"pian3"	"piɛn˥˨"	"又"
"扁"	"pian3"	"piɛn˥˨"	"文"
"扁"	"pinn3"	"pĩ˥˨"	"白"
"匾"	"pian3"	"piɛn˥˨"	
"匾"	"pin3"	"pin˥˨"	"又"
"遍"	"pian5"	"piɛn˨˩˨"	"文"
"遍"	"pin5"	"pin˨˩˨"	
"片"	"phian5"	"pʰiɛn˨˩˨"	"文"
"片"	"phinn5"	"pʰĩ˨˩˨"	"白"
"辮"	"pinn4"	"pĩ˨˥"	"動詞"
"辮"	"pinn1"	"pĩ˧˦"	"名詞"
"眠"	"min2"	"min˥˥"	
"眠"	"mng2"	"mŋ˥˥"	"~起，早上"
"麵"	"minn6"	"mĩ˨˨"	
"顛"	"tian1"	"tiɛn˧˦"	
"典"	"tian3"	"tiɛn˥˨"	
"天"	"thian1"	"tʰiɛn˧˦"	"文"
"天"	"thinn1"	"tʰĩ˧˦"	"白"
"田"	"tshan2"	"tsʰan˥˥"	"訓"
"填"	"thian2"	"tʰiɛn˥˥"	
"電"	"tian4"	"tiɛn˨˥"	
"殿"	"tian4"	"tiɛn˨˥"	"文"
"殿"	"toinn6"	"tõi˨˨"	"白"
"奠"	"tian4"	"tiɛn˨˥"	
"年"	"ninn2"	"nĩ˥˥"	
"憐"	"lian2"	"liɛn˥˥"	
"蓮"	"lian2"	"liɛn˥˥"	"文"
"蓮"	"noinn2"	"nõi˥˥"	"白"
"練"	"lian6"	"liɛn˨˨"	
"煉"	"lian6"	"liɛn˨˨"	
"楝"	"noinn6"	"nõi˨˨"	
"箋"	"tsian1"	"tsiɛn˧˦"	
"薦"	"tsin5"	"tsin˨˩˨"	
"千"	"tshoinn1"	"tsʰõi˧˦"	
"筅"	"tshoinn3"	"tsʰõi˥˨"	
"前"	"tsoinn2"	"tsõi˥˥"	
"先"	"sin1"	"sin˧˦"	"~生"
"先"	"soinn1"	"sõi˧˦"	
"肩"	"koinn1"	"kõi˧˦"	
"堅"	"kian1"	"kiɛn˧˦"	
"繭"	"koinn3"	"kõi˥˨"	
"見"	"kian5"	"kiɛn˨˩˨"	
"見"	"kinn5"	"kĩ˨˩˨"	
"牽"	"khan1"	"kʰan˧˦"	
"研"	"ngian1"	"ŋiɛn˧˦"	"文"
"研"	"ngian3"	"ŋiɛn˥˨"	"文，細看"
"研"	"ngoinn3"	"ŋõi˥˨"	"白"
"硯"	"inn6"	"ĩ˨˨"	
"顯"	"hian3"	"hiɛn˥˨"	
"賢"	"hian2"	"hiɛn˥˥"	
"弦"	"hian2"	"hiɛn˥˥"	"文"
"弦"	"hinn2"	"hĩ˥˥"	"白"
"現"	"hin6"	"hin˨˨"	
"煙"	"in1"	"in˧˦"	
"燕"	"ian1"	"iɛn˧˦"	"文"
"燕"	"ian5"	"iɛn˨˩˨"	"文，~窩"
"燕"	"inn5"	"ĩ˨˩˨"	"白"
"宴"	"an5"	"an˨˩˨"	
"獺"	"thuah7"	"tʰuaʔ˧˨"	
"達"	"tat8"	"tat˥˦"	
"捺"	"nai4"	"nai˨˥"	"俗"
"辣"	"luah7"	"luaʔ˧˨"	
"辣"	"luah8"	"luaʔ˥˦"	
"擦"	"tshat7"	"tsʰat˧˨"	
"撒"	"sat7"	"sat˧˨"	"文"
"撒"	"suah7"	"suaʔ˧˨"	"白"
"薩"	"sat7"	"sat˧˨"	
"割"	"kuah7"	"kuaʔ˧˨"	
"葛"	"kuah7"	"kuaʔ˧˨"	
"渴"	"kuah7"	"kuaʔ˧˨"	
"喝"	"hat7"	"hat˧˨"	"文"
"喝"	"huah7"	"huaʔ˧˨"	"白"
"八"	"pueh7"	"puɛʔ˧˨"	
"拔"	"puat8"	"puat˥˦"	"文"
"拔"	"pueh8"	"puɛʔ˥˦"	"白"
"札"	"tsat7"	"tsat˧˨"	
"扎"	"tsat7"	"tsat˧˨"	
"察"	"tshat7"	"tsʰat˧˨"	
"殺"	"suah7"	"suaʔ˧˨"	
"軋"	"tsat7"	"tsat˧˨"	"俗"
"軋"	"khoih7"	"kʰoiʔ˧˨"	"替"
"瞎"	"hat7"	"hat˧˨"	
"轄"	"hat7"	"hat˧˨"	
"憋"	"pih7"	"piʔ˧˨"	
"鱉"	"pih7"	"piʔ˧˨"	
"別"	"piat8"	"piɛt˥˦"	"文"
"別"	"pat8"	"pat˥˦"	"白，~儂"
"別"	"pat7"	"pat˧˨"	"白"
"滅"	"mit8"	"mit˥˦"	
"列"	"liat8"	"liɛt˥˦"	
"裂"	"lih8"	"liʔ˥˦"	
"烈"	"liat8"	"liɛt˥˦"	
"薛"	"sih7"	"siʔ˧˨"	
"褻"	"siat7"	"siɛt˧˨"	
"泄"	"siap8"	"siap˥˦"	
"哲"	"tiat7"	"tiɛt˧˨"	
"徹"	"thiat7"	"tʰiɛt˧˨"	
"撤"	"thiat7"	"tʰiɛt˧˨"	
"轍"	"thiat7"	"tʰiɛt˧˨"	
"浙"	"tsit7"	"tsit˧˨"	
"舌"	"tsih8"	"tsiʔ˥˦"	
"設"	"siat7"	"siɛt˧˨"	
"折"	"sih8"	"siʔ˥˦"	
"折"	"tsih8"	"tsiʔ˥˦"	
"折"	"tsih7"	"tsiʔ˧˨"	
"熱"	"jiat8"	"dziɛt˥˦"	"文"
"熱"	"juah8"	"dzuaʔ˥˦"	"白"
"傑"	"kiat8"	"kiɛt˥˦"	
"孽"	"ngiat8"	"ŋiɛt˥˦"	
"揭"	"kit7"	"kit˧˨"	"地名"
"揭"	"kiah7"	"kiaʔ˧˨"	"白"
"竭"	"kiat8"	"kiɛt˥˦"	
"歇"	"hiah7"	"hiaʔ˧˨"	
"蝎"	"hiat7"	"hiɛt˧˨"	
"蝎"	"hat7"	"hat˧˨"	
"撇"	"phiat7"	"pʰiɛt˧˨"	"文"
"撇"	"phuat7"	"pʰuat˧˨"	
"篾"	"bih8"	"biʔ˥˦"	
"鐵"	"thih7"	"tʰiʔ˧˨"	
"迭"	"tiat7"	"tiɛt˧˨"	
"跌"	"tiat7"	"tiɛt˧˨"	
"跌"	"tiat8"	"tiɛt˥˦"	"又"
"捏"	"niap7"	"niap˧˨"	"文"
"捏"	"niap8"	"niap˥˦"	
"節"	"tsiat7"	"tsiɛt˧˨"	"文"
"節"	"tsoih7"	"tsoiʔ˧˨"	"白，節日"
"節"	"tsat7"	"tsat˧˨"	"白"
"切"	"tshiat7"	"tsʰiɛt˧˨"	"文"
"截"	"tsoih8"	"tsoiʔ˥˦"	
"屑"	"sut7"	"sut˧˨"	
"結"	"kit7"	"kit˧˨"	
"結"	"kat7"	"kat˧˨"	"白"
"潔"	"kiat7"	"kiɛt˧˨"	
"搬"	"puann1"	"puã˧˦"	
"般"	"puann1"	"puã˧˦"	
"半"	"puann5"	"puã˨˩˨"	
"潘"	"phuann1"	"pʰuã˧˦"	
"潘"	"phun1"	"pʰun˧˦"	"泔水"
"拚"	"pun5"	"pun˨˩˨"	
"拚"	"piann5"	"piã˨˩˨"	
"判"	"phuan5"	"pʰuan˨˩˨"	"文"
"判"	"phuann5"	"pʰuã˨˩˨"	"白"
"盤"	"phuan2"	"pʰuan˥˥"	"文"
"盤"	"puann2"	"puã˥˥"	"白"
"伴"	"phuann4"	"pʰuã˨˥"	
"叛"	"puan4"	"puan˨˥"	
"瞞"	"muann2"	"muã˥˥"	
"饅"	"man4"	"man˨˥"	
"滿"	"muann3"	"muã˥˨"	"白"
"漫"	"man4"	"man˨˥"	
"端"	"tuan1"	"tuan˧˦"	
"短"	"to3"	"to˥˨"	
"斷"	"tuan5"	"tuan˨˩˨"	"文"
"鍛"	"tuan5"	"tuan˨˩˨"	
"團"	"thuan2"	"tʰuan˥˥"	
"斷"	"tuan4"	"tuan˨˥"	"文"
"斷"	"tng4"	"tŋ˨˥"	"白"
"段"	"tuan4"	"tuan˨˥"	"文"
"段"	"tng6"	"tŋ˨˨"	"白"
"緞"	"tng6"	"tŋ˨˨"	
"暖"	"luan3"	"luan˥˨"	
"鸞"	"luan2"	"luan˥˥"	
"卵"	"luan3"	"luan˥˨"	"文"
"卵"	"nng4"	"nŋ˨˥"	"白"
"亂"	"luan4"	"luan˨˥"	
"鑽"	"tsng5"	"tsŋ˨˩˨"	
"竄"	"tshuan5"	"tsʰuan˨˩˨"	
"酸"	"sng1"	"sŋ˧˦"	
"算"	"suan5"	"suan˨˩˨"	"文"
"算"	"sng5"	"sŋ˨˩˨"	"白"
"蒜"	"sng5"	"sŋ˨˩˨"	
"官"	"kuann1"	"kuã˧˦"	
"觀"	"kuan1"	"kuan˧˦"	
"冠"	"kuan1"	"kuan˧˦"	
"管"	"kuan3"	"kuan˥˨"	"文"
"管"	"kng3"	"kŋ˥˨"	"白"
"館"	"kuan3"	"kuan˥˨"	
"冠"	"kuan5"	"kuan˨˩˨"	
"觀"	"kuan5"	"kuan˨˩˨"	
"灌"	"kuan5"	"kuan˨˩˨"	
"罐"	"kuan5"	"kuan˨˩˨"	
"貫"	"kuan5"	"kuan˨˩˨"	
"寬"	"khuan1"	"kʰuan˧˦"	"文"
"寬"	"khuann1"	"kʰuã˧˦"	"白"
"款"	"khuan3"	"kʰuan˥˨"	
"玩"	"nguan3"	"ŋuan˥˨"	
"歡"	"huan1"	"huan˧˦"	"文"
"歡"	"huann1"	"huã˧˦"	"白"
"喚"	"huan5"	"huan˨˩˨"	
"煥"	"huan5"	"huan˨˩˨"	
"桓"	"heng2"	"hɛŋ˥˥"	"俗"
"完"	"uan2"	"uan˥˥"	
"丸"	"uan2"	"uan˥˥"	
"丸"	"inn2"	"ĩ˥˥"	"訓“圓”"
"緩"	"huan3"	"huan˥˨"	
"緩"	"man6"	"man˨˨"	"訓“慢”"
"皖"	"uan3"	"uan˥˨"	
"換"	"huan5"	"huan˨˩˨"	"文"
"換"	"uann6"	"uã˨˨"	"白"
"豌"	"uan1"	"uan˧˦"	
"碗"	"uann3"	"uã˥˨"	
"腕"	"uan3"	"uan˥˨"	
"鰥"	"kuan1"	"kuan˧˦"	
"幻"	"huan5"	"huan˨˩˨"	
"幻"	"huam5"	"huam˨˩˨"	"又"
"篡"	"tshuan5"	"tsʰuan˨˩˨"	
"撰"	"tsuan4"	"tsuan˨˥"	
"閂"	"tshuann5"	"tsʰuã˨˩˨"	
"涮"	"sueh7"	"suɛʔ˧˨"	"俗"
"涮"	"suan5"	"suan˨˩˨"	
"關"	"kuan1"	"kuan˧˦"	"文"
"關"	"kuenn1"	"kuɛ̃˧˦"	"白"
"慣"	"kuan5"	"kuan˨˩˨"	"文"
"慣"	"kuinn5"	"kũi˨˩˨"	"白，~勢"
"頑"	"nguan3"	"ŋuan˥˨"	
"頑"	"nguinn2"	"ŋũi˥˥"	"麻痹"
"還"	"huan2"	"huan˥˥"	"文"
"還"	"hoinn2"	"hõi˥˥"	"白，動詞"
"環"	"huan2"	"huan˥˥"	
"患"	"huam4"	"huam˨˥"	
"宦"	"huam4"	"huam˨˥"	
"彎"	"uan1"	"uan˧˦"	
"灣"	"uan1"	"uan˧˦"	
"戀"	"luan5"	"luan˨˩˨"	
"痊"	"tshuan2"	"tsʰuan˥˥"	
"全"	"tshuan2"	"tsʰuan˥˥"	"文"
"全"	"tsng2"	"tsŋ˥˥"	"白"
"泉"	"tsuann2"	"tsuã˥˥"	
"宣"	"suan1"	"suan˧˦"	
"選"	"suan3"	"suan˥˨"	
"旋"	"suan2"	"suan˥˥"	
"旋"	"tsng6"	"tsŋ˨˨"	
"轉"	"tsuan3"	"tsuan˥˨"	"文"
"轉"	"tng3"	"tŋ˥˨"	"白"
"傳"	"thuan2"	"tʰuan˥˥"	
"椽"	"uan2"	"uan˥˥"	"俗"
"篆"	"tuan4"	"tuan˨˥"	
"傳"	"tng6"	"tŋ˨˨"	
"專"	"tsuan1"	"tsuan˧˦"	
"磚"	"tsng1"	"tsŋ˧˦"	
"川"	"tshuan1"	"tsʰuan˧˦"	
"穿"	"tshuan1"	"tsʰuan˧˦"	"文"
"穿"	"tshng1"	"tsʰŋ˧˦"	"白"
"喘"	"tshuan3"	"tsʰuan˥˨"	
"舛"	"tshuan3"	"tsʰuan˥˨"	
"串"	"tshuan5"	"tsʰuan˨˩˨"	
"船"	"tsun2"	"tsun˥˥"	
"軟"	"nng3"	"nŋ˥˨"	
"捲"	"kng3"	"kŋ˥˨"	
"眷"	"kuan5"	"kuan˨˩˨"	
"卷"	"kng3"	"kŋ˥˨"	
"圈"	"khuan1"	"kʰuan˧˦"	
"權"	"khuan2"	"kʰuan˥˥"	
"拳"	"khun2"	"kʰun˥˥"	
"拳"	"kun2"	"kun˥˥"	"~頭"
"倦"	"kuan4"	"kuan˨˥"	
"員"	"uan2"	"uan˥˥"	
"圓"	"inn2"	"ĩ˥˥"	
"院"	"inn6"	"ĩ˨˨"	
"緣"	"uan2"	"uan˥˥"	
"沿"	"in2"	"in˥˥"	
"鉛"	"in2"	"in˥˥"	
"捐"	"kian1"	"kiɛn˧˦"	
"藩"	"phuan1"	"pʰuan˧˦"	
"反"	"huan3"	"huan˥˨"	"文"
"反"	"puenn3"	"puɛ̃˥˨"	"白"
"翻"	"huan1"	"huan˧˦"	
"番"	"huan1"	"huan˧˦"	
"販"	"huan5"	"huan˨˩˨"	
"煩"	"huan2"	"huan˥˥"	
"礬"	"huam5"	"huam˨˩˨"	
"繁"	"huan2"	"huan˥˥"	
"飯"	"huan4"	"huan˨˥"	"文"
"飯"	"huam4"	"huam˨˥"	"文，又"
"飯"	"png6"	"pŋ˨˨"	"白"
"晚"	"mng3"	"mŋ˥˨"	
"挽"	"man3"	"man˥˨"	
"萬"	"buan6"	"buan˨˨"	
"勸"	"khng5"	"kʰŋ˨˩˨"	
"券"	"kuan5"	"kuan˨˩˨"	
"元"	"nguan2"	"ŋuan˥˥"	
"芫"	"uan2"	"uan˥˥"	
"原"	"nguan2"	"ŋuan˥˥"	
"源"	"nguan2"	"ŋuan˥˥"	
"阮"	"nguan3"	"ŋuan˥˨"	
"願"	"nguan4"	"ŋuan˨˥"	
"喧"	"suan1"	"suan˧˦"	
"冤"	"uan1"	"uan˧˦"	
"鴛"	"uan1"	"uan˧˦"	
"宛"	"uan3"	"uan˥˨"	
"婉"	"uan3"	"uan˥˨"	
"怨"	"uan5"	"uan˨˩˨"	
"袁"	"uan2"	"uan˥˥"	
"園"	"hng2"	"hŋ˥˥"	
"援"	"ian4"	"iɛn˨˥"	
"遠"	"ian3"	"iɛn˥˨"	"文"
"遠"	"hng4"	"hŋ˨˥"	"白"
"涓"	"kian1"	"kiɛn˧˦"	
"犬"	"khian3"	"kʰiɛn˥˨"	
"懸"	"hian2"	"hiɛn˥˥"	"文"
"懸"	"kuinn2"	"kũi˥˥"	"白，高"
"玄"	"hian2"	"hiɛn˥˥"	
"縣"	"kuinn6"	"kũi˨˨"	
"眩"	"hian2"	"hiɛn˥˥"	"文"
"眩"	"hin2"	"hin˥˥"	
"淵"	"ian1"	"iɛn˧˦"	
"缽"	"puah7"	"puaʔ˧˨"	
"撥"	"phuah7"	"pʰuaʔ˧˨"	
"潑"	"phuah7"	"pʰuaʔ˧˨"	
"跋"	"puat8"	"puat˥˦"	
"末"	"muat8"	"muat˥˦"	"文"
"末"	"buah8"	"buaʔ˥˦"	"白"
"抹"	"buah7"	"buaʔ˧˨"	
"沫"	"muat8"	"muat˥˦"	"文"
"沫"	"buah8"	"buaʔ˥˦"	"白"
"脫"	"thut7"	"tʰut˧˨"	
"奪"	"toh8"	"toʔ˥˦"	
"捋"	"luah8"	"luaʔ˥˦"	"替"
"捋"	"lut8"	"lut˥˦"	"白"
"撮"	"tshoh7"	"tsʰoʔ˧˨"	
"括"	"kuat7"	"kuat˧˨"	
"闊"	"khuah7"	"kʰuaʔ˧˨"	
"豁"	"huah7"	"huaʔ˧˨"	
"豁"	"khuah7"	"kʰuaʔ˧˨"	"又"
"活"	"uah8"	"uaʔ˥˦"	
"斡"	"uat7"	"uat˧˨"	"文"
"斡"	"ut7"	"ut˧˨"	"白"
"滑"	"kut8"	"kut˥˦"	
"猾"	"kut8"	"kut˥˦"	
"挖"	"ue1"	"uɛ˧˦"	"俗"
"挖"	"uai1"	"uai˧˦"	"又，俗"
"挖"	"ueh7"	"uɛʔ˧˨"	
"刷"	"sueh7"	"suɛʔ˧˨"	
"刮"	"kueh7"	"kuɛʔ˧˨"	
"劣"	"luat7"	"luat˧˨"	
"絕"	"tsoh8"	"tsoʔ˥˦"	
"雪"	"soh7"	"soʔ˧˨"	
"輟"	"tshuat7"	"tsʰuat˧˨"	
"拙"	"tshuat7"	"tsʰuat˧˨"	
"說"	"sueh7"	"suɛʔ˧˨"	
"悅"	"juat8"	"dzuat˥˦"	
"閲"	"luat7"	"luat˧˨"	
"髮"	"huat7"	"huat˧˨"	
"發"	"huat7"	"huat˧˨"	
"伐"	"huat8"	"huat˥˦"	
"筏"	"huat8"	"huat˥˦"	
"罰"	"huat8"	"huat˥˦"	
"襪"	"gueh8"	"guɛʔ˥˦"	
"厥"	"khiat7"	"kʰiɛt˧˨"	
"闕"	"khueh7"	"kʰuɛʔ˧˨"	
"掘"	"kut8"	"kut˥˦"	
"橛"	"kueh8"	"kuɛʔ˥˦"	"一截"
"月"	"gueh8"	"guɛʔ˥˦"	
"噦"	"ueh7"	"uɛʔ˧˨"	
"越"	"uat8"	"uat˥˦"	
"曰"	"uat7"	"uat˧˨"	
"粵"	"uat8"	"uat˥˦"	
"決"	"kuat7"	"kuat˧˨"	
"訣"	"kuat7"	"kuat˧˨"	
"缺"	"khueh7"	"kʰuɛʔ˧˨"	
"缺"	"khih7"	"kʰiʔ˧˨"	
"血"	"hueh7"	"huɛʔ˧˨"	
"穴"	"huat8"	"huat˥˦"	
"吞"	"thun1"	"tʰun˧˦"	
"根"	"kurn1"	"kɯn˧˦"	
"跟"	"kurn1"	"kɯn˧˦"	
"墾"	"khurn3"	"kʰɯn˥˨"	
"懇"	"khurn3"	"kʰɯn˥˨"	
"齦"	"khurn3"	"kʰɯn˥˨"	
"齦"	"ngurn2"	"ŋɯn˥˥"	
"痕"	"hun2"	"hun˥˥"	
"很"	"hurn3"	"hɯn˥˨"	
"恨"	"hurn4"	"hɯn˨˥"	
"恩"	"urn1"	"ɯn˧˦"	
"彬"	"pin1"	"pin˧˦"	
"賓"	"pin1"	"pin˧˦"	
"檳"	"pin1"	"pin˧˦"	
"殯"	"pin5"	"pin˨˩˨"	
"殯"	"pin1"	"pin˧˦"	"又"
"貧"	"phin2"	"pʰin˥˥"	
"頻"	"phin2"	"pʰin˥˥"	
"閩"	"man2"	"man˥˥"	
"民"	"min2"	"min˥˥"	
"敏"	"mian3"	"miɛn˥˨"	
"憫"	"mian3"	"miɛn˥˨"	
"鄰"	"lin2"	"lin˥˥"	
"鱗"	"lin2"	"lin˥˥"	"文"
"鱗"	"lan2"	"lan˥˥"	"白"
"磷"	"lin2"	"lin˥˥"	
"吝"	"lian4"	"liɛn˨˥"	
"津"	"tsin1"	"tsin˧˦"	
"盡"	"tsin4"	"tsin˨˥"	
"進"	"tsin5"	"tsin˨˩˨"	
"晉"	"tsin5"	"tsin˨˩˨"	
"親"	"tshin1"	"tsʰin˧˦"	
"秦"	"tshin2"	"tsʰin˥˥"	
"辛"	"sin2"	"sin˥˥"	
"新"	"sin2"	"sin˥˥"	
"薪"	"tsin2"	"tsin˥˥"	
"信"	"sin5"	"sin˨˩˨"	
"訊"	"sin5"	"sin˨˩˨"	
"珍"	"tian1"	"tiɛn˧˦"	
"鎮"	"tin5"	"tin˨˩˨"	
"趁"	"tsian3"	"tsiɛn˥˨"	"俗"
"趁"	"than5"	"tʰan˨˩˨"	"白，賺"
"陳"	"thin2"	"tʰin˥˥"	"文"
"陳"	"tan2"	"tan˥˥"	"白，姓氏"
"塵"	"tin2"	"tin˥˥"	"文"
"塵"	"thun2"	"tʰun˥˥"	"白，筅~"
"陣"	"tin6"	"tin˨˨"	"文"
"陣"	"tsun6"	"tsun˨˨"	"白，時~"
"陣"	"tsun2"	"tsun˥˥"	"白，又"
"榛"	"tsin1"	"tsin˧˦"	
"臻"	"tsin1"	"tsin˧˦"	
"襯"	"tshin5"	"tsʰin˨˩˨"	
"真"	"tsin1"	"tsin˧˦"	
"診"	"tsian3"	"tsiɛn˥˨"	
"疹"	"tsian3"	"tsiɛn˥˨"	
"振"	"tsin3"	"tsin˥˨"	
"振"	"tin3"	"tin˥˨"	"~動"
"震"	"tsin3"	"tsin˥˨"	
"娠"	"sin2"	"sin˥˥"	
"神"	"sin2"	"sin˥˥"	
"身"	"sin1"	"sin˧˦"	
"申"	"sin1"	"sin˧˦"	
"伸"	"sin1"	"sin˧˦"	"文"
"伸"	"tshun1"	"tsʰun˧˦"	"白"
"呻"	"sin1"	"sin˧˦"	"文"
"呻"	"tshan1"	"tsʰan˧˦"	"白"
"娠"	"sin2"	"sin˥˥"	
"辰"	"sin2"	"sin˥˥"	
"晨"	"sin2"	"sin˥˥"	
"臣"	"tshin2"	"tsʰin˥˥"	
"腎"	"sian4"	"siɛn˨˥"	
"慎"	"sin3"	"sin˥˨"	
"人"	"jin2"	"dzin˥˥"	
"人"	"nang2"	"naŋ˥˥"	"訓"
"仁"	"jin2"	"dzin˥˥"	
"忍"	"jim3"	"dzim˥˨"	"文"
"忍"	"lun3"	"lun˥˨"	"白"
"認"	"jin6"	"dzin˨˨"	
"刃"	"jim3"	"dzim˥˨"	
"韌"	"jim3"	"dzim˥˨"	
"韌"	"jun6"	"dzun˨˨"	
"巾"	"kurn1"	"kɯn˧˦"	
"緊"	"kin3"	"kin˥˨"	
"僅"	"kurn3"	"kɯn˥˨"	
"銀"	"ngurn2"	"ŋɯn˥˥"	
"因"	"in1"	"in˧˦"	
"姻"	"in1"	"in˧˦"	
"印"	"in5"	"in˨˩˨"	
"寅"	"in2"	"in˥˥"	
"引"	"in3"	"in˥˨"	
"斤"	"kurn1"	"kɯn˧˦"	
"筋"	"kurn1"	"kɯn˧˦"	
"謹"	"kurn3"	"kɯn˥˨"	
"勤"	"khurn2"	"kʰɯn˥˥"	
"芹"	"khurn2"	"kʰɯn˥˥"	
"近"	"kurn4"	"kɯn˨˥"	
"欣"	"hurn1"	"hɯn˧˦"	
"殷"	"hurn1"	"hɯn˧˦"	
"隱"	"un3"	"un˥˨"	
"筆"	"pit7"	"pit˧˨"	
"畢"	"pit7"	"pit˧˨"	
"畢"	"pit8"	"pit˥˦"	"又，~業"
"必"	"pit7"	"pit˧˨"	
"匹"	"phit7"	"pʰit˧˨"	
"弼"	"pit8"	"pit˥˦"	
"密"	"mit8"	"mit˥˦"	"文"
"密"	"mat8"	"mat˥˦"	"白，又，~~"
"密"	"bat8"	"bat˥˦"	"白"
"蜜"	"mit8"	"mit˥˦"	"文"
"蜜"	"bit8"	"bit˥˦"	
"栗"	"lat8"	"lat˥˦"	
"七"	"tshit7"	"tsʰit˧˨"	
"漆"	"tship7"	"tsʰip˧˨"	"文，~器"
"漆"	"tshat7"	"tsʰat˧˨"	"白"
"疾"	"tsit8"	"tsit˥˦"	
"悉"	"sek7"	"sɛk˧˨"	
"膝"	"tship7"	"tsʰip˧˨"	
"窒"	"tiat7"	"tiɛt˧˨"	
"侄"	"tiat8"	"tiɛt˥˦"	
"秩"	"tiat7"	"tiɛt˧˨"	
"瑟"	"sek7"	"sɛk˧˨"	
"虱"	"sat7"	"sat˧˨"	
"質"	"tsioh7"	"tsioʔ˧˨"	
"實"	"sit8"	"sit˥˦"	"文"
"實"	"tsat8"	"tsat˥˦"	"白"
"失"	"sit7"	"sit˧˨"	
"室"	"sit7"	"sit˧˨"	
"日"	"jit8"	"dzit˥˦"	
"吉"	"kit7"	"kit˧˨"	
"一"	"it7"	"it˧˨"	
"一"	"tsek8"	"tsɛk˥˦"	"訓"
"乙"	"it7"	"it˧˨"	
"逸"	"it8"	"it˥˦"	
"乞"	"khurt7"	"kʰɯt˧˨"	
"迄"	"ngurt7"	"ŋɯt˧˨"	
"吃"	"ngurt7"	"ŋɯt˧˨"	
"奔"	"pun1"	"pun˧˦"	
"奔"	"phun1"	"pʰun˧˦"	
"本"	"png3"	"pŋ˥˨"	
"噴"	"phun5"	"pʰun˨˩˨"	
"盆"	"phun2"	"pʰun˥˥"	
"笨"	"pun3"	"pun˥˨"	
"門"	"mng2"	"mŋ˥˥"	
"敦"	"tun1"	"tun˧˦"	
"墩"	"tun1"	"tun˧˦"	
"頓"	"tun4"	"tun˨˥"	"文"
"頓"	"tun5"	"tun˨˩˨"	"動詞"
"頓"	"tng5"	"tŋ˨˩˨"	"白"
"褪"	"tho5"	"tʰo˨˩˨"	"俗"
"褪"	"thng5"	"tʰŋ˨˩˨"	
"屯"	"thun2"	"tʰun˥˥"	
"豚"	"thun2"	"tʰun˥˥"	
"飩"	"thun1"	"tʰun˧˦"	
"臀"	"thun2"	"tʰun˥˥"	
"臀"	"tian4"	"tiɛn˨˥"	"俗"
"囤"	"thun2"	"tʰun˥˥"	
"囤"	"tun1"	"tun˧˦"	"俗"
"沌"	"tun4"	"tun˨˥"	
"盾"	"tun3"	"tun˥˨"	
"鈍"	"tun4"	"tun˨˥"	
"遁"	"tun4"	"tun˨˥"	
"嫩"	"lun5"	"lun˨˩˨"	
"崙"	"lun2"	"lun˥˥"	
"論"	"lun4"	"lun˨˥"	
"尊"	"tsun1"	"tsun˧˦"	
"村"	"tshng1"	"tsʰŋ˧˦"	
"寸"	"tshun5"	"tsʰun˨˩˨"	
"存"	"tshun2"	"tsʰun˥˥"	
"蹲"	"tsun1"	"tsun˧˦"	
"蹲"	"tun1"	"tun˧˦"	
"孫"	"sun1"	"sun˧˦"	
"孫"	"sng1"	"sŋ˧˦"	"白，姓氏"
"損"	"sun3"	"sun˥˨"	"文"
"損"	"sng3"	"sŋ˥˨"	"白"
"遜"	"sun5"	"sun˨˩˨"	
"昆"	"khun1"	"kʰun˧˦"	
"崑"	"khun1"	"kʰun˧˦"	
"滾"	"kun3"	"kun˥˨"	
"棍"	"kun5"	"kun˨˩˨"	
"坤"	"khun1"	"kʰun˧˦"	
"捆"	"khun3"	"kʰun˥˨"	
"困"	"khun5"	"kʰun˨˩˨"	
"昏"	"hun1"	"hun˧˦"	
"昏"	"hng1"	"hŋ˧˦"	"白，暝~，夜晚"
"婚"	"hun1"	"hun˧˦"	
"魂"	"hun2"	"hun˥˥"	
"餛"	"hun2"	"hun˥˥"	
"混"	"hun4"	"hun˨˥"	
"渾"	"hun4"	"hun˨˥"	
"温"	"un1"	"un˧˦"	
"瘟"	"un1"	"un˧˦"	
"穩"	"un3"	"un˥˨"	
"倫"	"lun2"	"lun˥˥"	
"淪"	"lun2"	"lun˥˥"	
"輪"	"lun2"	"lun˥˥"	
"遵"	"tsun1"	"tsun˧˦"	
"俊"	"tsun5"	"tsun˨˩˨"	
"竣"	"tsun5"	"tsun˨˩˨"	
"荀"	"sun2"	"sun˥˥"	
"詢"	"sun2"	"sun˥˥"	
"迅"	"sin5"	"sin˨˩˨"	
"旬"	"sun2"	"sun˥˥"	
"循"	"sun2"	"sun˥˥"	
"巡"	"sun2"	"sun˥˥"	
"殉"	"sun2"	"sun˥˥"	
"諄"	"tun1"	"tun˧˦"	
"準"	"tsun3"	"tsun˥˨"	
"准"	"tsun3"	"tsun˥˨"	
"春"	"tshun1"	"tsʰun˧˦"	
"蠢"	"tshun3"	"tsʰun˥˨"	
"唇"	"tun2"	"tun˥˥"	
"順"	"sun4"	"sun˨˥"	
"舜"	"sun5"	"sun˨˩˨"	
"瞬"	"sun5"	"sun˨˩˨"	
"純"	"sun2"	"sun˥˥"	
"蒓"	"sun2"	"sun˥˥"	
