"繁體"	"简体"	"音標"	"注釋"	"声"	"韵"	"调"
"嫖"	"嫖"	"bi˧˩"		"b"	"i"	"˧˩"
"瓢"	"瓢"	"bi˧˩"		"b"	"i"	"˧˩"
"鰾"	"鳔"	"bi˩˧"		"b"	"i"	"˩˧"
"票"	"票"	"bi˨˨"		"b"	"i"	"˨˨"
"描"	"描"	"mi˧˩"		"m"	"i"	"˧˩"
"苗"	"苗"	"mi˧˩"		"m"	"i"	"˧˩"
"藐"	"藐"	"mi˩˧"		"m"	"i"	"˩˧"
"渺"	"渺"	"mi˩˧"		"m"	"i"	"˩˧"
"秒"	"秒"	"mi˩˧"		"m"	"i"	"˩˧"
"廟"	"庙"	"mi˨˨"		"m"	"i"	"˨˨"
"妙"	"妙"	"mi˨˨"		"m"	"i"	"˨˨"
"燎"	"燎"	"luɔ˧˩"		"l"	"uɔ"	"˧˩"
"燎"	"燎"	"luɔ˩˧"		"l"	"uɔ"	"˩˧"
"焦"	"焦"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"椒"	"椒"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"剿"	"剿"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"鍬"	"锹"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"繰"	"缲"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"悄"	"悄"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"俏"	"俏"	"tɕʰy˥˨"		"tɕʰ"	"y"	"˥˨"
"翹"	"翘"	"tɕʰy˥˨"		"tɕʰ"	"y"	"˥˨"
"樵"	"樵"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"瞧"	"瞧"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"消"	"消"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"宵"	"宵"	"ɕyɔ˦˦"	"夜宵"	"ɕ"	"yɔ"	"˦˦"
"宵"	"宵"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"霄"	"霄"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"硝"	"硝"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"銷"	"销"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"小"	"小"	"ɕy˧˥"		"ɕ"	"y"	"˧˥"
"笑"	"笑"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"鞘"	"鞘"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"朝"	"朝"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"超"	"超"	"tɕʰyɔ˦˦"		"tɕʰ"	"yɔ"	"˦˦"
"朝"	"朝"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"潮"	"潮"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"趙"	"赵"	"dʑy˩˧"		"dʑ"	"y"	"˩˧"
"兆"	"兆"	"dʑy˩˧"		"dʑ"	"y"	"˩˧"
"肇"	"肇"	"dʑy˩˧"		"dʑ"	"y"	"˩˧"
"召"	"召"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"昭"	"昭"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"招"	"招"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"沼"	"沼"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"照"	"照"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"詔"	"诏"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"燒"	"烧"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"少"	"少"	"ɕy˧˥"		"ɕ"	"y"	"˧˥"
"少"	"少"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"韶"	"韶"	"jy˧˩"		"j"	"y"	"˧˩"
"紹"	"绍"	"jy˨˨"		"j"	"y"	"˨˨"
"邵"	"邵"	"jy˨˨"		"j"	"y"	"˨˨"
"饒"	"饶"	"jy˨˨"		"j"	"y"	"˨˨"
"擾"	"扰"	"jy˩˧"		"j"	"y"	"˩˧"
"繞"	"绕"	"ȵy˩˧"		"ȵ"	"y"	"˩˧"
"繞"	"绕"	"ȵy˨˨"		"ȵ"	"y"	"˨˨"
"驕"	"骄"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"嬌"	"娇"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"矯"	"矫"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"喬"	"乔"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"橋"	"桥"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"轎"	"轿"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"囂"	"嚣"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"枵"	"枵"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"妖"	"妖"	"y˦˦"		"ʔ"	"y"	"˦˦"
"邀"	"邀"	"y˦˦"		"ʔ"	"y"	"˦˦"
"腰"	"腰"	"y˦˦"		"ʔ"	"y"	"˦˦"
"要"	"要"	"y˦˦"		"ʔ"	"y"	"˦˦"
"夭"	"夭"	"y˦˦"		"ʔ"	"y"	"˦˦"
"要"	"要"	"y˥˨"		"ʔ"	"y"	"˥˨"
"搖"	"摇"	"jy˧˩"		"j"	"y"	"˧˩"
"謠"	"谣"	"jy˧˩"		"j"	"y"	"˧˩"
"窯"	"窑"	"jy˧˩"		"j"	"y"	"˧˩"
"姚"	"姚"	"jy˧˩"		"j"	"y"	"˧˩"
"舀"	"舀"	"jy˧˩"		"j"	"y"	"˧˩"
"耀"	"耀"	"jy˨˨"		"j"	"y"	"˨˨"
"刁"	"刁"	"tuɔ˦˦"		"t"	"uɔ"	"˦˦"
"貂"	"貂"	"tuɔ˦˦"		"t"	"uɔ"	"˦˦"
"雕"	"雕"	"tuɔ˦˦"		"t"	"uɔ"	"˦˦"
"鳥"	"鸟"	"ȵyɔ˩˧"		"ȵ"	"yɔ"	"˩˧"
"吊"	"吊"	"tuɔ˧˥"		"t"	"uɔ"	"˧˥"
"釣"	"钓"	"tuɔ˥˨"		"t"	"uɔ"	"˥˨"
"挑"	"挑"	"tʰuɔ˦˦"		"tʰ"	"uɔ"	"˦˦"
"跳"	"跳"	"tʰuɔ˥˨"		"tʰ"	"uɔ"	"˥˨"
"糶"	"粜"	"tʰuɔ˥˨"		"tʰ"	"uɔ"	"˥˨"
"跳"	"跳"	"tʰuɔ˥˨"		"tʰ"	"uɔ"	"˥˨"
"條"	"条"	"duɔ˧˩"		"d"	"uɔ"	"˧˩"
"調"	"调"	"duɔ˧˩"		"d"	"uɔ"	"˧˩"
"掉"	"掉"	"duɔ˩˧"		"d"	"uɔ"	"˩˧"
"調"	"调"	"duɔ˨˨"		"d"	"uɔ"	"˨˨"
"調"	"调"	"duɔ˨˨"		"d"	"uɔ"	"˨˨"
"尿"	"尿"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"聊"	"聊"	"luɔ˧˩"		"l"	"uɔ"	"˧˩"
"遼"	"辽"	"luɔ˧˩"		"l"	"uɔ"	"˧˩"
"撩"	"撩"	"luɔ˧˩"		"l"	"uɔ"	"˧˩"
"寥"	"寥"	"luɔ˧˩"		"l"	"uɔ"	"˧˩"
"廖"	"廖"	"luɔ˨˨"		"l"	"uɔ"	"˨˨"
"了"	"了"	"luɔ˩˧"		"l"	"uɔ"	"˩˧"
"瞭"	"了"	"luɔ˨˨"		"l"	"uɔ"	"˨˨"
"料"	"料"	"luɔ˨˨"		"l"	"uɔ"	"˨˨"
"簫"	"箫"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"蕭"	"萧"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"嘯"	"啸"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"澆"	"浇"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"繳"	"缴"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"叫"	"叫"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"竅"	"窍"	"tɕʰy˥˨"		"tɕʰ"	"y"	"˥˨"
"堯"	"尧"	"ȵyɔ˧˩"		"ȵ"	"yɔ"	"˧˩"
"曉"	"晓"	"ɕyɔ˧˥"		"ɕ"	"yɔ"	"˧˥"
"麼"	"么"	"mu˩˧"		"m"	"u"	"˩˧"
"杳"	"杳"	"y˧˥"		"ʔ"	"y"	"˧˥"
"剖"	"剖"	"pʰɛ˧˥"		"pʰ"	"ɛ"	"˧˥"
"某"	"某"	"mu˩˧"		"m"	"u"	"˩˧"
"畝"	"亩"	"mɛ˩˧"		"m"	"ɛ"	"˩˧"
"牡"	"牡"	"mu˨˩˩"		"m"	"u"	"˨˩˩"
"拇"	"拇"	"mu˩˧"		"m"	"u"	"˩˧"
"母"	"母"	"mu˩˧"		"m"	"u"	"˩˧"
"茂"	"茂"	"mɛ˨˨"		"m"	"ɛ"	"˨˨"
"戊"	"戊"	"mɛ˨˨"		"m"	"ɛ"	"˨˨"
"貿"	"贸"	"mɛ˨˨"		"m"	"ɛ"	"˨˨"
"兜"	"兜"	"tau˦˦"		"t"	"au"	"˦˦"
"鬥"	"斗"	"tau˧˥"		"t"	"au"	"˧˥"
"抖"	"抖"	"tau˧˥"		"t"	"au"	"˧˥"
"陡"	"陡"	"tau˧˥"		"t"	"au"	"˧˥"
"鬥"	"斗"	"tau˥˨"		"t"	"au"	"˥˨"
"偷"	"偷"	"tʰau˦˦"		"tʰ"	"au"	"˦˦"
"透"	"透"	"tʰau˥˨"		"tʰ"	"au"	"˥˨"
"頭"	"头"	"dɤu˧˩"		"d"	"ɤu"	"˧˩"
"投"	"投"	"dau˧˩"	"又讀，投降"	"d"	"au"	"˧˩"
"豆"	"豆"	"dɤu˨˨"		"d"	"ɤu"	"˨˨"
"逗"	"逗"	"dɤu˨˨"		"d"	"ɤu"	"˨˨"
"耨"	"耨"	"nɛ˨˨"		"n"	"ɛ"	"˨˨"
"樓"	"楼"	"lau˧˩"		"l"	"au"	"˧˩"
"摟"	"搂"	"lau˩˧"		"l"	"au"	"˩˧"
"簍"	"篓"	"lau˩˧"		"l"	"au"	"˩˧"
"漏"	"漏"	"lau˨˨"		"l"	"au"	"˨˨"
"陋"	"陋"	"lau˨˨"		"l"	"au"	"˨˨"
"走"	"走"	"tsau˧˥"		"ts"	"au"	"˧˥"
"奏"	"奏"	"tsau˥˨"		"ts"	"au"	"˥˨"
"湊"	"凑"	"tsʰau˥˨"		"tsʰ"	"au"	"˥˨"
"叟"	"叟"	"sau˧˥"		"s"	"au"	"˧˥"
"嗽"	"嗽"	"sau˥˨"		"s"	"au"	"˥˨"
"勾"	"勾"	"kau˦˦"		"k"	"au"	"˦˦"
"鉤"	"钩"	"kau˦˦"		"k"	"au"	"˦˦"
"溝"	"沟"	"kau˦˦"		"k"	"au"	"˦˦"
"狗"	"狗"	"kau˧˥"		"k"	"au"	"˧˥"
"苟"	"苟"	"kau˧˥"		"k"	"au"	"˧˥"
"垢"	"垢"	"kau˥˨"		"k"	"au"	"˥˨"
"彀"	"彀"	"kau˥˨"		"k"	"au"	"˥˨"
"夠"	"够"	"kau˥˨"		"k"	"au"	"˥˨"
"構"	"构"	"kau˥˨"		"k"	"au"	"˥˨"
"購"	"购"	"kau˥˨"		"k"	"au"	"˥˨"
"媾"	"媾"	"kau˥˨"		"k"	"au"	"˥˨"
"□"	"□"	"kau˨˩˩"	"個屋：這裡"	"k"	"au"	"˧˨˨"
"摳"	"抠"	"kʰau˦˦"		"kʰ"	"au"	"˦˦"
"口"	"口"	"kʰau˧˥"		"kʰ"	"au"	"˧˥"
"叩"	"叩"	"kʰau˥˨"		"kʰ"	"au"	"˥˨"
"扣"	"扣"	"kʰau˥˨"		"kʰ"	"au"	"˥˨"
"寇"	"寇"	"kʰau˥˨"		"kʰ"	"au"	"˥˨"
"藕"	"藕"	"ŋau˩˧"		"ŋ"	"au"	"˩˧"
"偶"	"偶"	"ŋau˩˧"		"ŋ"	"au"	"˩˧"
"□"	"□"	"hau˦˦"	"彎曲，彎曲身體"	"h"	"au"	"˦˦"
"偶"	"偶"	"ŋau˨˨"		"ŋ"	"au"	"˨˨"
"□"	"□"	"hau˧˥"	"許屋：那裡"	"h"	"au"	"˧˥"
"吼"	"吼"	"hau˧˥"		"h"	"au"	"˧˥"
"吼"	"吼"	"hau˥˨"		"h"	"au"	"˥˨"
"蔻"	"蔻"	"kʰau˥˨"		"kʰ"	"au"	"˥˨"
"侯"	"侯"	"ɦau˧˩"		"ɦ"	"au"	"˧˩"
"喉"	"喉"	"ɦau˧˩"		"ɦ"	"au"	"˧˩"
"猴"	"猴"	"ɦau˧˩"		"ɦ"	"au"	"˧˩"
"後"	"后"	"ɦau˩˧"		"ɦ"	"au"	"˩˧"
"厚"	"厚"	"gau˩˧"		"g"	"au"	"˩˧"
"後"	"后"	"ɦau˩˧"		"ɦ"	"au"	"˩˧"
"候"	"候"	"ɦau˨˨"		"ɦ"	"au"	"˨˨"
"□"	"□"	"ʔau˦˦"	"彎曲的意思相似於gau2"	"ʔ"	"au"	"˦˦"
"謳"	"讴"	"ʔau˦˦"		"ʔ"	"au"	"˦˦"
"歐"	"欧"	"ʔau˦˦"		"ʔ"	"au"	"˦˦"
"區"	"区"	"ʔau˦˦"		"ʔ"	"au"	"˦˦"
"嘔"	"呕"	"ʔau˦˦"		"ʔ"	"au"	"˦˦"
"毆"	"殴"	"ʔau˦˦"		"ʔ"	"au"	"˦˦"
"漚"	"沤"	"ʔau˦˦"		"ʔ"	"au"	"˦˦"
"漚"	"沤"	"ʔau˧˥"		"ʔ"	"au"	"˧˥"
"慪"	"怄"	"ʔau˧˥"		"ʔ"	"au"	"˧˥"
"否"	"否"	"fɛ˧˥"		"f"	"ɛ"	"˧˥"
"否"	"否"	"fʋ˧˥"		"f"	"ʋ"	"˧˥"
"富"	"富"	"fʉ˥˨"		"f"	"ʉ"	"˥˨"
"副"	"副"	"fʉ˥˨"		"f"	"ʉ"	"˥˨"
"浮"	"浮"	"vɛ˧˩"		"v"	"ɛ"	"˧˩"
"阜"	"阜"	"vɛ˩˧"		"v"	"ɛ"	"˩˧"
"負"	"负"	"vʋ˩˧"		"v"	"ʋ"	"˩˧"
"婦"	"妇"	"vʉ˩˧"		"v"	"ʉ"	"˩˧"
"複"	"复"	"vɛ˨˨"		"v"	"ɛ"	"˨˨"
"複"	"复"	"vʋ˨˩˩"		"v"	"ʋ"	"˨˩˩"
"腹"	"腹"	"fʋ˨˩˩"		"f"	"ʋ"	"˧˨˨"
"謀"	"谋"	"mɛ˧˩"		"m"	"ɛ"	"˧˩"
"矛"	"矛"	"mɛ˧˩"		"m"	"ɛ"	"˧˩"
"眸"	"眸"	"mɛ˧˩"		"m"	"ɛ"	"˧˩"
"扭"	"扭"	"ʔȵiau˦˦"		"ʔȵ"	"iau"	"˦˦"
"紐"	"纽"	"ȵiau˩˧"		"ȵ"	"iau"	"˩˧"
"扭"	"扭"	"ȵiau˩˧"		"ȵ"	"iau"	"˩˧"
"溜"	"溜"	"ʔlɤu˦˦"		"ʔl"	"ɤu"	"˦˦"
"□"	"□"	"lɤu˧˩"	"lɤu˧˩癢，故意讓人癢"	"l"	"ɤu"	"˧˩"
"留"	"留"	"lɤu˧˩"		"l"	"ɤu"	"˧˩"
"榴"	"榴"	"lɤu˧˩"		"l"	"ɤu"	"˧˩"
"劉"	"刘"	"lɤu˧˩"		"l"	"ɤu"	"˧˩"
"流"	"流"	"lɤu˧˩"		"l"	"ɤu"	"˧˩"
"硫"	"硫"	"lɤu˧˩"		"l"	"ɤu"	"˧˩"
"琉"	"琉"	"lɤu˧˩"		"l"	"ɤu"	"˧˩"
"柳"	"柳"	"lɤu˩˧"		"l"	"ɤu"	"˩˧"
"溜"	"溜"	"lɤu˨˨"		"l"	"ɤu"	"˨˨"
"揪"	"揪"	"tsɤu˦˦"		"ts"	"ɤu"	"˦˦"
"酒"	"酒"	"tsɤu˧˥"		"ts"	"ɤu"	"˧˥"
"□"	"□"	"tsɤuØ"	"冰甃：冰涼，個人意見"	"ts"	"ɤu"	"Ø"
"秋"	"秋"	"tsʰɤu˦˦"		"tsʰ"	"ɤu"	"˦˦"
"就"	"就"	"zɤu˩˧"		"z"	"ɤu"	"˩˧"
"修"	"修"	"sɤu˦˦"		"s"	"ɤu"	"˦˦"
"羞"	"羞"	"sɤu˦˦"		"s"	"ɤu"	"˦˦"
"秀"	"秀"	"sɤu˥˨"		"s"	"ɤu"	"˥˨"
"鏽"	"锈"	"sɤu˥˨"		"s"	"ɤu"	"˥˨"
"繡"	"绣"	"sɤu˥˨"		"s"	"ɤu"	"˥˨"
"宿"	"宿"	"sɤu˥˨"		"s"	"ɤu"	"˥˨"
"囚"	"囚"	"zɤu˧˩"		"z"	"ɤu"	"˧˩"
"泅"	"泅"	"zɤu˧˩"	"舊語，泅河兒：游泳"	"z"	"ɤu"	"˧˩"
"袖"	"袖"	"dɤu˨˨"	"衫袖日常音"	"d"	"ɤu"	"˨˨"
"袖"	"袖"	"zɤu˨˨"		"z"	"ɤu"	"˨˨"
"就"	"就"	"zɤu˨˨"	"符合也"	"z"	"ɤu"	"˨˨"
"肘"	"肘"	"tsɤu˧˥"		"ts"	"ɤu"	"˧˥"
"晝"	"昼"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"抽"	"抽"	"tsʰɤu˦˦"		"tsʰ"	"ɤu"	"˦˦"
"醜"	"丑"	"tsʰɤu˧˥"		"tsʰ"	"ɤu"	"˧˥"
"綢"	"绸"	"dzɤu˧˩"		"dz"	"ɤu"	"˧˩"
"稠"	"稠"	"dzɤu˧˩"		"dz"	"ɤu"	"˧˩"
"籌"	"筹"	"dzɤu˧˩"		"dz"	"ɤu"	"˧˩"
"紂"	"纣"	"dzɤu˩˧"		"dz"	"ɤu"	"˩˧"
"宙"	"宙"	"dzɤu˨˨"		"dz"	"ɤu"	"˨˨"
"鄒"	"邹"	"tsau˦˦"		"ts"	"au"	"˦˦"
"皺"	"皱"	"tsau˥˨"		"ts"	"au"	"˥˨"
"縐"	"绉"	"tsau˥˨"		"ts"	"au"	"˥˨"
"□"	"□"	"tsauØ"	"冰tsou"	"ts"	"au"	"Ø"
"愁"	"愁"	"zau˧˩"		"z"	"au"	"˧˩"
"驟"	"骤"	"dzau˨˨"		"dz"	"au"	"˨˨"
"餿"	"馊"	"sau˦˦"		"s"	"au"	"˦˦"
"搜"	"搜"	"sau˦˦"		"s"	"au"	"˦˦"
"颼"	"飕"	"sau˦˦"		"s"	"au"	"˦˦"
"搜"	"搜"	"sau˦˦"		"s"	"au"	"˦˦"
"瘦"	"瘦"	"sau˥˨"		"s"	"au"	"˥˨"
"漱"	"漱"	"sau˥˨"	"嗽：咳嗽也"	"s"	"au"	"˥˨"
"周"	"周"	"tsɤu˦˦"		"ts"	"ɤu"	"˦˦"
"舟"	"舟"	"tsɤu˦˦"		"ts"	"ɤu"	"˦˦"
"洲"	"洲"	"tsɤu˦˦"		"ts"	"ɤu"	"˦˦"
"州"	"州"	"tsɤu˦˦"		"ts"	"ɤu"	"˦˦"
"帚"	"帚"	"tsɤu˧˥"		"ts"	"ɤu"	"˧˥"
"咒"	"咒"	"tsɤu˥˨"		"ts"	"ɤu"	"˥˨"
"醜"	"丑"	"tsʰɤu˧˥"		"tsʰ"	"ɤu"	"˧˥"
"臭"	"臭"	"tsʰɤu˥˨"		"tsʰ"	"ɤu"	"˥˨"
"收"	"收"	"sɤu˦˦"		"s"	"ɤu"	"˦˦"
"手"	"手"	"sɤu˧˥"		"s"	"ɤu"	"˧˥"
"首"	"首"	"sɤu˧˥"		"s"	"ɤu"	"˧˥"
"守"	"守"	"sɤu˧˥"		"s"	"ɤu"	"˧˥"
"獸"	"兽"	"sɤu˥˨"		"s"	"ɤu"	"˥˨"
"讎"	"雠"	"dzɤu˧˩"		"dz"	"ɤu"	"˧˩"
"酬"	"酬"	"dzɤu˧˩"		"dz"	"ɤu"	"˧˩"
"受"	"受"	"zɤu˩˧"		"z"	"ɤu"	"˩˧"
"壽"	"寿"	"zɤu˨˨"		"z"	"ɤu"	"˨˨"
"授"	"授"	"zɤu˨˨"		"z"	"ɤu"	"˨˨"
"售"	"售"	"dzɤu˧˩"		"dz"	"ɤu"	"˧˩"
"柔"	"柔"	"zɤu˧˩"		"z"	"ɤu"	"˧˩"
"揉"	"揉"	"zɤu˧˩"		"z"	"ɤu"	"˧˩"
"鳩"	"鸠"	"tɕiau˦˦"		"tɕ"	"iau"	"˦˦"
"鬮"	"阄"	"tɕiau˦˦"		"tɕ"	"iau"	"˦˦"
"九"	"九"	"tɕiau˧˥"		"tɕ"	"iau"	"˧˥"
"久"	"久"	"tɕiau˧˥"		"tɕ"	"iau"	"˧˥"
"韭"	"韭"	"tɕiau˧˥"		"tɕ"	"iau"	"˧˥"
"灸"	"灸"	"tɕiau˧˥"		"tɕ"	"iau"	"˧˥"
"究"	"究"	"tɕiau˥˨"		"tɕ"	"iau"	"˥˨"
"救"	"救"	"tɕiau˥˨"		"tɕ"	"iau"	"˥˨"
"丘"	"丘"	"tɕʰiau˦˦"		"tɕʰ"	"iau"	"˦˦"
"求"	"求"	"dʑiau˧˩"		"dʑ"	"iau"	"˧˩"
"球"	"球"	"dʑiau˧˩"		"dʑ"	"iau"	"˧˩"
"仇"	"仇"	"dʑiau˧˩"		"dʑ"	"iau"	"˧˩"
"舅"	"舅"	"dʑiau˩˧"		"dʑ"	"iau"	"˩˧"
"臼"	"臼"	"dʑiau˩˧"		"dʑ"	"iau"	"˩˧"
"咎"	"咎"	"dʑiau˩˧"		"dʑ"	"iau"	"˩˧"
"舊"	"旧"	"dʑiau˨˨"		"dʑ"	"iau"	"˨˨"
"柩"	"柩"	"dʑiau˩˧"		"dʑ"	"iau"	"˩˧"
"牛"	"牛"	"ŋau˧˩"		"ŋ"	"au"	"˧˩"
"休"	"休"	"ɕiau˦˦"		"ɕ"	"iau"	"˦˦"
"朽"	"朽"	"ɕiau˧˥"		"ɕ"	"iau"	"˧˥"
"嗅"	"嗅"	"ɕiau˥˨"		"ɕ"	"iau"	"˥˨"
"憂"	"忧"	"ʔiau˦˦"		"ʔ"	"iau"	"˦˦"
"優"	"优"	"ʔiau˦˦"		"ʔ"	"iau"	"˦˦"
"尤"	"尤"	"jau˧˩"		"j"	"au"	"˧˩"
"郵"	"邮"	"jau˧˩"		"j"	"au"	"˧˩"
"有"	"有"	"jau˩˧"		"j"	"au"	"˩˧"
"友"	"友"	"jau˩˧"		"j"	"au"	"˩˧"
"又"	"又"	"jau˨˨"		"j"	"au"	"˨˨"
"□"	"□"	"ji˩˧"	"又，可能是也字"	"j"	"i"	"˩˧"
"□"	"□"	"zɿ˩˧"	"又"	"z"	"ɿ"	"˩˧"
"右"	"右"	"jau˨˨"		"j"	"au"	"˨˨"
"宥"	"宥"	"jau˨˨"		"j"	"au"	"˨˨"
"佑"	"佑"	"jau˨˨"		"j"	"au"	"˨˨"
"油"	"油"	"jau˧˩"		"j"	"au"	"˧˩"
"油"	"油"	"jau˨˨"		"j"	"au"	"˨˨"
"遊"	"游"	"jau˧˩"		"j"	"au"	"˧˩"
"悠"	"悠"	"ʔiau˦˦"		"ʔ"	"iau"	"˦˦"
"猶"	"犹"	"jau˧˩"		"j"	"au"	"˧˩"
"由"	"由"	"jau˧˩"		"j"	"au"	"˧˩"
"酉"	"酉"	"jau˩˧"		"j"	"au"	"˩˧"
"莠"	"莠"	"jau˩˧"		"j"	"au"	"˩˧"
"誘"	"诱"	"jau˨˨"		"j"	"au"	"˨˨"
"釉"	"釉"	"jau˨˨"		"j"	"au"	"˨˨"
"柚"	"柚"	"jau˨˨"		"j"	"au"	"˨˨"
"□"	"□"	"pʰa˦˦"	"柚"	"pʰ"	"a"	"˦˦"
"彪"	"彪"	"pi˦˦"		"p"	"i"	"˦˦"
"謬"	"谬"	"mi˨˨"		"m"	"i"	"˨˨"
"丟"	"丢"	"tɤu˧˩"		"t"	"ɤu"	"˧˩"
"糾"	"纠"	"tɕiau˦˦"		"tɕ"	"iau"	"˦˦"
"幽"	"幽"	"ʔiau˦˦"		"ʔ"	"iau"	"˦˦"
"幼"	"幼"	"ʔiau˦˦"		"ʔ"	"iau"	"˦˦"
"幼"	"幼"	"ʔiau˥˨"		"ʔ"	"iau"	"˥˨"
"耽"	"耽"	"te˦˦"		"t"	"e"	"˦˦"
"貪"	"贪"	"tʰe˦˦"		"tʰ"	"e"	"˦˦"
"貪"	"贪"	"tʰɵ˦˦"	"市區音"	"tʰ"	"ɵ"	"˦˦"
"探"	"探"	"tʰe˥˨"		"tʰ"	"e"	"˥˨"
"潭"	"潭"	"de˧˩"		"d"	"e"	"˧˩"
"譚"	"谭"	"de˧˩"		"d"	"e"	"˧˩"
"譚"	"谭"	"dɔ˧˩"		"d"	"ɔ"	"˧˩"
"南"	"南"	"ne˧˩"		"n"	"e"	"˧˩"
"男"	"男"	"ne˧˩"		"n"	"e"	"˧˩"
"婪"	"婪"	"lei˧˩"		"l"	"ei"	"˧˩"
"簪"	"簪"	"tse˦˦"		"ts"	"e"	"˦˦"
"參"	"参"	"tsʰe˦˦"		"tsʰ"	"e"	"˦˦"
"慘"	"惨"	"tsʰe˧˥"		"tsʰ"	"e"	"˧˥"
"蠶"	"蚕"	"dzei˧˩"		"dz"	"ei"	"˧˩"
"感"	"感"	"ke˧˥"		"k"	"e"	"˧˥"
"堪"	"堪"	"kʰe˦˦"		"kʰ"	"e"	"˦˦"
"龕"	"龛"	"kʰe˦˦"		"kʰ"	"e"	"˦˦"
"坎"	"坎"	"kʰe˧˥"		"kʰ"	"e"	"˧˥"
"砍"	"砍"	"kʰe˧˥"	"本讀，少用"	"kʰ"	"e"	"˧˥"
"砍"	"砍"	"kʰɵ˧˥"	"市區音"	"kʰ"	"ɵ"	"˧˥"
"勘"	"勘"	"kʰe˥˨"		"kʰ"	"e"	"˥˨"
"含"	"含"	"ɦaŋ˧˩"		"ɦ"	"aŋ"	"˧˩"
"含"	"含"	"ɦe˧˩"		"ɦ"	"e"	"˧˩"
"含"	"含"	"ɦɵ˧˩"		"ɦ"	"ɵ"	"˧˩"
"函"	"函"	"ɦɔ˧˩"		"ɦ"	"ɔ"	"˧˩"
"撼"	"撼"	"hɔ˧˥"		"h"	"ɔ"	"˧˥"
"憾"	"憾"	"ɦɵ˨˨"		"ɦ"	"ɵ"	"˨˨"
"庵"	"庵"	"ʔe˦˦"		"ʔ"	"e"	"˦˦"
"諳"	"谙"	"ʔe˦˦"		"ʔ"	"e"	"˦˦"
"暗"	"暗"	"ʔe˥˨"		"ʔ"	"e"	"˥˨"
"暗"	"暗"	"ʔɵ˥˨"	"市區音"	"ʔ"	"ɵ"	"˥˨"
"擔"	"担"	"tɔ˦˦"		"t"	"ɔ"	"˦˦"
"膽"	"胆"	"tɔ˧˥"		"t"	"ɔ"	"˧˥"
"擔"	"担"	"tɔ˦˦"	"擔心"	"t"	"ɔ"	"˦˦"
"坍"	"坍"	"tʰɔ˦˦"		"tʰ"	"ɔ"	"˦˦"
"毯"	"毯"	"tʰɔ˧˥"		"tʰ"	"ɔ"	"˧˥"
"痰"	"痰"	"dɔ˧˩"		"d"	"ɔ"	"˧˩"
"談"	"谈"	"dɔ˧˩"		"d"	"ɔ"	"˧˩"
"淡"	"淡"	"dɔ˩˧"		"d"	"ɔ"	"˩˧"
"藍"	"蓝"	"lɔ˧˩"		"l"	"ɔ"	"˧˩"
"籃"	"篮"	"lɔ˧˩"		"l"	"ɔ"	"˧˩"
"欖"	"榄"	"lɔ˧˩"		"l"	"ɔ"	"˧˩"
